gene	location	chr	start	end	log2FC
MvSl-1064-A1-R4_MC02g04181	MvSl-1064-A1-R4_MC02	Chr02	2459295	2461148	-0.140188603601011
MvSl-1064-A1-R4_MC02g04184	MvSl-1064-A1-R4_MC02	Chr02	2465001	2468172	-0.873148808746332
MvSl-1064-A1-R4_MC02g04185	MvSl-1064-A1-R4_MC02	Chr02	2468528	2471015	-0.667404194888246
MvSl-1064-A1-R4_MC02g04186	MvSl-1064-A1-R4_MC02	Chr02	2471733	2472188	0.159765701039796
MvSl-1064-A1-R4_MC02g04187	MvSl-1064-A1-R4_MC02	Chr02	2472298	2473826	-0.00816753103520367
MvSl-1064-A1-R4_MC02g04188	MvSl-1064-A1-R4_MC02	Chr02	2474269	2475031	-0.728797256470705
MvSl-1064-A1-R4_MC02g04190	MvSl-1064-A1-R4_MC02	Chr02	2480021	2482446	-0.113631965496776
MvSl-1064-A1-R4_MC02g04191	MvSl-1064-A1-R4_MC02	Chr02	2484876	2485788	-0.440370388507717
MvSl-1064-A1-R4_MC02g04194	MvSl-1064-A1-R4_MC02	Chr02	2490688	2492481	-0.12630559597216
MvSl-1064-A1-R4_MC02g04195	MvSl-1064-A1-R4_MC02	Chr02	2492649	2493498	-1.35772228095158
MvSl-1064-A1-R4_MC02g04197	MvSl-1064-A1-R4_MC02	Chr02	2500661	2500881	-0.670858142886491
MvSl-1064-A1-R4_MC02g04198	MvSl-1064-A1-R4_MC02	Chr02	2501158	2503935	-0.498077129156604
MvSl-1064-A1-R4_MC02g04200	MvSl-1064-A1-R4_MC02	Chr02	2505332	2505887	-0.442855174653819
MvSl-1064-A1-R4_MC02g04201	MvSl-1064-A1-R4_MC02	Chr02	2507200	2509929	-0.439889401337291
MvSl-1064-A1-R4_MC02g04202	MvSl-1064-A1-R4_MC02	Chr02	2510201	2512113	-0.186728989137865
MvSl-1064-A1-R4_MC02g04203	MvSl-1064-A1-R4_MC02	Chr02	2512202	2513344	-0.0763152359316221
MvSl-1064-A1-R4_MC02g04204	MvSl-1064-A1-R4_MC02	Chr02	2513704	2518547	-0.0279641820438319
MvSl-1064-A1-R4_MC02g04205	MvSl-1064-A1-R4_MC02	Chr02	2519715	2520244	-0.223179397266783
MvSl-1064-A1-R4_MC02g04209	MvSl-1064-A1-R4_MC02	Chr02	2544884	2546120	-0.166184013417776
MvSl-1064-A1-R4_MC02g04210	MvSl-1064-A1-R4_MC02	Chr02	2546952	2551962	0.101511991876641
MvSl-1064-A1-R4_MC02g04211	MvSl-1064-A1-R4_MC02	Chr02	2552007	2553042	0.310488246121529
MvSl-1064-A1-R4_MC02g04212	MvSl-1064-A1-R4_MC02	Chr02	2553680	2555357	-0.363565198923367
MvSl-1064-A1-R4_MC02g04213	MvSl-1064-A1-R4_MC02	Chr02	2555603	2555884	-0.371478348645241
MvSl-1064-A1-R4_MC02g04217	MvSl-1064-A1-R4_MC03	Chr03	947	6820	0.0646538164276104
MvSl-1064-A1-R4_MC02g04218	MvSl-1064-A1-R4_MC03	Chr03	7637	9754	0.010685867815335
MvSl-1064-A1-R4_MC02g04219	MvSl-1064-A1-R4_MC03	Chr03	10734	11302	-0.286890900535173
MvSl-1064-A1-R4_MC02g04220	MvSl-1064-A1-R4_MC03	Chr03	11400	21642	-0.583204751057112
MvSl-1064-A1-R4_MC02g04222	MvSl-1064-A1-R4_MC03	Chr03	23708	24880	0.524450846991057
MvSl-1064-A1-R4_MC02g04223	MvSl-1064-A1-R4_MC03	Chr03	25460	26230	-0.245244313434537
MvSl-1064-A1-R4_MC02g04226	MvSl-1064-A1-R4_MC03	Chr03	30648	31040	0.0800895597860147
MvSl-1064-A1-R4_MC02g04228	MvSl-1064-A1-R4_MC03	Chr03	32184	34570	-0.560108711080596
MvSl-1064-A1-R4_MC02g04229	MvSl-1064-A1-R4_MC03	Chr03	34960	39600	-0.308160224408189
MvSl-1064-A1-R4_MC02g04230	MvSl-1064-A1-R4_MC03	Chr03	39667	41133	0.118210811591891
MvSl-1064-A1-R4_MC02g04231	MvSl-1064-A1-R4_MC03	Chr03	41393	42492	-0.162117631694845
MvSl-1064-A1-R4_MC02g04232	MvSl-1064-A1-R4_MC03	Chr03	42542	43525	0.0909854832890083
MvSl-1064-A1-R4_MC02g04233	MvSl-1064-A1-R4_MC03	Chr03	44634	47010	-0.813626437788519
MvSl-1064-A1-R4_MC02g04234	MvSl-1064-A1-R4_MC03	Chr03	47408	50385	-0.254416326964647
MvSl-1064-A1-R4_MC02g04245	MvSl-1064-A1-R4_MC03	Chr03	50789	51172	-0.0126036044844305
MvSl-1064-A1-R4_MC02g04248	MvSl-1064-A1-R4_MC03	Chr03	59827	63159	-0.305719137555391
MvSl-1064-A1-R4_MC02g04249	MvSl-1064-A1-R4_MC03	Chr03	63797	67478	-0.171111264626913
MvSl-1064-A1-R4_MC02g04250	MvSl-1064-A1-R4_MC03	Chr03	68760	71453	-0.0572292688198726
MvSl-1064-A1-R4_MC02g04252	MvSl-1064-A1-R4_MC03	Chr03	73623	74593	0.123527622847536
MvSl-1064-A1-R4_MC02g04253	MvSl-1064-A1-R4_MC03	Chr03	75352	76657	-0.181025989038387
MvSl-1064-A1-R4_MC03g04279	MvSl-1064-A1-R4_MC03	Chr03	98978	103108	-0.42074928616122
MvSl-1064-A1-R4_MC03g04280	MvSl-1064-A1-R4_MC03	Chr03	103867	105090	0.068266869085396
MvSl-1064-A1-R4_MC03g04282	MvSl-1064-A1-R4_MC03	Chr03	108758	112188	-0.0836175817596511
MvSl-1064-A1-R4_MC03g04283	MvSl-1064-A1-R4_MC03	Chr03	115641	119400	-0.0632015083142022
MvSl-1064-A1-R4_MC03g04284	MvSl-1064-A1-R4_MC03	Chr03	120329	123064	0.112237625423403
MvSl-1064-A1-R4_MC03g04285	MvSl-1064-A1-R4_MC03	Chr03	123257	129104	0.0908684968108208
MvSl-1064-A1-R4_MC03g04286	MvSl-1064-A1-R4_MC03	Chr03	129676	130583	0.365841358913051
MvSl-1064-A1-R4_MC03g04287	MvSl-1064-A1-R4_MC03	Chr03	130776	136914	0.0834957890237222
MvSl-1064-A1-R4_MC03g04288	MvSl-1064-A1-R4_MC03	Chr03	137476	138154	-0.578756406850903
MvSl-1064-A1-R4_MC03g04289	MvSl-1064-A1-R4_MC03	Chr03	138635	139790	-0.0165668355965634
MvSl-1064-A1-R4_MC03g04290	MvSl-1064-A1-R4_MC03	Chr03	140182	142859	-0.0526888820279438
MvSl-1064-A1-R4_MC03g04291	MvSl-1064-A1-R4_MC03	Chr03	143364	143950	-0.373991683072412
MvSl-1064-A1-R4_MC03g04292	MvSl-1064-A1-R4_MC03	Chr03	145306	145464	0.0836334771578267
MvSl-1064-A1-R4_MC03g04293	MvSl-1064-A1-R4_MC03	Chr03	146019	146960	-0.0358063470158657
MvSl-1064-A1-R4_MC03g04294	MvSl-1064-A1-R4_MC03	Chr03	147028	147192	0.298832710731378
MvSl-1064-A1-R4_MC03g04295	MvSl-1064-A1-R4_MC03	Chr03	147337	149209	0.0458888156169742
MvSl-1064-A1-R4_MC03g04296	MvSl-1064-A1-R4_MC03	Chr03	150814	151165	0.0500325652631709
MvSl-1064-A1-R4_MC03g04297	MvSl-1064-A1-R4_MC03	Chr03	151301	151917	0.00880992629464541
MvSl-1064-A1-R4_MC03g04298	MvSl-1064-A1-R4_MC03	Chr03	152459	154003	-0.0170826692172198
MvSl-1064-A1-R4_MC03g04299	MvSl-1064-A1-R4_MC03	Chr03	154299	155489	-0.18982474015592
MvSl-1064-A1-R4_MC03g04300	MvSl-1064-A1-R4_MC03	Chr03	155964	157790	-0.0135343609178787
MvSl-1064-A1-R4_MC03g04301	MvSl-1064-A1-R4_MC03	Chr03	159407	159640	-0.116301678185737
MvSl-1064-A1-R4_MC03g04302	MvSl-1064-A1-R4_MC03	Chr03	159814	160264	0.279366896790128
MvSl-1064-A1-R4_MC03g04304	MvSl-1064-A1-R4_MC03	Chr03	161560	162996	-0.184635418956926
MvSl-1064-A1-R4_MC03g04305	MvSl-1064-A1-R4_MC03	Chr03	164984	166129	0.132820267678822
MvSl-1064-A1-R4_MC03g04306	MvSl-1064-A1-R4_MC03	Chr03	166972	168661	0.266114969903571
MvSl-1064-A1-R4_MC03g04308	MvSl-1064-A1-R4_MC03	Chr03	177974	179242	0.423831448998352
MvSl-1064-A1-R4_MC03g04310	MvSl-1064-A1-R4_MC03	Chr03	185458	193403	0.267330680001557
MvSl-1064-A1-R4_MC03g04311	MvSl-1064-A1-R4_MC03	Chr03	199281	199458	0.0706425982894269
MvSl-1064-A1-R4_MC03g04312	MvSl-1064-A1-R4_MC03	Chr03	199552	199982	0.00766763794272884
MvSl-1064-A1-R4_MC03g04313	MvSl-1064-A1-R4_MC03	Chr03	200237	200854	-0.370929745696449
MvSl-1064-A1-R4_MC03g04314	MvSl-1064-A1-R4_MC03	Chr03	203259	204414	0.143085195441546
MvSl-1064-A1-R4_MC03g04315	MvSl-1064-A1-R4_MC03	Chr03	204525	207302	0.222220768083649
MvSl-1064-A1-R4_MC03g04316	MvSl-1064-A1-R4_MC03	Chr03	207565	209755	0.072775092692418
MvSl-1064-A1-R4_MC03g04317	MvSl-1064-A1-R4_MC03	Chr03	210968	213823	0.46648044633832
MvSl-1064-A1-R4_MC03g04318	MvSl-1064-A1-R4_MC03	Chr03	214412	216650	0.215831228568093
MvSl-1064-A1-R4_MC03g04319	MvSl-1064-A1-R4_MC03	Chr03	217281	218031	0.281276918474446
MvSl-1064-A1-R4_MC03g04320	MvSl-1064-A1-R4_MC03	Chr03	218308	218823	0.475295588152094
MvSl-1064-A1-R4_MC03g04324	MvSl-1064-A1-R4_MC03	Chr03	233232	234987	-0.381571359416211
MvSl-1064-A1-R4_MC03g04327	MvSl-1064-A1-R4_MC03	Chr03	238110	241071	-0.0941208903577902
MvSl-1064-A1-R4_MC03g04328	MvSl-1064-A1-R4_MC03	Chr03	241505	243093	0.0417727092459863
MvSl-1064-A1-R4_MC03g04329	MvSl-1064-A1-R4_MC03	Chr03	243610	245142	-0.0552726672942036
MvSl-1064-A1-R4_MC03g04330	MvSl-1064-A1-R4_MC03	Chr03	245400	247002	-0.0359690228113932
MvSl-1064-A1-R4_MC03g04332	MvSl-1064-A1-R4_MC03	Chr03	248795	252911	0.198205533445754
MvSl-1064-A1-R4_MC03g04334	MvSl-1064-A1-R4_MC03	Chr03	253422	254920	-0.00738401149721993
MvSl-1064-A1-R4_MC03g04336	MvSl-1064-A1-R4_MC03	Chr03	258259	261008	-0.0315486663934185
MvSl-1064-A1-R4_MC03g04337	MvSl-1064-A1-R4_MC03	Chr03	262676	263139	-0.0370223280524609
MvSl-1064-A1-R4_MC03g04347	MvSl-1064-A1-R4_MC03	Chr03	269633	270929	-0.373975842205674
MvSl-1064-A1-R4_MC03g04353	MvSl-1064-A1-R4_MC03	Chr03	279715	281678	0.6665515875351
MvSl-1064-A1-R4_MC03g04354	MvSl-1064-A1-R4_MC03	Chr03	282857	285372	0.1289424415122
MvSl-1064-A1-R4_MC03g04355	MvSl-1064-A1-R4_MC03	Chr03	285829	288989	0.118444485655329
MvSl-1064-A1-R4_MC03g04356	MvSl-1064-A1-R4_MC03	Chr03	290141	292325	-0.446428511368096
MvSl-1064-A1-R4_MC03g04357	MvSl-1064-A1-R4_MC03	Chr03	293172	296617	0.443247294601284
MvSl-1064-A1-R4_MC03g04358	MvSl-1064-A1-R4_MC03	Chr03	297632	300814	0.0901966394336806
MvSl-1064-A1-R4_MC03g04360	MvSl-1064-A1-R4_MC03	Chr03	311507	314627	0.121545470369737
MvSl-1064-A1-R4_MC03g04361	MvSl-1064-A1-R4_MC03	Chr03	315017	316740	0.0178456961383244
MvSl-1064-A1-R4_MC03g04363	MvSl-1064-A1-R4_MC03	Chr03	317724	318185	0.167118593642129
MvSl-1064-A1-R4_MC03g04364	MvSl-1064-A1-R4_MC03	Chr03	319831	323034	-0.196312943583129
MvSl-1064-A1-R4_MC03g04365	MvSl-1064-A1-R4_MC03	Chr03	323582	324840	0.300233171002041
MvSl-1064-A1-R4_MC03g04366	MvSl-1064-A1-R4_MC03	Chr03	325113	326334	0.200332085824187
MvSl-1064-A1-R4_MC03g04367	MvSl-1064-A1-R4_MC03	Chr03	326522	328243	-0.0445694352812407
MvSl-1064-A1-R4_MC03g04368	MvSl-1064-A1-R4_MC03	Chr03	330548	331464	0.238297038501999
MvSl-1064-A1-R4_MC03g04369	MvSl-1064-A1-R4_MC03	Chr03	331968	332834	-0.16412823730156
MvSl-1064-A1-R4_MC03g04370	MvSl-1064-A1-R4_MC03	Chr03	332994	334701	0.0314324107179038
MvSl-1064-A1-R4_MC03g04371	MvSl-1064-A1-R4_MC03	Chr03	335474	336049	-0.568250158310168
MvSl-1064-A1-R4_MC03g04372	MvSl-1064-A1-R4_MC03	Chr03	336504	336683	-0.323908260236094
MvSl-1064-A1-R4_MC03g04373	MvSl-1064-A1-R4_MC03	Chr03	336782	337153	-0.24627200820143
MvSl-1064-A1-R4_MC03g04377	MvSl-1064-A1-R4_MC03	Chr03	341513	342753	-1.00191574319208
MvSl-1064-A1-R4_MC03g04379	MvSl-1064-A1-R4_MC03	Chr03	345081	347028	0.0314128117244614
MvSl-1064-A1-R4_MC03g04380	MvSl-1064-A1-R4_MC03	Chr03	347701	348675	0.144166921357235
MvSl-1064-A1-R4_MC03g04381	MvSl-1064-A1-R4_MC03	Chr03	348779	352146	-0.115700667006135
MvSl-1064-A1-R4_MC03g04382	MvSl-1064-A1-R4_MC03	Chr03	352499	356135	0.0113043710535613
MvSl-1064-A1-R4_MC03g04383	MvSl-1064-A1-R4_MC03	Chr03	356407	358705	0.493167422194287
MvSl-1064-A1-R4_MC03g04384	MvSl-1064-A1-R4_MC03	Chr03	358974	359761	0.475032287286704
MvSl-1064-A1-R4_MC03g04385	MvSl-1064-A1-R4_MC03	Chr03	359879	361257	-0.0986417445325064
MvSl-1064-A1-R4_MC03g04386	MvSl-1064-A1-R4_MC03	Chr03	361638	362526	-0.262893621680494
MvSl-1064-A1-R4_MC03g04387	MvSl-1064-A1-R4_MC03	Chr03	362930	363362	0.46648141055869
MvSl-1064-A1-R4_MC03g04388	MvSl-1064-A1-R4_MC03	Chr03	364477	365226	0.0271480731223909
MvSl-1064-A1-R4_MC03g04389	MvSl-1064-A1-R4_MC03	Chr03	365275	365544	0.056642707130452
MvSl-1064-A1-R4_MC03g04390	MvSl-1064-A1-R4_MC03	Chr03	365765	368469	-0.216890613988486
MvSl-1064-A1-R4_MC03g04393	MvSl-1064-A1-R4_MC03	Chr03	373371	373777	0.542659821184527
MvSl-1064-A1-R4_MC03g04394	MvSl-1064-A1-R4_MC03	Chr03	374557	377776	-0.543775188598376
MvSl-1064-A1-R4_MC03g04395	MvSl-1064-A1-R4_MC03	Chr03	378025	379059	0.00253811080384411
MvSl-1064-A1-R4_MC03g04396	MvSl-1064-A1-R4_MC03	Chr03	380380	384679	0.0482696768056853
MvSl-1064-A1-R4_MC03g04397	MvSl-1064-A1-R4_MC03	Chr03	384759	385103	-0.115983610250102
MvSl-1064-A1-R4_MC03g04399	MvSl-1064-A1-R4_MC03	Chr03	389570	391739	0.068487957372701
MvSl-1064-A1-R4_MC03g04400	MvSl-1064-A1-R4_MC03	Chr03	392213	393884	-0.318413725693754
MvSl-1064-A1-R4_MC03g04403	MvSl-1064-A1-R4_MC03	Chr03	398906	402124	-0.130436297554581
MvSl-1064-A1-R4_MC03g04404	MvSl-1064-A1-R4_MC03	Chr03	402303	402620	0.16542293374924
MvSl-1064-A1-R4_MC03g04405	MvSl-1064-A1-R4_MC03	Chr03	403096	404129	0.908062365642308
MvSl-1064-A1-R4_MC03g04406	MvSl-1064-A1-R4_MC03	Chr03	404345	405628	0.00243305400295615
MvSl-1064-A1-R4_MC03g04407	MvSl-1064-A1-R4_MC03	Chr03	405806	407848	-0.0260298002101078
MvSl-1064-A1-R4_MC03g04408	MvSl-1064-A1-R4_MC03	Chr03	408659	411202	0.377863233794674
MvSl-1064-A1-R4_MC03g04409	MvSl-1064-A1-R4_MC03	Chr03	411479	415181	-0.0307748719910255
MvSl-1064-A1-R4_MC03g04410	MvSl-1064-A1-R4_MC03	Chr03	415623	417847	0.0192397030009932
MvSl-1064-A1-R4_MC03g04411	MvSl-1064-A1-R4_MC03	Chr03	422838	425441	0.559523264027116
MvSl-1064-A1-R4_MC03g04412	MvSl-1064-A1-R4_MC03	Chr03	426752	428683	-0.0742839211296669
MvSl-1064-A1-R4_MC03g04413	MvSl-1064-A1-R4_MC03	Chr03	430098	433569	0.310268145244953
MvSl-1064-A1-R4_MC03g04414	MvSl-1064-A1-R4_MC03	Chr03	433750	434640	-0.222316042875182
MvSl-1064-A1-R4_MC03g04415	MvSl-1064-A1-R4_MC03	Chr03	434701	435677	-0.17360504995435
MvSl-1064-A1-R4_MC03g04416	MvSl-1064-A1-R4_MC03	Chr03	435745	436698	0.58426791767039
MvSl-1064-A1-R4_MC03g04418	MvSl-1064-A1-R4_MC03	Chr03	442323	445216	0.263835089553106
MvSl-1064-A1-R4_MC03g04422	MvSl-1064-A1-R4_MC03	Chr03	456053	457563	0.0348069888194041
MvSl-1064-A1-R4_MC03g04426	MvSl-1064-A1-R4_MC03	Chr03	462935	464532	0.243166553727865
MvSl-1064-A1-R4_MC03g04427	MvSl-1064-A1-R4_MC03	Chr03	465638	467270	-0.176797445599886
MvSl-1064-A1-R4_MC03g04431	MvSl-1064-A1-R4_MC03	Chr03	477920	479913	0.114778420145092
MvSl-1064-A1-R4_MC03g04433	MvSl-1064-A1-R4_MC03	Chr03	483500	485026	-0.204838658161991
MvSl-1064-A1-R4_MC03g04434	MvSl-1064-A1-R4_MC03	Chr03	487028	487757	-0.0700991858997439
MvSl-1064-A1-R4_MC03g04435	MvSl-1064-A1-R4_MC03	Chr03	488802	490444	-0.101024531363843
MvSl-1064-A1-R4_MC03g04436	MvSl-1064-A1-R4_MC03	Chr03	491082	492440	0.149586686653149
MvSl-1064-A1-R4_MC03g04437	MvSl-1064-A1-R4_MC03	Chr03	492559	493123	0.239102052214627
MvSl-1064-A1-R4_MC03g04438	MvSl-1064-A1-R4_MC03	Chr03	493712	494902	0.621667152153346
MvSl-1064-A1-R4_MC03g04439	MvSl-1064-A1-R4_MC03	Chr03	495720	497046	0.308306849193853
MvSl-1064-A1-R4_MC03g04440	MvSl-1064-A1-R4_MC03	Chr03	497574	500780	-1.06145881340054
MvSl-1064-A1-R4_MC03g04442	MvSl-1064-A1-R4_MC03	Chr03	501330	502240	0.194944494123219
MvSl-1064-A1-R4_MC03g04446	MvSl-1064-A1-R4_MC03	Chr03	510861	511433	-0.495265339890473
MvSl-1064-A1-R4_MC03g04448	MvSl-1064-A1-R4_MC03	Chr03	512151	514539	-0.141444155404699
MvSl-1064-A1-R4_MC03g04449	MvSl-1064-A1-R4_MC03	Chr03	515233	517965	0.0226979160236847
MvSl-1064-A1-R4_MC03g04450	MvSl-1064-A1-R4_MC03	Chr03	518874	522741	-0.255757902549525
MvSl-1064-A1-R4_MC03g04451	MvSl-1064-A1-R4_MC03	Chr03	524154	526676	0.131535689676255
MvSl-1064-A1-R4_MC03g04452	MvSl-1064-A1-R4_MC03	Chr03	526875	529738	0.0807111701101964
MvSl-1064-A1-R4_MC03g04454	MvSl-1064-A1-R4_MC03	Chr03	533954	535214	-0.177196093390804
MvSl-1064-A1-R4_MC03g04455	MvSl-1064-A1-R4_MC03	Chr03	535413	536606	-0.355096187023373
MvSl-1064-A1-R4_MC03g04456	MvSl-1064-A1-R4_MC03	Chr03	536790	539315	-0.111069331391879
MvSl-1064-A1-R4_MC03g04457	MvSl-1064-A1-R4_MC03	Chr03	540321	540639	-0.306700560540583
MvSl-1064-A1-R4_MC03g04458	MvSl-1064-A1-R4_MC03	Chr03	540932	542439	-0.0224055160008103
MvSl-1064-A1-R4_MC03g04459	MvSl-1064-A1-R4_MC03	Chr03	543113	550712	-0.0579292547243546
MvSl-1064-A1-R4_MC03g04460	MvSl-1064-A1-R4_MC03	Chr03	551059	552081	0.131837620893198
MvSl-1064-A1-R4_MC03g04461	MvSl-1064-A1-R4_MC03	Chr03	552698	554124	0.231129236508039
MvSl-1064-A1-R4_MC03g04462	MvSl-1064-A1-R4_MC03	Chr03	554897	557972	0.849141608103619
MvSl-1064-A1-R4_MC03g04463	MvSl-1064-A1-R4_MC03	Chr03	558348	559291	0.158438995895946
MvSl-1064-A1-R4_MC03g04464	MvSl-1064-A1-R4_MC03	Chr03	559657	560886	0.29752020428278
MvSl-1064-A1-R4_MC03g04465	MvSl-1064-A1-R4_MC03	Chr03	561445	564525	-0.0773853558979174
MvSl-1064-A1-R4_MC03g04466	MvSl-1064-A1-R4_MC03	Chr03	565201	567476	0.146635202130496
MvSl-1064-A1-R4_MC03g04468	MvSl-1064-A1-R4_MC03	Chr03	570589	571838	0.0941590358455247
MvSl-1064-A1-R4_MC03g04469	MvSl-1064-A1-R4_MC03	Chr03	574262	578998	-0.0957860097676166
MvSl-1064-A1-R4_MC03g04470	MvSl-1064-A1-R4_MC03	Chr03	579257	581336	0.0330843964684603
MvSl-1064-A1-R4_MC03g04471	MvSl-1064-A1-R4_MC03	Chr03	582069	583595	0.0860740857958739
MvSl-1064-A1-R4_MC03g04472	MvSl-1064-A1-R4_MC03	Chr03	584402	586066	-0.317079329127591
MvSl-1064-A1-R4_MC03g04473	MvSl-1064-A1-R4_MC03	Chr03	586508	589389	-0.295880646460146
MvSl-1064-A1-R4_MC03g04474	MvSl-1064-A1-R4_MC03	Chr03	590018	591935	0.117481366427738
MvSl-1064-A1-R4_MC03g04475	MvSl-1064-A1-R4_MC03	Chr03	593023	593834	0.330207102680007
MvSl-1064-A1-R4_MC03g04476	MvSl-1064-A1-R4_MC03	Chr03	594224	595312	-0.0831663155676523
MvSl-1064-A1-R4_MC03g04478	MvSl-1064-A1-R4_MC03	Chr03	596672	597765	-0.091978885346855
MvSl-1064-A1-R4_MC03g04479	MvSl-1064-A1-R4_MC03	Chr03	598266	599181	0.0474301956865252
MvSl-1064-A1-R4_MC03g04480	MvSl-1064-A1-R4_MC03	Chr03	599791	601866	0.461011392534274
MvSl-1064-A1-R4_MC03g04481	MvSl-1064-A1-R4_MC03	Chr03	602042	602405	-0.0247709358962758
MvSl-1064-A1-R4_MC03g04482	MvSl-1064-A1-R4_MC03	Chr03	602902	603550	0.00488384968723147
MvSl-1064-A1-R4_MC03g04483	MvSl-1064-A1-R4_MC03	Chr03	603596	605030	0.00880805271044048
MvSl-1064-A1-R4_MC03g04484	MvSl-1064-A1-R4_MC03	Chr03	606236	608457	-0.119014473366198
MvSl-1064-A1-R4_MC03g04485	MvSl-1064-A1-R4_MC03	Chr03	609663	611373	-1.31881909245069
MvSl-1064-A1-R4_MC03g04486	MvSl-1064-A1-R4_MC03	Chr03	611560	612117	-0.318686352458409
MvSl-1064-A1-R4_MC03g04487	MvSl-1064-A1-R4_MC03	Chr03	612357	615978	-0.0388784515663637
MvSl-1064-A1-R4_MC03g04488	MvSl-1064-A1-R4_MC03	Chr03	616121	622715	-0.395755868957896
MvSl-1064-A1-R4_MC03g04489	MvSl-1064-A1-R4_MC03	Chr03	623135	624783	-0.962410996910422
MvSl-1064-A1-R4_MC03g04490	MvSl-1064-A1-R4_MC03	Chr03	625104	628432	-0.0255572573901092
MvSl-1064-A1-R4_MC03g04491	MvSl-1064-A1-R4_MC03	Chr03	628925	630502	-0.0869021372150272
MvSl-1064-A1-R4_MC03g04492	MvSl-1064-A1-R4_MC03	Chr03	632373	633700	-0.0749436729293556
MvSl-1064-A1-R4_MC03g04493	MvSl-1064-A1-R4_MC03	Chr03	634088	634489	0.498138437767559
MvSl-1064-A1-R4_MC03g04494	MvSl-1064-A1-R4_MC03	Chr03	636202	639171	0.245008634742042
MvSl-1064-A1-R4_MC03g04495	MvSl-1064-A1-R4_MC03	Chr03	639290	642099	-0.0924133114009514
MvSl-1064-A1-R4_MC03g04496	MvSl-1064-A1-R4_MC03	Chr03	642680	643267	0.0549840525629567
MvSl-1064-A1-R4_MC03g04497	MvSl-1064-A1-R4_MC03	Chr03	643377	643544	0.131492214500283
MvSl-1064-A1-R4_MC03g04498	MvSl-1064-A1-R4_MC03	Chr03	643604	644342	0.00950940512532998
MvSl-1064-A1-R4_MC03g04499	MvSl-1064-A1-R4_MC03	Chr03	644390	647101	0.00107501362928915
MvSl-1064-A1-R4_MC03g04500	MvSl-1064-A1-R4_MC03	Chr03	647468	649491	0.100507216669921
MvSl-1064-A1-R4_MC03g04501	MvSl-1064-A1-R4_MC03	Chr03	649717	650815	0.251284633101245
MvSl-1064-A1-R4_MC03g04503	MvSl-1064-A1-R4_MC03	Chr03	654652	654810	0.103248480109652
MvSl-1064-A1-R4_MC03g04504	MvSl-1064-A1-R4_MC03	Chr03	655010	656239	0.157087611213909
MvSl-1064-A1-R4_MC03g04505	MvSl-1064-A1-R4_MC03	Chr03	656443	657051	0.111927890899882
MvSl-1064-A1-R4_MC03g04506	MvSl-1064-A1-R4_MC03	Chr03	658161	659167	0.147576238616566
MvSl-1064-A1-R4_MC03g04507	MvSl-1064-A1-R4_MC03	Chr03	659839	663290	0.187924878185527
MvSl-1064-A1-R4_MC03g04508	MvSl-1064-A1-R4_MC03	Chr03	664241	665593	-0.74785884706654
MvSl-1064-A1-R4_MC03g04510	MvSl-1064-A1-R4_MC03	Chr03	668282	670526	-0.0295135255658024
MvSl-1064-A1-R4_MC03g04511	MvSl-1064-A1-R4_MC03	Chr03	673259	677321	-0.2242446828173
MvSl-1064-A1-R4_MC03g04512	MvSl-1064-A1-R4_MC03	Chr03	677501	679882	-0.338366243603374
MvSl-1064-A1-R4_MC03g04513	MvSl-1064-A1-R4_MC03	Chr03	680919	681963	-0.365092786718741
MvSl-1064-A1-R4_MC03g04514	MvSl-1064-A1-R4_MC03	Chr03	682134	682838	0.278757593253692
MvSl-1064-A1-R4_MC03g04515	MvSl-1064-A1-R4_MC03	Chr03	683416	685015	-0.0172922404781198
MvSl-1064-A1-R4_MC03g04516	MvSl-1064-A1-R4_MC03	Chr03	685683	686240	0.118349045354612
MvSl-1064-A1-R4_MC03g04517	MvSl-1064-A1-R4_MC03	Chr03	686485	687576	0.0153826243667003
MvSl-1064-A1-R4_MC03g04518	MvSl-1064-A1-R4_MC03	Chr03	688403	688827	0.363980777392444
MvSl-1064-A1-R4_MC03g04519	MvSl-1064-A1-R4_MC03	Chr03	689825	690163	0.588294775928909
MvSl-1064-A1-R4_MC03g04522	MvSl-1064-A1-R4_MC03	Chr03	691684	692076	0.292933772213043
MvSl-1064-A1-R4_MC03g04523	MvSl-1064-A1-R4_MC03	Chr03	693157	693671	0.385556513834828
MvSl-1064-A1-R4_MC03g04526	MvSl-1064-A1-R4_MC03	Chr03	701850	702719	-0.0633126541849313
MvSl-1064-A1-R4_MC03g04527	MvSl-1064-A1-R4_MC03	Chr03	702887	703482	-0.0636424362799252
MvSl-1064-A1-R4_MC03g04528	MvSl-1064-A1-R4_MC03	Chr03	704605	709495	-0.00667621694474336
MvSl-1064-A1-R4_MC03g04529	MvSl-1064-A1-R4_MC03	Chr03	709948	710196	-0.789838285558492
MvSl-1064-A1-R4_MC03g04534	MvSl-1064-A1-R4_MC03	Chr03	722864	724107	-0.481902234991289
MvSl-1064-A1-R4_MC03g04535	MvSl-1064-A1-R4_MC03	Chr03	728659	734153	0.142243818423276
MvSl-1064-A1-R4_MC03g04536	MvSl-1064-A1-R4_MC03	Chr03	734282	734654	-0.177115950852712
MvSl-1064-A1-R4_MC03g04537	MvSl-1064-A1-R4_MC03	Chr03	734736	734994	-0.182480266308254
