gene	perc	gid	chr	lqqogCPM	logFC.A1.A2	FDR.A1.A2
MvSl-1064-A1-R4_MC01-1g02503	100.000	MvSl-1064-A1-R4_MC01-1g02503	Chr01	5.71402941621885	0.071006499967993	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02504	100.000	MvSl-1064-A1-R4_MC01-1g02504	Chr01	7.55444151552462	-0.451914366544091	0.549339534081512
MvSl-1064-A1-R4_MC01-1g02505	100.000	MvSl-1064-A1-R4_MC01-1g02505	Chr01	9.18390652144664	0.0614183920686531	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02506	100.000	MvSl-1064-A1-R4_MC01-1g02506	Chr01	6.13366220026403	0.168964233578174	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02507	100.000	MvSl-1064-A1-R4_MC01-1g02507	Chr01	6.37844333269335	0.369416928165601	0.737798353864915
MvSl-1064-A1-R4_MC01-1g02508	100.000	MvSl-1064-A1-R4_MC01-1g02508	Chr01	9.02520079801819	-0.0653009371477741	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02509	100.000	MvSl-1064-A1-R4_MC01-1g02509	Chr01	6.42767539321771	-0.923359855599346	0.055669350120915
MvSl-1064-A1-R4_MC01-1g02510	100.000	MvSl-1064-A1-R4_MC01-1g02510	Chr01	6.15894825371325	0.220077458765422	0.924193161687352
MvSl-1064-A1-R4_MC01-1g02511	100.000	MvSl-1064-A1-R4_MC01-1g02511	Chr01	2.73770194349693	-0.2159573593482	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02512	100.000	MvSl-1064-A1-R4_MC01-1g02512	Chr01	2.83841577659329	-0.15237002163906	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02514	100.000	MvSl-1064-A1-R4_MC01-1g02514	Chr01	5.80116331240502	-0.466250819987129	0.322133560231832
MvSl-1064-A1-R4_MC01-1g02516	100.000	MvSl-1064-A1-R4_MC01-1g02516	Chr01	5.84791882668765	-0.572810861425789	0.20067029795831
MvSl-1064-A1-R4_MC01-1g02517	100.000	MvSl-1064-A1-R4_MC01-1g02517	Chr01	7.52258902177045	0.0324957594438613	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02518	100.000	MvSl-1064-A1-R4_MC01-1g02518	Chr01	6.6653306541429	0.16883612050083	0.969431244023445
MvSl-1064-A1-R4_MC01-1g02519	100.000	MvSl-1064-A1-R4_MC01-1g02519	Chr01	5.63032218202553	0.221732102466049	0.920917331003336
MvSl-1064-A1-R4_MC01-1g02520	100.000	MvSl-1064-A1-R4_MC01-1g02520	Chr01	7.39299564465117	-0.0303147496464185	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02521	100.000	MvSl-1064-A1-R4_MC01-1g02521	Chr01	4.7304540265125	0.0229584004778039	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02522	100.000	MvSl-1064-A1-R4_MC01-1g02522	Chr01	0.264494666359546	0.454759887554822	0.975939096335218
MvSl-1064-A1-R4_MC01-1g02523	100.000	MvSl-1064-A1-R4_MC01-1g02523	Chr01	7.48324647428078	-0.253244953400597	0.866323254664867
MvSl-1064-A1-R4_MC01-1g02524	100.000	MvSl-1064-A1-R4_MC01-1g02524	Chr01	6.49534150685095	-0.0269329431170263	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02525	100.000	MvSl-1064-A1-R4_MC01-1g02525	Chr01	8.35700243912742	0.0429647311136947	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02526	100.000	MvSl-1064-A1-R4_MC01-1g02526	Chr01	0.797740212217161	0.202101903325481	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02527	100.000	MvSl-1064-A1-R4_MC01-1g02527	Chr01	5.74999516536121	-0.0794936926311871	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02528	100.000	MvSl-1064-A1-R4_MC01-1g02528	Chr01	7.38942691868053	0.00689016559018199	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02529	100.000	MvSl-1064-A1-R4_MC01-1g02529	Chr01	4.73524923274342	-0.0173198142650622	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02530	100.000	MvSl-1064-A1-R4_MC01-1g02530	Chr01	7.24713527152414	0.262584259850857	0.800209835766076
MvSl-1064-A1-R4_MC01-1g02531	100.000	MvSl-1064-A1-R4_MC01-1g02531	Chr01	5.40465565788635	0.0807225214984086	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02532	100.000	MvSl-1064-A1-R4_MC01-1g02532	Chr01	6.8496748889743	0.0132845658620983	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02533	100.000	MvSl-1064-A1-R4_MC01-1g02533	Chr01	5.38586117816617	0.103967935078916	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02534	100.000	MvSl-1064-A1-R4_MC01-1g02534	Chr01	0.889824461230316	-0.0824383750093902	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02535	100.000	MvSl-1064-A1-R4_MC01-1g02535	Chr01	6.89432283550802	-0.00229017323915604	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02536	100.000	MvSl-1064-A1-R4_MC01-1g02536	Chr01	4.33831481098846	0.0378805868351336	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02537	100.000	MvSl-1064-A1-R4_MC01-1g02537	Chr01	5.46609146678243	-0.00689414058934726	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02538	100.000	MvSl-1064-A1-R4_MC01-1g02538	Chr01	7.98574556684334	0.186891104814269	0.988867199848635
MvSl-1064-A1-R4_MC01-1g02539	100.000	MvSl-1064-A1-R4_MC01-1g02539	Chr01	6.62453194273929	0.247121526977043	0.845917068631735
MvSl-1064-A1-R4_MC01-1g02540	100.000	MvSl-1064-A1-R4_MC01-1g02540	Chr01	3.79108433064132	-0.558472088932789	0.507751025267023
MvSl-1064-A1-R4_MC01-1g02541	100.000	MvSl-1064-A1-R4_MC01-1g02541	Chr01	7.10436418554073	-0.165547055436308	0.985180619361679
MvSl-1064-A1-R4_MC01-1g02542	100.000	MvSl-1064-A1-R4_MC01-1g02542	Chr01	5.89937246540126	0.0968859769022203	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02543	100.000	MvSl-1064-A1-R4_MC01-1g02543	Chr01	4.28666382294715	0.185378122268819	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02544	100.000	MvSl-1064-A1-R4_MC01-1g02544	Chr01	6.32623023914932	0.359401217584449	0.5757472704706
MvSl-1064-A1-R4_MC01-1g02545	100.000	MvSl-1064-A1-R4_MC01-1g02545	Chr01	5.32193003696782	-0.71292221183075	0.0468476928448991
MvSl-1064-A1-R4_MC01-1g02546	100.000	MvSl-1064-A1-R4_MC01-1g02546	Chr01	9.38152661906206	0.0865812953847665	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02551	100.000	MvSl-1064-A1-R4_MC01-1g02551	Chr01	3.23873060021378	0.200036886086332	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02552	100.000	MvSl-1064-A1-R4_MC01-1g02552	Chr01	3.91545159359227	-0.627744650727147	0.64211975441066
MvSl-1064-A1-R4_MC01-1g02554	100.000	MvSl-1064-A1-R4_MC01-1g02554	Chr01	7.35437974036067	0.0105725980190034	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02555	100.000	MvSl-1064-A1-R4_MC01-1g02555	Chr01	6.81829786532152	-0.0195459294942484	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02556	100.000	MvSl-1064-A1-R4_MC01-1g02556	Chr01	5.91047084211542	-0.123664052441993	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02557	100.000	MvSl-1064-A1-R4_MC01-1g02557	Chr01	6.29146398393542	0.360787236761345	0.492522581972151
MvSl-1064-A1-R4_MC01-1g02558	100.000	MvSl-1064-A1-R4_MC01-1g02558	Chr01	7.65932741432696	0.259827819310899	0.981693070868254
MvSl-1064-A1-R4_MC01-1g02559	100.000	MvSl-1064-A1-R4_MC01-1g02559	Chr01	7.77357261887978	0.0944901662579443	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02560	100.000	MvSl-1064-A1-R4_MC01-1g02560	Chr01	4.58764473724882	-0.164257663282257	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02561	100.000	MvSl-1064-A1-R4_MC01-1g02561	Chr01	5.36732285296686	-0.187536660466597	0.992107096885054
MvSl-1064-A1-R4_MC01-1g02562	100.000	MvSl-1064-A1-R4_MC01-1g02562	Chr01	4.59243643107768	-0.109967014525782	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02563	100.000	MvSl-1064-A1-R4_MC01-1g02563	Chr01	6.80462651035616	0.0926832071203317	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02564	100.000	MvSl-1064-A1-R4_MC01-1g02564	Chr01	0.514402899643266	-0.724195221388761	0.722829029283184
MvSl-1064-A1-R4_MC01-1g02565	100.000	MvSl-1064-A1-R4_MC01-1g02565	Chr01	3.07238896642206	-0.0953295787602699	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02566	100.000	MvSl-1064-A1-R4_MC01-1g02566	Chr01	5.11538649718272	-0.00452278202298772	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02567	100.000	MvSl-1064-A1-R4_MC01-1g02567	Chr01	3.29218601405286	0.376401348156378	0.879268246332907
MvSl-1064-A1-R4_MC01-1g02568	100.000	MvSl-1064-A1-R4_MC01-1g02568	Chr01	7.34990106548693	0.106951299407647	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02569	100.000	MvSl-1064-A1-R4_MC01-1g02569	Chr01	6.94858764814151	-0.0600893632516898	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02570	100.000	MvSl-1064-A1-R4_MC01-1g02570	Chr01	5.01659909708742	0.0270069178701461	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02571	94.215	MvSl-1064-A1-R4_MC01-1g02571	Chr01	5.3250421291395	-0.00318598474654917	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02572	100.000	MvSl-1064-A1-R4_MC01-1g02572	Chr01	4.7898498185614	-0.0767473301053382	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02573	100.000	MvSl-1064-A1-R4_MC01-1g02573	Chr01	6.96872154073606	-0.00920501504533046	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02574	100.000	MvSl-1064-A1-R4_MC01-1g02574	Chr01	6.01879037906363	-0.131724236642476	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02575	100.000	MvSl-1064-A1-R4_MC01-1g02575	Chr01	5.39339595576753	-0.159035376224784	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02576	100.000	MvSl-1064-A1-R4_MC01-1g02576	Chr01	6.02991339446358	-0.148985296440256	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02577	100.000	MvSl-1064-A1-R4_MC01-1g02577	Chr01	4.55921892461286	-0.234326155362626	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02578	100.000	MvSl-1064-A1-R4_MC01-1g02578	Chr01	7.78925842345707	-0.0748700322830847	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02579	100.000	MvSl-1064-A1-R4_MC01-1g02579	Chr01	7.21084507904858	0.228390428971921	0.876543306065909
MvSl-1064-A1-R4_MC01-1g02580	100.000	MvSl-1064-A1-R4_MC01-1g02580	Chr01	9.12991752684911	-0.0614997056389207	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02583	100.000	MvSl-1064-A1-R4_MC01-1g02583	Chr01	5.1700104449391	0.0611849112338093	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02584	100.000	MvSl-1064-A1-R4_MC01-1g02584	Chr01	0.0395158457386062	0.347663877543683	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02585	100.000	MvSl-1064-A1-R4_MC01-1g02585	Chr01	3.0966014760878	0.0496407946852632	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02590	100.000	MvSl-1064-A1-R4_MC01-1g02590	Chr01	5.91426509363803	-0.0707477598940905	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02591	100.000	MvSl-1064-A1-R4_MC01-1g02591	Chr01	5.41191050233631	0.115058747706521	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02592	100.000	MvSl-1064-A1-R4_MC01-1g02592	Chr01	5.57571118637678	0.272834587383065	0.845917068631735
MvSl-1064-A1-R4_MC01-1g02593	100.000	MvSl-1064-A1-R4_MC01-1g02593	Chr01	9.54065533446251	0.349531216461432	0.849788415046861
MvSl-1064-A1-R4_MC01-1g02596	100.000	MvSl-1064-A1-R4_MC01-1g02596	Chr01	4.03022946413679	-0.187401827203549	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02597	100.000	MvSl-1064-A1-R4_MC01-1g02597	Chr01	3.12667344696682	-0.46585327354753	0.735658889800019
MvSl-1064-A1-R4_MC01-1g02598	100.000	MvSl-1064-A1-R4_MC01-1g02598	Chr01	0.810405328673993	2.02519603590215	0.00419988523138426
MvSl-1064-A1-R4_MC01-1g02599	100.000	MvSl-1064-A1-R4_MC01-1g02599	Chr01	7.09311568102826	0.0437527796642832	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02600	100.000	MvSl-1064-A1-R4_MC01-1g02600	Chr01	3.94341201438844	0.197163422105288	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02601	100.000	MvSl-1064-A1-R4_MC01-1g02601	Chr01	1.73485262664484	-0.0111343911936107	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02602	100.000	MvSl-1064-A1-R4_MC01-1g02602	Chr01	6.59095566161953	0.0726015206921726	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02603	100.000	MvSl-1064-A1-R4_MC01-1g02603	Chr01	4.74824646835356	0.996392695186873	0.0479486118605412
MvSl-1064-A1-R4_MC01-1g02604	100.000	MvSl-1064-A1-R4_MC01-1g02604	Chr01	2.09381166675903	0.398878090883303	0.98298627667505
MvSl-1064-A1-R4_MC01-1g02606	100.000	MvSl-1064-A1-R4_MC01-1g02606	Chr01	7.08832341252047	-0.00565774113812492	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02607	100.000	MvSl-1064-A1-R4_MC01-1g02607	Chr01	5.34875995399062	0.102668755396152	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02608	100.000	MvSl-1064-A1-R4_MC01-1g02608	Chr01	8.0158709795524	0.557317106437834	0.327527128437716
MvSl-1064-A1-R4_MC01-1g02609	100.000	MvSl-1064-A1-R4_MC01-1g02609	Chr01	5.61000514467271	0.419148755646632	0.577456607240883
MvSl-1064-A1-R4_MC01-1g02610	100.000	MvSl-1064-A1-R4_MC01-1g02610	Chr01	1.79313645661664	0.575349078522459	0.863649368219561
MvSl-1064-A1-R4_MC01-1g02613	100.000	MvSl-1064-A1-R4_MC01-1g02613	Chr01	7.63247173395011	-0.315199719621626	0.699794346593147
MvSl-1064-A1-R4_MC01-1g02614	100.000	MvSl-1064-A1-R4_MC01-1g02614	Chr01	6.71684853599705	-0.222676111670806	0.890868542482603
MvSl-1064-A1-R4_MC01-1g02615	100.000	MvSl-1064-A1-R4_MC01-1g02615	Chr01	5.72078547532132	0.290764778427207	0.766756472696711
MvSl-1064-A1-R4_MC01-1g02616	100.000	MvSl-1064-A1-R4_MC01-1g02616	Chr01	7.63236268697513	0.332191919603002	0.650261568409445
MvSl-1064-A1-R4_MC01-1g02617	100.000	MvSl-1064-A1-R4_MC01-1g02617	Chr01	7.23793342983084	0.430475572100485	0.325157247021879
MvSl-1064-A1-R4_MC01-1g02618	100.000	MvSl-1064-A1-R4_MC01-1g02618	Chr01	7.49703324530567	0.218084982216263	0.919381720148011
MvSl-1064-A1-R4_MC01-1g02620	100.000	MvSl-1064-A1-R4_MC01-1g02620	Chr01	6.89725202207029	0.304225238101986	0.64211975441066
MvSl-1064-A1-R4_MC01-1g02621	100.000	MvSl-1064-A1-R4_MC01-1g02621	Chr01	5.27543861703611	0.119376631990167	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02622	100.000	MvSl-1064-A1-R4_MC01-1g02622	Chr01	6.26284661916356	0.120694233479608	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02623	100.000	MvSl-1064-A1-R4_MC01-1g02623	Chr01	7.91684238587238	0.0479911904932384	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02624	100.000	MvSl-1064-A1-R4_MC01-1g02624	Chr01	5.59785653540263	-0.0485602517359442	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02625	100.000	MvSl-1064-A1-R4_MC01-1g02625	Chr01	4.1240588774107	-0.0449228753812727	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02626	100.000	MvSl-1064-A1-R4_MC01-1g02626	Chr01	5.59681074835995	0.118923550779288	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02627	99.598	MvSl-1064-A1-R4_MC01-1g02627	Chr01	5.79420911379325	-0.0373973759393923	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02628	100.000	MvSl-1064-A1-R4_MC01-1g02628	Chr01	7.58606312799057	-0.682538114612265	0.0327034978689913
MvSl-1064-A1-R4_MC01-1g02630	100.000	MvSl-1064-A1-R4_MC01-1g02630	Chr01	6.39904753496666	-0.0359130884063831	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02631	100.000	MvSl-1064-A1-R4_MC01-1g02631	Chr01	5.78534660542837	0.0224727753691466	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02632	100.000	MvSl-1064-A1-R4_MC01-1g02632	Chr01	2.7357085644724	-0.148533846626799	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02634	100.000	MvSl-1064-A1-R4_MC01-1g02634	Chr01	1.67504482337966	-0.118067053797119	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02635	100.000	MvSl-1064-A1-R4_MC01-1g02635	Chr01	2.23611893644634	-0.0282938558978812	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02636	100.000	MvSl-1064-A1-R4_MC01-1g02636	Chr01	6.83929940368355	-0.128182463250775	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02637	100.000	MvSl-1064-A1-R4_MC01-1g02637	Chr01	1.00443106378772	-0.301042729651876	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02638	100.000	MvSl-1064-A1-R4_MC01-1g02638	Chr01	5.00395264903251	-0.101667399300441	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02640	100.000	MvSl-1064-A1-R4_MC01-1g02640	Chr01	3.57584108242911	0.19624113092289	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02641	100.000	MvSl-1064-A1-R4_MC01-1g02641	Chr01	6.93235989982865	-0.331796309941276	0.755032352853083
MvSl-1064-A1-R4_MC01-1g02642	100.000	MvSl-1064-A1-R4_MC01-1g02642	Chr01	8.73118374685126	0.038882385453786	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02643	100.000	MvSl-1064-A1-R4_MC01-1g02643	Chr01	6.27530714728679	0.0900244766695117	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02644	100.000	MvSl-1064-A1-R4_MC01-1g02644	Chr01	6.32889289115643	0.187360675246684	0.970176644054378
MvSl-1064-A1-R4_MC01-1g02645	100.000	MvSl-1064-A1-R4_MC01-1g02645	Chr01	5.88471476919637	0.162411860879573	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02646	100.000	MvSl-1064-A1-R4_MC01-1g02646	Chr01	5.2533290459883	-0.759389567076469	0.114943273994304
MvSl-1064-A1-R4_MC01-1g02647	100.000	MvSl-1064-A1-R4_MC01-1g02647	Chr01	6.40173147220129	-0.683909470170357	0.0694075910107571
MvSl-1064-A1-R4_MC01-1g02648	100.000	MvSl-1064-A1-R4_MC01-1g02648	Chr01	10.4491732057356	-0.371399985526771	0.945084765505755
MvSl-1064-A1-R4_MC01-1g02649	100.000	MvSl-1064-A1-R4_MC01-1g02649	Chr01	7.70330949043937	0.190116187758573	0.971778914231438
MvSl-1064-A1-R4_MC01-1g02650	100.000	MvSl-1064-A1-R4_MC01-1g02650	Chr01	3.34726009448745	0.107845912178679	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02651	98.493	MvSl-1064-A1-R4_MC01-1g02651	Chr01	6.98537504968094	0.534608110069975	0.428537333732727
MvSl-1064-A1-R4_MC01-1g02653	100.000	MvSl-1064-A1-R4_MC01-1g02653	Chr01	3.07206596865606	-0.200950930840641	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02655	100.000	MvSl-1064-A1-R4_MC01-1g02655	Chr01	6.07966999884871	0.285615734864516	0.799175101312746
MvSl-1064-A1-R4_MC01-1g02656	100.000	MvSl-1064-A1-R4_MC01-1g02656	Chr01	4.02198740139443	-0.131110276256536	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02657	100.000	MvSl-1064-A1-R4_MC01-1g02657	Chr01	8.38982681902735	0.122207391116493	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02658	100.000	MvSl-1064-A1-R4_MC01-1g02658	Chr01	2.83509797244457	-0.0076811514588857	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02659	100.000	MvSl-1064-A1-R4_MC01-1g02659	Chr01	4.80007200491969	-0.196523893111878	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02660	100.000	MvSl-1064-A1-R4_MC01-1g02660	Chr01	5.42266690287993	-0.258581596324742	0.861602436731124
MvSl-1064-A1-R4_MC01-1g02661	100.000	MvSl-1064-A1-R4_MC01-1g02661	Chr01	7.03037757486724	0.262729224024953	0.78610836639842
MvSl-1064-A1-R4_MC01-1g02662	100.000	MvSl-1064-A1-R4_MC01-1g02662	Chr01	5.44316698910008	-0.0870691625944948	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02663	100.000	MvSl-1064-A1-R4_MC01-1g02663	Chr01	4.08054429012639	-0.195099057461928	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02664	100.000	MvSl-1064-A1-R4_MC01-1g02664	Chr01	1.12023418177273	-0.43065409989962	0.981693070868254
MvSl-1064-A1-R4_MC01-1g02665	100.000	MvSl-1064-A1-R4_MC01-1g02665	Chr01	8.63374830974137	-0.107274135993534	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02666	100.000	MvSl-1064-A1-R4_MC01-1g02666	Chr01	3.91201208452595	-0.298852261709749	0.931181270159535
MvSl-1064-A1-R4_MC01-1g02667	100.000	MvSl-1064-A1-R4_MC01-1g02667	Chr01	6.39427456230798	-0.105352501227539	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02668	100.000	MvSl-1064-A1-R4_MC01-1g02668	Chr01	0.130160684023209	-0.509151660910224	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02670	100.000	MvSl-1064-A1-R4_MC01-1g02670	Chr01	1.03223662597787	0.323069798735819	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02671	100.000	MvSl-1064-A1-R4_MC01-1g02671	Chr01	5.21511184380347	-0.212177825028999	0.96231817891206
MvSl-1064-A1-R4_MC01-1g02672	100.000	MvSl-1064-A1-R4_MC01-1g02672	Chr01	4.26103015016003	-0.0441299274325588	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02673	100.000	MvSl-1064-A1-R4_MC01-1g02673	Chr01	6.33411502680435	-0.0618192897778127	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02674	100.000	MvSl-1064-A1-R4_MC01-1g02674	Chr01	6.68523813913442	0.229569772706801	0.866323254664867
MvSl-1064-A1-R4_MC01-1g02675	100.000	MvSl-1064-A1-R4_MC01-1g02675	Chr01	6.82571123456973	0.120396837221608	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02676	100.000	MvSl-1064-A1-R4_MC01-1g02676	Chr01	2.81296937787958	-0.714954718401484	0.348980767247132
MvSl-1064-A1-R4_MC01-1g02677	100.000	MvSl-1064-A1-R4_MC01-1g02677	Chr01	6.23995969137795	-0.00748858160848213	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02678	100.000	MvSl-1064-A1-R4_MC01-1g02678	Chr01	6.159486872526	0.130138597348532	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02679	100.000	MvSl-1064-A1-R4_MC01-1g02679	Chr01	7.35456969449875	-0.193710770941166	0.953597750818401
MvSl-1064-A1-R4_MC01-1g02680	100.000	MvSl-1064-A1-R4_MC01-1g02680	Chr01	0.853206255344348	-0.573502662030221	0.837160439754779
MvSl-1064-A1-R4_MC01-1g02681	100.000	MvSl-1064-A1-R4_MC01-1g02681	Chr01	5.83532290843124	0.047298077694136	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02682	100.000	MvSl-1064-A1-R4_MC01-1g02682	Chr01	7.80476813718592	-0.0776407039363974	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02683	100.000	MvSl-1064-A1-R4_MC01-1g02683	Chr01	8.1267517677147	0.202551907313786	0.97512906377421
MvSl-1064-A1-R4_MC01-1g02684	100.000	MvSl-1064-A1-R4_MC01-1g02684	Chr01	5.67589989722138	0.331831732657796	0.755032352853083
MvSl-1064-A1-R4_MC01-1g02685	100.000	MvSl-1064-A1-R4_MC01-1g02685	Chr01	3.99792626625512	-0.0945845187265803	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02686	100.000	MvSl-1064-A1-R4_MC01-1g02686	Chr01	2.60967092626868	-0.392588531985245	0.880581703403061
MvSl-1064-A1-R4_MC01-1g02687	100.000	MvSl-1064-A1-R4_MC01-1g02687	Chr01	3.62983535200436	-0.521058960561027	0.57908985173628
MvSl-1064-A1-R4_MC01-1g02688	100.000	MvSl-1064-A1-R4_MC01-1g02688	Chr01	6.04598126851838	0.177223776427676	0.975879824999463
MvSl-1064-A1-R4_MC01-1g02689	100.000	MvSl-1064-A1-R4_MC01-1g02689	Chr01	5.59751479833485	-0.016514878464808	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02690	100.000	MvSl-1064-A1-R4_MC01-1g02690	Chr01	8.2142879977763	0.155281786625566	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02691	100.000	MvSl-1064-A1-R4_MC01-1g02691	Chr01	7.5314070344126	0.0527413121984278	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02692	100.000	MvSl-1064-A1-R4_MC01-1g02692	Chr01	4.91738283202574	0.19557676820465	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02693	100.000	MvSl-1064-A1-R4_MC01-1g02693	Chr01	6.60228599175411	0.218066873875374	0.916056636685312
MvSl-1064-A1-R4_MC01-1g02694	100.000	MvSl-1064-A1-R4_MC01-1g02694	Chr01	6.86049064731569	0.112002627388978	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02695	100.000	MvSl-1064-A1-R4_MC01-1g02695	Chr01	7.96668508325257	0.0286015910773542	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02696	100.000	MvSl-1064-A1-R4_MC01-1g02696	Chr01	5.10104190715301	-0.00456185331260903	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02697	100.000	MvSl-1064-A1-R4_MC01-1g02697	Chr01	2.99211067534031	0.298581480649512	0.969431244023445
MvSl-1064-A1-R4_MC01-1g02698	100.000	MvSl-1064-A1-R4_MC01-1g02698	Chr01	2.01314226406655	0.195410926828886	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02699	100.000	MvSl-1064-A1-R4_MC01-1g02699	Chr01	6.13129755720469	0.016297001215853	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02700	100.000	MvSl-1064-A1-R4_MC01-1g02700	Chr01	5.02836212935813	0.129676423765741	0.999958419202852
MvSl-1064-A1-R4_MC01-1g02702	100.000	MvSl-1064-A1-R4_MC01-1g02702	Chr01	6.37896454553399	0.281117684987435	0.72662489445421
