gene	genename	chr	start	end
MvSl-1064-A2-R4_A2g01100	MvSl-1064-A1-R4_A2	MAT	2391139	2391339
MvSl-1064-A2-R4_A2g01101	MvSl-1064-A1-R4_A2	MAT	2392740	2393091
MvSl-1064-A2-R4_A2g01103	MvSl-1064-A1-R4_A2	MAT	2396670	2396985
MvSl-1064-A2-R4_A2g01105	MvSl-1064-A1-R4_A2	MAT	2401565	2401876
MvSl-1064-A2-R4_A2g01107	MvSl-1064-A1-R4_A2	MAT	2403016	2403288
MvSl-1064-A2-R4_A2g01115	MvSl-1064-A1-R4_A2	MAT	2418928	2419654
MvSl-1064-A2-R4_A2g01116	MvSl-1064-A1-R4_A2	MAT	2420197	2421548
MvSl-1064-A2-R4_A2g01117	MvSl-1064-A1-R4_A2	MAT	2421628	2422076
MvSl-1064-A2-R4_A2g01118	MvSl-1064-A1-R4_A2	MAT	2422309	2423196
MvSl-1064-A2-R4_A2g01119	MvSl-1064-A1-R4_A2	MAT	2423345	2424150
MvSl-1064-A2-R4_A2g01124	MvSl-1064-A1-R4_A2	MAT	2434139	2434443
MvSl-1064-A2-R4_A2g01125	MvSl-1064-A1-R4_A2	MAT	2434540	2436647
MvSl-1064-A2-R4_A2g01126	MvSl-1064-A1-R4_A2	MAT	2436730	2436945
MvSl-1064-A2-R4_A2g01127	MvSl-1064-A1-R4_A2	MAT	2437005	2438896
MvSl-1064-A2-R4_A2g01128	MvSl-1064-A1-R4_A2	MAT	2439042	2439278
MvSl-1064-A2-R4_A2g01129	MvSl-1064-A1-R4_A2	MAT	2439423	2440133
MvSl-1064-A2-R4_A2g01130	MvSl-1064-A1-R4_A2	MAT	2440188	2440642
MvSl-1064-A2-R4_A2g01131	MvSl-1064-A1-R4_A2	MAT	2440938	2441888
MvSl-1064-A2-R4_A2g01140	MvSl-1064-A1-R4_A2	MAT	2467216	2467733
MvSl-1064-A2-R4_A2g01141	MvSl-1064-A1-R4_A2	MAT	2468201	2469609
MvSl-1064-A2-R4_A2g01144	MvSl-1064-A1-R4_A2	MAT	2472735	2475006
MvSl-1064-A2-R4_A2g01146	MvSl-1064-A1-R4_A2	MAT	2478166	2478698
MvSl-1064-A2-R4_A2g01147	MvSl-1064-A1-R4_A2	MAT	2479186	2479581
MvSl-1064-A2-R4_A2g01148	MvSl-1064-A1-R4_A2	MAT	2481405	2481672
MvSl-1064-A2-R4_A2g01149	MvSl-1064-A1-R4_A2	MAT	2481973	2482404
MvSl-1064-A2-R4_A2g01150	MvSl-1064-A1-R4_A2	MAT	2483005	2483970
MvSl-1064-A2-R4_A2g01156	MvSl-1064-A1-R4_A2	MAT	2499437	2501054
MvSl-1064-A2-R4_A2g01157	MvSl-1064-A1-R4_A2	MAT	2501686	2502282
MvSl-1064-A2-R4_A2g01158	MvSl-1064-A1-R4_A2	MAT	2502506	2502754
MvSl-1064-A2-R4_A2g01163	MvSl-1064-A1-R4_A2	MAT	2509665	2510369
MvSl-1064-A2-R4_A2g01164	MvSl-1064-A1-R4_A2	MAT	2510548	2511159
MvSl-1064-A2-R4_A2g01167	MvSl-1064-A1-R4_A2	MAT	2516737	2517698
MvSl-1064-A2-R4_A2g01168	MvSl-1064-A1-R4_A2	MAT	2517870	2518235
MvSl-1064-A2-R4_A2g01171	MvSl-1064-A1-R4_A2	MAT	2526936	2527205
MvSl-1064-A2-R4_A2g01172	MvSl-1064-A1-R4_A2	MAT	2527309	2527467
MvSl-1064-A2-R4_A2g01174	MvSl-1064-A1-R4_A2	MAT	2530580	2530952
MvSl-1064-A2-R4_A2g01175	MvSl-1064-A1-R4_A2	MAT	2533633	2534995
MvSl-1064-A2-R4_A2g01176	MvSl-1064-A1-R4_A2	MAT	2535423	2536801
MvSl-1064-A2-R4_A2g01177	MvSl-1064-A1-R4_A2	MAT	2537040	2538086
MvSl-1064-A2-R4_A2g01178	MvSl-1064-A1-R4_A2	MAT	2538206	2538679
MvSl-1064-A2-R4_A2g01183	MvSl-1064-A1-R4_A2	MAT	2549294	2549551
MvSl-1064-A2-R4_A2g01184	MvSl-1064-A1-R4_A2	MAT	2549682	2549858
MvSl-1064-A2-R4_A2g01185	MvSl-1064-A1-R4_A2	MAT	2549999	2550414
MvSl-1064-A2-R4_A2g01195	MvSl-1064-A1-R4_A2	MAT	2579714	2580451
MvSl-1064-A2-R4_A2g01199	MvSl-1064-A1-R4_A2	MAT	2590122	2591006
MvSl-1064-A2-R4_A2g01200	MvSl-1064-A1-R4_A2	MAT	2591127	2591291
MvSl-1064-A2-R4_A2g01205	MvSl-1064-A1-R4_A2	MAT	2598607	2599002
MvSl-1064-A2-R4_A2g01206	MvSl-1064-A1-R4_A2	MAT	2599101	2600289
MvSl-1064-A2-R4_A2g01207	MvSl-1064-A1-R4_A2	MAT	2600376	2600580
MvSl-1064-A2-R4_A2g01208	MvSl-1064-A1-R4_A2	MAT	2601029	2603590
MvSl-1064-A2-R4_A2g01211	MvSl-1064-A1-R4_A2	MAT	2607840	2608044
MvSl-1064-A2-R4_A2g01212	MvSl-1064-A1-R4_A2	MAT	2608097	2608867
MvSl-1064-A2-R4_A2g01216	MvSl-1064-A1-R4_A2	MAT	2620121	2620665
MvSl-1064-A2-R4_A2g01218	MvSl-1064-A1-R4_A2	MAT	2621247	2622725
MvSl-1064-A2-R4_A2g01220	MvSl-1064-A1-R4_A2	MAT	2625926	2626225
MvSl-1064-A2-R4_A2g01221	MvSl-1064-A1-R4_A2	MAT	2626461	2627611
MvSl-1064-A2-R4_A2g01222	MvSl-1064-A1-R4_A2	MAT	2628664	2629670
MvSl-1064-A2-R4_A2g01224	MvSl-1064-A1-R4_A2	MAT	2631665	2632900
MvSl-1064-A2-R4_A2g01225	MvSl-1064-A1-R4_A2	MAT	2633500	2635945
MvSl-1064-A2-R4_A2g01229	MvSl-1064-A1-R4_A2	MAT	2643454	2644453
MvSl-1064-A2-R4_A2g01234	MvSl-1064-A1-R4_A2	MAT	2657352	2657913
MvSl-1064-A2-R4_A2g01236	MvSl-1064-A1-R4_A2	MAT	2659780	2660855
MvSl-1064-A2-R4_A2g01239	MvSl-1064-A1-R4_A2	MAT	2664094	2664525
MvSl-1064-A2-R4_A2g01245	MvSl-1064-A1-R4_A2	MAT	2683100	2683291
MvSl-1064-A2-R4_A2g01248	MvSl-1064-A1-R4_A2	MAT	2688154	2688453
MvSl-1064-A2-R4_A2g01251	MvSl-1064-A1-R4_A2	MAT	2694507	2695594
MvSl-1064-A2-R4_A2g01254	MvSl-1064-A1-R4_A2	MAT	2704470	2705473
MvSl-1064-A2-R4_A2g01255	MvSl-1064-A1-R4_A2	MAT	2705623	2706610
MvSl-1064-A2-R4_A2g01257	MvSl-1064-A1-R4_A2	MAT	2708529	2708787
MvSl-1064-A2-R4_A2g01263	MvSl-1064-A1-R4_A2	MAT	2721660	2722144
MvSl-1064-A2-R4_A2g01272	MvSl-1064-A1-R4_A2	MAT	2754912	2755521
MvSl-1064-A2-R4_A2g01281	MvSl-1064-A1-R4_A2	MAT	2777733	2777960
MvSl-1064-A2-R4_A2g01282	MvSl-1064-A1-R4_A2	MAT	2779342	2780037
MvSl-1064-A2-R4_A2g01283	MvSl-1064-A1-R4_A2	MAT	2780356	2780517
MvSl-1064-A2-R4_A2g01290	MvSl-1064-A1-R4_A2	MAT	2796767	2797500
MvSl-1064-A2-R4_A2g01297	MvSl-1064-A1-R4_A2	MAT	2825660	2826820
MvSl-1064-A2-R4_A2g01298	MvSl-1064-A1-R4_A2	MAT	2827124	2828287
MvSl-1064-A2-R4_A2g01300	MvSl-1064-A1-R4_A2	MAT	2830881	2832280
MvSl-1064-A2-R4_A2g01302	MvSl-1064-A1-R4_A2	MAT	2834759	2835394
MvSl-1064-A2-R4_A2g01303	MvSl-1064-A1-R4_A2	MAT	2835989	2838469
MvSl-1064-A2-R4_A2g01304	MvSl-1064-A1-R4_A2	MAT	2838533	2838880
MvSl-1064-A2-R4_A2g01307	MvSl-1064-A1-R4_A2	MAT	2844200	2844358
MvSl-1064-A2-R4_A2g01318	MvSl-1064-A1-R4_A2	MAT	2870384	2870859
MvSl-1064-A2-R4_A2g01324	MvSl-1064-A1-R4_A2	MAT	2890613	2891088
MvSl-1064-A2-R4_A2g01325	MvSl-1064-A1-R4_A2	MAT	2892067	2892379
MvSl-1064-A2-R4_A2g01327	MvSl-1064-A1-R4_A2	MAT	2894190	2894940
MvSl-1064-A2-R4_A2g01330	MvSl-1064-A1-R4_A2	MAT	2897051	2898313
MvSl-1064-A2-R4_A2g01336	MvSl-1064-A1-R4_A2	MAT	2918579	2919682
MvSl-1064-A2-R4_A2g01339	MvSl-1064-A1-R4_A2	MAT	2926824	2927673
MvSl-1064-A2-R4_A2g01340	MvSl-1064-A1-R4_A2	MAT	2927719	2928857
MvSl-1064-A2-R4_A2g01342	MvSl-1064-A1-R4_A2	MAT	2931117	2937380
MvSl-1064-A2-R4_A2g01344	MvSl-1064-A1-R4_A2	MAT	2943751	2944086
MvSl-1064-A2-R4_A2g01345	MvSl-1064-A1-R4_A2	MAT	2944304	2944483
MvSl-1064-A2-R4_A2g01348	MvSl-1064-A1-R4_A2	MAT	2948661	2949538
MvSl-1064-A2-R4_A2g01351	MvSl-1064-A1-R4_A2	MAT	2964970	2966008
MvSl-1064-A2-R4_A2g01353	MvSl-1064-A1-R4_A2	MAT	2977098	2977519
MvSl-1064-A2-R4_A2g01354	MvSl-1064-A1-R4_A2	MAT	2977634	2978381
MvSl-1064-A2-R4_A2g01363	MvSl-1064-A1-R4_A2	MAT	3004954	3005942
MvSl-1064-A2-R4_A2g01367	MvSl-1064-A1-R4_A2	MAT	3021016	3021948
MvSl-1064-A2-R4_A2g01372	MvSl-1064-A1-R4_A2	MAT	3038786	3038938
MvSl-1064-A2-R4_A2g01373	MvSl-1064-A1-R4_A2	MAT	3038981	3039325
MvSl-1064-A2-R4_A2g01374	MvSl-1064-A1-R4_A2	MAT	3039502	3039810
MvSl-1064-A2-R4_A2g01375	MvSl-1064-A1-R4_A2	MAT	3040157	3041413
MvSl-1064-A2-R4_A2g01377	MvSl-1064-A1-R4_A2	MAT	3046536	3047073
MvSl-1064-A2-R4_A2g01380	MvSl-1064-A1-R4_A2	MAT	3049436	3049886
MvSl-1064-A2-R4_A2g01382	MvSl-1064-A1-R4_A2	MAT	3052091	3054822
MvSl-1064-A2-R4_A2g01385	MvSl-1064-A1-R4_A2	MAT	3065290	3065475
MvSl-1064-A2-R4_A2g01386	MvSl-1064-A1-R4_A2	MAT	3065537	3065855
MvSl-1064-A2-R4_A2g01389	MvSl-1064-A1-R4_A2	MAT	3072959	3073240
MvSl-1064-A2-R4_A2g01391	MvSl-1064-A1-R4_A2	MAT	3077909	3078073
MvSl-1064-A2-R4_A2g01398	MvSl-1064-A1-R4_A2	MAT	3092266	3092550
MvSl-1064-A2-R4_A2g01399	MvSl-1064-A1-R4_A2	MAT	3092685	3092916
MvSl-1064-A2-R4_A2g01405	MvSl-1064-A1-R4_A2	MAT	3110671	3111496
MvSl-1064-A2-R4_A2g01406	MvSl-1064-A1-R4_A2	MAT	3112335	3113282
MvSl-1064-A2-R4_A2g01407	MvSl-1064-A1-R4_A2	MAT	3113684	3114631
MvSl-1064-A2-R4_A2g01408	MvSl-1064-A1-R4_A2	MAT	3115139	3115754
MvSl-1064-A2-R4_A2g01418	MvSl-1064-A1-R4_A2	MAT	3134582	3135198
MvSl-1064-A2-R4_A2g01420	MvSl-1064-A1-R4_A2	MAT	3144331	3144775
MvSl-1064-A2-R4_A2g01422	MvSl-1064-A1-R4_A2	MAT	3145711	3146208
MvSl-1064-A2-R4_A2g01425	MvSl-1064-A1-R4_A2	MAT	3158399	3158887
MvSl-1064-A2-R4_A2g01429	MvSl-1064-A1-R4_A2	MAT	3165368	3165907
MvSl-1064-A2-R4_A2g01438	MvSl-1064-A1-R4_A2	MAT	3184589	3185623
MvSl-1064-A2-R4_A2g01446	MvSl-1064-A1-R4_A2	MAT	3205571	3205876
MvSl-1064-A2-R4_A2g01448	MvSl-1064-A1-R4_A2	MAT	3208501	3208976
MvSl-1064-A2-R4_A2g01449	MvSl-1064-A1-R4_A2	MAT	3209174	3209729
MvSl-1064-A2-R4_A2g01451	MvSl-1064-A1-R4_A2	MAT	3211460	3211741
MvSl-1064-A2-R4_A2g01460	MvSl-1064-A1-R4_A2	MAT	3231150	3231467
MvSl-1064-A2-R4_A2g01466	MvSl-1064-A1-R4_A2	MAT	3253970	3255359
MvSl-1064-A2-R4_A2g01467	MvSl-1064-A1-R4_A2	MAT	3255591	3256061
MvSl-1064-A2-R4_A2g01474	MvSl-1064-A1-R4_A2	MAT	3273007	3273332
MvSl-1064-A2-R4_A2g01475	MvSl-1064-A1-R4_A2	MAT	3273786	3275036
MvSl-1064-A2-R4_A2g01476	MvSl-1064-A1-R4_A2	MAT	3275092	3276160
MvSl-1064-A2-R4_A2g01479	MvSl-1064-A1-R4_A2	MAT	3279518	3279981
MvSl-1064-A2-R4_A2g01481	MvSl-1064-A1-R4_A2	MAT	3281806	3282401
MvSl-1064-A2-R4_A2g01482	MvSl-1064-A1-R4_A2	MAT	3282483	3283010
MvSl-1064-A2-R4_A2g01483	MvSl-1064-A1-R4_A2	MAT	3283327	3283912
MvSl-1064-A2-R4_A2g01484	MvSl-1064-A1-R4_A2	MAT	3285286	3286579
MvSl-1064-A2-R4_A2g01485	MvSl-1064-A1-R4_A2	MAT	3286655	3287279
MvSl-1064-A2-R4_A2g01487	MvSl-1064-A1-R4_A2	MAT	3289336	3289506
MvSl-1064-A2-R4_A2g01488	MvSl-1064-A1-R4_A2	MAT	3289771	3289962
MvSl-1064-A2-R4_A2g01489	MvSl-1064-A1-R4_A2	MAT	3290499	3291386
MvSl-1064-A2-R4_A2g01492	MvSl-1064-A1-R4_A2	MAT	3294110	3294277
MvSl-1064-A2-R4_A2g01493	MvSl-1064-A1-R4_A2	MAT	3294517	3296272
MvSl-1064-A2-R4_A2g01496	MvSl-1064-A1-R4_A2	MAT	3298098	3298294
MvSl-1064-A2-R4_A2g01498	MvSl-1064-A1-R4_A2	MAT	3300463	3301692
MvSl-1064-A2-R4_A2g01499	MvSl-1064-A1-R4_A2	MAT	3301743	3301946
MvSl-1064-A2-R4_A2g01500	MvSl-1064-A1-R4_A2	MAT	3302297	3302497
MvSl-1064-A2-R4_A2g01501	MvSl-1064-A1-R4_A2	MAT	3302726	3302992
MvSl-1064-A2-R4_A2g01508	MvSl-1064-A1-R4_A2	MAT	3312528	3312900
MvSl-1064-A2-R4_A2g01517	MvSl-1064-A1-R4_A2	MAT	3338727	3339119
MvSl-1064-A2-R4_A2g01518	MvSl-1064-A1-R4_A2	MAT	3339968	3340680
MvSl-1064-A2-R4_A2g01524	MvSl-1064-A1-R4_A2	MAT	3348904	3349075
MvSl-1064-A2-R4_A2g01528	MvSl-1064-A1-R4_A2	MAT	3357588	3357861
MvSl-1064-A2-R4_A2g01533	MvSl-1064-A1-R4_A2	MAT	3374309	3374684
MvSl-1064-A2-R4_A2g01539	MvSl-1064-A1-R4_A2	MAT	3385274	3385982
MvSl-1064-A2-R4_A2g01540	MvSl-1064-A1-R4_A2	MAT	3386449	3386788
MvSl-1064-A2-R4_A2g01541	MvSl-1064-A1-R4_A2	MAT	3386914	3387183
MvSl-1064-A2-R4_A2g01542	MvSl-1064-A1-R4_A2	MAT	3387924	3388514
MvSl-1064-A2-R4_A2g01550	MvSl-1064-A1-R4_A2	MAT	3399843	3400036
MvSl-1064-A2-R4_A2g01551	MvSl-1064-A1-R4_A2	MAT	3400602	3400894
MvSl-1064-A2-R4_A2g01552	MvSl-1064-A1-R4_A2	MAT	3400945	3401344
MvSl-1064-A2-R4_A2g01553	MvSl-1064-A1-R4_A2	MAT	3401451	3402198
MvSl-1064-A2-R4_A2g01560	MvSl-1064-A1-R4_A2	MAT	3417557	3418627
MvSl-1064-A2-R4_A2g01567	MvSl-1064-A1-R4_A2	MAT	3431981	3433689
MvSl-1064-A2-R4_A2g01568	MvSl-1064-A1-R4_A2	MAT	3433814	3434293
MvSl-1064-A2-R4_A2g01570	MvSl-1064-A1-R4_A2	MAT	3443558	3444743
MvSl-1064-A2-R4_A2g01571	MvSl-1064-A1-R4_A2	MAT	3444795	3445097
MvSl-1064-A2-R4_A2g01573	MvSl-1064-A1-R4_A2	MAT	3448672	3448938
MvSl-1064-A2-R4_A2g01574	MvSl-1064-A1-R4_A2	MAT	3449068	3449912
MvSl-1064-A2-R4_A2g01576	MvSl-1064-A1-R4_A2	MAT	3460083	3461198
MvSl-1064-A2-R4_A2g01581	MvSl-1064-A1-R4_A2	MAT	3473396	3474561
MvSl-1064-A2-R4_A2g01587	MvSl-1064-A1-R4_A2	MAT	3493135	3494190
MvSl-1064-A2-R4_A2g01591	MvSl-1064-A1-R4_A2	MAT	3503287	3504041
MvSl-1064-A2-R4_A2g01592	MvSl-1064-A1-R4_A2	MAT	3504089	3505707
MvSl-1064-A2-R4_A2g01593	MvSl-1064-A1-R4_A2	MAT	3505859	3507002
MvSl-1064-A2-R4_A2g01597	MvSl-1064-A1-R4_A2	MAT	3512419	3512649
MvSl-1064-A2-R4_A2g01598	MvSl-1064-A1-R4_A2	MAT	3512738	3513294
MvSl-1064-A2-R4_A2g01603	MvSl-1064-A1-R4_A2	MAT	3524930	3525520
MvSl-1064-A2-R4_A2g01611	MvSl-1064-A1-R4_A2	MAT	3535815	3538071
MvSl-1064-A2-R4_A2g01616	MvSl-1064-A1-R4_A2	MAT	3553425	3553947
MvSl-1064-A2-R4_A2g01630	MvSl-1064-A1-R4_A2	MAT	3584118	3584621
MvSl-1064-A2-R4_A2g01641	MvSl-1064-A1-R4_A2	MAT	3614774	3616684
MvSl-1064-A2-R4_A2g01645	MvSl-1064-A1-R4_A2	MAT	3627568	3627894
MvSl-1064-A2-R4_A2g01647	MvSl-1064-A1-R4_A2	MAT	3632177	3632369
MvSl-1064-A2-R4_A2g01654	MvSl-1064-A1-R4_A2	MAT	3649224	3650855
MvSl-1064-A2-R4_A2g01655	MvSl-1064-A1-R4_A2	MAT	3651159	3652583
MvSl-1064-A2-R4_A2g01659	MvSl-1064-A1-R4_A2	MAT	3658072	3658420
MvSl-1064-A2-R4_A2g01660	MvSl-1064-A1-R4_A2	MAT	3658473	3658671
MvSl-1064-A2-R4_A2g01661	MvSl-1064-A1-R4_A2	MAT	3659646	3660680
MvSl-1064-A2-R4_A2g01671	MvSl-1064-A1-R4_A2	MAT	3685592	3686085
MvSl-1064-A2-R4_A2g01676	MvSl-1064-A1-R4_A2	MAT	3703262	3704013
MvSl-1064-A2-R4_A2g01677	MvSl-1064-A1-R4_A2	MAT	3704056	3704652
MvSl-1064-A2-R4_A2g01683	MvSl-1064-A1-R4_A2	MAT	3718207	3718712
MvSl-1064-A2-R4_A2g01685	MvSl-1064-A1-R4_A2	MAT	3722329	3722894
MvSl-1064-A2-R4_A2g01689	MvSl-1064-A1-R4_A2	MAT	3727423	3728413
MvSl-1064-A2-R4_A2g01690	MvSl-1064-A1-R4_A2	MAT	3729006	3729358
MvSl-1064-A2-R4_A2g01691	MvSl-1064-A1-R4_A2	MAT	3730392	3730556
MvSl-1064-A2-R4_A2g01696	MvSl-1064-A1-R4_A2	MAT	3740764	3742167
MvSl-1064-A2-R4_A2g01699	MvSl-1064-A1-R4_A2	MAT	3746727	3748518
MvSl-1064-A2-R4_A2g01702	MvSl-1064-A1-R4_A2	MAT	3751517	3752054
MvSl-1064-A2-R4_A2g01703	MvSl-1064-A1-R4_A2	MAT	3752179	3752331
MvSl-1064-A2-R4_A2g01704	MvSl-1064-A1-R4_A2	MAT	3752514	3753158
MvSl-1064-A2-R4_A2g01707	MvSl-1064-A1-R4_A2	MAT	3757436	3757846
MvSl-1064-A2-R4_A2g01708	MvSl-1064-A1-R4_A2	MAT	3758404	3758689
MvSl-1064-A2-R4_A2g01709	MvSl-1064-A1-R4_A2	MAT	3758851	3759567
MvSl-1064-A2-R4_A2g01712	MvSl-1064-A1-R4_A2	MAT	3767784	3768554
MvSl-1064-A2-R4_A2g01714	MvSl-1064-A1-R4_A2	MAT	3770641	3771216
MvSl-1064-A2-R4_A2g01716	MvSl-1064-A1-R4_A2	MAT	3773969	3774241
MvSl-1064-A2-R4_A2g01717	MvSl-1064-A1-R4_A2	MAT	3775738	3776041
MvSl-1064-A2-R4_A2g01718	MvSl-1064-A1-R4_A2	MAT	3777566	3778113
MvSl-1064-A2-R4_A2g01722	MvSl-1064-A1-R4_A2	MAT	3793135	3793839
MvSl-1064-A2-R4_A2g01723	MvSl-1064-A1-R4_A2	MAT	3793945	3794673
MvSl-1064-A2-R4_A2g01726	MvSl-1064-A1-R4_A2	MAT	3807506	3807993
MvSl-1064-A2-R4_A2g01727	MvSl-1064-A1-R4_A2	MAT	3808062	3808292
MvSl-1064-A2-R4_A2g01730	MvSl-1064-A1-R4_A2	MAT	3813478	3813972
MvSl-1064-A2-R4_A2g01731	MvSl-1064-A1-R4_A2	MAT	3814036	3814323
MvSl-1064-A2-R4_A2g01733	MvSl-1064-A1-R4_A2	MAT	3820294	3821497
MvSl-1064-A2-R4_A2g01735	MvSl-1064-A1-R4_A2	MAT	3822964	3826055
MvSl-1064-A2-R4_A2g01738	MvSl-1064-A1-R4_A2	MAT	3830918	3832486
MvSl-1064-A2-R4_A2g01740	MvSl-1064-A1-R4_A2	MAT	3833778	3834725
MvSl-1064-A2-R4_A2g01741	MvSl-1064-A1-R4_A2	MAT	3834784	3835396
MvSl-1064-A2-R4_A2g01742	MvSl-1064-A1-R4_A2	MAT	3835606	3836195
MvSl-1064-A2-R4_A2g01743	MvSl-1064-A1-R4_A2	MAT	3837356	3837658
MvSl-1064-A2-R4_A2g01744	MvSl-1064-A1-R4_A2	MAT	3837722	3837994
MvSl-1064-A2-R4_A2g01746	MvSl-1064-A1-R4_A2	MAT	3842260	3843102
MvSl-1064-A2-R4_A2g01748	MvSl-1064-A1-R4_A2	MAT	3847031	3847750
MvSl-1064-A2-R4_A2g01749	MvSl-1064-A1-R4_A2	MAT	3847882	3848043
MvSl-1064-A2-R4_A2g01750	MvSl-1064-A1-R4_A2	MAT	3848241	3849525
