#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
prot:Minter-1389-PBcR_C02g01056	MvSl-1064-A2-R4_MC08-1g08605	280	281	100	100	281	86.477	465
prot:Minter-1389-PBcR_C02g01057	MvSl-1064-A2-R4_MC08-1g08606	846	839	97	96	824	84.116	1357
prot:Minter-1389-PBcR_C02g01058	MvSl-1064-A2-R4_MC08-1g08607	575	578	100	100	592	85.642	1063
prot:Minter-1389-PBcR_C02g01059	MvSl-1064-A2-R4_MC08-1g08608	1157	1159	99	98	1148	90.592	2055
prot:Minter-1389-PBcR_C02g01061	MvSl-1064-A2-R4_MC08-1g08610	603	640	100	100	644	83.876	987
prot:Minter-1389-PBcR_C02g01062	MvSl-1064-A2-R4_MC08-1g08611	976	1025	99	96	993	81.269	1387
prot:Minter-1389-PBcR_C02g01063	MvSl-1064-A2-R4_MC08-1g08612	253	265	100	100	265	66.792	327
prot:Minter-1389-PBcR_C02g01064	MvSl-1064-A2-R4_MC08-1g08615	296	373	100	83	332	73.494	458
prot:Minter-1389-PBcR_C02g01065	MvSl-1064-A2-R4_MC08-1g08616	1678	1682	99	100	1675	87.611	2856
prot:Minter-1389-PBcR_C02g01066	MvSl-1064-A2-R4_MC08-1g08617	374	405	100	100	405	84.198	681
prot:Minter-1389-PBcR_C02g01067	MvSl-1064-A2-R4_MC08-1g08618	1627	1632	91	90	1480	87.230	2518
prot:Minter-1389-PBcR_C02g01068	MvSl-1064-A2-R4_MC08-1g08619	381	410	100	100	410	78.780	560
prot:Minter-1389-PBcR_C02g01070	MvSl-1064-A2-R4_MC09g09453	579	610	98	96	585	83.932	995
prot:Minter-1389-PBcR_C02g01071	MvSl-1064-A2-R4_MC08-1g08621	244	253	100	100	253	90.514	477
prot:Minter-1389-PBcR_C02g01072	MvSl-1064-A2-R4_MC08-1g08622	416	390	96	100	418	82.536	528
prot:Minter-1389-PBcR_C02g01073	MvSl-1064-A2-R4_MC08-1g08623	384	418	100	92	400	77.250	487
prot:Minter-1389-PBcR_C02g01074	MvSl-1064-A2-R4_MC08-1g08624	870	905	100	100	905	85.525	1442
prot:Minter-1389-PBcR_C02g01077	MvSl-1064-A2-R4_MC08-1g08625	495	485	100	100	495	79.596	758
prot:Minter-1389-PBcR_C02g01079	MvSl-1064-A2-R4_MC08-1g08629	620	576	96	99	597	92.462	1112
prot:Minter-1389-PBcR_C02g01080	MvSl-1064-A2-R4_MC08-1g08630	421	415	100	100	422	79.147	535
prot:Minter-1389-PBcR_C02g01082	MvSl-1064-A2-R4_MC08-1g08635	1612	1580	100	99	1611	86.406	2511
prot:Minter-1389-PBcR_C02g01083	MvSl-1064-A2-R4_MC08-1g08637	618	610	99	99	618	84.142	1080
prot:Minter-1389-PBcR_C02g01084	MvSl-1064-A2-R4_MC08-1g08638	1569	1567	100	100	1580	84.430	2468
prot:Minter-1389-PBcR_C02g01085	MvSl-1064-A2-R4_MC08-1g08639	321	312	100	100	322	87.267	526
prot:Minter-1389-PBcR_C02g01086	MvSl-1064-A2-R4_MC08-1g08640	308	332	97	98	326	80.982	421
prot:Minter-1389-PBcR_C02g01087	MvSl-1064-A2-R4_MC08-1g08644	312	323	100	99	331	81.269	494
prot:Minter-1389-PBcR_C02g01088	MvSl-1064-A2-R4_MC08-1g08645	549	522	100	100	550	88.545	890
prot:Minter-1389-PBcR_C02g01089	MvSl-1064-A2-R4_MC08-1g08646	637	736	100	100	736	82.473	1177
prot:Minter-1389-PBcR_C02g01090	MvSl-1064-A2-R4_MC08-1g08647	303	337	95	82	290	70.690	326
prot:Minter-1389-PBcR_C02g01091	MvSl-1064-A2-R4_MC08-1g08648	393	428	100	100	428	83.645	715
prot:Minter-1389-PBcR_C02g01095	MvSl-1064-A2-R4_MC08-1g08654	291	406	81	62	262	75.285	396
prot:Minter-1389-PBcR_C02g01096	MvSl-1064-A2-R4_MC08-1g08655	924	967	100	100	972	88.272	1527
prot:Minter-1389-PBcR_C02g01098	MvSl-1064-A2-R4_MC08-1g08657	163	164	100	100	164	82.317	232
prot:Minter-1389-PBcR_C02g01099	MvSl-1064-A2-R4_MC08-1g08658	539	575	100	100	575	86.261	1016
prot:Minter-1389-PBcR_C02g01101	MvSl-1064-A2-R4_MC08-1g08660	544	396	71	98	390	92.051	671
prot:Minter-1389-PBcR_C02g01102	MvSl-1064-A2-R4_MC08-1g08662	2069	2149	100	97	2105	72.542	2746
prot:Minter-1389-PBcR_C02g01103	MvSl-1064-A2-R4_MC08-1g08663	703	692	100	100	723	87.967	1173
prot:Minter-1389-PBcR_C02g01104	MvSl-1064-A2-R4_MC08-1g08664	676	662	100	100	680	77.794	889
prot:Minter-1389-PBcR_C02g01105	MvSl-1064-A2-R4_MC08-1g08665	642	644	99	99	648	75.772	910
prot:Minter-1389-PBcR_C02g01106	MvSl-1064-A2-R4_MC12g11184	1360	1324	100	100	1363	87.528	2416
prot:Minter-1389-PBcR_C02g01108	MvSl-1064-A2-R4_MC08-1g08667	416	415	100	100	419	90.692	707
prot:Minter-1389-PBcR_C02g01109	MvSl-1064-A2-R4_MC08-1g08668	1538	1552	100	100	1570	85.414	2630
prot:Minter-1389-PBcR_C02g01110	MvSl-1064-A2-R4_MC08-1g08669	232	237	100	100	242	71.074	327
prot:Minter-1389-PBcR_C02g01112	MvSl-1064-A2-R4_MC08-1g08671	316	297	96	100	304	84.539	511
prot:Minter-1389-PBcR_C02g01113	MvSl-1064-A2-R4_MC08-1g08672	161	169	87	83	142	70.199	150
prot:Minter-1389-PBcR_C02g01114	MvSl-1064-A2-R4_MC08-1g08674	564	574	100	100	589	82.683	800
prot:Minter-1389-PBcR_C02g01117	MvSl-1064-A2-R4_MC08-1g08678	891	597	68	99	616	62.825	622
prot:Minter-1389-PBcR_C02g01118	MvSl-1064-A2-R4_MC08-1g08679	1167	1143	98	98	1161	70.973	1382
prot:Minter-1389-PBcR_C02g01119	MvSl-1064-A2-R4_MC08-1g08680	164	191	100	100	191	85.864	328
prot:Minter-1389-PBcR_C02g01120	MvSl-1064-A2-R4_MC08-1g08681	1281	1256	100	100	1302	74.194	1697
prot:Minter-1389-PBcR_C02g01121	MvSl-1064-A2-R4_MC08-1g08682	568	582	100	100	596	87.919	1002
prot:Minter-1389-PBcR_C02g01122	MvSl-1064-A2-R4_MC08-1g08683	873	873	99	100	869	86.947	1430
prot:Minter-1389-PBcR_C02g01123	MvSl-1064-A2-R4_MC08-1g08684	541	539	100	100	551	80.581	829
prot:Minter-1389-PBcR_C02g01125	MvSl-1064-A2-R4_MC08-1g08686	913	991	99	84	914	71.366	1251
prot:Minter-1389-PBcR_C02g01127	MvSl-1064-A2-R4_MC08-1g08687	265	245	92	100	245	84.490	401
prot:Minter-1389-PBcR_C02g01129	MvSl-1064-A2-R4_MC08-1g08689	734	733	99	99	739	85.792	1267
prot:Minter-1389-PBcR_C02g01130	MvSl-1064-A2-R4_MC08-1g08690	415	410	100	100	415	86.024	722
prot:Minter-1389-PBcR_C02g01131	MvSl-1064-A2-R4_MC08-1g08691	487	466	99	99	488	71.721	655
prot:Minter-1389-PBcR_C02g01132	MvSl-1064-A2-R4_MC08-1g08692	552	523	93	99	532	76.173	764
prot:Minter-1389-PBcR_C02g01133	MvSl-1064-A2-R4_MC08-1g08693	418	438	100	100	438	84.932	747
prot:Minter-1389-PBcR_C02g01134	MvSl-1064-A2-R4_MC08-1g08695	302	193	65	98	195	88.718	367
prot:Minter-1389-PBcR_C02g01135	MvSl-1064-A2-R4_MC08-1g08696	1009	1017	100	100	1033	93.224	1920
prot:Minter-1389-PBcR_C02g01136	MvSl-1064-A2-R4_MC08-1g08697	942	855	92	98	870	83.218	1357
prot:Minter-1389-PBcR_C02g01137	MvSl-1064-A2-R4_MC08-1g08698	361	377	100	100	377	89.390	701
prot:Minter-1389-PBcR_C02g01138	MvSl-1064-A2-R4_MC08-1g08699	718	706	100	100	718	91.086	1246
prot:Minter-1389-PBcR_C02g01139	MvSl-1064-A2-R4_MC08-1g08700	384	355	100	100	393	74.046	560
prot:Minter-1389-PBcR_C02g01140	MvSl-1064-A2-R4_MC08-1g08703	155	140	68	75	105	76.190	180
prot:Minter-1389-PBcR_C02g01141	MvSl-1064-A2-R4_MC08-1g08704	116	130	99	88	115	86.957	214
prot:Minter-1389-PBcR_C02g01143	MvSl-1064-A2-R4_MC08-1g08706	156	198	94	74	146	98.630	291
prot:Minter-1389-PBcR_C02g01144	MvSl-1064-A2-R4_MC08-1g08707	129	129	95	95	123	98.374	253
prot:Minter-1389-PBcR_C02g01145	MvSl-1064-A2-R4_MC08-1g08717	301	284	100	100	301	90.365	546
prot:Minter-1389-PBcR_C02g01146	MvSl-1064-A2-R4_MC08-1g08718	372	374	100	100	397	75.315	557
prot:Minter-1389-PBcR_C02g01147	MvSl-1064-A2-R4_MC08-1g08719	1077	1248	81	76	961	75.338	1246
prot:Minter-1389-PBcR_C02g01149	MvSl-1064-A2-R4_MC08-1g08721	527	522	99	99	528	82.008	815
prot:Minter-1389-PBcR_C02g01151	MvSl-1064-A2-R4_MC08-1g08723	408	368	100	100	409	80.929	629
prot:Minter-1389-PBcR_C02g01152	MvSl-1064-A2-R4_MC08-1g08724	432	462	100	100	462	92.641	871
prot:Minter-1389-PBcR_C02g01155	MvSl-1064-A2-R4_MC08-1g08725	353	364	100	100	365	80.274	615
prot:Minter-1389-PBcR_C02g01156	MvSl-1064-A2-R4_MC08-1g08726	1401	1399	100	100	1412	81.728	1964
prot:Minter-1389-PBcR_C02g01157	MvSl-1064-A2-R4_MC08-1g08727	433	452	99	94	438	84.018	624
prot:Minter-1389-PBcR_C02g01159	MvSl-1064-A2-R4_MC08-1g08728	621	617	99	97	630	76.228	815
prot:Minter-1389-PBcR_C02g01160	MvSl-1064-A2-R4_MC08-1g08729	928	933	99	100	942	78.875	1296
prot:Minter-1389-PBcR_C02g01161	MvSl-1064-A2-R4_MC08-1g08730	730	768	97	92	710	84.085	1135
prot:Minter-1389-PBcR_C02g01162	MvSl-1064-A2-R4_MC08-1g08731	762	762	100	100	762	87.402	1365
prot:Minter-1389-PBcR_C02g01163	MvSl-1064-A2-R4_MC08-1g08732	94	94	100	100	94	74.468	151
prot:Minter-1389-PBcR_C02g01165	MvSl-1064-A2-R4_MC08-1g08734	776	771	100	100	796	83.291	1253
prot:Minter-1389-PBcR_C02g01166	MvSl-1064-A2-R4_MC08-1g08735	136	136	100	100	136	83.824	219
prot:Minter-1389-PBcR_C02g01167	MvSl-1064-A2-R4_MC08-1g08737	153	177	77	66	118	79.167	140
prot:Minter-1389-PBcR_C02g01168	MvSl-1064-A2-R4_MC08-1g08740	843	916	100	100	916	82.969	1491
prot:Minter-1389-PBcR_C02g01170	MvSl-1064-A2-R4_MC08-1g08746	164	164	100	100	166	72.289	198
prot:Minter-1389-PBcR_C02g01173	MvSl-1064-A2-R4_MC08-1g08748	613	560	100	100	613	85.644	1018
prot:Minter-1389-PBcR_C02g01174	MvSl-1064-A2-R4_MC08-1g08749	1090	1089	100	100	1116	72.401	1538
prot:Minter-1389-PBcR_C02g01175	MvSl-1064-A2-R4_MC08-1g08752	190	187	93	100	177	81.675	255
prot:Minter-1389-PBcR_C02g01176	MvSl-1064-A2-R4_MC08-1g08753	361	361	100	100	361	97.230	730
prot:Minter-1389-PBcR_C02g01177	MvSl-1064-A2-R4_MC08-1g08754	258	247	100	100	258	92.636	488
prot:Minter-1389-PBcR_C02g01178	MvSl-1064-A2-R4_MC08-1g08755	459	501	100	100	505	74.851	544
prot:Minter-1389-PBcR_C02g01179	MvSl-1064-A2-R4_MC08-1g08756	224	293	100	76	224	93.750	392
prot:Minter-1389-PBcR_C02g01180	MvSl-1064-A2-R4_MC08-1g08757	565	565	100	100	566	91.873	1060
prot:Minter-1389-PBcR_C02g01181	MvSl-1064-A2-R4_MC08-1g08758	973	993	100	100	1000	87.400	1625
prot:Minter-1389-PBcR_C02g01182	MvSl-1064-A2-R4_MC08-1g08759	454	454	100	100	457	83.807	789
prot:Minter-1389-PBcR_C02g01183	MvSl-1064-A2-R4_MC08-1g08760	554	536	100	99	565	83.894	706
prot:Minter-1389-PBcR_C02g01184	MvSl-1064-A2-R4_MC08-1g08761	334	307	97	99	326	72.424	421
prot:Minter-1389-PBcR_C02g01185	MvSl-1064-A2-R4_MC08-1g08762	450	362	79	100	362	84.530	621
prot:Minter-1389-PBcR_C02g01186	MvSl-1064-A2-R4_MC08-1g08763	216	250	100	100	252	67.857	328
prot:Minter-1389-PBcR_C02g01187	MvSl-1064-A2-R4_MC08-1g08765	269	326	100	100	326	74.847	410
prot:Minter-1389-PBcR_C02g01188	MvSl-1064-A2-R4_MC08-1g08766	339	350	99	99	360	82.222	564
prot:Minter-1389-PBcR_C02g01189	MvSl-1064-A2-R4_MC08-1g08767	333	333	100	100	333	87.387	598
prot:Minter-1389-PBcR_C02g01191	MvSl-1064-A2-R4_MC08-1g08769	444	438	98	98	434	94.483	833
prot:Minter-1389-PBcR_C02g01192	MvSl-1064-A2-R4_MC08-1g08770	599	600	100	100	637	83.830	995
prot:Minter-1389-PBcR_C02g01193	MvSl-1064-A2-R4_MC08-1g08771	117	110	94	100	110	90.000	202
prot:Minter-1389-PBcR_C02g01194	MvSl-1064-A2-R4_MC08-1g08772	402	376	100	100	406	81.527	649
prot:Minter-1389-PBcR_C02g01195	MvSl-1064-A2-R4_MC08-1g08773	660	673	98	98	694	79.539	1022
prot:Minter-1389-PBcR_C02g01196	MvSl-1064-A2-R4_MC08-1g08774	1425	1418	100	99	1424	85.208	2037
prot:Minter-1389-PBcR_C02g01197	MvSl-1064-A2-R4_MC08-1g08775	720	722	100	99	720	92.917	1370
prot:Minter-1389-PBcR_C02g01198	MvSl-1064-A2-R4_MC08-1g08776	447	507	100	95	481	75.468	690
prot:Minter-1389-PBcR_C02g01199	MvSl-1064-A2-R4_MC08-1g08777	308	302	100	100	327	79.205	474
prot:Minter-1389-PBcR_C02g01200	MvSl-1064-A2-R4_MC08-1g08778	847	824	100	100	856	91.005	1595
prot:Minter-1389-PBcR_C02g01201	MvSl-1064-A2-R4_MC08-1g08779	530	535	100	100	536	91.791	923
prot:Minter-1389-PBcR_C02g01202	MvSl-1064-A2-R4_MC08-1g08780	933	892	100	99	942	83.051	1479
prot:Minter-1389-PBcR_C02g01203	MvSl-1064-A2-R4_MC08-1g08782	526	339	63	96	332	72.034	477
prot:Minter-1389-PBcR_C02g01204	MvSl-1064-A2-R4_MC08-1g08783	520	534	100	100	537	79.330	660
prot:Minter-1389-PBcR_C02g01206	MvSl-1064-A2-R4_MC08-1g08784	334	344	100	100	344	84.012	550
prot:Minter-1389-PBcR_C02g01207	MvSl-1064-A2-R4_MC08-1g08785	1296	1279	100	98	1307	76.664	1713
prot:Minter-1389-PBcR_C02g01208	MvSl-1064-A2-R4_MC08-1g08786	848	864	100	100	886	74.153	1013
prot:Minter-1389-PBcR_C02g01209	MvSl-1064-A2-R4_MC08-1g08787	722	768	100	100	769	76.203	1146
prot:Minter-1389-PBcR_C02g01210	MvSl-1064-A2-R4_MC08-1g08793	658	649	97	97	655	85.038	1081
prot:Minter-1389-PBcR_C02g01211	MvSl-1064-A2-R4_MC08-1g08794	557	584	100	100	584	81.678	954
prot:Minter-1389-PBcR_C02g01212	MvSl-1064-A2-R4_MC08-1g08795	204	239	100	100	240	68.333	317
prot:Minter-1389-PBcR_C02g01213	MvSl-1064-A2-R4_MC08-1g08796	580	564	99	97	571	73.549	631
prot:Minter-1389-PBcR_C02g01214	MvSl-1064-A2-R4_MC08-1g08797	51	82	100	62	51	100.000	105
prot:Minter-1389-PBcR_C02g01215	MvSl-1064-A2-R4_MC08-1g08798	145	131	88	98	128	90.625	240
prot:Minter-1389-PBcR_C02g01216	MvSl-1064-A2-R4_MC08-1g08799	343	356	100	100	356	79.775	547
prot:Minter-1389-PBcR_C02g01222	MvSl-1064-A2-R4_MC08-1g08803	764	798	100	100	799	84.731	1305
prot:Minter-1389-PBcR_C02g01224	MvSl-1064-A2-R4_MC08-1g08806	404	407	100	100	408	92.892	524
prot:Minter-1389-PBcR_C02g01225	MvSl-1064-A2-R4_MC08-1g08807	357	307	100	100	357	79.272	553
prot:Minter-1389-PBcR_C02g01226	MvSl-1064-A2-R4_MC08-1g08808	600	499	100	100	603	63.350	625
prot:Minter-1389-PBcR_C02g01227	MvSl-1064-A2-R4_MC08-1g08809	632	640	99	98	626	90.735	1129
prot:Minter-1389-PBcR_C02g01229	MvSl-1064-A2-R4_MC08-1g08810	264	285	100	96	274	68.121	365
prot:Minter-1389-PBcR_C02g01231	MvSl-1064-A2-R4_MC08-1g08812	271	430	94	65	279	77.061	443
prot:Minter-1389-PBcR_C02g01233	MvSl-1064-A2-R4_MC08-1g08815	290	380	99	89	340	71.229	452
prot:Minter-1389-PBcR_C02g01234	MvSl-1064-A2-R4_MC08-1g08816	456	505	99	95	480	88.750	842
prot:Minter-1389-PBcR_C02g01235	MvSl-1064-A2-R4_MC08-1g08817	440	446	100	100	449	79.287	602
prot:Minter-1389-PBcR_C02g01236	MvSl-1064-A2-R4_MC08-1g08818	923	949	90	92	905	75.912	1141
prot:Minter-1389-PBcR_C02g01237	MvSl-1064-A2-R4_MC08-1g08819	716	714	100	100	758	75.858	1018
prot:Minter-1389-PBcR_C02g01238	MvSl-1064-A2-R4_MC08-1g08820	135	196	100	72	141	85.106	192
prot:Minter-1389-PBcR_C02g01239	MvSl-1064-A2-R4_MC08-1g08821	257	261	100	100	263	71.863	363
prot:Minter-1389-PBcR_C02g01240	MvSl-1064-A2-R4_MC08-1g08822	840	841	99	99	840	89.643	1496
prot:Minter-1389-PBcR_C02g01241	MvSl-1064-A2-R4_MC08-1g08823	151	157	95	91	143	95.804	288
prot:Minter-1389-PBcR_C02g01242	MvSl-1064-A2-R4_MC08-1g08824	965	989	100	100	992	74.698	1358
prot:Minter-1389-PBcR_C02g01243	MvSl-1064-A2-R4_MC08-1g08825	319	297	92	99	296	79.392	472
prot:Minter-1389-PBcR_C02g01244	MvSl-1064-A2-R4_MC08-1g08826	357	365	98	97	351	82.254	520
prot:Minter-1389-PBcR_C02g01245	MvSl-1064-A2-R4_MC08-1g08827	188	155	87	97	164	78.659	251
prot:Minter-1389-PBcR_C02g01246	MvSl-1064-A2-R4_MC08-1g08829	520	529	100	99	528	95.644	1029
prot:Minter-1389-PBcR_C02g01247	MvSl-1064-A2-R4_MC08-1g08831	493	537	100	100	538	81.227	875
prot:Minter-1389-PBcR_C02g01249	MvSl-1064-A2-R4_MC08-1g08837	255	261	100	95	249	92.720	472
prot:Minter-1389-PBcR_C02g01250	MvSl-1064-A2-R4_MC08-1g08838	297	292	99	99	295	92.203	520
prot:Minter-1389-PBcR_C02g01251	MvSl-1064-A2-R4_MC08-1g08839	470	426	99	99	464	85.560	805
prot:Minter-1389-PBcR_C02g01252	MvSl-1064-A2-R4_MC08-1g08840	300	350	99	98	344	82.267	539
prot:Minter-1389-PBcR_C02g01253	MvSl-1064-A2-R4_MC08-1g08841	1071	982	89	97	979	86.006	1542
prot:Minter-1389-PBcR_C02g01254	MvSl-1064-A2-R4_MC08-1g08842	58	67	83	72	48	87.500	76.3
prot:Minter-1389-PBcR_C02g01255	MvSl-1064-A2-R4_MC08-1g08844	401	405	97	95	387	89.147	606
prot:Minter-1389-PBcR_C02g01256	MvSl-1064-A2-R4_MC08-1g08845	145	145	100	100	145	97.931	285
prot:Minter-1389-PBcR_C02g01257	MvSl-1064-A2-R4_MC08-1g08846	459	458	100	100	460	91.087	754
prot:Minter-1389-PBcR_C02g01258	MvSl-1064-A2-R4_MC08-1g08847	1007	1004	99	99	1011	83.284	1404
prot:Minter-1389-PBcR_C02g01260	MvSl-1064-A2-R4_MC08-1g08848	740	712	99	99	736	84.511	1208
prot:Minter-1389-PBcR_C02g01261	MvSl-1064-A2-R4_MC08-1g08849	429	429	98	100	429	86.014	738
prot:Minter-1389-PBcR_C02g01263	MvSl-1064-A2-R4_MC08-1g08851	369	369	100	100	369	91.870	700
prot:Minter-1389-PBcR_C02g01264	MvSl-1064-A2-R4_MC08-1g08852	2057	2056	100	100	2066	85.528	3552
prot:Minter-1389-PBcR_C02g01265	MvSl-1064-A2-R4_MC08-1g08853	368	371	100	97	360	85.556	602
prot:Minter-1389-PBcR_C02g01266	MvSl-1064-A2-R4_MC08-1g08854	906	932	100	100	935	89.412	1664
prot:Minter-1389-PBcR_C02g01268	MvSl-1064-A2-R4_MC08-1g08855	308	308	100	100	308	93.182	590
prot:Minter-1389-PBcR_C02g01270	MvSl-1064-A2-R4_MC08-1g08857	972	1104	99	86	977	73.286	1268
prot:Minter-1389-PBcR_C02g01271	MvSl-1064-A2-R4_MC08-1g08858	385	382	100	100	385	89.870	626
prot:Minter-1389-PBcR_C02g01272	MvSl-1064-A2-R4_MC08-1g08859	265	258	100	100	265	96.226	514
prot:Minter-1389-PBcR_C02g01274	MvSl-1064-A2-R4_MC08-1g08861	205	201	92	92	185	95.767	362
prot:Minter-1389-PBcR_C02g01275	MvSl-1064-A2-R4_MC08-1g08862	752	736	100	100	752	95.745	1470
prot:Minter-1389-PBcR_C02g01276	MvSl-1064-A2-R4_MC08-1g08863	334	306	99	100	329	81.155	554
prot:Minter-1389-PBcR_C02g01277	MvSl-1064-A2-R4_MC08-1g08864	143	186	92	70	131	86.260	227
prot:Minter-1389-PBcR_C02g01279	MvSl-1064-A2-R4_MC08-1g08866	891	862	94	99	863	86.443	1405
prot:Minter-1389-PBcR_C02g01280	MvSl-1064-A2-R4_MC08-1g08867	122	122	100	100	122	92.623	176
prot:Minter-1389-PBcR_C02g01281	MvSl-1064-A2-R4_MC08-1g08868	121	121	86	100	104	85.950	189
prot:Minter-1389-PBcR_C02g01282	MvSl-1064-A2-R4_MC08-1g08869	411	414	99	93	387	70.192	503
prot:Minter-1389-PBcR_C02g01283	MvSl-1064-A2-R4_MC08-1g08871	262	291	100	100	291	86.254	442
prot:Minter-1389-PBcR_C02g01285	MvSl-1064-A2-R4_MC08-1g08873	604	609	100	100	609	96.223	1209
prot:Minter-1389-PBcR_C02g01286	MvSl-1064-A2-R4_MC08-1g08874	522	466	91	97	479	82.046	691
prot:Minter-1389-PBcR_C02g01287	MvSl-1064-A2-R4_MC08-1g08875	321	376	97	85	325	67.692	437
prot:Minter-1389-PBcR_C02g01288	MvSl-1064-A2-R4_MC08-1g08876	552	581	96	96	558	79.501	803
prot:Minter-1389-PBcR_C02g01289	MvSl-1064-A2-R4_MC08-1g08877	526	563	100	100	570	75.965	735
prot:Minter-1389-PBcR_C02g01290	MvSl-1064-A2-R4_MC08-1g08878	1066	994	98	92	951	76.163	1436
prot:Minter-1389-PBcR_C02g01291	MvSl-1064-A2-R4_MC08-1g08879	677	703	100	100	703	91.038	1244
prot:Minter-1389-PBcR_C02g01293	MvSl-1064-A2-R4_MC08-1g08880	244	285	100	100	290	62.759	311
prot:Minter-1389-PBcR_C02g01294	MvSl-1064-A2-R4_MC08-1g08881	646	642	100	100	646	92.105	1246
prot:Minter-1389-PBcR_C02g01295	MvSl-1064-A2-R4_MC08-1g08882	736	761	100	100	767	87.484	1328
prot:Minter-1389-PBcR_C02g01296	MvSl-1064-A2-R4_MC08-1g08883	929	884	96	98	896	84.375	1285
prot:Minter-1389-PBcR_C02g01297	MvSl-1064-A2-R4_MC08-1g08884	1593	1610	100	100	1684	75.059	2390
prot:Minter-1389-PBcR_C02g01298	MvSl-1064-A2-R4_MC08-1g08885	567	569	99	100	591	79.188	877
prot:Minter-1389-PBcR_C02g01299	MvSl-1064-A2-R4_MC08-1g08886	520	578	100	100	585	70.940	726
prot:Minter-1389-PBcR_C02g01300	MvSl-1064-A2-R4_MC08-1g08887	405	405	100	100	405	92.099	768
prot:Minter-1389-PBcR_C02g01301	MvSl-1064-A2-R4_MC08-1g08888	476	511	100	100	524	74.618	634
prot:Minter-1389-PBcR_C02g01302	MvSl-1064-A2-R4_MC08-1g08889	226	220	94	90	217	62.162	234
prot:Minter-1389-PBcR_C02g01303	MvSl-1064-A2-R4_MC08-1g08890	682	686	93	93	660	84.545	1050
prot:Minter-1389-PBcR_C02g01305	MvSl-1064-A2-R4_MC08-1g08892	1466	1434	100	100	1467	87.117	2324
prot:Minter-1389-PBcR_C02g01306	MvSl-1064-A2-R4_MC08-1g08893	548	547	99	99	553	80.289	864
prot:Minter-1389-PBcR_C02g01307	MvSl-1064-A2-R4_MC08-1g08894	352	354	100	99	352	94.602	608
prot:Minter-1389-PBcR_C02g01308	MvSl-1064-A2-R4_MC08-1g08895	865	996	90	81	804	90.796	1492
prot:Minter-1389-PBcR_C02g01309	MvSl-1064-A2-R4_MC08-1g08896	252	211	82	93	207	85.024	345
prot:Minter-1389-PBcR_C02g01312	MvSl-1064-A2-R4_MC08-1g08897	288	281	100	100	288	89.583	513
prot:Minter-1389-PBcR_C02g01313	MvSl-1064-A2-R4_MC08-1g08898	420	445	100	100	445	85.169	733
prot:Minter-1389-PBcR_C02g01314	MvSl-1064-A2-R4_MC08-1g08899	1764	1749	99	100	1766	82.956	2855
prot:Minter-1389-PBcR_C02g01315	MvSl-1064-A2-R4_MC08-1g08900	556	536	100	100	558	72.581	758
prot:Minter-1389-PBcR_C02g01316	MvSl-1064-A2-R4_MC08-1g08901	194	203	100	100	203	80.788	337
prot:Minter-1389-PBcR_C02g01323	MvSl-1064-A2-R4_MC08-1g08907	1191	1193	99	99	1189	91.337	2167
prot:Minter-1389-PBcR_C02g01324	MvSl-1064-A2-R4_MC08-1g08906	940	916	99	99	962	76.403	1268
prot:Minter-1389-PBcR_C02g01325	MvSl-1064-A2-R4_MC08-1g08902	361	373	100	100	373	90.617	696
prot:Minter-1389-PBcR_C02g01329	MvSl-1064-A2-R4_MC08-1g08918	424	522	100	90	475	80.842	741
prot:Minter-1389-PBcR_C02g01330	MvSl-1064-A2-R4_MC08-1g08919	449	525	99	88	467	63.812	477
prot:Minter-1389-PBcR_C02g01331	MvSl-1064-A2-R4_MC08-1g08920	770	794	100	100	795	90.818	1444
prot:Minter-1389-PBcR_C02g01332	MvSl-1064-A2-R4_MC08-1g08921	141	133	100	100	141	77.305	204
prot:Minter-1389-PBcR_C02g01333	MvSl-1064-A2-R4_MC08-1g08922	126	171	96	70	121	77.686	193
prot:Minter-1389-PBcR_C02g01334	MvSl-1064-A2-R4_MC08-1g08924	795	833	100	100	842	72.328	1019
prot:Minter-1389-PBcR_C02g01335	MvSl-1064-A2-R4_MC08-1g08925	355	355	100	100	355	94.366	669
prot:Minter-1389-PBcR_C02g01336	MvSl-1064-A2-R4_MC08-1g08926	366	342	68	100	284	63.500	400
prot:Minter-1389-PBcR_C02g01337	MvSl-1064-A2-R4_MC08-1g08927	917	952	93	90	857	86.581	1407
prot:Minter-1389-PBcR_C02g01339	MvSl-1064-A2-R4_MC08-1g08928	419	588	100	70	423	74.704	648
prot:Minter-1389-PBcR_C02g01340	MvSl-1064-A2-R4_MC08-1g08929	193	193	100	100	193	99.482	401
prot:Minter-1389-PBcR_C02g01341	MvSl-1064-A2-R4_MC08-1g08931	326	341	100	96	326	88.037	570
prot:Minter-1389-PBcR_C02g01342	MvSl-1064-A2-R4_MC08-1g08932	209	209	100	100	209	88.995	391
prot:Minter-1389-PBcR_C02g01343	MvSl-1064-A2-R4_MC08-1g08933	329	329	96	96	319	68.339	390
prot:Minter-1389-PBcR_C02g01345	MvSl-1064-A2-R4_MC08-1g08937	134	137	91	89	122	86.885	217
prot:Minter-1389-PBcR_C02g01346	MvSl-1064-A2-R4_MC08-1g08938	525	544	99	98	556	69.604	741
prot:Minter-1389-PBcR_C02g01347	MvSl-1064-A2-R4_MC08-1g08939	222	199	95	99	225	64.000	256
