gene	water1	water2	rich1	rich2	di1	di2
MvSl-1064-A1-R4_MC02g03464	1257	1236	921	1139	1617	1487
MvSl-1064-A1-R4_MC02g03465	311	358	259	344	512	443
MvSl-1064-A1-R4_MC02g03466	50	60	86	80	111	88
MvSl-1064-A1-R4_MC02g03467	61.1301	59.1556	32.2847	22.0922	57.5263	54.0455
MvSl-1064-A1-R4_MC02g03468	1.02621	0	2.08254	0	1.02319	1.02013
MvSl-1064-A1-R4_MC02g03469	18.1173	16.1814	3.00107	4.00019	21.8629	37.0384
MvSl-1064-A1-R4_MC02g03470	14.6981	11.5332	3.18583	6.23032	4.2952	20.6007
MvSl-1064-A1-R4_MC02g03471	78.3079	76.8247	49.3633	20.238	128.13	225.883
MvSl-1064-A1-R4_MC02g03472	586.633	462.976	1173.39	1328.62	919.451	1253.3
MvSl-1064-A1-R4_MC02g03473	679.22	650.885	534.497	463.003	709.275	884.609
MvSl-1064-A1-R4_MC02g03474	5.26145	1.18038	1.06596	2.23415	17.1496	31.95
MvSl-1064-A1-R4_MC02g03475	3.10733	4	0	1	6	10
MvSl-1064-A1-R4_MC02g03476	97.4754	87.2605	60.0906	52.1792	120.302	140.187
MvSl-1064-A1-R4_MC02g03477	29.24	37.0596	28.7719	37.5333	45.7156	53.0134
MvSl-1064-A1-R4_MC02g03478	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03479	17	16.1078	18	27.5143	21.2411	22.4237
MvSl-1064-A1-R4_MC02g03480	442.838	426.828	337.211	268.334	970.032	971.686
MvSl-1064-A1-R4_MC02g03481	17	13.0595	5	2	37	31.0433
MvSl-1064-A1-R4_MC02g03482	453.553	509.757	74.1296	60.6168	641.25	619.79
MvSl-1064-A1-R4_MC02g03483	938.881	1128.62	243.688	221.838	1622.34	1715.31
MvSl-1064-A1-R4_MC02g03484	474.576	738.994	716.456	882.325	959.731	823.255
MvSl-1064-A1-R4_MC02g03485	94	92	30	20	27588	19381
MvSl-1064-A1-R4_MC02g03486	1497	1682	3436	4526	5884	4053
MvSl-1064-A1-R4_MC02g03487	1960	2283	1921	3087	3131	3308
MvSl-1064-A1-R4_MC02g03488	1312	1374	1074	1156	1845	1766
MvSl-1064-A1-R4_MC02g03489	5817	8644	3313	5133	3512	6413
MvSl-1064-A1-R4_MC02g03490	1050	1087	1048	1190	2017	1983
MvSl-1064-A1-R4_MC02g03491	768.561	769.139	419.928	383.283	1347.96	1339.45
MvSl-1064-A1-R4_MC02g03492	17	16.1078	18	27.5143	21.2411	22.4237
MvSl-1064-A1-R4_MC02g03493	377.162	475.485	350.54	447.704	741.363	768.741
MvSl-1064-A1-R4_MC02g03494	188.272	245	458.883	870.151	289	325.187
MvSl-1064-A1-R4_MC02g03495	75.7774	46.9176	146.625	142.029	172.006	192.738
MvSl-1064-A1-R4_MC02g03496	18.3096	13	36.0437	34.4114	30.345	27.6825
MvSl-1064-A1-R4_MC02g03497	8.43979	8.31122	10.6701	32.5986	24.9093	25.8576
MvSl-1064-A1-R4_MC02g03498	839.569	1223.38	317.468	419.648	412.744	503.793
MvSl-1064-A1-R4_MC02g03499	221	335	408	862.995	398.548	405.54
MvSl-1064-A1-R4_MC02g03500	12.5171	10.2824	3.06785	4.0029	5.57675	8.89068
MvSl-1064-A1-R4_MC02g03501	208.248	162.878	179.55	145.393	343.622	318.943
MvSl-1064-A1-R4_MC02g03502	0	3	1	2	1	0
MvSl-1064-A1-R4_MC02g03503	14	21	29	24	17	27
MvSl-1064-A1-R4_MC02g03504	1648	1116	2254	3203	2186	1722
MvSl-1064-A1-R4_MC02g03505	1871	1704	1400	2260	1289	1127
MvSl-1064-A1-R4_MC02g03506	29	17	206	399	44	60
MvSl-1064-A1-R4_MC02g03507	7302	7831	3973	6433	10570	9528
MvSl-1064-A1-R4_MC02g03508	1.11765	0	1	1	11.9283	15.4364
MvSl-1064-A1-R4_MC02g03509	4	6	1	3	16	27
MvSl-1064-A1-R4_MC02g03510	668.419	716.837	197.874	533.687	2547.85	3135.73
MvSl-1064-A1-R4_MC02g03511	393.487	370.317	212.575	284.043	737.538	1019.55
MvSl-1064-A1-R4_MC02g03512	450.437	310.922	246.115	263.748	569.958	487.138
MvSl-1064-A1-R4_MC02g03513	755.176	672.525	350.804	564.926	853.959	890.724
MvSl-1064-A1-R4_MC02g03514	9.14841	4	3.03276	4	7.0519	14.1083
MvSl-1064-A1-R4_MC02g03515	329.26	363.432	190.004	153.952	598.477	877.62
MvSl-1064-A1-R4_MC02g03516	85.681	120.327	41.7131	62.716	145.963	246.056
MvSl-1064-A1-R4_MC02g03517	276.956	376.357	171.666	188.876	429.559	592.949
MvSl-1064-A1-R4_MC02g03518	277.626	223.216	240.817	215.758	736.076	1111.95
MvSl-1064-A1-R4_MC02g03519	37	26	18	20	47	72
MvSl-1064-A1-R4_MC02g03520	6.06368	7	19	20	23	18
MvSl-1064-A1-R4_MC02g03521	20.1672	13.0553	18.1292	15.1202	17.247	16.0925
MvSl-1064-A1-R4_MC02g03522	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03523	1.00095	1.00105	0	2.00392	85.7665	104.483
MvSl-1064-A1-R4_MC02g03524	634	728	973	1575	1029	891
MvSl-1064-A1-R4_MC02g03525	488	699	754	1007	828	724
MvSl-1064-A1-R4_MC02g03526	2807.12	2049.15	586.877	447.927	2028.39	2005.87
MvSl-1064-A1-R4_MC02g03527	387	384	496	848	583	483
MvSl-1064-A1-R4_MC02g03528	1462	1565	1158	1480	2157	1836
MvSl-1064-A1-R4_MC02g03529	1580	1885	2609	3079	2434	1995
MvSl-1064-A1-R4_MC02g03530	2130.77	2041.22	3442.86	5406.27	3105.37	2920.29
MvSl-1064-A1-R4_MC02g03531	902	940	1173	1587	1406	1036
MvSl-1064-A1-R4_MC02g03532	3687	3622	3316	4220	4650	4196
MvSl-1064-A1-R4_MC02g03533	33.4486	34.3261	189.617	372.328	105.346	92.3681
MvSl-1064-A1-R4_MC02g03534	7.67956	6.16065	48.7208	91.5764	9.98362	4.71348
MvSl-1064-A1-R4_MC02g03535	2274	1964	1984	2601	3159	3010
MvSl-1064-A1-R4_MC02g03536	1844	1837	2123	3669	2247	2428
MvSl-1064-A1-R4_MC02g03537	60	68	112	68	71	60
MvSl-1064-A1-R4_MC02g03538	831	861	4631	9707	1080	1143
MvSl-1064-A1-R4_MC02g03539	6098	6568	2476	2891	7284	8653
MvSl-1064-A1-R4_MC02g03540	4895.76	4475.5	3060.75	3227.1	6533.13	7263.21
MvSl-1064-A1-R4_MC02g03541	98	108	271	405	172	126
MvSl-1064-A1-R4_MC02g03542	464	559	1207	1807	700	611
MvSl-1064-A1-R4_MC02g03543	2283	2751	1209	1932	2383	2875
MvSl-1064-A1-R4_MC02g03544	4631	5514	4399	5016	8167	6197
MvSl-1064-A1-R4_MC02g03545	4895.76	4475.5	3060.75	3227.1	6533.13	7263.21
MvSl-1064-A1-R4_MC02g03546	1190	1810	366	576	1919	2521
MvSl-1064-A1-R4_MC02g03547	1989	2592	13252	19025	2645	2526
MvSl-1064-A1-R4_MC02g03548	416.824	425.483	70	98	296	316
MvSl-1064-A1-R4_MC02g03549	138.85	182.877	47.5497	40.1402	118.986	116.708
MvSl-1064-A1-R4_MC02g03550	0	0	0	0	2.08004	3.22283
MvSl-1064-A1-R4_MC02g03551	1034	985	1872	2717	1724	1425
MvSl-1064-A1-R4_MC02g03552	945	988	1513	2631	1248	1106
MvSl-1064-A1-R4_MC02g03553	524.949	476.737	418.007	416.26	753.578	628.487
MvSl-1064-A1-R4_MC02g03554	0	0	0	1.05283	1	0
MvSl-1064-A1-R4_MC02g03555	40.4138	26.4407	2.2262	20.0263	19.8536	34.6945
MvSl-1064-A1-R4_MC02g03556	12.9548	7.32201	6.88806	4.87496	6.37578	6.90535
MvSl-1064-A1-R4_MC02g03557	140.629	119.746	108.958	195.59	344.961	390.561
MvSl-1064-A1-R4_MC02g03558	427.221	442.481	210.249	271.14	428.506	475.925
MvSl-1064-A1-R4_MC02g03559	14.3572	5.49577	12.0435	7.10933	3.96616	4.07047
MvSl-1064-A1-R4_MC02g03560	2	8	17	28	2	2
MvSl-1064-A1-R4_MC02g03561	4162	3648	2708	4379	5693	5815
MvSl-1064-A1-R4_MC02g03562	692	695	982	1264	1087	947
MvSl-1064-A1-R4_MC02g03563	42	36	405	571	70	66
MvSl-1064-A1-R4_MC02g03564	156	191.001	218.001	450.129	283	233
MvSl-1064-A1-R4_MC02g03565	1.49118	3.69077	2.18875	1.27702	4.29264	16.9504
MvSl-1064-A1-R4_MC02g03566	0	0	0	0	0	1.09343
MvSl-1064-A1-R4_MC02g03567	1324	960.654	360.065	297.025	909.196	956.515
MvSl-1064-A1-R4_MC02g03568	1432.3	1447.74	1294.66	2302.8	1125.59	1350.86
MvSl-1064-A1-R4_MC02g03569	4414	4966	3890	3867	13700	11389
MvSl-1064-A1-R4_MC02g03570	51	32	25	21	70	67
MvSl-1064-A1-R4_MC02g03571	16	7	0	2	5	7
MvSl-1064-A1-R4_MC02g03572	3847	4021	3219	3458	5440	5117
MvSl-1064-A1-R4_MC02g03573	251	214	327	559	399	382
MvSl-1064-A1-R4_MC02g03574	256	355	484	871	345	350
MvSl-1064-A1-R4_MC02g03575	50	97	110	157	52	76
MvSl-1064-A1-R4_MC02g03576	2781	5791	4434	7953	3153	3843
MvSl-1064-A1-R4_MC02g03577	883.744	956.425	774.527	984.123	1217.82	1081.31
MvSl-1064-A1-R4_MC02g03578	10.7211	9.74149	5.81885	2.44965	11.1857	5.08205
MvSl-1064-A1-R4_MC02g03579	61.1509	41.236	478.907	644.781	79.8448	65.702
MvSl-1064-A1-R4_MC02g03580	168	129	246	371	508	482
MvSl-1064-A1-R4_MC02g03581	998	1425	504	804	1391	2009
MvSl-1064-A1-R4_MC02g03582	2078	2584	8687	16154	2460	2525
MvSl-1064-A1-R4_MC02g03583	2428	2393	1167	1619	2666	2484
MvSl-1064-A1-R4_MC02g03584	82.8608	72.2362	21.6006	23.6171	1299.28	937.599
MvSl-1064-A1-R4_MC02g03585	5074	4377	439	563	6870	8338
MvSl-1064-A1-R4_MC02g03586	140	207	495	766	163	135
MvSl-1064-A1-R4_MC02g03587	3173	3102	3494	4390	3796	3593
MvSl-1064-A1-R4_MC02g03588	1803	2227	2377	3773	2010	2561
MvSl-1064-A1-R4_MC02g03589	1433	1781	1824	2611	1921	1783
MvSl-1064-A1-R4_MC02g03590	9528	9384	3938	8929	8009	10862
MvSl-1064-A1-R4_MC02g03591	5329	4493	2816	3477	9037	8623
MvSl-1064-A1-R4_MC02g03592	2513	2622	988	1227	2246	2787
MvSl-1064-A1-R4_MC02g03593	1378.49	1713	1655	2632	1887	1676
MvSl-1064-A1-R4_MC02g03594	9	4	2	2	3	7
MvSl-1064-A1-R4_MC02g03595	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03596	812	1128	559	711	1272	1074
MvSl-1064-A1-R4_MC02g03597	403	556	1071	1571	850	504
MvSl-1064-A1-R4_MC02g03598	349	366	709	760	729	439
MvSl-1064-A1-R4_MC02g03599	161	126	363	725	152	148
MvSl-1064-A1-R4_MC02g03600	827	1055	1823	2920	1159	1111
MvSl-1064-A1-R4_MC02g03601	2399	2772	1943	2183	3414	1996
MvSl-1064-A1-R4_MC02g03602	3371	3048	3236	3787	5749	5390
MvSl-1064-A1-R4_MC02g03603	882	716	1645	2647	942	1350
MvSl-1064-A1-R4_MC02g03604	2	3	7.11317	1.02659	4.24603	3.27758
MvSl-1064-A1-R4_MC02g03605	0	0	1	2	0	0
MvSl-1064-A1-R4_MC02g03606	1890.75	1767.96	3026.64	6100.01	4456.92	4407.81
MvSl-1064-A1-R4_MC02g03607	136.071	227.852	459.511	525.356	349.595	367.475
MvSl-1064-A1-R4_MC02g03608	9700	9302	30039	43707	9225	8630
MvSl-1064-A1-R4_MC02g03609	4504.92	4493.77	1966.87	2501.94	5548.8	7759.13
MvSl-1064-A1-R4_MC02g03610	1961	1676	911	364	8375	6693
MvSl-1064-A1-R4_MC02g03611	27.5066	19	11	4	87	62
MvSl-1064-A1-R4_MC02g03612	2	3	10	9	3	4
MvSl-1064-A1-R4_MC02g03613	2416	3681	733	856	665	1840
MvSl-1064-A1-R4_MC02g03614	1157	1323	973	1440	1583	1481
MvSl-1064-A1-R4_MC02g03615	2218	2248	3039	4951	2869	2639
MvSl-1064-A1-R4_MC02g03616	2771	2101	2773	3882	3061	3773
MvSl-1064-A1-R4_MC02g03617	523	513	1383	406	1236	596
MvSl-1064-A1-R4_MC02g03618	2163	2399	1874	2449	2722	3040
MvSl-1064-A1-R4_MC02g03619	4230	5257	3771	6251	5168	5546
MvSl-1064-A1-R4_MC02g03620	1885	2115	2586	4736	2102	2236
MvSl-1064-A1-R4_MC02g03621	5124	4678	3242	4146	6846	5942
MvSl-1064-A1-R4_MC02g03622	2630	2974	3856	6056	3838	3979
MvSl-1064-A1-R4_MC02g03623	265	291	550	748	385	321
MvSl-1064-A1-R4_MC02g03624	281	328	512	735	401	341
MvSl-1064-A1-R4_MC02g03625	4184	4108	5454	8407	7114	5929
MvSl-1064-A1-R4_MC02g03626	1818	1627	853	1081	2745	3183
MvSl-1064-A1-R4_MC02g03627	514	496	643	717	731	610
MvSl-1064-A1-R4_MC02g03628	1575	1906	3203	4943	2150	2047
MvSl-1064-A1-R4_MC02g03629	2518	2819	3917	6828	3673	3325
MvSl-1064-A1-R4_MC02g03630	2650.45	2881.08	1586.53	2222.43	3615.82	5477.64
MvSl-1064-A1-R4_MC02g03631	405	547	582	731	618	534
MvSl-1064-A1-R4_MC02g03632	1396	1429	1566	2483	2000	1677
MvSl-1064-A1-R4_MC02g03633	2277	2842	6915	12306	2751	2828
MvSl-1064-A1-R4_MC02g03634	1774	1619	1326	1764	2698	2343
MvSl-1064-A1-R4_MC02g03635	1469	1934	3222	5740	2308	2184
MvSl-1064-A1-R4_MC02g03636	915	959	896	1153	1148	971
MvSl-1064-A1-R4_MC02g03637	3856	3677	4280	1925	8897	7186
MvSl-1064-A1-R4_MC02g03638	98.0945	109.033	90.7112	103.88	380.77	468.025
MvSl-1064-A1-R4_MC02g03639	359	592	850	1211	632	425
MvSl-1064-A1-R4_MC02g03640	545	518	167	203	385	366
MvSl-1064-A1-R4_MC02g03641	453	421	777	1073	637	493
MvSl-1064-A1-R4_MC02g03642	579.703	519.826	500.301	520.47	757.183	666.812
MvSl-1064-A1-R4_MC02g03643	3.04643	1	5	6.89751	1.04436	0
MvSl-1064-A1-R4_MC02g03644	594.115	429.834	211.782	347.204	134.1	146.473
MvSl-1064-A1-R4_MC02g03645	1795	1962	3390	5819	2207	2184
MvSl-1064-A1-R4_MC02g03646	47	27	22	11	39	37
MvSl-1064-A1-R4_MC02g03647	139.68	205.605	137.74	140.818	196.39	236.074
MvSl-1064-A1-R4_MC02g03648	975	1529	1615	2175	1194	1193
MvSl-1064-A1-R4_MC02g03649	165	284	123	96	197	193
MvSl-1064-A1-R4_MC02g03650	2137	2400	4923	8061	5473	4133
MvSl-1064-A1-R4_MC02g03651	55	65	46	49	62	89
MvSl-1064-A1-R4_MC02g03652	163	139	55.0087	102	156.425	178
MvSl-1064-A1-R4_MC02g03653	277.876	341.664	104.931	151.834	264.824	304.676
MvSl-1064-A1-R4_MC02g03654	96.0845	94.2091	27.0443	54	44.0348	44.0334
MvSl-1064-A1-R4_MC02g03655	4.12412	10.3358	2.06909	5.1661	6.17616	11.3242
MvSl-1064-A1-R4_MC02g03656	962	1168	1031	1540	1442	1307
MvSl-1064-A1-R4_MC02g03657	1101	1299	1530	2460	1451	1393
MvSl-1064-A1-R4_MC02g03658	168	297	201	429	193	238
MvSl-1064-A1-R4_MC02g03659	27536	35531	57871	94693	41057	32641
MvSl-1064-A1-R4_MC02g03660	81	66.1194	19	21	48.1591	56.1873
MvSl-1064-A1-R4_MC02g03661	23.3039	49.9938	44.6714	54.3023	47.8627	46.2946
MvSl-1064-A1-R4_MC02g03662	197.629	148.758	71.9768	84.9787	295.515	285.627
MvSl-1064-A1-R4_MC02g03663	0	10.8839	39.0228	19.3419	79.2405	135.431
MvSl-1064-A1-R4_MC02g03664	458	744	353	312	79	302
MvSl-1064-A1-R4_MC02g03665	37	64	18	9	43	37
MvSl-1064-A1-R4_MC02g03666	482	1012	5529	7012	1167	766
MvSl-1064-A1-R4_MC02g03667	404	632	4461	5573	856	510
MvSl-1064-A1-R4_MC02g03668	215	353	2621	3456	498	280
MvSl-1064-A1-R4_MC02g03669	109	121	245	412	258	237
MvSl-1064-A1-R4_MC02g03670	1181	1719	1883	3236	1537	1583
MvSl-1064-A1-R4_MC02g03671	741	607	1068	923	1562	1029
MvSl-1064-A1-R4_MC02g03672	139	242	1403	273	275	159
MvSl-1064-A1-R4_MC02g03673	43	24	45	34	33	34
MvSl-1064-A1-R4_MC02g03674	66.8657	45.5172	43.1447	37.6334	271.276	464.422
MvSl-1064-A1-R4_MC02g03675	3.08619	7.34438	19.88	16.6335	16.1871	15.5336
MvSl-1064-A1-R4_MC02g03676	9.55646	12.5682	50.5355	67	20.3432	21.2822
MvSl-1064-A1-R4_MC02g03677	4.52162	3.83267	21.6151	30.5189	30.0461	18.1938
MvSl-1064-A1-R4_MC02g03678	0.365871	15.2401	7.70818	0.934992	13.5761	24.2049
MvSl-1064-A1-R4_MC02g03679	687	391	2826	5030	1615	1453
MvSl-1064-A1-R4_MC02g03680	24742	25494	15690	24832	32335	36945
MvSl-1064-A1-R4_MC02g03681	1254	1291	1805	3166	2183	2256
MvSl-1064-A1-R4_MC02g03682	574	638	908	1340	823	786
MvSl-1064-A1-R4_MC02g03683	970	851	405	364	906	978
MvSl-1064-A1-R4_MC02g03684	3599	5133	3272	5443	3820	4519
MvSl-1064-A1-R4_MC02g03685	2369	2877	4534	7198	3237	3446
MvSl-1064-A1-R4_MC02g03686	687	935	1105	1845	664	1076
MvSl-1064-A1-R4_MC02g03687	307	461	500	926	349	343
MvSl-1064-A1-R4_MC02g03688	3790	4150	10820	16567	5150	4239
MvSl-1064-A1-R4_MC02g03689	1190	1440	2900	5243	1767	1660
MvSl-1064-A1-R4_MC02g03690	6305	8282	20296	34225	9839	8286
MvSl-1064-A1-R4_MC02g03691	591	671	680	1105	736	668
MvSl-1064-A1-R4_MC02g03692	963	1140	1120	2069	2100	1911
MvSl-1064-A1-R4_MC02g03693	492	533	377	515	760	765
MvSl-1064-A1-R4_MC02g03694	466	509	877	1752	781	560
MvSl-1064-A1-R4_MC02g03695	1727	1842	2298	3195	2666	2293
MvSl-1064-A1-R4_MC02g03696	1353	1606	2451	3524	1799	1406
MvSl-1064-A1-R4_MC02g03697	1881	1494	1480	2087	1842	1647
MvSl-1064-A1-R4_MC02g03698	858	851	904	1399	639	680
MvSl-1064-A1-R4_MC02g03699	359	351	509	619	186	300
MvSl-1064-A1-R4_MC02g03700	1349	1854	2288	3167	811	1562
MvSl-1064-A1-R4_MC02g03701	397.003	457.416	825.439	1478.43	562.5	594.275
MvSl-1064-A1-R4_MC02g03702	432	415	494	430	674	618
MvSl-1064-A1-R4_MC02g03703	411	335	363	494	753	593
MvSl-1064-A1-R4_MC02g03704	4773	4326	852	1163	6607	7492
MvSl-1064-A1-R4_MC02g03705	99.3286	151.563	119.145	311.787	236.977	314.268
MvSl-1064-A1-R4_MC02g03706	102	68	39	40	116	119
MvSl-1064-A1-R4_MC02g03707	921	918	943	1473	1779	1652
MvSl-1064-A1-R4_MC02g03708	110	93	280	174	1081	812
MvSl-1064-A1-R4_MC02g03709	808	970	992	1699	980	861
MvSl-1064-A1-R4_MC02g03710	408	317	869	1092	1020	977
MvSl-1064-A1-R4_MC02g03711	870	838	1419	2224	1844	1425
MvSl-1064-A1-R4_MC02g03712	1162	1019	394	243	1166	723
MvSl-1064-A1-R4_MC02g03713	847	476	2436	2312	2100	1294
MvSl-1064-A1-R4_MC02g03714	318.199	290.7	438.661	383.872	622.056	436.964
MvSl-1064-A1-R4_MC02g03715	223	291	368	465	425	291
MvSl-1064-A1-R4_MC02g03716	195	219	182	181	296	315
MvSl-1064-A1-R4_MC02g03717	359	578	800	1333	583	707
MvSl-1064-A1-R4_MC02g03718	302.536	518.476	651.916	1025.94	556.744	628.258
MvSl-1064-A1-R4_MC02g03719	124	118	7	4	143	102
MvSl-1064-A1-R4_MC02g03720	1959	2311	2390	3509	2246	2424
MvSl-1064-A1-R4_MC02g03721	1884	2081	1391	2340	2105	2284
MvSl-1064-A1-R4_MC02g03722	4594	6289	2088	3687	3143	5558
MvSl-1064-A1-R4_MC02g03723	4062	3686	2739	2393	5313	4119
MvSl-1064-A1-R4_MC02g03724	406	510	710	1265	601	486
MvSl-1064-A1-R4_MC02g03725	586	528	714	1047	1262	1049
MvSl-1064-A1-R4_MC02g03726	948	728	391	466	1769	1592
MvSl-1064-A1-R4_MC02g03727	669	792	877	959	1301	939
MvSl-1064-A1-R4_MC02g03728	97	78	147	253	204	285
MvSl-1064-A1-R4_MC02g03729	85	69	126	180	159	160
MvSl-1064-A1-R4_MC02g03730	399	407	567	811	817	709
MvSl-1064-A1-R4_MC02g03731	51	59	27	14	50	44
MvSl-1064-A1-R4_MC02g03732	49	53	46	23	67	61
MvSl-1064-A1-R4_MC02g03733	672	580	1457	2536	777	782
MvSl-1064-A1-R4_MC02g03734	593	521	3256	5201	1889	1248
MvSl-1064-A1-R4_MC02g03735	2761	3524	707	1183	2097	4433
MvSl-1064-A1-R4_MC02g03736	6401	9932	5640	7451	6990	6748
MvSl-1064-A1-R4_MC02g03737	9	3	3	2	7	6
MvSl-1064-A1-R4_MC02g03738	2498	2258	2950	3950	5337	4689
MvSl-1064-A1-R4_MC02g03739	4049	4956	10893	19300	4987	4481
MvSl-1064-A1-R4_MC02g03740	348	577	1253	1979	485	475
MvSl-1064-A1-R4_MC02g03741	595	514	1257	1857	685	745
MvSl-1064-A1-R4_MC02g03742	2001	1733	1889	762	4060	3919
MvSl-1064-A1-R4_MC02g03743	409	288	391	172	728	584
MvSl-1064-A1-R4_MC02g03744	1030	1955	6414	10331	2640	1392
MvSl-1064-A1-R4_MC02g03745	4406	6000	5044	5312	5711	5614
MvSl-1064-A1-R4_MC02g03746	1110	1260	1232	2010	1587	1750
MvSl-1064-A1-R4_MC02g03747	426	570	434	483	584	591
MvSl-1064-A1-R4_MC02g03748	1429	2275	1968	2981	1770	2134
MvSl-1064-A1-R4_MC02g03749	5145	9487	7008	11264	7359	8942
MvSl-1064-A1-R4_MC02g03750	219	338	197	140	294	443
MvSl-1064-A1-R4_MC02g03751	1138	1055	1615	2304	3138	2791
MvSl-1064-A1-R4_MC02g03752	3879	4120	5900	7286	6322	5871
MvSl-1064-A1-R4_MC02g03753	1898	2044	3777	4501	3781	3351
MvSl-1064-A1-R4_MC02g03754	2087	2003	2446	1771	4259	3985
MvSl-1064-A1-R4_MC02g03755	139	84	60	74	129	165
MvSl-1064-A1-R4_MC02g03756	2224	2415	1924	2678	2518	2496
MvSl-1064-A1-R4_MC02g03757	295	339	360	528	478	426
MvSl-1064-A1-R4_MC02g03758	684	747	710	816	1351	1002
MvSl-1064-A1-R4_MC02g03759	1798	2102	1332	2648	2329	2394
MvSl-1064-A1-R4_MC02g03760	256	219	160	250	284	344
MvSl-1064-A1-R4_MC02g03761	1688	1932	2380	4000	2512	2420
MvSl-1064-A1-R4_MC02g03762	356	374	569	729	572	530
MvSl-1064-A1-R4_MC02g03763	901	1059	903	1643	1277	1132
MvSl-1064-A1-R4_MC02g03764	3537	5708	14713	25576	6640	4630
MvSl-1064-A1-R4_MC02g03765	27	18	3	4	9	26
MvSl-1064-A1-R4_MC02g03766	34	22	7	6	27	54
MvSl-1064-A1-R4_MC02g03767	19	15	2	3	14	18
MvSl-1064-A1-R4_MC02g03768	1091.67	1436.64	919.627	1134.31	1461.4	1970.43
MvSl-1064-A1-R4_MC02g03769	1965	1758	2701	3831	2626	2124
MvSl-1064-A1-R4_MC02g03770	2980	3186	2245	2962	2232	2698
MvSl-1064-A1-R4_MC02g03771	4	3	1	1	1	1
MvSl-1064-A1-R4_MC02g03772	50.2537	64.5664	58.2528	62.9752	94.1542	99.9235
MvSl-1064-A1-R4_MC02g03773	0	4	0	0	2.0175	1.01588
MvSl-1064-A1-R4_MC02g03774	4	5	2	7	2	1
MvSl-1064-A1-R4_MC02g03775	2043	2034	2293	3856	2093	1902
MvSl-1064-A1-R4_MC02g03776	869	797	481	634	731	817
MvSl-1064-A1-R4_MC02g03777	3271	3490	5834	9765	4176	3806
MvSl-1064-A1-R4_MC02g03778	2196	2294	2430	3300	3272	2881
MvSl-1064-A1-R4_MC02g03779	8	9	4	1	21	16
MvSl-1064-A1-R4_MC02g03780	91	51	18	7	436	614
MvSl-1064-A1-R4_MC02g03781	3593	2445	1893	2216	25613	21571
MvSl-1064-A1-R4_MC02g03782	729	956.5	302.736	443	1286.44	1198.19
MvSl-1064-A1-R4_MC02g03783	3320	3663	9527	11931	4275	2592
MvSl-1064-A1-R4_MC02g03784	372	349	636	903	471	342
MvSl-1064-A1-R4_MC02g03785	504	582	577	684	577	613
MvSl-1064-A1-R4_MC02g03786	3312	2877	2635	3440	4302	3479
MvSl-1064-A1-R4_MC02g03787	3212	3608	2541	4195	3191	3674
MvSl-1064-A1-R4_MC02g03788	3328	2725	4691	4169	3644	2754
MvSl-1064-A1-R4_MC02g03789	1025	924	994	1216	1295	1187
MvSl-1064-A1-R4_MC02g03790	884	902	677	1090	1191	1275
MvSl-1064-A1-R4_MC02g03791	3709	4562	3153	4079	4243	5013
MvSl-1064-A1-R4_MC02g03792	498	397	987	1147	483	523
MvSl-1064-A1-R4_MC02g03793	1921	1933	1491	2073	2513	2634
MvSl-1064-A1-R4_MC02g03794	1557	2166	2226	4102	1884	2102
MvSl-1064-A1-R4_MC02g03795	585	913	714	880	487	566
MvSl-1064-A1-R4_MC02g03796	955	1083	1956	3360	1234	1045
MvSl-1064-A1-R4_MC02g03797	552	785	955	2136	662	714
MvSl-1064-A1-R4_MC02g03798	100	101	809	1039	501	946
MvSl-1064-A1-R4_MC02g03799	974	1150	2464	3971	1455	1311
MvSl-1064-A1-R4_MC02g03800	900	850	1153	1569	1164	922
MvSl-1064-A1-R4_MC02g03801	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03802	6.66397	8.76543	28.2033	9.68148	3.17257	10.0289
MvSl-1064-A1-R4_MC02g03803	3791	3240	4172	3597	6053	3833
MvSl-1064-A1-R4_MC02g03804	243	213	199	306	450	559
MvSl-1064-A1-R4_MC02g03805	2	1	0	0	10.5661	4.14944
MvSl-1064-A1-R4_MC02g03806	0	0	0	1.00124	6.00949	15.3197
MvSl-1064-A1-R4_MC02g03807	36.213	30.1857	17.0684	27.1253	39.4837	46.4703
MvSl-1064-A1-R4_MC02g03808	577	505	299	634	1533	2480
MvSl-1064-A1-R4_MC02g03809	1978	1980	3351	5246	2525	2512
MvSl-1064-A1-R4_MC02g03810	1497	1505	2094	3391	1999	1728
MvSl-1064-A1-R4_MC02g03811	2778	3152	1762	2575	2982	3156
MvSl-1064-A1-R4_MC02g03812	986.156	1054.58	766.783	1275.93	961.127	956.28
MvSl-1064-A1-R4_MC02g03813	566	467	572	649	646	513
MvSl-1064-A1-R4_MC02g03814	167	198	342	600	283	338
MvSl-1064-A1-R4_MC02g03815	342	349	426	559	496	375
MvSl-1064-A1-R4_MC02g03816	1497	1592	2595	3640	2800	3256
MvSl-1064-A1-R4_MC02g03817	1158	1204	2038	2960	2057	1639
MvSl-1064-A1-R4_MC02g03818	953.486	806.004	765.462	889.497	1170.24	1255.47
MvSl-1064-A1-R4_MC02g03819	602.016	495.094	191.103	133.516	731.312	625.263
