gene	genename	chr	start	end
MinSal-1389-A1-17072018_C011g06590	MinSal-1389-A1-17072018_C011	Chr11	470301	473584
MinSal-1389-A1-17072018_C011g06591	MinSal-1389-A1-17072018_C011	Chr11	473691	474889
MinSal-1389-A1-17072018_C011g06592	MinSal-1389-A1-17072018_C011	Chr11	475393	477132
MinSal-1389-A1-17072018_C011g06593	MinSal-1389-A1-17072018_C011	Chr11	478363	486802
MinSal-1389-A1-17072018_C011g06594	MinSal-1389-A1-17072018_C011	Chr11	489667	491939
MinSal-1389-A1-17072018_C011g06595	MinSal-1389-A1-17072018_C011	Chr11	492259	493492
MinSal-1389-A1-17072018_C011g06597	MinSal-1389-A1-17072018_C011	Chr11	495861	497194
MinSal-1389-A1-17072018_C011g06598	MinSal-1389-A1-17072018_C011	Chr11	497576	498486
MinSal-1389-A1-17072018_C011g06599	MinSal-1389-A1-17072018_C011	Chr11	499124	500629
MinSal-1389-A1-17072018_C011g06603	MinSal-1389-A1-17072018_C011	Chr11	508748	509301
MinSal-1389-A1-17072018_C011g06604	MinSal-1389-A1-17072018_C011	Chr11	511099	514924
MinSal-1389-A1-17072018_C011g06605	MinSal-1389-A1-17072018_C011	Chr11	515463	519455
MinSal-1389-A1-17072018_C011g06607	MinSal-1389-A1-17072018_C011	Chr11	520524	522422
MinSal-1389-A1-17072018_C011g06608	MinSal-1389-A1-17072018_C011	Chr11	522935	526122
MinSal-1389-A1-17072018_C011g06609	MinSal-1389-A1-17072018_C011	Chr11	526796	528498
MinSal-1389-A1-17072018_C011g06611	MinSal-1389-A1-17072018_C011	Chr11	532681	534721
MinSal-1389-A1-17072018_C011g06612	MinSal-1389-A1-17072018_C011	Chr11	534872	536355
MinSal-1389-A1-17072018_C011g06613	MinSal-1389-A1-17072018_C011	Chr11	536611	538007
MinSal-1389-A1-17072018_C011g06614	MinSal-1389-A1-17072018_C011	Chr11	538710	539240
MinSal-1389-A1-17072018_C011g06615	MinSal-1389-A1-17072018_C011	Chr11	539964	543422
MinSal-1389-A1-17072018_C011g06616	MinSal-1389-A1-17072018_C011	Chr11	544808	548044
MinSal-1389-A1-17072018_C011g06617	MinSal-1389-A1-17072018_C011	Chr11	548620	550615
MinSal-1389-A1-17072018_C011g06619	MinSal-1389-A1-17072018_C011	Chr11	552539	552808
MinSal-1389-A1-17072018_C011g06620	MinSal-1389-A1-17072018_C011	Chr11	553255	554367
MinSal-1389-A1-17072018_C011g06621	MinSal-1389-A1-17072018_C011	Chr11	555083	557401
MinSal-1389-A1-17072018_C011g06622	MinSal-1389-A1-17072018_C011	Chr11	558143	559682
MinSal-1389-A1-17072018_C011g06623	MinSal-1389-A1-17072018_C011	Chr11	559736	561186
MinSal-1389-A1-17072018_C011g06624	MinSal-1389-A1-17072018_C011	Chr11	561421	563692
MinSal-1389-A1-17072018_C011g06626	MinSal-1389-A1-17072018_C011	Chr11	566270	568137
MinSal-1389-A1-17072018_C011g06627	MinSal-1389-A1-17072018_C011	Chr11	568781	571253
MinSal-1389-A1-17072018_C011g06629	MinSal-1389-A1-17072018_C011	Chr11	573044	574109
MinSal-1389-A1-17072018_C011g06630	MinSal-1389-A1-17072018_C011	Chr11	574731	576181
MinSal-1389-A1-17072018_C011g06631	MinSal-1389-A1-17072018_C011	Chr11	576372	577773
MinSal-1389-A1-17072018_C011g06632	MinSal-1389-A1-17072018_C011	Chr11	577998	579944
MinSal-1389-A1-17072018_C011g06633	MinSal-1389-A1-17072018_C011	Chr11	580982	583901
MinSal-1389-A1-17072018_C011g06634	MinSal-1389-A1-17072018_C011	Chr11	584381	586237
MinSal-1389-A1-17072018_C011g06635	MinSal-1389-A1-17072018_C011	Chr11	587595	590738
MinSal-1389-A1-17072018_C011g06636	MinSal-1389-A1-17072018_C011	Chr11	591583	592869
MinSal-1389-A1-17072018_C011g06637	MinSal-1389-A1-17072018_C011	Chr11	593547	595243
MinSal-1389-A1-17072018_C011g06638	MinSal-1389-A1-17072018_C011	Chr11	595488	597769
MinSal-1389-A1-17072018_C011g06639	MinSal-1389-A1-17072018_C011	Chr11	599474	602060
MinSal-1389-A1-17072018_C011g06640	MinSal-1389-A1-17072018_C011	Chr11	603273	606073
MinSal-1389-A1-17072018_C011g06641	MinSal-1389-A1-17072018_C011	Chr11	606259	607547
MinSal-1389-A1-17072018_C011g06642	MinSal-1389-A1-17072018_C011	Chr11	608811	612693
MinSal-1389-A1-17072018_C011g06643	MinSal-1389-A1-17072018_C011	Chr11	613924	615709
MinSal-1389-A1-17072018_C011g06644	MinSal-1389-A1-17072018_C011	Chr11	616124	618486
MinSal-1389-A1-17072018_C011g06645	MinSal-1389-A1-17072018_C011	Chr11	619002	619655
MinSal-1389-A1-17072018_C011g06646	MinSal-1389-A1-17072018_C011	Chr11	619962	620887
MinSal-1389-A1-17072018_C011g06648	MinSal-1389-A1-17072018_C011	Chr11	622440	624662
MinSal-1389-A1-17072018_C011g06649	MinSal-1389-A1-17072018_C011	Chr11	624837	631305
MinSal-1389-A1-17072018_C011g06652	MinSal-1389-A1-17072018_C011	Chr11	634665	636081
MinSal-1389-A1-17072018_C011g06653	MinSal-1389-A1-17072018_C011	Chr11	637055	639847
MinSal-1389-A1-17072018_C011g06654	MinSal-1389-A1-17072018_C011	Chr11	640309	641599
MinSal-1389-A1-17072018_C011g06655	MinSal-1389-A1-17072018_C011	Chr11	641885	646726
MinSal-1389-A1-17072018_C011g06656	MinSal-1389-A1-17072018_C011	Chr11	646905	650894
MinSal-1389-A1-17072018_C011g06657	MinSal-1389-A1-17072018_C011	Chr11	652548	655772
MinSal-1389-A1-17072018_C011g06658	MinSal-1389-A1-17072018_C011	Chr11	656744	660210
MinSal-1389-A1-17072018_C011g06659	MinSal-1389-A1-17072018_C011	Chr11	661006	664810
MinSal-1389-A1-17072018_C011g06660	MinSal-1389-A1-17072018_C011	Chr11	665361	667375
MinSal-1389-A1-17072018_C011g06661	MinSal-1389-A1-17072018_C011	Chr11	669924	670757
MinSal-1389-A1-17072018_C011g06662	MinSal-1389-A1-17072018_C011	Chr11	671319	672904
MinSal-1389-A1-17072018_C011g06663	MinSal-1389-A1-17072018_C011	Chr11	673613	676616
MinSal-1389-A1-17072018_C011g06664	MinSal-1389-A1-17072018_C011	Chr11	677083	677766
MinSal-1389-A1-17072018_C011g06665	MinSal-1389-A1-17072018_C011	Chr11	678244	679272
MinSal-1389-A1-17072018_C011g06666	MinSal-1389-A1-17072018_C011	Chr11	680583	685067
MinSal-1389-A1-17072018_C011g06668	MinSal-1389-A1-17072018_C011	Chr11	688744	693396
MinSal-1389-A1-17072018_C011g06669	MinSal-1389-A1-17072018_C011	Chr11	693844	695905
MinSal-1389-A1-17072018_C011g06670	MinSal-1389-A1-17072018_C011	Chr11	697477	698173
MinSal-1389-A1-17072018_C011g06671	MinSal-1389-A1-17072018_C011	Chr11	699516	702365
MinSal-1389-A1-17072018_C011g06674	MinSal-1389-A1-17072018_C011	Chr11	705646	707352
MinSal-1389-A1-17072018_C011g06675	MinSal-1389-A1-17072018_C011	Chr11	707483	709129
MinSal-1389-A1-17072018_C011g06676	MinSal-1389-A1-17072018_C011	Chr11	709770	712115
MinSal-1389-A1-17072018_C011g06677	MinSal-1389-A1-17072018_C011	Chr11	712282	718730
MinSal-1389-A1-17072018_C011g06678	MinSal-1389-A1-17072018_C011	Chr11	719710	723714
MinSal-1389-A1-17072018_C011g06686	MinSal-1389-A1-17072018_C011	Chr11	735923	737437
MinSal-1389-A1-17072018_C011g06690	MinSal-1389-A1-17072018_C011	Chr11	744256	745394
MinSal-1389-A1-17072018_C011g06691	MinSal-1389-A1-17072018_C011	Chr11	745730	747575
MinSal-1389-A1-17072018_C011g06692	MinSal-1389-A1-17072018_C011	Chr11	747965	749624
MinSal-1389-A1-17072018_C011g06693	MinSal-1389-A1-17072018_C011	Chr11	749736	752420
MinSal-1389-A1-17072018_C011g06694	MinSal-1389-A1-17072018_C011	Chr11	752854	757599
MinSal-1389-A1-17072018_C011g06695	MinSal-1389-A1-17072018_C011	Chr11	758261	762037
MinSal-1389-A1-17072018_C011g06696	MinSal-1389-A1-17072018_C011	Chr11	762531	765827
MinSal-1389-A1-17072018_C011g06697	MinSal-1389-A1-17072018_C011	Chr11	766424	768196
MinSal-1389-A1-17072018_C011g06699	MinSal-1389-A1-17072018_C011	Chr11	770824	775087
MinSal-1389-A1-17072018_C011g06709	MinSal-1389-A1-17072018_C011	Chr11	800431	801887
MinSal-1389-A1-17072018_C011g06710	MinSal-1389-A1-17072018_C011	Chr11	802147	804887
MinSal-1389-A1-17072018_C011g06711	MinSal-1389-A1-17072018_C011	Chr11	805518	807813
MinSal-1389-A1-17072018_C011g06712	MinSal-1389-A1-17072018_C011	Chr11	808049	808575
MinSal-1389-A1-17072018_C011g06713	MinSal-1389-A1-17072018_C011	Chr11	809141	810608
MinSal-1389-A1-17072018_C011g06714	MinSal-1389-A1-17072018_C011	Chr11	811052	813212
MinSal-1389-A1-17072018_C011g06715	MinSal-1389-A1-17072018_C011	Chr11	814797	815759
MinSal-1389-A1-17072018_C011g06716	MinSal-1389-A1-17072018_C011	Chr11	817001	818793
MinSal-1389-A1-17072018_C011g06717	MinSal-1389-A1-17072018_C011	Chr11	820664	822173
MinSal-1389-A1-17072018_C011g06718	MinSal-1389-A1-17072018_C011	Chr11	822607	825647
MinSal-1389-A1-17072018_C011g06720	MinSal-1389-A1-17072018_C011	Chr11	828294	829040
MinSal-1389-A1-17072018_C011g06721	MinSal-1389-A1-17072018_C011	Chr11	830353	837143
MinSal-1389-A1-17072018_C011g06722	MinSal-1389-A1-17072018_C011	Chr11	837662	839666
MinSal-1389-A1-17072018_C011g06723	MinSal-1389-A1-17072018_C011	Chr11	840638	841557
MinSal-1389-A1-17072018_C011g06724	MinSal-1389-A1-17072018_C011	Chr11	842133	842919
MinSal-1389-A1-17072018_C011g06725	MinSal-1389-A1-17072018_C011	Chr11	843114	844035
MinSal-1389-A1-17072018_C011g06726	MinSal-1389-A1-17072018_C011	Chr11	844797	845396
MinSal-1389-A1-17072018_C011g06727	MinSal-1389-A1-17072018_C011	Chr11	845883	848404
MinSal-1389-A1-17072018_C011g06728	MinSal-1389-A1-17072018_C011	Chr11	848846	850466
MinSal-1389-A1-17072018_C011g06729	MinSal-1389-A1-17072018_C011	Chr11	851304	852717
MinSal-1389-A1-17072018_C011g06730	MinSal-1389-A1-17072018_C011	Chr11	854458	857157
MinSal-1389-A1-17072018_C011g06731	MinSal-1389-A1-17072018_C011	Chr11	858583	861532
MinSal-1389-A1-17072018_C011g06732	MinSal-1389-A1-17072018_C011	Chr11	861824	865463
MinSal-1389-A1-17072018_C011g06733	MinSal-1389-A1-17072018_C011	Chr11	866709	867846
MinSal-1389-A1-17072018_C011g06735	MinSal-1389-A1-17072018_C011	Chr11	872940	874595
MinSal-1389-A1-17072018_C011g06736	MinSal-1389-A1-17072018_C011	Chr11	875300	876810
MinSal-1389-A1-17072018_C011g06737	MinSal-1389-A1-17072018_C011	Chr11	877079	881322
MinSal-1389-A1-17072018_C011g06738	MinSal-1389-A1-17072018_C011	Chr11	881616	885655
MinSal-1389-A1-17072018_C011g06739	MinSal-1389-A1-17072018_C011	Chr11	886441	887493
MinSal-1389-A1-17072018_C011g06740	MinSal-1389-A1-17072018_C011	Chr11	888233	889616
MinSal-1389-A1-17072018_C011g06741	MinSal-1389-A1-17072018_C011	Chr11	890276	891296
MinSal-1389-A1-17072018_C011g06742	MinSal-1389-A1-17072018_C011	Chr11	891545	892996
MinSal-1389-A1-17072018_C011g06743	MinSal-1389-A1-17072018_C011	Chr11	893171	896502
MinSal-1389-A1-17072018_C011g06744	MinSal-1389-A1-17072018_C011	Chr11	896981	897541
MinSal-1389-A1-17072018_C011g06746	MinSal-1389-A1-17072018_C011	Chr11	899352	900437
MinSal-1389-A1-17072018_C011g06747	MinSal-1389-A1-17072018_C011	Chr11	903701	907403
MinSal-1389-A1-17072018_C011g06748	MinSal-1389-A1-17072018_C011	Chr11	907934	908959
MinSal-1389-A1-17072018_C011g06751	MinSal-1389-A1-17072018_C011	Chr11	914572	916326
MinSal-1389-A1-17072018_C011g06752	MinSal-1389-A1-17072018_C011	Chr11	917236	917896
MinSal-1389-A1-17072018_C011g06753	MinSal-1389-A1-17072018_C011	Chr11	919017	920540
MinSal-1389-A1-17072018_C011g06755	MinSal-1389-A1-17072018_C011	Chr11	922478	924558
MinSal-1389-A1-17072018_C011g06759	MinSal-1389-A1-17072018_C011	Chr11	932504	934648
MinSal-1389-A1-17072018_C011g06761	MinSal-1389-A1-17072018_C011	Chr11	937591	940263
MinSal-1389-A1-17072018_C011g06762	MinSal-1389-A1-17072018_C011	Chr11	940542	943169
MinSal-1389-A1-17072018_C011g06763	MinSal-1389-A1-17072018_C011	Chr11	943351	946223
MinSal-1389-A1-17072018_C011g06764	MinSal-1389-A1-17072018_C011	Chr11	948166	949309
MinSal-1389-A1-17072018_C011g06765	MinSal-1389-A1-17072018_C011	Chr11	950119	951759
MinSal-1389-A1-17072018_C011g06766	MinSal-1389-A1-17072018_C011	Chr11	952422	955622
MinSal-1389-A1-17072018_C011g06767	MinSal-1389-A1-17072018_C011	Chr11	955812	960436
MinSal-1389-A1-17072018_C011g06768	MinSal-1389-A1-17072018_C011	Chr11	961475	962328
MinSal-1389-A1-17072018_C011g06769	MinSal-1389-A1-17072018_C011	Chr11	963510	964628
MinSal-1389-A1-17072018_C011g06770	MinSal-1389-A1-17072018_C011	Chr11	964934	967055
MinSal-1389-A1-17072018_C011g06771	MinSal-1389-A1-17072018_C011	Chr11	968177	970563
MinSal-1389-A1-17072018_C011g06774	MinSal-1389-A1-17072018_C011	Chr11	975316	977021
MinSal-1389-A1-17072018_C011g06775	MinSal-1389-A1-17072018_C011	Chr11	977086	979557
MinSal-1389-A1-17072018_C011g06776	MinSal-1389-A1-17072018_C011	Chr11	980080	981260
MinSal-1389-A1-17072018_C011g06778	MinSal-1389-A1-17072018_C011	Chr11	982802	983807
MinSal-1389-A1-17072018_C011g06779	MinSal-1389-A1-17072018_C011	Chr11	984240	984944
MinSal-1389-A1-17072018_C011g06781	MinSal-1389-A1-17072018_C011	Chr11	985540	986826
MinSal-1389-A1-17072018_C011g06782	MinSal-1389-A1-17072018_C011	Chr11	987536	990596
MinSal-1389-A1-17072018_C011g06783	MinSal-1389-A1-17072018_C011	Chr11	990685	991389
MinSal-1389-A1-17072018_C011g06784	MinSal-1389-A1-17072018_C011	Chr11	991619	993762
MinSal-1389-A1-17072018_C011g06786	MinSal-1389-A1-17072018_C011	Chr11	995467	997924
MinSal-1389-A1-17072018_C011g06800	MinSal-1389-A1-17072018_C011	Chr11	1028446	1029921
MinSal-1389-A1-17072018_C011g06801	MinSal-1389-A1-17072018_C011	Chr11	1031090	1032433
MinSal-1389-A1-17072018_C011g06802	MinSal-1389-A1-17072018_C011	Chr11	1033690	1036142
MinSal-1389-A1-17072018_C011g06803	MinSal-1389-A1-17072018_C011	Chr11	1036843	1038321
MinSal-1389-A1-17072018_C011g06804	MinSal-1389-A1-17072018_C011	Chr11	1039439	1040579
MinSal-1389-A1-17072018_C011g06805	MinSal-1389-A1-17072018_C011	Chr11	1041285	1042486
MinSal-1389-A1-17072018_C011g06806	MinSal-1389-A1-17072018_C011	Chr11	1043596	1044639
MinSal-1389-A1-17072018_C011g06807	MinSal-1389-A1-17072018_C011	Chr11	1045400	1047566
MinSal-1389-A1-17072018_C011g06808	MinSal-1389-A1-17072018_C011	Chr11	1048011	1050899
MinSal-1389-A1-17072018_C011g06809	MinSal-1389-A1-17072018_C011	Chr11	1052386	1062752
MinSal-1389-A1-17072018_C011g06810	MinSal-1389-A1-17072018_C011	Chr11	1063355	1063585
MinSal-1389-A1-17072018_C011g06811	MinSal-1389-A1-17072018_C011	Chr11	1064107	1065913
MinSal-1389-A1-17072018_C011g06813	MinSal-1389-A1-17072018_C011	Chr11	1067329	1068111
MinSal-1389-A1-17072018_C011g06814	MinSal-1389-A1-17072018_C011	Chr11	1068591	1069995
MinSal-1389-A1-17072018_C011g06815	MinSal-1389-A1-17072018_C011	Chr11	1070349	1071345
MinSal-1389-A1-17072018_C011g06816	MinSal-1389-A1-17072018_C011	Chr11	1071614	1073015
MinSal-1389-A1-17072018_C011g06817	MinSal-1389-A1-17072018_C011	Chr11	1074848	1078090
MinSal-1389-A1-17072018_C011g06818	MinSal-1389-A1-17072018_C011	Chr11	1078401	1084230
MinSal-1389-A1-17072018_C011g06819	MinSal-1389-A1-17072018_C011	Chr11	1085221	1085469
MinSal-1389-A1-17072018_C011g06822	MinSal-1389-A1-17072018_C011	Chr11	1093987	1096408
MinSal-1389-A1-17072018_C011g06823	MinSal-1389-A1-17072018_C011	Chr11	1097061	1103004
MinSal-1389-A1-17072018_C011g06824	MinSal-1389-A1-17072018_C011	Chr11	1104272	1105846
MinSal-1389-A1-17072018_C011g06827	MinSal-1389-A1-17072018_C011	Chr11	1110926	1114279
MinSal-1389-A1-17072018_C011g06829	MinSal-1389-A1-17072018_C011	Chr11	1118822	1119835
MinSal-1389-A1-17072018_C011g06830	MinSal-1389-A1-17072018_C011	Chr11	1120281	1123628
MinSal-1389-A1-17072018_C011g06831	MinSal-1389-A1-17072018_C011	Chr11	1124366	1125694
MinSal-1389-A1-17072018_C011g06832	MinSal-1389-A1-17072018_C011	Chr11	1126362	1128514
MinSal-1389-A1-17072018_C011g06833	MinSal-1389-A1-17072018_C011	Chr11	1128840	1130738
MinSal-1389-A1-17072018_C011g06835	MinSal-1389-A1-17072018_C011	Chr11	1133755	1134374
MinSal-1389-A1-17072018_C011g06836	MinSal-1389-A1-17072018_C011	Chr11	1134953	1137496
MinSal-1389-A1-17072018_C011g06837	MinSal-1389-A1-17072018_C011	Chr11	1138206	1140871
MinSal-1389-A1-17072018_C011g06838	MinSal-1389-A1-17072018_C011	Chr11	1141489	1143242
MinSal-1389-A1-17072018_C011g06839	MinSal-1389-A1-17072018_C011	Chr11	1143665	1143898
MinSal-1389-A1-17072018_C011g06840	MinSal-1389-A1-17072018_C011	Chr11	1143959	1144541
MinSal-1389-A1-17072018_C011g06848	MinSal-1389-A1-17072018_C011	Chr11	1150838	1154247
MinSal-1389-A1-17072018_C011g06849	MinSal-1389-A1-17072018_C011	Chr11	1154767	1156123
MinSal-1389-A1-17072018_C011g06850	MinSal-1389-A1-17072018_C011	Chr11	1156277	1158017
MinSal-1389-A1-17072018_C011g06853	MinSal-1389-A1-17072018_C011	Chr11	1164256	1166076
MinSal-1389-A1-17072018_C011g06854	MinSal-1389-A1-17072018_C011	Chr11	1166379	1168213
MinSal-1389-A1-17072018_C011g06855	MinSal-1389-A1-17072018_C011	Chr11	1169575	1170870
MinSal-1389-A1-17072018_C011g06860	MinSal-1389-A1-17072018_C011	Chr11	1176900	1179101
MinSal-1389-A1-17072018_C011g06861	MinSal-1389-A1-17072018_C011	Chr11	1179542	1184725
MinSal-1389-A1-17072018_C011g06863	MinSal-1389-A1-17072018_C011	Chr11	1187595	1192015
MinSal-1389-A1-17072018_C011g06864	MinSal-1389-A1-17072018_C011	Chr11	1193308	1195074
MinSal-1389-A1-17072018_C011g06866	MinSal-1389-A1-17072018_C011	Chr11	1196173	1197521
MinSal-1389-A1-17072018_C011g06867	MinSal-1389-A1-17072018_C011	Chr11	1197654	1199954
MinSal-1389-A1-17072018_C011g06868	MinSal-1389-A1-17072018_C011	Chr11	1200611	1201863
MinSal-1389-A1-17072018_C011g06869	MinSal-1389-A1-17072018_C011	Chr11	1202571	1205171
MinSal-1389-A1-17072018_C011g06871	MinSal-1389-A1-17072018_C011	Chr11	1210169	1212902
MinSal-1389-A1-17072018_C011g06872	MinSal-1389-A1-17072018_C011	Chr11	1213668	1214620
MinSal-1389-A1-17072018_C011g06873	MinSal-1389-A1-17072018_C011	Chr11	1215138	1220649
MinSal-1389-A1-17072018_C011g06874	MinSal-1389-A1-17072018_C011	Chr11	1221748	1223010
MinSal-1389-A1-17072018_C011g06876	MinSal-1389-A1-17072018_C011	Chr11	1225535	1229210
MinSal-1389-A1-17072018_C011g06877	MinSal-1389-A1-17072018_C011	Chr11	1229989	1231467
MinSal-1389-A1-17072018_C011g06879	MinSal-1389-A1-17072018_C011	Chr11	1233299	1235063
MinSal-1389-A1-17072018_C011g06880	MinSal-1389-A1-17072018_C011	Chr11	1235445	1237241
MinSal-1389-A1-17072018_C011g06881	MinSal-1389-A1-17072018_C011	Chr11	1237683	1239651
MinSal-1389-A1-17072018_C011g06882	MinSal-1389-A1-17072018_C011	Chr11	1240023	1242293
MinSal-1389-A1-17072018_C011g06883	MinSal-1389-A1-17072018_C011	Chr11	1244033	1246394
MinSal-1389-A1-17072018_C011g06884	MinSal-1389-A1-17072018_C011	Chr11	1247029	1250045
MinSal-1389-A1-17072018_C011g06885	MinSal-1389-A1-17072018_C011	Chr11	1250328	1252420
MinSal-1389-A1-17072018_C011g06886	MinSal-1389-A1-17072018_C011	Chr11	1254545	1255905
MinSal-1389-A1-17072018_C011g06887	MinSal-1389-A1-17072018_C011	Chr11	1256130	1259318
MinSal-1389-A1-17072018_C011g06888	MinSal-1389-A1-17072018_C011	Chr11	1259648	1262349
MinSal-1389-A1-17072018_C011g06889	MinSal-1389-A1-17072018_C011	Chr11	1262620	1264536
MinSal-1389-A1-17072018_C011g06890	MinSal-1389-A1-17072018_C011	Chr11	1265050	1268751
MinSal-1389-A1-17072018_C011g06894	MinSal-1389-A1-17072018_C011	Chr11	1272398	1276984
MinSal-1389-A1-17072018_C011g06904	MinSal-1389-A1-17072018_C011	Chr11	1299289	1300424
MinSal-1389-A1-17072018_C011g06905	MinSal-1389-A1-17072018_C011	Chr11	1300589	1304317
MinSal-1389-A1-17072018_C011g06906	MinSal-1389-A1-17072018_C011	Chr11	1305206	1307600
MinSal-1389-A1-17072018_C011g06907	MinSal-1389-A1-17072018_C011	Chr11	1307752	1308638
MinSal-1389-A1-17072018_C011g06908	MinSal-1389-A1-17072018_C011	Chr11	1308915	1312192
MinSal-1389-A1-17072018_C011g06909	MinSal-1389-A1-17072018_C011	Chr11	1312737	1317580
MinSal-1389-A1-17072018_C011g06910	MinSal-1389-A1-17072018_C011	Chr11	1318126	1319965
MinSal-1389-A1-17072018_C011g06911	MinSal-1389-A1-17072018_C011	Chr11	1320461	1321013
MinSal-1389-A1-17072018_C011g06912	MinSal-1389-A1-17072018_C011	Chr11	1321369	1323745
MinSal-1389-A1-17072018_C011g06913	MinSal-1389-A1-17072018_C011	Chr11	1324509	1325656
MinSal-1389-A1-17072018_C011g06914	MinSal-1389-A1-17072018_C011	Chr11	1325989	1329699
MinSal-1389-A1-17072018_C011g06915	MinSal-1389-A1-17072018_C011	Chr11	1329992	1334721
MinSal-1389-A1-17072018_C011g06916	MinSal-1389-A1-17072018_C011	Chr11	1335650	1340730
MinSal-1389-A1-17072018_C011g06917	MinSal-1389-A1-17072018_C011	Chr11	1341406	1343572
MinSal-1389-A1-17072018_C011g06918	MinSal-1389-A1-17072018_C011	Chr11	1344031	1346028
MinSal-1389-A1-17072018_C011g06919	MinSal-1389-A1-17072018_C011	Chr11	1346328	1350320
MinSal-1389-A1-17072018_C011g06920	MinSal-1389-A1-17072018_C011	Chr11	1350485	1351121
MinSal-1389-A1-17072018_C009g05847	MinSal-1389-A1-17072018_C009	Chr09	9140	12138
MinSal-1389-A1-17072018_C009g05848	MinSal-1389-A1-17072018_C009	Chr09	12816	15831
MinSal-1389-A1-17072018_C009g05849	MinSal-1389-A1-17072018_C009	Chr09	16296	21765
MinSal-1389-A1-17072018_C009g05850	MinSal-1389-A1-17072018_C009	Chr09	21848	22387
MinSal-1389-A1-17072018_C009g05851	MinSal-1389-A1-17072018_C009	Chr09	22467	23118
MinSal-1389-A1-17072018_C009g05853	MinSal-1389-A1-17072018_C009	Chr09	26638	26875
MinSal-1389-A1-17072018_C009g05854	MinSal-1389-A1-17072018_C009	Chr09	27073	27271
MinSal-1389-A1-17072018_C009g05858	MinSal-1389-A1-17072018_C009	Chr09	29287	30294
MinSal-1389-A1-17072018_C009g05859	MinSal-1389-A1-17072018_C009	Chr09	30395	32702
MinSal-1389-A1-17072018_C009g05864	MinSal-1389-A1-17072018_C009	Chr09	41982	43662
MinSal-1389-A1-17072018_C009g05865	MinSal-1389-A1-17072018_C009	Chr09	44279	45716
MinSal-1389-A1-17072018_C009g05866	MinSal-1389-A1-17072018_C009	Chr09	46748	51247
MinSal-1389-A1-17072018_C009g05867	MinSal-1389-A1-17072018_C009	Chr09	51497	53853
MinSal-1389-A1-17072018_C009g05868	MinSal-1389-A1-17072018_C009	Chr09	54255	55058
MinSal-1389-A1-17072018_C009g05869	MinSal-1389-A1-17072018_C009	Chr09	56407	58976
MinSal-1389-A1-17072018_C009g05870	MinSal-1389-A1-17072018_C009	Chr09	59360	64228
MinSal-1389-A1-17072018_C009g05872	MinSal-1389-A1-17072018_C009	Chr09	66487	70035
MinSal-1389-A1-17072018_C009g05873	MinSal-1389-A1-17072018_C009	Chr09	70393	71208
MinSal-1389-A1-17072018_C009g05874	MinSal-1389-A1-17072018_C009	Chr09	72167	73709
MinSal-1389-A1-17072018_C009g05875	MinSal-1389-A1-17072018_C009	Chr09	74233	76642
MinSal-1389-A1-17072018_C009g05876	MinSal-1389-A1-17072018_C009	Chr09	77434	79486
MinSal-1389-A1-17072018_C009g05877	MinSal-1389-A1-17072018_C009	Chr09	82158	82757
MinSal-1389-A1-17072018_C009g05878	MinSal-1389-A1-17072018_C009	Chr09	82989	84779
MinSal-1389-A1-17072018_C009g05879	MinSal-1389-A1-17072018_C009	Chr09	85473	87143
MinSal-1389-A1-17072018_C009g05880	MinSal-1389-A1-17072018_C009	Chr09	87986	89426
MinSal-1389-A1-17072018_C009g05881	MinSal-1389-A1-17072018_C009	Chr09	89912	91518
MinSal-1389-A1-17072018_C009g05882	MinSal-1389-A1-17072018_C009	Chr09	92448	94964
MinSal-1389-A1-17072018_C009g05883	MinSal-1389-A1-17072018_C009	Chr09	95732	98591
MinSal-1389-A1-17072018_C009g05884	MinSal-1389-A1-17072018_C009	Chr09	100350	100695
MinSal-1389-A1-17072018_C009g05885	MinSal-1389-A1-17072018_C009	Chr09	101231	104135
MinSal-1389-A1-17072018_C009g05886	MinSal-1389-A1-17072018_C009	Chr09	105110	106162
MinSal-1389-A1-17072018_C009g05887	MinSal-1389-A1-17072018_C009	Chr09	107281	112100
MinSal-1389-A1-17072018_C009g05893	MinSal-1389-A1-17072018_C009	Chr09	122758	124073
MinSal-1389-A1-17072018_C009g05894	MinSal-1389-A1-17072018_C009	Chr09	124485	125218
MinSal-1389-A1-17072018_C009g05895	MinSal-1389-A1-17072018_C009	Chr09	125537	127817
MinSal-1389-A1-17072018_C009g05896	MinSal-1389-A1-17072018_C009	Chr09	128820	131122
MinSal-1389-A1-17072018_C009g05897	MinSal-1389-A1-17072018_C009	Chr09	131621	132308
MinSal-1389-A1-17072018_C009g05899	MinSal-1389-A1-17072018_C009	Chr09	138246	138935
MinSal-1389-A1-17072018_C009g05900	MinSal-1389-A1-17072018_C009	Chr09	139764	141182
MinSal-1389-A1-17072018_C009g05901	MinSal-1389-A1-17072018_C009	Chr09	141495	144603
MinSal-1389-A1-17072018_C009g05902	MinSal-1389-A1-17072018_C009	Chr09	145151	146582
MinSal-1389-A1-17072018_C009g05908	MinSal-1389-A1-17072018_C009	Chr09	156601	158465
MinSal-1389-A1-17072018_C009g05909	MinSal-1389-A1-17072018_C009	Chr09	158895	161356
MinSal-1389-A1-17072018_C009g05910	MinSal-1389-A1-17072018_C009	Chr09	162179	165139
MinSal-1389-A1-17072018_C009g05911	MinSal-1389-A1-17072018_C009	Chr09	165810	170810
