#A_id	pident
MvSl-1064-A1-R4_MC02g03454	100.000
MvSl-1064-A1-R4_MC02g03455	100.000
MvSl-1064-A1-R4_MC02g03456	100.000
MvSl-1064-A1-R4_MC02g03457	100.000
MvSl-1064-A1-R4_MC02g03458	100.000
MvSl-1064-A1-R4_MC02g03459	100.000
MvSl-1064-A1-R4_MC02g03460	100.000
MvSl-1064-A1-R4_MC02g03461	100.000
MvSl-1064-A1-R4_MC02g03462	100.000
MvSl-1064-A1-R4_MC02g03463	100.000
MvSl-1064-A1-R4_MC02g03464	100.000
MvSl-1064-A1-R4_MC02g03465	100.000
MvSl-1064-A1-R4_MC02g03466	100.000
MvSl-1064-A1-R4_MC02g03467	100.000
MvSl-1064-A1-R4_MC02g03468	100.000
MvSl-1064-A1-R4_MC02g03469	100.000
MvSl-1064-A1-R4_MC02g03470	100.000
MvSl-1064-A1-R4_MC02g03471	100.000
MvSl-1064-A1-R4_MC02g03472	100.000
MvSl-1064-A1-R4_MC02g03473	100.000
MvSl-1064-A1-R4_MC02g03474	98.438
MvSl-1064-A1-R4_MC02g03475	100.000
MvSl-1064-A1-R4_MC02g03476	100.000
MvSl-1064-A1-R4_MC02g03477	100.000
MvSl-1064-A1-R4_MC02g03480	100.000
MvSl-1064-A1-R4_MC02g03481	100.000
MvSl-1064-A1-R4_MC02g03482	100.000
MvSl-1064-A1-R4_MC02g03483	100.000
MvSl-1064-A1-R4_MC02g03484	100.000
MvSl-1064-A1-R4_MC02g03485	100.000
MvSl-1064-A1-R4_MC02g03486	100.000
MvSl-1064-A1-R4_MC02g03487	100.000
MvSl-1064-A1-R4_MC02g03488	100.000
MvSl-1064-A1-R4_MC02g03489	100.000
MvSl-1064-A1-R4_MC02g03490	100.000
MvSl-1064-A1-R4_MC02g03491	100.000
MvSl-1064-A1-R4_MC02g03493	100.000
MvSl-1064-A1-R4_MC02g03494	100.000
MvSl-1064-A1-R4_MC02g03495	100.000
MvSl-1064-A1-R4_MC02g03496	100.000
MvSl-1064-A1-R4_MC02g03497	100.000
MvSl-1064-A1-R4_MC02g03498	100.000
MvSl-1064-A1-R4_MC02g03499	100.000
MvSl-1064-A1-R4_MC02g03500	100.000
MvSl-1064-A1-R4_MC02g03501	100.000
MvSl-1064-A1-R4_MC02g03502	100.000
MvSl-1064-A1-R4_MC02g03503	100.000
MvSl-1064-A1-R4_MC02g03504	100.000
MvSl-1064-A1-R4_MC02g03505	100.000
MvSl-1064-A1-R4_MC02g03506	100.000
MvSl-1064-A1-R4_MC02g03507	100.000
MvSl-1064-A1-R4_MC02g03508	100.000
MvSl-1064-A1-R4_MC02g03509	100.000
MvSl-1064-A1-R4_MC02g03510	100.000
MvSl-1064-A1-R4_MC02g03511	100.000
MvSl-1064-A1-R4_MC02g03512	100.000
MvSl-1064-A1-R4_MC02g03513	100.000
MvSl-1064-A1-R4_MC02g03514	100.000
MvSl-1064-A1-R4_MC02g03515	100.000
MvSl-1064-A1-R4_MC02g03516	100.000
MvSl-1064-A1-R4_MC02g03517	100.000
MvSl-1064-A1-R4_MC02g03518	100.000
MvSl-1064-A1-R4_MC02g03519	100.000
MvSl-1064-A1-R4_MC02g03520	100.000
MvSl-1064-A1-R4_MC02g03521	100.000
MvSl-1064-A1-R4_MC02g03522	98.404
MvSl-1064-A1-R4_MC02g03523	100.000
MvSl-1064-A1-R4_MC02g03524	100.000
MvSl-1064-A1-R4_MC02g03525	100.000
MvSl-1064-A1-R4_MC02g03526	100.000
MvSl-1064-A1-R4_MC02g03527	100.000
MvSl-1064-A1-R4_MC02g03528	100.000
MvSl-1064-A1-R4_MC02g03529	100.000
MvSl-1064-A1-R4_MC02g03530	100.000
MvSl-1064-A1-R4_MC02g03531	100.000
MvSl-1064-A1-R4_MC02g03532	100.000
MvSl-1064-A1-R4_MC02g03533	100.000
MvSl-1064-A1-R4_MC02g03534	100.000
MvSl-1064-A1-R4_MC02g03535	100.000
MvSl-1064-A1-R4_MC02g03536	100.000
MvSl-1064-A1-R4_MC02g03537	100.000
MvSl-1064-A1-R4_MC02g03538	100.000
MvSl-1064-A1-R4_MC02g03539	100.000
MvSl-1064-A1-R4_MC02g03541	100.000
MvSl-1064-A1-R4_MC02g03542	100.000
MvSl-1064-A1-R4_MC02g03543	100.000
MvSl-1064-A1-R4_MC02g03544	100.000
MvSl-1064-A1-R4_MC02g03546	100.000
MvSl-1064-A1-R4_MC02g03547	100.000
MvSl-1064-A1-R4_MC02g03548	100.000
MvSl-1064-A1-R4_MC02g03549	100.000
MvSl-1064-A1-R4_MC02g03550	100.000
MvSl-1064-A1-R4_MC02g03551	100.000
MvSl-1064-A1-R4_MC02g03552	100.000
MvSl-1064-A1-R4_MC02g03553	100.000
MvSl-1064-A1-R4_MC02g03554	100.000
MvSl-1064-A1-R4_MC02g03555	100.000
MvSl-1064-A1-R4_MC02g03557	100.000
MvSl-1064-A1-R4_MC02g03558	100.000
MvSl-1064-A1-R4_MC02g03559	100.000
MvSl-1064-A1-R4_MC02g03560	100.000
MvSl-1064-A1-R4_MC02g03561	100.000
MvSl-1064-A1-R4_MC02g03562	100.000
MvSl-1064-A1-R4_MC02g03563	100.000
MvSl-1064-A1-R4_MC02g03564	100.000
MvSl-1064-A1-R4_MC02g03565	100.000
MvSl-1064-A1-R4_MC02g03566	100.000
MvSl-1064-A1-R4_MC02g03567	87.402
MvSl-1064-A1-R4_MC02g03568	100.000
MvSl-1064-A1-R4_MC02g03569	100.000
MvSl-1064-A1-R4_MC02g03570	99.942
MvSl-1064-A1-R4_MC02g03571	100.000
MvSl-1064-A1-R4_MC02g03572	100.000
MvSl-1064-A1-R4_MC02g03573	100.000
MvSl-1064-A1-R4_MC02g03574	100.000
MvSl-1064-A1-R4_MC02g03575	100.000
MvSl-1064-A1-R4_MC02g03576	100.000
MvSl-1064-A1-R4_MC02g03577	100.000
MvSl-1064-A1-R4_MC02g03578	100.000
MvSl-1064-A1-R4_MC02g03579	100.000
MvSl-1064-A1-R4_MC02g03580	100.000
MvSl-1064-A1-R4_MC02g03581	100.000
MvSl-1064-A1-R4_MC02g03582	100.000
MvSl-1064-A1-R4_MC02g03583	100.000
MvSl-1064-A1-R4_MC02g03584	100.000
MvSl-1064-A1-R4_MC02g03585	100.000
MvSl-1064-A1-R4_MC02g03586	100.000
MvSl-1064-A1-R4_MC02g03587	100.000
MvSl-1064-A1-R4_MC02g03588	100.000
MvSl-1064-A1-R4_MC02g03589	100.000
MvSl-1064-A1-R4_MC02g03590	100.000
MvSl-1064-A1-R4_MC02g03591	100.000
MvSl-1064-A1-R4_MC02g03592	100.000
MvSl-1064-A1-R4_MC02g03593	100.000
MvSl-1064-A1-R4_MC02g03594	100.000
MvSl-1064-A1-R4_MC02g03595	100.000
MvSl-1064-A1-R4_MC02g03596	100.000
MvSl-1064-A1-R4_MC02g03597	100.000
MvSl-1064-A1-R4_MC02g03598	100.000
MvSl-1064-A1-R4_MC02g03599	100.000
MvSl-1064-A1-R4_MC02g03600	100.000
MvSl-1064-A1-R4_MC02g03601	100.000
MvSl-1064-A1-R4_MC02g03602	100.000
MvSl-1064-A1-R4_MC02g03603	100.000
MvSl-1064-A1-R4_MC02g03604	100.000
MvSl-1064-A1-R4_MC02g03605	100.000
MvSl-1064-A1-R4_MC02g03606	100.000
MvSl-1064-A1-R4_MC02g03607	100.000
MvSl-1064-A1-R4_MC02g03608	100.000
MvSl-1064-A1-R4_MC02g03609	100.000
MvSl-1064-A1-R4_MC02g03610	100.000
MvSl-1064-A1-R4_MC02g03611	100.000
MvSl-1064-A1-R4_MC02g03612	100.000
MvSl-1064-A1-R4_MC02g03613	100.000
MvSl-1064-A1-R4_MC02g03614	100.000
MvSl-1064-A1-R4_MC02g03615	100.000
MvSl-1064-A1-R4_MC02g03616	100.000
MvSl-1064-A1-R4_MC02g03617	100.000
MvSl-1064-A1-R4_MC02g03618	100.000
MvSl-1064-A1-R4_MC02g03619	100.000
MvSl-1064-A1-R4_MC02g03620	100.000
MvSl-1064-A1-R4_MC02g03621	100.000
MvSl-1064-A1-R4_MC02g03622	100.000
MvSl-1064-A1-R4_MC02g03623	100.000
MvSl-1064-A1-R4_MC02g03624	100.000
MvSl-1064-A1-R4_MC02g03625	100.000
MvSl-1064-A1-R4_MC02g03626	100.000
MvSl-1064-A1-R4_MC02g03627	100.000
MvSl-1064-A1-R4_MC02g03628	100.000
MvSl-1064-A1-R4_MC02g03629	100.000
MvSl-1064-A1-R4_MC02g03630	100.000
MvSl-1064-A1-R4_MC02g03631	100.000
MvSl-1064-A1-R4_MC02g03632	100.000
MvSl-1064-A1-R4_MC02g03633	100.000
MvSl-1064-A1-R4_MC02g03634	100.000
MvSl-1064-A1-R4_MC02g03635	100.000
MvSl-1064-A1-R4_MC02g03636	100.000
MvSl-1064-A1-R4_MC02g03637	100.000
MvSl-1064-A1-R4_MC02g03638	100.000
MvSl-1064-A1-R4_MC02g03639	100.000
MvSl-1064-A1-R4_MC02g03640	100.000
MvSl-1064-A1-R4_MC02g03641	100.000
MvSl-1064-A1-R4_MC02g03642	100.000
MvSl-1064-A1-R4_MC02g03643	100.000
MvSl-1064-A1-R4_MC02g03644	100.000
MvSl-1064-A1-R4_MC02g03645	100.000
MvSl-1064-A1-R4_MC02g03646	100.000
MvSl-1064-A1-R4_MC02g03647	100.000
MvSl-1064-A1-R4_MC02g03648	100.000
MvSl-1064-A1-R4_MC02g03649	100.000
MvSl-1064-A1-R4_MC02g03650	100.000
MvSl-1064-A1-R4_MC02g03651	100.000
MvSl-1064-A1-R4_MC02g03652	100.000
MvSl-1064-A1-R4_MC02g03653	100.000
MvSl-1064-A1-R4_MC02g03654	100.000
MvSl-1064-A1-R4_MC02g03655	100.000
MvSl-1064-A1-R4_MC02g03656	100.000
MvSl-1064-A1-R4_MC02g03657	100.000
MvSl-1064-A1-R4_MC02g03658	100.000
MvSl-1064-A1-R4_MC02g03659	100.000
MvSl-1064-A1-R4_MC02g03660	100.000
MvSl-1064-A1-R4_MC02g03661	100.000
MvSl-1064-A1-R4_MC02g03662	100.000
MvSl-1064-A1-R4_MC02g03663	100.000
MvSl-1064-A1-R4_MC02g03664	100.000
MvSl-1064-A1-R4_MC02g03665	100.000
MvSl-1064-A1-R4_MC02g03666	100.000
MvSl-1064-A1-R4_MC02g03667	100.000
MvSl-1064-A1-R4_MC02g03668	100.000
MvSl-1064-A1-R4_MC02g03669	100.000
MvSl-1064-A1-R4_MC02g03670	100.000
MvSl-1064-A1-R4_MC02g03671	100.000
MvSl-1064-A1-R4_MC02g03672	100.000
MvSl-1064-A1-R4_MC02g03673	100.000
MvSl-1064-A1-R4_MC02g03674	100.000
MvSl-1064-A1-R4_MC02g03675	100.000
MvSl-1064-A1-R4_MC02g03676	100.000
MvSl-1064-A1-R4_MC02g03677	100.000
MvSl-1064-A1-R4_MC02g03678	100.000
MvSl-1064-A1-R4_MC02g03679	100.000
MvSl-1064-A1-R4_MC02g03680	100.000
MvSl-1064-A1-R4_MC02g03681	100.000
MvSl-1064-A1-R4_MC02g03682	100.000
MvSl-1064-A1-R4_MC02g03683	100.000
MvSl-1064-A1-R4_MC02g03684	100.000
MvSl-1064-A1-R4_MC02g03685	100.000
MvSl-1064-A1-R4_MC02g03686	100.000
MvSl-1064-A1-R4_MC02g03687	100.000
MvSl-1064-A1-R4_MC02g03688	100.000
MvSl-1064-A1-R4_MC02g03689	100.000
MvSl-1064-A1-R4_MC02g03690	100.000
MvSl-1064-A1-R4_MC02g03691	100.000
MvSl-1064-A1-R4_MC02g03692	100.000
MvSl-1064-A1-R4_MC02g03693	100.000
MvSl-1064-A1-R4_MC02g03694	100.000
MvSl-1064-A1-R4_MC02g03695	100.000
MvSl-1064-A1-R4_MC02g03696	100.000
MvSl-1064-A1-R4_MC02g03697	100.000
MvSl-1064-A1-R4_MC02g03698	100.000
MvSl-1064-A1-R4_MC02g03699	100.000
MvSl-1064-A1-R4_MC02g03700	100.000
MvSl-1064-A1-R4_MC02g03701	100.000
MvSl-1064-A1-R4_MC02g03702	100.000
MvSl-1064-A1-R4_MC02g03703	100.000
MvSl-1064-A1-R4_MC02g03704	100.000
MvSl-1064-A1-R4_MC02g03705	100.000
MvSl-1064-A1-R4_MC02g03706	100.000
MvSl-1064-A1-R4_MC02g03707	100.000
MvSl-1064-A1-R4_MC02g03708	100.000
MvSl-1064-A1-R4_MC02g03709	100.000
MvSl-1064-A1-R4_MC02g03710	100.000
MvSl-1064-A1-R4_MC02g03711	100.000
MvSl-1064-A1-R4_MC02g03712	100.000
MvSl-1064-A1-R4_MC02g03713	100.000
MvSl-1064-A1-R4_MC02g03714	100.000
MvSl-1064-A1-R4_MC02g03715	100.000
MvSl-1064-A1-R4_MC02g03716	100.000
MvSl-1064-A1-R4_MC02g03717	100.000
MvSl-1064-A1-R4_MC02g03718	100.000
MvSl-1064-A1-R4_MC02g03719	100.000
MvSl-1064-A1-R4_MC02g03720	100.000
MvSl-1064-A1-R4_MC02g03721	100.000
MvSl-1064-A1-R4_MC02g03722	100.000
MvSl-1064-A1-R4_MC02g03723	100.000
MvSl-1064-A1-R4_MC02g03724	100.000
MvSl-1064-A1-R4_MC02g03725	100.000
MvSl-1064-A1-R4_MC02g03726	100.000
MvSl-1064-A1-R4_MC02g03727	100.000
MvSl-1064-A1-R4_MC02g03728	100.000
MvSl-1064-A1-R4_MC02g03729	100.000
MvSl-1064-A1-R4_MC02g03730	100.000
MvSl-1064-A1-R4_MC02g03731	100.000
MvSl-1064-A1-R4_MC02g03732	100.000
MvSl-1064-A1-R4_MC02g03733	100.000
MvSl-1064-A1-R4_MC02g03734	100.000
MvSl-1064-A1-R4_MC02g03735	100.000
MvSl-1064-A1-R4_MC02g03736	100.000
MvSl-1064-A1-R4_MC02g03737	100.000
MvSl-1064-A1-R4_MC02g03738	100.000
MvSl-1064-A1-R4_MC02g03739	100.000
MvSl-1064-A1-R4_MC02g03740	100.000
MvSl-1064-A1-R4_MC02g03741	100.000
MvSl-1064-A1-R4_MC02g03742	100.000
MvSl-1064-A1-R4_MC02g03743	100.000
MvSl-1064-A1-R4_MC02g03744	100.000
MvSl-1064-A1-R4_MC02g03745	100.000
MvSl-1064-A1-R4_MC02g03746	100.000
MvSl-1064-A1-R4_MC02g03747	100.000
MvSl-1064-A1-R4_MC02g03748	100.000
MvSl-1064-A1-R4_MC02g03749	100.000
MvSl-1064-A1-R4_MC02g03750	100.000
MvSl-1064-A1-R4_MC02g03751	100.000
MvSl-1064-A1-R4_MC02g03752	100.000
MvSl-1064-A1-R4_MC02g03753	100.000
MvSl-1064-A1-R4_MC02g03754	100.000
MvSl-1064-A1-R4_MC02g03755	100.000
MvSl-1064-A1-R4_MC02g03756	100.000
MvSl-1064-A1-R4_MC02g03757	100.000
MvSl-1064-A1-R4_MC02g03758	100.000
MvSl-1064-A1-R4_MC02g03759	100.000
MvSl-1064-A1-R4_MC02g03760	100.000
MvSl-1064-A1-R4_MC02g03761	100.000
MvSl-1064-A1-R4_MC02g03762	100.000
MvSl-1064-A1-R4_MC02g03763	100.000
MvSl-1064-A1-R4_MC02g03764	100.000
MvSl-1064-A1-R4_MC02g03765	100.000
MvSl-1064-A1-R4_MC02g03766	100.000
MvSl-1064-A1-R4_MC02g03767	100.000
MvSl-1064-A1-R4_MC02g03768	100.000
MvSl-1064-A1-R4_MC02g03769	100.000
MvSl-1064-A1-R4_MC02g03770	100.000
MvSl-1064-A1-R4_MC02g03771	100.000
MvSl-1064-A1-R4_MC02g03772	100.000
MvSl-1064-A1-R4_MC02g03773	100.000
MvSl-1064-A1-R4_MC02g03774	100.000
MvSl-1064-A1-R4_MC02g03775	100.000
MvSl-1064-A1-R4_MC02g03776	100.000
MvSl-1064-A1-R4_MC02g03777	100.000
MvSl-1064-A1-R4_MC02g03778	100.000
MvSl-1064-A1-R4_MC02g03779	100.000
MvSl-1064-A1-R4_MC02g03780	100.000
MvSl-1064-A1-R4_MC02g03781	100.000
MvSl-1064-A1-R4_MC02g03782	100.000
MvSl-1064-A1-R4_MC02g03783	100.000
MvSl-1064-A1-R4_MC02g03784	100.000
MvSl-1064-A1-R4_MC02g03785	100.000
MvSl-1064-A1-R4_MC02g03786	100.000
MvSl-1064-A1-R4_MC02g03787	100.000
MvSl-1064-A1-R4_MC02g03788	100.000
MvSl-1064-A1-R4_MC02g03789	100.000
MvSl-1064-A1-R4_MC02g03790	100.000
MvSl-1064-A1-R4_MC02g03791	100.000
MvSl-1064-A1-R4_MC02g03792	100.000
MvSl-1064-A1-R4_MC02g03793	100.000
MvSl-1064-A1-R4_MC02g03794	100.000
MvSl-1064-A1-R4_MC02g03795	100.000
MvSl-1064-A1-R4_MC02g03796	100.000
MvSl-1064-A1-R4_MC02g03797	100.000
MvSl-1064-A1-R4_MC02g03798	100.000
MvSl-1064-A1-R4_MC02g03799	100.000
MvSl-1064-A1-R4_MC02g03800	100.000
MvSl-1064-A1-R4_MC02g03801	100.000
MvSl-1064-A1-R4_MC02g03802	100.000
MvSl-1064-A1-R4_MC02g03803	100.000
MvSl-1064-A1-R4_MC02g03804	100.000
MvSl-1064-A1-R4_MC02g03805	100.000
MvSl-1064-A1-R4_MC02g03806	100.000
MvSl-1064-A1-R4_MC02g03807	100.000
MvSl-1064-A1-R4_MC02g03808	100.000
MvSl-1064-A1-R4_MC02g03809	100.000
MvSl-1064-A1-R4_MC02g03810	100.000
MvSl-1064-A1-R4_MC02g03811	100.000
MvSl-1064-A1-R4_MC02g03812	96.759
MvSl-1064-A1-R4_MC02g03813	100.000
MvSl-1064-A1-R4_MC02g03814	100.000
MvSl-1064-A1-R4_MC02g03815	100.000
MvSl-1064-A1-R4_MC02g03816	100.000
MvSl-1064-A1-R4_MC02g03817	100.000
MvSl-1064-A1-R4_MC02g03818	100.000
MvSl-1064-A1-R4_MC02g03819	100.000
MvSl-1064-A1-R4_MC02g03820	100.000
MvSl-1064-A1-R4_MC02g03821	100.000
MvSl-1064-A1-R4_MC02g03822	100.000
MvSl-1064-A1-R4_MC02g03823	100.000
MvSl-1064-A1-R4_MC02g03824	100.000
MvSl-1064-A1-R4_MC02g03825	100.000
MvSl-1064-A1-R4_MC02g03826	100.000
MvSl-1064-A1-R4_MC02g03827	100.000
MvSl-1064-A1-R4_MC02g03828	100.000
MvSl-1064-A1-R4_MC02g03829	100.000
MvSl-1064-A1-R4_MC02g03830	100.000
MvSl-1064-A1-R4_MC02g03831	100.000
MvSl-1064-A1-R4_MC02g03832	100.000
MvSl-1064-A1-R4_MC02g03833	100.000
MvSl-1064-A1-R4_MC02g03834	100.000
MvSl-1064-A1-R4_MC02g03835	100.000
MvSl-1064-A1-R4_MC02g03836	100.000
MvSl-1064-A1-R4_MC02g03837	100.000
MvSl-1064-A1-R4_MC02g03838	100.000
MvSl-1064-A1-R4_MC02g03839	100.000
MvSl-1064-A1-R4_MC02g03840	100.000
MvSl-1064-A1-R4_MC02g03841	100.000
MvSl-1064-A1-R4_MC02g03842	100.000
MvSl-1064-A1-R4_MC02g03843	100.000
MvSl-1064-A1-R4_MC02g03844	100.000
MvSl-1064-A1-R4_MC02g03845	100.000
MvSl-1064-A1-R4_MC02g03846	100.000
MvSl-1064-A1-R4_MC02g03847	100.000
MvSl-1064-A1-R4_MC02g03848	100.000
MvSl-1064-A1-R4_MC02g03849	100.000
MvSl-1064-A1-R4_MC02g03850	100.000
MvSl-1064-A1-R4_MC02g03851	100.000
MvSl-1064-A1-R4_MC02g03852	100.000
MvSl-1064-A1-R4_MC02g03853	100.000
MvSl-1064-A1-R4_MC02g03854	100.000
MvSl-1064-A1-R4_MC02g03855	100.000
MvSl-1064-A1-R4_MC02g03856	100.000
MvSl-1064-A1-R4_MC02g03857	100.000
MvSl-1064-A1-R4_MC02g03858	100.000
MvSl-1064-A1-R4_MC02g03859	100.000
MvSl-1064-A1-R4_MC02g03860	100.000
MvSl-1064-A1-R4_MC02g03864	100.000
MvSl-1064-A1-R4_MC02g03865	100.000
MvSl-1064-A1-R4_MC02g03866	100.000
MvSl-1064-A1-R4_MC02g03867	100.000
MvSl-1064-A1-R4_MC02g03868	100.000
MvSl-1064-A1-R4_MC02g03869	100.000
MvSl-1064-A1-R4_MC02g03870	100.000
MvSl-1064-A1-R4_MC02g03871	100.000
MvSl-1064-A1-R4_MC02g03872	100.000
MvSl-1064-A1-R4_MC02g03873	100.000
MvSl-1064-A1-R4_MC02g03874	100.000
MvSl-1064-A1-R4_MC02g03875	100.000
MvSl-1064-A1-R4_MC02g03876	100.000
MvSl-1064-A1-R4_MC02g03877	100.000
MvSl-1064-A1-R4_MC02g03878	100.000
MvSl-1064-A1-R4_MC02g03879	100.000
MvSl-1064-A1-R4_MC02g03880	100.000
MvSl-1064-A1-R4_MC02g03881	100.000
MvSl-1064-A1-R4_MC02g03882	100.000
MvSl-1064-A1-R4_MC02g03883	100.000
MvSl-1064-A1-R4_MC02g03884	100.000
MvSl-1064-A1-R4_MC02g03885	100.000
MvSl-1064-A1-R4_MC02g03887	100.000
MvSl-1064-A1-R4_MC02g03888	100.000
MvSl-1064-A1-R4_MC02g03889	100.000
MvSl-1064-A1-R4_MC02g03890	100.000
MvSl-1064-A1-R4_MC02g03891	100.000
MvSl-1064-A1-R4_MC02g03892	100.000
MvSl-1064-A1-R4_MC02g03893	100.000
MvSl-1064-A1-R4_MC02g03894	100.000
MvSl-1064-A1-R4_MC02g03895	100.000
MvSl-1064-A1-R4_MC02g03896	100.000
MvSl-1064-A1-R4_MC02g03897	100.000
MvSl-1064-A1-R4_MC02g03898	100.000
MvSl-1064-A1-R4_MC02g03899	100.000
MvSl-1064-A1-R4_MC02g03900	100.000
MvSl-1064-A1-R4_MC02g03901	100.000
MvSl-1064-A1-R4_MC02g03902	100.000
MvSl-1064-A1-R4_MC02g03903	100.000
MvSl-1064-A1-R4_MC02g03904	100.000
MvSl-1064-A1-R4_MC02g03905	100.000
MvSl-1064-A1-R4_MC02g03906	100.000
MvSl-1064-A1-R4_MC02g03907	100.000
MvSl-1064-A1-R4_MC02g03908	100.000
MvSl-1064-A1-R4_MC02g03909	100.000
MvSl-1064-A1-R4_MC02g03910	100.000
MvSl-1064-A1-R4_MC02g03911	100.000
MvSl-1064-A1-R4_MC02g03912	100.000
MvSl-1064-A1-R4_MC02g03913	100.000
MvSl-1064-A1-R4_MC02g03914	100.000
MvSl-1064-A1-R4_MC02g03915	100.000
MvSl-1064-A1-R4_MC02g03916	100.000
MvSl-1064-A1-R4_MC02g03917	100.000
MvSl-1064-A1-R4_MC02g03918	100.000
MvSl-1064-A1-R4_MC02g03919	100.000
MvSl-1064-A1-R4_MC02g03920	100.000
MvSl-1064-A1-R4_MC02g03921	100.000
MvSl-1064-A1-R4_MC02g03922	100.000
MvSl-1064-A1-R4_MC02g03923	100.000
MvSl-1064-A1-R4_MC02g03924	100.000
MvSl-1064-A1-R4_MC02g03925	100.000
MvSl-1064-A1-R4_MC02g03926	100.000
MvSl-1064-A1-R4_MC02g03927	100.000
MvSl-1064-A1-R4_MC02g03928	100.000
MvSl-1064-A1-R4_MC02g03929	100.000
MvSl-1064-A1-R4_MC02g03930	100.000
MvSl-1064-A1-R4_MC02g03931	100.000
MvSl-1064-A1-R4_MC02g03932	100.000
MvSl-1064-A1-R4_MC02g03933	100.000
MvSl-1064-A1-R4_MC02g03934	100.000
MvSl-1064-A1-R4_MC02g03935	100.000
MvSl-1064-A1-R4_MC02g03936	100.000
MvSl-1064-A1-R4_MC02g03937	100.000
MvSl-1064-A1-R4_MC02g03938	100.000
MvSl-1064-A1-R4_MC02g03939	100.000
MvSl-1064-A1-R4_MC02g03940	100.000
MvSl-1064-A1-R4_MC02g03941	100.000
MvSl-1064-A1-R4_MC02g03943	100.000
MvSl-1064-A1-R4_MC02g03944	100.000
MvSl-1064-A1-R4_MC02g03945	100.000
MvSl-1064-A1-R4_MC02g03946	100.000
MvSl-1064-A1-R4_MC02g03948	100.000
MvSl-1064-A1-R4_MC02g03949	100.000
MvSl-1064-A1-R4_MC02g03950	100.000
MvSl-1064-A1-R4_MC02g03951	100.000
MvSl-1064-A1-R4_MC02g03952	100.000
MvSl-1064-A1-R4_MC02g03953	100.000
MvSl-1064-A1-R4_MC02g03954	100.000
MvSl-1064-A1-R4_MC02g03955	100.000
MvSl-1064-A1-R4_MC02g03956	100.000
MvSl-1064-A1-R4_MC02g03957	100.000
MvSl-1064-A1-R4_MC02g03958	100.000
MvSl-1064-A1-R4_MC02g03959	100.000
MvSl-1064-A1-R4_MC02g03960	100.000
MvSl-1064-A1-R4_MC02g03961	100.000
MvSl-1064-A1-R4_MC02g03962	100.000
MvSl-1064-A1-R4_MC02g03963	100.000
MvSl-1064-A1-R4_MC02g03964	100.000
MvSl-1064-A1-R4_MC02g03965	100.000
MvSl-1064-A1-R4_MC02g03966	100.000
MvSl-1064-A1-R4_MC02g03967	100.000
MvSl-1064-A1-R4_MC02g03968	100.000
MvSl-1064-A1-R4_MC02g03969	100.000
MvSl-1064-A1-R4_MC02g03970	100.000
MvSl-1064-A1-R4_MC02g03971	100.000
MvSl-1064-A1-R4_MC02g03972	100.000
MvSl-1064-A1-R4_MC02g03973	100.000
MvSl-1064-A1-R4_MC02g03974	100.000
MvSl-1064-A1-R4_MC02g03975	100.000
MvSl-1064-A1-R4_MC02g03976	100.000
MvSl-1064-A1-R4_MC02g03977	100.000
MvSl-1064-A1-R4_MC02g03978	100.000
MvSl-1064-A1-R4_MC02g03979	100.000
MvSl-1064-A1-R4_MC02g03980	100.000
MvSl-1064-A1-R4_MC02g03981	100.000
MvSl-1064-A1-R4_MC02g03982	100.000
MvSl-1064-A1-R4_MC02g03983	100.000
MvSl-1064-A1-R4_MC02g03984	100.000
MvSl-1064-A1-R4_MC02g03985	100.000
MvSl-1064-A1-R4_MC02g03986	100.000
MvSl-1064-A1-R4_MC02g03987	100.000
MvSl-1064-A1-R4_MC02g03988	100.000
MvSl-1064-A1-R4_MC02g03989	100.000
MvSl-1064-A1-R4_MC02g03990	100.000
MvSl-1064-A1-R4_MC02g03991	100.000
MvSl-1064-A1-R4_MC02g03992	100.000
MvSl-1064-A1-R4_MC02g03993	100.000
MvSl-1064-A1-R4_MC02g03994	100.000
MvSl-1064-A1-R4_MC02g03995	100.000
MvSl-1064-A1-R4_MC02g03996	100.000
MvSl-1064-A1-R4_MC02g03997	100.000
MvSl-1064-A1-R4_MC02g03998	100.000
MvSl-1064-A1-R4_MC02g03999	100.000
MvSl-1064-A1-R4_MC02g04000	100.000
MvSl-1064-A1-R4_MC02g04001	100.000
MvSl-1064-A1-R4_MC02g04002	100.000
MvSl-1064-A1-R4_MC02g04003	100.000
MvSl-1064-A1-R4_MC02g04004	100.000
MvSl-1064-A1-R4_MC02g04005	100.000
MvSl-1064-A1-R4_MC02g04006	100.000
MvSl-1064-A1-R4_MC02g04007	100.000
MvSl-1064-A1-R4_MC02g04008	100.000
MvSl-1064-A1-R4_MC02g04009	100.000
MvSl-1064-A1-R4_MC02g04010	100.000
MvSl-1064-A1-R4_MC02g04011	100.000
MvSl-1064-A1-R4_MC02g04012	100.000
MvSl-1064-A1-R4_MC02g04013	100.000
MvSl-1064-A1-R4_MC02g04014	100.000
MvSl-1064-A1-R4_MC02g04016	100.000
MvSl-1064-A1-R4_MC02g04017	100.000
MvSl-1064-A1-R4_MC02g04018	100.000
MvSl-1064-A1-R4_MC02g04019	100.000
MvSl-1064-A1-R4_MC02g04020	100.000
MvSl-1064-A1-R4_MC02g04021	100.000
MvSl-1064-A1-R4_MC02g04022	100.000
MvSl-1064-A1-R4_MC02g04023	100.000
MvSl-1064-A1-R4_MC02g04024	100.000
MvSl-1064-A1-R4_MC02g04025	100.000
