gene	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC01-1g02398	75.213	57.4793	55.4036	44.9257
MvSl-1064-A1-R4_MC01-1g02399	1447	1680	821	735
MvSl-1064-A1-R4_MC01-1g02400	1505	1002	920	902
MvSl-1064-A1-R4_MC01-1g02401	90	30	23	13
MvSl-1064-A1-R4_MC01-1g02402	4172	6218	6553	6224
MvSl-1064-A1-R4_MC01-1g02403	1943	2314	3214	3161
MvSl-1064-A1-R4_MC01-1g02404	801	994	1864	2178
MvSl-1064-A1-R4_MC01-1g02405	125	220	152	194
MvSl-1064-A1-R4_MC01-1g02406	32	52	44	45
MvSl-1064-A1-R4_MC01-1g02407	126	200	169	177
MvSl-1064-A1-R4_MC01-1g02408	3151	3427.42	4160.56	4792.54
MvSl-1064-A1-R4_MC01-1g02409	571.923	624.928	656.021	698.421
MvSl-1064-A1-R4_MC01-1g02410	29	8	8	18
MvSl-1064-A1-R4_MC01-1g02411	3369	6242	4348	4091
MvSl-1064-A1-R4_MC01-1g02412	94	117	177	180
MvSl-1064-A1-R4_MC01-1g02413	932	1520	1607	1726
MvSl-1064-A1-R4_MC01-1g02414	475.75	545.618	388.319	340.722
MvSl-1064-A1-R4_MC01-1g02415	753.409	967.346	1222.4	1220.56
MvSl-1064-A1-R4_MC01-1g02416	948.69	982.446	963.204	859.408
MvSl-1064-A1-R4_MC01-1g02417	2965.25	1517.81	1469.75	1150.15
MvSl-1064-A1-R4_MC01-1g02418	6.60063	2.06375	8.55021	5
MvSl-1064-A1-R4_MC01-1g02419	3	3	7	6
MvSl-1064-A1-R4_MC01-1g02420	1863	2578	2615	2660
MvSl-1064-A1-R4_MC01-1g02421	2142	2083	2332	2199
MvSl-1064-A1-R4_MC01-1g02422	68	31	70	51
MvSl-1064-A1-R4_MC01-1g02423	1460	1149	1917	1828
MvSl-1064-A1-R4_MC01-1g02424	546	807	1063	1285
MvSl-1064-A1-R4_MC01-1g02425	1382.58	2641.05	2208.03	2307
MvSl-1064-A1-R4_MC01-1g02426	1627	2428	3278	3972
MvSl-1064-A1-R4_MC01-1g02427	9309	11093	8704	10595
MvSl-1064-A1-R4_MC01-1g02428	1054	1175	1314	1221
MvSl-1064-A1-R4_MC01-1g02429	972	1286	1274	1376
MvSl-1064-A1-R4_MC01-1g02430	341.257	362.96	378.079	390.796
MvSl-1064-A1-R4_MC01-1g02431	1290	1943	1911	2250
MvSl-1064-A1-R4_MC01-1g02432	427	669	654	582
MvSl-1064-A1-R4_MC01-1g02433	5154	8716	8291	7340
MvSl-1064-A1-R4_MC01-1g02434	2160	3535	3597	3591
MvSl-1064-A1-R4_MC01-1g02435	10566	14217	18164	18422
MvSl-1064-A1-R4_MC01-1g02436	3	0	2	1
MvSl-1064-A1-R4_MC01-1g02437	3264	5070	4329	4775
MvSl-1064-A1-R4_MC01-1g02438	6068	11126	5775	4794
MvSl-1064-A1-R4_MC01-1g02439	2877	4351	3665	3792
MvSl-1064-A1-R4_MC01-1g02440	39.5145	37.4557	40.7321	46.4149
MvSl-1064-A1-R4_MC01-1g02441	20	32.2109	21.2524	31.2708
MvSl-1064-A1-R4_MC01-1g02442	1757	3034	2741	2532
MvSl-1064-A1-R4_MC01-1g02443	2318	5401	2764	2505
MvSl-1064-A1-R4_MC01-1g02444	2321	4198	2720	2444
MvSl-1064-A1-R4_MC01-1g02445	1144	1261	1400	1619
MvSl-1064-A1-R4_MC01-1g02446	4454	9472	6313	5850
MvSl-1064-A1-R4_MC01-1g02447	3003	5709	3813	3552
MvSl-1064-A1-R4_MC01-1g02448	1410	2571	2066	2136
MvSl-1064-A1-R4_MC01-1g02449	1944	2601	3344	3168
MvSl-1064-A1-R4_MC01-1g02450	16347	25771	40736	62427
MvSl-1064-A1-R4_MC01-1g02451	50	93	64	76
MvSl-1064-A1-R4_MC01-1g02452	707	1033	1499	1141
MvSl-1064-A1-R4_MC01-1g02453	8830	13599	19630	15260
MvSl-1064-A1-R4_MC01-1g02454	63	34	60	65
MvSl-1064-A1-R4_MC01-1g02455	3131	2651	4282	6862
MvSl-1064-A1-R4_MC01-1g02456	1019	1493	1508	1386
MvSl-1064-A1-R4_MC01-1g02457	404	792	657	670
MvSl-1064-A1-R4_MC01-1g02458	2644	4068	4275	4178
MvSl-1064-A1-R4_MC01-1g02459	2019	2907	2775	2564
MvSl-1064-A1-R4_MC01-1g02460	1404	1179	1654	1675
MvSl-1064-A1-R4_MC01-1g02461	26.0072	24.193	37.6047	27.5209
MvSl-1064-A1-R4_MC01-1g02462	3912.45	4814.43	4933.94	4653.29
MvSl-1064-A1-R4_MC01-1g02463	625.408	910.87	1091.22	1108.84
MvSl-1064-A1-R4_MC01-1g02464	2454.35	3263.6	3652.24	5251.16
MvSl-1064-A1-R4_MC01-1g02465	253	347	559	614
MvSl-1064-A1-R4_MC01-1g02466	393	611	808	1025
MvSl-1064-A1-R4_MC01-1g02467	5138	2559	2766	3565
MvSl-1064-A1-R4_MC01-1g02468	284	166	259	334
MvSl-1064-A1-R4_MC01-1g02469	1350	1842	1406	1560
MvSl-1064-A1-R4_MC01-1g02470	1148	1734	1965	2323
MvSl-1064-A1-R4_MC01-1g02471	2340	5451	2978	3210
MvSl-1064-A1-R4_MC01-1g02472	2257	3334	3103	2985
MvSl-1064-A1-R4_MC01-1g02473	182	232	317	350
MvSl-1064-A1-R4_MC01-1g02474	3796	5189	5408	5272
MvSl-1064-A1-R4_MC01-1g02475	1735	2586	2320	2123
MvSl-1064-A1-R4_MC01-1g02476	361	574	1191	1389
MvSl-1064-A1-R4_MC01-1g02477	203	119	153	195
MvSl-1064-A1-R4_MC01-1g02478	3511	4933	6570	5546
MvSl-1064-A1-R4_MC01-1g02479	17474	27542	38105	37620
MvSl-1064-A1-R4_MC01-1g02480	1297	2613	2074	2475
MvSl-1064-A1-R4_MC01-1g02481	3148	4934	4527	5291
MvSl-1064-A1-R4_MC01-1g02482	1365	1976	1883	1633
MvSl-1064-A1-R4_MC01-1g02483	3322	4186	5758	4638
MvSl-1064-A1-R4_MC01-1g02484	1445	1526	2306	2003
MvSl-1064-A1-R4_MC01-1g02485	657	1339	818	977
MvSl-1064-A1-R4_MC01-1g02486	356	829	357	432
MvSl-1064-A1-R4_MC01-1g02487	1051	1560	1656	1552
MvSl-1064-A1-R4_MC01-1g02488	6	5	7	2
MvSl-1064-A1-R4_MC01-1g02489	1904	4208	2241	2278
MvSl-1064-A1-R4_MC01-1g02490	1517	2300	2235	2229
MvSl-1064-A1-R4_MC01-1g02491	1342	1906	2635	2203
MvSl-1064-A1-R4_MC01-1g02492	250	353	387	357
MvSl-1064-A1-R4_MC01-1g02493	1019	1289	1515	1409
MvSl-1064-A1-R4_MC01-1g02494	338	159	311	144
MvSl-1064-A1-R4_MC01-1g02495	4023	3707	6119	4495
MvSl-1064-A1-R4_MC01-1g02496	1353	2221	1893	1892
MvSl-1064-A1-R4_MC01-1g02497	673	1184	1449	1737
MvSl-1064-A1-R4_MC01-1g02498	1468	2157	1931	1874
MvSl-1064-A1-R4_MC01-1g02499	3690	4656	6659	6485
MvSl-1064-A1-R4_MC01-1g02500	11964	18987	14156	16848
MvSl-1064-A1-R4_MC01-1g02501	22593	32969	36767	36113
MvSl-1064-A1-R4_MC01-1g02502	245	253	258	258
MvSl-1064-A1-R4_MC01-1g02503	610	956	859	987
MvSl-1064-A1-R4_MC01-1g02504	211	145	110	150
MvSl-1064-A1-R4_MC01-1g02505	6595	8424	10840	10944
MvSl-1064-A1-R4_MC01-1g02506	1516	1753	1807	1395
MvSl-1064-A1-R4_MC01-1g02507	549	1084	667	589
MvSl-1064-A1-R4_MC01-1g02508	5186	12134	8495	7175
MvSl-1064-A1-R4_MC01-1g02509	1183	1378	1667	2285
MvSl-1064-A1-R4_MC01-1g02510	609	770	805	921
MvSl-1064-A1-R4_MC01-1g02511	79.1774	141.794	96.1449	86.8408
MvSl-1064-A1-R4_MC01-1g02512	316.794	355.21	689.653	551.017
MvSl-1064-A1-R4_MC01-1g02513	4.37928	4.96538	1.77358	4.25483
MvSl-1064-A1-R4_MC01-1g02514	581	672	654	619
MvSl-1064-A1-R4_MC01-1g02515	266	421	364	418
MvSl-1064-A1-R4_MC01-1g02516	322	366	446	445
MvSl-1064-A1-R4_MC01-1g02517	3140	5291	4535	3719
MvSl-1064-A1-R4_MC01-1g02518	863	797	900	925
MvSl-1064-A1-R4_MC01-1g02519	1410	2097	1799	1975
MvSl-1064-A1-R4_MC01-1g02520	4263	6899	5712	5711
MvSl-1064-A1-R4_MC01-1g02521	381	322	503	573
MvSl-1064-A1-R4_MC01-1g02522	225	342	446	304
MvSl-1064-A1-R4_MC01-1g02523	3999	2242	2912	2824
MvSl-1064-A1-R4_MC01-1g02524	338	200	234	314
MvSl-1064-A1-R4_MC01-1g02525	1112	960	1116	966
MvSl-1064-A1-R4_MC01-1g02526	69	89	85	75
MvSl-1064-A1-R4_MC01-1g02527	1690	2333	2272	2126
MvSl-1064-A1-R4_MC01-1g02528	1304	1337	1123	1208
MvSl-1064-A1-R4_MC01-1g02529	831	1086	1210	1087
MvSl-1064-A1-R4_MC01-1g02530	2331	2982	2798	2913
MvSl-1064-A1-R4_MC01-1g02531	616	929	1400	1192
MvSl-1064-A1-R4_MC01-1g02532	4611	5648	11144	9380
MvSl-1064-A1-R4_MC01-1g02533	783	849	1128	1290
MvSl-1064-A1-R4_MC01-1g02534	119	231	119	292
MvSl-1064-A1-R4_MC01-1g02535	971	1096	935	879
MvSl-1064-A1-R4_MC01-1g02536	264	278	327	410
MvSl-1064-A1-R4_MC01-1g02537	1279	1769	2295	2592
MvSl-1064-A1-R4_MC01-1g02538	3719	4486	5305	4170
MvSl-1064-A1-R4_MC01-1g02539	2321	1944	2404	2198
MvSl-1064-A1-R4_MC01-1g02540	961	409	388	233
MvSl-1064-A1-R4_MC01-1g02541	1602	2188	2379	2569
MvSl-1064-A1-R4_MC01-1g02542	1840	2971	2502	2471
MvSl-1064-A1-R4_MC01-1g02543	619	954	931	1013
MvSl-1064-A1-R4_MC01-1g02544	4671	6867	7566	7276
MvSl-1064-A1-R4_MC01-1g02545	292	314	487	546
MvSl-1064-A1-R4_MC01-1g02546	11251	9404	15357	11635
MvSl-1064-A1-R4_MC01-1g02547	11.2272	9.32066	15.1739	8.29552
MvSl-1064-A1-R4_MC01-1g02548	14.1283	0	14.4624	12.0081
MvSl-1064-A1-R4_MC01-1g02549	1.5861	0	0	0
MvSl-1064-A1-R4_MC01-1g02550	0	1.00816	0	0
MvSl-1064-A1-R4_MC01-1g02551	102.232	142.601	96.0624	77.2075
MvSl-1064-A1-R4_MC01-1g02552	192.972	147.944	204.423	207.924
MvSl-1064-A1-R4_MC01-1g02553	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02554	2688	3084	3297	3692
MvSl-1064-A1-R4_MC01-1g02555	8960	14390	22482	15641
MvSl-1064-A1-R4_MC01-1g02556	2371	3354	3843	3840
MvSl-1064-A1-R4_MC01-1g02557	1227	1302	1442	1573
MvSl-1064-A1-R4_MC01-1g02558	13548	25619	32675	26034
MvSl-1064-A1-R4_MC01-1g02559	7833	11839	12811	11999
MvSl-1064-A1-R4_MC01-1g02560	2473	4661	3483	3104
MvSl-1064-A1-R4_MC01-1g02561	637	803	936	973
MvSl-1064-A1-R4_MC01-1g02562	508.731	501.929	589.873	679.545
MvSl-1064-A1-R4_MC01-1g02563	4564	6562	8651	8075
MvSl-1064-A1-R4_MC01-1g02564	12	5	1	1
MvSl-1064-A1-R4_MC01-1g02565	1197	253	217	162
MvSl-1064-A1-R4_MC01-1g02566	1196	2015	1726	1552
MvSl-1064-A1-R4_MC01-1g02567	490	828	689	918
MvSl-1064-A1-R4_MC01-1g02568	8915	15208	19536	15520
MvSl-1064-A1-R4_MC01-1g02569	3109	5969	5034	8115
MvSl-1064-A1-R4_MC01-1g02570	1015	1249	1206	1302
MvSl-1064-A1-R4_MC01-1g02571	2313	3158	3774	3191
MvSl-1064-A1-R4_MC01-1g02572	1112	1879	1761	1665
MvSl-1064-A1-R4_MC01-1g02573	2891	4371	4673	4541
MvSl-1064-A1-R4_MC01-1g02574	915.221	982.138	1261.17	1161.74
MvSl-1064-A1-R4_MC01-1g02575	270	312	659	762
MvSl-1064-A1-R4_MC01-1g02576	378	532	1019	1127
MvSl-1064-A1-R4_MC01-1g02577	782	690	898	1090
MvSl-1064-A1-R4_MC01-1g02578	4604	6082	7299	7945
MvSl-1064-A1-R4_MC01-1g02579	3109	4855	4345	4217
MvSl-1064-A1-R4_MC01-1g02580	3579	4308	2903	3745
MvSl-1064-A1-R4_MC01-1g02583	874	1147	1397	1249
MvSl-1064-A1-R4_MC01-1g02584	355	468	383	442
MvSl-1064-A1-R4_MC01-1g02585	45	16	17	18
MvSl-1064-A1-R4_MC01-1g02586	1	0	5	2
MvSl-1064-A1-R4_MC01-1g02588	1.63004	0	0	0
MvSl-1064-A1-R4_MC01-1g02589	2.0709	0	2.08981	0
MvSl-1064-A1-R4_MC01-1g02590	1634	2899	2340	2473
MvSl-1064-A1-R4_MC01-1g02591	570	718	760	922
MvSl-1064-A1-R4_MC01-1g02592	720	984	1209	1697
MvSl-1064-A1-R4_MC01-1g02593	16423	14682	6353	6690
MvSl-1064-A1-R4_MC01-1g02594	9	1	2	2
MvSl-1064-A1-R4_MC01-1g02595	7	2	3	0
MvSl-1064-A1-R4_MC01-1g02596	291	445	277	234
MvSl-1064-A1-R4_MC01-1g02597	95	163	244	177
MvSl-1064-A1-R4_MC01-1g02598	18.3447	28.9184	22.7422	14.5849
MvSl-1064-A1-R4_MC01-1g02599	3800	6342	4854	4855
MvSl-1064-A1-R4_MC01-1g02600	3102	5675	6246	4805
MvSl-1064-A1-R4_MC01-1g02601	83	96	99	129
MvSl-1064-A1-R4_MC01-1g02602	2026	3078	2255	2611
MvSl-1064-A1-R4_MC01-1g02603	136	64	31	22
MvSl-1064-A1-R4_MC01-1g02604	11	3	8	5
MvSl-1064-A1-R4_MC01-1g02605	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02606	1502.91	1264.93	1848.98	1869.68
MvSl-1064-A1-R4_MC01-1g02607	1856	3243	2519	2596
MvSl-1064-A1-R4_MC01-1g02608	3531.91	5787.62	3495.94	3562.85
MvSl-1064-A1-R4_MC01-1g02609	1085	1209	2573	2137
MvSl-1064-A1-R4_MC01-1g02610	80	77	205	186
MvSl-1064-A1-R4_MC01-1g02611	3	4	2	2
MvSl-1064-A1-R4_MC01-1g02613	6227.29	7693.39	15146.2	9309.48
MvSl-1064-A1-R4_MC01-1g02614	2173	2766	5040	6821
MvSl-1064-A1-R4_MC01-1g02615	1329	2509	2180	2009
MvSl-1064-A1-R4_MC01-1g02616	2875	4172	2708	2579
MvSl-1064-A1-R4_MC01-1g02617	1233	2331	1438	1401
MvSl-1064-A1-R4_MC01-1g02618	2605	2797	3169	3112
MvSl-1064-A1-R4_MC01-1g02619	2	4	0	2
MvSl-1064-A1-R4_MC01-1g02620	1715	3332	2042	2015
MvSl-1064-A1-R4_MC01-1g02621	218.082	281.417	302.207	300.762
MvSl-1064-A1-R4_MC01-1g02622	2297	3643	3461	3415
MvSl-1064-A1-R4_MC01-1g02623	5466	2657	3262	2512
MvSl-1064-A1-R4_MC01-1g02624	1769	2983	2430	2480
MvSl-1064-A1-R4_MC01-1g02625	571	835	1247	1574
MvSl-1064-A1-R4_MC01-1g02626	691	1033	718	735
MvSl-1064-A1-R4_MC01-1g02627	1188.12	1126.55	1508.76	1338.89
MvSl-1064-A1-R4_MC01-1g02628	26122.2	42227.3	30339.7	36233.1
MvSl-1064-A1-R4_MC01-1g02629	2.15772	4.62407	2.21304	3.2201
MvSl-1064-A1-R4_MC01-1g02630	1171	1409	1492	1528
MvSl-1064-A1-R4_MC01-1g02631	738	1184	960	1050
MvSl-1064-A1-R4_MC01-1g02632	188	235	522	482
MvSl-1064-A1-R4_MC01-1g02633	4	4	7	10
MvSl-1064-A1-R4_MC01-1g02634	64.7791	73.9151	81.2737	91.4711
MvSl-1064-A1-R4_MC01-1g02635	339	404	564	739
MvSl-1064-A1-R4_MC01-1g02636	3042	4685	4800	4365
MvSl-1064-A1-R4_MC01-1g02637	6	8	7	7
MvSl-1064-A1-R4_MC01-1g02638	434	417	359	488
MvSl-1064-A1-R4_MC01-1g02639	1	3	10	10
MvSl-1064-A1-R4_MC01-1g02640	758	819	1273	1841
MvSl-1064-A1-R4_MC01-1g02641	777	720	849	948
MvSl-1064-A1-R4_MC01-1g02642	6204	7632	6339	6801
MvSl-1064-A1-R4_MC01-1g02643	2579	4173	3237	3012
MvSl-1064-A1-R4_MC01-1g02644	3000	4126	5380	5670
MvSl-1064-A1-R4_MC01-1g02645	710	1078	946	974
MvSl-1064-A1-R4_MC01-1g02646	8	10	13	10
MvSl-1064-A1-R4_MC01-1g02647	7	7	19	11
MvSl-1064-A1-R4_MC01-1g02648	1114	1114	2421	2278
MvSl-1064-A1-R4_MC01-1g02649	7236	14967	7919	7516
MvSl-1064-A1-R4_MC01-1g02650	125	139	127	191
MvSl-1064-A1-R4_MC01-1g02651	1185.12	1402.99	1353.79	1216.12
MvSl-1064-A1-R4_MC01-1g02653	78.8821	64.2776	69.3862	57.6448
MvSl-1064-A1-R4_MC01-1g02655	1839	1823	1936	2361
MvSl-1064-A1-R4_MC01-1g02656	497	696	832	746
MvSl-1064-A1-R4_MC01-1g02657	14431	20810	16427	16883
MvSl-1064-A1-R4_MC01-1g02658	538	858	469	887
MvSl-1064-A1-R4_MC01-1g02659	730	1168	1182	1090
MvSl-1064-A1-R4_MC01-1g02660	672	924	1038	1046
MvSl-1064-A1-R4_MC01-1g02661	2627	3260	3771	3873
MvSl-1064-A1-R4_MC01-1g02662	833	1683	964	988
MvSl-1064-A1-R4_MC01-1g02663	210	168	183	251
MvSl-1064-A1-R4_MC01-1g02664	0	0	1	0
MvSl-1064-A1-R4_MC01-1g02665	3754	2255	3058	2909
MvSl-1064-A1-R4_MC01-1g02666	279.745	301.885	283.032	458.98
MvSl-1064-A1-R4_MC01-1g02667	287	152	164	430
MvSl-1064-A1-R4_MC01-1g02668	11	15	31	13
MvSl-1064-A1-R4_MC01-1g02669	0	3	7	3.26315
MvSl-1064-A1-R4_MC01-1g02670	557	584	984	691
MvSl-1064-A1-R4_MC01-1g02671	649	867	930	949
MvSl-1064-A1-R4_MC01-1g02672	430	594	690	639
MvSl-1064-A1-R4_MC01-1g02673	1165	1583	1433	1353
MvSl-1064-A1-R4_MC01-1g02674	1324	1889	1902	1981
MvSl-1064-A1-R4_MC01-1g02675	861	1292	876	801
MvSl-1064-A1-R4_MC01-1g02676	180	250	219	221
MvSl-1064-A1-R4_MC01-1g02677	2977	5590	4953	4494
MvSl-1064-A1-R4_MC01-1g02678	1490	1729	2180	2425
MvSl-1064-A1-R4_MC01-1g02679	6732	9669	9126	9748
MvSl-1064-A1-R4_MC01-1g02680	5	6	13	4
MvSl-1064-A1-R4_MC01-1g02681	2071	1737	2644	2837
MvSl-1064-A1-R4_MC01-1g02682	2008	1979	2197	2205
MvSl-1064-A1-R4_MC01-1g02683	10893	16457	16517	13513
MvSl-1064-A1-R4_MC01-1g02684	981	2066	890	1058
MvSl-1064-A1-R4_MC01-1g02685	333.857	350.599	315.287	383.643
MvSl-1064-A1-R4_MC01-1g02686	73.6048	68.2489	84.097	104.642
MvSl-1064-A1-R4_MC01-1g02687	352	708	434	515
MvSl-1064-A1-R4_MC01-1g02688	449	965	928	881
MvSl-1064-A1-R4_MC01-1g02689	1084.11	1246	1801	1984
MvSl-1064-A1-R4_MC01-1g02690	1797	1625	1432	1723
MvSl-1064-A1-R4_MC01-1g02691	1358	1752	1216	1286
MvSl-1064-A1-R4_MC01-1g02692	243	277	195	222
MvSl-1064-A1-R4_MC01-1g02693	3665	8315	3599	4332
MvSl-1064-A1-R4_MC01-1g02694	2057	2719	2662	2714
MvSl-1064-A1-R4_MC01-1g02695	4875	6530	7548	7792
MvSl-1064-A1-R4_MC01-1g02696	617	1018	950	982
MvSl-1064-A1-R4_MC01-1g02697	200	224	255	298
MvSl-1064-A1-R4_MC01-1g02698	110	123	159	211
MvSl-1064-A1-R4_MC01-1g02699	1389	1569	1867	2163
MvSl-1064-A1-R4_MC01-1g02700	1018	1437	1786	2485
MvSl-1064-A1-R4_MC01-1g02702	2883	2761	2438	2992
MvSl-1064-A1-R4_MC01-1g02703	789	1406	1270	1078
MvSl-1064-A1-R4_MC01-1g02704	1546	1851	1923	1793
MvSl-1064-A1-R4_MC01-1g02705	2107	3088	3353	3717
MvSl-1064-A1-R4_MC01-1g02706	174	152	177	203
MvSl-1064-A1-R4_MC01-1g02708	3	1	5	4
MvSl-1064-A1-R4_MC01-1g02709	1927	2762	2396	2403
MvSl-1064-A1-R4_MC01-1g02710	6774	8699	9621	9613
MvSl-1064-A1-R4_MC01-1g02711	6346	6173	8561	8810
MvSl-1064-A1-R4_MC01-1g02712	2553	2967	2659	2859
MvSl-1064-A1-R4_MC01-1g02713	3312	3019	4219	4025
MvSl-1064-A1-R4_MC01-1g02714	3062	5272	4667	4141
MvSl-1064-A1-R4_MC01-1g02715	164.516	117.117	152.497	165.809
MvSl-1064-A1-R4_MC01-1g02716	13.1085	11.2892	17.8953	6.80489
MvSl-1064-A1-R4_MC01-1g02717	19.6209	32.3346	33.2596	35.4148
MvSl-1064-A1-R4_MC01-1g02718	549	598	447	571
MvSl-1064-A1-R4_MC01-1g02719	912	730	840	1128
MvSl-1064-A1-R4_MC01-1g02720	3360	5322	5061	5360
MvSl-1064-A1-R4_MC01-1g02721	3164	4413	4712.63	5583.11
MvSl-1064-A1-R4_MC01-1g02722	5405	7791	7566	7211
MvSl-1064-A1-R4_MC01-1g02723	30.6399	27.1333	27.9254	37.1724
MvSl-1064-A1-R4_MC01-1g02724	8.59447	26.8746	4	5.02832
MvSl-1064-A1-R4_MC01-1g02725	231.619	345.513	275.504	312.941
MvSl-1064-A1-R4_MC01-1g02726	32.5534	25.9165	22.3442	15.6334
MvSl-1064-A1-R4_MC01-1g02727	56.7631	70.0205	40.0664	46.3684
MvSl-1064-A1-R4_MC01-1g02730	567.769	552.274	538.098	498.902
MvSl-1064-A1-R4_MC01-1g02731	2578	3694	3168	3040
MvSl-1064-A1-R4_MC01-1g02732	588	592	712	652
MvSl-1064-A1-R4_MC01-1g02733	467	694	708	692
MvSl-1064-A1-R4_MC01-1g02734	636	1119	1601.99	1591
MvSl-1064-A1-R4_MC01-1g02735	1.11387	4.11386	12.3917	19
MvSl-1064-A1-R4_MC01-1g02736	34.2834	25.4927	36.5457	48.9315
MvSl-1064-A1-R4_MC01-1g02737	109	104	88	120
MvSl-1064-A1-R4_MC01-1g02738	180.896	266.715	158.191	198.593
MvSl-1064-A1-R4_MC01-1g02739	18503.1	32629.9	24673.6	27098.4
MvSl-1064-A1-R4_MC01-1g02740	2597	4050	2925	3170
MvSl-1064-A1-R4_MC01-1g02741	4053	5194	5063	5744
MvSl-1064-A1-R4_MC01-1g02744	191.582	291.924	223.07	211.147
MvSl-1064-A1-R4_MC01-1g02745	328.139	284.228	334.12	429.801
MvSl-1064-A1-R4_MC01-1g02747	0	0	0	0
MvSl-1064-A1-R4_MC01-1g02748	1.24363	0	4	0
MvSl-1064-A1-R4_MC01-1g02749	30395	53526	43032	41731
MvSl-1064-A1-R4_MC01-1g02750	262	436	341	419
MvSl-1064-A1-R4_MC01-1g02751	82.2737	77.9439	128.822	105.524
MvSl-1064-A1-R4_MC01-1g02752	492	557	579	493
MvSl-1064-A1-R4_MC01-1g02753	53.6835	95.6091	114.818	105.84
MvSl-1064-A1-R4_MC01-1g02754	1600.41	2249.05	1496.28	1573.32
MvSl-1064-A1-R4_MC01-1g02755	0	0	1	0
MvSl-1064-A1-R4_MC01-1g02756	777.924	1570.94	1204.61	1180.34
MvSl-1064-A1-R4_MC01-1g02757	55.9185	51.4998	68.7286	63.0783
MvSl-1064-A1-R4_MC01-1g02758	40	39	57	63
MvSl-1064-A1-R4_MC01-1g02759	134	133.49	171	146
MvSl-1064-A1-R4_MC01-1g02760	365.316	321.185	486.278	428.205
MvSl-1064-A1-R4_MC01-1g02761	199.108	189.963	334.882	203.783
MvSl-1064-A1-R4_MC01-1g02762	1822	2222	2255	3677
MvSl-1064-A1-R4_MC01-1g02763	2890	4872	11065	8243
MvSl-1064-A1-R4_MC01-1g02764	1946	2388	2728	2366
MvSl-1064-A1-R4_MC01-1g02765	1142	1061	1488	1533
MvSl-1064-A1-R4_MC01-1g02766	3300	5109	4292	4161
MvSl-1064-A1-R4_MC01-1g02767	1593	2110	1985	2072
MvSl-1064-A1-R4_MC01-1g02768	2757	5069	3390	3206
MvSl-1064-A1-R4_MC01-1g02769	300.358	597.984	271.878	288.937
MvSl-1064-A1-R4_MC01-1g02770	1877	2209	2945	3318
MvSl-1064-A1-R4_MC01-1g02771	341	322	300	328
MvSl-1064-A1-R4_MC01-1g02772	3189	5771	3770	3426
MvSl-1064-A1-R4_MC01-1g02773	6.5186	1.48789	1.03313	2
MvSl-1064-A1-R4_MC01-1g02774	6.40507	7.15036	2.1432	1.07522
MvSl-1064-A1-R4_MC01-1g02775	168	199	287	230
MvSl-1064-A1-R4_MC01-1g02776	2140	2945	3153	3844
MvSl-1064-A1-R4_MC01-1g02777	93	111	89	95
MvSl-1064-A1-R4_MC01-1g02778	2.82813	0	1	1
MvSl-1064-A1-R4_MC01-1g02779	438.882	275.062	237.678	207.625
MvSl-1064-A1-R4_MC01-1g02780	170	189	192	249
MvSl-1064-A1-R4_MC01-1g02781	387	400	448	482
MvSl-1064-A1-R4_MC01-1g02782	1718	2129	2595	2267
MvSl-1064-A1-R4_MC01-1g02783	1391	1480	1911	2388
MvSl-1064-A1-R4_MC01-1g02784	0	0	1	0
MvSl-1064-A1-R4_MC01-1g02785	316.204	558.651	295.797	300.191
MvSl-1064-A1-R4_MC01-1g02786	1699	2955	3267	3208
MvSl-1064-A1-R4_MC01-1g02787	33.9838	87.0709	158.828	181.324
MvSl-1064-A1-R4_MC01-1g02788	1330.26	1515.41	1531.12	1517.4
MvSl-1064-A1-R4_MC01-1g02789	1.02598	0	2.05978	1.08482
MvSl-1064-A1-R4_MC01-1g02790	1	1	3	1
MvSl-1064-A1-R4_MC01-1g02791	608	946	1456	2338
MvSl-1064-A1-R4_MC01-1g02792	2083	3840	2377	2488
MvSl-1064-A1-R4_MC01-1g02793	4650	5848	5041	5256
MvSl-1064-A1-R4_MC01-1g02794	1958	2563	2371	2255
MvSl-1064-A1-R4_MC01-1g02795	1381	2541	2187	2219
MvSl-1064-A1-R4_MC01-1g02798	202.525	199.841	227.471	182.569
MvSl-1064-A1-R4_MC01-1g02799	4038.53	6563.05	6084.9	5693.53
MvSl-1064-A1-R4_MC01-1g02800	4563	6590	8205	9829
MvSl-1064-A1-R4_MC01-1g02801	960	1570	1640	1966
MvSl-1064-A1-R4_MC01-1g02802	5239	10206	6790	6748
MvSl-1064-A1-R4_MC01-1g02803	8010	16917	7382	7501
MvSl-1064-A1-R4_MC01-1g02804	4	4	4.95449	12.7421
MvSl-1064-A1-R4_MC01-1g02805	11.0725	8.0427	7.11688	40.5157
MvSl-1064-A1-R4_MC01-1g02806	396	405	374.215	299.478
MvSl-1064-A1-R4_MC01-1g02807	94.1004	112.803	225.802	290.792
MvSl-1064-A1-R4_MC01-1g02808	57.1322	70.9339	124.944	203.141
MvSl-1064-A1-R4_MC01-1g02809	658	1006	2451	2081
MvSl-1064-A1-R4_MC01-1g02810	1888	1913	2380	2227
MvSl-1064-A1-R4_MC01-1g02811	1017.37	1332	1880.61	2429.04
