gene	M1	M2	M3
MinSal-1389-A1-17072018_C003g02040	775	679	323
MinSal-1389-A1-17072018_C003g02041	826	1144	346
MinSal-1389-A1-17072018_C003g02042	3282	4214	1945
MinSal-1389-A1-17072018_C003g02045	201	204	85
MinSal-1389-A1-17072018_C003g02046	69	89	70
MinSal-1389-A1-17072018_C003g02048	1	0	0
MinSal-1389-A1-17072018_C003g02049	146	164	102
MinSal-1389-A1-17072018_C003g02052	133	152	66
MinSal-1389-A1-17072018_C003g02054	0	1	0
MinSal-1389-A1-17072018_C003g02055	0	0	0
MinSal-1389-A1-17072018_C003g02056	254	219	281
MinSal-1389-A1-17072018_C003g02057	926	1280	781
MinSal-1389-A1-17072018_C003g02058	0	0	0
MinSal-1389-A1-17072018_C003g02059	3046	3285	1530
MinSal-1389-A1-17072018_C003g02060	2995	3697	2030
MinSal-1389-A1-17072018_C003g02061	31591	30847	23432
MinSal-1389-A1-17072018_C003g02062	0	0	0
MinSal-1389-A1-17072018_C003g02063	4560	5469	3126
MinSal-1389-A1-17072018_C003g02064	123	128	78
MinSal-1389-A1-17072018_C003g02065	0	0	0
MinSal-1389-A1-17072018_C003g02066	64	57	57
MinSal-1389-A1-17072018_C003g02067	0	0	0
MinSal-1389-A1-17072018_C003g02068	349	308	137
MinSal-1389-A1-17072018_C003g02069	1	1	1
MinSal-1389-A1-17072018_C003g02070	778	751	627
MinSal-1389-A1-17072018_C003g02071	2132	1675	1250
MinSal-1389-A1-17072018_C003g02072	1683	1877	1011
MinSal-1389-A1-17072018_C003g02073	679	1001	356
MinSal-1389-A1-17072018_C003g02074	3166	3440	2228
MinSal-1389-A1-17072018_C003g02075	0	0	0
MinSal-1389-A1-17072018_C003g02076	1072	1192	618
MinSal-1389-A1-17072018_C003g02077	381	439	265
MinSal-1389-A1-17072018_C003g02078	0	0	0
MinSal-1389-A1-17072018_C003g02079	0	0	0
MinSal-1389-A1-17072018_C003g02080	455	406	335
MinSal-1389-A1-17072018_C003g02081	1207	1256	803
MinSal-1389-A1-17072018_C003g02082	1156	1424	727
MinSal-1389-A1-17072018_C003g02084	48	87	47
MinSal-1389-A1-17072018_C003g02085	453	611	381
MinSal-1389-A1-17072018_C003g02086	2	0	0
MinSal-1389-A1-17072018_C003g02087	0	0	0
MinSal-1389-A1-17072018_C003g02089	1076	1450	725
MinSal-1389-A1-17072018_C003g02090	173	243	130
MinSal-1389-A1-17072018_C003g02091	1435	2025	772
MinSal-1389-A1-17072018_C003g02093	0	0	0
MinSal-1389-A1-17072018_C003g02094	44	80	41
MinSal-1389-A1-17072018_C003g02095	337	393	120
MinSal-1389-A1-17072018_C003g02096	56	93	35
MinSal-1389-A1-17072018_C003g02097	0	0	0
MinSal-1389-A1-17072018_C003g02100	0	0	0
MinSal-1389-A1-17072018_C003g02101	1693	1399	962
MinSal-1389-A1-17072018_C003g02102	5764	6804	2992
MinSal-1389-A1-17072018_C003g02103	3211	3008	1727
MinSal-1389-A1-17072018_C003g02104	0	1	0
MinSal-1389-A1-17072018_C003g02105	1281	1441	781
MinSal-1389-A1-17072018_C003g02107	0	0	0
MinSal-1389-A1-17072018_C003g02109	473	507	276
MinSal-1389-A1-17072018_C003g02110	1624	1441	605
MinSal-1389-A1-17072018_C003g02111	0	0	0
MinSal-1389-A1-17072018_C003g02112	250418	187635	150589
MinSal-1389-A1-17072018_C003g02113	1	0	0
MinSal-1389-A1-17072018_C003g02114	578	671	492
MinSal-1389-A1-17072018_C003g02115	7652	7925	4679
MinSal-1389-A1-17072018_C003g02116	1358	1331	636
MinSal-1389-A1-17072018_C003g02117	566	665	377
MinSal-1389-A1-17072018_C003g02118	776	869	606
MinSal-1389-A1-17072018_C003g02119	1	1	0
MinSal-1389-A1-17072018_C003g02120	250	294	186
MinSal-1389-A1-17072018_C003g02121	2265	2551	1431
MinSal-1389-A1-17072018_C003g02122	764	1200	457
MinSal-1389-A1-17072018_C003g02123	3097	3461	1434
MinSal-1389-A1-17072018_C003g02124	1117	1163	793
MinSal-1389-A1-17072018_C003g02125	2397	2718	1460
MinSal-1389-A1-17072018_C003g02126	2519	1782	3190
MinSal-1389-A1-17072018_C003g02127	2	0	0
MinSal-1389-A1-17072018_C003g02128	419	543	359
MinSal-1389-A1-17072018_C003g02129	134	157	79
MinSal-1389-A1-17072018_C003g02130	0	0	0
MinSal-1389-A1-17072018_C003g02131	187	163	127
MinSal-1389-A1-17072018_C003g02132	0	1	0
MinSal-1389-A1-17072018_C003g02133	226	230	128
MinSal-1389-A1-17072018_C003g02136	0	0	0
MinSal-1389-A1-17072018_C003g02138	774	974	468
MinSal-1389-A1-17072018_C003g02139	3130	3116	1597
MinSal-1389-A1-17072018_C003g02140	1752	1644	874
MinSal-1389-A1-17072018_C003g02141	0	0	0
MinSal-1389-A1-17072018_C003g02143	130	126	123
MinSal-1389-A1-17072018_C003g02145	0	0	0
MinSal-1389-A1-17072018_C003g02146	102	112	53
MinSal-1389-A1-17072018_C003g02147	709	1082	394
MinSal-1389-A1-17072018_C003g02151	222	295	128
MinSal-1389-A1-17072018_C003g02152	323	484	240
MinSal-1389-A1-17072018_C003g02153	0	0	0
MinSal-1389-A1-17072018_C003g02154	27	20	14
MinSal-1389-A1-17072018_C003g02155	2119	2294	1183
MinSal-1389-A1-17072018_C003g02156	0	0	0
MinSal-1389-A1-17072018_C003g02157	0	0	0
MinSal-1389-A1-17072018_C003g02158	188	179	94
MinSal-1389-A1-17072018_C003g02159	172	199	65
MinSal-1389-A1-17072018_C003g02160	0	1	0
MinSal-1389-A1-17072018_C003g02161	1905	1934	775
MinSal-1389-A1-17072018_C003g02162	244	241	139
MinSal-1389-A1-17072018_C003g02163	1956	1933	715
MinSal-1389-A1-17072018_C003g02164	1869	1673	1402
MinSal-1389-A1-17072018_C003g02165	471	466	261
MinSal-1389-A1-17072018_C003g02166	0	0	0
MinSal-1389-A1-17072018_C003g02169	0	0	0
MinSal-1389-A1-17072018_C003g02170	2076	2351	1197
MinSal-1389-A1-17072018_C003g02171	488	683	284
MinSal-1389-A1-17072018_C003g02172	222	228	136
MinSal-1389-A1-17072018_C003g02173	333	247	250
MinSal-1389-A1-17072018_C003g02174	159	191	98
MinSal-1389-A1-17072018_C003g02175	155	148	98
MinSal-1389-A1-17072018_C003g02176	878	1000	455
MinSal-1389-A1-17072018_C003g02177	744	854	506
MinSal-1389-A1-17072018_C003g02178	1590	1839	803
MinSal-1389-A1-17072018_C003g02179	3915	5134	2454
MinSal-1389-A1-17072018_C003g02180	148	229	144
MinSal-1389-A1-17072018_C003g02181	0	0	1
MinSal-1389-A1-17072018_C003g02183	0	0	0
MinSal-1389-A1-17072018_C003g02184	786	878	343
MinSal-1389-A1-17072018_C003g02185	711	808	364
MinSal-1389-A1-17072018_C003g02186	4723	6322	3335
MinSal-1389-A1-17072018_C003g02187	4133	853	1186
MinSal-1389-A1-17072018_C003g02188	10120	8425	2120
MinSal-1389-A1-17072018_C003g02189	1	0	0
MinSal-1389-A1-17072018_C003g02190	664	821	475
MinSal-1389-A1-17072018_C003g02191	610	598	381
MinSal-1389-A1-17072018_C003g02192	108	177	64
MinSal-1389-A1-17072018_C003g02193	467	515	224
MinSal-1389-A1-17072018_C003g02194	2446	2869	1240
MinSal-1389-A1-17072018_C003g02196	207	234	138
MinSal-1389-A1-17072018_C003g02197	258	333	142
MinSal-1389-A1-17072018_C003g02198	188	171	114
MinSal-1389-A1-17072018_C003g02199	1637	1882	861
MinSal-1389-A1-17072018_C003g02201	0	0	0
MinSal-1389-A1-17072018_C003g02202	0	0	0
MinSal-1389-A1-17072018_C003g02203	0	0	0
MinSal-1389-A1-17072018_C003g02204	74	102	57
MinSal-1389-A1-17072018_C003g02205	57	73	29
MinSal-1389-A1-17072018_C003g02206	0	0	0
MinSal-1389-A1-17072018_C003g02207	279	307	102
MinSal-1389-A1-17072018_C003g02208	237	184	144
MinSal-1389-A1-17072018_C003g02209	288	201	199
MinSal-1389-A1-17072018_C003g02210	2141	2706	1531
MinSal-1389-A1-17072018_C003g02211	845	830	680
MinSal-1389-A1-17072018_C003g02212	2	3	0
MinSal-1389-A1-17072018_C003g02213	0	0	0
MinSal-1389-A1-17072018_C003g02214	6	1	1
MinSal-1389-A1-17072018_C003g02215	2527	2582	1411
MinSal-1389-A1-17072018_C003g02216	0	0	0
MinSal-1389-A1-17072018_C003g02217	453	537	192
MinSal-1389-A1-17072018_C003g02218	1188	1610	914
MinSal-1389-A1-17072018_C003g02219	1	0	0
MinSal-1389-A1-17072018_C003g02220	2269	3156	1101
MinSal-1389-A1-17072018_C003g02221	0	0	0
MinSal-1389-A1-17072018_C003g02222	530	501	346
MinSal-1389-A1-17072018_C003g02223	0	0	0
MinSal-1389-A1-17072018_C003g02227	282	277	115
MinSal-1389-A1-17072018_C003g02228	3856	3831	3481
MinSal-1389-A1-17072018_C003g02229	124062	94429	96694
MinSal-1389-A1-17072018_C003g02230	125	202	112
MinSal-1389-A1-17072018_C003g02231	2121	3073	1773
MinSal-1389-A1-17072018_C003g02232	0	0	0
MinSal-1389-A1-17072018_C003g02234	1201	970	844
MinSal-1389-A1-17072018_C003g02235	131	109	126
MinSal-1389-A1-17072018_C003g02236	563	981	539
MinSal-1389-A1-17072018_C003g02237	0	0	0
MinSal-1389-A1-17072018_C003g02238	9540	11549	5001
MinSal-1389-A1-17072018_C003g02239	4	0	0
MinSal-1389-A1-17072018_C003g02240	0	0	2
MinSal-1389-A1-17072018_C003g02241	258	370	173
MinSal-1389-A1-17072018_C003g02242	140	245	88
MinSal-1389-A1-17072018_C003g02243	0	0	0
MinSal-1389-A1-17072018_C003g02244	1325	1617	576
MinSal-1389-A1-17072018_C003g02245	9773	10591	8274
MinSal-1389-A1-17072018_C003g02246	500	616	333
MinSal-1389-A1-17072018_C003g02247	302	327	229
MinSal-1389-A1-17072018_C003g02248	2347	3160	1559
MinSal-1389-A1-17072018_C003g02249	188	159	96
MinSal-1389-A1-17072018_C003g02250	435	502	224
MinSal-1389-A1-17072018_C003g02251	675	883	333
MinSal-1389-A1-17072018_C003g02252	94	97	54
MinSal-1389-A1-17072018_C003g02253	437	616	125
MinSal-1389-A1-17072018_C003g02254	470	565	282
MinSal-1389-A1-17072018_C003g02255	110	188	78
MinSal-1389-A1-17072018_C003g02256	1586	1624	722
MinSal-1389-A1-17072018_C003g02257	298	331	213
MinSal-1389-A1-17072018_C003g02258	1	1	0
MinSal-1389-A1-17072018_C003g02259	0	0	0
MinSal-1389-A1-17072018_C003g02260	1104	1372	828
MinSal-1389-A1-17072018_C003g02261	0	0	0
MinSal-1389-A1-17072018_C003g02264	52	85	72
MinSal-1389-A1-17072018_C003g02265	111	71	48
MinSal-1389-A1-17072018_C003g02266	171	155	92
MinSal-1389-A1-17072018_C003g02267	155	184	92
MinSal-1389-A1-17072018_C003g02268	653	861	520
MinSal-1389-A1-17072018_C003g02270	5641	5390	4693
MinSal-1389-A1-17072018_C003g02271	0	0	0
MinSal-1389-A1-17072018_C003g02272	274.9	423.623	194.123
MinSal-1389-A1-17072018_C003g02273	0	0	0
MinSal-1389-A1-17072018_C003g02274	0	0	1
MinSal-1389-A1-17072018_C003g02275	0	0	0
MinSal-1389-A1-17072018_C003g02276	0	0	0
MinSal-1389-A1-17072018_C003g02277	0	0	0
MinSal-1389-A1-17072018_C003g02278	2389	2970	1273
MinSal-1389-A1-17072018_C003g02279	0	0	0
MinSal-1389-A1-17072018_C003g02280	247	364	134
MinSal-1389-A1-17072018_C003g02281	0	0	0
MinSal-1389-A1-17072018_C003g02282	0	0	0
MinSal-1389-A1-17072018_C003g02283	211	217	126
MinSal-1389-A1-17072018_C003g02284	4544	4945	2703
MinSal-1389-A1-17072018_C003g02285	0	0	0
MinSal-1389-A1-17072018_C003g02286	494	487	330
MinSal-1389-A1-17072018_C003g02288	637	833	433
MinSal-1389-A1-17072018_C003g02289	0	0	0
MinSal-1389-A1-17072018_C003g02290	696	893	477
MinSal-1389-A1-17072018_C003g02291	153	92	172
MinSal-1389-A1-17072018_C003g02292	166	248	135
MinSal-1389-A1-17072018_C003g02293	943	1151	593
MinSal-1389-A1-17072018_C003g02294	75	149	51
MinSal-1389-A1-17072018_C003g02295	9	20	9
MinSal-1389-A1-17072018_C003g02297	0	0	0
MinSal-1389-A1-17072018_C003g02298	2319	2816	1165
MinSal-1389-A1-17072018_C003g02299	230	338	107
MinSal-1389-A1-17072018_C003g02300	135	106	120
MinSal-1389-A1-17072018_C003g02301	112	169	62
MinSal-1389-A1-17072018_C003g02302	51	79	16
MinSal-1389-A1-17072018_C003g02303	796	629	499
MinSal-1389-A1-17072018_C003g02304	78	120	56
MinSal-1389-A1-17072018_C003g02305	0	0	0
MinSal-1389-A1-17072018_C003g02306	0	0	0
MinSal-1389-A1-17072018_C003g02307	1013	1136	515
MinSal-1389-A1-17072018_C003g02308	5373	5286	3829
MinSal-1389-A1-17072018_C003g02309	1511	1643	877
MinSal-1389-A1-17072018_C003g02310	601	703	273
MinSal-1389-A1-17072018_C003g02311	534	524	273
MinSal-1389-A1-17072018_C003g02312	0	0	0
MinSal-1389-A1-17072018_C003g02313	114	86	86
MinSal-1389-A1-17072018_C003g02314	150.742	58.5418	104.002
MinSal-1389-A1-17072018_C003g02315	0	1	0
MinSal-1389-A1-17072018_C003g02316	736	801	453
MinSal-1389-A1-17072018_C003g02317	1916	2638	1283
MinSal-1389-A1-17072018_C003g02318	2730	3131	1641
MinSal-1389-A1-17072018_C003g02323	1141	1314	957
MinSal-1389-A1-17072018_C003g02327	2	2	1
MinSal-1389-A1-17072018_C003g02328	0	1	0
MinSal-1389-A1-17072018_C003g02329	29.2879	17.5926	8.34253
MinSal-1389-A1-17072018_C003g02330	0	2	0
MinSal-1389-A1-17072018_C003g02331	669	854	403
MinSal-1389-A1-17072018_C003g02332	489	543	308
MinSal-1389-A1-17072018_C003g02333	2813	3526	1546
MinSal-1389-A1-17072018_C003g02334	1599	2055	857
MinSal-1389-A1-17072018_C003g02335	266	432	77
MinSal-1389-A1-17072018_C003g02336	2130	1997	1538
MinSal-1389-A1-17072018_C003g02337	66	46	25
MinSal-1389-A1-17072018_C003g02338	0	0	0
MinSal-1389-A1-17072018_C003g02339	2854	2873	1613
MinSal-1389-A1-17072018_C003g02340	720	870	567
MinSal-1389-A1-17072018_C003g02341	1	0	0
MinSal-1389-A1-17072018_C003g02342	329	379	189
MinSal-1389-A1-17072018_C003g02343	1	1	0
MinSal-1389-A1-17072018_C003g02344	2019	1870	1201
MinSal-1389-A1-17072018_C003g02345	756	780	372
MinSal-1389-A1-17072018_C003g02347	770	950	526
MinSal-1389-A1-17072018_C003g02348	1915	2083	1426
MinSal-1389-A1-17072018_C003g02349	928	765	348
MinSal-1389-A1-17072018_C003g02350	7	8	0
MinSal-1389-A1-17072018_C003g02351	1	0	0
MinSal-1389-A1-17072018_C003g02352	3	4	2
MinSal-1389-A1-17072018_C003g02355	5168	5543	3150
MinSal-1389-A1-17072018_C003g02356	0	0	0
MinSal-1389-A1-17072018_C003g02357	1	0	0
MinSal-1389-A1-17072018_C003g02358	0	1	0
MinSal-1389-A1-17072018_C003g02359	181	139	95
MinSal-1389-A1-17072018_C003g02360	0	0	0
MinSal-1389-A1-17072018_C003g02361	0	0	0
MinSal-1389-A1-17072018_C003g02362	0	0	0
MinSal-1389-A1-17072018_C003g02364	106	104	73
MinSal-1389-A1-17072018_C003g02365	1971	2034	961
MinSal-1389-A1-17072018_C003g02366	4080	4043	2155
MinSal-1389-A1-17072018_C003g02367	3823	4784	3124
MinSal-1389-A1-17072018_C003g02368	454	469	245
MinSal-1389-A1-17072018_C003g02369	0	0	0
MinSal-1389-A1-17072018_C003g02370	5200	4969	3647
MinSal-1389-A1-17072018_C003g02371	1349	1467	911
MinSal-1389-A1-17072018_C003g02372	0	0	0
MinSal-1389-A1-17072018_C003g02373	3452	4013	1747
MinSal-1389-A1-17072018_C003g02374	918	1206	615
MinSal-1389-A1-17072018_C003g02375	1002	1083	529
MinSal-1389-A1-17072018_C003g02377	8415	8590	5222
MinSal-1389-A1-17072018_C003g02378	1712	2058	1032
MinSal-1389-A1-17072018_C003g02379	1131	1495	690
MinSal-1389-A1-17072018_C003g02380	0	0	0
MinSal-1389-A1-17072018_C003g02381	9282	10334	5647
MinSal-1389-A1-17072018_C003g02382	175	265	146
MinSal-1389-A1-17072018_C003g02383	0	0	0
MinSal-1389-A1-17072018_C003g02384	0	0	0
MinSal-1389-A1-17072018_C003g02385	565	609	404
MinSal-1389-A1-17072018_C003g02386	764	563	497
MinSal-1389-A1-17072018_C003g02387	233	233	113
MinSal-1389-A1-17072018_C003g02388	161	146	95
MinSal-1389-A1-17072018_C003g02389	518	633	282
MinSal-1389-A1-17072018_C003g02390	544	639	227
MinSal-1389-A1-17072018_C003g02391	203	338	230
MinSal-1389-A1-17072018_C003g02392	0	0	0
MinSal-1389-A1-17072018_C003g02393	2354	2304	1406
MinSal-1389-A1-17072018_C003g02394	3376	3206	1823
MinSal-1389-A1-17072018_C003g02398	0	0	0
MinSal-1389-A1-17072018_C003g02404	0	0	0
MinSal-1389-A1-17072018_C003g02405	0	0	0
MinSal-1389-A1-17072018_C003g02406	0	0	0
MinSal-1389-A1-17072018_C003g02407	109	141	41
MinSal-1389-A1-17072018_C003g02408	146	146	134
MinSal-1389-A1-17072018_C003g02409	0	0	0
MinSal-1389-A1-17072018_C003g02410	526	546	256
MinSal-1389-A1-17072018_C003g02411	0	0	0
MinSal-1389-A1-17072018_C003g02412	44	52	35
MinSal-1389-A1-17072018_C003g02413	1	0	0
MinSal-1389-A1-17072018_C003g02414	387	528	202
MinSal-1389-A1-17072018_C003g02415	0	7	3
MinSal-1389-A1-17072018_C003g02416	1181	1322	601
MinSal-1389-A1-17072018_C003g02417	78	79	52
MinSal-1389-A1-17072018_C003g02418	71	121	44
MinSal-1389-A1-17072018_C003g02422	214	195	176
MinSal-1389-A1-17072018_C003g02423	314	251	210
MinSal-1389-A1-17072018_C003g02426	93	173	62
MinSal-1389-A1-17072018_C003g02427	751	1067	453
MinSal-1389-A1-17072018_C003g02428	637	520	361
MinSal-1389-A1-17072018_C003g02429	3	1	1
MinSal-1389-A1-17072018_C003g02430	217	248	114
MinSal-1389-A1-17072018_C003g02431	425	524	210
MinSal-1389-A1-17072018_C003g02432	9698	10470	5215
MinSal-1389-A1-17072018_C003g02433	1002	1132	686
MinSal-1389-A1-17072018_C003g02434	3062	3897	1576
MinSal-1389-A1-17072018_C003g02435	165	168	109
MinSal-1389-A1-17072018_C003g02436	203	277	147
MinSal-1389-A1-17072018_C003g02437	2852	3088	1905
MinSal-1389-A1-17072018_C003g02438	0	0	0
MinSal-1389-A1-17072018_C003g02439	4	0	1
MinSal-1389-A1-17072018_C003g02440	326	434	150
MinSal-1389-A1-17072018_C003g02441	348	484	228
MinSal-1389-A1-17072018_C003g02444	7168	7160	2128
MinSal-1389-A1-17072018_C003g02445	0	0	0
MinSal-1389-A1-17072018_C003g02446	0	0	0
MinSal-1389-A1-17072018_C003g02447	117	140	54
MinSal-1389-A1-17072018_C003g02448	0	0	0
MinSal-1389-A1-17072018_C003g02450	151	206	64
MinSal-1389-A1-17072018_C003g02452	0	0	0
MinSal-1389-A1-17072018_C003g02453	79	46	121
MinSal-1389-A1-17072018_C003g02454	6	16	4
MinSal-1389-A1-17072018_C003g02455	0	0	0
MinSal-1389-A1-17072018_C003g02456	911	1045	560
MinSal-1389-A1-17072018_C003g02459	1	0	0
MinSal-1389-A1-17072018_C003g02460	8	2	4
MinSal-1389-A1-17072018_C003g02461	0	0	0
MinSal-1389-A1-17072018_C003g02462	0	0	0
MinSal-1389-A1-17072018_C003g02463	0	0	0
MinSal-1389-A1-17072018_C003g02464	0	0	0
MinSal-1389-A1-17072018_C003g02465	1983	2301	1481
MinSal-1389-A1-17072018_C003g02466	175	190	119
MinSal-1389-A1-17072018_C003g02469	116	216	88
MinSal-1389-A1-17072018_C003g02471	0	0	0
MinSal-1389-A1-17072018_C003g02476	0	0	0
MinSal-1389-A1-17072018_C003g02477	470	625	208
MinSal-1389-A1-17072018_C003g02481	0	0	2
MinSal-1389-A1-17072018_C003g02482	2	4	0
MinSal-1389-A1-17072018_C003g02483	537	659	211
MinSal-1389-A1-17072018_C003g02484	0	0	0
MinSal-1389-A1-17072018_C003g02485	4536	4011	3290
MinSal-1389-A1-17072018_C003g02486	2864	3332	1244
MinSal-1389-A1-17072018_C003g02487	41	100	56
MinSal-1389-A1-17072018_C003g02488	0	0	3
MinSal-1389-A1-17072018_C003g02489	3708	4135	2988
MinSal-1389-A1-17072018_C003g02491	1104	1077	585
MinSal-1389-A1-17072018_C003g02492	1215	1579	657
MinSal-1389-A1-17072018_C003g02493	726	702	479
MinSal-1389-A1-17072018_C003g02494	868	751	665
MinSal-1389-A1-17072018_C003g02495	1	0	0
MinSal-1389-A1-17072018_C003g02496	1	7	2
MinSal-1389-A1-17072018_C003g02497	503.581	798	341
MinSal-1389-A1-17072018_C003g02500	559	718	377
MinSal-1389-A1-17072018_C003g02501	694	784	455
MinSal-1389-A1-17072018_C003g02502	0	0	0
MinSal-1389-A1-17072018_C003g02505	255	204	117
MinSal-1389-A1-17072018_C003g02506	26151	22613	26874
MinSal-1389-A1-17072018_C003g02507	489	477	288
MinSal-1389-A1-17072018_C003g02508	1	0	0
MinSal-1389-A1-17072018_C003g02510	376	346	292
MinSal-1389-A1-17072018_C003g02511	309	387	229
MinSal-1389-A1-17072018_C003g02512	573	560	336
MinSal-1389-A1-17072018_C003g02513	189	266	136
MinSal-1389-A1-17072018_C003g02514	0	0	0
MinSal-1389-A1-17072018_C003g02519	0	0	0
MinSal-1389-A1-17072018_C003g02520	0	0	0
MinSal-1389-A1-17072018_C003g02521	137	186	47
MinSal-1389-A1-17072018_C003g02522	208	292	95
MinSal-1389-A1-17072018_C003g02523	1	0	0
MinSal-1389-A1-17072018_C003g02527	0	0	0
MinSal-1389-A1-17072018_C003g02528	0	1	2
MinSal-1389-A1-17072018_C003g02529	386	329	273
MinSal-1389-A1-17072018_C003g02530	155	223	132
MinSal-1389-A1-17072018_C003g02531	941	982	391
MinSal-1389-A1-17072018_C003g02532	0	0	0
MinSal-1389-A1-17072018_C003g02540	286	487	211
MinSal-1389-A1-17072018_C003g02541	1142	1684	630
MinSal-1389-A1-17072018_C003g02543	0	0	0
MinSal-1389-A1-17072018_C003g02544	207	225	72
MinSal-1389-A1-17072018_C003g02548	0	0	0
MinSal-1389-A1-17072018_C003g02549	0	6	1
MinSal-1389-A1-17072018_C003g02551	3097	3383	1526
MinSal-1389-A1-17072018_C003g02552	633	791	367
MinSal-1389-A1-17072018_C003g02553	95	76	62
MinSal-1389-A1-17072018_C003g02554	86	106	74
MinSal-1389-A1-17072018_C003g02555	462	566	403
MinSal-1389-A1-17072018_C003g02556	0	0	0
MinSal-1389-A1-17072018_C003g02558	31	51	24
MinSal-1389-A1-17072018_C003g02559	3	1	3
MinSal-1389-A1-17072018_C003g02561	2027	1993	977
MinSal-1389-A1-17072018_C003g02562	3557	2679	2985
MinSal-1389-A1-17072018_C003g02563	1	0	0
MinSal-1389-A1-17072018_C003g02564	12	4	8
MinSal-1389-A1-17072018_C003g02565	887	1178	569
MinSal-1389-A1-17072018_C003g02566	437	485	249
MinSal-1389-A1-17072018_C003g02567	734	847	555
MinSal-1389-A1-17072018_C003g02568	72	138	83
MinSal-1389-A1-17072018_C003g02569	4061	4398	2403
MinSal-1389-A1-17072018_C003g02570	291	303	201
MinSal-1389-A1-17072018_C003g02571	473	643	347
MinSal-1389-A1-17072018_C003g02572	644	727	369
MinSal-1389-A1-17072018_C003g02573	148	209	87
MinSal-1389-A1-17072018_C003g02574	997	980	647
MinSal-1389-A1-17072018_C003g02575	1933	2122	1815
MinSal-1389-A1-17072018_C003g02576	112	85	20
MinSal-1389-A1-17072018_C003g02577	0	0	0
MinSal-1389-A1-17072018_C003g02578	452	329	256
MinSal-1389-A1-17072018_C003g02579	0	0	0
MinSal-1389-A1-17072018_C003g02580	4676	5429	1417
MinSal-1389-A1-17072018_C003g02581	376	574	287
MinSal-1389-A1-17072018_C003g02582	0	5	0
MinSal-1389-A1-17072018_C003g02583	2	0	0
MinSal-1389-A1-17072018_C003g02584	0	0	0
MinSal-1389-A1-17072018_C003g02585	1	0	0
MinSal-1389-A1-17072018_C003g02586	0	0	0
MinSal-1389-A1-17072018_C003g02588	231	237	116
MinSal-1389-A1-17072018_C003g02590	0	0	0
MinSal-1389-A1-17072018_C003g02591	66	96	66
MinSal-1389-A1-17072018_C003g02592	1829	2364	1097
MinSal-1389-A1-17072018_C003g02593	0	0	0
MinSal-1389-A1-17072018_C003g02594	409	519	197
MinSal-1389-A1-17072018_C003g02595	59	143	40
MinSal-1389-A1-17072018_C003g02596	3163	3203	1385
MinSal-1389-A1-17072018_C003g02597	282	408	133
MinSal-1389-A1-17072018_C003g02603	554	664	295
MinSal-1389-A1-17072018_C003g02604	553	868	306
MinSal-1389-A1-17072018_C003g02605	671	845	523
MinSal-1389-A1-17072018_C003g02606	0	0	0
MinSal-1389-A1-17072018_C003g02608	0	0	0
MinSal-1389-A1-17072018_C003g02610	0	0	0
MinSal-1389-A1-17072018_C003g02614	57.7911	48.2081	20.3785
MinSal-1389-A1-17072018_C003g02623	17.3941	26.8364	23.2829
MinSal-1389-A1-17072018_C003g02624	0	0	0
MinSal-1389-A1-17072018_C003g02625	1	0	0
MinSal-1389-A1-17072018_C003g02627	0	0	0
MinSal-1389-A1-17072018_C003g02628	260	371	123
MinSal-1389-A1-17072018_C003g02629	663	859	436
MinSal-1389-A1-17072018_C003g02630	653	889	506
MinSal-1389-A1-17072018_C003g02631	363	371	126
MinSal-1389-A1-17072018_C003g02632	71	115	49
MinSal-1389-A1-17072018_C003g02633	0	0	0
MinSal-1389-A1-17072018_C003g02634	0	0	0
MinSal-1389-A1-17072018_C003g02635	21497	25911	13012
MinSal-1389-A1-17072018_C003g02637	89	129	54
MinSal-1389-A1-17072018_C003g02638	533	734	242
MinSal-1389-A1-17072018_C003g02639	0	0	0
MinSal-1389-A1-17072018_C003g02640	307	321	186
MinSal-1389-A1-17072018_C003g02641	212	325	95
MinSal-1389-A1-17072018_C003g02642	125	142	88
MinSal-1389-A1-17072018_C003g02643	0	0	0
MinSal-1389-A1-17072018_C003g02644	720	711	481
MinSal-1389-A1-17072018_C003g02645	0	0	0
MinSal-1389-A1-17072018_C003g02646	449	661	263
MinSal-1389-A1-17072018_C003g02647	0	0	0
MinSal-1389-A1-17072018_C003g02648	0	0	0
MinSal-1389-A1-17072018_C003g02649	108	204	32
MinSal-1389-A1-17072018_C003g02650	1133	1250	690
MinSal-1389-A1-17072018_C003g02651	0	0	0
MinSal-1389-A1-17072018_C003g02652	361	614	245
MinSal-1389-A1-17072018_C003g02653	0	0	0
MinSal-1389-A1-17072018_C003g02654	0	0	0
MinSal-1389-A1-17072018_C003g02656	820	1136	518
MinSal-1389-A1-17072018_C003g02657	578	771	320
MinSal-1389-A1-17072018_C003g02658	2999	3719	2240
MinSal-1389-A1-17072018_C003g02659	2163	2148	1245
MinSal-1389-A1-17072018_C003g02660	0	0	0
MinSal-1389-A1-17072018_C003g02661	1496	1814	930
MinSal-1389-A1-17072018_C003g02664	1	0	0
MinSal-1389-A1-17072018_C003g02665	0	0	0
MinSal-1389-A1-17072018_C003g02667	436	548	340
MinSal-1389-A1-17072018_C003g02668	412	330	86
MinSal-1389-A1-17072018_C003g02671	2547	2743	1205
MinSal-1389-A1-17072018_C003g02672	416	405	248
MinSal-1389-A1-17072018_C003g02673	4742	5128	2379
MinSal-1389-A1-17072018_C003g02674	0	0	0
