gene	genename	chr	start	end
MvSl-1064-A1-R4_MC02g03893	MvSl-1064-A1-R4_MC02	Chr02	1676248	1677507
MvSl-1064-A1-R4_MC02g03894	MvSl-1064-A1-R4_MC02	Chr02	1677823	1678998
MvSl-1064-A1-R4_MC02g03895	MvSl-1064-A1-R4_MC02	Chr02	1679660	1681625
MvSl-1064-A1-R4_MC02g03896	MvSl-1064-A1-R4_MC02	Chr02	1682864	1683348
MvSl-1064-A1-R4_MC02g03897	MvSl-1064-A1-R4_MC02	Chr02	1683552	1687027
MvSl-1064-A1-R4_MC02g03898	MvSl-1064-A1-R4_MC02	Chr02	1687671	1689553
MvSl-1064-A1-R4_MC02g03899	MvSl-1064-A1-R4_MC02	Chr02	1689978	1693166
MvSl-1064-A1-R4_MC02g03900	MvSl-1064-A1-R4_MC02	Chr02	1694164	1698896
MvSl-1064-A1-R4_MC02g03901	MvSl-1064-A1-R4_MC02	Chr02	1699170	1699334
MvSl-1064-A1-R4_MC02g03902	MvSl-1064-A1-R4_MC02	Chr02	1699827	1702175
MvSl-1064-A1-R4_MC02g03903	MvSl-1064-A1-R4_MC02	Chr02	1702533	1703957
MvSl-1064-A1-R4_MC02g03904	MvSl-1064-A1-R4_MC02	Chr02	1704467	1706041
MvSl-1064-A1-R4_MC02g03905	MvSl-1064-A1-R4_MC02	Chr02	1706231	1708008
MvSl-1064-A1-R4_MC02g03906	MvSl-1064-A1-R4_MC02	Chr02	1708423	1710549
MvSl-1064-A1-R4_MC02g03907	MvSl-1064-A1-R4_MC02	Chr02	1710924	1712063
MvSl-1064-A1-R4_MC02g03908	MvSl-1064-A1-R4_MC02	Chr02	1712449	1713500
MvSl-1064-A1-R4_MC02g03909	MvSl-1064-A1-R4_MC02	Chr02	1713787	1716152
MvSl-1064-A1-R4_MC02g03910	MvSl-1064-A1-R4_MC02	Chr02	1716811	1719158
MvSl-1064-A1-R4_MC02g03911	MvSl-1064-A1-R4_MC02	Chr02	1719652	1721751
MvSl-1064-A1-R4_MC02g03912	MvSl-1064-A1-R4_MC02	Chr02	1722249	1724796
MvSl-1064-A1-R4_MC02g03913	MvSl-1064-A1-R4_MC02	Chr02	1724939	1727607
MvSl-1064-A1-R4_MC02g03914	MvSl-1064-A1-R4_MC02	Chr02	1728379	1731372
MvSl-1064-A1-R4_MC02g03915	MvSl-1064-A1-R4_MC02	Chr02	1731607	1732757
MvSl-1064-A1-R4_MC02g03916	MvSl-1064-A1-R4_MC02	Chr02	1734098	1735030
MvSl-1064-A1-R4_MC02g03917	MvSl-1064-A1-R4_MC02	Chr02	1735810	1737521
MvSl-1064-A1-R4_MC02g03918	MvSl-1064-A1-R4_MC02	Chr02	1737664	1740902
MvSl-1064-A1-R4_MC02g03919	MvSl-1064-A1-R4_MC02	Chr02	1741514	1744931
MvSl-1064-A1-R4_MC02g03920	MvSl-1064-A1-R4_MC02	Chr02	1745172	1746509
MvSl-1064-A1-R4_MC02g03921	MvSl-1064-A1-R4_MC02	Chr02	1746812	1748866
MvSl-1064-A1-R4_MC02g03922	MvSl-1064-A1-R4_MC02	Chr02	1749117	1751879
MvSl-1064-A1-R4_MC02g03923	MvSl-1064-A1-R4_MC02	Chr02	1753098	1755126
MvSl-1064-A1-R4_MC02g03924	MvSl-1064-A1-R4_MC02	Chr02	1755699	1757250
MvSl-1064-A1-R4_MC02g03925	MvSl-1064-A1-R4_MC02	Chr02	1758270	1758912
MvSl-1064-A1-R4_MC02g03926	MvSl-1064-A1-R4_MC02	Chr02	1760401	1763575
MvSl-1064-A1-R4_MC02g03927	MvSl-1064-A1-R4_MC02	Chr02	1763834	1766097
MvSl-1064-A1-R4_MC02g03928	MvSl-1064-A1-R4_MC02	Chr02	1767119	1768030
MvSl-1064-A1-R4_MC02g03929	MvSl-1064-A1-R4_MC02	Chr02	1768204	1771270
MvSl-1064-A1-R4_MC02g03930	MvSl-1064-A1-R4_MC02	Chr02	1771376	1772914
MvSl-1064-A1-R4_MC02g03931	MvSl-1064-A1-R4_MC02	Chr02	1774500	1778625
MvSl-1064-A1-R4_MC02g03932	MvSl-1064-A1-R4_MC02	Chr02	1778688	1780063
MvSl-1064-A1-R4_MC02g03933	MvSl-1064-A1-R4_MC02	Chr02	1780790	1782811
MvSl-1064-A1-R4_MC02g03934	MvSl-1064-A1-R4_MC02	Chr02	1783164	1783514
MvSl-1064-A1-R4_MC02g03935	MvSl-1064-A1-R4_MC02	Chr02	1784446	1784991
MvSl-1064-A1-R4_MC02g03936	MvSl-1064-A1-R4_MC02	Chr02	1785373	1786725
MvSl-1064-A1-R4_MC02g03937	MvSl-1064-A1-R4_MC02	Chr02	1786969	1789438
MvSl-1064-A1-R4_MC02g03938	MvSl-1064-A1-R4_MC02	Chr02	1789842	1790830
MvSl-1064-A1-R4_MC02g03939	MvSl-1064-A1-R4_MC02	Chr02	1791625	1791813
MvSl-1064-A1-R4_MC02g03940	MvSl-1064-A1-R4_MC02	Chr02	1792078	1794641
MvSl-1064-A1-R4_MC02g03941	MvSl-1064-A1-R4_MC02	Chr02	1794841	1797222
MvSl-1064-A1-R4_MC02g03943	MvSl-1064-A1-R4_MC02	Chr02	1799210	1799458
MvSl-1064-A1-R4_MC02g03944	MvSl-1064-A1-R4_MC02	Chr02	1799897	1801957
MvSl-1064-A1-R4_MC02g03945	MvSl-1064-A1-R4_MC02	Chr02	1802551	1804105
MvSl-1064-A1-R4_MC02g03946	MvSl-1064-A1-R4_MC02	Chr02	1804210	1805566
MvSl-1064-A1-R4_MC02g03948	MvSl-1064-A1-R4_MC02	Chr02	1806126	1807610
MvSl-1064-A1-R4_MC02g03949	MvSl-1064-A1-R4_MC02	Chr02	1807873	1808122
MvSl-1064-A1-R4_MC02g03950	MvSl-1064-A1-R4_MC02	Chr02	1808609	1809239
MvSl-1064-A1-R4_MC02g03951	MvSl-1064-A1-R4_MC02	Chr02	1809364	1811013
MvSl-1064-A1-R4_MC02g03952	MvSl-1064-A1-R4_MC02	Chr02	1811379	1812803
MvSl-1064-A1-R4_MC02g03953	MvSl-1064-A1-R4_MC02	Chr02	1813660	1821037
MvSl-1064-A1-R4_MC02g03954	MvSl-1064-A1-R4_MC02	Chr02	1821201	1823726
MvSl-1064-A1-R4_MC02g03955	MvSl-1064-A1-R4_MC02	Chr02	1826583	1828318
MvSl-1064-A1-R4_MC02g03956	MvSl-1064-A1-R4_MC02	Chr02	1828686	1829959
MvSl-1064-A1-R4_MC02g03957	MvSl-1064-A1-R4_MC02	Chr02	1830920	1832167
MvSl-1064-A1-R4_MC02g03958	MvSl-1064-A1-R4_MC02	Chr02	1832471	1834847
MvSl-1064-A1-R4_MC02g03959	MvSl-1064-A1-R4_MC02	Chr02	1835011	1835400
MvSl-1064-A1-R4_MC02g03960	MvSl-1064-A1-R4_MC02	Chr02	1835469	1836740
MvSl-1064-A1-R4_MC02g03961	MvSl-1064-A1-R4_MC02	Chr02	1836960	1838246
MvSl-1064-A1-R4_MC02g03962	MvSl-1064-A1-R4_MC02	Chr02	1838919	1840403
MvSl-1064-A1-R4_MC02g03963	MvSl-1064-A1-R4_MC02	Chr02	1840628	1843449
MvSl-1064-A1-R4_MC02g03964	MvSl-1064-A1-R4_MC02	Chr02	1843927	1845757
MvSl-1064-A1-R4_MC02g03965	MvSl-1064-A1-R4_MC02	Chr02	1845960	1847690
MvSl-1064-A1-R4_MC02g03966	MvSl-1064-A1-R4_MC02	Chr02	1847829	1848001
MvSl-1064-A1-R4_MC02g03967	MvSl-1064-A1-R4_MC02	Chr02	1848538	1849769
MvSl-1064-A1-R4_MC02g03968	MvSl-1064-A1-R4_MC02	Chr02	1849814	1850140
MvSl-1064-A1-R4_MC02g03969	MvSl-1064-A1-R4_MC02	Chr02	1850195	1851499
MvSl-1064-A1-R4_MC02g03970	MvSl-1064-A1-R4_MC02	Chr02	1853962	1856543
MvSl-1064-A1-R4_MC02g03971	MvSl-1064-A1-R4_MC02	Chr02	1856861	1859703
MvSl-1064-A1-R4_MC02g03972	MvSl-1064-A1-R4_MC02	Chr02	1860016	1862835
MvSl-1064-A1-R4_MC02g03973	MvSl-1064-A1-R4_MC02	Chr02	1863355	1865606
MvSl-1064-A1-R4_MC02g03974	MvSl-1064-A1-R4_MC02	Chr02	1870304	1873890
MvSl-1064-A1-R4_MC02g03975	MvSl-1064-A1-R4_MC02	Chr02	1874626	1875303
MvSl-1064-A1-R4_MC02g03976	MvSl-1064-A1-R4_MC02	Chr02	1875702	1877431
MvSl-1064-A1-R4_MC02g03977	MvSl-1064-A1-R4_MC02	Chr02	1879956	1881712
MvSl-1064-A1-R4_MC02g03978	MvSl-1064-A1-R4_MC02	Chr02	1882606	1883490
MvSl-1064-A1-R4_MC02g03979	MvSl-1064-A1-R4_MC02	Chr02	1883785	1886668
MvSl-1064-A1-R4_MC02g03980	MvSl-1064-A1-R4_MC02	Chr02	1887370	1890259
MvSl-1064-A1-R4_MC02g03981	MvSl-1064-A1-R4_MC02	Chr02	1890605	1892319
MvSl-1064-A1-R4_MC02g03982	MvSl-1064-A1-R4_MC02	Chr02	1892506	1894508
MvSl-1064-A1-R4_MC02g03983	MvSl-1064-A1-R4_MC02	Chr02	1895255	1895944
MvSl-1064-A1-R4_MC02g03984	MvSl-1064-A1-R4_MC02	Chr02	1896460	1897143
MvSl-1064-A1-R4_MC02g03985	MvSl-1064-A1-R4_MC02	Chr02	1897539	1899607
MvSl-1064-A1-R4_MC02g03986	MvSl-1064-A1-R4_MC02	Chr02	1899804	1902858
MvSl-1064-A1-R4_MC02g03987	MvSl-1064-A1-R4_MC02	Chr02	1903228	1905518
MvSl-1064-A1-R4_MC02g03988	MvSl-1064-A1-R4_MC02	Chr02	1905739	1908630
MvSl-1064-A1-R4_MC02g03989	MvSl-1064-A1-R4_MC02	Chr02	1909676	1910553
MvSl-1064-A1-R4_MC02g03990	MvSl-1064-A1-R4_MC02	Chr02	1911012	1913328
MvSl-1064-A1-R4_MC02g03991	MvSl-1064-A1-R4_MC02	Chr02	1913579	1915404
MvSl-1064-A1-R4_MC02g03992	MvSl-1064-A1-R4_MC02	Chr02	1917831	1919164
MvSl-1064-A1-R4_MC02g03993	MvSl-1064-A1-R4_MC02	Chr02	1919566	1922000
MvSl-1064-A1-R4_MC02g03994	MvSl-1064-A1-R4_MC02	Chr02	1923468	1924745
MvSl-1064-A1-R4_MC02g03995	MvSl-1064-A1-R4_MC02	Chr02	1925485	1927450
MvSl-1064-A1-R4_MC02g03996	MvSl-1064-A1-R4_MC02	Chr02	1927989	1928365
MvSl-1064-A1-R4_MC02g03997	MvSl-1064-A1-R4_MC02	Chr02	1929873	1931559
MvSl-1064-A1-R4_MC02g03998	MvSl-1064-A1-R4_MC02	Chr02	1931846	1932411
MvSl-1064-A1-R4_MC02g03999	MvSl-1064-A1-R4_MC02	Chr02	1932641	1932847
MvSl-1064-A1-R4_MC02g04000	MvSl-1064-A1-R4_MC02	Chr02	1932918	1934220
MvSl-1064-A1-R4_MC02g04001	MvSl-1064-A1-R4_MC02	Chr02	1936161	1940640
MvSl-1064-A1-R4_MC02g04002	MvSl-1064-A1-R4_MC02	Chr02	1940709	1941356
MvSl-1064-A1-R4_MC02g04003	MvSl-1064-A1-R4_MC02	Chr02	1942216	1942925
MvSl-1064-A1-R4_MC02g04004	MvSl-1064-A1-R4_MC02	Chr02	1943361	1944222
MvSl-1064-A1-R4_MC02g04005	MvSl-1064-A1-R4_MC02	Chr02	1944481	1948666
MvSl-1064-A1-R4_MC02g04006	MvSl-1064-A1-R4_MC02	Chr02	1948997	1949849
MvSl-1064-A1-R4_MC02g04007	MvSl-1064-A1-R4_MC02	Chr02	1950113	1951617
MvSl-1064-A1-R4_MC02g04008	MvSl-1064-A1-R4_MC02	Chr02	1952365	1955844
MvSl-1064-A1-R4_MC02g04009	MvSl-1064-A1-R4_MC02	Chr02	1956142	1957574
MvSl-1064-A1-R4_MC02g04010	MvSl-1064-A1-R4_MC02	Chr02	1957794	1958668
MvSl-1064-A1-R4_MC02g04011	MvSl-1064-A1-R4_MC02	Chr02	1959630	1963586
MvSl-1064-A1-R4_MC02g04012	MvSl-1064-A1-R4_MC02	Chr02	1964103	1966824
MvSl-1064-A1-R4_MC02g04013	MvSl-1064-A1-R4_MC02	Chr02	1967934	1970158
MvSl-1064-A1-R4_MC02g04014	MvSl-1064-A1-R4_MC02	Chr02	1970779	1972233
MvSl-1064-A1-R4_MC02g04015	MvSl-1064-A1-R4_MC02	Chr02	1972301	1974987
MvSl-1064-A1-R4_MC02g04016	MvSl-1064-A1-R4_MC02	Chr02	1975274	1977746
MvSl-1064-A1-R4_MC02g04017	MvSl-1064-A1-R4_MC02	Chr02	1978323	1980608
MvSl-1064-A1-R4_MC02g04018	MvSl-1064-A1-R4_MC02	Chr02	1981146	1984101
MvSl-1064-A1-R4_MC02g04019	MvSl-1064-A1-R4_MC02	Chr02	1984312	1985863
MvSl-1064-A1-R4_MC02g04020	MvSl-1064-A1-R4_MC02	Chr02	1985911	1986946
MvSl-1064-A1-R4_MC02g04021	MvSl-1064-A1-R4_MC02	Chr02	1987416	1989438
MvSl-1064-A1-R4_MC02g04022	MvSl-1064-A1-R4_MC02	Chr02	1989663	1990795
MvSl-1064-A1-R4_MC02g04023	MvSl-1064-A1-R4_MC02	Chr02	1990863	1991048
MvSl-1064-A1-R4_MC02g04024	MvSl-1064-A1-R4_MC02	Chr02	1991600	1992119
MvSl-1064-A1-R4_MC02g04025	MvSl-1064-A1-R4_MC02	Chr02	1992649	1993213
MvSl-1064-A1-R4_MC02g04026	MvSl-1064-A1-R4_MC02	Chr02	1993596	1995776
MvSl-1064-A1-R4_MC02g04027	MvSl-1064-A1-R4_MC02	Chr02	1996551	1998529
MvSl-1064-A1-R4_MC02g04028	MvSl-1064-A1-R4_MC02	Chr02	1998799	1999968
MvSl-1064-A1-R4_MC02g04029	MvSl-1064-A1-R4_MC02	Chr02	2000329	2001803
MvSl-1064-A1-R4_MC02g04030	MvSl-1064-A1-R4_MC02	Chr02	2003353	2004669
MvSl-1064-A1-R4_MC02g04031	MvSl-1064-A1-R4_MC02	Chr02	2004956	2008019
MvSl-1064-A1-R4_MC02g04032	MvSl-1064-A1-R4_MC02	Chr02	2010555	2011234
MvSl-1064-A1-R4_MC02g04033	MvSl-1064-A1-R4_MC02	Chr02	2012126	2014365
MvSl-1064-A1-R4_MC02g04034	MvSl-1064-A1-R4_MC02	Chr02	2015824	2020654
MvSl-1064-A1-R4_MC02g04035	MvSl-1064-A1-R4_MC02	Chr02	2021426	2022979
MvSl-1064-A1-R4_MC02g04036	MvSl-1064-A1-R4_MC02	Chr02	2023181	2027886
MvSl-1064-A1-R4_MC02g04037	MvSl-1064-A1-R4_MC02	Chr02	2028321	2030016
MvSl-1064-A1-R4_MC02g04038	MvSl-1064-A1-R4_MC02	Chr02	2030409	2031271
MvSl-1064-A1-R4_MC02g04039	MvSl-1064-A1-R4_MC02	Chr02	2031352	2032728
MvSl-1064-A1-R4_MC02g04040	MvSl-1064-A1-R4_MC02	Chr02	2033204	2034864
MvSl-1064-A1-R4_MC02g04041	MvSl-1064-A1-R4_MC02	Chr02	2035569	2039178
MvSl-1064-A1-R4_MC02g04042	MvSl-1064-A1-R4_MC02	Chr02	2040806	2040988
MvSl-1064-A1-R4_MC02g04043	MvSl-1064-A1-R4_MC02	Chr02	2041784	2043471
MvSl-1064-A1-R4_MC02g04044	MvSl-1064-A1-R4_MC02	Chr02	2044156	2045279
MvSl-1064-A1-R4_MC02g04045	MvSl-1064-A1-R4_MC02	Chr02	2045364	2045580
MvSl-1064-A1-R4_MC02g04046	MvSl-1064-A1-R4_MC02	Chr02	2048050	2053722
MvSl-1064-A1-R4_MC02g04047	MvSl-1064-A1-R4_MC02	Chr02	2054332	2054526
MvSl-1064-A1-R4_MC02g04048	MvSl-1064-A1-R4_MC02	Chr02	2055080	2057334
MvSl-1064-A1-R4_MC02g04049	MvSl-1064-A1-R4_MC02	Chr02	2058486	2060216
MvSl-1064-A1-R4_MC02g04050	MvSl-1064-A1-R4_MC02	Chr02	2060677	2063199
MvSl-1064-A1-R4_MC02g04051	MvSl-1064-A1-R4_MC02	Chr02	2063477	2064909
MvSl-1064-A1-R4_MC02g04052	MvSl-1064-A1-R4_MC02	Chr02	2065348	2070399
MvSl-1064-A1-R4_MC02g04053	MvSl-1064-A1-R4_MC02	Chr02	2070627	2074741
MvSl-1064-A1-R4_MC02g04054	MvSl-1064-A1-R4_MC02	Chr02	2076961	2079041
MvSl-1064-A1-R4_MC02g04055	MvSl-1064-A1-R4_MC02	Chr02	2079591	2081446
MvSl-1064-A1-R4_MC02g04056	MvSl-1064-A1-R4_MC02	Chr02	2081681	2082886
MvSl-1064-A1-R4_MC02g04057	MvSl-1064-A1-R4_MC02	Chr02	2083483	2085531
MvSl-1064-A1-R4_MC02g04058	MvSl-1064-A1-R4_MC02	Chr02	2086748	2090022
MvSl-1064-A1-R4_MC02g04059	MvSl-1064-A1-R4_MC02	Chr02	2090336	2091237
MvSl-1064-A1-R4_MC02g04060	MvSl-1064-A1-R4_MC02	Chr02	2092349	2094789
MvSl-1064-A1-R4_MC02g04061	MvSl-1064-A1-R4_MC02	Chr02	2095304	2095600
MvSl-1064-A1-R4_MC02g04062	MvSl-1064-A1-R4_MC02	Chr02	2096797	2098771
MvSl-1064-A1-R4_MC02g04063	MvSl-1064-A1-R4_MC02	Chr02	2099007	2101016
MvSl-1064-A1-R4_MC02g04064	MvSl-1064-A1-R4_MC02	Chr02	2101374	2104648
MvSl-1064-A1-R4_MC02g04065	MvSl-1064-A1-R4_MC02	Chr02	2104704	2105562
MvSl-1064-A1-R4_MC02g04066	MvSl-1064-A1-R4_MC02	Chr02	2105616	2106148
MvSl-1064-A1-R4_MC02g04067	MvSl-1064-A1-R4_MC02	Chr02	2106487	2107670
MvSl-1064-A1-R4_MC02g04068	MvSl-1064-A1-R4_MC02	Chr02	2108024	2111629
MvSl-1064-A1-R4_MC02g04069	MvSl-1064-A1-R4_MC02	Chr02	2112020	2112970
MvSl-1064-A1-R4_MC02g04070	MvSl-1064-A1-R4_MC02	Chr02	2113471	2114939
MvSl-1064-A1-R4_MC02g04071	MvSl-1064-A1-R4_MC02	Chr02	2115436	2116592
MvSl-1064-A1-R4_MC02g04072	MvSl-1064-A1-R4_MC02	Chr02	2117083	2117798
MvSl-1064-A1-R4_MC02g04073	MvSl-1064-A1-R4_MC02	Chr02	2117997	2118939
MvSl-1064-A1-R4_MC02g04074	MvSl-1064-A1-R4_MC02	Chr02	2121043	2122563
MvSl-1064-A1-R4_MC02g04075	MvSl-1064-A1-R4_MC02	Chr02	2122722	2125069
MvSl-1064-A1-R4_MC02g04076	MvSl-1064-A1-R4_MC02	Chr02	2125291	2126423
MvSl-1064-A1-R4_MC02g04077	MvSl-1064-A1-R4_MC02	Chr02	2126550	2127873
MvSl-1064-A1-R4_MC02g04078	MvSl-1064-A1-R4_MC02	Chr02	2127950	2128174
MvSl-1064-A1-R4_MC02g04080	MvSl-1064-A1-R4_MC02	Chr02	2129665	2135363
MvSl-1064-A1-R4_MC02g04081	MvSl-1064-A1-R4_MC02	Chr02	2136373	2136573
MvSl-1064-A1-R4_MC02g04082	MvSl-1064-A1-R4_MC02	Chr02	2136773	2144742
MvSl-1064-A1-R4_MC02g04083	MvSl-1064-A1-R4_MC02	Chr02	2145897	2147859
MvSl-1064-A1-R4_MC02g04084	MvSl-1064-A1-R4_MC02	Chr02	2148211	2151697
MvSl-1064-A1-R4_MC02g04085	MvSl-1064-A1-R4_MC02	Chr02	2152714	2156777
MvSl-1064-A1-R4_MC02g04086	MvSl-1064-A1-R4_MC02	Chr02	2158286	2160977
MvSl-1064-A1-R4_MC02g04087	MvSl-1064-A1-R4_MC02	Chr02	2161437	2164136
MvSl-1064-A1-R4_MC02g04088	MvSl-1064-A1-R4_MC02	Chr02	2164565	2165477
MvSl-1064-A1-R4_MC02g04089	MvSl-1064-A1-R4_MC02	Chr02	2165860	2167328
MvSl-1064-A1-R4_MC02g04090	MvSl-1064-A1-R4_MC02	Chr02	2169287	2171652
MvSl-1064-A1-R4_MC02g04091	MvSl-1064-A1-R4_MC02	Chr02	2172146	2179806
MvSl-1064-A1-R4_MC02g04092	MvSl-1064-A1-R4_MC02	Chr02	2180546	2183154
MvSl-1064-A1-R4_MC02g04093	MvSl-1064-A1-R4_MC02	Chr02	2183713	2184006
MvSl-1064-A1-R4_MC02g04094	MvSl-1064-A1-R4_MC02	Chr02	2184059	2184551
MvSl-1064-A1-R4_MC02g04095	MvSl-1064-A1-R4_MC02	Chr02	2184756	2186592
MvSl-1064-A1-R4_MC02g04096	MvSl-1064-A1-R4_MC02	Chr02	2186971	2188675
MvSl-1064-A1-R4_MC02g04097	MvSl-1064-A1-R4_MC02	Chr02	2189797	2192572
MvSl-1064-A1-R4_MC02g04098	MvSl-1064-A1-R4_MC02	Chr02	2193224	2194357
MvSl-1064-A1-R4_MC02g04099	MvSl-1064-A1-R4_MC02	Chr02	2194988	2196866
MvSl-1064-A1-R4_MC02g04100	MvSl-1064-A1-R4_MC02	Chr02	2197190	2198278
MvSl-1064-A1-R4_MC02g04101	MvSl-1064-A1-R4_MC02	Chr02	2199255	2201526
MvSl-1064-A1-R4_MC02g04102	MvSl-1064-A1-R4_MC02	Chr02	2202642	2204913
MvSl-1064-A1-R4_MC02g04103	MvSl-1064-A1-R4_MC02	Chr02	2205417	2207253
MvSl-1064-A1-R4_MC02g04104	MvSl-1064-A1-R4_MC02	Chr02	2207580	2208870
MvSl-1064-A1-R4_MC02g04105	MvSl-1064-A1-R4_MC02	Chr02	2209294	2211054
MvSl-1064-A1-R4_MC02g04106	MvSl-1064-A1-R4_MC02	Chr02	2211346	2212718
MvSl-1064-A1-R4_MC02g04107	MvSl-1064-A1-R4_MC02	Chr02	2214555	2216373
MvSl-1064-A1-R4_MC02g04108	MvSl-1064-A1-R4_MC02	Chr02	2216873	2218663
MvSl-1064-A1-R4_MC02g04109	MvSl-1064-A1-R4_MC02	Chr02	2220047	2220400
MvSl-1064-A1-R4_MC02g04110	MvSl-1064-A1-R4_MC02	Chr02	2221707	2223734
MvSl-1064-A1-R4_MC02g04111	MvSl-1064-A1-R4_MC02	Chr02	2224551	2225943
MvSl-1064-A1-R4_MC02g04112	MvSl-1064-A1-R4_MC02	Chr02	2227801	2228010
MvSl-1064-A1-R4_MC02g04114	MvSl-1064-A1-R4_MC02	Chr02	2228933	2230146
MvSl-1064-A1-R4_MC02g04115	MvSl-1064-A1-R4_MC02	Chr02	2230234	2231123
MvSl-1064-A1-R4_MC02g04116	MvSl-1064-A1-R4_MC02	Chr02	2231905	2234542
MvSl-1064-A1-R4_MC02g04117	MvSl-1064-A1-R4_MC02	Chr02	2235170	2236092
MvSl-1064-A1-R4_MC02g04118	MvSl-1064-A1-R4_MC02	Chr02	2236638	2237006
MvSl-1064-A1-R4_MC02g04119	MvSl-1064-A1-R4_MC02	Chr02	2237246	2238753
MvSl-1064-A1-R4_MC02g04120	MvSl-1064-A1-R4_MC02	Chr02	2239151	2241104
MvSl-1064-A1-R4_MC02g04121	MvSl-1064-A1-R4_MC02	Chr02	2241273	2246275
MvSl-1064-A1-R4_MC02g04122	MvSl-1064-A1-R4_MC02	Chr02	2247094	2252207
MvSl-1064-A1-R4_MC02g04123	MvSl-1064-A1-R4_MC02	Chr02	2252940	2253914
MvSl-1064-A1-R4_MC02g04124	MvSl-1064-A1-R4_MC02	Chr02	2255209	2256805
MvSl-1064-A1-R4_MC02g04125	MvSl-1064-A1-R4_MC02	Chr02	2257829	2258992
MvSl-1064-A1-R4_MC02g04126	MvSl-1064-A1-R4_MC02	Chr02	2259649	2260498
MvSl-1064-A1-R4_MC02g04127	MvSl-1064-A1-R4_MC02	Chr02	2261251	2262287
MvSl-1064-A1-R4_MC02g04128	MvSl-1064-A1-R4_MC02	Chr02	2262439	2263031
MvSl-1064-A1-R4_MC02g04129	MvSl-1064-A1-R4_MC02	Chr02	2263929	2264953
MvSl-1064-A1-R4_MC02g04130	MvSl-1064-A1-R4_MC02	Chr02	2265467	2267882
MvSl-1064-A1-R4_MC02g04131	MvSl-1064-A1-R4_MC02	Chr02	2268499	2269872
MvSl-1064-A1-R4_MC02g04132	MvSl-1064-A1-R4_MC02	Chr02	2270356	2272622
MvSl-1064-A1-R4_MC02g04133	MvSl-1064-A1-R4_MC02	Chr02	2274604	2274903
MvSl-1064-A1-R4_MC02g04134	MvSl-1064-A1-R4_MC02	Chr02	2274948	2276487
MvSl-1064-A1-R4_MC02g04135	MvSl-1064-A1-R4_MC02	Chr02	2276560	2277783
MvSl-1064-A1-R4_MC02g04136	MvSl-1064-A1-R4_MC02	Chr02	2277837	2279872
MvSl-1064-A1-R4_MC02g04137	MvSl-1064-A1-R4_MC02	Chr02	2280416	2281555
MvSl-1064-A1-R4_MC02g04138	MvSl-1064-A1-R4_MC02	Chr02	2282051	2282777
MvSl-1064-A1-R4_MC02g04139	MvSl-1064-A1-R4_MC02	Chr02	2283270	2289017
MvSl-1064-A1-R4_MC02g04140	MvSl-1064-A1-R4_MC02	Chr02	2289628	2294702
MvSl-1064-A1-R4_MC02g04141	MvSl-1064-A1-R4_MC02	Chr02	2294959	2298247
MvSl-1064-A1-R4_MC02g04142	MvSl-1064-A1-R4_MC02	Chr02	2299952	2300509
MvSl-1064-A1-R4_MC02g04143	MvSl-1064-A1-R4_MC02	Chr02	2301029	2301297
MvSl-1064-A1-R4_MC02g04144	MvSl-1064-A1-R4_MC02	Chr02	2303436	2306061
MvSl-1064-A1-R4_MC02g04145	MvSl-1064-A1-R4_MC02	Chr02	2307825	2309621
MvSl-1064-A1-R4_MC02g04146	MvSl-1064-A1-R4_MC02	Chr02	2310191	2314861
MvSl-1064-A1-R4_MC02g04147	MvSl-1064-A1-R4_MC02	Chr02	2315901	2316738
MvSl-1064-A1-R4_MC02g04148	MvSl-1064-A1-R4_MC02	Chr02	2317668	2319522
MvSl-1064-A1-R4_MC02g04149	MvSl-1064-A1-R4_MC02	Chr02	2320032	2321469
MvSl-1064-A1-R4_MC02g04150	MvSl-1064-A1-R4_MC02	Chr02	2322518	2324841
MvSl-1064-A1-R4_MC02g04151	MvSl-1064-A1-R4_MC02	Chr02	2325308	2327759
MvSl-1064-A1-R4_MC02g04152	MvSl-1064-A1-R4_MC02	Chr02	2328260	2331958
MvSl-1064-A1-R4_MC02g04153	MvSl-1064-A1-R4_MC02	Chr02	2333731	2335997
MvSl-1064-A1-R4_MC02g04154	MvSl-1064-A1-R4_MC02	Chr02	2336635	2338023
MvSl-1064-A1-R4_MC02g04155	MvSl-1064-A1-R4_MC02	Chr02	2338710	2339719
MvSl-1064-A1-R4_MC02g04156	MvSl-1064-A1-R4_MC02	Chr02	2340672	2342264
MvSl-1064-A1-R4_MC02g04157	MvSl-1064-A1-R4_MC02	Chr02	2342786	2344508
MvSl-1064-A1-R4_MC02g04158	MvSl-1064-A1-R4_MC02	Chr02	2344582	2345481
MvSl-1064-A1-R4_MC02g04159	MvSl-1064-A1-R4_MC02	Chr02	2345672	2347172
MvSl-1064-A1-R4_MC02g04160	MvSl-1064-A1-R4_MC02	Chr02	2347454	2352731
MvSl-1064-A1-R4_MC02g04161	MvSl-1064-A1-R4_MC02	Chr02	2352801	2353765
MvSl-1064-A1-R4_MC02g04162	MvSl-1064-A1-R4_MC02	Chr02	2353937	2354937
MvSl-1064-A1-R4_MC02g04163	MvSl-1064-A1-R4_MC02	Chr02	2355408	2356923
MvSl-1064-A1-R4_MC02g04164	MvSl-1064-A1-R4_MC02	Chr02	2357838	2359715
