gid	location	chr	start	end	log2FC	intron_nr	mean	sum	
MvSl-1064-A1-R4_MC08g08647	MvSl-1064-A1-R4_MC08	Chr08	1049752	1052546	2.58167902792748	8	94.25	754
MvSl-1064-A1-R4_MC08g08665	MvSl-1064-A1-R4_MC08	Chr08	1093774	1094085	1.58105826808999	2	178	356
MvSl-1064-A1-R4_MC08g08762	MvSl-1064-A1-R4_MC08	Chr08	1297904	1300149	-1.02593129851143	1	43	43
MvSl-1064-A1-R4_MC08g08835	MvSl-1064-A1-R4_MC08	Chr08	1507577	1509754	-1.55354132802663	3	106.667	320
MvSl-1064-A1-R4_MC09-2g08945	MvSl-1064-A1-R4_MC09-2	Chr09	122911	123324	1.9807532888904	1	141	141
MvSl-1064-A1-R4_MC09-2g09067	MvSl-1064-A1-R4_MC09-2	Chr09	391574	393954	-5.75421881364114	5	87.2	436
MvSl-1064-A1-R4_MC09-2g09215	MvSl-1064-A1-R4_MC09-2	Chr09	784918	785094	1.413346670887	6	165	990
MvSl-1064-A1-R4_MC09-2g09232	MvSl-1064-A1-R4_MC09-2	Chr09	825754	830191	1.69231699448802	2	135.5	271
MvSl-1064-A1-R4_MC09-2g09340	MvSl-1064-A1-R4_MC09-2	Chr09	1106688	1107914	0.703577393384905	5	80.8	404
MvSl-1064-A1-R4_MC09-2g09380	MvSl-1064-A1-R4_MC09-2	Chr09	1199582	1201096	-1.27144907500632	1	252	252
MvSl-1064-A1-R4_MC09-2g09506	MvSl-1064-A1-R4_MC09-2	Chr09	1515570	1516664	-1.05147624140489	1	80	80
MvSl-1064-A1-R4_MC09-2g09527	MvSl-1064-A1-R4_MC09-2	Chr09	1550158	1552168	-0.658873779541453	4	80.75	323
MvSl-1064-A1-R4_MC09-2g09541	MvSl-1064-A1-R4_MC09-2	Chr09	1580756	1581629	-1.58218507252668	5	101.8	509
MvSl-1064-A1-R4_MC09-2g09545	MvSl-1064-A1-R4_MC09-2	Chr09	1589632	1590186	-1.06410971853559	2	85.5	171
MvSl-1064-A1-R4_MC09-2g09566	MvSl-1064-A1-R4_MC10-2	Chr10	25719	27254	-3.14377603066775	2	104	208
MvSl-1064-A1-R4_MC10-1g09620	MvSl-1064-A1-R4_MC10-2	Chr10	81247	81645	1.10804641603316	2	139.5	279
MvSl-1064-A1-R4_MC10-1g09718	MvSl-1064-A1-R4_MC10-2	Chr10	210089	212095	0.784862468399961	7	77.1429	540
MvSl-1064-A1-R4_MC10-1g09730	MvSl-1064-A1-R4_MC10-2	Chr10	222279	222725	-1.67589180208005	5	106.8	534
MvSl-1064-A1-R4_MC10-1g09732	MvSl-1064-A1-R4_MC10-2	Chr10	224561	225761	-1.14380270804224	4	167.5	670
MvSl-1064-A1-R4_MC10-1g09733	MvSl-1064-A1-R4_MC10-1	Chr10	224612	227162	1.24401964833127	1	239	239
MvSl-1064-A1-R4_MC10-1g09734	MvSl-1064-A1-R4_MC10-2	Chr10	226029	227197	1.01224409985496	6	109.833	659
MvSl-1064-A1-R4_MC10-1g09785	MvSl-1064-A1-R4_MC10-2	Chr10	284000	284197	1.84110698592269	5	155.8	779
MvSl-1064-A1-R4_MC10-1g09809	MvSl-1064-A1-R4_MC10-2	Chr10	309722	312089	-0.667180082608248	2	59	118
MvSl-1064-A1-R4_MC10-1g09814	MvSl-1064-A1-R4_MC10-2	Chr10	316220	317941	1.8843143193421	6	93.3333	560
MvSl-1064-A1-R4_MC10-1g09833	MvSl-1064-A1-R4_MC10-1	Chr10	338697	340016	-1.53743424170759	8	166.75	1334
MvSl-1064-A1-R4_MC10-1g09854	MvSl-1064-A1-R4_MC10-1	Chr10	366740	368605	-4.09972587074786	2	330.5	661
MvSl-1064-A1-R4_MC10-2g09873	MvSl-1064-A1-R4_MC10-1	Chr10	379321	381148	-0.742634868436163	1	47	47
MvSl-1064-A1-R4_MC10-2g09885	MvSl-1064-A1-R4_MC10-1	Chr10	398901	400457	3.67682850675029	1	372	372
MvSl-1064-A1-R4_MC10-2g09886	MvSl-1064-A1-R4_MC10-2	Chr10	399487	401761	-1.84729906535259	1	51	51
MvSl-1064-A1-R4_MC10-2g09933	MvSl-1064-A1-R4_MC10-2	Chr10	451155	452243	3.78162484729256	1	271	271
MvSl-1064-A1-R4_MC10-2g09942	MvSl-1064-A1-R4_MC10-1	Chr10	463549	468551	-0.840044849033583	4	69	276
MvSl-1064-A1-R4_MC10-2g09980	MvSl-1064-A1-R4_MC10-1	Chr10	517526	520063	-1.13328956543751	1	137	137
MvSl-1064-A1-R4_MC10-2g10026	MvSl-1064-A1-R4_MC10-2	Chr10	575022	576333	0.610271596330954	5	185.6	928
MvSl-1064-A1-R4_MC10-2g10050	MvSl-1064-A1-R4_MC10-1	Chr10	604423	605658	-0.85558767501473	1	164	164
MvSl-1064-A1-R4_MC10-2g10098	MvSl-1064-A1-R4_MC10-2	Chr10	695051	697492	1.14433992624399	3	126.667	380
MvSl-1064-A1-R4_MC10-2g10108	MvSl-1064-A1-R4_MC10-2	Chr10	724656	727993	-0.909026834984057	2	91.5	183
MvSl-1064-A1-R4_MC10-2g10116	MvSl-1064-A1-R4_MC11	Chr11	5223	6816	-0.89100296935903	7	100.286	702
MvSl-1064-A1-R4_MC10-2g10125	MvSl-1064-A1-R4_MC11	Chr11	20365	25661	-1.14311887447646	9	102.667	924
MvSl-1064-A1-R4_MC10-2g10132	MvSl-1064-A1-R4_MC11	Chr11	32687	34858	-1.29646797268684	1	81	81
MvSl-1064-A1-R4_MC11g10201	MvSl-1064-A1-R4_MC11	Chr11	144280	144774	-2.87670852519867	1	51	51
MvSl-1064-A1-R4_MC11g10231	MvSl-1064-A1-R4_MC11	Chr11	211104	212018	-1.28712000045958	1	163	163
MvSl-1064-A1-R4_MC11g10248	MvSl-1064-A1-R4_MC11	Chr11	242201	242398	-1.12334091893909	6	73.8333	443
MvSl-1064-A1-R4_MC11g10255	MvSl-1064-A1-R4_MC11	Chr11	250669	252335	-1.51549083518826	4	119.25	477
MvSl-1064-A1-R4_MC11g10335	MvSl-1064-A1-R4_MC11	Chr11	449737	452062	-0.69534306503499	2	60.5	121
MvSl-1064-A1-R4_MC11g10346	MvSl-1064-A1-R4_MC11	Chr11	491321	493060	-2.31730032504422	6	129.667	778
MvSl-1064-A1-R4_MC11g10369	MvSl-1064-A1-R4_MC11	Chr11	564884	566298	-0.994440394931086	3	78	234
MvSl-1064-A1-R4_MC11g10508	MvSl-1064-A1-R4_MC11	Chr11	896165	897640	-1.47219372680989	5	67.8	339
MvSl-1064-A1-R4_MC11g10517	MvSl-1064-A1-R4_MC11	Chr11	919825	923088	-0.691713661761654	4	77	308
MvSl-1064-A1-R4_MC11g10575	MvSl-1064-A1-R4_MC11	Chr11	1068704	1069784	-2.34521386740288	3	104.333	313
MvSl-1064-A1-R4_MC11g10576	MvSl-1064-A1-R4_MC11	Chr11	1070132	1072201	-5.18608806631458	4	100.75	403
MvSl-1064-A1-R4_MC11g10594	MvSl-1064-A1-R4_MC11	Chr11	1101395	1103865	1.17100993956613	7	84.7143	593
MvSl-1064-A1-R4_MC11g10618	MvSl-1064-A1-R4_MC11	Chr11	1160696	1164186	1.8694174128568	8	138.375	1107
MvSl-1064-A1-R4_MC11g10627	MvSl-1064-A1-R4_MC11	Chr11	1199775	1204067	-2.11565764836826	3	86.6667	260
MvSl-1064-A1-R4_MC11g10654	MvSl-1064-A1-R4_MC11	Chr11	1268416	1268911	-1.72447219888928	2	186	372
MvSl-1064-A1-R4_MC11g10688	MvSl-1064-A1-R4_MC11	Chr11	1342717	1345035	1.57218568524949	1	140	140
MvSl-1064-A1-R4_MC11g10722	MvSl-1064-A1-R4_MC12	Chr12	5848	9319	-1.5833391115908	5	100.2	501
MvSl-1064-A1-R4_MC11g10730	MvSl-1064-A1-R4_MC12	Chr12	23219	24603	-3.42792551172588	4	147.25	589
MvSl-1064-A1-R4_MC12g10761	MvSl-1064-A1-R4_MC12	Chr12	87886	92708	1.28677449556131	4	82.75	331
MvSl-1064-A1-R4_MC12g10779	MvSl-1064-A1-R4_MC12	Chr12	139852	140109	-1.35398749404418	1	95	95
MvSl-1064-A1-R4_MC12g10792	MvSl-1064-A1-R4_MC12	Chr12	178609	179984	-0.968515183350512	2	174	348
MvSl-1064-A1-R4_MC12g10810	MvSl-1064-A1-R4_MC12	Chr12	211548	214912	3.06778641890712	1	55	55
MvSl-1064-A1-R4_MC12g10849	MvSl-1064-A1-R4_MC12	Chr12	315412	315903	1.85498075087769	2	98	196
MvSl-1064-A1-R4_MC12g11020	MvSl-1064-A1-R4_MC12	Chr12	742400	743576	-0.751989496370212	3	59.3333	178
MvSl-1064-A1-R4_MC12g11112	MvSl-1064-A1-R4_MC12	Chr12	976481	977308	-1.57670910817679	7	90.1429	631
MvSl-1064-A1-R4_MC12g11286	MvSl-1064-A1-R4_MC01-1	Chr01	27347	32415	1.59814860796678	8	268.875	2151
MvSl-1064-A1-R4_MC13g11325	MvSl-1064-A1-R4_MC13	Chr13	145539	147253	-0.951850954662334	3	146.333	439
MvSl-1064-A1-R4_MC13g11330	MvSl-1064-A1-R4_MC13	Chr13	154196	158501	0.743834964759245	5	80.6	403
MvSl-1064-A1-R4_MC13g11331	MvSl-1064-A1-R4_MC13	Chr13	158550	159079	2.28234636472811	11	69.7273	767
MvSl-1064-A1-R4_MC13g11418	MvSl-1064-A1-R4_MC13	Chr13	342385	345247	-1.32935296621927	1	53	53
MvSl-1064-A1-R4_MC13g11429	MvSl-1064-A1-R4_MC13	Chr13	377143	378651	7.31749550149564	2	76	152
MvSl-1064-A1-R4_MC13g11443	MvSl-1064-A1-R4_MC13	Chr13	415327	415476	-0.684927693702817	1	71	71
MvSl-1064-A1-R4_MC13g11584	MvSl-1064-A1-R4_MC13	Chr13	746658	747842	-0.897711895462501	8	84.5	676
MvSl-1064-A1-R4_MC13g11616	MvSl-1064-A1-R4_MC13	Chr13	810561	811633	-0.579929400751607	7	100.429	703
MvSl-1064-A1-R4_MC13g11645	MvSl-1064-A1-R4_MC13	Chr13	884408	885523	0.961665249367034	8	94	752
MvSl-1064-A1-R4_MC13g11692	MvSl-1064-A1-R4_MC13	Chr13	996102	997532	-0.758477434174777	5	106.2	531
MvSl-1064-A1-R4_MC13g11715	MvSl-1064-A1-R4_MC14	Chr14	23854	24536	-1.3883541262652	3	106.333	319
MvSl-1064-A1-R4_MC14g11775	MvSl-1064-A1-R4_MC14	Chr14	138823	141895	-0.872592490093699	3	97.6667	293
MvSl-1064-A1-R4_MC14g11804	MvSl-1064-A1-R4_MC14	Chr14	197560	197983	-1.71953912497091	1	225	225
MvSl-1064-A1-R4_MC14g11805	MvSl-1064-A1-R4_MC14	Chr14	198088	198312	-0.620472463751676	7	92.5714	648
MvSl-1064-A1-R4_MC14g11845	MvSl-1064-A1-R4_MC14	Chr14	294736	295985	1.890821084962	7	128.143	897
MvSl-1064-A1-R4_MC14g11898	MvSl-1064-A1-R4_MC14	Chr14	434183	434753	1.90111057923671	2	154.5	309
MvSl-1064-A1-R4_MC14g11916	MvSl-1064-A1-R4_MC14	Chr14	463841	467568	-0.960056912989136	10	108.8	1088
MvSl-1064-A1-R4_MC14g11962	MvSl-1064-A1-R4_MC14	Chr14	572936	573493	-1.00736375842327	3	121	363
MvSl-1064-A1-R4_MC15g12029	MvSl-1064-A1-R4_MC15	Chr15	64738	66884	0.76039176248441	5	163.8	819
MvSl-1064-A1-R4_MC15g12082	MvSl-1064-A1-R4_MC15	Chr15	214376	215732	1.79083788547916	4	101.75	407
MvSl-1064-A1-R4_MC15g12133	MvSl-1064-A1-R4_MC15	Chr15	338080	339343	-1.67140076334151	2	64.5	129
MvSl-1064-A1-R4_MC15g12148	MvSl-1064-A1-R4_MC16	Chr16	3693	5975	-6.84166751643337	2	85	170
MvSl-1064-A1-R4_MC16g12196	MvSl-1064-A1-R4_MC17	Chr17	25191	27421	-1.65429517937647	7	171	1197
