gene	genename	chr	start	end
MvSl-1064-A1-R4_A1g00953	MvSl-1064-A1-R4_A1	MAT	2049348	2049989
MvSl-1064-A1-R4_A1g00967	MvSl-1064-A1-R4_A1	MAT	2078590	2079312
MvSl-1064-A1-R4_A1g00976	MvSl-1064-A1-R4_A1	MAT	2097071	2097556
MvSl-1064-A1-R4_A1g00978	MvSl-1064-A1-R4_A1	MAT	2099737	2099955
MvSl-1064-A1-R4_A1g00980	MvSl-1064-A1-R4_A1	MAT	2104867	2106707
MvSl-1064-A1-R4_A1g00981	MvSl-1064-A1-R4_A1	MAT	2106900	2107445
MvSl-1064-A1-R4_A1g00984	MvSl-1064-A1-R4_A1	MAT	2109518	2110048
MvSl-1064-A1-R4_A1g00987	MvSl-1064-A1-R4_A1	MAT	2117023	2118043
MvSl-1064-A1-R4_A1g00989	MvSl-1064-A1-R4_A1	MAT	2123214	2123681
MvSl-1064-A1-R4_A1g00990	MvSl-1064-A1-R4_A1	MAT	2123993	2125289
MvSl-1064-A1-R4_A1g00992	MvSl-1064-A1-R4_A1	MAT	2127995	2129040
MvSl-1064-A1-R4_A1g00993	MvSl-1064-A1-R4_A1	MAT	2129212	2129868
MvSl-1064-A1-R4_A1g00994	MvSl-1064-A1-R4_A1	MAT	2129917	2130858
MvSl-1064-A1-R4_A1g00996	MvSl-1064-A1-R4_A1	MAT	2135852	2138855
MvSl-1064-A1-R4_A1g01000	MvSl-1064-A1-R4_A1	MAT	2146292	2147054
MvSl-1064-A1-R4_A1g01001	MvSl-1064-A1-R4_A1	MAT	2147585	2149416
MvSl-1064-A1-R4_A1g01002	MvSl-1064-A1-R4_A1	MAT	2149810	2150010
MvSl-1064-A1-R4_A1g01004	MvSl-1064-A1-R4_A1	MAT	2160519	2162242
MvSl-1064-A1-R4_A1g01008	MvSl-1064-A1-R4_A1	MAT	2171912	2173912
MvSl-1064-A1-R4_A1g01010	MvSl-1064-A1-R4_A1	MAT	2180684	2181124
MvSl-1064-A1-R4_A1g01011	MvSl-1064-A1-R4_A1	MAT	2181536	2182498
MvSl-1064-A1-R4_A1g01012	MvSl-1064-A1-R4_A1	MAT	2182551	2182804
MvSl-1064-A1-R4_A1g01013	MvSl-1064-A1-R4_A1	MAT	2182886	2184721
MvSl-1064-A1-R4_A1g01019	MvSl-1064-A1-R4_A1	MAT	2200588	2202941
MvSl-1064-A1-R4_A1g01020	MvSl-1064-A1-R4_A1	MAT	2203721	2203939
MvSl-1064-A1-R4_A1g01023	MvSl-1064-A1-R4_A1	MAT	2207900	2208205
MvSl-1064-A1-R4_A1g01026	MvSl-1064-A1-R4_A1	MAT	2215495	2216171
MvSl-1064-A1-R4_A1g01032	MvSl-1064-A1-R4_A1	MAT	2230879	2231943
MvSl-1064-A1-R4_A1g01033	MvSl-1064-A1-R4_A1	MAT	2232046	2233807
MvSl-1064-A1-R4_A1g01034	MvSl-1064-A1-R4_A1	MAT	2234431	2236252
MvSl-1064-A1-R4_A1g01037	MvSl-1064-A1-R4_A1	MAT	2238138	2238350
MvSl-1064-A1-R4_A1g01039	MvSl-1064-A1-R4_A1	MAT	2239686	2239896
MvSl-1064-A1-R4_A1g01040	MvSl-1064-A1-R4_A1	MAT	2240446	2241586
MvSl-1064-A1-R4_A1g01042	MvSl-1064-A1-R4_A1	MAT	2244616	2244963
MvSl-1064-A1-R4_A1g01043	MvSl-1064-A1-R4_A1	MAT	2245051	2245491
MvSl-1064-A1-R4_A1g01044	MvSl-1064-A1-R4_A1	MAT	2245658	2246287
MvSl-1064-A1-R4_A1g01048	MvSl-1064-A1-R4_A1	MAT	2254832	2255059
MvSl-1064-A1-R4_A1g01051	MvSl-1064-A1-R4_A1	MAT	2258695	2259124
MvSl-1064-A1-R4_A1g01052	MvSl-1064-A1-R4_A1	MAT	2259412	2259630
MvSl-1064-A1-R4_A1g01058	MvSl-1064-A1-R4_A1	MAT	2285087	2285644
MvSl-1064-A1-R4_A1g01059	MvSl-1064-A1-R4_A1	MAT	2285930	2286521
MvSl-1064-A1-R4_A1g01060	MvSl-1064-A1-R4_A1	MAT	2286630	2286974
MvSl-1064-A1-R4_A1g01064	MvSl-1064-A1-R4_A1	MAT	2304630	2305166
MvSl-1064-A1-R4_A1g01066	MvSl-1064-A1-R4_A1	MAT	2307826	2308137
MvSl-1064-A1-R4_A1g01067	MvSl-1064-A1-R4_A1	MAT	2308377	2309237
MvSl-1064-A1-R4_A1g01072	MvSl-1064-A1-R4_A1	MAT	2323776	2324590
MvSl-1064-A1-R4_A1g01073	MvSl-1064-A1-R4_A1	MAT	2324748	2325676
MvSl-1064-A1-R4_A1g01085	MvSl-1064-A1-R4_A1	MAT	2373779	2375206
MvSl-1064-A1-R4_A1g01094	MvSl-1064-A1-R4_A1	MAT	2409081	2410475
MvSl-1064-A1-R4_A1g01098	MvSl-1064-A1-R4_A1	MAT	2429621	2430005
MvSl-1064-A1-R4_A1g01103	MvSl-1064-A1-R4_A1	MAT	2446283	2447342
MvSl-1064-A1-R4_A1g01107	MvSl-1064-A1-R4_A1	MAT	2462770	2462934
MvSl-1064-A1-R4_A1g01109	MvSl-1064-A1-R4_A1	MAT	2468524	2469262
MvSl-1064-A1-R4_A1g01114	MvSl-1064-A1-R4_A1	MAT	2486044	2486963
MvSl-1064-A1-R4_A1g01115	MvSl-1064-A1-R4_A1	MAT	2487024	2487693
MvSl-1064-A1-R4_A1g01116	MvSl-1064-A1-R4_A1	MAT	2488287	2489096
MvSl-1064-A1-R4_A1g01117	MvSl-1064-A1-R4_A1	MAT	2489884	2490261
MvSl-1064-A1-R4_A1g01118	MvSl-1064-A1-R4_A1	MAT	2490444	2490638
MvSl-1064-A1-R4_A1g01119	MvSl-1064-A1-R4_A1	MAT	2491059	2491220
MvSl-1064-A1-R4_A1g01120	MvSl-1064-A1-R4_A1	MAT	2491367	2491705
MvSl-1064-A1-R4_A1g01122	MvSl-1064-A1-R4_A1	MAT	2492581	2493816
MvSl-1064-A1-R4_A1g01125	MvSl-1064-A1-R4_A1	MAT	2495995	2496449
MvSl-1064-A1-R4_A1g01128	MvSl-1064-A1-R4_A1	MAT	2503139	2503641
MvSl-1064-A1-R4_A1g01130	MvSl-1064-A1-R4_A1	MAT	2506284	2506746
MvSl-1064-A1-R4_A1g01131	MvSl-1064-A1-R4_A1	MAT	2507858	2508665
MvSl-1064-A1-R4_A1g01132	MvSl-1064-A1-R4_A1	MAT	2508711	2508875
MvSl-1064-A1-R4_A1g01134	MvSl-1064-A1-R4_A1	MAT	2511781	2512014
MvSl-1064-A1-R4_A1g01138	MvSl-1064-A1-R4_A1	MAT	2519820	2520678
MvSl-1064-A1-R4_A1g01140	MvSl-1064-A1-R4_A1	MAT	2521041	2521388
MvSl-1064-A1-R4_A1g01141	MvSl-1064-A1-R4_A1	MAT	2522143	2522310
MvSl-1064-A1-R4_A1g01142	MvSl-1064-A1-R4_A1	MAT	2523541	2525310
MvSl-1064-A1-R4_A1g01144	MvSl-1064-A1-R4_A1	MAT	2530973	2531257
MvSl-1064-A1-R4_A1g01145	MvSl-1064-A1-R4_A1	MAT	2531392	2532409
MvSl-1064-A1-R4_A1g01155	MvSl-1064-A1-R4_A1	MAT	2559228	2559900
MvSl-1064-A1-R4_A1g01157	MvSl-1064-A1-R4_A1	MAT	2564528	2564734
MvSl-1064-A1-R4_A1g01158	MvSl-1064-A1-R4_A1	MAT	2565228	2566334
MvSl-1064-A1-R4_A1g01165	MvSl-1064-A1-R4_A1	MAT	2583336	2583491
MvSl-1064-A1-R4_A1g01170	MvSl-1064-A1-R4_A1	MAT	2591375	2591527
MvSl-1064-A1-R4_A1g01171	MvSl-1064-A1-R4_A1	MAT	2591589	2591786
MvSl-1064-A1-R4_A1g01172	MvSl-1064-A1-R4_A1	MAT	2591902	2593301
MvSl-1064-A1-R4_A1g01177	MvSl-1064-A1-R4_A1	MAT	2606644	2606831
MvSl-1064-A1-R4_A1g01179	MvSl-1064-A1-R4_A1	MAT	2609428	2609592
MvSl-1064-A1-R4_A1g01181	MvSl-1064-A1-R4_A1	MAT	2613666	2614010
MvSl-1064-A1-R4_A1g01183	MvSl-1064-A1-R4_A1	MAT	2616817	2617032
MvSl-1064-A1-R4_A1g01185	MvSl-1064-A1-R4_A1	MAT	2621217	2621408
MvSl-1064-A1-R4_A1g01186	MvSl-1064-A1-R4_A1	MAT	2621476	2622538
MvSl-1064-A1-R4_A1g01187	MvSl-1064-A1-R4_A1	MAT	2622754	2622957
MvSl-1064-A1-R4_A1g01188	MvSl-1064-A1-R4_A1	MAT	2623923	2624564
MvSl-1064-A1-R4_A1g01190	MvSl-1064-A1-R4_A1	MAT	2628613	2629713
MvSl-1064-A1-R4_A1g01191	MvSl-1064-A1-R4_A1	MAT	2629993	2631280
MvSl-1064-A1-R4_A1g01192	MvSl-1064-A1-R4_A1	MAT	2631363	2634911
MvSl-1064-A1-R4_A1g01193	MvSl-1064-A1-R4_A1	MAT	2635950	2638646
MvSl-1064-A1-R4_A1g01199	MvSl-1064-A1-R4_A1	MAT	2650988	2651277
MvSl-1064-A1-R4_A1g01206	MvSl-1064-A1-R4_A1	MAT	2678343	2678771
MvSl-1064-A1-R4_A1g01207	MvSl-1064-A1-R4_A1	MAT	2679047	2679570
MvSl-1064-A1-R4_A1g01208	MvSl-1064-A1-R4_A1	MAT	2679714	2679993
MvSl-1064-A1-R4_A1g01209	MvSl-1064-A1-R4_A1	MAT	2680895	2681239
MvSl-1064-A1-R4_A1g01211	MvSl-1064-A1-R4_A1	MAT	2686249	2686470
MvSl-1064-A1-R4_A1g01214	MvSl-1064-A1-R4_A1	MAT	2700378	2700722
MvSl-1064-A1-R4_A1g01217	MvSl-1064-A1-R4_A1	MAT	2703214	2703624
MvSl-1064-A1-R4_A1g01218	MvSl-1064-A1-R4_A1	MAT	2703817	2704714
MvSl-1064-A1-R4_A1g01221	MvSl-1064-A1-R4_A1	MAT	2711352	2711600
MvSl-1064-A1-R4_A1g01226	MvSl-1064-A1-R4_A1	MAT	2721311	2722988
MvSl-1064-A1-R4_A1g01230	MvSl-1064-A1-R4_A1	MAT	2729331	2732646
MvSl-1064-A1-R4_A1g01232	MvSl-1064-A1-R4_A1	MAT	2735796	2735951
MvSl-1064-A1-R4_A1g01233	MvSl-1064-A1-R4_A1	MAT	2736134	2736497
MvSl-1064-A1-R4_A1g01234	MvSl-1064-A1-R4_A1	MAT	2738181	2740408
MvSl-1064-A1-R4_A1g01238	MvSl-1064-A1-R4_A1	MAT	2748046	2748321
MvSl-1064-A1-R4_A1g01240	MvSl-1064-A1-R4_A1	MAT	2751079	2752602
MvSl-1064-A1-R4_A1g01245	MvSl-1064-A1-R4_A1	MAT	2762335	2762856
MvSl-1064-A1-R4_A1g01246	MvSl-1064-A1-R4_A1	MAT	2763043	2764376
MvSl-1064-A1-R4_A1g01248	MvSl-1064-A1-R4_A1	MAT	2768811	2769341
MvSl-1064-A1-R4_A1g01249	MvSl-1064-A1-R4_A1	MAT	2769725	2770523
MvSl-1064-A1-R4_A1g01254	MvSl-1064-A1-R4_A1	MAT	2777826	2778361
MvSl-1064-A1-R4_A1g01255	MvSl-1064-A1-R4_A1	MAT	2778871	2780197
MvSl-1064-A1-R4_A1g01257	MvSl-1064-A1-R4_A1	MAT	2783037	2784165
MvSl-1064-A1-R4_A1g01263	MvSl-1064-A1-R4_A1	MAT	2802481	2802996
MvSl-1064-A1-R4_A1g01264	MvSl-1064-A1-R4_A1	MAT	2803071	2803229
MvSl-1064-A1-R4_A1g01267	MvSl-1064-A1-R4_A1	MAT	2807188	2811238
MvSl-1064-A1-R4_A1g01268	MvSl-1064-A1-R4_A1	MAT	2811451	2812801
MvSl-1064-A1-R4_A1g01269	MvSl-1064-A1-R4_A1	MAT	2813503	2814534
MvSl-1064-A1-R4_A1g01273	MvSl-1064-A1-R4_A1	MAT	2819344	2820733
MvSl-1064-A1-R4_A1g01274	MvSl-1064-A1-R4_A1	MAT	2820776	2820979
MvSl-1064-A1-R4_A1g01276	MvSl-1064-A1-R4_A1	MAT	2824857	2826000
MvSl-1064-A1-R4_A1g01280	MvSl-1064-A1-R4_A1	MAT	2834986	2835285
MvSl-1064-A1-R4_A1g01281	MvSl-1064-A1-R4_A1	MAT	2835397	2835733
MvSl-1064-A1-R4_A1g01284	MvSl-1064-A1-R4_A1	MAT	2842509	2842715
MvSl-1064-A1-R4_A1g01286	MvSl-1064-A1-R4_A1	MAT	2846797	2847040
MvSl-1064-A1-R4_A1g01294	MvSl-1064-A1-R4_A1	MAT	2863391	2864667
MvSl-1064-A1-R4_A1g01295	MvSl-1064-A1-R4_A1	MAT	2865653	2866162
MvSl-1064-A1-R4_A1g01298	MvSl-1064-A1-R4_A1	MAT	2870728	2871366
MvSl-1064-A1-R4_A1g01300	MvSl-1064-A1-R4_A1	MAT	2881852	2882406
MvSl-1064-A1-R4_A1g01301	MvSl-1064-A1-R4_A1	MAT	2882708	2882899
MvSl-1064-A1-R4_A1g01304	MvSl-1064-A1-R4_A1	MAT	2890415	2890576
MvSl-1064-A1-R4_A1g01305	MvSl-1064-A1-R4_A1	MAT	2891625	2892286
MvSl-1064-A1-R4_A1g01306	MvSl-1064-A1-R4_A1	MAT	2894931	2896335
MvSl-1064-A1-R4_A1g01307	MvSl-1064-A1-R4_A1	MAT	2896667	2897461
MvSl-1064-A1-R4_A1g01308	MvSl-1064-A1-R4_A1	MAT	2898422	2899008
MvSl-1064-A1-R4_A1g01312	MvSl-1064-A1-R4_A1	MAT	2907934	2908910
MvSl-1064-A1-R4_A1g01315	MvSl-1064-A1-R4_A1	MAT	2911702	2912107
MvSl-1064-A1-R4_A1g01316	MvSl-1064-A1-R4_A1	MAT	2912763	2915681
MvSl-1064-A1-R4_A1g01318	MvSl-1064-A1-R4_A1	MAT	2918580	2919346
MvSl-1064-A1-R4_A1g01323	MvSl-1064-A1-R4_A1	MAT	2936331	2936675
MvSl-1064-A1-R4_A1g01325	MvSl-1064-A1-R4_A1	MAT	2940895	2941386
MvSl-1064-A1-R4_A1g01326	MvSl-1064-A1-R4_A1	MAT	2941819	2941971
MvSl-1064-A1-R4_A1g01329	MvSl-1064-A1-R4_A1	MAT	2947632	2948402
MvSl-1064-A1-R4_A1g01330	MvSl-1064-A1-R4_A1	MAT	2949586	2949744
MvSl-1064-A1-R4_A1g01333	MvSl-1064-A1-R4_A1	MAT	2955021	2955491
MvSl-1064-A1-R4_A1g01334	MvSl-1064-A1-R4_A1	MAT	2955573	2956394
MvSl-1064-A1-R4_A1g01337	MvSl-1064-A1-R4_A1	MAT	2969672	2970325
MvSl-1064-A1-R4_A1g01338	MvSl-1064-A1-R4_A1	MAT	2970367	2971159
MvSl-1064-A1-R4_A1g01344	MvSl-1064-A1-R4_A1	MAT	2982139	2983602
MvSl-1064-A1-R4_A1g01345	MvSl-1064-A1-R4_A1	MAT	2983942	2984265
MvSl-1064-A1-R4_A1g01352	MvSl-1064-A1-R4_A1	MAT	3002566	3003090
MvSl-1064-A1-R4_A1g01356	MvSl-1064-A1-R4_A1	MAT	3014481	3014754
MvSl-1064-A1-R4_A1g01360	MvSl-1064-A1-R4_A1	MAT	3021786	3022133
MvSl-1064-A1-R4_A1g01370	MvSl-1064-A1-R4_A1	MAT	3048163	3050355
MvSl-1064-A1-R4_A1g01371	MvSl-1064-A1-R4_A1	MAT	3050902	3054160
MvSl-1064-A1-R4_A1g01377	MvSl-1064-A1-R4_A1	MAT	3073883	3074882
MvSl-1064-A1-R4_A1g01391	MvSl-1064-A1-R4_A1	MAT	3108819	3109843
MvSl-1064-A1-R4_A1g01395	MvSl-1064-A1-R4_A1	MAT	3121131	3121426
MvSl-1064-A1-R4_A1g01397	MvSl-1064-A1-R4_A1	MAT	3124727	3124955
MvSl-1064-A1-R4_A1g01398	MvSl-1064-A1-R4_A1	MAT	3125001	3125581
MvSl-1064-A1-R4_A1g01400	MvSl-1064-A1-R4_A1	MAT	3130971	3131616
MvSl-1064-A1-R4_A1g01401	MvSl-1064-A1-R4_A1	MAT	3132127	3133455
MvSl-1064-A1-R4_A1g01402	MvSl-1064-A1-R4_A1	MAT	3133594	3134296
MvSl-1064-A1-R4_A1g01403	MvSl-1064-A1-R4_A1	MAT	3134871	3136287
MvSl-1064-A1-R4_A1g01408	MvSl-1064-A1-R4_A1	MAT	3147657	3147986
MvSl-1064-A1-R4_A1g01410	MvSl-1064-A1-R4_A1	MAT	3157386	3158319
MvSl-1064-A1-R4_A1g01414	MvSl-1064-A1-R4_A1	MAT	3163920	3164102
MvSl-1064-A1-R4_A1g01419	MvSl-1064-A1-R4_A1	MAT	3174793	3174969
MvSl-1064-A1-R4_A1g01420	MvSl-1064-A1-R4_A1	MAT	3175011	3175295
MvSl-1064-A1-R4_A1g01423	MvSl-1064-A1-R4_A1	MAT	3178351	3179220
MvSl-1064-A1-R4_A1g01425	MvSl-1064-A1-R4_A1	MAT	3181703	3182009
MvSl-1064-A1-R4_A1g01427	MvSl-1064-A1-R4_A1	MAT	3184962	3185129
MvSl-1064-A1-R4_A1g01428	MvSl-1064-A1-R4_A1	MAT	3185299	3185481
MvSl-1064-A1-R4_A1g01429	MvSl-1064-A1-R4_A1	MAT	3185524	3186787
MvSl-1064-A1-R4_A1g01430	MvSl-1064-A1-R4_A1	MAT	3186854	3188061
MvSl-1064-A1-R4_A1g01433	MvSl-1064-A1-R4_A1	MAT	3196842	3197441
MvSl-1064-A1-R4_A1g01434	MvSl-1064-A1-R4_A1	MAT	3198097	3198935
MvSl-1064-A1-R4_A1g01435	MvSl-1064-A1-R4_A1	MAT	3199055	3199315
