gene A1 A2 location chr start end log2FC intron_nr mean sum group ave_count
MvSl-1064-A1-R4_MC03g04455 8.0069026535033 8.11557114627265 MvSl-1064-A1-R4_MC03 Chr03 535413 536606 -0.355096187 2 461828 116.5 NONDE 8.06124
MvSl-1064-A1-R4_MC03g04456 2.53511120154705 3.76000940509763 MvSl-1064-A1-R4_MC03 Chr03 536790 539315 -0.111069331 5 464292 96.4 NONDE 3.14756
MvSl-1064-A1-R4_MC03g04457 4.58878952768788 4.09189751254078 MvSl-1064-A1-R4_MC03 Chr03 540321 540639 -0.306700561 7 465815 86.7143 NONDE 4.34034
MvSl-1064-A1-R4_MC03g04458 7.11556614909895 7.04410465818263 MvSl-1064-A1-R4_MC03 Chr03 540932 542439 -0.022405516 1 469071 71 NONDE 7.07984
MvSl-1064-A1-R4_MC03g04459 6.05897105712165 6.36813608527973 MvSl-1064-A1-R4_MC03 Chr03 543113 550712 -0.057929255 10 472802 80 NONDE 6.21355
MvSl-1064-A1-R4_MC03g04460 6.72176454278991 6.54893133389263 MvSl-1064-A1-R4_MC03 Chr03 551059 552081 0.131837621 3 477066 102.333 NONDE 6.63535
MvSl-1064-A1-R4_MC03g04461 3.92817149648292 3.42137606424284 MvSl-1064-A1-R4_MC03 Chr03 552698 554124 0.231129237 1 479575 92 NONDE 3.67477
MvSl-1064-A1-R4_MC03g04462 3.54282859092171 3.09578935304707 MvSl-1064-A1-R4_MC03 Chr03 554897 557972 0.849141608 4 481733 103.25 NONDE 3.31931
MvSl-1064-A1-R4_MC03g04463 2.61253275089402 2.30503902256079 MvSl-1064-A1-R4_MC03 Chr03 558348 559291 0.158438996 4 484480 165.75 NONDE 2.45879
MvSl-1064-A1-R4_MC03g04464 3.04370998026731 2.81858654744317 MvSl-1064-A1-R4_MC03 Chr03 559657 560886 0.297520204 3 487629 97.3333 NONDE 2.93115
MvSl-1064-A1-R4_MC03g04465 6.26982032986978 6.34271178957707 MvSl-1064-A1-R4_MC03 Chr03 561445 564525 -0.077385356 1 488841 98 NONDE 6.30627
MvSl-1064-A1-R4_MC03g04466 6.13200136617267 6.40632849191471 MvSl-1064-A1-R4_MC03 Chr03 565201 567476 0.146635202 7 491325 87 NONDE 6.26916
MvSl-1064-A1-R4_MC03g04468 6.10546489006943 6.13624594931517 MvSl-1064-A1-R4_MC03 Chr03 570589 571838 0.094159036 1 494385 105 NONDE 6.12086
MvSl-1064-A1-R4_MC03g04469 8.8058052192669 8.63398107418672 MvSl-1064-A1-R4_MC03 Chr03 574262 578998 -0.09578601 4 495852 76 NONDE 8.71989
MvSl-1064-A1-R4_MC03g04470 7.77330685396565 7.85638603835768 MvSl-1064-A1-R4_MC03 Chr03 579257 581336 0.033084396 9 497812 111 NONDE 7.81485
MvSl-1064-A1-R4_MC03g04471 7.63133020611126 8.17465896716601 MvSl-1064-A1-R4_MC03 Chr03 582069 583595 0.086074086 2 501975 88 NONDE 7.90299
MvSl-1064-A1-R4_MC03g04472 5.22618235509779 5.08118933595976 MvSl-1064-A1-R4_MC03 Chr03 584402 586066 -0.317079329 2 503676 84.5 NONDE 5.15369
MvSl-1064-A1-R4_MC03g04473 1.01070045865122 -0.0384837684140247 MvSl-1064-A1-R4_MC03 Chr03 586508 589389 -0.295880646 3 507065 239 NONDE 0.486108
MvSl-1064-A1-R4_MC03g04474 0.761575006956244 1.21011821673323 MvSl-1064-A1-R4_MC03 Chr03 590018 591935 0.117481366 1 510810 167 NONDE 0.985847
MvSl-1064-A1-R4_MC03g04475 4.11713202697273 4.16417621429688 MvSl-1064-A1-R4_MC03 Chr03 593023 593834 0.330207103 3 511222 107 NONDE 4.14065
MvSl-1064-A1-R4_MC03g04476 4.75166120569764 4.82991987800512 MvSl-1064-A1-R4_MC03 Chr03 594224 595312 -0.083166316 10 514352 81.7 NONDE 4.79079
MvSl-1064-A1-R4_MC03g04478 7.77225285132795 7.72057845909397 MvSl-1064-A1-R4_MC03 Chr03 596672 597765 -0.091978885 2 521147 75.5 NONDE 7.74642
MvSl-1064-A1-R4_MC03g04479 6.38737700077249 6.5289423756067 MvSl-1064-A1-R4_MC03 Chr03 598266 599181 0.047430196 2 524901 72 NONDE 6.45816
MvSl-1064-A1-R4_MC03g04480 7.16726494346951 7.43887544411397 MvSl-1064-A1-R4_MC03 Chr03 599791 601866 0.461011393 8 529286 96.25 NONDE 7.30307
MvSl-1064-A1-R4_MC03g04481 7.6684388761663 7.36367669713131 MvSl-1064-A1-R4_MC03 Chr03 602042 602405 -0.024770936 3 532833 137.333 NONDE 7.51606
MvSl-1064-A1-R4_MC03g04482 5.15895403779648 5.23123780930035 MvSl-1064-A1-R4_MC03 Chr03 602902 603550 0.00488385 3 534576 68.3333 NONDE 5.1951
MvSl-1064-A1-R4_MC03g04483 5.05416017222848 4.99987571646776 MvSl-1064-A1-R4_MC03 Chr03 603596 605030 0.008808053 4 535738 78.75 NONDE 5.02702
MvSl-1064-A1-R4_MC03g04484 7.96937946688095 7.7230437659375 MvSl-1064-A1-R4_MC03 Chr03 606236 608457 -0.119014473 3 539088 81 NONDE 7.84621
MvSl-1064-A1-R4_MC03g04485 1.01070045865122 0.238559882256371 MvSl-1064-A1-R4_MC03 Chr03 609663 611373 -1.318819092 1 540504 58 NONDE 0.62463
MvSl-1064-A1-R4_MC03g04486 5.93384165184719 6.01502252616159 MvSl-1064-A1-R4_MC03 Chr03 611560 612117 -0.318686352 6 541118 109.333 NONDE 5.97443
MvSl-1064-A1-R4_MC03g04487 7.74815322468811 7.16870129536056 MvSl-1064-A1-R4_MC03 Chr03 612357 615978 -0.038878452 6 544790 67.1667 NONDE 7.45843
MvSl-1064-A1-R4_MC03g04488 5.15032587285628 4.99987571646776 MvSl-1064-A1-R4_MC03 Chr03 616121 622715 -0.395755869 5 551861 103.8 NONDE 5.0751
MvSl-1064-A1-R4_MC03g04489 1.71943927627446 1.36246245366823 MvSl-1064-A1-R4_MC03 Chr03 623135 624783 -0.962410997 1 553329 68 NONDE 1.54095
MvSl-1064-A1-R4_MC03g04490 6.66459365024444 6.54336228559345 MvSl-1064-A1-R4_MC03 Chr03 625104 628432 -0.025557257 5 557623 96.2 NONDE 6.60398
MvSl-1064-A1-R4_MC03g04491 5.24453925237634 5.58569471995933 MvSl-1064-A1-R4_MC03 Chr03 628925 630502 -0.086902137 1 558522 98 NONDE 5.41512
MvSl-1064-A1-R4_MC03g04492 5.5858609398338 5.93464810454773 MvSl-1064-A1-R4_MC03 Chr03 632373 633700 -0.074943673 2 559890 76.5 NONDE 5.76025
MvSl-1064-A1-R4_MC03g04493 7.59164932646268 7.87487464209065 MvSl-1064-A1-R4_MC03 Chr03 634088 634489 0.498138438 8 564157 115.5 NONDE 7.73326
MvSl-1064-A1-R4_MC03g04494 6.80176439993108 7.00701378185962 MvSl-1064-A1-R4_MC03 Chr03 636202 639171 0.245008635 6 565431 90.3333 NONDE 6.90439
MvSl-1064-A1-R4_MC03g04495 5.54694712275766 5.6463278428761 MvSl-1064-A1-R4_MC03 Chr03 639290 642099 -0.092413311 6 568797 88.3333 NONDE 5.59664
MvSl-1064-A1-R4_MC03g04496 9.82991142188745 9.61297190473683 MvSl-1064-A1-R4_MC03 Chr03 642680 643267 0.054984053 2 571525 73 NONDE 9.72144
MvSl-1064-A1-R4_MC03g04497 7.0393427083988 7.11768565214382 MvSl-1064-A1-R4_MC03 Chr03 643377 643544 0.131492215 5 574414 93.6 NONDE 7.07851
MvSl-1064-A1-R4_MC03g04498 5.99415077880217 5.98833513932659 MvSl-1064-A1-R4_MC03 Chr03 643604 644342 0.009509405 1 579814 79 NONDE 5.99124
MvSl-1064-A1-R4_MC03g04499 8.62281198230735 8.63734579040049 MvSl-1064-A1-R4_MC03 Chr03 644390 647101 0.001075014 8 582187 82.875 NONDE 8.63008
MvSl-1064-A1-R4_MC03g04500 6.15482701627869 6.29805696588081 MvSl-1064-A1-R4_MC03 Chr03 647468 649491 0.100507217 1 584856 63 NONDE 6.22644
MvSl-1064-A1-R4_MC03g04501 5.85903594419486 6.05247088271052 MvSl-1064-A1-R4_MC03 Chr03 649717 650815 0.251284633 2 586762 70 NONDE 5.95575
MvSl-1064-A1-R4_MC03g04503 6.18787543643173 6.66043935726355 MvSl-1064-A1-R4_MC03 Chr03 654652 654810 0.10324848 2 593343 86.5 NONDE 6.42416
MvSl-1064-A1-R4_MC03g04504 6.48238780933317 6.92066660165869 MvSl-1064-A1-R4_MC03 Chr03 655010 656239 0.157087611 4 594645 77.25 NONDE 6.70153
MvSl-1064-A1-R4_MC03g04505 5.74475321953849 5.96828745742339 MvSl-1064-A1-R4_MC03 Chr03 656443 657051 0.111927891 6 595676 69.1667 NONDE 5.85652
MvSl-1064-A1-R4_MC03g04506 4.897996706499 5.22727378078832 MvSl-1064-A1-R4_MC03 Chr03 658161 659167 0.147576239 1 596992 89 NONDE 5.06264
MvSl-1064-A1-R4_MC03g04507 7.11057091736052 7.37222830965913 MvSl-1064-A1-R4_MC03 Chr03 659839 663290 0.187924878 4 598737 135.25 NONDE 7.2414
MvSl-1064-A1-R4_MC03g04508 1.51955146000907 1.33325345504761 MvSl-1064-A1-R4_MC03 Chr03 664241 665593 -0.747858847 4 601460 75 NONDE 1.4264
MvSl-1064-A1-R4_MC03g04510 4.0162777224426 3.93060873562185 MvSl-1064-A1-R4_MC03 Chr03 668282 670526 -0.029513526 1 603453 91 NONDE 3.97344
MvSl-1064-A1-R4_MC03g04511 4.74880626279692 4.50922890888261 MvSl-1064-A1-R4_MC03 Chr03 673259 677321 -0.224244683 3 604819 98.3333 NONDE 4.62902
MvSl-1064-A1-R4_MC03g04512 6.93708546523176 7.04523093054965 MvSl-1064-A1-R4_MC03 Chr03 677501 679882 -0.338366244 5 608198 85.6 NONDE 6.99116
MvSl-1064-A1-R4_MC03g04513 4.74880626279692 5.28562006765734 MvSl-1064-A1-R4_MC03 Chr03 680919 681963 -0.365092787 4 609744 94 NONDE 5.01721
MvSl-1064-A1-R4_MC03g04514 2.33645528518473 2.65115422583047 MvSl-1064-A1-R4_MC03 Chr03 682134 682838 0.278757593 2 611955 76.5 NONDE 2.4938
MvSl-1064-A1-R4_MC03g04515 6.97483615836149 6.72089348895292 MvSl-1064-A1-R4_MC03 Chr03 683416 685015 -0.01729224 4 613944 69.25 NONDE 6.84786
MvSl-1064-A1-R4_MC03g04516 7.63905998494034 7.394493293495 MvSl-1064-A1-R4_MC03 Chr03 685683 686240 0.118349045 4 622483 67.75 NONDE 7.51678
MvSl-1064-A1-R4_MC03g04517 6.54708473461078 6.81634039722906 MvSl-1064-A1-R4_MC03 Chr03 686485 687576 0.015382624 3 623455 191.667 NONDE 6.68171
MvSl-1064-A1-R4_MC03g04518 10.1072431310716 10.3395933957388 MvSl-1064-A1-R4_MC03 Chr03 688403 688827 0.363980777 4 627542 71 NONDE 10.2234
MvSl-1064-A1-R4_MC03g04519 6.02751399005135 6.25587252522813 MvSl-1064-A1-R4_MC03 Chr03 689825 690163 0.588294776 3 629157 116 NONDE 6.14169
MvSl-1064-A1-R4_MC03g04522 4.48967173895719 5.51429053089728 MvSl-1064-A1-R4_MC03 Chr03 691684 692076 0.292933772 4 636409 63.75 NONDE 5.00198
MvSl-1064-A1-R4_MC03g04523 8.76488277408381 8.68436903921629 MvSl-1064-A1-R4_MC03 Chr03 693157 693671 0.385556514 8 641929 97.375 NONDE 8.72463
MvSl-1064-A1-R4_MC03g04526 5.27660792142046 5.0612865399922 MvSl-1064-A1-R4_MC03 Chr03 701850 702719 -0.063312654 1 644326 52 NONDE 5.16895
MvSl-1064-A1-R4_MC03g04527 6.90217983790822 6.33720494134826 MvSl-1064-A1-R4_MC03 Chr03 702887 703482 -0.063642436 5 647019 118.8 NONDE 6.61969
MvSl-1064-A1-R4_MC03g04528 5.46408201610424 5.4009662248175 MvSl-1064-A1-R4_MC03 Chr03 704605 709495 -0.006676217 10 647617 79.4 NONDE 5.43252
MvSl-1064-A1-R4_MC03g04529 1.9556562090471 0.359389254324568 MvSl-1064-A1-R4_MC03 Chr03 709948 710196 -0.789838286 3 650608 93.3333 NONDE 1.15752
MvSl-1064-A1-R4_MC03g04534 6.90602902421919 6.77212961824103 MvSl-1064-A1-R4_MC03 Chr03 722864 724107 -0.481902235 6 659063 70.3333 NONDE 6.83908
MvSl-1064-A1-R4_MC03g04535 7.42236313579747 7.41424215656451 MvSl-1064-A1-R4_MC03 Chr03 728659 734153 0.142243818 5 661784 70 NONDE 7.4183
MvSl-1064-A1-R4_MC03g04536 4.07672185006482 4.37592883348471 MvSl-1064-A1-R4_MC03 Chr03 734282 734654 -0.177115951 4 665237 71.25 NONDE 4.22633
MvSl-1064-A1-R4_MC03g04537 4.51341573357138 5.27797555735135 MvSl-1064-A1-R4_MC03 Chr03 734736 734994 -0.182480266 3 666260 90.3333 NONDE 4.8957
MvSl-1064-A1-R4_MC03g04538 6.88473026868092 6.70316445862581 MvSl-1064-A1-R4_MC03 Chr03 735091 735258 0.144685048 4 669893 89.5 NONDE 6.79395
MvSl-1064-A1-R4_MC03g04539 0.972053696397208 0.470876268794319 MvSl-1064-A1-R4_MC03 Chr03 736466 738274 -2.032831905 1 40 40 DE 0.721465
MvSl-1064-A1-R4_MC03g04540 12.0857773337422 11.5904205962224 MvSl-1064-A1-R4_MC03 Chr03 739207 741038 -0.204715764 6 679663 145.5 NONDE 11.8381
MvSl-1064-A1-R4_MC03g04541 5.16110304033799 5.57948886196374 MvSl-1064-A1-R4_MC03 Chr03 741377 742088 0.047603873 1 681301 85 NONDE 5.3703
MvSl-1064-A1-R4_MC03g04542 5.64386922090031 6.07580529452368 MvSl-1064-A1-R4_MC03 Chr03 744066 745681 0.055294751 1 682677 96 NONDE 5.85984
MvSl-1064-A1-R4_MC03g04543 6.99906504822377 7.72515353824602 MvSl-1064-A1-R4_MC03 Chr03 746224 747360 0.139046241 5 684487 164 NONDE 7.36211
MvSl-1064-A1-R4_MC03g04544 5.35754602364137 5.70166084640304 MvSl-1064-A1-R4_MC03 Chr03 747640 749636 -0.105275799 2 685803 70.5 NONDE 5.5296
MvSl-1064-A1-R4_MC03g04545 5.15248775655227 5.79030858477787 MvSl-1064-A1-R4_MC03 Chr03 750414 752367 0.251157124 3 686601 80 NONDE 5.4714
MvSl-1064-A1-R4_MC03g04546 4.92353937014398 5.33802663962581 MvSl-1064-A1-R4_MC03 Chr03 755878 760118 0.415564192 2 688649 79 NONDE 5.13078
MvSl-1064-A1-R4_MC03g04549 6.06701585101779 5.94192286164475 MvSl-1064-A1-R4_MC03 Chr03 763039 764733 -0.240432934 2 690941 75.5 NONDE 6.00447
MvSl-1064-A1-R4_MC03g04551 1.2874451439019 0.0359221013491793 MvSl-1064-A1-R4_MC03 Chr03 765879 767325 -0.453535774 1 693183 104 NONDE 0.661684
MvSl-1064-A1-R4_MC03g04552 7.6074952999807 7.49146691039118 MvSl-1064-A1-R4_MC03 Chr03 768441 768751 0.109822005 4 695623 111.75 NONDE 7.54948
MvSl-1064-A1-R4_MC03g04553 6.7788566428707 6.56315380434406 MvSl-1064-A1-R4_MC03 Chr03 768996 771539 -0.073285122 3 701042 83.3333 NONDE 6.67101
MvSl-1064-A1-R4_MC03g04554 3.92311530281803 4.11353441687678 MvSl-1064-A1-R4_MC03 Chr03 771621 773815 -0.172960246 2 702058 87 NONDE 4.01832
MvSl-1064-A1-R4_MC03g04555 4.43388589515136 4.60093094090356 MvSl-1064-A1-R4_MC03 Chr03 777969 779302 0.127046523 2 703271 98.5 NONDE 4.51741
MvSl-1064-A1-R4_MC03g04556 4.94365281216203 4.88379692142991 MvSl-1064-A1-R4_MC03 Chr03 779634 781829 -0.420308774 7 704845 65.7143 NONDE 4.91372
MvSl-1064-A1-R4_MC03g04558 7.26391706727783 7.24567283811181 MvSl-1064-A1-R4_MC03 Chr03 787396 792402 -0.04368357 2 711564 98 NONDE 7.25479
MvSl-1064-A1-R4_MC03g04559 7.9408951265938 7.78873542023503 MvSl-1064-A1-R4_MC03 Chr03 793356 793601 -0.077775674 4 716701 126.5 NONDE 7.86482
MvSl-1064-A1-R4_MC03g04560 5.95257282152591 5.87255474869677 MvSl-1064-A1-R4_MC03 Chr03 795710 796975 -0.126603572 2 719615 120 NONDE 5.91256
MvSl-1064-A1-R4_MC03g04561 6.23963379872156 6.49142304513515 MvSl-1064-A1-R4_MC03 Chr03 797211 798213 0.273997712 3 722536 129.667 NONDE 6.36553
MvSl-1064-A1-R4_MC03g04562 5.89434235382241 6.17791832353201 MvSl-1064-A1-R4_MC03 Chr03 799079 800583 0.276763137 5 722969 98.2 NONDE 6.03613
MvSl-1064-A1-R4_MC03g04565 4.22378390700555 3.75451119355292 MvSl-1064-A1-R4_MC03 Chr03 800910 804597 -0.277988128 11 728907 88 NONDE 3.98915
MvSl-1064-A1-R4_MC03g04570 7.44326353742191 7.26948027668768 MvSl-1064-A1-R4_MC03 Chr03 816469 818434 0.055509803 6 736909 133.5 NONDE 7.35637
MvSl-1064-A1-R4_MC03g04571 3.91804132643894 4.23695420965515 MvSl-1064-A1-R4_MC03 Chr03 818518 821740 -0.078466001 2 739639 82 NONDE 4.0775
MvSl-1064-A1-R4_MC03g04572 7.83753136451977 8.06677148348125 MvSl-1064-A1-R4_MC03 Chr03 822384 823635 0.062002889 3 741773 90.3333 NONDE 7.95215
MvSl-1064-A1-R4_MC03g04573 5.42527064091255 5.87509047808359 MvSl-1064-A1-R4_MC03 Chr03 824646 829822 0.208344422 2 745326 101.5 NONDE 5.65018
MvSl-1064-A1-R4_MC03g04574 5.67428024537686 5.76592199493963 MvSl-1064-A1-R4_MC03 Chr03 830376 832224 0.077932195 3 746473 114 NONDE 5.7201
MvSl-1064-A1-R4_MC03g04575 5.9376073919413 6.49637256155838 MvSl-1064-A1-R4_MC03 Chr03 834433 834585 0.244958604 3 748934 105.667 NONDE 6.21699
MvSl-1064-A1-R4_MC03g04576 3.13400236020795 2.86013755837241 MvSl-1064-A1-R4_MC03 Chr03 835739 835906 -0.459482606 4 751620 106.75 NONDE 2.99707
MvSl-1064-A1-R4_MC03g04577 6.74343970320131 6.60194047899819 MvSl-1064-A1-R4_MC03 Chr03 835978 837868 0.127582589 4 759689 172.25 NONDE 6.67269
MvSl-1064-A1-R4_MC03g04579 4.54338053270298 4.54788399858982 MvSl-1064-A1-R4_MC03 Chr03 840409 841081 -0.393723048 4 761033 134.25 NONDE 4.54563
MvSl-1064-A1-R4_MC03g04581 3.44038568757029 3.03359222779447 MvSl-1064-A1-R4_MC03 Chr03 842863 844872 -0.209227744 2 763867 61.5 NONDE 3.23699
MvSl-1064-A1-R4_MC03g04582 2.50835236662332 1.50024503483073 MvSl-1064-A1-R4_MC03 Chr03 844963 852260 0.279171941 2 765488 55 NONDE 2.0043
MvSl-1064-A1-R4_MC03g04583 4.12596039882559 3.99264017603711 MvSl-1064-A1-R4_MC03 Chr03 852518 853805 0.167079484 3 766279 70.3333 NONDE 4.0593
MvSl-1064-A1-R4_MC03g04584 2.53511120154705 2.4884513368058 MvSl-1064-A1-R4_MC03 Chr03 854242 854651 0.949297345 1 768650 113 NONDE 2.51178
MvSl-1064-A1-R4_MC03g04585 5.37801454661513 5.30643597687845 MvSl-1064-A1-R4_MC03 Chr03 854701 855120 -0.260894593 7 771425 71.1429 NONDE 5.34223
MvSl-1064-A1-R4_MC03g04586 4.83478355545897 4.61313413367328 MvSl-1064-A1-R4_MC03 Chr03 855230 855979 -0.437560545 4 772936 80.75 NONDE 4.72396
MvSl-1064-A1-R4_MC03g04589 6.38185940686427 6.5481370705268 MvSl-1064-A1-R4_MC03 Chr03 856571 857626 0.316088521 5 779107 115.6 NONDE 6.465
MvSl-1064-A1-R4_MC03g04590 7.21820743319883 7.06090711329314 MvSl-1064-A1-R4_MC03 Chr03 858083 859516 -0.194742076 5 779927 121.2 NONDE 7.13956
MvSl-1064-A1-R4_MC03g04592 7.93556959507168 7.60618455352643 MvSl-1064-A1-R4_MC03 Chr03 859920 861400 0.065887574 4 787060 56.5 NONDE 7.77088
MvSl-1064-A1-R4_MC03g04593 7.13865123508194 7.62438487224047 MvSl-1064-A1-R4_MC03 Chr03 862448 864378 0.063250837 2 790529 57 NONDE 7.38152
MvSl-1064-A1-R4_MC03g04597 5.7260041546208 5.43916742958666 MvSl-1064-A1-R4_MC03 Chr03 869386 871522 0.000214802 3 800279 103.667 NONDE 5.58259
MvSl-1064-A1-R4_MC03g04598 6.78095426205112 6.70530348161318 MvSl-1064-A1-R4_MC03 Chr03 871928 872402 0.013305927 6 804276 87.6667 NONDE 6.74313
MvSl-1064-A1-R4_MC03g04599 6.82770017644607 6.77756121853816 MvSl-1064-A1-R4_MC03 Chr03 872799 872999 -0.160601714 4 808198 85.25 NONDE 6.80263
MvSl-1064-A1-R4_MC03g04601 7.00446092363 7.05365006335823 MvSl-1064-A1-R4_MC03 Chr03 874243 875075 0.098338762 7 811226 89.1429 NONDE 7.02906
MvSl-1064-A1-R4_MC03g04602 6.25581184491764 6.96953746146659 MvSl-1064-A1-R4_MC03 Chr03 875698 877777 -0.393198169 5 816649 104.6 NONDE 6.61267
MvSl-1064-A1-R4_MC03g04603 6.1088087657494 6.28285950201054 MvSl-1064-A1-R4_MC03 Chr03 878611 880298 0.16325592 6 821400 89.6667 NONDE 6.19583
MvSl-1064-A1-R4_MC03g04605 0.849484255195149 0.76141803752798 MvSl-1064-A1-R4_MC03 Chr03 880911 884613 -1.01164911 4 823387 87.25 NONDE 0.805451
MvSl-1064-A1-R4_MC03g04606 4.26832350041602 4.40429478863521 MvSl-1064-A1-R4_MC03 Chr03 884925 888909 -0.039857611 5 825177 79 NONDE 4.33631
MvSl-1064-A1-R4_MC03g04607 5.06796966034323 6.07138964534491 MvSl-1064-A1-R4_MC03 Chr03 889704 892217 0.657938161 5 831699 92 NONDE 5.56968
MvSl-1064-A1-R4_MC03g04610 8.48099121861271 8.66453447502106 MvSl-1064-A1-R4_MC03 Chr03 895651 898400 -0.131972445 8 836090 103.625 NONDE 8.57276
MvSl-1064-A1-R4_MC03g04611 8.12307287171364 8.03622610584079 MvSl-1064-A1-R4_MC03 Chr03 898994 900282 0.206937646 8 838875 95 NONDE 8.07965
MvSl-1064-A1-R4_MC03g04612 7.43084872809134 7.62287691802359 MvSl-1064-A1-R4_MC03 Chr03 900470 901940 0.151097864 4 840641 76 NONDE 7.52686
MvSl-1064-A1-R4_MC03g04613 5.18030135839688 5.39214122831061 MvSl-1064-A1-R4_MC03 Chr03 902907 903559 0.102443391 2 843496 91.5 NONDE 5.28622
MvSl-1064-A1-R4_MC03g04614 8.46281347285559 8.17465896716601 MvSl-1064-A1-R4_MC03 Chr03 904055 906311 0.124853502 5 845101 92.2 NONDE 8.31874
MvSl-1064-A1-R4_MC03g04615 5.23844620244713 5.43401735641536 MvSl-1064-A1-R4_MC03 Chr03 907453 909001 -0.02513583 4 853215 76 NONDE 5.33623
MvSl-1064-A1-R4_MC03g04616 7.57884602959476 7.4302800021287 MvSl-1064-A1-R4_MC03 Chr03 909061 910260 0.373681738 1 854553 89 NONDE 7.50456
MvSl-1064-A1-R4_MC03g04618 7.0870283847029 6.66117415384374 MvSl-1064-A1-R4_MC03 Chr03 911527 914579 0.205246948 4 855817 105.75 NONDE 6.8741
MvSl-1064-A1-R4_MC03g04619 5.15032587285628 5.26836260265767 MvSl-1064-A1-R4_MC03 Chr03 914882 917180 -0.008690627 2 857561 69 NONDE 5.20934
MvSl-1064-A1-R4_MC03g04620 5.52375303552279 6.3966541657719 MvSl-1064-A1-R4_MC03 Chr03 917886 920975 0.305168438 5 858489 84 NONDE 5.9602
MvSl-1064-A1-R4_MC03g04621 6.19418537869597 6.38957732039098 MvSl-1064-A1-R4_MC03 Chr03 921260 925020 0.209199825 3 860510 77.6667 NONDE 6.29188
MvSl-1064-A1-R4_MC03g04622 9.29586847454789 10.0175777089273 MvSl-1064-A1-R4_MC03 Chr03 927067 927685 -0.132877871 8 863071 158.125 NONDE 9.65672
MvSl-1064-A1-R4_MC03g04623 0.715526454853909 1.03976667245823 MvSl-1064-A1-R4_MC03 Chr03 927914 928747 0.531666238 7 865174 76.2857 NONDE 0.877647
MvSl-1064-A1-R4_MC03g04625 -0.440861916532631 0.523547080653121 MvSl-1064-A1-R4_MC03 Chr03 932610 933707 -0.556608784 1 868732 52 NONDE 0.0413426
MvSl-1064-A1-R4_MC03g04626 5.04952747815091 5.01604975690489 MvSl-1064-A1-R4_MC03 Chr03 933976 935390 -0.136378841 4 870717 210.25 NONDE 5.03279
MvSl-1064-A1-R4_MC03g04627 5.73901018512571 6.0856913666801 MvSl-1064-A1-R4_MC03 Chr03 935554 937561 -0.35019189 1 872103 136 NONDE 5.91235
MvSl-1064-A1-R4_MC03g04629 2.96717299367626 2.47514149002321 MvSl-1064-A1-R4_MC03 Chr03 940434 940661 -0.334810579 2 873808 53.5 NONDE 2.72116
MvSl-1064-A1-R4_MC03g04630 7.4165283128797 7.91608932993629 MvSl-1064-A1-R4_MC03 Chr03 940955 942918 -0.161356366 6 875005 75.3333 NONDE 7.66631
MvSl-1064-A1-R4_MC03g04631 5.71287980607969 5.59495373919366 MvSl-1064-A1-R4_MC03 Chr03 943695 945674 -0.068271152 9 877556 92.1111 NONDE 5.65392
MvSl-1064-A1-R4_MC03g04632 8.04230920235862 7.67837354177238 MvSl-1064-A1-R4_MC03 Chr03 946054 950721 -0.071495512 5 879198 78.4 NONDE 7.86034
MvSl-1064-A1-R4_MC03g04633 5.15464640550445 5.28942718633389 MvSl-1064-A1-R4_MC03 Chr03 951514 955876 0.200659593 7 881365 88 NONDE 5.22204
MvSl-1064-A1-R4_MC03g04634 4.60782135864879 4.69864891247054 MvSl-1064-A1-R4_MC03 Chr03 956758 958705 -0.092603414 5 888026 68.6 NONDE 4.65324
MvSl-1064-A1-R4_MC03g04635 4.5532320726423 4.27968729896577 MvSl-1064-A1-R4_MC03 Chr03 958886 960639 0.004473747 4 890051 70.5 NONDE 4.41646
MvSl-1064-A1-R4_MC03g04636 8.40369140153918 8.33566811191111 MvSl-1064-A1-R4_MC03 Chr03 961347 963330 0.101146931 3 893158 81 NONDE 8.36968
MvSl-1064-A1-R4_MC03g04638 5.40727793431491 5.01604975690489 MvSl-1064-A1-R4_MC03 Chr03 965029 965211 -0.093927415 3 897973 54.6667 NONDE 5.21166
MvSl-1064-A1-R4_MC03g04639 5.33868286678049 5.82482148647735 MvSl-1064-A1-R4_MC03 Chr03 967176 970153 0.106443513 3 899510 170.667 NONDE 5.58175
MvSl-1064-A1-R4_MC03g04641 8.57223347029224 8.38654101331474 MvSl-1064-A1-R4_MC03 Chr03 972393 973247 -0.073207432 2 903134 95.5 NONDE 8.47939
MvSl-1064-A1-R4_MC03g04642 7.00386237756004 6.6441784180564 MvSl-1064-A1-R4_MC03 Chr03 973608 977163 1.070796931 4 148.75 595 DE 6.82402
MvSl-1064-A1-R4_MC03g04643 7.28130912880636 7.49229298478702 MvSl-1064-A1-R4_MC03 Chr03 978415 979393 0.196906272 6 907789 85.1667 NONDE 7.3868
MvSl-1064-A1-R4_MC03g04644 6.05435381044049 6.19932378044454 MvSl-1064-A1-R4_MC03 Chr03 979842 981516 -0.017008534 4 909931 91.5 NONDE 6.12684
MvSl-1064-A1-R4_MC03g04645 5.55186913938474 5.76181718332366 MvSl-1064-A1-R4_MC03 Chr03 982153 985820 0.017714126 3 910699 78 NONDE 5.65684
MvSl-1064-A1-R4_MC03g04646 8.23083759338739 8.59008920358216 MvSl-1064-A1-R4_MC03 Chr03 986090 986976 0.674351996 8 914010 70 NONDE 8.41046
