target_id	length	eff_length	est_counts	meantpm
MvSl-1064-A1-R4_A1g01511	4125	3792.99	14.5752	0.0247516
MvSl-1064-A1-R4_A1g01512	3534	3201.99	38.0521	0.0693567
MvSl-1064-A1-R4_A1g01513	168	24.8977	8.50821	1.94488
MvSl-1064-A1-R4_A1g01514	5011	4678.99	596.365	0.810292
MvSl-1064-A1-R4_A1g01515	210	37.702	532.506	105.652
MvSl-1064-A1-R4_A1g01516	606	291.905	8.9095	0.392418
MvSl-1064-A1-R4_A1g01517	1607	1274.99	3.06203	0.0133481
MvSl-1064-A1-R4_C24g01518	422	142.573	0	0
MvSl-1064-A1-R4_C24g01519	2216	1883.99	0	0
MvSl-1064-A1-R4_C24g01520	2318	1985.99	0	0
MvSl-1064-A1-R4_C24g01521	195	33.1815	0	0
MvSl-1064-A1-R4_C24g01522	2465	2132.99	0	0
MvSl-1064-A1-R4_C24g01523	4608	4275.99	0	0.00310634
MvSl-1064-A1-R4_C24g01524	2106	1773.99	0	0.00245305
MvSl-1064-A1-R4_C24g01525	2383	2050.99	2.48919	0.00507845
MvSl-1064-A1-R4_C24g01526	4419	4086.99	25.594	0.0353586
MvSl-1064-A1-R4_C24g01527	7084	6751.99	1.83134	0.0031693
MvSl-1064-A1-R4_C24g01528	1606	1273.99	0	0.0093895
MvSl-1064-A1-R4_C24g01529	1665	1332.99	0	0
MvSl-1064-A1-R4_C24g01530	5182	4849.99	0	0
MvSl-1064-A1-R4_C24g01531	1887	1554.99	0	0
MvSl-1064-A1-R4_C24g01532	1492	1159.99	35.6688	0.251609
MvSl-1064-A1-R4_C24g01533	3465	3132.99	0	0
MvSl-1064-A1-R4_C24g01534	492	195.645	0	0
MvSl-1064-A1-R4_C24g01535	2620	2287.99	0	0
MvSl-1064-A1-R4_C26g01536	381	115.419	59474.6	4178.72
MvSl-1064-A1-R4_C26g01537	354	99.1089	59101.7	5400.41
MvSl-1064-A1-R4_C26g01538	381	115.419	59474.6	4178.72
MvSl-1064-A1-R4_C26g01539	354	99.1089	59101.7	5400.41
MvSl-1064-A1-R4_C26g01540	1813	1480.99	2164.43	12.1195
MvSl-1064-A1-R4_C26g01541	3605	3272.99	10.4258	0.0234346
MvSl-1064-A1-R4_C26g01542	1305	972.991	0	0.00283186
MvSl-1064-A1-R4_C26g01543	186	30.2889	1.69152	0.402473
MvSl-1064-A1-R4_C26g01544	960	628.314	480.434	6.05618
MvSl-1064-A1-R4_C26g01545	446	159.844	44.6667	2.09608
MvSl-1064-A1-R4_C26g01546	1168	835.991	11.2053	0.146199
MvSl-1064-A1-R4_C26g01547	834	504.78	15.6776	0.23355
MvSl-1064-A1-R4_C26g01548	204	35.626	33	7.50406
MvSl-1064-A1-R4_C26g01549	570	260.788	5.5	0.188607
MvSl-1064-A1-R4_C26g01550	618	302.819	7.09394	0.192259
MvSl-1064-A1-R4_C26g01551	876	545.892	0	0.414295
MvSl-1064-A1-R4_C26g01552	2104	1771.99	3.01298	0.0071149
MvSl-1064-A1-R4_C27g01553	512	211.372	7.92856	0.363201
MvSl-1064-A1-R4_C27g01554	300	70.3859	2.68554	0.327949
MvSl-1064-A1-R4_C27g01555	3470	3137.99	1476.54	3.44274
MvSl-1064-A1-R4_C27g01556	189	31.4398	0	0
MvSl-1064-A1-R4_C27g01557	960	628.314	31.5066	0.388006
MvSl-1064-A1-R4_C27g01558	3160	2827.99	615.792	1.51857
MvSl-1064-A1-R4_C27g01559	4293	3960.99	141.797	0.232413
MvSl-1064-A1-R4_C27g01560	222	40.6477	0	0
MvSl-1064-A1-R4_C27g01561	201	35.1367	0	0
MvSl-1064-A1-R4_C27g01562	189	31.4398	0	0
MvSl-1064-A1-R4_C27g01563	4293	3960.99	8.19611e-07	8.6584e-10
MvSl-1064-A1-R4_C27g01564	446	159.844	133	7.0125
MvSl-1064-A1-R4_C27g01565	247	49.0772	210	29.3794
MvSl-1064-A1-R4_C27g01566	215	38.8304	290	54.194
MvSl-1064-A1-R4_C27g01567	1448	1115.99	71748.7	498.192
MvSl-1064-A1-R4_C27g01568	3470	3137.99	1476.54	3.44274
MvSl-1064-A1-R4_C27g01569	189	31.4398	0	0
MvSl-1064-A1-R4_C27g01570	960	628.314	31.5066	0.388006
MvSl-1064-A1-R4_C27g01571	1014	681.991	4.90852	1.12138
MvSl-1064-A1-R4_C28g01572	182	29.0777	4792.6	986.581
MvSl-1064-A1-R4_C28g01573	381	115.419	59474.6	4178.72
MvSl-1064-A1-R4_C28g01574	182	29.0777	4792.6	986.581
MvSl-1064-A1-R4_C28g01575	381	115.419	59474.6	4178.72
MvSl-1064-A1-R4_C28g01576	182	29.0777	4792.6	986.581
MvSl-1064-A1-R4_C28g01577	381	115.419	59474.6	4178.72
MvSl-1064-A1-R4_C29g01578	762	435.756	2	0.0473585
MvSl-1064-A1-R4_C29g01579	474	181.347	21.3333	1.06631
MvSl-1064-A1-R4_C29g01580	3069	2736.99	27.9644	0.224982
MvSl-1064-A1-R4_C29g01581	201	35.1367	0.306685	0.10023
MvSl-1064-A1-R4_C29g01582	18006	17674	11.1157	0.0026317
MvSl-1064-A1-R4_C31g01583	19681	19349	0	0
MvSl-1064-A1-R4_C31g01584	201	35.1367	0.306685	0.10023
MvSl-1064-A1-R4_C31g01585	1738	1405.99	54	0.604985
MvSl-1064-A1-R4_C32g01586	237	45.3098	300.503	41.9169
MvSl-1064-A1-R4_C32g01587	354	99.1089	59101.7	5400.41
MvSl-1064-A1-R4_C32g01588	381	115.419	59474.6	4178.72
MvSl-1064-A1-R4_C32g01589	354	99.1089	59101.7	5400.41
MvSl-1064-A1-R4_C32g01590	381	115.419	59474.6	4178.72
MvSl-1064-A1-R4_C32g01591	354	99.1089	59101.7	5400.41
MvSl-1064-A1-R4_C33g01592	1715	1382.99	0	0.0038016
MvSl-1064-A1-R4_C33g01593	878	547.892	0	0
MvSl-1064-A1-R4_C33g01594	651	331.995	0	0
MvSl-1064-A1-R4_C33g01595	153	20.4298	0	0
MvSl-1064-A1-R4_C33g01596	4096	3763.99	0	0
MvSl-1064-A1-R4_C33g01597	288	65.1057	0	0
MvSl-1064-A1-R4_C33g01598	5040	4707.99	0	0
MvSl-1064-A1-R4_C33g01599	4272	3939.99	0	0
MvSl-1064-A1-R4_C33g01600	4587	4254.99	2.30242	0.00226423
MvSl-1064-A1-R4_C33g01601	2954	2621.99	0	0
MvSl-1064-A1-R4_C34g01602	762	435.756	2	0.0473585
MvSl-1064-A1-R4_C34g01603	474	181.347	21.3333	1.06631
MvSl-1064-A1-R4_C34g01604	3069	2736.99	27.9644	0.224982
MvSl-1064-A1-R4_C34g01605	201	35.1367	0.306685	0.10023
MvSl-1064-A1-R4_C34g01606	14131	13799	0	0
MvSl-1064-A1-R4_C35g01607	762	435.756	2	0.0473585
MvSl-1064-A1-R4_C35g01608	474	181.347	21.3333	1.06631
MvSl-1064-A1-R4_C35g01609	3068	2735.99	57.0712	0.0949979
MvSl-1064-A1-R4_C35g01610	201	35.1367	0.306685	0.10023
MvSl-1064-A1-R4_C35g01611	14826	14494	252.145	0.269462
MvSl-1064-A1-R4_C36g01612	177	27.3981	0	0
MvSl-1064-A1-R4_C36g01613	264	54.4416	25.1481	3.14188
MvSl-1064-A1-R4_C36g01614	4492	4159.99	116.965	0.265163
MvSl-1064-A1-R4_C36g01615	1204	871.991	1.4353	0.0234585
MvSl-1064-A1-R4_C36g01616	826	496.982	0	0
MvSl-1064-A1-R4_C36g01617	3392	3059.99	0	0
MvSl-1064-A1-R4_C36g01618	3860	3527.99	793.611	1.82532
MvSl-1064-A1-R4_C36g01619	168	24.8977	0	0
MvSl-1064-A1-R4_C36g01620	264	54.4416	13.3724	1.95404
MvSl-1064-A1-R4_C36g01621	230	43.3217	0.5	0.188932
MvSl-1064-A1-R4_C36g01622	1067	734.991	240.214	2.63622
MvSl-1064-A1-R4_C36g01623	498	200.137	28.209	1.02148
MvSl-1064-A1-R4_C36g01624	168	24.8977	0	0
MvSl-1064-A1-R4_C36g01625	727	402.278	0	0
MvSl-1064-A1-R4_C37g01626	6258	5925.99	1.03688	0.000732155
MvSl-1064-A1-R4_C37g01627	4084	3751.99	0	0.00154305
MvSl-1064-A1-R4_C37g01628	4335	4002.99	3.49417e-07	0.000515525
MvSl-1064-A1-R4_C37g01629	4608	4275.99	0	0
MvSl-1064-A1-R4_C37g01630	1850	1517.99	0	0
MvSl-1064-A1-R4_C37g01631	1341	1008.99	0	0
MvSl-1064-A1-R4_C38g01632	419	140.139	0	0
MvSl-1064-A1-R4_C38g01633	156	21.1228	0	0
MvSl-1064-A1-R4_C38g01634	153	20.4298	0	0
MvSl-1064-A1-R4_C38g01635	4269	3936.99	0	0
MvSl-1064-A1-R4_C38g01636	288	65.1057	0	0
MvSl-1064-A1-R4_C38g01637	5041	4708.99	0	0
MvSl-1064-A1-R4_C38g01638	4801	4468.99	8.5302	0.0493299
MvSl-1064-A1-R4_C38g01639	4659	4326.99	0	0
MvSl-1064-A1-R4_C38g01640	150	19.3513	0	0
MvSl-1064-A1-R4_C38g01641	357	100.542	0	0
MvSl-1064-A1-R4_C38g01642	341	91.6888	0	0
MvSl-1064-A1-R4_C39g01643	3541	3208.99	1.25253	0.00163326
MvSl-1064-A1-R4_C39g01644	557	249.365	0	0
MvSl-1064-A1-R4_C39g01645	3531	3198.99	5.40569	0.00707085
MvSl-1064-A1-R4_C39g01646	4684	4351.99	1.74727e-05	1.67999e-08
MvSl-1064-A1-R4_C39g01647	3511	3178.99	0.650998	0.00132416
MvSl-1064-A1-R4_C39g01648	930	598.807	0.708757	0.0102976
MvSl-1064-A1-R4_C39g01649	2570	2237.99	3.0642	0.0169038
MvSl-1064-A1-R4_C40g01650	3286	2953.99	0	0
MvSl-1064-A1-R4_C40g01651	966	634.251	0	0
MvSl-1064-A1-R4_C40g01652	4084	3751.99	0	0
MvSl-1064-A1-R4_C40g01653	3030	2697.99	0	0
MvSl-1064-A1-R4_C40g01654	4012	3679.99	0	0
MvSl-1064-A1-R4_C40g01655	3324	2991.99	0	0
MvSl-1064-A1-R4_C41g01656	1416	1083.99	1.15254	0.00444901
MvSl-1064-A1-R4_C41g01657	594	281.01	2.29946	0.0342404
MvSl-1064-A1-R4_C41g01658	1008	675.991	2.30458	0.0142655
MvSl-1064-A1-R4_C41g01659	1664	1331.99	0	0
MvSl-1064-A1-R4_C41g01660	5181	4848.99	59.0542	0.0510029
MvSl-1064-A1-R4_C41g01661	3448	3115.99	0	0
MvSl-1064-A1-R4_C41g01662	3148	2815.99	0	0
MvSl-1064-A1-R4_C41g01663	171	25.706	0	0
MvSl-1064-A1-R4_C41g01664	2027	1694.99	0	0
MvSl-1064-A1-R4_C42g01665	1407	1074.99	0	0
MvSl-1064-A1-R4_C42g01666	5880	5547.99	0	0
MvSl-1064-A1-R4_C42g01667	2862	2529.99	0	0
MvSl-1064-A1-R4_C42g01668	2665	2332.99	4.37538	0.0149458
MvSl-1064-A1-R4_C42g01669	3230	2897.99	0	0.00328009
MvSl-1064-A1-R4_C42g01670	2111	1778.99	0	0
MvSl-1064-A1-R4_C43g01671	201	35.1367	0.306685	0.10023
MvSl-1064-A1-R4_C43g01672	13749	13417	0	0
MvSl-1064-A1-R4_C44g01673	1126	793.991	0	0
MvSl-1064-A1-R4_C44g01674	339	90.7506	0	0
MvSl-1064-A1-R4_C44g01675	547	241.053	0	0
MvSl-1064-A1-R4_C44g01676	231	43.6457	0	0
MvSl-1064-A1-R4_C44g01677	959	627.376	0	0
MvSl-1064-A1-R4_C44g01678	392	122.371	0	0.0159196
MvSl-1064-A1-R4_C44g01679	977	645.187	0	0
MvSl-1064-A1-R4_C44g01680	791	463.618	0.564096	0.0050913
MvSl-1064-A1-R4_C44g01681	834	504.78	0	0
MvSl-1064-A1-R4_C44g01682	4265	3932.99	2.86752	0.00305083
MvSl-1064-A1-R4_C44g01683	3851	3518.99	0	0
MvSl-1064-A1-R4_C45g01684	201	35.1367	0.306685	0.10023
MvSl-1064-A1-R4_C45g01685	12777	12445	175.87	0.0822108
MvSl-1064-A1-R4_C46g01686	201	35.1367	0.306685	0.10023
MvSl-1064-A1-R4_C46g01687	10729	10397	0	0
MvSl-1064-A1-R4_C47g01688	13412	13080	7.8694	0.0113459
MvSl-1064-A1-R4_C48g01689	873	542.892	1.93986	0.0471845
MvSl-1064-A1-R4_C48g01690	1281	948.991	0	0
MvSl-1064-A1-R4_C48g01691	417	138.786	0.899681	0.0271254
MvSl-1064-A1-R4_C48g01692	1355	1022.99	79.9864	0.636419
MvSl-1064-A1-R4_C48g01693	824	495.131	0	0
MvSl-1064-A1-R4_C48g01694	1202	869.991	4.76979	0.0229413
MvSl-1064-A1-R4_C48g01695	2510	2177.99	81.2643	0.200483
MvSl-1064-A1-R4_C48g01696	829	499.881	0	0
MvSl-1064-A1-R4_MC01-1g01697	3099	2766.99	45.8131	0.143984
MvSl-1064-A1-R4_MC01-1g01698	380	114.788	54	3.49797
MvSl-1064-A1-R4_MC01-1g01699	2255	1922.99	281.519	1.08545
MvSl-1064-A1-R4_MC01-1g01700	739	413.654	3	0.0697935
MvSl-1064-A1-R4_MC01-1g01701	2367	2034.99	3637	14.4512
MvSl-1064-A1-R4_MC01-1g01702	165	23.63	91	31.5017
MvSl-1064-A1-R4_MC01-1g01703	1902	1569.99	611.936	3.43342
MvSl-1064-A1-R4_MC01-1g01704	360	102.337	60.1946	3.7838
MvSl-1064-A1-R4_MC01-1g01705	2677	2344.99	391.507	1.44737
MvSl-1064-A1-R4_MC01-1g01706	186	30.2889	0	0.178551
MvSl-1064-A1-R4_MC01-1g01707	511	210.582	255.349	20.1589
MvSl-1064-A1-R4_MC01-1g01708	1299	966.991	3063	31.3978
MvSl-1064-A1-R4_MC01-1g01709	1453	1120.99	941	7.99761
MvSl-1064-A1-R4_MC01-1g01710	735	410.154	143	4.26541
MvSl-1064-A1-R4_MC01-1g01711	5069	4736.99	3031	4.8978
MvSl-1064-A1-R4_MC01-1g01712	1444	1111.99	2752	21.0864
MvSl-1064-A1-R4_MC01-1g01713	2346	2013.99	295	1.14933
MvSl-1064-A1-R4_MC01-1g01714	956	624.376	1	0.0133065
MvSl-1064-A1-R4_MC01-1g01715	198	33.7597	0	0
MvSl-1064-A1-R4_MC01-1g01716	380	114.788	334.02	22.2212
MvSl-1064-A1-R4_MC01-1g01717	1679	1346.99	956.439	5.54489
MvSl-1064-A1-R4_MC01-1g01718	285	63.9084	563.751	70.4993
MvSl-1064-A1-R4_MC01-1g01719	2809	2476.99	44.6265	0.146329
MvSl-1064-A1-R4_MC01-1g01720	2416	2083.99	1942.5	7.66616
MvSl-1064-A1-R4_MC01-1g01721	350	96.8244	3.73164	0.210808
MvSl-1064-A1-R4_MC01-1g01722	1573	1240.99	21.1931	0.144775
MvSl-1064-A1-R4_MC01-1g01723	1127	794.991	174.658	1.7263
MvSl-1064-A1-R4_MC01-1g01724	840	510.627	74.6185	0.979675
MvSl-1064-A1-R4_MC01-1g01725	2100	1767.99	888	4.29964
MvSl-1064-A1-R4_MC01-1g01726	3711	3378.99	2057	5.05259
MvSl-1064-A1-R4_MC01-1g01727	1455	1122.99	465.88	3.22098
MvSl-1064-A1-R4_MC01-1g01728	3279	2946.99	2541	8.31108
MvSl-1064-A1-R4_MC01-1g01729	2894	2561.99	479	1.29464
MvSl-1064-A1-R4_MC01-1g01730	1421	1088.99	521	4.03304
MvSl-1064-A1-R4_MC01-1g01731	3001	2668.99	29353	85.9224
MvSl-1064-A1-R4_MC01-1g01732	1303	970.991	6	0.0599087
MvSl-1064-A1-R4_MC01-1g01733	1366	1033.99	0	0.00399787
MvSl-1064-A1-R4_MC01-1g01734	2293	1960.99	274	1.29808
MvSl-1064-A1-R4_MC01-1g01735	1681	1348.99	129	0.669976
MvSl-1064-A1-R4_MC01-1g01736	326	83.6841	3	0.33641
MvSl-1064-A1-R4_MC01-1g01737	703	379.514	27.0866	0.59293
MvSl-1064-A1-R4_MC01-1g01738	725	400.441	32.4321	0.542505
MvSl-1064-A1-R4_MC01-1g01739	609	294.629	261	7.34054
MvSl-1064-A1-R4_MC01-1g01740	291	66.6328	141	18.443
MvSl-1064-A1-R4_MC01-1g01741	2335	2002.99	1371.53	5.54679
MvSl-1064-A1-R4_MC01-1g01742	2474	2141.99	2341.76	9.34526
MvSl-1064-A1-R4_MC01-1g01743	998	665.991	1274	16.8982
MvSl-1064-A1-R4_MC01-1g01744	1989	1656.99	4244	20.8838
MvSl-1064-A1-R4_MC01-1g01745	391	121.666	29	2.1489
MvSl-1064-A1-R4_MC01-1g01746	580	269.212	412.785	10.4416
MvSl-1064-A1-R4_MC01-1g01747	397	125.813	0	0
MvSl-1064-A1-R4_MC01-1g01748	879	548.892	527	8.44986
MvSl-1064-A1-R4_MC01-1g01749	1505	1172.99	113.27	0.594715
MvSl-1064-A1-R4_MC01-1g01750	3151	2818.99	547.973	1.34657
MvSl-1064-A1-R4_MC01-1g01751	5303	4970.99	4114	6.77732
MvSl-1064-A1-R4_MC01-1g01752	207	36.703	141	44.9681
MvSl-1064-A1-R4_MC01-1g01753	594	281.01	377	12.7262
MvSl-1064-A1-R4_MC01-1g01754	1186	853.991	573	6.01505
MvSl-1064-A1-R4_MC01-1g01755	1038	705.991	1633	21.0179
MvSl-1064-A1-R4_MC01-1g01756	1634	1301.99	664.984	5.47231
MvSl-1064-A1-R4_MC01-1g01757	1587	1254.99	26.6986	0.167357
MvSl-1064-A1-R4_MC01-1g01758	1752	1419.99	220.878	1.27143
MvSl-1064-A1-R4_MC01-1g01759	444	158.3	4.8786	0.251711
MvSl-1064-A1-R4_MC01-1g01760	1476	1143.99	1212.3	7.3194
MvSl-1064-A1-R4_MC01-1g01761	451	163.557	44	1.5838
MvSl-1064-A1-R4_MC01-1g01762	354	99.1089	109	8.5625
MvSl-1064-A1-R4_MC01-1g01763	3523	3190.99	1378	3.46302
MvSl-1064-A1-R4_MC01-1g01764	219	39.6076	28	7.47221
MvSl-1064-A1-R4_MC01-1g01765	1357	1024.99	175.934	1.55625
MvSl-1064-A1-R4_MC01-1g01766	1936	1603.99	1273	7.27297
MvSl-1064-A1-R4_MC01-1g01767	1827	1494.99	1453	7.81393
MvSl-1064-A1-R4_MC01-1g01768	6438	6105.99	4074	5.96673
MvSl-1064-A1-R4_MC01-1g01769	1628	1295.99	1213	7.28977
MvSl-1064-A1-R4_MC01-1g01770	1720	1387.99	2521	16.3324
MvSl-1064-A1-R4_MC01-1g01771	1621	1288.99	3138	20.7627
MvSl-1064-A1-R4_MC01-1g01772	313	76.7529	0	0.0509445
MvSl-1064-A1-R4_MC01-1g01773	612	297.413	7	0.221321
MvSl-1064-A1-R4_MC01-1g01774	2024	1691.99	12	0.0565797
MvSl-1064-A1-R4_MC01-1g01775	4643	4310.99	1504.63	2.82464
MvSl-1064-A1-R4_MC01-1g01776	1230	897.991	140.016	1.2649
MvSl-1064-A1-R4_MC01-1g01777	948	616.625	5	0.0809641
MvSl-1064-A1-R4_MC01-1g01778	1982	1649.99	34	0.13889
MvSl-1064-A1-R4_MC01-1g01779	2447	2114.99	349	1.25416
MvSl-1064-A1-R4_MC01-1g01780	986	654.057	875	12.4671
MvSl-1064-A1-R4_MC01-1g01781	159	21.4797	19	6.38932
MvSl-1064-A1-R4_MC01-1g01782	2289	1956.99	1212.48	5.53512
MvSl-1064-A1-R4_MC01-1g01783	2022	1689.99	7.74553	0.0786854
MvSl-1064-A1-R4_MC01-1g01784	844	514.525	0	0
MvSl-1064-A1-R4_MC01-1g01785	389	120.502	90.7879	4.73998
MvSl-1064-A1-R4_MC01-1g01786	352	97.9288	84.0541	9.43476
MvSl-1064-A1-R4_MC01-1g01787	291	66.6328	3.10694	0.195109
MvSl-1064-A1-R4_MC01-1g01788	5179	4846.99	1754.39	3.0373
MvSl-1064-A1-R4_MC01-1g01789	2845	2512.99	4529.39	17.8882
MvSl-1064-A1-R4_MC01-1g01790	2225	1892.99	1436.32	6.63362
MvSl-1064-A1-R4_MC01-1g01791	507	207.276	35.1975	1.4086
MvSl-1064-A1-R4_MC01-1g01792	2724	2391.99	114.825	0.397888
MvSl-1064-A1-R4_MC01-1g01793	162	22.9203	8.91221	2.84345
MvSl-1064-A1-R4_MC01-1g01794	1353	1020.99	40.5965	0.447369
MvSl-1064-A1-R4_MC01-1g01795	225	41.2883	3	0.400865
MvSl-1064-A1-R4_MC01-1g01796	1729	1396.99	2138	11.2572
MvSl-1064-A1-R4_MC01-1g01797	1361	1028.99	379	4.79116
MvSl-1064-A1-R4_MC01-1g01798	393	123.091	1283	98.208
MvSl-1064-A1-R4_MC01-1g01799	1137	804.991	830	8.52715
MvSl-1064-A1-R4_MC01-1g01800	850	520.369	3288	66.2294
MvSl-1064-A1-R4_MC01-1g01801	4590	4257.99	1952	3.88823
MvSl-1064-A1-R4_MC01-1g01802	5378	5045.99	9601	15.037
MvSl-1064-A1-R4_MC01-1g01803	1523	1190.99	4481	39.0829
MvSl-1064-A1-R4_MC01-1g01804	4261	3928.99	763	2.27375
MvSl-1064-A1-R4_MC01-1g01805	1857	1524.99	1153	6.26743
MvSl-1064-A1-R4_MC01-1g01806	4120	3787.99	3220	6.54096
MvSl-1064-A1-R4_MC01-1g01807	1767	1434.99	0	0.00588355
MvSl-1064-A1-R4_MC01-1g01808	1735	1402.99	1792	10.811
MvSl-1064-A1-R4_MC01-1g01809	1458	1125.99	3372	25.7908
MvSl-1064-A1-R4_MC01-1g01810	581	270.07	286	8.65573
MvSl-1064-A1-R4_MC01-1g01811	1798	1465.99	326	2.40361
MvSl-1064-A1-R4_MC01-1g01812	2642	2309.99	1235	4.5401
MvSl-1064-A1-R4_MC01-1g01813	4091	3758.99	1238	2.57253
MvSl-1064-A1-R4_MC01-1g01814	2453	2120.99	507	1.81604
MvSl-1064-A1-R4_MC01-1g01815	672	351.18	14	0.27118
MvSl-1064-A1-R4_MC01-1g01816	1816	1483.99	2126	12.5462
MvSl-1064-A1-R4_MC01-1g01817	3015	2682.99	2783	9.1385
MvSl-1064-A1-R4_MC01-1g01818	1763	1430.99	1288	7.44642
MvSl-1064-A1-R4_MC01-1g01819	2909	2576.99	2056	6.85875
MvSl-1064-A1-R4_MC01-1g01820	1039	706.991	927	11.846
MvSl-1064-A1-R4_MC01-1g01821	1183	850.991	24612	230.636
MvSl-1064-A1-R4_MC01-1g01822	3110	2777.99	1809	6.13081
MvSl-1064-A1-R4_MC01-1g01823	2075	1742.99	2467	11.4214
MvSl-1064-A1-R4_MC01-1g01824	1150	817.991	3241	35.2893
MvSl-1064-A1-R4_MC01-1g01825	1263	930.991	1	0.00449458
MvSl-1064-A1-R4_MC01-1g01826	2730	2397.99	65	0.201475
MvSl-1064-A1-R4_MC01-1g01827	995	662.991	274.281	2.90776
MvSl-1064-A1-R4_MC01-1g01828	846	516.473	794.61	13.2285
MvSl-1064-A1-R4_MC01-1g01829	2376	2043.99	341.342	1.42312
MvSl-1064-A1-R4_MC01-1g01830	1907	1574.99	459.329	2.63673
MvSl-1064-A1-R4_MC01-1g01831	173	26.0348	2	0.321448
MvSl-1064-A1-R4_MC01-1g01832	159	21.4797	0	0
MvSl-1064-A1-R4_MC01-1g01833	156	21.1228	3	0.5943
MvSl-1064-A1-R4_MC01-1g01834	2373	2040.99	26	0.1324
MvSl-1064-A1-R4_MC01-1g01835	288	65.1057	17.0532	2.04732
MvSl-1064-A1-R4_MC01-1g01836	1973	1640.99	8.17739	0.0365231
MvSl-1064-A1-R4_MC01-1g01837	337	89.8137	1.07571	0.050117
MvSl-1064-A1-R4_MC01-1g01838	287	64.5999	0	0.0396936
MvSl-1064-A1-R4_MC01-1g01839	764	437.712	3.70829	0.0354503
MvSl-1064-A1-R4_MC01-1g01840	2857	2524.99	344	0.983295
MvSl-1064-A1-R4_MC01-1g01841	2817	2484.99	1090	3.63651
MvSl-1064-A1-R4_MC01-1g01842	239	46.2102	0	0
MvSl-1064-A1-R4_MC01-1g01843	2586	2253.99	10	0.0736645
MvSl-1064-A1-R4_MC01-1g01844	1780	1447.99	411	3.70762
MvSl-1064-A1-R4_MC01-1g01845	1339	1006.99	1581	13.9787
MvSl-1064-A1-R4_MC01-1g01846	7365	7032.99	3690	4.92074
MvSl-1064-A1-R4_MC01-1g01847	1587	1254.99	11	0.0926989
MvSl-1064-A1-R4_MC01-1g01848	460	170.387	0	0.0693965
MvSl-1064-A1-R4_MC01-1g01849	3677	3344.99	3131	8.85807
MvSl-1064-A1-R4_MC01-1g01850	1364	1031.99	190	1.94003
MvSl-1064-A1-R4_MC01-1g01851	3327	2994.99	1478	4.21365
MvSl-1064-A1-R4_MC01-1g01852	1318	985.991	1039	9.57388
MvSl-1064-A1-R4_MC01-1g01853	1790	1457.99	1425	8.46229
MvSl-1064-A1-R4_MC01-1g01854	3391	3058.99	135	0.301092
MvSl-1064-A1-R4_MC01-1g01855	3262	2929.99	2679	8.1479
MvSl-1064-A1-R4_MC01-1g01856	689	366.54	2194	54.312
MvSl-1064-A1-R4_MC01-1g01857	3009	2676.99	238	0.718491
MvSl-1064-A1-R4_MC01-1g01858	613	298.289	134	5.66313
MvSl-1064-A1-R4_MC01-1g01859	6807	6474.99	6523	8.02206
MvSl-1064-A1-R4_MC01-1g01860	1323	990.991	1061	10.0773
MvSl-1064-A1-R4_MC01-1g01861	4129	3796.99	6779	14.2721
MvSl-1064-A1-R4_MC01-1g01862	696	373.012	4214	93.6928
MvSl-1064-A1-R4_MC01-1g01863	3371	3038.99	1382	3.88558
MvSl-1064-A1-R4_MC01-1g01864	1173	840.991	742	7.18452
MvSl-1064-A1-R4_MC01-1g01865	675	353.747	575	13.7653
MvSl-1064-A1-R4_MC01-1g01866	824	495.131	8	0.15876
MvSl-1064-A1-R4_MC01-1g01867	2010	1677.99	1056	5.59265
MvSl-1064-A1-R4_MC01-1g01868	1320	987.991	825	7.12955
MvSl-1064-A1-R4_MC01-1g01869	2128	1795.99	1123	5.54752
MvSl-1064-A1-R4_MC01-1g01870	2960	2627.99	6883.87	21.3224
MvSl-1064-A1-R4_MC01-1g01871	1369	1036.99	1458	13.0865
MvSl-1064-A1-R4_MC01-1g01872	613	298.289	1416	42.4006
MvSl-1064-A1-R4_MC01-1g01873	1575	1242.99	2167	15.7327
MvSl-1064-A1-R4_MC01-1g01874	2199	1866.99	1789	8.36787
MvSl-1064-A1-R4_MC01-1g01875	1847	1514.99	4390	23.2728
MvSl-1064-A1-R4_MC01-1g01876	983	651.122	7626	104.429
MvSl-1064-A1-R4_MC01-1g01877	1148	815.991	309	3.96889
MvSl-1064-A1-R4_MC01-1g01878	1392	1059.99	1523	13.7032
MvSl-1064-A1-R4_MC01-1g01879	1712	1379.99	338	1.94513
MvSl-1064-A1-R4_MC01-1g01880	950	618.563	3467	61.357
MvSl-1064-A1-R4_MC01-1g01881	2171	1838.99	2339	11.8621
MvSl-1064-A1-R4_MC01-1g01882	4574	4241.99	1306	2.47959
MvSl-1064-A1-R4_MC01-1g01883	876	545.892	323	6.71331
MvSl-1064-A1-R4_MC01-1g01884	3014	2681.99	786	2.15572
MvSl-1064-A1-R4_MC01-1g01885	1080	747.991	998	13.3011
MvSl-1064-A1-R4_MC01-1g01886	9419	9086.99	3488	2.6951
MvSl-1064-A1-R4_MC01-1g01887	2819	2486.99	16155	47.2268
MvSl-1064-A1-R4_MC01-1g01888	627	310.445	1007	27.598
MvSl-1064-A1-R4_MC01-1g01889	1786	1453.99	2052	12.5065
MvSl-1064-A1-R4_MC01-1g01890	4300	3967.99	1172	1.96976
MvSl-1064-A1-R4_MC01-1g01891	2242	1909.99	133	0.540579
MvSl-1064-A1-R4_MC01-1g01892	2879	2546.99	130	0.35988
