target_id	length	eff_length	est_counts	meantpm
MvSl-1064-A2-R4_MC02g03588	1058	713.844	3025	63.7713
MvSl-1064-A2-R4_MC02g03589	832	491.478	2061	62.6606
MvSl-1064-A2-R4_MC02g03590	521	209.779	1863	139.232
MvSl-1064-A2-R4_MC02g03591	1663	1318.84	2203	27.1534
MvSl-1064-A2-R4_MC02g03592	3261	2916.84	2009	10.8824
MvSl-1064-A2-R4_MC02g03593	1811	1466.84	1232	12.4596
MvSl-1064-A2-R4_MC02g03594	3776	3431.84	3125	15.0414
MvSl-1064-A2-R4_MC02g03595	2360	2015.84	2853	26.3444
MvSl-1064-A2-R4_MC02g03596	277	57.8009	158	56.4498
MvSl-1064-A2-R4_MC02g03597	1665	1320.84	766	10.7112
MvSl-1064-A2-R4_MC02g03598	3180	2835.84	4586	26.9293
MvSl-1064-A2-R4_MC02g03599	1667	1322.84	796.548	10.6059
MvSl-1064-A2-R4_MC02g03600	4975	4630.84	3220.05	11.4633
MvSl-1064-A2-R4_MC02g03601	1318	973.844	1085	17.9172
MvSl-1064-A2-R4_MC02g03602	4173	3828.84	2608	11.4881
MvSl-1064-A2-R4_MC02g03603	1664	1319.84	0	0
MvSl-1064-A2-R4_MC02g03604	777	438.641	193	7.47702
MvSl-1064-A2-R4_MC02g03605	1291	946.844	1572	23.5365
MvSl-1064-A2-R4_MC02g03606	1831	1486.84	1449	14.3146
MvSl-1064-A2-R4_MC02g03607	1152	807.844	775.081	17.08
MvSl-1064-A2-R4_MC02g03608	1722	1377.84	4107	49.0704
MvSl-1064-A2-R4_MC02g03609	3743	3398.84	2482	12.5117
MvSl-1064-A2-R4_MC02g03610	2644	2299.84	18241	123.253
MvSl-1064-A2-R4_MC02g03611	1319	974.844	5682	101.559
MvSl-1064-A2-R4_MC02g03612	2061	1716.84	963	8.76713
MvSl-1064-A2-R4_MC02g03613	3778	3433.84	1767	8.59748
MvSl-1064-A2-R4_MC02g03614	4829	4484.84	559	2.28721
MvSl-1064-A2-R4_MC02g03615	1665	1320.84	1530	17.1444
MvSl-1064-A2-R4_MC02g03616	2799	2454.84	3031	19.8389
MvSl-1064-A2-R4_MC02g03617	1050	705.844	1472	31.3349
MvSl-1064-A2-R4_MC02g03618	2075	1730.84	1820	18.7767
MvSl-1064-A2-R4_MC02g03619	294	64.4006	1196	275.901
MvSl-1064-A2-R4_MC02g03620	675	342.886	973	44.4858
MvSl-1064-A2-R4_MC02g03621	391	117.733	865	122.166
MvSl-1064-A2-R4_MC02g03622	828	487.577	308.505	10.8064
MvSl-1064-A2-R4_MC02g03623	1834	1489.84	1056.64	11.5466
MvSl-1064-A2-R4_MC02g03624	944	600.219	2.32922	0.0736341
MvSl-1064-A2-R4_MC02g03625	2212	1867.84	5.8099	0.0556985
MvSl-1064-A2-R4_MC02g03626	4220	3875.84	2159.44	9.01689
MvSl-1064-A2-R4_MC02g03627	180	27.6937	84.4067	35.4975
MvSl-1064-A2-R4_MC02g03628	355	94.9518	163.019	21.7326
MvSl-1064-A2-R4_MC02g03629	1549	1204.84	180.175	2.10565
MvSl-1064-A2-R4_MC02g03630	1929	1584.84	118.33	1.8703
MvSl-1064-A2-R4_MC02g03631	336	85.1941	7	0.921628
MvSl-1064-A2-R4_MC02g03632	2680	2335.84	3991.5	27.2118
MvSl-1064-A2-R4_MC02g03633	369	103.679	67.3548	7.64405
MvSl-1064-A2-R4_MC02g03634	1239	894.844	706.141	13.1748
MvSl-1064-A2-R4_MC02g03635	1777	1432.84	1287.98	14.0613
MvSl-1064-A2-R4_MC02g03636	1553	1208.84	740.046	9.70029
MvSl-1064-A2-R4_MC02g03637	2395	2050.84	977	7.75244
MvSl-1064-A2-R4_MC02g03638	435	146.271	29.0024	2.66831
MvSl-1064-A2-R4_MC02g03639	9065	8720.84	1014.18	2.09023
MvSl-1064-A2-R4_MC02g03640	2850	2505.84	38.5377	0.39878
MvSl-1064-A2-R4_MC02g03641	2305	1960.84	22.4993	0.320565
MvSl-1064-A2-R4_MC02g03642	2791	2446.84	157.043	1.48083
MvSl-1064-A2-R4_MC02g03643	5538	5193.84	3049.85	10.5429
MvSl-1064-A2-R4_MC02g03644	444	152.449	10	0.778064
MvSl-1064-A2-R4_MC02g03645	184	29.1961	9.46019	10.6077
MvSl-1064-A2-R4_MC02g03646	273	56.1183	9.064	5.89508
MvSl-1064-A2-R4_MC02g03647	6302	5957.84	382.7	1.1655
MvSl-1064-A2-R4_MC02g03648	6307	5962.84	746.649	2.24838
MvSl-1064-A2-R4_MC02g03649	2833	2488.84	0	0.00908245
MvSl-1064-A2-R4_MC02g03650	768	430.344	0	0
MvSl-1064-A2-R4_MC02g03651	5300	4955.84	484.677	1.83236
MvSl-1064-A2-R4_MC02g03652	1053	708.844	2	0.056849
MvSl-1064-A2-R4_MC02g03653	737	400.695	337	13.5632
MvSl-1064-A2-R4_MC02g03654	7685	7340.84	5779.31	13.543
MvSl-1064-A2-R4_MC02g03655	718	382.884	6.72269	0.196463
MvSl-1064-A2-R4_MC02g03656	4164	3819.84	118.406	0.766857
MvSl-1064-A2-R4_MC02g03657	1480	1135.84	398.877	5.60099
MvSl-1064-A2-R4_MC02g03658	159	23.0912	0	0
MvSl-1064-A2-R4_MC02g03659	1880	1535.84	99	0.87465
MvSl-1064-A2-R4_MC02g03660	2129	1784.84	627	5.93722
MvSl-1064-A2-R4_MC02g03661	2343	1998.84	1287	11.4116
MvSl-1064-A2-R4_MC02g03662	6138	5793.84	2236	6.32245
MvSl-1064-A2-R4_MC02g03663	312	72.9546	1	0.889889
MvSl-1064-A2-R4_MC02g03664	1129	784.844	1052.42	25.2884
MvSl-1064-A2-R4_MC02g03665	490	185.236	127.749	12.1875
MvSl-1064-A2-R4_MC02g03666	210	36.4252	0	0
MvSl-1064-A2-R4_MC02g03667	1926	1581.84	36.4648	0.614295
MvSl-1064-A2-R4_MC02g03668	219	38.9266	0	0
MvSl-1064-A2-R4_MC02g03669	1389	1044.84	705	9.78598
MvSl-1064-A2-R4_MC02g03670	1326	981.844	809	12.2687
MvSl-1064-A2-R4_MC02g03671	811	471.253	611.266	22.164
MvSl-1064-A2-R4_MC02g03672	3125	2780.84	60.0451	0.462202
MvSl-1064-A2-R4_MC02g03673	306	70.0087	2	0.219982
MvSl-1064-A2-R4_MC02g03674	2756	2411.84	43.3885	0.485214
MvSl-1064-A2-R4_MC02g03675	1032	687.844	18.9578	0.59755
MvSl-1064-A2-R4_MC02g03676	3258	2913.84	878.434	5.15372
MvSl-1064-A2-R4_MC02g03677	4698	4353.84	304.337	1.32861
MvSl-1064-A2-R4_MC02g03678	1419	1074.84	3.09356	0.0310318
MvSl-1064-A2-R4_MC02g03679	282	59.687	0	0
MvSl-1064-A2-R4_MC02g03680	4299	3954.84	5.70285	0.0325707
MvSl-1064-A2-R4_MC02g03681	1791	1446.84	0	0
MvSl-1064-A2-R4_MC02g03682	4335	3990.84	17.3329	0.0997568
MvSl-1064-A2-R4_MC02g03683	7735	7390.84	55.4153	0.188973
MvSl-1064-A2-R4_MC02g03684	1944	1599.84	0	0.0051994
MvSl-1064-A2-R4_MC02g03685	276	57.4234	0	0
MvSl-1064-A2-R4_MC02g03686	444	152.449	0	0
MvSl-1064-A2-R4_MC02g03687	4311	3966.84	0	0.00701585
MvSl-1064-A2-R4_MC02g03688	2365	2020.84	0	0
MvSl-1064-A2-R4_MC02g03689	710	375.271	0	0
MvSl-1064-A2-R4_MC02g03690	363	99.8321	0	0
MvSl-1064-A2-R4_MC02g03691	633	305.212	0	0
MvSl-1064-A2-R4_MC02g03692	768	430.344	0	0
MvSl-1064-A2-R4_MC02g03693	1895	1550.84	1.02928	0.0207963
MvSl-1064-A2-R4_MC02g03694	1330	985.844	0	0
MvSl-1064-A2-R4_MC02g03695	750	413.117	0	0
MvSl-1064-A2-R4_MC02g03696	753	416.075	0	0.0258029
MvSl-1064-A2-R4_MC02g03697	1981	1636.84	258.414	2.25938
MvSl-1064-A2-R4_MC02g03698	4602	4257.84	3.49398	0.0379614
MvSl-1064-A2-R4_MC02g03699	3010	2665.84	0	0.0062611
MvSl-1064-A2-R4_MC02g03700	776	437.73	0	0
MvSl-1064-A2-R4_MC02g03701	6260	5915.84	104.376	0.211572
MvSl-1064-A2-R4_MC02g03702	3936	3591.84	5.69435	0.0674992
MvSl-1064-A2-R4_MC02g03703	5182	4837.84	0	0
MvSl-1064-A2-R4_MC02g03704	2686	2341.84	19.6227	0.0646882
MvSl-1064-A2-R4_MC02g03705	3512	3167.84	1.08395	0.0053901
MvSl-1064-A2-R4_MC02g03706	4772	4427.84	0	0
MvSl-1064-A2-R4_MC02g03707	1499	1154.84	29.319	0.261604
MvSl-1064-A2-R4_MC02g03708	4827	4482.84	0.585265	0.0209734
MvSl-1064-A2-R4_MC02g03709	276	57.4234	0	0.067695
MvSl-1064-A2-R4_MC02g03710	5288	4943.84	0	0
MvSl-1064-A2-R4_MC02g03711	4772	4427.84	0	0
MvSl-1064-A2-R4_MC02g03712	1499	1154.84	29.319	0.261604
MvSl-1064-A2-R4_MC02g03713	153	20.8982	0	0
MvSl-1064-A2-R4_MC02g03714	1499	1154.84	29.319	0.261604
MvSl-1064-A2-R4_MC02g03715	5484	5139.84	0	0.0257421
MvSl-1064-A2-R4_MC02g03716	1499	1154.84	29.319	0.261604
MvSl-1064-A2-R4_MC02g03717	153	20.8982	0	0
MvSl-1064-A2-R4_MC02g03718	1499	1154.84	29.319	0.261604
MvSl-1064-A2-R4_MC02g03719	4827	4482.84	2.22838	0.0237959
MvSl-1064-A2-R4_MC02g03720	276	57.4234	0	0.067695
MvSl-1064-A2-R4_MC02g03721	5732	5387.84	10.7004	0.0430611
MvSl-1064-A2-R4_MC02g03722	3386	3041.84	16.4046	0.101387
MvSl-1064-A2-R4_MC02g03723	1149	804.844	0	0
MvSl-1064-A2-R4_MC02g03724	165	25.3929	0	0
MvSl-1064-A2-R4_MC02g03725	1668	1323.84	2.01008	0.0431937
MvSl-1064-A2-R4_MC02g03726	783	444.462	0	0.0187358
MvSl-1064-A2-R4_MC02g03727	831	490.528	0	0
MvSl-1064-A2-R4_MC02g03728	539	224.457	0	0.0377941
MvSl-1064-A2-R4_MC02g03729	648	318.47	1	0.0761951
MvSl-1064-A2-R4_MC02g03730	435	146.271	0	0.0593435
MvSl-1064-A2-R4_MC02g03731	957	613.219	2.06299	0.0259055
MvSl-1064-A2-R4_MC02g03732	4202	3857.84	1170.97	4.97077
MvSl-1064-A2-R4_MC02g03733	553	236.08	8	0.435993
MvSl-1064-A2-R4_MC02g03734	2417	2072.84	4246.14	36.5701
MvSl-1064-A2-R4_MC02g03735	665	333.826	2225	87.5511
MvSl-1064-A2-R4_MC02g03736	3508	3163.84	1609	8.39809
MvSl-1064-A2-R4_MC02g03737	186	29.8902	60	40.5992
MvSl-1064-A2-R4_MC02g03738	339	86.5532	124	33.6852
MvSl-1064-A2-R4_MC02g03739	527	214.626	171	20.2563
MvSl-1064-A2-R4_MC02g03740	867	525.352	492	20.0852
MvSl-1064-A2-R4_MC02g03741	607	282.281	462	29.8935
MvSl-1064-A2-R4_MC02g03742	1221	876.844	1504	26.0569
MvSl-1064-A2-R4_MC02g03743	261	51.6734	432	118.598
MvSl-1064-A2-R4_MC02g03744	1056	711.844	61	1.48716
MvSl-1064-A2-R4_MC02g03745	1335	990.844	46.8929	0.900107
MvSl-1064-A2-R4_MC02g03746	664	332.997	0	0.0252134
MvSl-1064-A2-R4_MC02g03747	2374	2029.84	14.0275	0.118842
MvSl-1064-A2-R4_MC02g03748	641	312.189	19.3455	1.80516
MvSl-1064-A2-R4_MC02g03749	4530	4185.84	144.288	0.818234
MvSl-1064-A2-R4_MC02g03750	1974	1629.84	569.633	6.51249
MvSl-1064-A2-R4_MC02g03751	4721	4376.84	653.094	2.74501
MvSl-1064-A2-R4_MC02g03752	323	78.4558	21.4968	5.25221
MvSl-1064-A2-R4_MC02g03753	429	141.677	9.32061	1.03403
MvSl-1064-A2-R4_MC02g03754	1482	1137.84	130.053	1.85872
MvSl-1064-A2-R4_MC02g03755	383	112.878	46.1771	5.15153
MvSl-1064-A2-R4_MC02g03756	298	66.3156	0	0
MvSl-1064-A2-R4_MC02g03757	165	25.3929	3	1.58122
MvSl-1064-A2-R4_MC02g03758	1908	1563.84	460.99	5.30224
MvSl-1064-A2-R4_MC02g03759	216	38.2035	30	12.6275
MvSl-1064-A2-R4_MC02g03760	559	241.305	935.95	59.2972
MvSl-1064-A2-R4_MC02g03761	813	473.205	1271.15	40.9051
MvSl-1064-A2-R4_MC02g03762	409	128.331	351.682	40.7596
MvSl-1064-A2-R4_MC02g03763	892	549.602	137	3.68441
MvSl-1064-A2-R4_MC02g03764	2302	1957.84	1855	13.4776
MvSl-1064-A2-R4_MC02g03765	1074	729.844	2218	48.1204
MvSl-1064-A2-R4_MC02g03766	1762	1417.84	1514	16.9035
MvSl-1064-A2-R4_MC02g03767	1734	1389.84	6927	70.111
MvSl-1064-A2-R4_MC02g03768	2178	1833.84	1525	12.9079
MvSl-1064-A2-R4_MC02g03769	1963	1618.84	855.666	9.40268
MvSl-1064-A2-R4_MC02g03770	165	25.3929	3	1.58122
MvSl-1064-A2-R4_MC02g03771	766	428.518	365.971	13.3967
MvSl-1064-A2-R4_MC02g03772	171	25.9736	292	169.386
MvSl-1064-A2-R4_MC02g03773	685	352.314	53.8395	2.94644
MvSl-1064-A2-R4_MC02g03774	541	226.087	18.4361	1.1113
MvSl-1064-A2-R4_MC02g03775	561	243.096	3.41633	0.383994
MvSl-1064-A2-R4_MC02g03776	337	85.6006	324.397	41.6621
MvSl-1064-A2-R4_MC02g03777	210	36.4252	254.889	89.6809
MvSl-1064-A2-R4_MC02g03778	1296	951.844	5.01707	0.119659
MvSl-1064-A2-R4_MC02g03779	1410	1065.84	168.495	3.29893
MvSl-1064-A2-R4_MC02g03780	205	35.5952	1	0.439481
MvSl-1064-A2-R4_MC02g03781	352	93.5027	20	5.00261
MvSl-1064-A2-R4_MC02g03782	5032	4687.84	1241	5.0814
MvSl-1064-A2-R4_MC02g03783	1359	1014.84	2145	35.2606
MvSl-1064-A2-R4_MC02g03784	656	325.642	55	2.34285
MvSl-1064-A2-R4_MC02g03785	3451	3106.84	9846	48.5152
MvSl-1064-A2-R4_MC02g03786	344	89.2799	0	0
MvSl-1064-A2-R4_MC02g03787	242	45.8608	7.74239	3.0061
MvSl-1064-A2-R4_MC02g03788	319	76.4254	1209.88	247.173
MvSl-1064-A2-R4_MC02g03789	699	365.141	551.771	22.768
MvSl-1064-A2-R4_MC02g03790	2255	1910.84	224.201	2.60118
MvSl-1064-A2-R4_MC02g03791	1128	783.844	486.071	10.4172
MvSl-1064-A2-R4_MC02g03792	307	70.3578	11.2687	2.73196
MvSl-1064-A2-R4_MC02g03793	4503	4158.84	695.88	2.78729
MvSl-1064-A2-R4_MC02g03794	303	68.7944	114.125	24.9825
MvSl-1064-A2-R4_MC02g03795	510	200.703	361.598	26.9517
MvSl-1064-A2-R4_MC02g03796	3331	2986.84	355.839	2.19724
MvSl-1064-A2-R4_MC02g03797	427	140.272	49	6.59459
MvSl-1064-A2-R4_MC02g03798	481	178.484	12	1.25854
MvSl-1064-A2-R4_MC02g03799	2698	2353.84	21.1843	0.200932
MvSl-1064-A2-R4_MC02g03800	1902	1557.84	11.3141	0.136275
MvSl-1064-A2-R4_MC02g03801	1116	771.844	0	0
MvSl-1064-A2-R4_MC02g03802	1229	884.844	832	14.9196
MvSl-1064-A2-R4_MC02g03803	1816	1471.84	756	7.67694
MvSl-1064-A2-R4_MC02g03804	1831	1486.84	2472.34	31.126
MvSl-1064-A2-R4_MC02g03805	704	369.878	434	19.1906
MvSl-1064-A2-R4_MC02g03806	2104	1759.84	1525	13.4128
MvSl-1064-A2-R4_MC02g03807	3498	3153.84	2032	9.54962
MvSl-1064-A2-R4_MC02g03808	1920	1575.84	2262.09	22.6069
MvSl-1064-A2-R4_MC02g03809	2412	2067.84	1066	8.02817
MvSl-1064-A2-R4_MC02g03810	4403	4058.84	4528	18.6712
MvSl-1064-A2-R4_MC02g03811	1199	854.844	42.1303	0.813462
MvSl-1064-A2-R4_MC02g03812	351	92.9781	8.8958	1.29053
MvSl-1064-A2-R4_MC02g03813	3707	3362.84	2365	11.9778
MvSl-1064-A2-R4_MC02g03814	1863	1518.84	2391	26.3081
MvSl-1064-A2-R4_MC02g03815	1839	1494.84	58	0.620805
MvSl-1064-A2-R4_MC02g03816	626	299.061	972	49.3418
MvSl-1064-A2-R4_MC02g03817	2170	1825.84	6977	58.7524
MvSl-1064-A2-R4_MC02g03818	2414	2069.84	4565.96	38.75
MvSl-1064-A2-R4_MC02g03819	186	29.8902	154	67.2227
MvSl-1064-A2-R4_MC02g03820	511	201.523	663	47.2347
MvSl-1064-A2-R4_MC02g03821	1737	1392.84	2455	26.9138
MvSl-1064-A2-R4_MC02g03822	2618	2273.84	6978	47.1606
MvSl-1064-A2-R4_MC02g03823	2414	2069.84	4565.96	38.75
MvSl-1064-A2-R4_MC02g03824	1690	1345.84	1670	16.184
MvSl-1064-A2-R4_MC02g03825	638	309.446	3148	144.883
MvSl-1064-A2-R4_MC02g03826	585	263.309	518.547	36.4984
MvSl-1064-A2-R4_MC02g03827	715	380.079	190.531	8.08603
MvSl-1064-A2-R4_MC02g03828	1024	679.844	0	0
MvSl-1064-A2-R4_MC02g03829	1140	795.844	1251	25.0087
MvSl-1064-A2-R4_MC02g03830	1548	1203.84	1171	15.852
MvSl-1064-A2-R4_MC02g03831	3087	2742.84	565.927	4.09439
MvSl-1064-A2-R4_MC02g03832	212	36.8387	0	0
MvSl-1064-A2-R4_MC02g03833	587	265.085	49.3155	3.34378
MvSl-1064-A2-R4_MC02g03834	210	36.4252	4.13727	5.97567
MvSl-1064-A2-R4_MC02g03835	1828	1483.84	193.256	2.06688
MvSl-1064-A2-R4_MC02g03836	1510	1165.84	516.937	6.90367
MvSl-1064-A2-R4_MC02g03837	213	37.238	9.82783	3.93304
MvSl-1064-A2-R4_MC02g03838	285	60.7523	6	0.893178
MvSl-1064-A2-R4_MC02g03839	1953	1608.84	4757	48.5739
MvSl-1064-A2-R4_MC02g03840	1795	1450.84	991	9.9048
MvSl-1064-A2-R4_MC02g03841	873	531.035	58	1.98125
MvSl-1064-A2-R4_MC02g03842	942	598.278	254	6.66152
MvSl-1064-A2-R4_MC02g03843	357	96.0622	37.5158	5.70852
MvSl-1064-A2-R4_MC02g03844	320	77.0163	0	0
MvSl-1064-A2-R4_MC02g03845	1555	1210.84	1170.13	18.7394
MvSl-1064-A2-R4_MC02g03846	4221	3876.84	1486.17	6.07939
MvSl-1064-A2-R4_MC02g03847	3191	2846.84	7505	37.3717
MvSl-1064-A2-R4_MC02g03848	5525	5180.84	53	0.211797
MvSl-1064-A2-R4_MC02g03849	219	38.9266	18	6.77693
MvSl-1064-A2-R4_MC02g03850	2582	2237.84	4558	31.3308
MvSl-1064-A2-R4_MC02g03851	453	158.749	313	32.0407
MvSl-1064-A2-R4_MC02g03852	951	607.219	271	6.78045
MvSl-1064-A2-R4_MC02g03853	150	20.1732	56	38.3533
MvSl-1064-A2-R4_MC02g03854	1629	1284.84	4204	42.4801
MvSl-1064-A2-R4_MC02g03855	6102	5757.84	1292.34	3.73796
MvSl-1064-A2-R4_MC02g03856	589	266.916	2.25701	0.24135
MvSl-1064-A2-R4_MC02g03857	1758	1413.84	51.0035	0.676968
MvSl-1064-A2-R4_MC02g03858	2314	1969.84	179	1.57203
MvSl-1064-A2-R4_MC02g03859	1624	1279.84	1103	12.2324
MvSl-1064-A2-R4_MC02g03860	1530	1185.84	2727	33.1525
MvSl-1064-A2-R4_MC02g03861	2553	2208.84	2806	20.6096
MvSl-1064-A2-R4_MC02g03862	2178	1833.84	90.9273	0.727246
MvSl-1064-A2-R4_MC02g03863	1880	1535.84	6441	70.3332
MvSl-1064-A2-R4_MC02g03864	910	567.266	184	4.67547
MvSl-1064-A2-R4_MC02g03865	4355	4010.84	3081	12.5995
MvSl-1064-A2-R4_MC02g03866	2088	1743.84	1989	16.6129
MvSl-1064-A2-R4_MC02g03867	710	375.271	1964	83.552
MvSl-1064-A2-R4_MC02g03868	1094	749.844	10520	234.552
MvSl-1064-A2-R4_MC02g03869	2517	2172.84	5650	43.4081
MvSl-1064-A2-R4_MC02g03870	2571	2226.84	2744	19.211
MvSl-1064-A2-R4_MC02g03871	2347	2002.84	1834	12.9946
MvSl-1064-A2-R4_MC02g03872	735	398.695	12	0.627409
MvSl-1064-A2-R4_MC02g03873	264	52.9987	0	0
MvSl-1064-A2-R4_MC02g03874	1124	779.844	1130	20.1675
MvSl-1064-A2-R4_MC02g03875	3404	3059.84	559	2.89094
MvSl-1064-A2-R4_MC02g03876	1481	1136.84	425	6.22912
MvSl-1064-A2-R4_MC02g03877	4755	4410.84	112	0.47224
MvSl-1064-A2-R4_MC02g03878	993	648.844	1115	25.0163
MvSl-1064-A2-R4_MC02g03879	4906	4561.84	3369	11.6058
MvSl-1064-A2-R4_MC02g03880	2368	2023.84	3812	29.6512
MvSl-1064-A2-R4_MC02g03881	2798	2453.84	682	4.52188
MvSl-1064-A2-R4_MC02g03882	1323	978.844	6	0.0561439
MvSl-1064-A2-R4_MC02g03883	444	152.449	1	0.217623
MvSl-1064-A2-R4_MC02g03884	6578	6233.84	6749.84	15.9752
MvSl-1064-A2-R4_MC02g03885	589	266.916	290.729	14.3032
MvSl-1064-A2-R4_MC02g03886	3447	3102.84	9861	52.0479
MvSl-1064-A2-R4_MC02g03887	4993	4648.84	5132.37	18.3988
MvSl-1064-A2-R4_MC02g03888	2314	1969.84	2842	21.8049
MvSl-1064-A2-R4_MC02g03889	216	38.2035	34	13.6395
MvSl-1064-A2-R4_MC02g03890	389	116.486	3	0.773725
MvSl-1064-A2-R4_MC02g03891	1504	1159.84	2534	32.3564
MvSl-1064-A2-R4_MC02g03892	2928	2583.84	1452	8.96355
MvSl-1064-A2-R4_MC02g03893	2907	2562.84	2528	15.0298
MvSl-1064-A2-R4_MC02g03894	2617	2272.84	2552	20.838
MvSl-1064-A2-R4_MC02g03895	1798	1453.84	1204	11.7318
MvSl-1064-A2-R4_MC02g03896	2017	1672.84	2323	20.8002
MvSl-1064-A2-R4_MC02g03897	841	500.279	5844	191.839
MvSl-1064-A2-R4_MC02g03898	688	354.952	2386	114.599
MvSl-1064-A2-R4_MC02g03899	4985	4640.84	5258	20.1176
MvSl-1064-A2-R4_MC02g03900	821	480.869	3088	100.812
MvSl-1064-A2-R4_MC02g03901	546	230.117	296	21.4288
MvSl-1064-A2-R4_MC02g03902	321	77.4554	407	68.9594
MvSl-1064-A2-R4_MC02g03903	3191	2846.84	4816	27.3513
MvSl-1064-A2-R4_MC02g03904	1698	1353.84	1517	19.0863
MvSl-1064-A2-R4_MC02g03905	2325	1980.84	605	5.18055
MvSl-1064-A2-R4_MC02g03906	1511	1166.84	1849	23.2752
MvSl-1064-A2-R4_MC02g03907	1344	999.844	3625	52.4573
MvSl-1064-A2-R4_MC02g03908	4843	4498.84	2971.47	11.4954
MvSl-1064-A2-R4_MC02g03909	1494	1149.84	535	6.98198
MvSl-1064-A2-R4_MC02g03910	1892	1547.84	1691	16.6972
MvSl-1064-A2-R4_MC02g03911	613	287.532	2784	143.31
MvSl-1064-A2-R4_MC02g03912	3764	3419.84	1719	8.83778
MvSl-1064-A2-R4_MC02g03913	1678	1333.84	2105	22.0453
MvSl-1064-A2-R4_MC02g03914	1784	1439.84	1025	11.9031
MvSl-1064-A2-R4_MC02g03915	1982	1637.84	5014	44.8783
MvSl-1064-A2-R4_MC02g03916	2210	1865.84	124.128	1.33588
MvSl-1064-A2-R4_MC02g03917	3013	2668.84	660	3.44095
MvSl-1064-A2-R4_MC02g03918	726	390.216	530	19.597
MvSl-1064-A2-R4_MC02g03919	1113	768.844	523	10.5356
MvSl-1064-A2-R4_MC02g03920	1806	1461.84	591.474	7.15684
MvSl-1064-A2-R4_MC02g03921	201	34.4601	2.00894	0.680472
MvSl-1064-A2-R4_MC02g03922	5574	5229.84	447.626	1.93373
MvSl-1064-A2-R4_MC02g03923	2111	1766.84	2320	20.6909
MvSl-1064-A2-R4_MC02g03924	216	38.2035	62	22.5735
MvSl-1064-A2-R4_MC02g03925	2199	1854.84	234.825	2.05126
MvSl-1064-A2-R4_MC02g03926	510	200.703	1364	97.1488
MvSl-1064-A2-R4_MC02g03927	1765	1420.84	365	3.41509
MvSl-1064-A2-R4_MC02g03928	1556	1211.84	4512	51.4603
MvSl-1064-A2-R4_MC02g03929	246	46.9269	58	19.7419
MvSl-1064-A2-R4_MC02g03930	836	495.379	137	4.82932
MvSl-1064-A2-R4_MC02g03931	324	78.9861	357.856	73.6355
MvSl-1064-A2-R4_MC02g03932	615	289.23	139.189	6.97303
MvSl-1064-A2-R4_MC02g03933	2709	2364.84	5.14446	0.0674002
MvSl-1064-A2-R4_MC02g03934	1447	1102.84	1278	17.6514
MvSl-1064-A2-R4_MC02g03935	1079	734.844	1352	27.5886
MvSl-1064-A2-R4_MC02g03936	239	44.8451	295	99.1406
MvSl-1064-A2-R4_MC02g03937	1251	906.844	34763	501.036
MvSl-1064-A2-R4_MC02g03938	598	274.424	103.077	7.48693
MvSl-1064-A2-R4_MC02g03939	1086	741.844	65.8981	1.41342
MvSl-1064-A2-R4_MC02g03940	946	602.219	170.972	5.25917
MvSl-1064-A2-R4_MC02g03941	1834	1489.84	0	0.0678625
MvSl-1064-A2-R4_MC02g03942	2009	1664.84	411	3.64595
MvSl-1064-A2-R4_MC02g03943	320	77.0163	90	18.9267
MvSl-1064-A2-R4_MC02g03944	531	217.933	1189	64.0748
MvSl-1064-A2-R4_MC02g03945	695	361.475	722	25.49
MvSl-1064-A2-R4_MC02g03946	839	498.329	427	10.7821
MvSl-1064-A2-R4_MC02g03947	317	75.4705	161	33.0225
MvSl-1064-A2-R4_MC02g03948	1758	1413.84	1542	16.3935
MvSl-1064-A2-R4_MC02g03949	2693	2348.84	949	6.82571
MvSl-1064-A2-R4_MC02g03950	813	473.205	309	8.34369
MvSl-1064-A2-R4_MC02g03951	956	612.219	41	1.09777
MvSl-1064-A2-R4_MC02g03952	2200	1855.84	97.2284	0.977153
MvSl-1064-A2-R4_MC02g03953	1036	691.844	1.0659	0.0733871
MvSl-1064-A2-R4_MC02g03954	273	56.1183	4	1.55943
MvSl-1064-A2-R4_MC02g03955	180	27.6937	2	2.87177
MvSl-1064-A2-R4_MC02g03956	168	25.509	5.52985	1.66928
MvSl-1064-A2-R4_MC02g03957	1812	1467.84	530	7.32648
MvSl-1064-A2-R4_MC02g03958	4710	4365.84	29990	106.35
MvSl-1064-A2-R4_MC02g03959	1202	857.844	1772	32.5983
MvSl-1064-A2-R4_MC02g03960	790	451.326	680	23.3445
MvSl-1064-A2-R4_MC02g03961	2694	2349.84	1036	7.51418
MvSl-1064-A2-R4_MC02g03962	432	143.86	4867	457.763
MvSl-1064-A2-R4_MC02g03963	1964	1619.84	2961	26.5119
MvSl-1064-A2-R4_MC02g03964	1212	867.844	955	14.7639
MvSl-1064-A2-R4_MC02g03965	2798	2453.84	426	2.65962
MvSl-1064-A2-R4_MC02g03966	2303	1958.84	5336	40.4398
MvSl-1064-A2-R4_MC02g03967	1193	848.844	1564	30.0306
MvSl-1064-A2-R4_MC02g03968	840	499.279	8384	237.012
MvSl-1064-A2-R4_MC02g03969	1375	1030.84	640	10.1335
MvSl-1064-A2-R4_MC02g03970	1857	1512.84	1439	15.2575
MvSl-1064-A2-R4_MC02g03971	1115	770.844	602	12.0292
MvSl-1064-A2-R4_MC02g03972	1200	855.844	685	12.3767
