#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
MinSal-1389-A1-17072018_C003g02259	MvSl-1064-A1-R4_MC02g03894	308	311	99	99	311	78.135	462
MinSal-1389-A1-17072018_C003g02260	MvSl-1064-A1-R4_MC02g03884	793	791	100	100	800	95.750	1554
MinSal-1389-A1-17072018_C003g02261	MvSl-1064-A1-R4_MC02g03883	300	278	100	100	300	85.000	479
MinSal-1389-A1-17072018_C003g02264	MvSl-1064-A1-R4_MC02g03879	986	986	99	99	986	94.422	1812
MinSal-1389-A1-17072018_C003g02265	MvSl-1064-A1-R4_MC02g03877	475	439	92	99	436	93.119	837
MinSal-1389-A1-17072018_C003g02266	MvSl-1064-A1-R4_MC02g03876	172	140	77	95	133	97.744	256
MinSal-1389-A1-17072018_C003g02267	MvSl-1064-A1-R4_MC02g03875	330	376	99	86	328	90.549	461
MinSal-1389-A1-17072018_C003g02268	MvSl-1064-A1-R4_MC02g03870	1468	1459	100	100	1468	95.504	2770
MinSal-1389-A1-17072018_C003g02270	MvSl-1064-A1-R4_MC02g03868	934	936	99	100	936	97.756	1879
MinSal-1389-A1-17072018_C003g02271	MvSl-1064-A1-R4_MC02g03867	541	518	100	100	541	89.279	857
MinSal-1389-A1-17072018_C003g02272	MvSl-1064-A1-R4_MC03g04593	1601	1630	96	99	1616	79.641	2496
MinSal-1389-A1-17072018_C003g02273	MvSl-1064-A1-R4_MC02g03866	417	371	95	98	391	86.957	612
MinSal-1389-A1-17072018_C003g02274	MvSl-1064-A1-R4_MC02g03865	287	269	100	100	319	62.069	325
MinSal-1389-A1-17072018_C003g02275	MvSl-1064-A1-R4_MC02g03864	329	329	100	100	329	96.049	657
MinSal-1389-A1-17072018_C003g02276	MvSl-1064-A1-R4_MC02g03859	117	106	100	100	117	78.632	185
MinSal-1389-A1-17072018_C003g02277	MvSl-1064-A1-R4_MC02g03858	236	236	100	100	236	94.068	459
MinSal-1389-A1-17072018_C003g02278	MvSl-1064-A1-R4_MC02g03853	168	167	100	100	168	98.214	329
MinSal-1389-A1-17072018_C003g02279	MvSl-1064-A1-R4_MC02g03852	378	381	100	100	381	89.501	652
MinSal-1389-A1-17072018_C003g02280	MvSl-1064-A1-R4_MC02g03850	330	255	68	90	230	83.913	394
MinSal-1389-A1-17072018_C003g02281	MvSl-1064-A1-R4_MC02g03849	808	782	100	100	820	90.854	1503
MinSal-1389-A1-17072018_C003g02282	MvSl-1064-A1-R4_MC02g03848	343	288	100	100	343	76.093	513
MinSal-1389-A1-17072018_C003g02283	MvSl-1064-A1-R4_MC02g03847	417	448	87	86	387	90.439	488
MinSal-1389-A1-17072018_C003g02284	MvSl-1064-A1-R4_MC02g03846	148	148	100	100	148	97.297	290
MinSal-1389-A1-17072018_C003g02285	MvSl-1064-A1-R4_MC02g03845	301	301	100	100	301	97.342	600
MinSal-1389-A1-17072018_C003g02286	MvSl-1064-A1-R4_MC02g03844	957	1125	99	84	963	91.277	1768
MinSal-1389-A1-17072018_C003g02288	MvSl-1064-A1-R4_MC02g03843	187	215	98	100	215	80.000	330
MinSal-1389-A1-17072018_C003g02289	MvSl-1064-A1-R4_MC02g03842	466	468	100	100	468	92.735	885
MinSal-1389-A1-17072018_C003g02290	MvSl-1064-A1-R4_MC02g03841	722	701	99	99	727	91.884	1274
MinSal-1389-A1-17072018_C003g02291	MvSl-1064-A1-R4_MC02g03840	813	794	100	100	821	90.378	1341
MinSal-1389-A1-17072018_C003g02292	MvSl-1064-A1-R4_MC02g03839	765	765	100	100	765	93.464	1435
MinSal-1389-A1-17072018_C003g02293	MvSl-1064-A1-R4_MC02g03838	445	447	100	100	447	94.407	537
MinSal-1389-A1-17072018_C003g02294	MvSl-1064-A1-R4_MC02g03837	505	500	100	100	505	96.040	987
MinSal-1389-A1-17072018_C003g02295	MvSl-1064-A1-R4_MC02g03836	1358	1649	100	83	1365	93.040	2094
MinSal-1389-A1-17072018_C003g02297	MvSl-1064-A1-R4_MC02g03833	260	260	100	100	260	91.923	493
MinSal-1389-A1-17072018_C003g02298	MvSl-1064-A1-R4_MC02g03832	462	437	100	100	462	93.939	888
MinSal-1389-A1-17072018_C003g02299	MvSl-1064-A1-R4_MC02g03831	388	389	100	100	389	92.802	751
MinSal-1389-A1-17072018_C003g02300	MvSl-1064-A1-R4_MC02g03830	1049	998	100	100	1055	92.322	1972
MinSal-1389-A1-17072018_C003g02301	MvSl-1064-A1-R4_MC02g03829	302	302	100	100	302	93.046	552
MinSal-1389-A1-17072018_C003g02302	MvSl-1064-A1-R4_MC02g03828	361	442	100	88	390	86.410	667
MinSal-1389-A1-17072018_C003g02303	MvSl-1064-A1-R4_MC02g03827	440	436	100	100	440	95.227	766
MinSal-1389-A1-17072018_C003g02304	MvSl-1064-A1-R4_MC02g03826	338	342	97	100	337	88.724	559
MinSal-1389-A1-17072018_C003g02305	MvSl-1064-A1-R4_MC02g03825	105	95	74	82	78	98.718	155
MinSal-1389-A1-17072018_C003g02306	MvSl-1064-A1-R4_MC02g03824	283	269	88	86	251	84.375	347
MinSal-1389-A1-17072018_C003g02307	MvSl-1064-A1-R4_MC02g03823	583	582	100	100	583	94.511	1073
MinSal-1389-A1-17072018_C003g02308	MvSl-1064-A1-R4_MC02g03822	107	107	100	100	107	100.000	200
MinSal-1389-A1-17072018_C003g02309	MvSl-1064-A1-R4_MC02g03821	639	639	100	100	639	97.340	1286
MinSal-1389-A1-17072018_C003g02310	MvSl-1064-A1-R4_MC02g03817	408	383	88	94	398	75.126	507
MinSal-1389-A1-17072018_C003g02311	MvSl-1064-A1-R4_MC02g03816	310	311	100	100	311	92.926	586
MinSal-1389-A1-17072018_C003g02312	MvSl-1064-A1-R4_MC02g03815	270	270	100	100	270	90.000	490
MinSal-1389-A1-17072018_C003g02313	MvSl-1064-A1-R4_MC02g03814	271	271	100	100	271	96.310	546
MinSal-1389-A1-17072018_C003g02314	MvSl-1064-A1-R4_MC02g03813	1073	1070	100	100	1073	92.171	1776
MinSal-1389-A1-17072018_C003g02315	MvSl-1064-A1-R4_MC02g03812	425	432	100	99	427	92.037	735
MinSal-1389-A1-17072018_C003g02316	MvSl-1064-A1-R4_MC02g03811	381	351	89	98	343	96.501	668
MinSal-1389-A1-17072018_C003g02317	MvSl-1064-A1-R4_MC02g03810	553	553	100	100	553	96.745	1102
MinSal-1389-A1-17072018_C003g02318	MvSl-1064-A1-R4_MC02g03809	419	422	100	100	422	98.815	857
MinSal-1389-A1-17072018_C003g02323	MvSl-1064-A1-R4_MC02g03803	832	833	100	100	833	95.318	1503
MinSal-1389-A1-17072018_C003g02327	MvSl-1064-A1-R4_MC02g03800	316	348	97	100	336	86.000	541
MinSal-1389-A1-17072018_C003g02328	MvSl-1064-A1-R4_MC02g03799	133	137	100	100	137	89.051	241
MinSal-1389-A1-17072018_C003g02329	MvSl-1064-A1-R4_MC02g03798	291	287	100	94	276	87.681	320
MinSal-1389-A1-17072018_C003g02330	MvSl-1064-A1-R4_MC02g03797	421	428	97	97	416	91.106	707
MinSal-1389-A1-17072018_C003g02331	MvSl-1064-A1-R4_MC02g03796	469	469	100	100	469	97.868	946
MinSal-1389-A1-17072018_C003g02332	MvSl-1064-A1-R4_MC02g03795	210	205	100	95	201	84.834	307
MinSal-1389-A1-17072018_C003g02333	MvSl-1064-A1-R4_MC02g03794	452	442	100	100	455	91.868	689
MinSal-1389-A1-17072018_C003g02334	MvSl-1064-A1-R4_MC02g03793	619	643	98	92	611	89.198	858
MinSal-1389-A1-17072018_C003g02335	MvSl-1064-A1-R4_MC02g03792	1193	1178	98	99	1178	91.002	2085
MinSal-1389-A1-17072018_C003g02336	MvSl-1064-A1-R4_MC02g03791	743	737	100	100	770	88.961	1342
MinSal-1389-A1-17072018_C003g02337	MvSl-1064-A1-R4_MC02g03790	794	795	100	100	817	89.351	1378
MinSal-1389-A1-17072018_C003g02338	MvSl-1064-A1-R4_MC02g03789	566	552	98	96	554	84.296	739
MinSal-1389-A1-17072018_C003g02339	MvSl-1064-A1-R4_MC02g03788	1126	1126	100	100	1126	97.158	2245
MinSal-1389-A1-17072018_C003g02340	MvSl-1064-A1-R4_MC02g03787	485	475	100	100	485	94.433	866
MinSal-1389-A1-17072018_C003g02341	MvSl-1064-A1-R4_MC02g03786	775	745	94	97	726	94.215	1343
MinSal-1389-A1-17072018_C003g02342	MvSl-1064-A1-R4_MC02g03785	330	321	100	100	330	93.636	616
MinSal-1389-A1-17072018_C003g02343	MvSl-1064-A1-R4_MC02g03784	103	112	96	88	99	88.889	180
MinSal-1389-A1-17072018_C003g02344	MvSl-1064-A1-R4_MC02g03783	1013	1007	100	100	1030	93.883	1949
MinSal-1389-A1-17072018_C003g02345	MvSl-1064-A1-R4_MC02g03781	1924	1937	100	100	1972	90.416	3468
MinSal-1389-A1-17072018_C003g02347	MvSl-1064-A1-R4_MC02g03778	415	435	100	100	443	86.907	763
MinSal-1389-A1-17072018_C003g02348	MvSl-1064-A1-R4_MC02g03777	560	570	100	99	567	94.533	1046
MinSal-1389-A1-17072018_C003g02349	MvSl-1064-A1-R4_MC02g03776	444	412	91	99	406	92.365	704
MinSal-1389-A1-17072018_C003g02350	MvSl-1064-A1-R4_MC02g03775	464	469	100	100	469	94.030	851
MinSal-1389-A1-17072018_C003g02351	MvSl-1064-A1-R4_MC02g03770	359	396	100	100	412	79.369	551
MinSal-1389-A1-17072018_C003g02352	MvSl-1064-A1-R4_MC02g03769	800	810	100	100	811	95.561	1597
MinSal-1389-A1-17072018_C003g02355	MvSl-1064-A1-R4_MC02g03764	150	152	100	99	150	100.000	303
MinSal-1389-A1-17072018_C003g02356	MvSl-1064-A1-R4_MC02g03763	164	148	90	100	148	97.297	297
MinSal-1389-A1-17072018_C003g02357	MvSl-1064-A1-R4_MC02g03762	270	281	96	92	258	94.186	486
MinSal-1389-A1-17072018_C003g02358	MvSl-1064-A1-R4_MC02g03761	756	733	100	100	772	86.917	1110
MinSal-1389-A1-17072018_C003g02359	MvSl-1064-A1-R4_MC02g03760	599	600	100	100	600	95.167	1160
MinSal-1389-A1-17072018_C003g02360	MvSl-1064-A1-R4_MC02g03759	223	287	100	71	203	88.444	362
MinSal-1389-A1-17072018_C003g02361	MvSl-1064-A1-R4_MC02g03758	146	146	100	100	146	95.890	269
MinSal-1389-A1-17072018_C003g02362	MvSl-1064-A1-R4_MC02g03757	331	330	97	97	321	90.966	577
MinSal-1389-A1-17072018_C003g02364	MvSl-1064-A1-R4_MC02g03755	913	910	100	100	952	85.399	1586
MinSal-1389-A1-17072018_C003g02365	MvSl-1064-A1-R4_MC02g03754	349	349	100	100	349	93.696	662
MinSal-1389-A1-17072018_C003g02366	MvSl-1064-A1-R4_MC02g03753	398	398	100	100	398	99.246	799
MinSal-1389-A1-17072018_C003g02367	MvSl-1064-A1-R4_MC02g03752	899	899	100	100	899	98.109	1803
MinSal-1389-A1-17072018_C003g02368	MvSl-1064-A1-R4_MC02g03751	473	474	100	100	474	94.304	865
MinSal-1389-A1-17072018_C003g02369	MvSl-1064-A1-R4_MC02g03750	179	239	97	68	174	84.483	219
MinSal-1389-A1-17072018_C003g02370	MvSl-1064-A1-R4_MC02g03749	95	95	100	100	95	100.000	194
MinSal-1389-A1-17072018_C003g02371	MvSl-1064-A1-R4_MC02g03748	828	817	97	97	821	90.743	1445
MinSal-1389-A1-17072018_C003g02372	MvSl-1064-A1-R4_MC02g03747	226	226	100	100	226	89.823	414
MinSal-1389-A1-17072018_C003g02373	MvSl-1064-A1-R4_MC02g03744	93	91	100	100	93	96.774	172
MinSal-1389-A1-17072018_C003g02374	MvSl-1064-A1-R4_MC02g03742	1106	874	80	99	881	92.395	1556
MinSal-1389-A1-17072018_C003g02375	MvSl-1064-A1-R4_MC02g03741	638	638	100	100	638	96.552	1269
MinSal-1389-A1-17072018_C003g02377	MvSl-1064-A1-R4_MC02g03739	172	148	100	100	172	86.047	283
MinSal-1389-A1-17072018_C003g02378	MvSl-1064-A1-R4_MC02g03738	614	607	99	99	605	96.198	1201
MinSal-1389-A1-17072018_C003g02379	MvSl-1064-A1-R4_MC02g03736	317	301	100	100	317	86.435	553
MinSal-1389-A1-17072018_C003g02380	MvSl-1064-A1-R4_MC02g03735	572	574	96	97	554	87.004	893
MinSal-1389-A1-17072018_C003g02381	MvSl-1064-A1-R4_MC02g03734	352	329	100	100	352	91.477	663
MinSal-1389-A1-17072018_C003g02382	MvSl-1064-A1-R4_MC02g03733	388	389	100	100	389	93.059	623
MinSal-1389-A1-17072018_C003g02383	MvSl-1064-A1-R4_MC02g03732	205	198	100	100	205	88.780	327
MinSal-1389-A1-17072018_C003g02384	MvSl-1064-A1-R4_MC02g03731	301	279	100	100	301	89.037	481
MinSal-1389-A1-17072018_C003g02385	MvSl-1064-A1-R4_MC02g03730	399	268	73	100	292	77.055	434
MinSal-1389-A1-17072018_C003g02386	MvSl-1064-A1-R4_MC02g03728	232	212	100	100	232	86.638	405
MinSal-1389-A1-17072018_C003g02387	MvSl-1064-A1-R4_MC02g03727	419	438	100	100	438	90.868	785
MinSal-1389-A1-17072018_C003g02388	MvSl-1064-A1-R4_MC02g03726	506	506	100	100	506	95.455	981
MinSal-1389-A1-17072018_C003g02389	MvSl-1064-A1-R4_MC02g03725	418	369	84	100	369	92.141	699
MinSal-1389-A1-17072018_C003g02390	MvSl-1064-A1-R4_MC02g03724	198	198	100	100	198	96.970	399
MinSal-1389-A1-17072018_C003g02391	MvSl-1064-A1-R4_MC02g03723	1372	1368	98	99	1350	95.333	2485
MinSal-1389-A1-17072018_C003g02392	MvSl-1064-A1-R4_MC02g03722	286	286	100	100	286	99.301	583
MinSal-1389-A1-17072018_C003g02393	MvSl-1064-A1-R4_MC02g03721	373	373	96	96	358	94.134	705
MinSal-1389-A1-17072018_C003g02394	MvSl-1064-A1-R4_MC02g03720	306	302	100	100	311	91.640	550
MinSal-1389-A1-17072018_C003g02398	MvSl-1064-A1-R4_A1g01190	212	248	100	75	186	64.758	218
MinSal-1389-A1-17072018_C003g02404	MvSl-1064-A1-R4_MC02g03737	71	54	76	96	54	74.074	78.2
MinSal-1389-A1-17072018_C003g02405	MvSl-1064-A1-R4_MC02g03718	528	554	100	100	554	90.794	1030
MinSal-1389-A1-17072018_C003g02406	MvSl-1064-A1-R4_MC02g03717	261	261	100	100	261	94.253	503
MinSal-1389-A1-17072018_C003g02407	MvSl-1064-A1-R4_MC02g03715	550	408	66	100	408	81.373	592
MinSal-1389-A1-17072018_C003g02408	MvSl-1064-A1-R4_MC02g03713	711	757	100	100	757	88.111	1281
MinSal-1389-A1-17072018_C003g02409	MvSl-1064-A1-R4_MC02g03712	429	457	99	96	442	85.520	763
MinSal-1389-A1-17072018_C003g02410	MvSl-1064-A1-R4_MC02g03711	626	645	100	98	630	96.349	1242
MinSal-1389-A1-17072018_C003g02411	MvSl-1064-A1-R4_MC02g03710	1001	1012	99	99	997	91.873	1797
MinSal-1389-A1-17072018_C003g02412	MvSl-1064-A1-R4_MC02g03709	435	409	100	100	442	85.973	724
MinSal-1389-A1-17072018_C003g02413	MvSl-1064-A1-R4_MC02g03708	923	947	100	100	947	93.031	1572
MinSal-1389-A1-17072018_C003g02414	MvSl-1064-A1-R4_MC02g03707	397	397	100	100	397	94.458	717
MinSal-1389-A1-17072018_C003g02415	MvSl-1064-A1-R4_MC02g03706	807	806	100	100	807	92.813	1439
MinSal-1389-A1-17072018_C003g02416	MvSl-1064-A1-R4_MC02g03704	506	506	100	100	506	95.059	915
MinSal-1389-A1-17072018_C003g02417	MvSl-1064-A1-R4_MC02g03703	522	432	83	100	432	93.750	689
MinSal-1389-A1-17072018_C003g02418	MvSl-1064-A1-R4_MC02g03702	468	470	100	100	470	92.766	648
MinSal-1389-A1-17072018_C003g02422	MvSl-1064-A1-R4_MC02g03698	488	460	100	100	488	86.270	648
MinSal-1389-A1-17072018_C003g02423	MvSl-1064-A1-R4_MC02g03697	1430	1363	100	100	1431	92.173	2659
MinSal-1389-A1-17072018_C003g02426	MvSl-1064-A1-R4_MC02g03696	971	1014	100	100	1020	89.020	1590
MinSal-1389-A1-17072018_C003g02427	MvSl-1064-A1-R4_MC02g03695	589	579	100	100	602	89.535	974
MinSal-1389-A1-17072018_C003g02428	MvSl-1064-A1-R4_MC02g03694	349	363	100	100	363	89.256	594
MinSal-1389-A1-17072018_C003g02429	MvSl-1064-A1-R4_MC02g03693	229	258	99	99	270	68.519	332
MinSal-1389-A1-17072018_C003g02430	MvSl-1064-A1-R4_MC02g03692	543	521	100	100	543	89.319	889
MinSal-1389-A1-17072018_C003g02431	MvSl-1064-A1-R4_MC02g03691	387	396	88	88	346	90.462	516
MinSal-1389-A1-17072018_C003g02432	MvSl-1064-A1-R4_MC02g03690	195	242	95	87	211	84.834	347
MinSal-1389-A1-17072018_C003g02433	MvSl-1064-A1-R4_MC02g03689	286	287	100	98	291	88.660	379
MinSal-1389-A1-17072018_C003g02434	MvSl-1064-A1-R4_MC02g03688	497	512	100	100	512	95.703	1007
MinSal-1389-A1-17072018_C003g02435	MvSl-1064-A1-R4_MC02g03687	878	860	100	100	885	90.508	1453
MinSal-1389-A1-17072018_C003g02436	MvSl-1064-A1-R4_MC02g03686	293	288	100	100	293	93.515	519
MinSal-1389-A1-17072018_C003g02437	MvSl-1064-A1-R4_MC02g03685	325	351	100	100	351	91.738	625
MinSal-1389-A1-17072018_C003g02438	MvSl-1064-A1-R4_MC02g03684	133	143	100	100	147	77.551	185
MinSal-1389-A1-17072018_C003g02439	MvSl-1064-A1-R4_MC02g03683	845	829	100	100	845	89.586	1432
MinSal-1389-A1-17072018_C003g02440	MvSl-1064-A1-R4_MC02g03682	238	238	100	100	238	94.538	433
MinSal-1389-A1-17072018_C003g02441	MvSl-1064-A1-R4_MC02g03681	314	335	100	100	335	90.149	582
MinSal-1389-A1-17072018_C003g02444	MvSl-1064-A1-R4_MC02g03679	321	341	100	100	341	87.977	566
MinSal-1389-A1-17072018_C003g02445	MvSl-1064-A1-R4_MC02g03673	266	258	100	100	266	81.203	415
MinSal-1389-A1-17072018_C003g02446	MvSl-1064-A1-R4_MC02g03672	256	270	100	100	270	87.407	383
MinSal-1389-A1-17072018_C003g02447	MvSl-1064-A1-R4_MC02g03671	798	794	100	100	803	89.290	1213
MinSal-1389-A1-17072018_C003g02448	MvSl-1064-A1-R4_MC02g03670	320	417	100	77	320	97.500	624
MinSal-1389-A1-17072018_C003g02450	MvSl-1064-A1-R4_MC02g03669	76	75	99	100	75	93.333	150
MinSal-1389-A1-17072018_C003g02452	MvSl-1064-A1-R4_MC02g03665	103	85	71	86	73	84.932	129
MinSal-1389-A1-17072018_C003g02453	MvSl-1064-A1-R4_MC02g03664	423	425	91	100	431	81.671	691
MinSal-1389-A1-17072018_C003g02454	MvSl-1064-A1-R4_MC02g03659	223	223	100	100	223	95.964	441
MinSal-1389-A1-17072018_C003g02455	MvSl-1064-A1-R4_MC02g03658	48	48	100	100	48	95.833	94.0
MinSal-1389-A1-17072018_C003g02456	MvSl-1064-A1-R4_MC02g03657	297	311	100	94	293	89.078	413
MinSal-1389-A1-17072018_C003g02459	MvSl-1064-A1-R4_MC02g03656	337	352	100	100	352	92.045	656
MinSal-1389-A1-17072018_C003g02460	MvSl-1064-A1-R4_MC02g03655	539	545	100	100	562	92.171	1030
MinSal-1389-A1-17072018_C003g02461	MvSl-1064-A1-R4_MC02g03650	326	361	100	100	361	83.380	595
MinSal-1389-A1-17072018_C003g02462	MvSl-1064-A1-R4_MC02g03649	428	434	100	100	434	93.318	838
MinSal-1389-A1-17072018_C003g02463	MvSl-1064-A1-R4_MC02g03648	67	76	88	78	59	89.831	80.9
MinSal-1389-A1-17072018_C003g02464	MvSl-1064-A1-R4_MC02g03646	58	71	91	75	53	86.792	89.4
MinSal-1389-A1-17072018_C003g02465	MvSl-1064-A1-R4_MC02g03645	463	462	100	100	463	99.136	914
MinSal-1389-A1-17072018_C003g02466	MvSl-1064-A1-R4_MC02g03641	343	343	100	100	343	93.878	623
MinSal-1389-A1-17072018_C003g02469	MvSl-1064-A1-R4_MC02g03639	926	926	100	100	926	94.924	1688
MinSal-1389-A1-17072018_C003g02471	MvSl-1064-A1-R4_MC03g05151	474	418	100	100	474	73.629	657
MinSal-1389-A1-17072018_C003g02476	MvSl-1064-A1-R4_MC02g03637	427	510	100	86	440	89.773	792
MinSal-1389-A1-17072018_C003g02477	MvSl-1064-A1-R4_MC02g03636	464	464	100	100	464	93.750	884
MinSal-1389-A1-17072018_C003g02481	MvSl-1064-A1-R4_MC02g03634	1062	1085	100	98	1062	94.821	1872
MinSal-1389-A1-17072018_C003g02482	MvSl-1064-A1-R4_MC02g03633	55	57	93	89	51	92.157	97.4
MinSal-1389-A1-17072018_C003g02483	MvSl-1064-A1-R4_MC02g03632	539	554	100	100	554	91.336	867
MinSal-1389-A1-17072018_C003g02484	MvSl-1064-A1-R4_MC02g03631	402	377	96	99	385	89.091	671
MinSal-1389-A1-17072018_C003g02485	MvSl-1064-A1-R4_MC02g03629	448	447	100	100	448	97.545	868
MinSal-1389-A1-17072018_C003g02486	MvSl-1064-A1-R4_MC02g03628	278	250	98	100	278	76.619	409
MinSal-1389-A1-17072018_C003g02487	MvSl-1064-A1-R4_MC02g03627	652	652	100	100	652	95.552	1060
MinSal-1389-A1-17072018_C003g02488	MvSl-1064-A1-R4_MC02g03626	401	346	85	98	340	95.588	614
MinSal-1389-A1-17072018_C003g02489	MvSl-1064-A1-R4_MC02g03625	699	718	100	100	719	96.106	1401
MinSal-1389-A1-17072018_C003g02491	MvSl-1064-A1-R4_MC02g03622	170	170	100	100	170	92.353	293
MinSal-1389-A1-17072018_C003g02492	MvSl-1064-A1-R4_MC02g03621	1545	1549	100	100	1552	93.064	2383
MinSal-1389-A1-17072018_C003g02493	MvSl-1064-A1-R4_MC02g03620	166	174	100	100	174	90.230	259
MinSal-1389-A1-17072018_C003g02494	MvSl-1064-A1-R4_MC02g03619	211	210	89	90	190	92.105	356
MinSal-1389-A1-17072018_C003g02495	MvSl-1064-A1-R4_MC02g03618	574	602	100	100	602	88.372	999
MinSal-1389-A1-17072018_C003g02496	MvSl-1064-A1-R4_MC02g03617	479	499	100	99	496	86.290	821
MinSal-1389-A1-17072018_C003g02497	MvSl-1064-A1-R4_MC02g03616	693	691	100	100	693	96.825	1402
MinSal-1389-A1-17072018_C003g02500	MvSl-1064-A1-R4_MC02g03615	722	680	100	100	732	88.525	1095
MinSal-1389-A1-17072018_C003g02501	MvSl-1064-A1-R4_MC02g03614	878	879	100	100	879	96.018	1720
MinSal-1389-A1-17072018_C003g02502	MvSl-1064-A1-R4_MC02g03613	443	434	95	97	423	90.780	772
MinSal-1389-A1-17072018_C003g02505	MvSl-1064-A1-R4_MC02g03610	498	515	100	100	515	94.951	994
MinSal-1389-A1-17072018_C003g02506	MvSl-1064-A1-R4_MC02g03608	756	701	100	100	756	90.608	1381
MinSal-1389-A1-17072018_C003g02507	MvSl-1064-A1-R4_MC02g03603	670	670	100	100	670	97.612	1348
MinSal-1389-A1-17072018_C003g02508	MvSl-1064-A1-R4_MC02g03602	599	599	100	100	599	97.329	1196
MinSal-1389-A1-17072018_C003g02510	MvSl-1064-A1-R4_MC02g03600	203	202	100	100	203	97.044	399
MinSal-1389-A1-17072018_C003g02511	MvSl-1064-A1-R4_MC02g03599	1363	1369	100	100	1375	94.036	2548
MinSal-1389-A1-17072018_C003g02512	MvSl-1064-A1-R4_MC02g03598	385	366	100	100	389	90.746	715
MinSal-1389-A1-17072018_C003g02513	MvSl-1064-A1-R4_MC02g03597	822	847	99	96	817	94.859	1568
MinSal-1389-A1-17072018_C003g02514	MvSl-1064-A1-R4_MC02g03596	304	262	86	100	262	94.275	509
MinSal-1389-A1-17072018_C003g02519	MvSl-1064-A1-R4_MC05-2g06407	52	52	98	98	51	96.078	102
MinSal-1389-A1-17072018_C003g02520	MvSl-1064-A1-R4_MC02g03594	221	221	100	100	221	92.760	416
MinSal-1389-A1-17072018_C003g02521	MvSl-1064-A1-R4_MC02g03593	675	675	100	100	676	98.964	1333
MinSal-1389-A1-17072018_C003g02522	MvSl-1064-A1-R4_MC02g03592	723	744	99	100	750	89.867	1194
MinSal-1389-A1-17072018_C003g02523	MvSl-1064-A1-R4_MC02g03591	811	818	100	100	818	91.076	1397
MinSal-1389-A1-17072018_C003g02527	MvSl-1064-A1-R4_MC02g03590	283	340	100	100	340	76.176	426
MinSal-1389-A1-17072018_C003g02528	MvSl-1064-A1-R4_MC02g03589	107	98	100	100	107	85.047	179
MinSal-1389-A1-17072018_C003g02529	MvSl-1064-A1-R4_MC02g03588	564	563	100	100	564	94.149	996
MinSal-1389-A1-17072018_C003g02530	MvSl-1064-A1-R4_MC02g03587	1295	1298	100	100	1306	95.329	2489
MinSal-1389-A1-17072018_C003g02531	MvSl-1064-A1-R4_MC02g03586	241	213	100	100	241	87.137	414
MinSal-1389-A1-17072018_C003g02532	MvSl-1064-A1-R4_MC02g03585	462	486	100	95	463	94.384	904
MinSal-1389-A1-17072018_C003g02540	MvSl-1064-A1-R4_MC02g03583	756	732	100	100	756	93.915	1441
MinSal-1389-A1-17072018_C003g02541	MvSl-1064-A1-R4_MC02g03582	266	277	80	77	213	98.592	437
MinSal-1389-A1-17072018_C003g02543	MvSl-1064-A1-R4_MC02g03581	433	433	100	100	433	89.376	698
MinSal-1389-A1-17072018_C003g02544	MvSl-1064-A1-R4_MC02g03580	633	604	100	100	642	83.178	945
MinSal-1389-A1-17072018_C003g02548	MvSl-1064-A1-R4_MC02g03573	96	96	100	100	96	96.875	193
MinSal-1389-A1-17072018_C003g02549	MvSl-1064-A1-R4_MC02g03572	714	720	100	100	729	91.770	1269
MinSal-1389-A1-17072018_C003g02551	MvSl-1064-A1-R4_MC02g03569	938	951	100	100	952	96.008	1819
MinSal-1389-A1-17072018_C003g02552	MvSl-1064-A1-R4_MC02g03551	162	174	100	87	162	91.358	300
MinSal-1389-A1-17072018_C003g02553	MvSl-1064-A1-R4_MC02g03552	371	376	100	100	376	95.213	712
MinSal-1389-A1-17072018_C003g02554	MvSl-1064-A1-R4_MC02g03561	652	627	100	100	652	90.337	986
MinSal-1389-A1-17072018_C003g02555	MvSl-1064-A1-R4_MC02g03562	548	573	100	100	575	89.565	917
MinSal-1389-A1-17072018_C003g02556	MvSl-1064-A1-R4_MC02g03563	293	290	100	100	295	91.525	439
MinSal-1389-A1-17072018_C003g02558	MvSl-1064-A1-R4_MC02g03568	1208	1275	100	94	1211	94.055	2130
MinSal-1389-A1-17072018_C003g02559	MvSl-1064-A1-R4_MC02g03547	161	153	93	98	150	98.667	301
MinSal-1389-A1-17072018_C003g02561	MvSl-1064-A1-R4_MC02g03546	497	497	99	99	496	93.952	951
MinSal-1389-A1-17072018_C003g02562	MvSl-1064-A1-R4_MC02g03539	426	429	100	100	429	97.669	848
MinSal-1389-A1-17072018_C003g02563	MvSl-1064-A1-R4_MC02g03538	104	104	100	100	104	100.000	217
MinSal-1389-A1-17072018_C003g02564	MvSl-1064-A1-R4_MC02g03537	453	462	99	100	463	89.633	789
MinSal-1389-A1-17072018_C003g02565	MvSl-1064-A1-R4_MC02g03536	400	424	100	100	424	91.274	799
MinSal-1389-A1-17072018_C003g02566	MvSl-1064-A1-R4_MC02g03535	1091	1069	100	100	1095	87.763	1826
MinSal-1389-A1-17072018_C003g02567	MvSl-1064-A1-R4_MC02g03532	1261	1328	100	100	1338	88.789	2206
MinSal-1389-A1-17072018_C003g02568	MvSl-1064-A1-R4_MC02g03531	665	663	98	98	649	94.761	1050
MinSal-1389-A1-17072018_C003g02569	MvSl-1064-A1-R4_MC02g03530	461	467	100	100	467	97.645	926
