gid	gname	chr	start	end	logCPM	logFC.MvSl.Mint	PV.MvSl.Mint	FDR.MvSl.Mint	MintM1	MintM2	MintM3	MvSlM1	MvSlM2
MinSal-1389-A1-17072018_C001g00833	MinSal-1389-A1-17072018_C013	cHD2	761666	765557	5.534822191	0.65836556	0.002480966	0.00324767	5.226552476	4.945766008	5.470744601	5.798163113	5.953582487
MinSal-1389-A1-17072018_C001g00835	MinSal-1389-A1-17072018_C013	cHD2	768775	769857	6.184583939	9.594512464	5.86E-139	1.98E-137	-1.696546282	-1.777909711	-0.630073859	7.411648344	7.502488851
MinSal-1389-A1-17072018_C001g00836	MinSal-1389-A1-17072018_C013	cHD2	773554	775911	4.265262696	12.0715178	3.84E-70	2.17E-69	-2.638590112	-2.638590112	-2.638590112	5.241010161	5.611431255
MinSal-1389-A1-17072018_C001g00837	MinSal-1389-A1-17072018_C013	cHD2	776570	777376	6.549594768	2.031868065	1.57E-13	3.17E-13	5.197765037	5.843394555	4.884444496	7.255889589	7.533496502
MinSal-1389-A1-17072018_C001g00838	MinSal-1389-A1-17072018_C013	cHD2	778233	779403	8.18237205	0.955481095	3.73E-06	5.66E-06	7.57072014	7.854318395	7.718704672	8.759190518	8.584193588
MinSal-1389-A1-17072018_C001g00841	MinSal-1389-A1-17072018_C013	cHD2	797984	799956	8.513372499	0.57091381	0.008202805	0.010368989	8.279303863	8.117866539	8.361432884	9.013975789	8.61109069
MinSal-1389-A1-17072018_C001g00842	MinSal-1389-A1-17072018_C013	cHD2	802559	803610	8.025659942	10.70095513	5.34E-194	2.44E-191	-0.726421499	-0.85296275	-1.309844998	9.335291801	9.330793253
MinSal-1389-A1-17072018_C001g00844	MinSal-1389-A1-17072018_C013	cHD2	807626	810525	8.854034239	-0.508013863	0.019879685	0.024340291	8.892815173	9.132683193	9.075788757	8.669663672	8.374101675
MinSal-1389-A1-17072018_C001g00845	MinSal-1389-A1-17072018_C013	cHD2	811348	814835	7.727503829	-0.539230645	0.008370145	0.010573754	7.87159497	7.956779378	7.935942562	7.490989687	7.266250607
MinSal-1389-A1-17072018_C001g00846	MinSal-1389-A1-17072018_C013	cHD2	815447	816170	4.095176861	9.201426619	1.67E-66	8.96E-66	-2.638590112	-2.638590112	-1.309844998	5.33957041	5.152565601
MinSal-1389-A1-17072018_C001g00849	MinSal-1389-A1-17072018_C013	cHD2	841779	845839	7.087877181	0.775563087	0.000497321	0.000678123	6.826315075	6.886807084	6.395099841	7.580036775	7.408046096
MinSal-1389-A1-17072018_C001g00850	MinSal-1389-A1-17072018_C013	cHD2	846373	847650	8.859592428	-0.6408258	0.002746508	0.003585769	9.106129343	8.929038855	9.204849504	8.416811703	8.469765297
MinSal-1389-A1-17072018_C001g00851	MinSal-1389-A1-17072018_C013	cHD2	854168	856917	7.510817115	1.110363748	6.25E-07	9.81E-07	6.843143285	7.246810146	6.718141634	8.140874374	7.986697248
MinSal-1389-A1-17072018_C001g00852	MinSal-1389-A1-17072018_C013	cHD2	858007	859310	7.120543623	-0.530698056	0.018489615	0.022699287	7.362123499	7.506890814	7.022893908	6.855029011	6.707512769
MinSal-1389-A1-17072018_C001g00855	MinSal-1389-A1-17072018_C013	cHD2	860321	866313	8.022612858	-1.09476182	3.99E-07	6.30E-07	8.321279374	8.553807253	8.214705001	7.318856181	7.233803398
MinSal-1389-A1-17072018_C001g00856	MinSal-1389-A1-17072018_C013	cHD2	866527	867406	6.020867214	-1.234966481	4.20E-07	6.63E-07	6.237666759	6.235848635	6.721464581	5.326811629	5.019131674
MinSal-1389-A1-17072018_C001g00858	MinSal-1389-A1-17072018_C013	cHD2	867985	870323	10.37473273	-1.264855691	1.18E-06	1.82E-06	10.69339169	10.64909158	10.92055109	9.430144451	9.556208244
MinSal-1389-A1-17072018_C001g00860	MinSal-1389-A1-17072018_C013	cHD2	871005	872020	8.021531354	-2.533570395	3.87E-29	1.20E-28	8.720873033	8.572298947	8.520589671	5.992453279	6.15596273
MinSal-1389-A1-17072018_C001g00861	MinSal-1389-A1-17072018_C013	cHD2	875877	877272	7.252449734	15.18985426	2.49E-169	2.95E-167	-2.638590112	-2.638590112	-2.638590112	8.466551325	8.632389464
MinSal-1389-A1-17072018_C001g00862	MinSal-1389-A1-17072018_C013	cHD2	877779	878697	5.523074126	13.4113752	1.57E-98	1.39E-97	-2.638590112	-2.638590112	-2.638590112	7.057801945	6.422089679
MinSal-1389-A1-17072018_C001g00863	MinSal-1389-A1-17072018_C013	cHD2	878890	880353	6.680399042	2.983111181	1.32E-43	5.04E-43	4.719497639	4.691567812	4.848423707	7.688424791	7.7641903
MinSal-1389-A1-17072018_C011g06894	MinSal-1389-A1-17072018_C001	Chr01	11646	11999	6.055732389	3.561990508	1.36E-46	5.37E-46	3.492620853	3.301017176	4.037978346	7.111792047	7.210693858
MinSal-1389-A1-17072018_C011g06904	MinSal-1389-A1-17072018_C001	Chr01	19519	20829	4.269656237	12.07602078	1.21E-75	7.42E-75	-2.638590112	-2.638590112	-2.638590112	5.533881064	5.344634176
MinSal-1389-A1-17072018_C011g06906	MinSal-1389-A1-17072018_C001	Chr01	31329	32833	6.010230992	3.686088908	1.06E-38	3.78E-38	3.602126737	3.625912356	3.030741473	6.746643542	7.436057223
MinSal-1389-A1-17072018_C011g06907	MinSal-1389-A1-17072018_C001	Chr01	33000	35300	4.356729728	12.17061476	3.39E-78	2.17E-77	-2.638590112	-2.638590112	-2.638590112	5.635672046	5.43029129
MinSal-1389-A1-17072018_C011g06908	MinSal-1389-A1-17072018_C001	Chr01	35799	36753	6.377836836	0.874153713	2.12E-05	3.11E-05	5.978070616	5.849963833	6.032721715	6.926539182	6.718476903
MinSal-1389-A1-17072018_C011g06910	MinSal-1389-A1-17072018_C001	Chr01	41025	44732	7.294987406	0.804871507	0.000383176	0.000527211	6.820661767	6.937035126	6.979144474	7.431151598	7.956235195
MinSal-1389-A1-17072018_C011g06911	MinSal-1389-A1-17072018_C001	Chr01	45142	47866	8.926199519	-2.593824354	1.04E-27	3.14E-27	9.458327087	9.686531123	9.382754539	6.853361864	6.989475184
MinSal-1389-A1-17072018_C011g06913	MinSal-1389-A1-17072018_C001	Chr01	51896	53315	5.413520797	-1.279198087	7.29E-07	1.14E-06	5.797988337	5.993346628	5.641843809	4.844331483	4.172259489
MinSal-1389-A1-17072018_C011g06914	MinSal-1389-A1-17072018_C001	Chr01	54403	57399	7.815491587	-0.573979045	0.00570399	0.007289594	8.008013991	7.98912941	8.064490445	7.573638412	7.308266368
MinSal-1389-A1-17072018_C011g06915	MinSal-1389-A1-17072018_C001	Chr01	57835	59157	5.236596763	13.11075833	1.87E-110	2.12E-109	-2.638590112	-2.638590112	-2.638590112	6.605879462	6.330054231
MinSal-1389-A1-17072018_C011g06917	MinSal-1389-A1-17072018_C001	Chr01	61798	64089	4.394262395	12.21159675	1.07E-71	6.22E-71	-2.638590112	-2.638590112	-2.638590112	5.344326011	5.7785203
MinSal-1389-A1-17072018_C011g06918	MinSal-1389-A1-17072018_C001	Chr01	64373	66072	5.401110762	3.304059731	1.55E-38	5.52E-38	2.917913023	2.906454445	3.676391468	6.520914687	6.387755743
MinSal-1389-A1-17072018_C011g06919	MinSal-1389-A1-17072018_C001	Chr01	66827	67841	6.622664602	-1.47704325	1.01E-09	1.79E-09	6.933218795	6.833110169	7.368509841	5.593684634	5.580657787
MinSal-1389-A1-17072018_C011g06920	MinSal-1389-A1-17072018_C001	Chr01	68096	70072	7.118041694	-0.936721944	0.001445127	0.001917559	7.333297084	7.371902714	7.573642762	5.861459109	6.932453344
MinSal-1389-A1-17072018_C012g07259	MinSal-1389-A1-17072018_C001	Chr01	80721	81593	6.064496195	1.859024415	1.15E-18	2.77E-18	4.964755084	5.129779116	4.90796822	6.730992042	6.982001236
MinSal-1389-A1-17072018_C012g07260	MinSal-1389-A1-17072018_C001	Chr01	81855	87099	5.529120811	13.41785437	3.14E-130	6.70E-129	-2.638590112	-2.638590112	-2.638590112	6.753214554	6.808755546
MinSal-1389-A1-17072018_C012g07261	MinSal-1389-A1-17072018_C001	Chr01	88238	89395	5.25810346	10.46048426	3.72E-115	4.69E-114	-2.638590112	-1.777909711	-2.638590112	6.558917028	6.430743087
MinSal-1389-A1-17072018_C012g07262	MinSal-1389-A1-17072018_C001	Chr01	89838	90656	3.530398845	8.583064237	6.87E-48	2.79E-47	-1.696546282	-2.638590112	-2.638590112	4.780262527	4.454292857
MinSal-1389-A1-17072018_C012g07263	MinSal-1389-A1-17072018_C001	Chr01	90990	92607	8.42630455	-1.39336411	2.60E-10	4.70E-10	8.959498964	8.91501015	8.620973202	7.497052783	7.396044983
MinSal-1389-A1-17072018_C012g07264	MinSal-1389-A1-17072018_C001	Chr01	94857	96205	3.6315338	11.37332912	1.35E-54	6.11E-54	-2.638590112	-2.638590112	-2.638590112	4.653157492	4.827506875
MinSal-1389-A1-17072018_C012g07269	MinSal-1389-A1-17072018_C001	Chr01	110881	112496	4.083826071	7.030198001	8.46E-58	4.05E-57	-2.638590112	-1.777909711	0.178493578	5.307459366	5.135343164
MinSal-1389-A1-17072018_C012g07272	MinSal-1389-A1-17072018_C001	Chr01	112967	114662	7.637198273	6.440865476	8.06E-98	7.05E-97	2.002519487	3.07294209	2.100247757	8.814503058	9.014905326
MinSal-1389-A1-17072018_C012g07273	MinSal-1389-A1-17072018_C001	Chr01	115300	116984	5.695570767	6.969067109	8.48E-95	7.07E-94	-0.726421499	0.679703544	0.178493578	6.71883581	7.130391013
MinSal-1389-A1-17072018_C012g07274	MinSal-1389-A1-17072018_C001	Chr01	119932	121906	4.607026807	12.4409792	3.21E-91	2.56E-90	-2.638590112	-2.638590112	-2.638590112	5.787726431	5.824615782
MinSal-1389-A1-17072018_C012g07275	MinSal-1389-A1-17072018_C001	Chr01	126726	127732	5.45028186	13.33537548	5.80E-122	8.86E-121	-2.638590112	-2.638590112	-2.638590112	6.577212658	6.811167653
MinSal-1389-A1-17072018_C012g07276	MinSal-1389-A1-17072018_C001	Chr01	131379	133246	4.115009902	11.90744356	1.01E-69	5.70E-69	-2.638590112	-2.638590112	-2.638590112	5.174915926	5.367759441
MinSal-1389-A1-17072018_C012g07279	MinSal-1389-A1-17072018_C001	Chr01	138061	138898	7.437555531	-4.171431741	3.06E-12	5.95E-12	7.993012569	7.523423509	8.664783237	2.352569208	4.723782037
MinSal-1389-A1-17072018_C012g07280	MinSal-1389-A1-17072018_C001	Chr01	139712	144235	6.265972713	-1.531790852	3.89E-11	7.23E-11	6.556148378	6.585977883	6.981918028	5.197869486	5.182684644
MinSal-1389-A1-17072018_C012g07281	MinSal-1389-A1-17072018_C001	Chr01	144519	149860	5.074498591	12.93958148	1.00E-109	1.13E-108	-2.638590112	-2.638590112	-2.638590112	6.35252945	6.253192432
MinSal-1389-A1-17072018_C012g07288	MinSal-1389-A1-17072018_C001	Chr01	150289	151290	5.266612919	1.932502843	2.63E-10	4.74E-10	3.916705451	3.563330145	4.747725119	6.162759356	5.957942982
MinSal-1389-A1-17072018_C012g07290	MinSal-1389-A1-17072018_C001	Chr01	156863	161045	4.366712144	12.18193113	8.99E-60	4.40E-59	-2.638590112	-2.638590112	-2.638590112	5.149781336	5.859994374
MinSal-1389-A1-17072018_C012g07291	MinSal-1389-A1-17072018_C001	Chr01	161478	163339	5.327228636	13.20622727	5.22E-122	8.02E-121	-2.638590112	-2.638590112	-2.638590112	6.506136476	6.631071245
MinSal-1389-A1-17072018_C012g07292	MinSal-1389-A1-17072018_C001	Chr01	164829	168949	5.276896107	2.122076832	3.94E-17	9.08E-17	4.174819387	4.047725721	3.756322722	5.801625297	6.38937092
MinSal-1389-A1-17072018_C012g07293	MinSal-1389-A1-17072018_C001	Chr01	170178	171936	6.790283474	3.30451819	6.03E-47	2.40E-46	4.73560961	4.706124024	4.236842908	7.85513915	7.915059312
MinSal-1389-A1-17072018_C012g07294	MinSal-1389-A1-17072018_C001	Chr01	172248	173652	5.23014016	-1.938128899	8.07E-15	1.71E-14	5.872739544	5.969412138	5.372709619	3.83670934	3.84509043
MinSal-1389-A1-17072018_C012g07295	MinSal-1389-A1-17072018_C001	Chr01	173869	174449	7.817228776	0.884391899	6.18E-05	8.82E-05	7.055386006	7.452891657	7.618891228	8.251127579	8.302186381
MinSal-1389-A1-17072018_C012g07308	MinSal-1389-A1-17072018_C001	Chr01	187123	189551	7.649631585	1.084032774	1.28E-06	1.98E-06	6.788201045	7.259202107	7.240020399	8.331564782	8.041911249
MinSal-1389-A1-17072018_C012g07309	MinSal-1389-A1-17072018_C001	Chr01	189664	190341	6.251272161	2.574061536	6.64E-24	1.84E-23	4.727576116	4.970092707	4.080004757	7.26928828	7.171805145
MinSal-1389-A1-17072018_C012g07311	MinSal-1389-A1-17072018_C001	Chr01	195972	199000	4.283622823	8.516686801	3.38E-72	1.97E-71	-2.638590112	-2.638590112	-0.630073859	5.517131375	5.382432302
MinSal-1389-A1-17072018_C012g07313	MinSal-1389-A1-17072018_C001	Chr01	208070	211003	5.256327634	0.88726206	9.23E-05	0.000130805	4.851034147	4.713347423	4.884444496	5.927386372	5.427149614
MinSal-1389-A1-17072018_C012g07314	MinSal-1389-A1-17072018_C001	Chr01	211330	212462	5.261048635	3.218611393	1.42E-47	5.72E-47	3.000241059	3.138804305	3.192732717	6.324724926	6.28043174
MinSal-1389-A1-17072018_C012g07315	MinSal-1389-A1-17072018_C001	Chr01	213900	215081	7.300929362	-0.797053702	0.00200432	0.002641815	7.591894252	7.897766033	7.119254924	6.885800599	6.658791218
MinSal-1389-A1-17072018_C012g07316	MinSal-1389-A1-17072018_C001	Chr01	215347	218426	7.290749995	-1.556317731	8.77E-09	1.49E-08	7.912032261	7.386662155	7.868600959	5.852585076	6.457166469
MinSal-1389-A1-17072018_C012g07317	MinSal-1389-A1-17072018_C001	Chr01	220527	222890	3.469340341	11.19138105	1.64E-47	6.60E-47	-2.638590112	-2.638590112	-2.638590112	4.739928244	4.358593435
MinSal-1389-A1-17072018_C012g07318	MinSal-1389-A1-17072018_C001	Chr01	223088	224254	5.49505107	13.38212117	4.84E-112	5.61E-111	-2.638590112	-2.638590112	-2.638590112	6.942308777	6.517494142
MinSal-1389-A1-17072018_C012g07320	MinSal-1389-A1-17072018_C001	Chr01	225426	226675	5.826059049	-1.904595289	4.35E-16	9.71E-16	6.284964675	6.576106184	6.140912166	4.549894278	4.345340101
MinSal-1389-A1-17072018_C012g07322	MinSal-1389-A1-17072018_C001	Chr01	230600	232987	6.538720907	0.582493867	0.014724977	0.018232389	6.346583547	6.376716852	6.06446995	7.112721438	6.536569691
MinSal-1389-A1-17072018_C012g07323	MinSal-1389-A1-17072018_C001	Chr01	235437	238174	7.457800063	-1.155396891	7.82E-08	1.28E-07	7.77551072	7.807835413	7.882026173	6.795501185	6.527796922
MinSal-1389-A1-17072018_C012g07325	MinSal-1389-A1-17072018_C001	Chr01	238544	241352	3.238051751	10.93069829	3.67E-44	1.41E-43	-2.638590112	-2.638590112	-2.638590112	4.441627849	4.149564673
MinSal-1389-A1-17072018_C012g07326	MinSal-1389-A1-17072018_C001	Chr01	243525	246044	2.026590962	-2.164215911	4.23E-09	7.30E-09	2.638322326	3.050302468	2.459884226	0.539012702	0.849642504
MinSal-1389-A1-17072018_C012g07327	MinSal-1389-A1-17072018_C001	Chr01	248287	249450	8.013606116	-2.469639057	1.96E-20	4.97E-20	8.692780155	8.791621639	8.229951138	6.341471861	5.870440959
MinSal-1389-A1-17072018_C012g07329	MinSal-1389-A1-17072018_C001	Chr01	252196	259569	5.613082385	0.932773028	3.57E-06	5.42E-06	5.138407377	5.167084144	5.144191513	6.20084134	5.948113268
MinSal-1389-A1-17072018_C012g07330	MinSal-1389-A1-17072018_C001	Chr01	259977	262379	3.627724794	11.36869732	2.74E-52	1.20E-51	-2.638590112	-2.638590112	-2.638590112	4.881886336	4.578427962
MinSal-1389-A1-17072018_C012g07331	MinSal-1389-A1-17072018_C001	Chr01	263390	266844	1.988903232	-4.575078222	6.70E-11	1.24E-10	3.670769605	1.666327829	3.030741473	-0.951464615	-1.177947597
MinSal-1389-A1-17072018_C012g07334	MinSal-1389-A1-17072018_C001	Chr01	273146	274337	0.80601837	8.07150657	6.83E-14	1.40E-13	-2.638590112	-2.638590112	-2.638590112	1.674019126	1.325122226
MinSal-1389-A1-17072018_C012g07335	MinSal-1389-A1-17072018_C001	Chr01	274885	276656	10.19688518	-5.838410038	9.91E-45	3.84E-44	10.78563012	10.37992851	11.40553065	4.853256272	5.288611619
MinSal-1389-A1-17072018_C012g07337	MinSal-1389-A1-17072018_C001	Chr01	281622	284846	6.118398476	1.280003007	3.94E-08	6.55E-08	5.107786874	5.748138326	5.422559667	6.821314441	6.629705331
MinSal-1389-A1-17072018_C012g07338	MinSal-1389-A1-17072018_C001	Chr01	285185	285860	5.417527693	1.940641561	1.77E-20	4.49E-20	4.138925279	4.336763344	4.39503465	6.115322114	6.321619486
MinSal-1389-A1-17072018_C012g07340	MinSal-1389-A1-17072018_C001	Chr01	289928	290537	3.194356201	10.88279978	8.35E-31	2.66E-30	-2.638590112	-2.638590112	-2.638590112	3.674975323	4.668982036
MinSal-1389-A1-17072018_C012g07341	MinSal-1389-A1-17072018_C001	Chr01	291057	297865	5.330846434	2.268727738	4.81E-18	1.14E-17	3.454190513	3.941008892	4.378290371	6.071061403	6.338439949
MinSal-1389-A1-17072018_C012g07342	MinSal-1389-A1-17072018_C001	Chr01	298214	299593	2.181136619	7.03550116	5.68E-25	1.61E-24	-2.638590112	-1.777909711	-2.638590112	2.883651777	3.27517197
MinSal-1389-A1-17072018_C012g07345	MinSal-1389-A1-17072018_C001	Chr01	308653	309332	4.838885087	1.253088935	3.51E-07	5.57E-07	4.064341466	4.496020641	3.832056968	5.521337063	5.307528555
MinSal-1389-A1-17072018_C012g07347	MinSal-1389-A1-17072018_C001	Chr01	313497	314651	4.286083795	0.595837957	0.021875846	0.026679618	3.972154975	4.125592487	3.856443279	4.821774935	4.304833541
MinSal-1389-A1-17072018_C012g07348	MinSal-1389-A1-17072018_C001	Chr01	314716	315390	3.578708403	4.160995817	1.24E-20	3.15E-20	0.426634884	-0.85296275	1.620086444	4.53333054	4.64213663
MinSal-1389-A1-17072018_C012g07349	MinSal-1389-A1-17072018_C001	Chr01	315806	316641	2.12650439	9.648873387	3.59E-26	1.05E-25	-2.638590112	-2.638590112	-2.638590112	2.82134317	3.225400311
MinSal-1389-A1-17072018_C012g07350	MinSal-1389-A1-17072018_C001	Chr01	317198	319260	8.009145912	2.319800434	1.72E-15	3.74E-15	6.723024506	7.01656113	5.915755284	8.672975463	9.172242407
MinSal-1389-A1-17072018_C012g07353	MinSal-1389-A1-17072018_C001	Chr01	322314	324452	7.286112767	4.531558076	5.06E-71	2.90E-70	4.102115294	4.168270788	3.532467052	8.594479322	8.39575893
MinSal-1389-A1-17072018_C012g07354	MinSal-1389-A1-17072018_C001	Chr01	324715	327664	4.325149063	12.13645723	4.87E-80	3.20E-79	-2.638590112	-2.638590112	-2.638590112	5.471490867	5.53323067
MinSal-1389-A1-17072018_C012g07355	MinSal-1389-A1-17072018_C001	Chr01	327854	329204	5.10899258	2.363123762	5.10E-18	1.21E-17	3.414708388	3.941008892	3.532467052	6.281573641	5.661750717
MinSal-1389-A1-17072018_C012g07358	MinSal-1389-A1-17072018_C001	Chr01	331488	333053	4.821733044	12.67093944	1.35E-100	1.27E-99	-2.638590112	-2.638590112	-2.638590112	6.019465145	6.05170369
MinSal-1389-A1-17072018_C012g07360	MinSal-1389-A1-17072018_C001	Chr01	335931	337774	7.575762272	-0.869510338	2.88E-05	4.18E-05	7.810158189	7.820433794	7.96847015	7.031013377	6.965854051
MinSal-1389-A1-17072018_C012g07361	MinSal-1389-A1-17072018_C001	Chr01	338052	339049	4.529185548	9.681877833	3.25E-82	2.21E-81	-1.696546282	-2.638590112	-2.638590112	5.610889661	5.823421423
MinSal-1389-A1-17072018_C012g07362	MinSal-1389-A1-17072018_C001	Chr01	339143	340402	5.115728929	0.994668188	1.81E-05	2.65E-05	4.320800368	4.769868416	4.708074145	5.764259891	5.416099555
MinSal-1389-A1-17072018_C012g07363	MinSal-1389-A1-17072018_C001	Chr01	340625	341793	5.883580818	-0.585549863	0.005591493	0.00715045	6.211984459	6.118327089	5.944476705	5.620069616	5.400165478
MinSal-1389-A1-17072018_C012g07364	MinSal-1389-A1-17072018_C001	Chr01	342210	344017	4.792709273	12.63995177	1.89E-99	1.73E-98	-2.638590112	-2.638590112	-2.638590112	5.985366855	6.023897777
MinSal-1389-A1-17072018_C012g07365	MinSal-1389-A1-17072018_C001	Chr01	344179	345217	5.140076723	13.00894863	5.98E-114	7.19E-113	-2.638590112	-2.638590112	-2.638590112	6.420158435	6.324155091
MinSal-1389-A1-17072018_C012g07366	MinSal-1389-A1-17072018_C001	Chr01	350140	351705	7.231030607	2.037549893	3.20E-21	8.35E-21	5.936856343	6.26071363	5.938777982	8.137681865	8.043194346
MinSal-1389-A1-17072018_C012g07367	MinSal-1389-A1-17072018_C001	Chr01	352912	354207	5.533216984	-1.769027873	1.36E-13	2.75E-13	6.314763102	5.826839288	5.921545494	4.390431403	4.153372021
MinSal-1389-A1-17072018_C012g07368	MinSal-1389-A1-17072018_C001	Chr01	354730	356211	8.421458806	-1.452132342	1.02E-11	1.94E-11	8.837902515	8.950975697	8.743709284	7.354650947	7.435666453
MinSal-1389-A1-17072018_C012g07369	MinSal-1389-A1-17072018_C001	Chr01	356329	356983	6.650512031	4.260909994	1.21E-71	6.98E-71	3.584443283	3.594960566	3.5917706	7.690916169	7.964385385
MinSal-1389-A1-17072018_C012g07370	MinSal-1389-A1-17072018_C001	Chr01	359170	361341	7.063854455	3.737361062	2.06E-59	1.00E-58	4.299280935	4.436158289	4.708074145	8.28264557	8.133183453
MinSal-1389-A1-17072018_C012g07371	MinSal-1389-A1-17072018_C001	Chr01	362402	366966	7.796031419	2.1777937	3.00E-13	6.01E-13	6.646265704	6.258246327	6.625400666	7.999803976	9.163065543
MinSal-1389-A1-17072018_C012g07372	MinSal-1389-A1-17072018_C001	Chr01	367286	368163	3.750555861	7.378593854	8.48E-49	3.49E-48	-1.696546282	-2.638590112	-0.630073859	5.02895209	4.674291689
MinSal-1389-A1-17072018_C012g07373	MinSal-1389-A1-17072018_C001	Chr01	368539	371550	7.656112272	3.31636169	1.67E-27	5.03E-27	5.31499228	5.907778844	4.942549894	8.331365187	9.094542339
MinSal-1389-A1-17072018_C012g07374	MinSal-1389-A1-17072018_C001	Chr01	372622	373701	5.109435598	12.97662891	2.63E-107	2.78E-106	-2.638590112	-2.638590112	-2.638590112	6.225968437	6.447120473
MinSal-1389-A1-17072018_C012g07376	MinSal-1389-A1-17072018_C001	Chr01	373998	383438	6.476192041	2.76910894	1.44E-30	4.57E-30	4.423830897	4.850703132	4.860530841	7.665489995	7.276324343
MinSal-1389-A1-17072018_C012g07377	MinSal-1389-A1-17072018_C001	Chr01	383542	386358	3.265531944	10.96273273	6.30E-40	2.30E-39	-2.638590112	-2.638590112	-2.638590112	4.030139798	4.586899079
MinSal-1389-A1-17072018_C012g07379	MinSal-1389-A1-17072018_C001	Chr01	388435	388872	5.669827514	-1.566994601	5.94E-11	1.10E-10	6.314763102	6.220721299	5.807349328	4.720550023	4.410421807
MinSal-1389-A1-17072018_C012g07381	MinSal-1389-A1-17072018_C001	Chr01	389489	391260	6.38004693	10.74654689	5.83E-141	2.12E-139	-2.638590112	-1.242546265	-2.638590112	7.557005207	7.757639566
MinSal-1389-A1-17072018_C012g07382	MinSal-1389-A1-17072018_C001	Chr01	391522	395829	4.17865046	11.97680882	4.73E-72	2.75E-71	-2.638590112	-2.638590112	-2.638590112	5.442214495	5.237517102
MinSal-1389-A1-17072018_C012g07383	MinSal-1389-A1-17072018_C001	Chr01	396790	399007	6.208131621	-0.740673773	0.000365246	0.00050336	6.447851683	6.562171333	6.386752372	5.643410438	5.811423132
MinSal-1389-A1-17072018_C012g07384	MinSal-1389-A1-17072018_C001	Chr01	399316	402201	7.161992032	-0.497734374	0.017374019	0.021378413	7.351707687	7.245565075	7.43073488	6.896093598	6.795416387
MinSal-1389-A1-17072018_C012g07385	MinSal-1389-A1-17072018_C001	Chr01	403664	407187	6.768927904	1.817501317	5.23E-17	1.20E-16	5.618482376	5.843394555	5.7757324	7.393408281	7.715446223
MinSal-1389-A1-17072018_C012g07386	MinSal-1389-A1-17072018_C001	Chr01	407492	408871	3.849765375	8.930265738	1.27E-58	6.13E-58	-2.638590112	-2.638590112	-1.309844998	5.071638296	4.881299283
MinSal-1389-A1-17072018_C012g07388	MinSal-1389-A1-17072018_C001	Chr01	410901	414122	7.261017876	15.19853633	1.26E-169	1.52E-167	-2.638590112	-2.638590112	-2.638590112	8.630778124	8.486651489
MinSal-1389-A1-17072018_C012g07389	MinSal-1389-A1-17072018_C001	Chr01	414936	418725	5.531331438	-1.055797991	2.17E-07	3.48E-07	5.739268138	5.981429017	5.921545494	4.855478869	4.808316205
MinSal-1389-A1-17072018_C012g07392	MinSal-1389-A1-17072018_C001	Chr01	420300	422168	6.236677466	0.819191319	0.000100597	0.00014214	5.635755946	6.025621347	5.838288198	6.62944912	6.690581247
MinSal-1389-A1-17072018_C012g07393	MinSal-1389-A1-17072018_C001	Chr01	422763	424437	9.827976219	-1.318255486	1.43E-07	2.32E-07	10.17456355	10.01882591	10.44722845	8.848096314	8.962294628
MinSal-1389-A1-17072018_C012g07398	MinSal-1389-A1-17072018_C001	Chr01	427061	428517	5.604953123	-9.682479895	8.23E-126	1.43E-124	6.481680434	6.265635613	6.395099841	-1.764734209	-2.268926513
MinSal-1389-A1-17072018_C012g07399	MinSal-1389-A1-17072018_C001	Chr01	429486	431054	7.314113545	1.495089577	3.58E-12	6.93E-12	6.410704137	6.699451957	6.41985631	7.89997409	8.114994691
MinSal-1389-A1-17072018_C012g07400	MinSal-1389-A1-17072018_C001	Chr01	431539	433002	6.25506143	3.385189485	4.98E-40	1.82E-39	3.584443283	4.35535196	3.856443279	7.303472053	7.394035056
MinSal-1389-A1-17072018_C012g07401	MinSal-1389-A1-17072018_C001	Chr01	433193	437065	5.201063139	13.07339944	8.27E-113	9.76E-112	-2.638590112	-2.638590112	-2.638590112	6.336706826	6.531458727
MinSal-1389-A1-17072018_C012g07403	MinSal-1389-A1-17072018_C001	Chr01	442257	446269	7.382967759	0.982281131	9.94E-05	0.000140573	6.658993849	6.58400894	7.347157115	7.927964636	7.837904145
MinSal-1389-A1-17072018_C012g07406	MinSal-1389-A1-17072018_C001	Chr01	460941	462344	9.341041626	-1.213117033	2.02E-06	3.10E-06	9.598170811	9.497068638	10.00028586	8.278096176	8.696094045
MinSal-1389-A1-17072018_C012g07407	MinSal-1389-A1-17072018_C001	Chr01	462713	465116	4.099138332	9.206013142	7.82E-67	4.20E-66	-2.638590112	-2.638590112	-1.309844998	5.160606967	5.341300098
MinSal-1389-A1-17072018_C012g07408	MinSal-1389-A1-17072018_C001	Chr01	466165	469085	7.929100855	0.914896945	6.66E-06	9.97E-06	7.384010527	7.639830959	7.426669009	8.392527817	8.413131567
MinSal-1389-A1-17072018_C012g07409	MinSal-1389-A1-17072018_C001	Chr01	469983	472928	8.473449007	-1.3493023	2.05E-10	3.71E-10	8.922589223	8.825348479	8.884502542	7.444131888	7.60995235
MinSal-1389-A1-17072018_C012g07410	MinSal-1389-A1-17072018_C001	Chr01	473836	475332	3.959334121	11.73611106	9.43E-57	4.43E-56	-2.638590112	-2.638590112	-2.638590112	5.323604226	4.844091828
