gid	gname	chr	start	end	logCPM	logFC.MvSl.Mint	PV.MvSl.Mint	FDR.MvSl.Mint	MintM1	MintM2	MintM3	MvSlM1	MvSlM2	average	ward.D
MinSal-1389-A1-17072018_C001g01018	MinSal-1389-A1-17072018_C001	Chr01	1749856	1753162	0.987409940890441	8.29313576878821	4.26746968865476e-15	9.19397811919842e-15	-2.63859011229038	-2.63859011229038	-2.63859011229038	1.54776156114032	1.87892899626074	1	1
MinSal-1389-A1-17072018_C001g01019	MinSal-1389-A1-17072018_C001	Chr01	1755845	1757315	6.62761774161116	1.07484601454635	5.66462485422242e-05	8.09485677529157e-05	6.15621670384076	5.66116460442268	6.37413990417527	6.82131444144036	7.43878965735946	1	1
MinSal-1389-A1-17072018_C001g01020	MinSal-1389-A1-17072018_C001	Chr01	1761628	1763831	7.17867951947186	3.9082653602236	1.95103087894237e-60	9.60509774660288e-60	4.56577020894308	4.16827078846055	4.58213077392869	8.23393247795036	8.44357375906928	1	1
MinSal-1389-A1-17072018_C001g01021	MinSal-1389-A1-17072018_C001	Chr01	1764924	1766661	3.1531731933041	10.8351645449835	2.85707121629951e-42	1.07689607383597e-41	-2.63859011229038	-2.63859011229038	-2.63859011229038	4.05742721914532	4.3453401006658	1	1
MinSal-1389-A1-17072018_C001g01023	MinSal-1389-A1-17072018_C001	Chr01	1767220	1767459	8.98284318588146	-0.714164195701541	0.0278669417496736	0.0336708982339137	9.13374828809265	8.45976619552541	9.79442208769691	8.37520511344481	8.64359897682807	2	2
MinSal-1389-A1-17072018_C001g01024	MinSal-1389-A1-17072018_C001	Chr01	1768058	1771611	6.30081970455927	1.51524273545959	4.51613980039353e-09	7.78604038282444e-09	5.48665247131261	5.82683928846056	4.99840538737544	6.80185387269034	7.16804619577028	1	1
MinSal-1389-A1-17072018_C001g01027	MinSal-1389-A1-17072018_C001	Chr01	1773548	1775533	7.5295416550562	-1.78644597671256	7.03104294403393e-12	1.34909558625169e-11	7.94098212950069	7.76502806273433	8.30163640087948	5.94523519601733	6.47553111705044	2	2
MinSal-1389-A1-17072018_C001g01033	MinSal-1389-A1-17072018_C001	Chr01	1776800	1778627	2.61920752949791	7.54337495946058	5.25132971762189e-32	1.70790641227538e-31	-1.696546282436	-2.63859011229038	-2.63859011229038	3.45225010467348	3.72742384568298	1	1
MinSal-1389-A1-17072018_C001g01037	MinSal-1389-A1-17072018_C001	Chr01	1785206	1786971	7.26196446298063	-2.52957398491025	4.78962434022901e-23	1.30444109844822e-22	7.76867599974023	7.58968632007301	8.14588650744969	5.27295540999189	5.37918453846492	2	2
MinSal-1389-A1-17072018_C001g01039	MinSal-1389-A1-17072018_C001	Chr01	1787379	1788652	8.070652762084	-2.18172415080583	6.95958245640155e-18	1.64199619514543e-17	8.58963261773922	8.27135049505881	8.91674842354532	6.50401289092593	6.36413017253817	2	2
MinSal-1389-A1-17072018_C001g01040	MinSal-1389-A1-17072018_C001	Chr01	1789227	1792289	5.73210179953193	3.64550783817703	2.63708084243709e-26	7.75558150536186e-26	3.39455460266339	2.56693372928958	3.56242352197356	6.29882601777054	7.23110376337472	1	1
MinSal-1389-A1-17072018_C001g01041	MinSal-1389-A1-17072018_C001	Chr01	1792547	1794696	9.41367465126867	-0.670365750191423	0.0027242565375064	0.00355695155491642	9.66568442235617	9.69795534727787	9.5731902363288	8.8515800412784	9.09144480972254	2	2
MinSal-1389-A1-17072018_C001g01043	MinSal-1389-A1-17072018_C001	Chr01	1798179	1800335	4.34303942832163	12.1561654704175	3.04520817206255e-68	1.67953853508454e-67	-2.63859011229038	-2.63859011229038	-2.63859011229038	5.2629436458738	5.74232384636758	1	1
MinSal-1389-A1-17072018_C001g01045	MinSal-1389-A1-17072018_C001	Chr01	1803071	1805316	7.11049688812502	-0.982532303976861	6.22677121413688e-06	9.33936922049521e-06	7.32400292334012	7.34308763420277	7.61889122840688	6.51178413505806	6.39017783044013	2	2
MinSal-1389-A1-17072018_C001g01046	MinSal-1389-A1-17072018_C001	Chr01	1807034	1808154	6.68460718270502	-1.76957822284205	7.0140412152415e-13	1.38574643002889e-12	7.46113276812628	6.94011706619247	7.07317989461942	5.51572674991693	5.29551923822056	2	2
MinSal-1389-A1-17072018_C001g01053	MinSal-1389-A1-17072018_C001	Chr01	1812021	1814462	7.18946112259784	1.40656368499335	5.46899600510234e-10	9.78150145226298e-10	6.09196196141083	6.58597788288381	6.61828784853619	7.80225621915647	7.90521426081367	1	1
MinSal-1389-A1-17072018_C001g01056	MinSal-1389-A1-17072018_C001	Chr01	1814792	1816744	4.81737070116348	12.6663235077883	1.85229338611286e-100	1.74045126565184e-99	-2.63859011229038	-2.63859011229038	-2.63859011229038	6.03817480802742	6.02389777732405	1	1
MinSal-1389-A1-17072018_C001g01057	MinSal-1389-A1-17072018_C001	Chr01	1816847	1817686	4.50454249013002	-2.80076945114874	4.82215466109795e-25	1.3771943634706e-24	5.33628034298799	5.18278137017816	4.96515224756484	2.59531277512422	2.19191079468129	2	2
MinSal-1389-A1-17072018_C001g01058	MinSal-1389-A1-17072018_C001	Chr01	1818227	1822423	7.62362578868171	1.04895539627634	8.99629326386286e-07	1.40181400161479e-06	6.95574551074367	6.96907173316508	7.36000663716511	8.17375335520885	8.13221915273609	1	1
MinSal-1389-A1-17072018_C001g01059	MinSal-1389-A1-17072018_C001	Chr01	1822593	1825286	7.37696874743226	-0.8266402536467	0.000220845232000657	0.000307224631753143	7.64190656721564	7.76589677641119	7.55513838682322	7.01618902332281	6.62010754819564	2	2
MinSal-1389-A1-17072018_C001g01060	MinSal-1389-A1-17072018_C001	Chr01	1826506	1828046	8.15190513279642	-2.22979873246153	2.70496131652934e-17	6.26718079159925e-17	8.84069835951526	8.8684512026456	8.33455950034014	6.68736570272002	6.22361923407428	2	2
MinSal-1389-A1-17072018_C001g01063	MinSal-1389-A1-17072018_C001	Chr01	1830203	1833253	9.65256402587986	-3.05853603451788	5.6412291721192e-25	1.60802152699494e-24	10.4847695447313	10.4547003917955	9.80424931628595	7.14624085594821	7.29626321711303	2	2
MinSal-1389-A1-17072018_C001g01064	MinSal-1389-A1-17072018_C001	Chr01	1833709	1836615	8.22721105089461	-1.3135543048532	2.72401901690957e-09	4.73766757150391e-09	8.81628578375071	8.60276336838449	8.42701358354531	7.34716787509442	7.27588781403605	2	2
MinSal-1389-A1-17072018_C001g01065	MinSal-1389-A1-17072018_C001	Chr01	1836772	1840870	8.89802878600799	-1.05157360397491	1.43736149361384e-06	2.2207015992147e-06	9.30143046669329	9.18493140307148	9.21431502641263	8.31490368646027	8.03831249363276	2	2
MinSal-1389-A1-17072018_C001g01067	MinSal-1389-A1-17072018_C001	Chr01	1840912	1841433	5.78335530539908	0.712269830302565	0.000612851739115514	0.000831486947646655	5.38306014141486	5.29295447343476	5.64884171271205	6.1964645024304	6.10968219857134	1	1
MinSal-1389-A1-17072018_C001g01069	MinSal-1389-A1-17072018_C001	Chr01	1845106	1847319	4.46541894868767	-1.06230557154818	0.000190946643767676	0.000266695559693416	4.6867236236828	4.74188469505585	5.07313915067415	4.08041255083661	3.40858810702444	2	2
MinSal-1389-A1-17072018_C001g01070	MinSal-1389-A1-17072018_C001	Chr01	1847679	1849853	6.44259366028573	-2.43672734455245	1.7891465471781e-09	3.14213562743453e-09	6.99140777088736	6.88200729948519	7.2024640756602	5.2031149985494	3.54816148013074	2	2
MinSal-1389-A1-17072018_C001g01071	MinSal-1389-A1-17072018_C001	Chr01	1855274	1856762	2.33991626861302	9.8983369077523	4.78466473707018e-30	1.51136266521519e-29	-2.63859011229038	-2.63859011229038	-2.63859011229038	3.17457791806754	3.38287369338456	1	1
MinSal-1389-A1-17072018_C001g01072	MinSal-1389-A1-17072018_C001	Chr01	1857837	1861115	3.92484102619292	3.35035151217279	1.74712890730769e-25	5.03584214459274e-25	1.41983182129753	1.98556583452408	1.22995527397591	5.07736250114794	4.71350316719274	1	1
MinSal-1389-A1-17072018_C001g01073	MinSal-1389-A1-17072018_C001	Chr01	1861590	1863893	6.93829625366979	-0.67874784949818	0.00140317982692253	0.00186367679073111	7.0031019468185	7.27759273067397	7.23770155532302	6.47539561561621	6.52339045095061	2	2
MinSal-1389-A1-17072018_C001g01075	MinSal-1389-A1-17072018_C001	Chr01	1866179	1868465	0.945825128800098	8.23986305245219	8.57364615782017e-14	1.75286717481779e-13	-2.63859011229038	-2.63859011229038	-2.63859011229038	1.96497801039634	1.29786169210121	1	1
MinSal-1389-A1-17072018_C001g01076	MinSal-1389-A1-17072018_C001	Chr01	1868709	1871318	4.50856935520879	8.78018945517547	4.63612133998213e-82	3.13070198459613e-81	-2.63859011229038	-1.24254626477001	-2.63859011229038	5.75833312577677	5.63340672910941	1	1
MinSal-1389-A1-17072018_C001g01077	MinSal-1389-A1-17072018_C001	Chr01	1872817	1877137	5.39403557162473	1.22775048164201	1.47155218453264e-07	2.37928358388165e-07	4.71949763895577	4.60100451567876	4.93111452585689	5.68274399155684	6.21544748410595	1	1
MinSal-1389-A1-17072018_C001g01080	MinSal-1389-A1-17072018_C001	Chr01	1879388	1884808	5.56376988535975	1.30247838943852	4.53541083741806e-11	8.42696673614906e-11	4.91610128528195	4.74893167680434	4.96515224756484	6.1699209094506	6.17668843082294	1	1
MinSal-1389-A1-17072018_C001g01081	MinSal-1389-A1-17072018_C001	Chr01	1888389	1888907	2.5575872586031	10.1516014025074	5.04189820255356e-33	1.6625925719099e-32	-2.63859011229038	-2.63859011229038	-2.63859011229038	3.38614348519005	3.66478436153526	1	1
MinSal-1389-A1-17072018_C001g01083	MinSal-1389-A1-17072018_C001	Chr01	1891554	1893598	5.49470422805315	8.58214545775703	1.73076895856972e-94	1.4372169685378e-93	-0.726421499315876	-1.24254626477001	-2.63859011229038	6.43063120528693	6.99638077889803	1	1
MinSal-1389-A1-17072018_C001g01084	MinSal-1389-A1-17072018_C001	Chr01	1894144	1894862	7.11562349559521	-0.76818584161846	0.0278812648833451	0.0336813405650679	7.36212349891022	7.44206239650694	7.334192118503	5.65366414629813	7.18441977292586	2	2
MinSal-1389-A1-17072018_C001g01086	MinSal-1389-A1-17072018_C001	Chr01	1903475	1904702	6.1502606779272	2.8604942044546	8.70675006734834e-27	2.57467935906774e-26	3.70390390892269	4.44486363712033	4.66730253400846	7.2482977794746	7.07927199950444	1	1
MinSal-1389-A1-17072018_C001g01092	MinSal-1389-A1-17072018_C001	Chr01	1904951	1906540	9.10380328017605	-0.938015578399709	5.73507726881112e-05	8.18961298814575e-05	9.33188807513787	9.19625375551638	9.66622315549995	8.54541831411128	8.3981676294995	2	2
MinSal-1389-A1-17072018_C001g01093	MinSal-1389-A1-17072018_C001	Chr01	1906966	1910912	5.3231627374327	-1.80342402627621	1.69304076654774e-15	3.70134170533243e-15	5.98145257794312	5.89195013733332	5.59912822232659	4.15087365836245	3.92744166846884	2	2
MinSal-1389-A1-17072018_C001g01101	MinSal-1389-A1-17072018_C001	Chr01	1916336	1918327	5.1596550829065	13.0296405105874	1.27801499951055e-109	1.44056101370685e-108	-2.63859011229038	-2.63859011229038	-2.63859011229038	6.5096688529252	6.26731563686651	1	1
MinSal-1389-A1-17072018_C001g01102	MinSal-1389-A1-17072018_C001	Chr01	1918572	1919797	6.73459827602284	14.6624208535122	3.66359780476288e-158	2.6489599249316e-156	-2.63859011229038	-2.63859011229038	-2.63859011229038	8.00931749006187	8.03985591670286	1	1
MinSal-1389-A1-17072018_C001g01103	MinSal-1389-A1-17072018_C001	Chr01	1920626	1921464	4.65736510576768	12.4952345668849	1.14309538106642e-83	7.87155925010781e-83	-2.63859011229038	-2.63859011229038	-2.63859011229038	5.65621622681885	6.03941162131659	1	1
MinSal-1389-A1-17072018_C001g01104	MinSal-1389-A1-17072018_C001	Chr01	1921907	1922638	7.81373740712368	2.28730882709883	3.50672663790257e-15	7.57703434261092e-15	6.01484317991888	6.1183270893191	7.02019809491109	8.54024649562861	8.91387807325031	1	1
MinSal-1389-A1-17072018_C001g01106	MinSal-1389-A1-17072018_C001	Chr01	1925160	1926279	5.24729657144312	13.122108136906	3.48065478663746e-116	4.5355609296645e-115	-2.63859011229038	-2.63859011229038	-2.63859011229038	6.55208155241999	6.41655581712139	1	1
MinSal-1389-A1-17072018_C001g01107	MinSal-1389-A1-17072018_C001	Chr01	1926505	1927451	6.79212834646374	-0.601172473450781	0.0115067504962539	0.0143598239722773	6.9880490930387	6.99449497178915	7.04162486042486	6.05374427533891	6.69189075002142	2	2
MinSal-1389-A1-17072018_C001g01110	MinSal-1389-A1-17072018_C001	Chr01	1930763	1934272	7.1345378275355	2.23888507518935	2.02674212990076e-14	4.22969168890589e-14	5.53348433452888	6.03718087175535	5.80734932761341	8.46854923999478	7.43839962635886	1	1
MinSal-1389-A1-17072018_C001g01111	MinSal-1389-A1-17072018_C001	Chr01	1935936	1936815	6.28701920359812	0.528694436961278	0.0117840242710171	0.0146996591421966	6.2148607294831	5.90462696543141	6.00025907184588	6.50613647600525	6.6385607450832	1	1
MinSal-1389-A1-17072018_C001g01113	MinSal-1389-A1-17072018_C001	Chr01	1942450	1947124	6.09577134877084	2.10557706385163	8.52434282281813e-24	2.36503643408932e-23	4.6867236236828	4.92724795224478	4.95389533361776	7.02263162062132	6.88972742049844	1	1
MinSal-1389-A1-17072018_C002g01120	MinSal-1389-A1-17072018_C001	Chr01	1948500	1950326	5.81050372400243	13.7110828990282	1.23851228044075e-134	3.2781871922916e-133	-2.63859011229038	-2.63859011229038	-2.63859011229038	7.05780194454746	7.09023771949579	1	1
MinSal-1389-A1-17072018_C002g01121	MinSal-1389-A1-17072018_C001	Chr01	1950908	1953351	4.6721552281429	8.95423450645702	9.92940172835224e-90	7.60612698286827e-89	-1.696546282436	-1.77790971065501	-2.63859011229038	5.88122833141577	5.8646466415587	1	1
MinSal-1389-A1-17072018_C002g01122	MinSal-1389-A1-17072018_C001	Chr01	1957887	1959416	4.83694740315424	12.6871969018658	4.3977323397254e-101	4.17855048753717e-100	-2.63859011229038	-2.63859011229038	-2.63859011229038	6.08628181907892	6.01660049334917	1	1
MinSal-1389-A1-17072018_C002g01124	MinSal-1389-A1-17072018_C001	Chr01	1959657	1961362	3.201296098362	10.8903923784824	3.66686663848563e-35	1.24233441711893e-34	-2.63859011229038	-2.63859011229038	-2.63859011229038	3.84120227404242	4.58971176719281	1	1
MinSal-1389-A1-17072018_C002g01125	MinSal-1389-A1-17072018_C001	Chr01	1974329	1976119	5.07810605899489	12.9435047799801	7.70668221683597e-109	8.49310759546849e-108	-2.63859011229038	-2.63859011229038	-2.63859011229038	6.23196859121133	6.37965262389076	1	1
MinSal-1389-A1-17072018_C002g01126	MinSal-1389-A1-17072018_C001	Chr01	1976361	1977742	6.25119502202824	6.21843894004411	2.14947035292856e-96	1.83899130194999e-95	1.77198559455815	1.0880686871311	1.0723240300342	7.65627674995816	7.32987590261452	1	1
MinSal-1389-A1-17072018_C002g01129	MinSal-1389-A1-17072018_C001	Chr01	1984831	1985979	5.17509961762678	13.0460176029871	1.50089932412323e-115	1.91785174412212e-114	-2.63859011229038	-2.63859011229038	-2.63859011229038	6.3751683430012	6.44401527131623	1	1
MinSal-1389-A1-17072018_C002g01130	MinSal-1389-A1-17072018_C001	Chr01	1987485	1988418	7.19600074210125	-1.63979019089001	4.86855375307365e-11	9.03180700937849e-11	7.87705254503497	7.7001559688817	7.35359618189665	6.20171511635231	5.81983240113499	2	2
MinSal-1389-A1-17072018_C002g01135	MinSal-1389-A1-17072018_C001	Chr01	1998966	2002200	2.97291657546935	10.6287433522115	5.16159192080237e-36	1.77512056255437e-35	-2.63859011229038	-2.63859011229038	-2.63859011229038	4.23863381791	3.72230652228978	1	1
MinSal-1389-A1-17072018_C002g01136	MinSal-1389-A1-17072018_C001	Chr01	2002705	2007404	2.9996497954241	10.6598049813095	3.95115092598199e-41	1.46598084106053e-40	-2.63859011229038	-2.63859011229038	-2.63859011229038	4.10677396420317	3.95823919212242	1	1
MinSal-1389-A1-17072018_C002g01138	MinSal-1389-A1-17072018_C001	Chr01	2007470	2007931	5.49290385161344	0.818729057103913	0.000646048006937451	0.000875324184902228	5.16839145851135	5.16708414417679	4.91958779162395	5.55728176484011	6.1934271180899	1	1
MinSal-1389-A1-17072018_C002g01139	MinSal-1389-A1-17072018_C001	Chr01	2012122	2014753	7.29791147527634	0.549456605494742	0.0123316077030035	0.0153601054771234	6.99475864769669	6.86751138254148	7.26300612788353	7.71345341475855	7.47270593530994	1	1
MinSal-1389-A1-17072018_C002g01140	MinSal-1389-A1-17072018_C001	Chr01	2015069	2016299	5.69786878946497	1.43840443951755	4.30422991622443e-12	8.32076269099923e-12	5.02499170765252	4.81085185009886	4.93111452585689	6.49334782353842	6.20814464348748	1	1
MinSal-1389-A1-17072018_C002g01141	MinSal-1389-A1-17072018_C001	Chr01	2016640	2020413	8.38782061416344	0.847794181363531	4.49600990007321e-05	6.45756848292976e-05	7.92438504242328	8.18305485562905	7.82137823981575	8.87682794419836	8.78728097895145	1	1
MinSal-1389-A1-17072018_C002g01146	MinSal-1389-A1-17072018_C001	Chr01	2020670	2021943	5.38985925154454	13.2720664475168	3.38706144321286e-119	4.75874106559456e-118	-2.63859011229038	-2.63859011229038	-2.63859011229038	6.50684364363795	6.75401581045694	1	1
MinSal-1389-A1-17072018_C002g01149	MinSal-1389-A1-17072018_C001	Chr01	2022266	2025528	6.26067140593359	14.1764426995785	1.6801639916572e-143	6.87013262519691e-142	-2.63859011229038	-2.63859011229038	-2.63859011229038	7.60204473643167	7.47308680225155	1	1
MinSal-1389-A1-17072018_C002g01151	MinSal-1389-A1-17072018_C001	Chr01	2028069	2028290	7.79307479342743	3.19227521352597	1.58030890068319e-44	6.11197095378385e-44	5.84330218554148	5.72330803948099	5.48645513099493	8.67029507541395	9.07045510318452	1	1
MinSal-1389-A1-17072018_C002g01152	MinSal-1389-A1-17072018_C001	Chr01	2033940	2035717	7.03235665405033	12.280293176589	5.38780671493998e-91	4.25356937588271e-90	-2.63859011229038	-2.63859011229038	-1.30984499755832	7.60303716539455	8.80795984866174	1	1
MinSal-1389-A1-17072018_C002g01154	MinSal-1389-A1-17072018_C001	Chr01	2035924	2037383	9.95833154348628	-1.65263757369957	6.92132036933868e-11	1.27839590248626e-10	10.4811904261886	10.4953377906572	10.269368497824	8.89220036221104	8.62931714808949	2	2
MinSal-1389-A1-17072018_C002g01155	MinSal-1389-A1-17072018_C001	Chr01	2037597	2040427	4.23937032760137	12.0431824390788	4.77149717023756e-77	3.00002192177503e-76	-2.63859011229038	-2.63859011229038	-2.63859011229038	5.43331446649067	5.38567277078569	1	1
MinSal-1389-A1-17072018_C002g01156	MinSal-1389-A1-17072018_C001	Chr01	2041047	2044984	11.2760175544325	1.12249126435502	0.000719112169469629	0.000972540158025874	10.5674047564796	10.2321783400659	11.190386224497	11.543756226493	12.0879836967581	1	1
MinSal-1389-A1-17072018_C002g01157	MinSal-1389-A1-17072018_C001	Chr01	2045301	2047046	7.82269851961456	-4.44669049576518	2.079556265407e-38	7.36540567359505e-38	8.19587499413667	8.13208556391846	9.05946969586302	4.06896566042083	4.11483868490633	2	2
MinSal-1389-A1-17072018_C002g01158	MinSal-1389-A1-17072018_C001	Chr01	2047434	2049848	3.27820513204616	8.28805977528097	5.82048084386783e-43	2.21641817105282e-42	-2.63859011229038	-2.63859011229038	-1.30984499755832	4.47381238556628	4.19829329461924	1	1
MinSal-1389-A1-17072018_C002g01159	MinSal-1389-A1-17072018_C001	Chr01	2050198	2050969	8.30608607525938	-3.21247210571404	1.68484715895702e-31	5.43496126521009e-31	9.08663361731351	8.4937231954915	9.17728500162867	5.66890934727624	5.80780409976943	2	2
MinSal-1389-A1-17072018_C002g01160	MinSal-1389-A1-17072018_C001	Chr01	2051838	2054009	0.297428582061558	7.45021900941583	8.98840575404525e-10	1.5955765783154e-09	-2.63859011229038	-2.63859011229038	-2.63859011229038	0.539012701956761	1.24174488138021	1	1
MinSal-1389-A1-17072018_C002g01161	MinSal-1389-A1-17072018_C001	Chr01	2054114	2055539	6.63964826619572	-0.764183142855063	0.000747344922341337	0.00101003146673394	7.10118540939721	6.62862839155451	6.94827819513736	6.14832870780343	6.13589742660604	2	2
MinSal-1389-A1-17072018_C002g01162	MinSal-1389-A1-17072018_C001	Chr01	2055959	2057184	3.87857557585866	11.6476065852126	1.68784676286349e-61	8.46636502285755e-61	-2.63859011229038	-2.63859011229038	-2.63859011229038	4.89922654132509	5.1237462480837	1	1
MinSal-1389-A1-17072018_C002g01164	MinSal-1389-A1-17072018_C001	Chr01	2069994	2071286	6.40663697632062	3.68151528379095	4.82186558973365e-47	1.92517448360477e-46	3.88816045997841	4.18914564382264	3.33835724065941	7.4909896865439	7.58373939061355	1	1
MinSal-1389-A1-17072018_C002g01166	MinSal-1389-A1-17072018_C001	Chr01	2075639	2076442	5.60816315987101	13.5006191536991	3.53018301940158e-92	2.8515606433286e-91	-2.63859011229038	-2.63859011229038	-2.63859011229038	6.43509636680189	7.19415545744514	1	1
MinSal-1389-A1-17072018_C002g01167	MinSal-1389-A1-17072018_C001	Chr01	2077027	2080191	3.74615650706793	2.04181480060109	7.78025843853475e-12	1.49092282747487e-11	2.86029605826991	2.12208989908668	2.39477385518276	4.57438868391593	4.43252408536544	1	1
MinSal-1389-A1-17072018_C002g01168	MinSal-1389-A1-17072018_C001	Chr01	2086088	2092693	5.4410782148173	13.3257493640172	1.46569995723973e-125	2.53356706894296e-124	-2.63859011229038	-2.63859011229038	-2.63859011229038	6.62359270688828	6.75213397191103	1	1
MinSal-1389-A1-17072018_C002g01169	MinSal-1389-A1-17072018_C001	Chr01	2093150	2094562	2.31009344342558	7.18568498010483	8.12660688776025e-28	2.46206705352737e-27	-2.63859011229038	-1.77790971065501	-2.63859011229038	3.31039518129754	3.16633300396962	1	1
MinSal-1389-A1-17072018_C002g01170	MinSal-1389-A1-17072018_C001	Chr01	2094805	2096951	4.8315353240325	12.6811281565361	3.14691954176287e-70	1.77696056791544e-69	-2.63859011229038	-2.63859011229038	-2.63859011229038	6.37903594607629	5.61143125464055	1	1
MinSal-1389-A1-17072018_C002g01172	MinSal-1389-A1-17072018_C001	Chr01	2102417	2108612	10.2639992153178	3.76994559203277	1.11171683358738e-35	3.79468572615982e-35	7.93052199526653	7.83292311189384	7.08612681274761	11.328987292559	11.5302892035747	1	1
MinSal-1389-A1-17072018_C002g01173	MinSal-1389-A1-17072018_C001	Chr01	2108960	2110065	6.65849130662695	-0.646849693728569	0.00771732098979013	0.00977901178637865	6.74308774317589	7.0933163890482	6.80214411115843	5.94627828154244	6.48915279980775	2	2
MinSal-1389-A1-17072018_C002g01174	MinSal-1389-A1-17072018_C001	Chr01	2110237	2112039	4.75740901278359	1.7821004973457	5.88378299210835e-11	1.08811445290737e-10	3.9025035527156	3.56333014467032	3.70353026375242	5.12050944409804	5.80053868615366	1	1
MinSal-1389-A1-17072018_C002g01175	MinSal-1389-A1-17072018_C001	Chr01	2112420	2113864	5.49419116150144	-0.919495377994751	6.84328457335203e-06	1.02407456424544e-05	5.69050808077128	5.96639221304971	5.75642421911143	4.88624096535702	4.90407588876098	2	2
MinSal-1389-A1-17072018_C002g01177	MinSal-1389-A1-17072018_C001	Chr01	2120133	2120897	7.71896694727588	-3.35385889420306	1.35828066361755e-42	5.13272533753247e-42	8.48212430644634	8.41339479366828	8.20879793129796	5.17313504833098	4.86048828755152	2	2
MinSal-1389-A1-17072018_C002g01179	MinSal-1389-A1-17072018_C001	Chr01	2121283	2124168	7.05299974585522	0.713654706919484	0.000444377937589104	0.000608479628629515	6.5964069115924	6.80971168263984	6.74451334609448	7.44855552303939	7.41599173199603	1	1
MinSal-1389-A1-17072018_C002g01180	MinSal-1389-A1-17072018_C001	Chr01	2124966	2126684	6.42281585196084	-1.43071750410972	4.04299464704885e-08	6.72962247679749e-08	7.17245641722679	6.85613521285464	6.42394139878869	5.33639127722665	5.50817619114036	2	2
MinSal-1389-A1-17072018_C002g01183	MinSal-1389-A1-17072018_C001	Chr01	2126951	2128640	5.19008527315125	-1.99565405033338	5.9503303707083e-17	1.36372279736875e-16	5.56087069239258	5.96639221304971	5.64884171271205	3.87226702588364	3.62694796576759	2	2
MinSal-1389-A1-17072018_C002g01184	MinSal-1389-A1-17072018_C001	Chr01	2129380	2131204	7.76855311709027	-3.08395105851707	4.54445947276799e-40	1.66116524130958e-39	8.32660768370139	8.33243936846135	8.54517637042609	5.34274255181119	5.30752855530488	2	2
MinSal-1389-A1-17072018_C002g01187	MinSal-1389-A1-17072018_C001	Chr01	2132409	2135509	3.27576867640729	1.41368997495538	4.06063748785365e-05	5.85067306573129e-05	2.80028197672845	2.6293631467699	1.50139095062507	3.82314597033779	3.86844125874558	1	1
MinSal-1389-A1-17072018_C002g01189	MinSal-1389-A1-17072018_C001	Chr01	2135797	2136564	6.0036333749484	-3.20326414402992	1.38509714042798e-30	4.40807350810386e-30	6.32011548740844	6.91056936102046	6.70812662081256	3.65979442502309	3.27517197029465	2	2
MinSal-1389-A1-17072018_C002g01190	MinSal-1389-A1-17072018_C001	Chr01	2137138	2139364	9.9496170855347	-2.85453091798801	1.69562537591934e-27	5.10322987503846e-27	10.5047382977868	10.6863905396021	10.4831542238505	7.71590197951773	7.69893376723724	2	2
MinSal-1389-A1-17072018_C002g01191	MinSal-1389-A1-17072018_C001	Chr01	2149161	2150769	5.8783860173622	11.1089538717292	1.16175901267401e-133	2.95625286958978e-132	-2.63859011229038	-1.77790971065501	-2.63859011229038	7.13759131546484	7.15005620784291	1	1
MinSal-1389-A1-17072018_C002g01192	MinSal-1389-A1-17072018_C001	Chr01	2153077	2155138	7.82341933492202	0.892435969039177	7.59698328370936e-05	0.000108041530077028	7.2431919563888	7.72091159902589	7.14917390578783	8.30008920734222	8.27404769119694	1	1
MinSal-1389-A1-17072018_C002g01193	MinSal-1389-A1-17072018_C001	Chr01	2157673	2159689	7.60181833222811	1.21617394246307	4.32112556534638e-08	7.18853913494352e-08	6.79590483018893	7.28367120878197	6.81152932848487	8.24880443286596	8.14757113873953	1	1
MinSal-1389-A1-17072018_C002g01194	MinSal-1389-A1-17072018_C001	Chr01	2160394	2161218	6.02660553206381	13.9350213242247	9.06073835657843e-138	2.87278704364457e-136	-2.63859011229038	-2.63859011229038	-2.63859011229038	7.2235599212516	7.3684670932463	1	1
MinSal-1389-A1-17072018_C002g01195	MinSal-1389-A1-17072018_C001	Chr01	2161603	2162592	5.52470696452942	13.4133371770436	5.28714932636493e-117	7.10827853877951e-116	-2.63859011229038	-2.63859011229038	-2.63859011229038	6.5812470365322	6.94897656531881	1	1
MinSal-1389-A1-17072018_C002g01196	MinSal-1389-A1-17072018_C001	Chr01	2162912	2163619	4.84494752047502	-0.844823343034457	0.000476171213743854	0.000650211682700901	5.32034381696257	5.25385805107816	4.78631541296798	4.19717454531295	4.41042180658855	2	2
MinSal-1389-A1-17072018_C002g01197	MinSal-1389-A1-17072018_C001	Chr01	2163835	2166066	9.06123919306651	-0.508766951812359	0.021520687260788	0.0262868056796893	9.20527546452145	9.44540730761275	9.05486708383846	8.73841605138114	8.73361298955771	2	2
MinSal-1389-A1-17072018_C002g01198	MinSal-1389-A1-17072018_C001	Chr01	2166586	2168863	5.16044839238063	3.92684906152996	1.91637116934957e-52	8.41018849968437e-52	2.10529892758047	2.32433351714677	2.7475208887736	6.39440350139777	6.13204361940828	1	1
MinSal-1389-A1-17072018_C002g01202	MinSal-1389-A1-17072018_C001	Chr01	2180135	2181226	7.58457772932906	6.49453982213891	3.94080801448084e-78	2.51237104493085e-77	2.15406718232055	2.98017056139425	1.62008644373008	8.4987239655924	9.1585735284909	1	1
