
gid	gname	chr	start	end	logCPM	logFC.MvSl.Mint	PV.MvSl.Mint	FDR.MvSl.Mint
MinSal-1389-A1-17072018_C003g02511	MinSal-1389-A1-17072018_C009	Chr09	902440	904124	5.00331852838483	-2.88037574271991	2.38219594459643e-34	7.9846680812661e-34
MinSal-1389-A1-17072018_C003g02512	MinSal-1389-A1-17072018_C009	Chr09	905242	909049	5.8548642789484	-1.58879993534948	3.08482484187314e-10	5.56150654485555e-10
MinSal-1389-A1-17072018_C003g02514	MinSal-1389-A1-17072018_C009	Chr09	918783	920342	4.55149587860148	12.3811525493788	2.74075503098152e-87	1.99040616588192e-86
MinSal-1389-A1-17072018_C003g02521	MinSal-1389-A1-17072018_C009	Chr09	935541	937449	5.49871483332204	2.10053372278824	6.73955744805612e-15	1.43664091500649e-14
MinSal-1389-A1-17072018_C003g02522	MinSal-1389-A1-17072018_C009	Chr09	939190	941348	6.04345313147459	1.8995043511958	2.77532793269208e-14	5.76062813629887e-14
MinSal-1389-A1-17072018_C003g02523	MinSal-1389-A1-17072018_C009	Chr09	941959	944804	7.35661030858811	12.6216756847286	1.09198522816715e-174	1.50490801444617e-172
MinSal-1389-A1-17072018_C003g02527	MinSal-1389-A1-17072018_C009	Chr09	950081	953118	7.45698783384302	15.3973951096833	1.34898738710271e-156	9.08420369996663e-155
MinSal-1389-A1-17072018_C003g02528	MinSal-1389-A1-17072018_C009	Chr09	953583	955430	5.17535531585434	8.93455840408198	1.82219487077086e-109	2.03742015173361e-108
MinSal-1389-A1-17072018_C003g02530	MinSal-1389-A1-17072018_C009	Chr09	961145	963149	6.42618585689392	2.59469530861778	1.24126778246426e-30	3.95470584886194e-30
MinSal-1389-A1-17072018_C003g02531	MinSal-1389-A1-17072018_C009	Chr09	963371	964316	6.21429236243201	-4.15326599659763	3.18114904158274e-49	1.31736472539618e-48
MinSal-1389-A1-17072018_C003g02532	MinSal-1389-A1-17072018_C009	Chr09	964659	965882	7.148318307486	15.0840584235	8.08650439407509e-158	5.70483631420107e-156
MinSal-1389-A1-17072018_C003g02540	MinSal-1389-A1-17072018_C009	Chr09	966368	967168	6.31205763631977	1.16376098638132	3.10269801140504e-07	4.93864851345321e-07
MinSal-1389-A1-17072018_C003g02543	MinSal-1389-A1-17072018_C009	Chr09	973210	974139	5.06148013360731	12.9260128895305	6.71149426658323e-85	4.67909588514968e-84
MinSal-1389-A1-17072018_C003g02548	MinSal-1389-A1-17072018_C009	Chr09	976290	977086	3.12006288847578	10.797124504744	6.04886285755676e-44	2.3231083145743e-43
MinSal-1389-A1-17072018_C003g02549	MinSal-1389-A1-17072018_C009	Chr09	978515	980983	6.63031168854109	9.28808078688272	1.06935268489739e-138	3.56010337679882e-137
MinSal-1389-A1-17072018_C003g02553	MinSal-1389-A1-17072018_C009	Chr09	991266	992586	4.93361495193576	2.06090619161723	5.59989276907774e-18	1.32316445572387e-17
MinSal-1389-A1-17072018_C003g02554	MinSal-1389-A1-17072018_C009	Chr09	993319	996178	6.86170650372924	4.1626650535238	1.39664272797625e-67	7.61407985831392e-67
MinSal-1389-A1-17072018_C003g02556	MinSal-1389-A1-17072018_C009	Chr09	1001791	1003793	0.976564240538139	8.27901024729249	1.3311803315403e-15	2.91521605495485e-15
MinSal-1389-A1-17072018_C003g02558	MinSal-1389-A1-17072018_C009	Chr09	1004118	1006658	4.7982750574414	3.31184561302302	4.39866084348218e-36	1.51197587926191e-35
MinSal-1389-A1-17072018_C003g02559	MinSal-1389-A1-17072018_C009	Chr09	1006856	1007780	5.63721824628762	8.24007522314721	1.19641217671994e-120	1.75493528694118e-119
MinSal-1389-A1-17072018_C003g02561	MinSal-1389-A1-17072018_C009	Chr09	1008032	1010670	7.64288249355513	-1.38555927446756	4.28007748971725e-09	7.37746922747656e-09
MinSal-1389-A1-17072018_C003g02563	MinSal-1389-A1-17072018_C009	Chr09	1016594	1017676	4.48480609258141	9.63390852284686	1.44034006728853e-82	9.81086809051934e-82
MinSal-1389-A1-17072018_C003g02564	MinSal-1389-A1-17072018_C009	Chr09	1019455	1022393	1.28198283270842	1.15948666052246	0.0089716599605919	0.0113047112325043
MinSal-1389-A1-17072018_C003g02566	MinSal-1389-A1-17072018_C009	Chr09	1026653	1028843	6.57047866612925	1.1634727331958	1.00476355655615e-08	1.70804040050252e-08
MinSal-1389-A1-17072018_C003g02568	MinSal-1389-A1-17072018_C009	Chr09	1043879	1045439	5.05106406759772	1.78179095833794	2.04606664742242e-10	3.70681472107163e-10
MinSal-1389-A1-17072018_C003g02569	MinSal-1389-A1-17072018_C009	Chr09	1045516	1045707	8.66630996894518	-2.09168607859297	1.38194991598006e-21	3.63651651958162e-21
MinSal-1389-A1-17072018_C003g02570	MinSal-1389-A1-17072018_C009	Chr09	1046010	1047137	6.07880898550613	1.2086132951229	6.59860575538753e-09	1.12917521531696e-08
MinSal-1389-A1-17072018_C003g02572	MinSal-1389-A1-17072018_C009	Chr09	1052363	1054691	6.02218579615003	-1.94124553943503	3.75597996413909e-19	9.20074361022832e-19
MinSal-1389-A1-17072018_C003g02574	MinSal-1389-A1-17072018_C009	Chr09	1057272	1061088	6.69091262968298	-1.71796799159972	1.95112782219518e-14	4.06553568014368e-14
MinSal-1389-A1-17072018_C003g02576	MinSal-1389-A1-17072018_C009	Chr09	1063253	1064456	2.82358290517357	-2.19783131146108	1.75167511804966e-05	2.57323419671846e-05
MinSal-1389-A1-17072018_C003g02577	MinSal-1389-A1-17072018_C009	Chr09	1064538	1064716	4.5914569745957	12.4241834096081	2.35009410195979e-89	1.77635939390481e-88
MinSal-1389-A1-17072018_C003g02579	MinSal-1389-A1-17072018_C009	Chr09	1067229	1069714	8.74877938160442	16.7009395308716	1.34726680789159e-198	8.87100344840618e-196
MinSal-1389-A1-17072018_C003g02580	MinSal-1389-A1-17072018_C009	Chr09	1073582	1076508	8.7801197703492	-1.36524529630211	1.27199058860211e-05	1.88163160959963e-05
MinSal-1389-A1-17072018_C003g02581	MinSal-1389-A1-17072018_C009	Chr09	1077437	1078883	6.64274988624335	1.14071432487692	1.88574954372377e-07	3.0325513693642e-07
MinSal-1389-A1-17072018_C003g02582	MinSal-1389-A1-17072018_C009	Chr09	1079392	1080671	5.14183438960135	8.21331199569568	2.56025473959451e-103	2.50364184601272e-102
MinSal-1389-A1-17072018_C003g02583	MinSal-1389-A1-17072018_C009	Chr09	1081151	1081557	6.55270986164056	10.9208871711838	3.02497459545004e-95	2.53909340688909e-94
MinSal-1389-A1-17072018_C003g02584	MinSal-1389-A1-17072018_C009	Chr09	1081807	1084963	5.27717114934151	13.1535613554525	1.48653217618316e-119	2.10243190359461e-118
MinSal-1389-A1-17072018_C003g02585	MinSal-1389-A1-17072018_C009	Chr09	1087631	1091808	1.44208184613004	6.15080137978844	9.98067302546385e-18	2.34146747224461e-17
MinSal-1389-A1-17072018_C003g02586	MinSal-1389-A1-17072018_C009	Chr09	1093661	1097096	3.37486185053625	11.0853867629987	2.34659871556617e-49	9.75855718487376e-49
MinSal-1389-A1-17072018_C003g02590	MinSal-1389-A1-17072018_C009	Chr09	1098858	1100025	1.44184418768765	8.83658287129554	4.77490712850023e-19	1.16444854499969e-18
MinSal-1389-A1-17072018_C003g02591	MinSal-1389-A1-17072018_C009	Chr09	1100541	1101681	5.31725421157068	2.60457722787648	6.83743207614216e-28	2.07150421693346e-27
MinSal-1389-A1-17072018_C003g02592	MinSal-1389-A1-17072018_C009	Chr09	1102277	1103858	7.63203279063627	-1.92215829317986	8.40191201788059e-17	1.91278258232656e-16
MinSal-1389-A1-17072018_C003g02593	MinSal-1389-A1-17072018_C009	Chr09	1104481	1105371	1.91981807965372	9.40408715512503	3.58134226796741e-24	1.00108652264032e-23
MinSal-1389-A1-17072018_C003g02595	MinSal-1389-A1-17072018_C009	Chr09	1107293	1109775	5.84560344887405	3.26304273163612	4.01609129882588e-26	1.17353831542614e-25
MinSal-1389-A1-17072018_C003g02603	MinSal-1389-A1-17072018_C009	Chr09	1116959	1118163	5.97860528532625	-1.0705502481157	1.36802269445484e-06	2.11723752607453e-06
MinSal-1389-A1-17072018_C003g02614	MinSal-1389-A1-17072018_C009	Chr09	1128923	1130623	6.0185493760856	4.45229354018698	3.78955179790123e-66	2.02862547013213e-65
MinSal-1389-A1-17072018_C003g02623	MinSal-1389-A1-17072018_C009	Chr09	1130751	1132711	3.20505054753172	1.99103605806797	1.48941310643928e-08	2.51675565120021e-08
MinSal-1389-A1-17072018_C003g02624	MinSal-1389-A1-17072018_C009	Chr09	1133329	1136341	3.33470264798609	11.0400424683871	1.47335152667676e-47	5.9193770488722e-47
MinSal-1389-A1-17072018_C003g02625	MinSal-1389-A1-17072018_C009	Chr09	1136467	1138426	4.59824020150084	9.75645745281674	6.96628542981673e-78	4.41993655857537e-77
MinSal-1389-A1-17072018_C003g02627	MinSal-1389-A1-17072018_C009	Chr09	1139091	1143807	5.26664096304958	13.1425244214117	1.69262115805358e-112	1.98623227378723e-111
MinSal-1389-A1-17072018_C003g02629	MinSal-1389-A1-17072018_C009	Chr09	1145658	1147027	7.22775086415788	1.02291120498803	5.56669591103596e-07	8.75251790098145e-07
MinSal-1389-A1-17072018_C003g02632	MinSal-1389-A1-17072018_C009	Chr09	1157474	1158213	5.56154675537897	2.91919950631668	1.10010167321965e-37	3.85068075339614e-37
MinSal-1389-A1-17072018_C003g02633	MinSal-1389-A1-17072018_C009	Chr09	1160016	1162160	4.33920898998009	12.1516706025445	2.81176809415995e-80	1.85758503076832e-79
MinSal-1389-A1-17072018_C003g02634	MinSal-1389-A1-17072018_C009	Chr09	1168326	1169098	7.50407681192935	15.4451122502397	2.13445001374027e-161	1.78151419456688e-159
MinSal-1389-A1-17072018_C003g02635	MinSal-1389-A1-17072018_C009	Chr09	1169356	1170429	11.1493004096268	-1.99638686915905	3.52972763351451e-12	6.840145832638e-12
MinSal-1389-A1-17072018_C003g02637	MinSal-1389-A1-17072018_C009	Chr09	1176054	1176661	5.87174646179651	3.05294729734671	1.87786379195057e-40	6.90764793985045e-40
MinSal-1389-A1-17072018_C003g02638	MinSal-1389-A1-17072018_C009	Chr09	1177111	1178607	7.1631032591767	1.60722598796405	1.1588233309265e-11	2.20384693808423e-11
MinSal-1389-A1-17072018_C003g02639	MinSal-1389-A1-17072018_C009	Chr09	1179002	1180098	2.92539845261723	10.5763528603264	4.3126813690515e-29	1.33596182922108e-28
MinSal-1389-A1-17072018_C003g02641	MinSal-1389-A1-17072018_C009	Chr09	1188456	1189438	5.73599709493264	1.33085312556213	1.31268392028612e-07	2.12889023306392e-07
MinSal-1389-A1-17072018_C003g02642	MinSal-1389-A1-17072018_C009	Chr09	1189710	1192524	3.90385271994624	-1.07144728697425	3.00138147087134e-05	4.35722356599304e-05
MinSal-1389-A1-17072018_C003g02645	MinSal-1389-A1-17072018_C009	Chr09	1199428	1202045	4.80923495814633	12.657618452729	9.12901938707998e-99	8.18435232796308e-98
MinSal-1389-A1-17072018_C003g02646	MinSal-1389-A1-17072018_C009	Chr09	1202515	1204818	7.19162292507341	1.80767963281375	5.54062752836652e-16	1.23157384595274e-15
MinSal-1389-A1-17072018_C003g02647	MinSal-1389-A1-17072018_C009	Chr09	1205333	1205915	3.66680753845286	11.4128357417139	4.50403699301298e-51	1.93833865073311e-50
MinSal-1389-A1-17072018_C003g02648	MinSal-1389-A1-17072018_C009	Chr09	1205959	1207153	1.70057686099604	9.14582270948135	1.31587176574545e-22	3.53644266839344e-22
MinSal-1389-A1-17072018_C003g02649	MinSal-1389-A1-17072018_C009	Chr09	1208053	1210372	6.48761904511504	3.50678806163719	4.33263667245637e-21	1.12069859978073e-20
MinSal-1389-A1-17072018_C003g02651	MinSal-1389-A1-17072018_C009	Chr09	1212258	1214980	4.34759713585553	12.1607644726078	3.69312126131623e-80	2.43171517717333e-79
MinSal-1389-A1-17072018_C003g02653	MinSal-1389-A1-17072018_C009	Chr09	1224760	1225804	5.7352442553973	13.632840804301	4.76107438062262e-130	1.00764738498463e-128
MinSal-1389-A1-17072018_C003g02654	MinSal-1389-A1-17072018_C009	Chr09	1226738	1228472	5.29810508269478	13.1755757498729	1.20193927442301e-120	1.75868941734092e-119
MinSal-1389-A1-17072018_C003g02657	MinSal-1389-A1-17072018_C009	Chr09	1234058	1235945	7.01516685270357	1.09856235201335	3.1692834906917e-07	5.03651755586994e-07
MinSal-1389-A1-17072018_C003g02658	MinSal-1389-A1-17072018_C009	Chr09	1236126	1237074	8.55735999359821	-1.2543735091881	1.01763226213511e-08	1.72942035715878e-08
MinSal-1389-A1-17072018_C003g02660	MinSal-1389-A1-17072018_C009	Chr09	1238750	1240786	5.64785247549827	13.5418335849617	4.87624532934778e-129	9.79546773617456e-128
MinSal-1389-A1-17072018_C003g02661	MinSal-1389-A1-17072018_C009	Chr09	1242301	1245963	7.44769282180484	-1.25902084622489	8.0740260987241e-09	1.37727917849853e-08
MinSal-1389-A1-17072018_C003g02664	MinSal-1389-A1-17072018_C009	Chr09	1246183	1247290	4.89491268790109	10.0740395333821	1.33741061140224e-92	1.08568428536571e-91
MinSal-1389-A1-17072018_C003g02665	MinSal-1389-A1-17072018_C009	Chr09	1262197	1265326	3.45165698597047	11.1718699122822	1.07841009344576e-51	4.67837350934085e-51
MinSal-1389-A1-17072018_C003g02668	MinSal-1389-A1-17072018_C009	Chr09	1272770	1275411	6.44177793550727	1.8509691372639	6.75442259701878e-08	1.11247104808041e-07
MinSal-1389-A1-17072018_C003g02671	MinSal-1389-A1-17072018_C009	Chr09	1276181	1276396	7.93812750143302	-1.77325018374918	3.01097027573014e-13	6.0178785342249e-13
MinSal-1389-A1-17072018_C003g02673	MinSal-1389-A1-17072018_C009	Chr09	1279116	1281976	8.84120553569961	-1.91138241577674	1.52387119296373e-14	3.19097550865833e-14
MinSal-1389-A1-17072018_C003g02674	MinSal-1389-A1-17072018_C009	Chr09	1282566	1286441	5.36816988126869	13.2492978675338	1.56389073659691e-110	1.77881314876647e-109
MinSal-1389-A1-17072018_C003g02678	MinSal-1389-A1-17072018_C009	Chr09	1291243	1294947	7.65741363902775	-2.04751235199049	8.93735637224028e-19	2.16262857745594e-18
MinSal-1389-A1-17072018_C003g02679	MinSal-1389-A1-17072018_C009	Chr09	1296913	1299704	3.48483265103912	11.2090539792345	2.39216384973552e-52	1.04851797141514e-51
MinSal-1389-A1-17072018_C003g02680	MinSal-1389-A1-17072018_C009	Chr09	1299915	1303369	8.1542413130774	-2.00519870125464	5.18113401546288e-19	1.26195643960678e-18
MinSal-1389-A1-17072018_C003g02684	MinSal-1389-A1-17072018_C009	Chr09	1309678	1312000	5.45378839347402	13.3390004923626	9.30945972619867e-128	1.75136058214138e-126
MinSal-1389-A1-17072018_C003g02685	MinSal-1389-A1-17072018_C009	Chr09	1312157	1313671	7.33393973651253	-1.1177416467112	4.02328917001762e-07	6.35956564991316e-07
MinSal-1389-A1-17072018_C003g02686	MinSal-1389-A1-17072018_C009	Chr09	1319499	1322839	5.52456369456528	-1.20093108442021	4.52473582024099e-08	7.5129124322634e-08
MinSal-1389-A1-17072018_C003g02688	MinSal-1389-A1-17072018_C009	Chr09	1328580	1329950	4.69785977865162	12.5384792457817	3.43600322682277e-95	2.88002194089841e-94
MinSal-1389-A1-17072018_C003g02689	MinSal-1389-A1-17072018_C009	Chr09	1330721	1335564	6.436959359874	5.50946890013583	5.99776887486461e-92	4.82262935582737e-91
MinSal-1389-A1-17072018_C003g02697	MinSal-1389-A1-17072018_C009	Chr09	1339735	1344097	7.2095003641866	15.1462009783131	5.28176247003981e-166	5.21662073290932e-164
MinSal-1389-A1-17072018_C003g02698	MinSal-1389-A1-17072018_C009	Chr09	1344540	1346823	5.75967610585937	-2.14790215512353	8.87086143863859e-14	1.80897195063222e-13
MinSal-1389-A1-17072018_C003g02699	MinSal-1389-A1-17072018_C009	Chr09	1348120	1354704	5.83818021850499	2.9542967414038	1.8283048917669e-17	4.25551248570726e-17
MinSal-1389-A1-17072018_C003g02700	MinSal-1389-A1-17072018_C009	Chr09	1355041	1357832	5.55089928579826	1.77143301869116	1.23733721749966e-14	2.60570730309275e-14
MinSal-1389-A1-17072018_C003g02702	MinSal-1389-A1-17072018_C009	Chr09	1362668	1365011	2.59177772892871	4.49917284806075	1.30348802661925e-22	3.50475047447626e-22
MinSal-1389-A1-17072018_C003g02705	MinSal-1389-A1-17072018_C009	Chr09	1371328	1372493	4.70892857614103	9.875590093479	2.52866420139431e-72	1.48364990667947e-71
MinSal-1389-A1-17072018_C003g02706	MinSal-1389-A1-17072018_C009	Chr09	1374818	1376213	6.8527091116769	12.1092359517961	2.33880568414049e-125	3.99416786288661e-124
MinSal-1389-A1-17072018_C003g02707	MinSal-1389-A1-17072018_C009	Chr09	1381115	1382243	5.34977622240848	7.30981307906672	1.88373198748388e-88	1.40062682030483e-87
MinSal-1389-A1-17072018_C003g02708	MinSal-1389-A1-17072018_C009	Chr09	1382895	1387871	10.5740080831094	1.30507199895723	1.67838248046767e-05	2.46923897200879e-05
MinSal-1389-A1-17072018_C003g02709	MinSal-1389-A1-17072018_C009	Chr09	1388091	1389097	6.52668716727895	-1.76656319476832	1.21022488628912e-08	2.04908362175695e-08
MinSal-1389-A1-17072018_C003g02712	MinSal-1389-A1-17072018_C009	Chr09	1393986	1394825	2.0172915270853	9.51871356384232	1.97566780693584e-24	5.5539883415094e-24
MinSal-1389-A1-17072018_C003g02714	MinSal-1389-A1-17072018_C009	Chr09	1398763	1400965	5.54746562507697	13.4369732327226	4.62521777573436e-123	7.40784879432482e-122
MinSal-1389-A1-17072018_C003g02715	MinSal-1389-A1-17072018_C009	Chr09	1401226	1403382	6.98979474236465	10.1304593422058	4.79130630274147e-149	2.65357767757439e-147
MinSal-1389-A1-17072018_C003g02716	MinSal-1389-A1-17072018_C009	Chr09	1412356	1413999	5.83337426769275	13.7347877682808	1.7765464523288e-135	4.91953938154227e-134
MinSal-1389-A1-17072018_C003g02717	MinSal-1389-A1-17072018_C009	Chr09	1415050	1417121	2.23194760238551	9.77200429261298	7.08212424907001e-29	2.18473026028052e-28
MinSal-1389-A1-17072018_C003g02719	MinSal-1389-A1-17072018_C009	Chr09	1428594	1430575	4.77186987927003	12.6176467021844	6.28198075617146e-99	5.69220458120368e-98
MinSal-1389-A1-17072018_C003g02721	MinSal-1389-A1-17072018_C009	Chr09	1430750	1434559	7.94228762649752	1.11419502785025	5.32711741734608e-08	8.8032620789718e-08
MinSal-1389-A1-17072018_C003g02723	MinSal-1389-A1-17072018_C009	Chr09	1435189	1436008	4.66971682852953	12.5082118934403	6.32262944463117e-90	4.87228895824243e-89
MinSal-1389-A1-17072018_C003g02726	MinSal-1389-A1-17072018_C009	Chr09	1439907	1442616	6.92874636810083	-1.29324131032863	2.45233853309009e-09	4.27679757124541e-09
MinSal-1389-A1-17072018_C003g02728	MinSal-1389-A1-17072018_C008	Chr08	5509	9494	3.40636846244046	11.1209473688734	9.28741605740399e-51	3.96807696872214e-50
MinSal-1389-A1-17072018_C003g02729	MinSal-1389-A1-17072018_C008	Chr08	9853	10715	3.6966461035279	-2.19351569974472	2.24145894837647e-13	4.50725677912419e-13
MinSal-1389-A1-17072018_C003g02735	MinSal-1389-A1-17072018_C008	Chr08	11515	14456	2.75813895249104	10.3817244021593	1.8556456633099e-30	5.88680738799488e-30
MinSal-1389-A1-17072018_C003g02737	MinSal-1389-A1-17072018_C008	Chr08	17951	19491	7.49792480366391	-1.22068455475423	4.50071753212995e-08	7.47722234241719e-08
MinSal-1389-A1-17072018_C003g02739	MinSal-1389-A1-17072018_C008	Chr08	19827	21845	10.7382022635523	-5.57627417107609	5.07041378919221e-51	2.17891748475366e-50
MinSal-1389-A1-17072018_C003g02740	MinSal-1389-A1-17072018_C008	Chr08	22432	23717	3.92865739251771	11.7038557091817	2.1259911285863e-32	6.94139031845861e-32
MinSal-1389-A1-17072018_C003g02742	MinSal-1389-A1-17072018_C008	Chr08	27449	29638	4.80008336461023	12.6479326996573	2.90610082346361e-90	2.25118346141769e-89
MinSal-1389-A1-17072018_C003g02743	MinSal-1389-A1-17072018_C008	Chr08	31201	31552	7.96077652558556	1.88545190825392	3.5056102177823e-12	6.79563171428784e-12
MinSal-1389-A1-17072018_C003g02745	MinSal-1389-A1-17072018_C008	Chr08	33350	37528	3.27576825533574	10.9735075793434	1.78356838760732e-46	7.06040498661386e-46
MinSal-1389-A1-17072018_C003g02746	MinSal-1389-A1-17072018_C008	Chr08	40730	41417	6.79428267637927	-1.35976300770735	6.30386797463225e-10	1.12418662707405e-09
MinSal-1389-A1-17072018_C003g02747	MinSal-1389-A1-17072018_C008	Chr08	42363	43929	6.10158518185401	9.51983966625707	8.1180907640492e-135	2.17682379492107e-133
MinSal-1389-A1-17072018_C003g02748	MinSal-1389-A1-17072018_C008	Chr08	47363	54799	4.52495646671117	12.352395303534	6.9814961026458e-74	4.19597828643803e-73
MinSal-1389-A1-17072018_C003g02750	MinSal-1389-A1-17072018_C008	Chr08	64228	64844	6.62290880303873	2.51775672456229	2.35686194803993e-24	6.60992139331976e-24
MinSal-1389-A1-17072018_C003g02752	MinSal-1389-A1-17072018_C008	Chr08	77132	78231	6.30678124017469	14.2238543008794	5.0048482749076e-141	1.84215719733556e-139
MinSal-1389-A1-17072018_C003g02753	MinSal-1389-A1-17072018_C008	Chr08	79021	84813	8.76889240662199	-1.38775670989069	4.61129014989181e-10	8.25823675680231e-10
MinSal-1389-A1-17072018_C003g02754	MinSal-1389-A1-17072018_C008	Chr08	85588	88108	4.57537615866192	12.4067541554416	2.74933995738216e-79	1.78255892641649e-78
MinSal-1389-A1-17072018_C003g02755	MinSal-1389-A1-17072018_C008	Chr08	88499	89013	6.14447831847902	1.12358835820127	3.90518906042553e-08	6.50243056254051e-08
MinSal-1389-A1-17072018_C003g02758	MinSal-1389-A1-17072018_C008	Chr08	96916	98983	0.99007157974283	8.29349861767805	1.86064031772677e-14	3.87971658087573e-14
MinSal-1389-A1-17072018_C003g02759	MinSal-1389-A1-17072018_C008	Chr08	99341	100137	5.59885289604293	1.77456098373745	1.33939819766907e-13	2.715454573858e-13
MinSal-1389-A1-17072018_C003g02760	MinSal-1389-A1-17072018_C008	Chr08	100560	103637	5.45145618218235	-2.1872720076227	1.71669635062509e-22	4.59906987965836e-22
MinSal-1389-A1-17072018_C003g02763	MinSal-1389-A1-17072018_C008	Chr08	108674	110340	5.97130995532172	1.62712268440665	3.32593137614316e-13	6.63842011957708e-13
MinSal-1389-A1-17072018_C003g02768	MinSal-1389-A1-17072018_C008	Chr08	125581	127132	1.02628290797136	3.77735830787118	1.02474298075456e-10	1.87948836395899e-10
MinSal-1389-A1-17072018_C003g02769	MinSal-1389-A1-17072018_C008	Chr08	128875	130043	6.30239129881858	-1.49185198396247	5.4885024783417e-07	8.63288468790799e-07
MinSal-1389-A1-17072018_C003g02770	MinSal-1389-A1-17072018_C008	Chr08	130399	132519	3.53636980092855	6.7679836277817	5.73779561821423e-46	2.2503095190958e-45
MinSal-1389-A1-17072018_C003g02771	MinSal-1389-A1-17072018_C008	Chr08	134821	136445	4.92388256899223	12.7797788747858	2.63970232302818e-104	2.63348080240152e-103
MinSal-1389-A1-17072018_C003g02772	MinSal-1389-A1-17072018_C008	Chr08	136749	143044	5.19752230211835	13.069599077412	2.56627544080563e-115	3.24259024780686e-114
MinSal-1389-A1-17072018_C003g02775	MinSal-1389-A1-17072018_C008	Chr08	143250	146849	10.9121685254872	5.67763957789647	1.33770702118144e-73	8.02353421813891e-73
MinSal-1389-A1-17072018_C003g02778	MinSal-1389-A1-17072018_C008	Chr08	151864	153708	7.43433022769691	2.66640011864771	1.61842534306373e-37	5.65494609846442e-37
MinSal-1389-A1-17072018_C003g02780	MinSal-1389-A1-17072018_C008	Chr08	162918	165484	4.61942191529297	9.78104425002173	2.13071204968691e-89	1.61672210069714e-88
MinSal-1389-A1-17072018_C003g02781	MinSal-1389-A1-17072018_C008	Chr08	166128	169317	6.17712298467196	11.4160982647902	7.89267009728534e-145	3.51668894710623e-143
MinSal-1389-A1-17072018_C003g02791	MinSal-1389-A1-17072018_C008	Chr08	169582	171282	2.33061960425729	-4.59365414886472	4.34484094086718e-29	1.34522086810757e-28
MinSal-1389-A1-17072018_C004g02815	MinSal-1389-A1-17072018_C008	Chr08	174843	176839	4.38146278691335	1.00914492294085	0.00693857376549417	0.00882549648729738
MinSal-1389-A1-17072018_C004g02817	MinSal-1389-A1-17072018_C008	Chr08	182276	184627	4.45957584430432	6.81971763266669	4.41810623346355e-73	2.620790544495e-72
MinSal-1389-A1-17072018_C004g02818	MinSal-1389-A1-17072018_C008	Chr08	185231	190564	5.57421004826931	-1.56050659733295	1.73554881226738e-07	2.79479952758058e-07
MinSal-1389-A1-17072018_C004g02820	MinSal-1389-A1-17072018_C008	Chr08	191154	194409	1.02547346256837	8.33703640670294	1.79042643299974e-15	3.90075994189577e-15
MinSal-1389-A1-17072018_C004g02821	MinSal-1389-A1-17072018_C008	Chr08	194459	196138	5.11902445718409	6.80380262284963	3.79944309255829e-91	3.02221473375844e-90
MinSal-1389-A1-17072018_C004g02822	MinSal-1389-A1-17072018_C008	Chr08	196455	198189	6.10027957343519	14.0111276030062	5.18881970240967e-136	1.47124141418563e-134
MinSal-1389-A1-17072018_C004g02824	MinSal-1389-A1-17072018_C008	Chr08	200504	206335	7.47723738408955	-1.81286059260149	2.71780608689909e-11	5.07746496562547e-11
MinSal-1389-A1-17072018_C004g02827	MinSal-1389-A1-17072018_C008	Chr08	212414	215076	12.4031077084489	-4.00321996727881	3.02904566752632e-25	8.67994420974903e-25
MinSal-1389-A1-17072018_C004g02830	MinSal-1389-A1-17072018_C008	Chr08	224545	228530	5.5719524078708	2.84488984310286	1.5454731755779e-17	3.60569844034434e-17
MinSal-1389-A1-17072018_C004g02831	MinSal-1389-A1-17072018_C008	Chr08	230444	230980	4.60378531700118	3.97337044340218	2.37476152715443e-42	8.94649511119972e-42
MinSal-1389-A1-17072018_C004g02832	MinSal-1389-A1-17072018_C008	Chr08	231297	233864	6.07816311844903	1.69941515034687	5.43938902022617e-14	1.11729009822739e-13
MinSal-1389-A1-17072018_C004g02833	MinSal-1389-A1-17072018_C008	Chr08	234006	237660	5.31289843771174	1.00185212047257	9.35908452049353e-07	1.45607600074677e-06
MinSal-1389-A1-17072018_C004g02834	MinSal-1389-A1-17072018_C008	Chr08	237800	238395	3.96168714308974	4.99636807832341	2.82605792336968e-40	1.03569692355527e-39
MinSal-1389-A1-17072018_C004g02835	MinSal-1389-A1-17072018_C008	Chr08	238983	241143	7.57595263165497	2.16480575581175	2.83206182638358e-09	4.91587533191245e-09
MinSal-1389-A1-17072018_C004g02838	MinSal-1389-A1-17072018_C008	Chr08	248845	250499	4.52324248343781	2.21538115733226	1.20083826246418e-15	2.63366674439776e-15
MinSal-1389-A1-17072018_C004g02840	MinSal-1389-A1-17072018_C008	Chr08	253979	254749	7.02915742716425	1.09501881106744	1.11004013310879e-07	1.80568153412098e-07
MinSal-1389-A1-17072018_C004g02842	MinSal-1389-A1-17072018_C008	Chr08	256794	258071	7.18270364411544	-1.30390240755084	5.00183954378448e-09	8.60403516298021e-09
MinSal-1389-A1-17072018_C004g02843	MinSal-1389-A1-17072018_C008	Chr08	263385	264913	5.13772055691808	13.0065218726213	5.01113990442356e-111	5.73282144278263e-110
MinSal-1389-A1-17072018_C004g02844	MinSal-1389-A1-17072018_C008	Chr08	265347	269314	7.72301691256379	3.4396209088013	3.85714665005785e-54	1.73293791116322e-53
MinSal-1389-A1-17072018_C004g02845	MinSal-1389-A1-17072018_C008	Chr08	271670	273396	7.41609050825949	-2.95007903284924	1.1175138031826e-31	3.61089792675031e-31
