Haploid	Gene	Genomicloc	intronnr	intronmean	introntotal	ploidy
A1	MvSl-1064-A1-R4_MC06g07196	aAutosome	2	85.5	171	diploidy
A1	MvSl-1064-A1-R4_MC06g07197	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07198	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07199	aAutosome	2	93	186	diploidy
A1	MvSl-1064-A1-R4_MC06g07200	aAutosome	1	83	83	diploidy
A1	MvSl-1064-A1-R4_MC06g07201	aAutosome	7	83.7143	586	diploidy
A1	MvSl-1064-A1-R4_MC06g07202	aAutosome	2	74	148	diploidy
A1	MvSl-1064-A1-R4_MC06g07203	aAutosome	2	80	160	diploidy
A1	MvSl-1064-A1-R4_MC06g07204	aAutosome	5	74.4	372	diploidy
A1	MvSl-1064-A1-R4_MC06g07205	aAutosome	6	73.1667	439	diploidy
A1	MvSl-1064-A1-R4_MC06g07206	aAutosome	7	97.2857	681	diploidy
A1	MvSl-1064-A1-R4_MC06g07207	aAutosome	5	89.4	447	diploidy
A1	MvSl-1064-A1-R4_MC06g07208	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07209	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07210	aAutosome	1	140	140	diploidy
A1	MvSl-1064-A1-R4_MC06g07211	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07212	aAutosome	3	87.3333	262	diploidy
A1	MvSl-1064-A1-R4_MC06g07213	aAutosome	5	87.4	437	diploidy
A1	MvSl-1064-A1-R4_MC06g07214	aAutosome	7	76.2857	534	diploidy
A1	MvSl-1064-A1-R4_MC06g07215	aAutosome	5	140	700	diploidy
A1	MvSl-1064-A1-R4_MC06g07216	aAutosome	2	82	164	diploidy
A1	MvSl-1064-A1-R4_MC06g07217	aAutosome	5	81	405	diploidy
A1	MvSl-1064-A1-R4_MC06g07218	aAutosome	2	77.5	155	diploidy
A1	MvSl-1064-A1-R4_MC06g07219	aAutosome	3	77.6667	233	diploidy
A1	MvSl-1064-A1-R4_MC06g07220	aAutosome	5	100	500	diploidy
A1	MvSl-1064-A1-R4_MC06g07221	aAutosome	4	88.75	355	diploidy
A1	MvSl-1064-A1-R4_MC06g07222	aAutosome	6	68	408	diploidy
A1	MvSl-1064-A1-R4_MC06g07223	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07224	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07225	aAutosome	2	72	144	diploidy
A1	MvSl-1064-A1-R4_MC06g07226	aAutosome	3	168	504	diploidy
A1	MvSl-1064-A1-R4_MC06g07227	aAutosome	6	76	456	diploidy
A1	MvSl-1064-A1-R4_MC06g07228	aAutosome	8	104.5	836	diploidy
A1	MvSl-1064-A1-R4_MC06g07229	aAutosome	1	90	90	diploidy
A1	MvSl-1064-A1-R4_MC06g07230	aAutosome	7	80.8571	566	diploidy
A1	MvSl-1064-A1-R4_MC06g07231	aAutosome	5	113.8	569	diploidy
A1	MvSl-1064-A1-R4_MC06g07232	aAutosome	2	83	166	diploidy
A1	MvSl-1064-A1-R4_MC06g07233	aAutosome	1	73	73	diploidy
A1	MvSl-1064-A1-R4_MC06g07234	aAutosome	6	85	510	diploidy
A1	MvSl-1064-A1-R4_MC06g07235	aAutosome	5	77.4	387	diploidy
A1	MvSl-1064-A1-R4_MC06g07236	aAutosome	9	80.7778	727	diploidy
A1	MvSl-1064-A1-R4_MC06g07237	aAutosome	10	100.6	1006	diploidy
A1	MvSl-1064-A1-R4_MC06g07238	aAutosome	8	68.5	548	diploidy
A1	MvSl-1064-A1-R4_MC06g07239	aAutosome	3	89	267	diploidy
A1	MvSl-1064-A1-R4_MC06g07240	aAutosome	7	77.2857	541	diploidy
A1	MvSl-1064-A1-R4_MC06g07241	aAutosome	4	88.75	355	diploidy
A1	MvSl-1064-A1-R4_MC06g07242	aAutosome	7	89.5714	627	diploidy
A1	MvSl-1064-A1-R4_MC06g07243	aAutosome	6	82.3333	494	diploidy
A1	MvSl-1064-A1-R4_MC06g07244	aAutosome	10	76.8	768	diploidy
A1	MvSl-1064-A1-R4_MC06g07245	aAutosome	5	71.6	358	diploidy
A1	MvSl-1064-A1-R4_MC06g07246	aAutosome	1	95	95	diploidy
A1	MvSl-1064-A1-R4_MC06g07247	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07248	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07249	aAutosome	5	86.8	434	diploidy
A1	MvSl-1064-A1-R4_MC06g07250	aAutosome	5	99.2	496	diploidy
A1	MvSl-1064-A1-R4_MC06g07251	aAutosome	2	83	166	diploidy
A1	MvSl-1064-A1-R4_MC06g07252	aAutosome	4	86.25	345	diploidy
A1	MvSl-1064-A1-R4_MC06g07253	aAutosome	4	86.25	345	diploidy
A1	MvSl-1064-A1-R4_MC06g07254	aAutosome	3	137.667	413	diploidy
A1	MvSl-1064-A1-R4_MC06g07255	aAutosome	1	103	103	diploidy
A1	MvSl-1064-A1-R4_MC06g07256	aAutosome	6	71	426	diploidy
A1	MvSl-1064-A1-R4_MC06g07257	aAutosome	6	73.8333	443	diploidy
A1	MvSl-1064-A1-R4_MC06g07258	aAutosome	5	75.2	376	diploidy
A1	MvSl-1064-A1-R4_MC06g07259	aAutosome	1	130	130	diploidy
A1	MvSl-1064-A1-R4_MC06g07260	aAutosome	8	112.125	897	diploidy
A1	MvSl-1064-A1-R4_MC06g07261	aAutosome	6	92	552	diploidy
A1	MvSl-1064-A1-R4_MC06g07262	aAutosome	5	98.2	491	diploidy
A1	MvSl-1064-A1-R4_MC06g07263	aAutosome	3	63.3333	190	diploidy
A1	MvSl-1064-A1-R4_MC06g07264	aAutosome	2	65.5	131	diploidy
A1	MvSl-1064-A1-R4_MC06g07265	aAutosome	7	73.8571	517	diploidy
A1	MvSl-1064-A1-R4_MC06g07266	aAutosome	6	132.5	795	diploidy
A1	MvSl-1064-A1-R4_MC06g07267	aAutosome	1	85	85	diploidy
A1	MvSl-1064-A1-R4_MC06g07268	aAutosome	1	318	318	diploidy
A1	MvSl-1064-A1-R4_MC06g07269	aAutosome	3	84	252	diploidy
A1	MvSl-1064-A1-R4_MC06g07270	aAutosome	5	110.8	554	diploidy
A1	MvSl-1064-A1-R4_MC06g07271	aAutosome	1	84	84	diploidy
A1	MvSl-1064-A1-R4_MC06g07272	aAutosome	6	79.3333	476	diploidy
A1	MvSl-1064-A1-R4_MC06g07273	aAutosome	9	94.2222	848	diploidy
A1	MvSl-1064-A1-R4_MC06g07274	aAutosome	3	89	267	diploidy
A1	MvSl-1064-A1-R4_MC06g07275	aAutosome	2	104	208	diploidy
A1	MvSl-1064-A1-R4_MC06g07276	aAutosome	1	78	78	diploidy
A1	MvSl-1064-A1-R4_MC06g07277	aAutosome	3	91.6667	275	diploidy
A1	MvSl-1064-A1-R4_MC06g07278	aAutosome	2	73	146	diploidy
A1	MvSl-1064-A1-R4_MC06g07279	aAutosome	4	87.75	351	diploidy
A1	MvSl-1064-A1-R4_MC06g07280	aAutosome	11	87.4545	962	diploidy
A1	MvSl-1064-A1-R4_MC06g07281	aAutosome	3	82	246	diploidy
A1	MvSl-1064-A1-R4_MC06g07282	aAutosome	5	77	385	diploidy
A1	MvSl-1064-A1-R4_MC06g07283	aAutosome	7	88.1429	617	diploidy
A1	MvSl-1064-A1-R4_MC06g07284	aAutosome	7	97.2857	681	diploidy
A1	MvSl-1064-A1-R4_MC06g07285	aAutosome	8	77.25	618	diploidy
A1	MvSl-1064-A1-R4_MC06g07286	aAutosome	4	78.25	313	diploidy
A1	MvSl-1064-A1-R4_MC06g07287	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07288	aAutosome	3	115.333	346	diploidy
A1	MvSl-1064-A1-R4_MC06g07289	aAutosome	1	60	60	diploidy
A1	MvSl-1064-A1-R4_MC06g07290	aAutosome	3	74.3333	223	diploidy
A1	MvSl-1064-A1-R4_MC06g07291	aAutosome	1	67	67	diploidy
A1	MvSl-1064-A1-R4_MC06g07292	aAutosome	3	118.667	356	diploidy
A1	MvSl-1064-A1-R4_MC06g07293	aAutosome	7	71.4286	500	diploidy
A1	MvSl-1064-A1-R4_MC06g07294	aAutosome	2	119.5	239	diploidy
A1	MvSl-1064-A1-R4_MC06g07295	aAutosome	3	78.3333	235	diploidy
A1	MvSl-1064-A1-R4_MC06g07296	aAutosome	13	96.2308	1251	diploidy
A1	MvSl-1064-A1-R4_MC06g07297	aAutosome	1	81	81	diploidy
A1	MvSl-1064-A1-R4_MC06g07298	aAutosome	4	94	376	diploidy
A1	MvSl-1064-A1-R4_MC06g07299	aAutosome	7	86.8571	608	diploidy
A1	MvSl-1064-A1-R4_MC06g07300	aAutosome	5	72.6	363	diploidy
A1	MvSl-1064-A1-R4_MC06g07301	aAutosome	6	77.8333	467	diploidy
A1	MvSl-1064-A1-R4_MC06g07302	aAutosome	3	106.333	319	diploidy
A1	MvSl-1064-A1-R4_MC06g07303	aAutosome	5	73.4	367	diploidy
A1	MvSl-1064-A1-R4_MC06g07304	aAutosome	5	81	405	diploidy
A1	MvSl-1064-A1-R4_MC06g07305	aAutosome	2	98	196	diploidy
A1	MvSl-1064-A1-R4_MC06g07306	aAutosome	3	98.6667	296	diploidy
A1	MvSl-1064-A1-R4_MC06g07307	aAutosome	8	90.375	723	diploidy
A1	MvSl-1064-A1-R4_MC06g07308	aAutosome	11	72.5455	798	diploidy
A1	MvSl-1064-A1-R4_MC06g07309	aAutosome	9	98.3333	885	diploidy
A1	MvSl-1064-A1-R4_MC06g07310	aAutosome	4	130.75	523	diploidy
A1	MvSl-1064-A1-R4_MC06g07311	aAutosome	9	89.1111	802	diploidy
A1	MvSl-1064-A1-R4_MC06g07312	aAutosome	6	82.3333	494	diploidy
A1	MvSl-1064-A1-R4_MC06g07313	aAutosome	2	84.5	169	diploidy
A1	MvSl-1064-A1-R4_MC06g07314	aAutosome	3	89.3333	268	diploidy
A1	MvSl-1064-A1-R4_MC06g07315	aAutosome	4	105.75	423	diploidy
A1	MvSl-1064-A1-R4_MC06g07316	aAutosome	2	61.5	123	diploidy
A1	MvSl-1064-A1-R4_MC06g07317	aAutosome	4	89.25	357	diploidy
A1	MvSl-1064-A1-R4_MC06g07318	aAutosome	2	58	116	diploidy
A1	MvSl-1064-A1-R4_MC06g07319	aAutosome	2	91	182	diploidy
A1	MvSl-1064-A1-R4_MC06g07320	aAutosome	1	83	83	diploidy
A1	MvSl-1064-A1-R4_MC06g07321	aAutosome	2	59.5	119	diploidy
A1	MvSl-1064-A1-R4_MC06g07322	aAutosome	1	89	89	diploidy
A1	MvSl-1064-A1-R4_MC06g07323	aAutosome	1	167	167	diploidy
A1	MvSl-1064-A1-R4_MC06g07324	aAutosome	2	83.5	167	diploidy
A1	MvSl-1064-A1-R4_MC06g07325	aAutosome	2	102.5	205	diploidy
A1	MvSl-1064-A1-R4_MC06g07326	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07327	aAutosome	8	84.625	677	diploidy
A1	MvSl-1064-A1-R4_MC06g07328	aAutosome	4	96.25	385	diploidy
A1	MvSl-1064-A1-R4_MC06g07329	aAutosome	2	87	174	diploidy
A1	MvSl-1064-A1-R4_MC06g07330	aAutosome	4	96.75	387	diploidy
A1	MvSl-1064-A1-R4_MC06g07331	aAutosome	8	79.625	637	diploidy
A1	MvSl-1064-A1-R4_MC06g07332	aAutosome	3	148.333	445	diploidy
A1	MvSl-1064-A1-R4_MC06g07333	aAutosome	3	76.6667	230	diploidy
A1	MvSl-1064-A1-R4_MC06g07334	aAutosome	1	143	143	diploidy
A1	MvSl-1064-A1-R4_MC06g07335	aAutosome	7	80	560	diploidy
A1	MvSl-1064-A1-R4_MC06g07336	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07337	aAutosome	1	83	83	diploidy
A1	MvSl-1064-A1-R4_MC06g07338	aAutosome	1	92	92	diploidy
A1	MvSl-1064-A1-R4_MC06g07339	aAutosome	3	77.3333	232	diploidy
A1	MvSl-1064-A1-R4_MC06g07340	aAutosome	3	89.6667	269	diploidy
A1	MvSl-1064-A1-R4_MC06g07341	aAutosome	7	99.2857	695	diploidy
A1	MvSl-1064-A1-R4_MC06g07342	aAutosome	3	63	189	diploidy
A1	MvSl-1064-A1-R4_MC06g07343	aAutosome	3	63.3333	190	diploidy
A1	MvSl-1064-A1-R4_MC06g07344	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07345	aAutosome	4	99.25	397	diploidy
A1	MvSl-1064-A1-R4_MC06g07346	aAutosome	3	73	219	diploidy
A1	MvSl-1064-A1-R4_MC06g07347	aAutosome	2	73.5	147	diploidy
A1	MvSl-1064-A1-R4_MC06g07348	aAutosome	2	61.5	123	diploidy
A1	MvSl-1064-A1-R4_MC06g07349	aAutosome	8	104.875	839	diploidy
A1	MvSl-1064-A1-R4_MC06g07350	aAutosome	8	112.375	899	diploidy
A1	MvSl-1064-A1-R4_MC06g07351	aAutosome	5	139.8	699	diploidy
A1	MvSl-1064-A1-R4_MC06g07352	aAutosome	4	90.25	361	diploidy
A1	MvSl-1064-A1-R4_MC06g07353	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07354	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07355	aAutosome	1	100	100	diploidy
A1	MvSl-1064-A1-R4_MC06g07356	aAutosome	4	91.75	367	diploidy
A1	MvSl-1064-A1-R4_MC06g07357	aAutosome	6	93.6667	562	diploidy
A1	MvSl-1064-A1-R4_MC06g07358	aAutosome	6	86.1667	517	diploidy
A1	MvSl-1064-A1-R4_MC06g07359	aAutosome	6	136.167	817	diploidy
A1	MvSl-1064-A1-R4_MC06g07360	aAutosome	7	117.571	823	diploidy
A1	MvSl-1064-A1-R4_MC06g07361	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07362	aAutosome	2	168	336	diploidy
A1	MvSl-1064-A1-R4_MC06g07363	aAutosome	8	76.875	615	diploidy
A1	MvSl-1064-A1-R4_MC06g07364	aAutosome	4	123.75	495	diploidy
A1	MvSl-1064-A1-R4_MC06g07365	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07366	aAutosome	1	99	99	diploidy
A1	MvSl-1064-A1-R4_MC06g07367	aAutosome	3	101.667	305	diploidy
A1	MvSl-1064-A1-R4_MC06g07368	aAutosome	7	116.286	814	diploidy
A1	MvSl-1064-A1-R4_MC06g07369	aAutosome	4	122	488	diploidy
A1	MvSl-1064-A1-R4_MC06g07370	aAutosome	2	56.5	113	diploidy
A1	MvSl-1064-A1-R4_MC06g07371	aAutosome	5	75.8	379	diploidy
A1	MvSl-1064-A1-R4_MC06g07372	aAutosome	5	75.8	379	diploidy
A1	MvSl-1064-A1-R4_MC06g07373	aAutosome	1	77	77	diploidy
A1	MvSl-1064-A1-R4_MC06g07374	aAutosome	3	69.3333	208	diploidy
A1	MvSl-1064-A1-R4_MC06g07375	aAutosome	1	83	83	diploidy
A1	MvSl-1064-A1-R4_MC06g07376	aAutosome	4	77.25	309	diploidy
A1	MvSl-1064-A1-R4_MC06g07377	aAutosome	7	129	903	diploidy
A1	MvSl-1064-A1-R4_MC06g07378	aAutosome	1	155	155	diploidy
A1	MvSl-1064-A1-R4_MC06g07379	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07380	aAutosome	11	75.1818	827	diploidy
A1	MvSl-1064-A1-R4_MC06g07381	aAutosome	2	62.5	125	diploidy
A1	MvSl-1064-A1-R4_MC06g07382	aAutosome	1	77	77	diploidy
A1	MvSl-1064-A1-R4_MC06g07383	aAutosome	20	88.45	1769	diploidy
A1	MvSl-1064-A1-R4_MC06g07384	aAutosome	2	133	266	diploidy
A1	MvSl-1064-A1-R4_MC06g07385	aAutosome	3	74.3333	223	diploidy
A1	MvSl-1064-A1-R4_MC06g07386	aAutosome	2	126	252	diploidy
A1	MvSl-1064-A1-R4_MC06g07387	aAutosome	8	83	664	diploidy
A1	MvSl-1064-A1-R4_MC06g07388	aAutosome	2	104.5	209	diploidy
A1	MvSl-1064-A1-R4_MC06g07389	aAutosome	6	91	546	diploidy
A1	MvSl-1064-A1-R4_MC06g07390	aAutosome	3	106.667	320	diploidy
A1	MvSl-1064-A1-R4_MC06g07391	aAutosome	3	83	249	diploidy
A1	MvSl-1064-A1-R4_MC06g07392	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07393	aAutosome	3	112.667	338	diploidy
A1	MvSl-1064-A1-R4_MC06g07394	aAutosome	2	187	374	diploidy
A1	MvSl-1064-A1-R4_MC06g07395	aAutosome	2	74	148	diploidy
A1	MvSl-1064-A1-R4_MC06g07396	aAutosome	8	85.25	682	diploidy
A1	MvSl-1064-A1-R4_MC06g07397	aAutosome	3	98.6667	296	diploidy
A1	MvSl-1064-A1-R4_MC06g07398	aAutosome	6	94.1667	565	diploidy
A1	MvSl-1064-A1-R4_MC06g07399	aAutosome	1	70	70	diploidy
A1	MvSl-1064-A1-R4_MC06g07400	aAutosome	4	92.5	370	diploidy
A1	MvSl-1064-A1-R4_MC06g07401	aAutosome	3	78.6667	236	diploidy
A1	MvSl-1064-A1-R4_MC06g07402	aAutosome	3	72	216	diploidy
A1	MvSl-1064-A1-R4_MC06g07403	aAutosome	7	84.8571	594	diploidy
A1	MvSl-1064-A1-R4_MC06g07404	aAutosome	7	72.5714	508	diploidy
A1	MvSl-1064-A1-R4_MC06g07405	aAutosome	1	54	54	diploidy
A1	MvSl-1064-A1-R4_MC06g07406	aAutosome	6	81.5	489	diploidy
A1	MvSl-1064-A1-R4_MC06g07408	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07409	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07410	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07411	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07412	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07413	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07414	aAutosome	4	82.5	330	diploidy
A1	MvSl-1064-A1-R4_MC06g07415	aAutosome	5	83.8	419	diploidy
A1	MvSl-1064-A1-R4_MC06g07416	aAutosome	7	79.7143	558	diploidy
A1	MvSl-1064-A1-R4_MC06g07417	aAutosome	1	67	67	diploidy
A1	MvSl-1064-A1-R4_MC06g07418	aAutosome	1	103	103	diploidy
A1	MvSl-1064-A1-R4_MC06g07419	aAutosome	5	80	400	diploidy
A1	MvSl-1064-A1-R4_MC06g07420	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07421	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07422	aAutosome	2	84	168	diploidy
A1	MvSl-1064-A1-R4_MC06g07423	aAutosome	4	100.5	402	diploidy
A1	MvSl-1064-A1-R4_MC06g07424	aAutosome	7	74.5714	522	diploidy
A1	MvSl-1064-A1-R4_MC06g07425	aAutosome	2	82.5	165	diploidy
A1	MvSl-1064-A1-R4_MC06g07426	aAutosome	7	103.429	724	diploidy
A1	MvSl-1064-A1-R4_MC06g07427	aAutosome	7	122.714	859	diploidy
A1	MvSl-1064-A1-R4_MC06g07428	aAutosome	3	65	195	diploidy
A1	MvSl-1064-A1-R4_MC06g07429	aAutosome	4	70.5	282	diploidy
A1	MvSl-1064-A1-R4_MC06g07430	aAutosome	4	116.25	465	diploidy
A1	MvSl-1064-A1-R4_MC06g07431	aAutosome	2	73.5	147	diploidy
A1	MvSl-1064-A1-R4_MC06g07432	aAutosome	3	263.667	791	diploidy
A1	MvSl-1064-A1-R4_MC06g07434	aAutosome	3	59	177	diploidy
A1	MvSl-1064-A1-R4_MC06g07437	aAutosome	8	113	904	diploidy
A1	MvSl-1064-A1-R4_MC06g07438	aAutosome	7	118.286	828	diploidy
A1	MvSl-1064-A1-R4_MC06g07439	aAutosome	2	84	168	diploidy
A1	MvSl-1064-A1-R4_MC06g07440	aAutosome	1	181	181	diploidy
A1	MvSl-1064-A1-R4_MC06g07441	aAutosome	6	85.5	513	diploidy
A1	MvSl-1064-A1-R4_MC06g07442	aAutosome	2	78	156	diploidy
A1	MvSl-1064-A1-R4_MC06g07443	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07444	aAutosome	3	71.6667	215	diploidy
A1	MvSl-1064-A1-R4_MC06g07447	aAutosome	5	84.2	421	diploidy
A1	MvSl-1064-A1-R4_MC06g07450	aAutosome	11	84.2727	927	diploidy
A1	MvSl-1064-A1-R4_MC06g07451	aAutosome	4	98.5	394	diploidy
A1	MvSl-1064-A1-R4_MC06g07452	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07453	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07454	aAutosome	3	149.333	448	diploidy
A1	MvSl-1064-A1-R4_MC06g07455	aAutosome	5	90.4	452	diploidy
A1	MvSl-1064-A1-R4_MC06g07456	aAutosome	6	86.6667	520	diploidy
A1	MvSl-1064-A1-R4_MC06g07457	aAutosome	10	104.1	1041	diploidy
A1	MvSl-1064-A1-R4_MC06g07458	aAutosome	1	90	90	diploidy
A1	MvSl-1064-A1-R4_MC06g07459	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07460	aAutosome	6	122	732	diploidy
A1	MvSl-1064-A1-R4_MC06g07461	aAutosome	1	106	106	diploidy
A1	MvSl-1064-A1-R4_MC06g07462	aAutosome	4	67.75	271	diploidy
A1	MvSl-1064-A1-R4_MC06g07463	aAutosome	10	84.5	845	diploidy
A1	MvSl-1064-A1-R4_MC06g07464	aAutosome	4	83	332	diploidy
A1	MvSl-1064-A1-R4_MC06g07465	aAutosome	6	84.6667	508	diploidy
A1	MvSl-1064-A1-R4_MC06g07466	aAutosome	2	153.5	307	diploidy
A1	MvSl-1064-A1-R4_MC06g07467	aAutosome	5	114.8	574	diploidy
A1	MvSl-1064-A1-R4_MC06g07468	aAutosome	9	71.4444	643	diploidy
A1	MvSl-1064-A1-R4_MC06g07469	aAutosome	1	75	75	diploidy
A1	MvSl-1064-A1-R4_MC06g07470	aAutosome	1	69	69	diploidy
A1	MvSl-1064-A1-R4_MC06g07471	aAutosome	10	98.1	981	diploidy
A1	MvSl-1064-A1-R4_MC06g07472	aAutosome	9	97.4444	877	diploidy
A1	MvSl-1064-A1-R4_MC06g07473	aAutosome	1	44	44	diploidy
A1	MvSl-1064-A1-R4_MC06g07474	aAutosome	6	131	786	diploidy
A1	MvSl-1064-A1-R4_MC06g07475	aAutosome	9	65.7778	592	diploidy
A1	MvSl-1064-A1-R4_MC06g07476	aAutosome	3	73.6667	221	diploidy
A1	MvSl-1064-A1-R4_MC06g07477	aAutosome	4	66.75	267	diploidy
A1	MvSl-1064-A1-R4_MC06g07478	aAutosome	7	76	532	diploidy
A1	MvSl-1064-A1-R4_MC06g07479	aAutosome	2	76.5	153	diploidy
A1	MvSl-1064-A1-R4_MC06g07480	aAutosome	3	66	198	diploidy
A1	MvSl-1064-A1-R4_MC06g07481	aAutosome	3	104	312	diploidy
A1	MvSl-1064-A1-R4_MC06g07482	aAutosome	6	122.667	736	diploidy
A1	MvSl-1064-A1-R4_MC06g07483	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07484	aAutosome	2	98.5	197	diploidy
A1	MvSl-1064-A1-R4_MC06g07485	aAutosome	1	78	78	diploidy
A1	MvSl-1064-A1-R4_MC06g07486	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07487	aAutosome	2	48.5	97	diploidy
A1	MvSl-1064-A1-R4_MC06g07488	aAutosome	1	707	707	diploidy
A1	MvSl-1064-A1-R4_MC06g07489	aAutosome	1	67	67	diploidy
A1	MvSl-1064-A1-R4_MC06g07490	aAutosome	3	181.667	545	diploidy
A1	MvSl-1064-A1-R4_MC06g07491	aAutosome	1	72	72	diploidy
A1	MvSl-1064-A1-R4_MC06g07492	aAutosome	8	109.125	873	diploidy
A1	MvSl-1064-A1-R4_MC06g07493	aAutosome	3	165	495	diploidy
A1	MvSl-1064-A1-R4_MC06g07494	aAutosome	6	94.3333	566	diploidy
A1	MvSl-1064-A1-R4_MC06g07495	aAutosome	1	112	112	diploidy
A1	MvSl-1064-A1-R4_MC06g07496	aAutosome	4	83.75	335	diploidy
A1	MvSl-1064-A1-R4_MC06g07497	aAutosome	2	66.5	133	diploidy
A1	MvSl-1064-A1-R4_MC06g07498	aAutosome	6	94.1667	565	diploidy
A1	MvSl-1064-A1-R4_MC06g07499	aAutosome	2	97.5	195	diploidy
A1	MvSl-1064-A1-R4_MC06g07500	aAutosome	1	101	101	diploidy
A1	MvSl-1064-A1-R4_MC06g07501	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07502	aAutosome	4	113	452	diploidy
A1	MvSl-1064-A1-R4_MC06g07503	aAutosome	5	98.4	492	diploidy
A1	MvSl-1064-A1-R4_MC06g07504	aAutosome	6	178.167	1069	diploidy
A1	MvSl-1064-A1-R4_MC06g07505	aAutosome	9	90.8889	818	diploidy
A1	MvSl-1064-A1-R4_MC06g07506	aAutosome	6	91.1667	547	diploidy
A1	MvSl-1064-A1-R4_MC06g07507	aAutosome	8	80.75	646	diploidy
A1	MvSl-1064-A1-R4_MC06g07508	aAutosome	3	79.3333	238	diploidy
A1	MvSl-1064-A1-R4_MC06g07509	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07510	aAutosome	7	76	532	diploidy
A1	MvSl-1064-A1-R4_MC06g07511	aAutosome	1	49	49	diploidy
A1	MvSl-1064-A1-R4_MC06g07512	aAutosome	2	156	312	diploidy
A1	MvSl-1064-A1-R4_MC06g07513	aAutosome	1	0	0	diploidy
A1	MvSl-1064-A1-R4_MC06g07514	aAutosome	2	77	154	diploidy
A1	MvSl-1064-A1-R4_MC06g07515	aAutosome	5	138.6	693	diploidy
A1	MvSl-1064-A1-R4_MC06g07516	aAutosome	3	97.3333	292	diploidy
A1	MvSl-1064-A1-R4_MC06g07517	aAutosome	2	97	194	diploidy
A1	MvSl-1064-A1-R4_MC06g07518	aAutosome	3	97.6667	293	diploidy
A1	MvSl-1064-A1-R4_MC06g07519	aAutosome	6	91.1667	547	diploidy
A1	MvSl-1064-A1-R4_MC06g07520	aAutosome	6	70.8333	425	diploidy
A1	MvSl-1064-A1-R4_MC06g07521	aAutosome	3	82.6667	248	diploidy
A1	MvSl-1064-A1-R4_MC06g07522	aAutosome	3	81.3333	244	diploidy
A1	MvSl-1064-A1-R4_MC06g07523	aAutosome	1	170	170	diploidy
A1	MvSl-1064-A1-R4_MC06g07524	aAutosome	3	97.6667	293	diploidy
A1	MvSl-1064-A1-R4_MC06g07525	aAutosome	4	123.75	495	diploidy
A1	MvSl-1064-A1-R4_MC06g07526	aAutosome	2	92.5	185	diploidy
A1	MvSl-1064-A1-R4_MC06g07527	aAutosome	2	119	238	diploidy
A1	MvSl-1064-A1-R4_MC06g07528	aAutosome	4	119.75	479	diploidy
A1	MvSl-1064-A1-R4_MC06g07529	aAutosome	2	85	170	diploidy
A1	MvSl-1064-A1-R4_MC06g07530	aAutosome	3	109	327	diploidy
A1	MvSl-1064-A1-R4_MC06g07531	aAutosome	4	101	404	diploidy
A1	MvSl-1064-A1-R4_MC06g07532	aAutosome	3	72.3333	217	diploidy
