gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	averagewater	averagedi	log2ratio_waterdi	averagerich	log2ratio_richdi	log2ratio_waterrich
MvSl-1064-A1-R4_A1g00338	MvSl-1064-A1-R4_A1	MAT	762986	764724	6.288573973	2.499430718	0.59602737	-1.903403349	0.000238384	0.259232911	0.00933721	0.001037411	0.46326794	0.024516696	6.865629939	6.864221201	4.821009328	5.004101533	6.273295883	6.400544024	6.86492557	6.336919954	0.115462287	4.91255543	-0.367308106	0.482770393
MvSl-1064-A1-R4_A1g00096	MvSl-1064-A1-R4_A1	MAT	218396	218626	4.072193668	0	-4.138591068	-4.138591068	1	0.012228866	0.022452586	1	0.047130127	0.050710957	3.654595526	3.654595526	3.654595526	3.654595526	4.753997759	4.619093476	3.654595526	4.686545618	-0.358813182	3.654595526	-0.358813182	0
MvSl-1064-A1-R4_A1g01085	MvSl-1064-A1-R4_A1	MAT	2373779	2375206	4.157414944	2.162100009	-1.976540538	-4.138640547	0.285409693	0.11470502	0.022550192	0.412833194	0.279333467	0.050710957	4.153364272	3.654595526	3.654595526	3.654595526	4.753997759	4.619093476	3.903979899	4.686545618	-0.263579301	3.654595526	-0.358813182	0.095233881
MvSl-1064-A1-R4_A1g00622	MvSl-1064-A1-R4_A1	MAT	1355213	1356312	12.85277937	3.264249407	0.387437793	-2.876811614	4.18E-23	0.193557539	9.08E-19	4.91E-21	0.392911021	2.51E-17	13.51801533	13.54897471	10.41816514	10.1343785	13.10054282	13.19104497	13.53349502	13.14579389	0.041933192	10.27627182	-0.355284314	0.397217505
MvSl-1064-A1-R4_A1g00213	MvSl-1064-A1-R4_A1	MAT	481957	483035	7.07221041	1.647881141	-0.170761058	-1.818642199	0.002303041	0.702090381	0.000792569	0.007516871	0.882306094	0.002649532	7.352503513	7.293812387	6.234288018	5.494722048	7.41686444	7.541640419	7.32315795	7.47925243	-0.030428163	5.864505033	-0.350884727	0.320456564
MvSl-1064-A1-R4_A1g01179	MvSl-1064-A1-R4_A1	MAT	2609428	2609592	9.79288886	2.672652315	0.505312164	-2.167340151	7.37E-14	0.108083445	1.51E-09	1.57E-12	0.265964498	1.24E-08	10.45789892	10.47283653	7.703932953	7.983364906	9.832835786	10.08335596	10.46536773	9.958095873	0.071681195	7.843648929	-0.344344941	0.416026136
MvSl-1064-A1-R4_A1g00429	MvSl-1064-A1-R4_A1	MAT	974324	974825	11.57432861	1.513215849	-1.079171685	-2.592387534	6.78E-06	0.000851451	5.78E-14	4.08E-05	0.004764069	7.34E-13	11.25357351	11.47230453	10.23329774	9.385897399	12.21713354	12.63676028	11.36293902	12.42694691	-0.129135858	9.809597572	-0.341206036	0.212070178
MvSl-1064-A1-R4_A1g00617	MvSl-1064-A1-R4_A1	MAT	1350312	1350852	4.070089568	0	-4.138283107	-4.138283107	1	0.012233778	0.022460964	1	0.047130127	0.050710957	3.654595526	3.654595526	3.654595526	3.654595526	4.306581242	4.933815107	3.654595526	4.620198175	-0.338242991	3.654595526	-0.338242991	0
MvSl-1064-A1-R4_A1g00931	MvSl-1064-A1-R4_A1	MAT	2009185	2010535	9.41765202	1.467285117	-0.393074734	-1.860359851	0.001940144	0.377964748	9.34E-05	0.006376697	0.58053409	0.000388638	9.677320756	9.462140192	8.793106662	7.017695288	9.798278648	10.10705875	9.569730474	9.952668701	-0.056605128	7.905400975	-0.33224478	0.275639652
MvSl-1064-A1-R4_A1g00688	MvSl-1064-A1-R4_A1	MAT	1475930	1476249	6.949294711	2.516279004	0.828258671	-1.688020333	8.54E-06	0.07334016	0.005688614	4.96E-05	0.203925166	0.015702849	7.525377981	7.745771916	5.457434477	5.494722048	6.913105728	6.838362585	7.635574949	6.875734156	0.151223029	5.476078262	-0.3283707	0.479593729
MvSl-1064-A1-R4_A1g00978	MvSl-1064-A1-R4_A1	MAT	2099737	2099955	4.65521349	1.738250634	-0.493547666	-2.2317983	0.167977539	0.567060031	0.064951991	0.273181465	0.763662506	0.125112442	4.153364272	5.157220877	4.352605324	3.654595526	5.095010095	4.933815107	4.655292575	5.014412601	-0.10720887	4.003600425	-0.324782716	0.217573846
MvSl-1064-A1-R4_A1g00992	MvSl-1064-A1-R4_A1	MAT	2127995	2129040	4.76533715	2.197781535	-0.034235779	-2.232017314	0.061714585	0.965876199	0.063841476	0.127779097	1	0.123479398	5.061691818	4.902634891	4.352605324	3.654595526	5.095010095	4.933815107	4.982163355	5.014412601	-0.009308385	4.003600425	-0.324782716	0.315474331
MvSl-1064-A1-R4_A1g01004	MvSl-1064-A1-R4_A1	MAT	2160519	2162242	5.607946202	1.44737994	-0.35110125	-1.79848119	0.127204932	0.655450555	0.05611001	0.221430807	0.85099934	0.11034186	6.325683396	4.593287381	4.821009328	4.677613573	5.601942769	6.294432853	5.459485389	5.948187811	-0.123685231	4.74931145	-0.324731832	0.201046601
MvSl-1064-A1-R4_A1g00875	MvSl-1064-A1-R4_A1	MAT	1880922	1881191	5.307513803	2.496459896	0.731086178	-1.765373718	0.006274101	0.287868447	0.08538282	0.0183157	0.481390461	0.156757522	5.452871206	6.135880809	4.821009328	3.654595526	5.370628505	5.192025128	5.794376008	5.281326817	0.133752886	4.237802427	-0.317584092	0.451336978
MvSl-1064-A1-R4_A1g00161	MvSl-1064-A1-R4_A1	MAT	353892	354131	5.376891703	2.658559458	0.89250755	-1.766051908	0.002690965	0.179286773	0.083106378	0.008545633	0.379559213	0.154655239	5.892484755	6.01230303	4.821009328	3.654595526	5.370628505	5.192025128	5.952393893	5.281326817	0.172569578	4.237802427	-0.317584092	0.49015367
MvSl-1064-A1-R4_A1g00946	MvSl-1064-A1-R4_A1	MAT	2036016	2036426	5.497727814	0.281480681	-1.391623802	-1.673104483	0.742783927	0.039538442	0.025022168	0.879366362	0.128159087	0.055473675	5.270499382	4.902634891	5.174034766	4.677613573	5.976323456	6.294432853	5.086567137	6.135378155	-0.27045994	4.925824169	-0.316787137	0.046327196
MvSl-1064-A1-R4_A1g00480	MvSl-1064-A1-R4_A1	MAT	1059890	1060588	7.931147902	0.736462578	-0.857209265	-1.593671843	0.117410004	0.045106676	0.000531924	0.208236612	0.144218624	0.00189397	7.642667263	7.857718289	6.234288018	7.555147156	8.330815957	8.774538615	7.750192776	8.552677286	-0.142143909	6.894717587	-0.310884646	0.168740737
MvSl-1064-A1-R4_A1g00816	MvSl-1064-A1-R4_A1	MAT	1736704	1736911	9.051920716	1.502815739	-0.352445887	-1.855261626	0.000137872	0.32695758	2.59E-06	0.000623075	0.531609246	1.40E-05	8.861380183	9.531302378	7.468896959	8.019948513	9.501630769	9.649884792	9.196341281	9.575757781	-0.058326654	7.744422736	-0.306228954	0.247902301
MvSl-1064-A1-R4_A1g01300	MvSl-1064-A1-R4_A1	MAT	2881852	2882406	9.302304954	3.25555582	1.339318827	-1.916236993	1.63E-11	0.001742324	6.89E-05	2.40E-10	0.008805293	0.000300038	10.26405012	10.27866825	7.023919608	7.219917286	8.085406733	9.478751949	10.27135919	8.782079341	0.225992629	7.121918447	-0.302296653	0.528289282
MvSl-1064-A1-R4_A1g00385	MvSl-1064-A1-R4_A1	MAT	871029	871187	4.317039736	3.899416661	0.147947312	-3.75146935	0.033135221	0.885994641	0.048488946	0.075495858	0.996643377	0.097227414	3.654595526	5.157220877	3.654595526	3.654595526	4.753997759	4.215987328	4.405908201	4.484992544	-0.02566615	3.654595526	-0.295393843	0.269727692
MvSl-1064-A1-R4_A1g00574	MvSl-1064-A1-R4_A1	MAT	1273863	1274099	7.038222069	2.530343473	1.027575864	-1.50276761	4.36E-06	0.026062337	0.012584268	2.77E-05	0.092797716	0.031129505	7.679736315	7.893183224	5.457434477	5.688986326	6.996762184	6.678805704	7.786459769	6.837783944	0.187438696	5.573210402	-0.295020219	0.482458915
MvSl-1064-A1-R4_A1g00781	MvSl-1064-A1-R4_A1	MAT	1656140	1656382	6.35530002	-0.173004613	-1.037458844	-0.864454231	0.85117104	0.24212404	0.335788784	0.965504109	0.436008808	0.462817386	5.270499382	6.453502749	6.934321552	4.254944124	6.729663132	6.982017197	5.862001065	6.855840164	-0.225940245	5.594632838	-0.293290021	0.067349776
MvSl-1064-A1-R4_A1g01435	MvSl-1064-A1-R4_A1	MAT	3199055	3199315	4.069628798	2.162350754	-1.588083707	-3.750434462	0.285291959	0.231695108	0.048022261	0.412833194	0.426348289	0.096868938	3.654595526	4.198976763	3.654595526	3.654595526	4.306581242	4.619093476	3.926786144	4.462837359	-0.184612201	3.654595526	-0.288249487	0.103637286
MvSl-1064-A1-R4_A1g01333	MvSl-1064-A1-R4_A1	MAT	2955021	2955491	4.312342968	3.897776883	0.147788713	-3.74998817	0.033250304	0.886173311	0.048613707	0.075495858	0.996643377	0.097227414	4.523293559	4.593287381	3.654595526	3.654595526	4.306581242	4.619093476	4.55829047	4.462837359	0.03053163	3.654595526	-0.288249487	0.318781117
MvSl-1064-A1-R4_A1g00336	MvSl-1064-A1-R4_A1	MAT	761485	762354	5.686561013	2.587375914	1.031466515	-1.555909399	0.001930801	0.123760852	0.099768558	0.006376697	0.287958418	0.17829362	6.658399442	5.877139744	4.352605324	4.677613573	5.601942769	5.410961655	6.267769593	5.506452212	0.186829052	4.515109448	-0.286362135	0.473191187
MvSl-1064-A1-R4_A1g01284	MvSl-1064-A1-R4_A1	MAT	2842509	2842715	9.784590764	-0.781730311	-2.709355634	-1.927625323	0.045527508	3.46E-12	3.05E-07	0.097707437	7.39E-11	1.93E-06	7.785549883	8.533344025	8.573290421	9.253902086	10.81709803	10.90508448	8.159446954	10.86109126	-0.412625789	8.913596253	-0.285089544	-0.127536245
MvSl-1064-A1-R4_A1g01206	MvSl-1064-A1-R4_A1	MAT	2678343	2678771	4.763907057	2.201343412	-0.021603508	-2.22294692	0.064118251	0.978469301	0.067676158	0.13139733	1	0.129827732	4.523293559	5.373548278	4.352605324	3.654595526	4.306581242	5.410961655	4.948420918	4.858771449	0.026376652	4.003600425	-0.279293577	0.305670228
MvSl-1064-A1-R4_A1g01434	MvSl-1064-A1-R4_A1	MAT	3198097	3198935	4.707861986	2.195525045	0.214112184	-1.981412861	0.062944908	0.797999294	0.114016973	0.129754854	0.956054431	0.19557656	5.270499382	4.593287381	4.352605324	3.654595526	5.095010095	4.619093476	4.931893382	4.857051786	0.022060743	4.003600425	-0.278782874	0.300843617
MvSl-1064-A1-R4_A1g00748	MvSl-1064-A1-R4_A1	MAT	1577528	1577867	12.4722229	1.037291973	-1.226806757	-2.26409873	0.000546349	3.55E-05	2.22E-13	0.002104788	0.000321022	2.61E-12	12.05553394	12.18421875	11.27218283	10.87986912	13.31025962	13.38044006	12.11987635	13.34534984	-0.138962145	11.07602598	-0.268896782	0.129934637
MvSl-1064-A1-R4_A1g00889	MvSl-1064-A1-R4_A1	MAT	1916537	1917571	10.00768932	0.478939729	-1.379335106	-1.858274835	0.19125414	0.000103777	4.17E-07	0.303680561	0.000840954	2.54E-06	9.372296385	9.597300084	9.320818856	8.653015415	10.51764879	11.12225081	9.484798234	10.8199498	-0.190004816	8.986917135	-0.267795601	0.077790785
MvSl-1064-A1-R4_A1g00664	MvSl-1064-A1-R4_A1	MAT	1432159	1432326	5.231548794	1.439723286	-0.102682256	-1.542405541	0.105690305	0.881943246	0.086878835	0.191793218	0.996643377	0.157656573	5.061691818	5.727991797	4.352605324	4.677613573	5.095010095	5.768910961	5.394841807	5.431960528	-0.00989234	4.515109448	-0.266712036	0.256819697
MvSl-1064-A1-R4_A1g00628	MvSl-1064-A1-R4_A1	MAT	1369568	1370214	9.775300701	1.712608049	0.03985004	-1.672758009	1.33E-05	0.913871123	2.21E-05	7.62E-05	1	0.000105819	9.816971131	10.44323343	8.040888507	8.807490833	9.921135107	10.29764316	10.13010228	10.10938913	0.002952917	8.42418967	-0.263086	0.266038917
MvSl-1064-A1-R4_A1g00387	MvSl-1064-A1-R4_A1	MAT	875047	876411	7.393448409	2.85691919	1.645126285	-1.211792905	5.79E-08	0.000346874	0.04024418	5.44E-07	0.002296205	0.083693648	8.475207009	8.178342277	5.174034766	6.151504108	6.996762184	6.591881593	8.326774643	6.794321889	0.29342821	5.662769437	-0.262821778	0.556249988
MvSl-1064-A1-R4_A1g00001	MvSl-1064-A1-R4_A1	MAT	1	453	8.025654265	-0.052251334	-1.314038294	-1.26178696	0.933384202	0.030743836	0.040555378	1	0.10321145	0.083969284	7.679736315	7.239735122	8.240989021	6.151504108	9.235012908	7.97851941	7.459735718	8.606766159	-0.206346752	7.196246565	-0.258226654	0.051879901
MvSl-1064-A1-R4_A1g01187	MvSl-1064-A1-R4_A1	MAT	2622754	2622957	5.230721545	1.556787139	0.155426358	-1.401360781	0.068639061	0.81713523	0.119211815	0.137278123	0.964958688	0.203743829	5.452871206	5.561627799	4.352605324	4.677613573	5.370628505	5.410961655	5.507249503	5.39079508	0.030833901	4.515109448	-0.25573711	0.286571011
MvSl-1064-A1-R4_A1g00173	MvSl-1064-A1-R4_A1	MAT	378060	378408	16.59900692	6.818863815	4.848600385	-1.970263431	7.96E-25	9.50E-16	0.00022952	1.25E-22	3.19E-14	0.000860725	18.08218137	18.16095164	11.84243209	10.46140693	13.14247272	13.3965588	18.1215665	13.26951576	0.449591949	11.15191951	-0.25082367	0.70041562
MvSl-1064-A1-R4_A1g00994	MvSl-1064-A1-R4_A1	MAT	2129917	2130858	7.027022647	3.017367524	1.826798032	-1.190569491	6.32E-05	0.006609043	0.139415739	0.000297158	0.026778018	0.234019276	8.537115918	7.064161474	5.89753088	4.677613573	5.801243207	6.678805704	7.800638696	6.240024455	0.32204057	5.287572226	-0.238946218	0.560986788
MvSl-1064-A1-R4_A1g00601	MvSl-1064-A1-R4_A1	MAT	1315464	1315679	7.928627821	2.550937733	1.287472818	-1.263464916	1.15E-06	0.006052946	0.021119588	7.96E-06	0.024738125	0.048420518	8.828746483	8.742245879	6.934321552	5.688986326	6.824298121	8.012385297	8.785496181	7.418341709	0.244027044	6.311653939	-0.233078618	0.477105662
MvSl-1064-A1-R4_A1g01144	MvSl-1064-A1-R4_A1	MAT	2530973	2531257	6.584609864	0.750295262	-0.431259919	-1.181555181	0.194280506	0.39437178	0.037796044	0.306415563	0.59542666	0.079659823	6.799805943	6.355198717	6.075713049	5.860169451	6.913105728	7.048813763	6.57750233	6.980959745	-0.085885538	5.96794125	-0.226192059	0.140306521
MvSl-1064-A1-R4_A1g00996	MvSl-1064-A1-R4_A1	MAT	2135852	2138855	13.25147941	1.818334263	-0.157459831	-1.975794094	2.57E-08	0.616940626	1.74E-09	2.63E-07	0.814500265	1.41E-08	13.59097862	13.55521511	11.66579807	11.8447695	13.85314134	13.59678746	13.57309686	13.7249644	-0.016052481	11.75528378	-0.22349304	0.207440559
MvSl-1064-A1-R4_A1g01325	MvSl-1064-A1-R4_A1	MAT	2940895	2941386	4.234706107	3.897758311	0.679440662	-3.218317649	0.033107672	0.545142146	0.106796034	0.075495858	0.744822915	0.186595301	4.523293559	4.593287381	3.654595526	3.654595526	4.306581242	4.215987328	4.55829047	4.261284285	0.097204559	3.654595526	-0.221576558	0.318781117
MvSl-1064-A1-R4_A1g01051	MvSl-1064-A1-R4_A1	MAT	2258695	2259124	4.967662944	1.832900849	0.462334435	-1.370566414	0.054837517	0.53548429	0.19303197	0.115576829	0.735899463	0.309641726	5.452871206	5.157220877	4.352605324	4.254944124	5.095010095	4.933815107	5.305046041	5.014412601	0.081284562	4.303774724	-0.220478147	0.301762708
MvSl-1064-A1-R4_A1g00780	MvSl-1064-A1-R4_A1	MAT	1654625	1656017	9.574345412	0.397612397	-0.930458203	-1.3280706	0.315077469	0.015504781	0.000775684	0.446043405	0.058297977	0.002622816	9.26661849	9.312996377	9.389854691	8.190123655	10.24573668	10.16842593	9.289807434	10.2070813	-0.135849793	8.789989173	-0.215637096	0.079787303
MvSl-1064-A1-R4_A1g00689	MvSl-1064-A1-R4_A1	MAT	1478443	1478850	12.73176754	2.025903027	0.336341745	-1.689561282	2.69E-10	0.272984424	1.08E-07	3.72E-09	0.466551011	7.16E-07	13.15396803	13.41051065	11.49221785	11.0037663	12.93941761	12.96434917	13.28223934	12.95188339	0.036336499	11.24799207	-0.203494419	0.239830918
MvSl-1064-A1-R4_A1g00123	MvSl-1064-A1-R4_A1	MAT	281578	282184	6.578033516	1.374929444	0.345255914	-1.02967353	0.017445761	0.49880934	0.089086281	0.04555282	0.691564572	0.161040585	6.799805943	7.125091224	6.075713049	5.494722048	6.729663132	6.591881593	6.962448584	6.660772362	0.063905291	5.785217548	-0.203318266	0.267223557
MvSl-1064-A1-R4_A1g00666	MvSl-1064-A1-R4_A1	MAT	1433123	1434110	6.271653092	-0.742919922	-1.48545154	-0.742531618	0.417527802	0.09372123	0.393218432	0.552783287	0.242027353	0.521734675	5.614755014	5.561627799	6.934321552	4.677613573	5.976323456	7.343033751	5.588191407	6.659678604	-0.253071118	5.805967562	-0.197916043	-0.055155075
MvSl-1064-A1-R4_A1g00548	MvSl-1064-A1-R4_A1	MAT	1218916	1220550	9.753436268	0.099180863	-1.236986342	-1.336167205	0.772659222	0.000213487	8.39E-05	0.904108093	0.001543679	0.000356674	9.449451705	9.007930819	9.070481837	9.222854381	10.63978266	10.27689477	9.228691262	10.45833871	-0.180455724	9.146668109	-0.193335492	0.012879768
MvSl-1064-A1-R4_A1g00198	MvSl-1064-A1-R4_A1	MAT	438188	438544	10.20133171	1.139715659	-0.180120857	-1.319836516	0.000260071	0.545146985	2.51E-05	0.001121406	0.744822915	0.000119193	10.54585712	10.25841308	9.406609551	9.158679587	10.55951948	10.61668135	10.4021351	10.58810042	-0.025564102	9.282644569	-0.189835998	0.164271896
MvSl-1064-A1-R4_A1g00987	MvSl-1064-A1-R4_A1	MAT	2117023	2118043	4.82661972	0.581455227	-0.246632243	-0.828087471	0.550906806	0.768124261	0.395186265	0.696038168	0.935280836	0.521734675	4.817463838	4.902634891	5.174034766	3.654595526	5.095010095	4.933815107	4.860049365	5.014412601	-0.045109743	4.414315146	-0.183891081	0.138781338
MvSl-1064-A1-R4_A1g01142	MvSl-1064-A1-R4_A1	MAT	2523541	2525310	12.65561177	-1.187805659	-2.788974007	-1.601168348	0.000503548	5.69E-15	2.73E-06	0.002005658	1.67E-13	1.46E-05	10.71610485	11.06134693	11.74698243	12.35120998	13.41375828	13.90411775	10.88872589	13.65893801	-0.327010166	12.0490962	-0.180920383	-0.146089783
MvSl-1064-A1-R4_A1g01155	MvSl-1064-A1-R4_A1	MAT	2559228	2559900	7.14798372	0.150817051	-0.809805683	-0.960622734	0.759597373	0.072637523	0.042572315	0.894763823	0.203212118	0.08775872	7.102461797	6.632044112	6.626354007	6.865190999	7.692495676	7.587295957	6.867252954	7.639895817	-0.153819859	6.745772503	-0.1795693	0.025749441
MvSl-1064-A1-R4_A1g00090	MvSl-1064-A1-R4_A1	MAT	209408	209716	3.876157101	0	-3.218202479	-3.218202479	1	0.076195448	0.106226065	1	0.206641527	0.18629198	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	4.619093476	3.654595526	4.136844501	-0.178818985	3.654595526	-0.178818985	0
MvSl-1064-A1-R4_A1g00286	MvSl-1064-A1-R4_A1	MAT	659999	660204	3.876157101	0	-3.218202479	-3.218202479	1	0.076195448	0.106226065	1	0.206641527	0.18629198	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	4.619093476	3.654595526	4.136844501	-0.178818985	3.654595526	-0.178818985	0
MvSl-1064-A1-R4_A1g00567	MvSl-1064-A1-R4_A1	MAT	1255487	1256568	11.60084128	1.386368796	0.025077851	-1.361290945	6.26E-07	0.925601513	1.03E-06	4.99E-06	1	5.91E-06	11.84933289	12.02747185	10.59668777	10.52642245	11.98845972	11.84032444	11.93840237	11.91439208	0.002904442	10.56155511	-0.173883066	0.176787508
MvSl-1064-A1-R4_A1g00864	MvSl-1064-A1-R4_A1	MAT	1861298	1861459	4.322332554	0.526414379	-1.151854201	-1.678268581	0.720963885	0.300982405	0.196834676	0.871838956	0.498104685	0.314667679	4.523293559	3.654595526	4.352605324	3.654595526	5.370628505	3.654595526	4.088944542	4.512612015	-0.142234248	4.003600425	-0.172664749	0.030430501
MvSl-1064-A1-R4_A1g01034	MvSl-1064-A1-R4_A1	MAT	2234431	2236252	13.3092265	2.341403993	0.791285499	-1.550118494	5.09E-08	0.053952915	0.000218572	4.89E-07	0.166828091	0.000828457	13.74210447	14.32820811	11.40735441	11.98783863	12.65716082	13.70429539	14.03515629	13.18072811	0.090615062	11.69759652	-0.172217934	0.262832996
MvSl-1064-A1-R4_A1g00811	MvSl-1064-A1-R4_A1	MAT	1731610	1731937	8.436391516	0.714250816	-0.253794621	-0.968045437	0.066050023	0.486933864	0.012838694	0.133834961	0.679106576	0.031428053	8.496139886	8.555649061	8.203127824	7.397247298	8.907692886	8.629322078	8.525894474	8.768507482	-0.040480099	7.800187561	-0.168822482	0.128342384
MvSl-1064-A1-R4_A1g00435	MvSl-1064-A1-R4_A1	MAT	989905	990838	10.94095849	1.015208118	-0.235007363	-1.25021548	0.000380611	0.395426708	1.31E-05	0.001573387	0.59542666	6.46E-05	11.00242765	11.20232492	10.15613351	10.03956497	11.37739792	11.3007223	11.10237628	11.33906011	-0.030432566	10.09784924	-0.167253017	0.136820451
MvSl-1064-A1-R4_A1g00797	MvSl-1064-A1-R4_A1	MAT	1693043	1693478	4.762986057	1.32932201	0.221169726	-1.108152283	0.198337665	0.793558151	0.313851425	0.308671201	0.95389343	0.437715637	5.270499382	4.593287381	4.821009328	3.654595526	4.306581242	5.192025128	4.931893382	4.749303185	0.054425754	4.237802427	-0.164399529	0.218825283
MvSl-1064-A1-R4_A1g00821	MvSl-1064-A1-R4_A1	MAT	1746202	1746657	4.965983921	1.303958663	0.717847253	-0.58611141	0.138428509	0.359250092	0.561228866	0.23319498	0.568510246	0.699675244	5.270499382	5.373548278	3.654595526	5.004101533	4.753997759	4.933815107	5.32202383	4.843906433	0.135803973	4.329348529	-0.16202105	0.297825023
MvSl-1064-A1-R4_A1g00315	MvSl-1064-A1-R4_A1	MAT	723975	724274	6.711283052	1.202689919	0.446072778	-0.75661714	0.036204011	0.397114417	0.209097844	0.080644006	0.59542666	0.333138938	7.207733021	7.000544555	6.507124444	5.494722048	6.824298121	6.591881593	7.104138788	6.708089857	0.082757752	6.000923246	-0.160717537	0.243475289
MvSl-1064-A1-R4_A1g00818	MvSl-1064-A1-R4_A1	MAT	1741251	1742380	4.315711081	1.050465214	-0.235826947	-1.28629216	0.444149117	0.828972021	0.349053044	0.58147656	0.969196144	0.478374975	4.523293559	4.198976763	4.352605324	3.654595526	4.306581242	4.619093476	4.361135161	4.462837359	-0.033257528	4.003600425	-0.156663236	0.123405709
MvSl-1064-A1-R4_A1g00117	MvSl-1064-A1-R4_A1	MAT	267885	268632	8.29338733	-0.632011096	-1.558772963	-0.926761867	0.126049201	8.02E-05	0.016962938	0.220234663	0.000661295	0.04043738	7.257621529	7.666003995	8.383216932	7.697457441	9.109090945	8.81347896	7.461812762	8.961284953	-0.264179455	8.040337187	-0.156449609	-0.107729845
MvSl-1064-A1-R4_A1g00219	MvSl-1064-A1-R4_A1	MAT	497168	498774	10.9980665	1.728226663	0.57665167	-1.151574993	1.24E-08	0.047106524	0.000140985	1.39E-07	0.148591047	0.000566352	11.63721469	11.55489997	10.01029006	9.743982888	10.7762506	11.23052177	11.59605733	11.00338618	0.075686804	9.877136473	-0.155782818	0.231469622
MvSl-1064-A1-R4_A1g01360	MvSl-1064-A1-R4_A1	MAT	3021786	3022133	8.989548013	1.31831941	0.374488917	-0.943830493	0.000220941	0.264864635	0.009255813	0.000979645	0.463945933	0.024439507	9.481295588	9.389494712	8.348952753	7.945829428	8.863805445	9.242366277	9.43539515	9.053085861	0.059673301	8.147391091	-0.152071475	0.211744776
MvSl-1064-A1-R4_A1g00101	MvSl-1064-A1-R4_A1	MAT	224546	224905	7.91437648	2.388690207	1.525298647	-0.863391561	2.60E-07	0.000319993	0.084983105	2.22E-06	0.002211719	0.156635526	8.708339259	8.907449085	6.934321552	6.151504108	6.824298121	7.71618524	8.807894172	7.270241681	0.276793811	6.54291283	-0.152070273	0.428864085
MvSl-1064-A1-R4_A1g00926	MvSl-1064-A1-R4_A1	MAT	2000097	2000516	9.8684182	1.202193224	0.111406215	-1.090787009	0.001398071	0.758441796	0.003887526	0.004903683	0.929398682	0.01107356	10.12313831	10.28535727	9.132226652	8.90850787	10.50341743	9.538080577	10.20424779	10.020749	0.02617949	9.020367261	-0.151732268	0.177911759
MvSl-1064-A1-R4_A1g01130	MvSl-1064-A1-R4_A1	MAT	2506284	2506746	5.769366147	0.680733856	-0.092782509	-0.773516365	0.340321973	0.885155659	0.286638986	0.473228779	0.996643377	0.405784107	6.013574405	5.727991797	5.694199524	5.004101533	6.273295883	5.601009369	5.870783101	5.937152626	-0.016218244	5.349150529	-0.150461398	0.134243154
MvSl-1064-A1-R4_A1g00551	MvSl-1064-A1-R4_A1	MAT	1224433	1225980	12.41211006	1.242355903	0.022311106	-1.220044797	2.95E-05	0.938859956	4.13E-05	0.000159469	1	0.00018488	12.66356717	12.79039079	11.28583159	11.66587457	12.62629987	12.78126622	12.72697898	12.70378304	0.002631826	11.47585308	-0.146656776	0.149288602
MvSl-1064-A1-R4_A1g00882	MvSl-1064-A1-R4_A1	MAT	1896076	1897987	12.67653176	0.48086765	-0.802807948	-1.283675598	0.106483522	0.006891756	2.02E-05	0.192489443	0.027684832	9.88E-05	12.46021272	12.48080706	12.11385354	11.85745958	13.13441456	13.39736003	12.47050989	13.26588729	-0.089200719	11.98565656	-0.146412233	0.057211514
MvSl-1064-A1-R4_A1g00690	MvSl-1064-A1-R4_A1	MAT	1478950	1479853	12.54478791	1.637880184	0.453823132	-1.184057052	3.32E-08	0.114695862	5.67E-05	3.25E-07	0.279333467	0.000249126	12.98655397	13.18852375	11.59447015	11.30736986	12.66197382	12.61350379	13.08753886	12.6377388	0.050455468	11.45092001	-0.142274839	0.192730307
MvSl-1064-A1-R4_A1g01281	MvSl-1064-A1-R4_A1	MAT	2835397	2835733	5.007732446	2.085835372	0.97484707	-1.110988302	0.027079514	0.207929875	0.316574187	0.06395664	0.392911021	0.438908165	5.760292726	5.157220877	4.352605324	4.254944124	4.306581242	5.192025128	5.458756801	4.749303185	0.200856566	4.303774724	-0.142113294	0.34296986
MvSl-1064-A1-R4_A1g01430	MvSl-1064-A1-R4_A1	MAT	3186854	3188061	10.17545117	-0.124858106	-1.116421405	-0.991563298	0.681075016	0.000183488	0.000957814	0.837971878	0.001347488	0.00314806	9.713520964	9.639678777	9.908095206	9.688246624	10.71581482	10.84527074	9.676599871	10.78054278	-0.155857704	9.798170915	-0.137845454	-0.01801225
MvSl-1064-A1-R4_A1g00724	MvSl-1064-A1-R4_A1	MAT	1537571	1538928	9.741624319	-0.885922115	-1.775633637	-0.889711521	0.021513078	3.78E-06	0.017306691	0.053216562	4.14E-05	0.040670724	8.516773374	8.872337392	9.977023009	9.021073807	10.6068806	10.27689477	8.694555383	10.44188768	-0.264198387	9.499048408	-0.136527645	-0.127670741
MvSl-1064-A1-R4_A1g00356	MvSl-1064-A1-R4_A1	MAT	801996	802169	8.439318445	2.053423549	1.258509631	-0.794913918	7.91E-07	0.001184598	0.068268292	5.90E-06	0.006255742	0.130392258	8.924513208	9.520003152	7.468896959	7.08829936	7.741822877	8.258009191	9.22225818	7.999916034	0.205135197	7.278598159	-0.13632424	0.341459437
