gid	Down	downak5	part8	youngold	haploid	DE
MvSl-1064-A2-R4_MC01g02859	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02860	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02862	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02865	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02866	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02867	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02872	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02873	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02881	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02882	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02883	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02884	ak5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02889	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02903	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02904	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02905	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02906	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02907	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02908	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02909	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02912	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02913	ak5 	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02914	ak5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02917	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02918	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02919	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02920	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02922	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02924	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02925	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02927	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02932	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02935	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02938	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02939	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02940	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02944	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02945	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02947	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02949	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02950	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02952	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02954	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02955	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02957	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02959	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02960	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02963	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02964	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02967	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02971	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02972	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02973	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02976	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02977	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02978	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02980	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02981	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02982	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02987	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02991	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02992	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02993	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02994	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02995	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02997	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02998	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02999	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03000	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03001	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03002	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03003	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03004	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03008	ak5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03012	ak5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03013	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03014	ak5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03015	ak5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03018	ak5 	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03020	ak5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03022	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03023	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03027	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03031	ak5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03032	ak5 	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03038	ak5	9	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03044	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03047	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03048	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03049	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03050	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03052	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03065	ak5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03073	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03075	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03077	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03080	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03081	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03082	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03083	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03084	ak5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03089	ak5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03090	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03091	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03093	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03095	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03097	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03100	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03101	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03102	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03104	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03105	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03107	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03108	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03113	ak5 	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03116	ak5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03117	ak5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03123	ak5 	4	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03124	ak5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03130	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03131	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03133	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03134	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03136	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03140	ak5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03142	ak5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03144	ak5 	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03145	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03146	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03148	ak5 	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03203	ak5	5	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03190	ak5	15	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03232	ak5 	5	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03245	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03247	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03249	ak5 	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03257	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03259	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03260	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03261	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03264	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03266	ak5 	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03267	ak5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03273	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03276	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03278	ak5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03282	ak5	5	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03284	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03285	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03286	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03289	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03296	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03297	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03298	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03299	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03300	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03301	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03302	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03303	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03304	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03305	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03309	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03310	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03311	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03316	ak5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03318	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03319	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03321	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03324	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03325	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03326	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03328	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03329	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03330	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03331	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03333	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03334	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03335	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03336	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03338	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03340	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03341	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03344	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03347	ak5 	5	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03348	ak5	5	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03353	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03354	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03356	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03357	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03360	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03361	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03362	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03366	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03369	ak5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03378	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03379	ak5 	4	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03384	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03386	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03387	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03388	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03390	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03391	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03396	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03397	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03400	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03401	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03403	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03404	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03407	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03408	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03410	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03411	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03412	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03414	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03415	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03417	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03420	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03421	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03427	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03428	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03431	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03432	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03433	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03435	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03436	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03438	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03439	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03442	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03448	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03449	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03455	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03459	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03460	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03461	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03462	ak5 	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03463	ak5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03466	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03473	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03474	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03475	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03479	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03482	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03487	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03488	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03489	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03492	ak5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03493	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03494	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03495	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03497	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03498	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03500	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03502	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03505	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03506	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03508	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03510	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03511	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03512	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03514	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03516	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03517	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03518	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03520	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03521	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03522	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03523	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03524	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03525	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03528	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03529	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03530	ak5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03536	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03537	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03538	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03540	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03543	ak5 	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03546	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03547	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03549	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03553	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03559	ak5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03570	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03571	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03573	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03575	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03576	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03581	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03582	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03583	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03584	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03585	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03586	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03587	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03589	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03590	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03591	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03593	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03594	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03598	ak5	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03602	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03604	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03605	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03608	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03609	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03610	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03611	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03612	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03613	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03614	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03615	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03616	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03617	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03618	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03619	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03620	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03621	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03622	ak5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03623	ak5 	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03627	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03628	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03629	ak5 	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03635	ak5	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03638	ak5	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03639	ak5 	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03659	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03660	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03661	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03667	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03669	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03670	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03671	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03672	ak5	4	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03735	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03738	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03739	ak5	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03740	ak5 	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03741	ak5	0	Auto	Auto	A2	NON
