target_id	est_counts	est_counts	tpm	tpm
MvSl-1064-A2-R4_MC02g03775	3.41633	8.09624	0.551556	0.216432
MvSl-1064-A2-R4_MC02g03776	324.397	130.25	24.9609	58.3632
MvSl-1064-A2-R4_MC02g03777	254.889	166.497	71.5939	107.768
MvSl-1064-A2-R4_MC02g03778	5.01707	9.07112	0.158142	0.0811753
MvSl-1064-A2-R4_MC02g03779	168.495	267.38	4.16323	2.43462
MvSl-1064-A2-R4_MC02g03780	1	1	0.446301	0.432661
MvSl-1064-A2-R4_MC02g03781	20	38	6.71106	3.29416
MvSl-1064-A2-R4_MC02g03782	1241	1718	6.08583	4.07697
MvSl-1064-A2-R4_MC02g03783	2145	2322	37.97	32.5512
MvSl-1064-A2-R4_MC02g03784	55	41	2.08458	2.60112
MvSl-1064-A2-R4_MC02g03785	9846	9023	48.2237	48.8067
MvSl-1064-A2-R4_MC02g03786	0	0	0	0
MvSl-1064-A2-R4_MC02g03787	7.74239	10	3.4122	2.6
MvSl-1064-A2-R4_MC02g03788	1209.88	1167.4	250.539	243.806
MvSl-1064-A2-R4_MC02g03789	551.771	490.561	22.2638	23.2722
MvSl-1064-A2-R4_MC02g03790	224.201	390.806	3.39538	1.80697
MvSl-1064-A2-R4_MC02g03791	486.071	533.132	11.2842	9.55013
MvSl-1064-A2-R4_MC02g03792	11.2687	13	2.99731	2.46661
MvSl-1064-A2-R4_MC02g03793	695.88	750.753	2.99767	2.57692
MvSl-1064-A2-R4_MC02g03794	114.125	103.043	24.4164	25.5487
MvSl-1064-A2-R4_MC02g03795	361.598	318.083	26.1568	27.7466
MvSl-1064-A2-R4_MC02g03796	355.839	460.449	2.55972	1.83476
MvSl-1064-A2-R4_MC02g03797	49	66	7.80942	5.37977
MvSl-1064-A2-R4_MC02g03798	12	16	1.48165	1.03543
MvSl-1064-A2-R4_MC02g03799	21.1843	37.3226	0.26326	0.138604
MvSl-1064-A2-R4_MC02g03800	11.3141	15.081	0.160699	0.11185
MvSl-1064-A2-R4_MC02g03801	0	0	0	0
MvSl-1064-A2-R4_MC02g03802	832	819	15.3582	14.4809
MvSl-1064-A2-R4_MC02g03803	756	660	7.44347	7.91041
MvSl-1064-A2-R4_MC02g03804	2472.34	3282.23	36.6437	25.6084
MvSl-1064-A2-R4_MC02g03805	434	453	20.3108	18.0705
MvSl-1064-A2-R4_MC02g03806	1525	1429	13.4801	13.3455
MvSl-1064-A2-R4_MC02g03807	2032	1743	9.17672	9.92253
MvSl-1064-A2-R4_MC02g03808	2262.09	2193.49	23.1064	22.1073
MvSl-1064-A2-R4_MC02g03809	1066	1011	8.1171	7.93923
MvSl-1064-A2-R4_MC02g03810	4528	4928	20.1616	17.1808
MvSl-1064-A2-R4_MC02g03811	42.1303	44.7153	0.867914	0.75901
MvSl-1064-A2-R4_MC02g03812	8.8958	6.23886	1.10759	1.47348
MvSl-1064-A2-R4_MC02g03813	2365	2658	13.1246	10.8309
MvSl-1064-A2-R4_MC02g03814	2391	2596	28.3722	24.2441
MvSl-1064-A2-R4_MC02g03815	58	58	0.644064	0.597546
MvSl-1064-A2-R4_MC02g03816	972	878	48.6289	50.0547
MvSl-1064-A2-R4_MC02g03817	6977	6451	58.6552	58.8497
MvSl-1064-A2-R4_MC02g03818	4565.96	5426.62	43.527	33.973
MvSl-1064-A2-R4_MC02g03819	154	103	55.0984	79.347
MvSl-1064-A2-R4_MC02g03820	663	535	43.8022	50.6673
MvSl-1064-A2-R4_MC02g03821	2455	2239	26.6827	27.1449
MvSl-1064-A2-R4_MC02g03822	6978	6445	47.0594	47.2617
MvSl-1064-A2-R4_MC02g03823	4565.96	5426.62	43.527	33.973
MvSl-1064-A2-R4_MC02g03824	1670	1075	13.2581	19.11
MvSl-1064-A2-R4_MC02g03825	3148	2488	133.095	156.671
MvSl-1064-A2-R4_MC02g03826	518.547	677.644	42.6675	30.3292
MvSl-1064-A2-R4_MC02g03827	190.531	193.693	8.45183	7.72024
MvSl-1064-A2-R4_MC02g03828	0	0	0	0
MvSl-1064-A2-R4_MC02g03829	1251	1238	25.8088	24.2085
MvSl-1064-A2-R4_MC02g03830	1171	1213	16.7235	14.9805
MvSl-1064-A2-R4_MC02g03831	565.927	827.807	5.01119	3.17759
MvSl-1064-A2-R4_MC02g03832	0	0	0	0
MvSl-1064-A2-R4_MC02g03833	49.3155	61.1172	3.82248	2.86508
MvSl-1064-A2-R4_MC02g03834	4.13727	23.7257	10.2021	1.74925
MvSl-1064-A2-R4_MC02g03835	193.256	190.222	2.12798	2.00578
MvSl-1064-A2-R4_MC02g03836	516.937	490.215	6.97865	6.82868
MvSl-1064-A2-R4_MC02g03837	9.82783	9.09891	3.80154	4.06453
MvSl-1064-A2-R4_MC02g03838	6	1	0.265365	1.52099
MvSl-1064-A2-R4_MC02g03839	4757	5002	51.6113	45.5364
MvSl-1064-A2-R4_MC02g03840	991	812	9.29019	10.5194
MvSl-1064-A2-R4_MC02g03841	58	73	2.28043	1.68207
MvSl-1064-A2-R4_MC02g03842	254	245.003	6.78467	6.53837
MvSl-1064-A2-R4_MC02g03843	37.5158	31.4659	5.40253	6.01452
MvSl-1064-A2-R4_MC02g03844	0	0	0	0
MvSl-1064-A2-R4_MC02g03845	1170.13	1648.48	22.5961	14.8828
MvSl-1064-A2-R4_MC02g03846	1486.17	1460.34	6.25501	5.90377
MvSl-1064-A2-R4_MC02g03847	7505	5854	34.1434	40.6
MvSl-1064-A2-R4_MC02g03848	53	83	0.266045	0.157549
MvSl-1064-A2-R4_MC02g03849	18	16	6.43246	7.12139
MvSl-1064-A2-R4_MC02g03850	4558	4218	31.2938	31.3678
MvSl-1064-A2-R4_MC02g03851	313	322	33.7165	30.3649
MvSl-1064-A2-R4_MC02g03852	271	245	6.68762	6.87327
MvSl-1064-A2-R4_MC02g03853	56	42	33.955	42.7515
MvSl-1064-A2-R4_MC02g03854	4204	2676	34.5694	50.3908
MvSl-1064-A2-R4_MC02g03855	1292.34	1393.55	4.01928	3.45665
MvSl-1064-A2-R4_MC02g03856	2.25701	5.67333	0.352475	0.130226
MvSl-1064-A2-R4_MC02g03857	51.0035	68.0021	0.798368	0.555568
MvSl-1064-A2-R4_MC02g03858	179	207	1.7446	1.39946
MvSl-1064-A2-R4_MC02g03859	1103	863	11.192	13.2727
MvSl-1064-A2-R4_MC02g03860	2727	2207	30.8891	35.4158
MvSl-1064-A2-R4_MC02g03861	2806	2881	21.655	19.5642
MvSl-1064-A2-R4_MC02g03862	90.9273	76.3172	0.690883	0.763609
MvSl-1064-A2-R4_MC02g03863	6441	7039	76.0795	64.587
MvSl-1064-A2-R4_MC02g03864	184	149	4.35554	4.9954
MvSl-1064-A2-R4_MC02g03865	3081	3229	13.3687	11.8303
MvSl-1064-A2-R4_MC02g03866	1989	1645	15.66	17.5657
MvSl-1064-A2-R4_MC02g03867	1964	1958	86.5039	80.6001
MvSl-1064-A2-R4_MC02g03868	10520	11437	253.038	216.065
MvSl-1064-A2-R4_MC02g03869	5650	6121	46.7703	40.046
MvSl-1064-A2-R4_MC02g03870	2744	2608	19.4446	18.9773
MvSl-1064-A2-R4_MC02g03871	1834	1434	11.8868	14.1023
MvSl-1064-A2-R4_MC02g03872	12	19	0.791287	0.463531
MvSl-1064-A2-R4_MC02g03873	0	0	0	0
MvSl-1064-A2-R4_MC02g03874	1130	847	18.0194	22.3157
MvSl-1064-A2-R4_MC02g03875	559	547	2.96835	2.81353
MvSl-1064-A2-R4_MC02g03876	425	459	6.70084	5.75741
MvSl-1064-A2-R4_MC02g03877	112	147	0.553427	0.391053
MvSl-1064-A2-R4_MC02g03878	1115	922	23.5675	26.4651
MvSl-1064-A2-R4_MC02g03879	3369	3252	11.838	11.3736
MvSl-1064-A2-R4_MC02g03880	3812	3693	30.2946	29.0078
MvSl-1064-A2-R4_MC02g03881	682	704	4.76345	4.28032
MvSl-1064-A2-R4_MC02g03882	6	1.05506	0.0178866	0.0944011
MvSl-1064-A2-R4_MC02g03883	1	3.06117	0.334224	0.101022
MvSl-1064-A2-R4_MC02g03884	6749.84	5733.92	15.2751	16.6754
MvSl-1064-A2-R4_MC02g03885	290.729	190.441	11.8318	16.7747
MvSl-1064-A2-R4_MC02g03886	9861	10306	55.1517	48.9441
MvSl-1064-A2-R4_MC02g03887	5132.37	5541.59	19.7951	17.0025
MvSl-1064-A2-R4_MC02g03888	2842	2538	21.3904	22.2194
MvSl-1064-A2-R4_MC02g03889	34	33	13.5728	13.7061
MvSl-1064-A2-R4_MC02g03890	3	8	1.15082	0.396631
MvSl-1064-A2-R4_MC02g03891	2534	2171	31.0659	33.647
MvSl-1064-A2-R4_MC02g03892	1452	1443	9.27265	8.65445
MvSl-1064-A2-R4_MC02g03893	2528	2295	14.8684	15.1913
MvSl-1064-A2-R4_MC02g03894	2552	3338	24.3838	17.2922
MvSl-1064-A2-R4_MC02g03895	1204	938	10.7096	12.754
MvSl-1064-A2-R4_MC02g03896	2323	2037	20.2143	21.3862
MvSl-1064-A2-R4_MC02g03897	5844	6135	203.777	179.902
MvSl-1064-A2-R4_MC02g03898	2386	2692	125.674	103.524
MvSl-1064-A2-R4_MC02g03899	5258	6368	22.7864	17.4487
MvSl-1064-A2-R4_MC02g03900	3088	2976	102.726	98.8985
MvSl-1064-A2-R4_MC02g03901	296	321	23.0476	19.8099
MvSl-1064-A2-R4_MC02g03902	407	269	56.994	80.9248
MvSl-1064-A2-R4_MC02g03903	4816	4912	28.6492	26.0533
MvSl-1064-A2-R4_MC02g03904	1517	1706	20.9161	17.2566
MvSl-1064-A2-R4_MC02g03905	605	675	5.65735	4.70375
MvSl-1064-A2-R4_MC02g03906	1849	1557	22.1463	24.4041
MvSl-1064-A2-R4_MC02g03907	3625	2957	49.0784	55.8361
MvSl-1064-A2-R4_MC02g03908	2971.47	3472.78	12.8187	10.1721
MvSl-1064-A2-R4_MC02g03909	535	471	6.79834	7.16562
MvSl-1064-A2-R4_MC02g03910	1691	1545	16.5694	16.825
MvSl-1064-A2-R4_MC02g03911	2784	2387	137.505	149.115
MvSl-1064-A2-R4_MC02g03912	1719	2046	9.93434	7.74121
MvSl-1064-A2-R4_MC02g03913	2105	1590	19.786	24.3045
MvSl-1064-A2-R4_MC02g03914	1025	1114	12.8427	10.9635
MvSl-1064-A2-R4_MC02g03915	5014	4204	42.6098	47.1467
MvSl-1064-A2-R4_MC02g03916	124.128	185.13	1.64721	1.02455
MvSl-1064-A2-R4_MC02g03917	660	494	3.07335	3.80855
MvSl-1064-A2-R4_MC02g03918	530	430	18.2765	20.9175
MvSl-1064-A2-R4_MC02g03919	523	491	10.595	10.4762
MvSl-1064-A2-R4_MC02g03920	591.474	711.792	8.08246	6.23123
MvSl-1064-A2-R4_MC02g03921	2.00894	1.00692	0.463125	0.897819
MvSl-1064-A2-R4_MC02g03922	447.626	802.848	2.54931	1.31815
MvSl-1064-A2-R4_MC02g03923	2320	2252	21.1595	20.2222
MvSl-1064-A2-R4_MC02g03924	62	49	20.1535	24.9935
MvSl-1064-A2-R4_MC02g03925	234.825	240.527	2.1528	1.94973
MvSl-1064-A2-R4_MC02g03926	1364	1090	89.6336	104.664
MvSl-1064-A2-R4_MC02g03927	365	246	2.87391	3.95627
MvSl-1064-A2-R4_MC02g03928	4512	3328	45.58	57.3405
MvSl-1064-A2-R4_MC02g03929	58	61	20.4491	19.0347
MvSl-1064-A2-R4_MC02g03930	137	161.016	5.3995	4.25914
MvSl-1064-A2-R4_MC02g03931	357.856	373.572	77.4966	69.7744
MvSl-1064-A2-R4_MC02g03932	139.189	114.153	6.53467	7.41139
MvSl-1064-A2-R4_MC02g03933	5.14446	14.4282	0.101298	0.0335024
MvSl-1064-A2-R4_MC02g03934	1278	1160	17.4562	17.8466
MvSl-1064-A2-R4_MC02g03935	1352	1189	26.8424	28.3348
MvSl-1064-A2-R4_MC02g03936	295	277	96.9722	101.309
MvSl-1064-A2-R4_MC02g03937	34763	22500	411.702	590.369
MvSl-1064-A2-R4_MC02g03938	103.077	152.234	9.18918	5.78468
MvSl-1064-A2-R4_MC02g03939	65.8981	65.233	1.45879	1.36804
MvSl-1064-A2-R4_MC02g03940	170.972	223.4	6.14605	4.37229
MvSl-1064-A2-R4_MC02g03941	0	12.1816	0.135725	0
MvSl-1064-A2-R4_MC02g03942	411	350	3.48994	3.80196
MvSl-1064-A2-R4_MC02g03943	90	93	19.8563	17.997
MvSl-1064-A2-R4_MC02g03944	1189	582	44.1269	84.0228
MvSl-1064-A2-R4_MC02g03945	722	441	20.2191	30.7608
MvSl-1064-A2-R4_MC02g03946	427	251	8.36803	13.1962
MvSl-1064-A2-R4_MC02g03947	161	153	33.1911	32.854
MvSl-1064-A2-R4_MC02g03948	1542	1362	15.9904	16.7966
MvSl-1064-A2-R4_MC02g03949	949	1051	7.42913	6.2223
MvSl-1064-A2-R4_MC02g03950	309	189	6.63087	10.0565
MvSl-1064-A2-R4_MC02g03951	41	43	1.16418	1.03137
MvSl-1064-A2-R4_MC02g03952	97.2284	128.272	1.14746	0.806846
MvSl-1064-A2-R4_MC02g03953	1.0659	5.13187	0.123047	0.0237272
MvSl-1064-A2-R4_MC02g03954	4	7	2.02113	1.09773
MvSl-1064-A2-R4_MC02g03955	2	8.15528	4.63133	1.11221
MvSl-1064-A2-R4_MC02g03956	5.52985	0	0	3.33857
MvSl-1064-A2-R4_MC02g03957	530	804	9.09219	5.56077
MvSl-1064-A2-R4_MC02g03958	29990	28107	106.908	105.791
MvSl-1064-A2-R4_MC02g03959	1772	1726	33.3842	31.8123
MvSl-1064-A2-R4_MC02g03960	680	638	23.4853	23.2037
MvSl-1064-A2-R4_MC02g03961	1036	1166	8.23851	6.78985
MvSl-1064-A2-R4_MC02g03962	4867	3410	394.499	521.027
MvSl-1064-A2-R4_MC02g03963	2961	2427	24.8721	28.1517
MvSl-1064-A2-R4_MC02g03964	955	658	12.5805	16.9473
MvSl-1064-A2-R4_MC02g03965	426	391	2.64561	2.67363
MvSl-1064-A2-R4_MC02g03966	5336	4593	38.9273	41.9522
MvSl-1064-A2-R4_MC02g03967	1564	1621	31.6854	28.3758
MvSl-1064-A2-R4_MC02g03968	8384	6473	215.413	258.611
MvSl-1064-A2-R4_MC02g03969	640	665	10.7056	9.5615
MvSl-1064-A2-R4_MC02g03970	1439	1446	15.8662	14.6489
MvSl-1064-A2-R4_MC02g03971	602	559	12.0311	12.0273
MvSl-1064-A2-R4_MC02g03972	685	641	12.4271	12.3264
MvSl-1064-A2-R4_MC02g03973	2100	2041	14.6515	13.9834
MvSl-1064-A2-R4_MC02g03974	1676	1382	7.21662	8.11722
MvSl-1064-A2-R4_MC02g03975	1677	1969	7.87525	6.22058
MvSl-1064-A2-R4_MC02g03976	697	806	11.0298	8.85048
MvSl-1064-A2-R4_MC02g03977	290	325	9.5677	7.92749
MvSl-1064-A2-R4_MC02g03978	1491	1301	16.7546	17.8163
MvSl-1064-A2-R4_MC02g03979	537.469	479.307	7.23908	7.53281
MvSl-1064-A2-R4_MC02g03980	454	501	7.32686	6.16111
MvSl-1064-A2-R4_MC02g03981	509	583	10.1319	8.20965
MvSl-1064-A2-R4_MC02g03982	5391	5762	51.8512	45.0038
MvSl-1064-A2-R4_MC02g03983	389.619	74.818	60.4868	297.443
MvSl-1064-A2-R4_MC02g03984	88	116	0.821009	0.577727
MvSl-1064-A2-R4_MC02g03985	1060	1016	18.0343	17.4625
MvSl-1064-A2-R4_MC02g03986	177	146	0.872375	0.980953
MvSl-1064-A2-R4_MC02g03987	1135	1085	16.0799	15.6091
MvSl-1064-A2-R4_MC02g03988	559	639	3.50308	2.84233
MvSl-1064-A2-R4_MC02g03989	1004	995	7.18308	6.72318
MvSl-1064-A2-R4_MC02g03990	1338	1483	13.942	11.6692
MvSl-1064-A2-R4_MC02g03991	992	1306	8.33426	5.87178
MvSl-1064-A2-R4_MC02g03992	347.683	356.201	5.32171	4.82025
MvSl-1064-A2-R4_MC02g03993	276	310	4.18704	3.45901
MvSl-1064-A2-R4_MC02g03994	184	183	17.4531	16.364
MvSl-1064-A2-R4_MC02g03995	624	377	7.51058	11.5388
MvSl-1064-A2-R4_MC02g03996	708.056	510.253	3.97191	5.11267
MvSl-1064-A2-R4_MC02g03997	140	168	20.8933	16.1341
MvSl-1064-A2-R4_MC02g03998	2570	2241	31.4977	33.5181
MvSl-1064-A2-R4_MC02g03999	2303	2182	33.8795	33.1832
MvSl-1064-A2-R4_MC02g04000	5599	4450	57.2637	66.8517
MvSl-1064-A2-R4_MC02g04001	4305	4904	19.3485	15.7525
MvSl-1064-A2-R4_MC02g04002	499	450	14.5174	14.9289
MvSl-1064-A2-R4_MC02g04003	735	650	7.83617	8.22132
MvSl-1064-A2-R4_MC02g04004	1123	949	8.35873	9.17579
MvSl-1064-A2-R4_MC02g04005	924	826	12.2306	12.696
MvSl-1064-A2-R4_MC02g04006	92	114	1.63269	1.22265
MvSl-1064-A2-R4_MC02g04007	85	103	68.3006	51.3175
MvSl-1064-A2-R4_MC02g04008	532	512	14.1092	13.6276
MvSl-1064-A2-R4_MC02g04009	57	77	1.11431	0.765437
MvSl-1064-A2-R4_MC02g04010	70	75	3.67317	3.18594
MvSl-1064-A2-R4_MC02g04011	703	702	11.8407	11.0044
MvSl-1064-A2-R4_MC02g04012	755	682	7.23934	7.4352
MvSl-1064-A2-R4_MC02g04013	3388	3553	39.5338	34.9751
MvSl-1064-A2-R4_MC02g04014	10429	7572	97.514	124.618
MvSl-1064-A2-R4_MC02g04015	3	5	3.35742	1.81948
MvSl-1064-A2-R4_MC02g04016	2957	2532	22.4086	24.2769
MvSl-1064-A2-R4_MC02g04017	4986	4213	168.231	184.553
MvSl-1064-A2-R4_MC02g04018	455	339	130.658	170.341
MvSl-1064-A2-R4_MC02g04019	580	652	5.49229	4.53226
MvSl-1064-A2-R4_MC02g04020	1793	2040	13.5439	11.0416
MvSl-1064-A2-R4_MC02g04021	229	437	19.0685	9.279
MvSl-1064-A2-R4_MC02g04022	2165	1048	69.9627	134.281
MvSl-1064-A2-R4_MC02g04023	7353	5184	1648.17	2274.29
MvSl-1064-A2-R4_MC02g04024	1385	1193	31.3939	33.8585
MvSl-1064-A2-R4_MC02g04025	626	433	15.1608	20.3346
MvSl-1064-A2-R4_MC02g04026	1980	1824	11.1761	11.2528
MvSl-1064-A2-R4_MC02g04027	8456	6085	260.989	336.88
MvSl-1064-A2-R4_MC02g04028	303	248	8.75542	9.92117
MvSl-1064-A2-R4_MC02g04029	1786	1683	18.664	18.3757
MvSl-1064-A2-R4_MC02g04030	5413	4896	24.1251	24.7382
MvSl-1064-A2-R4_MC02g04031	2767	2739	28.7617	26.9562
MvSl-1064-A2-R4_MC02g04032	3230	3140	42.3418	40.4146
MvSl-1064-A2-R4_MC02g04033	120	183	0.620848	0.377556
MvSl-1064-A2-R4_MC02g04034	3248	3325	11.5542	10.4672
MvSl-1064-A2-R4_MC02g04035	358	350	6.19936	5.88511
MvSl-1064-A2-R4_MC02g04036	942	795	34.3431	37.7988
MvSl-1064-A2-R4_MC02g04037	2010	1956	72.1474	68.7328
MvSl-1064-A2-R4_MC02g04038	264	260	2.17036	2.04429
MvSl-1064-A2-R4_MC02g04039	1932	1747	12.9844	13.3197
MvSl-1064-A2-R4_MC02g04040	454	443	12.838	12.2203
MvSl-1064-A2-R4_MC02g04041	1154	1096	88.3405	86.7615
MvSl-1064-A2-R4_MC02g04042	5727	3659	107.148	155.741
MvSl-1064-A2-R4_MC02g04043	25	21	2.27304	2.5033
MvSl-1064-A2-R4_MC02g04044	35	37	1.90786	1.67933
MvSl-1064-A2-R4_MC02g04045	28	14	4.28491	8.1364
MvSl-1064-A2-R4_MC02g04046	1063.15	993.381	9.18304	9.1173
MvSl-1064-A2-R4_MC02g04047	2140	2325	12.9772	11.0787
MvSl-1064-A2-R4_MC02g04048	3212	3403	55.2659	48.4094
MvSl-1064-A2-R4_MC02g04049	2	6	0.735078	0.227009
MvSl-1064-A2-R4_MC02g04050	48.1621	83.0199	2.63757	1.41969
MvSl-1064-A2-R4_MC02g04051	3.12335	1.02788	0.691703	1.90628
MvSl-1064-A2-R4_MC02g04052	1	3	1.98934	0.603735
MvSl-1064-A2-R4_MC02g04053	2289	2457	30.7826	26.6085
MvSl-1064-A2-R4_MC02g04054	1093	1113	15.0451	13.7093
MvSl-1064-A2-R4_MC02g04055	3964	4076	40.8389	36.8461
MvSl-1064-A2-R4_MC02g04056	2607	2306	23.0629	24.1887
MvSl-1064-A2-R4_MC02g04057	3	10	6.71484	1.81948
MvSl-1064-A2-R4_MC02g04058	79	135	5.49138	2.97961
MvSl-1064-A2-R4_MC02g04059	3073	4262	11.9098	7.96356
MvSl-1064-A2-R4_MC02g04060	1406.16	1305.11	41.6229	41.6051
MvSl-1064-A2-R4_MC02g04061	3671	2729	11.662	14.5492
MvSl-1064-A2-R4_MC02g04062	425	478	21.481	17.7401
MvSl-1064-A2-R4_MC02g04063	617	585	11.0954	10.8616
MvSl-1064-A2-R4_MC02g04064	3601	3244	20.8862	21.5049
MvSl-1064-A2-R4_MC02g04065	3893	2959	31.7134	38.7094
MvSl-1064-A2-R4_MC02g04066	3699	3926	17.3808	15.1878
MvSl-1064-A2-R4_MC02g04067	1151	1378	13.8736	10.7507
MvSl-1064-A2-R4_MC02g04068	979	957	5.50438	5.22274
MvSl-1064-A2-R4_MC02g04069	3755	3307	21.5423	22.6885
MvSl-1064-A2-R4_MC02g04070	549	838	3.77533	2.2939
MvSl-1064-A2-R4_MC02g04071	2276	2194	18.1143	17.4314
MvSl-1064-A2-R4_MC02g04072	1856	1327	16.5132	21.4295
MvSl-1064-A2-R4_MC02g04073	765	587	16.7514	20.2888
MvSl-1064-A2-R4_MC02g04074	1082	1048	13.1597	12.6063
MvSl-1064-A2-R4_MC02g04075	773	600	7.57425	9.05408
MvSl-1064-A2-R4_MC02g04076	126	107	2.51471	2.74917
MvSl-1064-A2-R4_MC02g04077	1428	1234	74.9687	80.5993
MvSl-1064-A2-R4_MC02g04078	1109	982	16.9068	17.72
MvSl-1064-A2-R4_MC02g04079	0	0	0	0
MvSl-1064-A2-R4_MC02g04080	5.52509	9.56376	0.87119	0.468861
MvSl-1064-A2-R4_MC02g04081	3898	4010	29.7905	26.8617
MvSl-1064-A2-R4_MC02g04082	269	348	36.9593	26.4417
MvSl-1064-A2-R4_MC02g04083	1.02286	0	0	0.0123469
MvSl-1064-A2-R4_MC02g04084	0	0	0	0
MvSl-1064-A2-R4_MC02g04085	40.4828	63.6893	1.70813	1.00888
MvSl-1064-A2-R4_MC02g04086	825.372	1059.41	273.768	204.435
MvSl-1064-A2-R4_MC02g04087	2287	2269	26.8094	25.0713
MvSl-1064-A2-R4_MC02g04088	1759	1770	19.0439	17.5583
MvSl-1064-A2-R4_MC02g04089	3213	2963	48.2617	48.5671
MvSl-1064-A2-R4_MC02g04090	991.669	1033.16	13.1725	11.7313
MvSl-1064-A2-R4_MC02g04091	514	620	3.15329	2.4246
MvSl-1064-A2-R4_MC02g04092	206	184	4.5907	4.77185
MvSl-1064-A2-R4_MC02g04093	444	376	11.3439	12.4415
MvSl-1064-A2-R4_MC02g04094	1813	1606	23.6745	24.8004
MvSl-1064-A2-R4_MC02g04095	1224	1146	17.9278	17.7692
MvSl-1064-A2-R4_MC02g04096	759.975	1070.5	7.94216	5.23008
MvSl-1064-A2-R4_MC02g04097	731.195	752.144	11.8782	10.716
MvSl-1064-A2-R4_MC02g04098	599.377	699.571	8.48924	6.74843
MvSl-1064-A2-R4_MC02g04099	3909	3491	28.11	29.1977
MvSl-1064-A2-R4_MC02g04100	5682	3543	335.197	500.784
MvSl-1064-A2-R4_MC02g04101	1709	1765	14.7186	13.2204
MvSl-1064-A2-R4_MC02g04102	1309	1237	32.5518	32.0005
MvSl-1064-A2-R4_MC02g04103	1093	915	58.7194	65.2569
MvSl-1064-A2-R4_MC02g04104	1055	1018	18.6067	17.897
MvSl-1064-A2-R4_MC02g04105	3107	2494	35.8423	41.434
MvSl-1064-A2-R4_MC02g04106	157	228	2.71518	1.7347
MvSl-1064-A2-R4_MC02g04107	326	371	10.8641	8.86528
MvSl-1064-A2-R4_MC02g04108	147	280	1.2439	0.605669
MvSl-1064-A2-R4_MC02g04109	2695	2732	32.5579	29.7986
MvSl-1064-A2-R4_MC02g04110	3451	3441	33.9241	31.5633
MvSl-1064-A2-R4_MC02g04111	513	402	8.49788	10.0664
MvSl-1064-A2-R4_MC02g04112	678.224	644.325	21.6484	21.1277
MvSl-1064-A2-R4_MC02g04113	51.7894	53.6452	1.22103	1.09432
MvSl-1064-A2-R4_MC02g04114	1783	2178	6.41092	4.86709
MvSl-1064-A2-R4_MC02g04115	842	1090	10.1383	7.26526
MvSl-1064-A2-R4_MC02g04116	689	652	8.65151	8.48311
MvSl-1064-A2-R4_MC02g04117	463	550	3.67504	2.8696
MvSl-1064-A2-R4_MC02g04118	1679	1653	8.93513	8.41765
MvSl-1064-A2-R4_MC02g04119	4385	7456	50.7387	27.6788
MvSl-1064-A2-R4_MC02g04120	3678	3353	47.9384	48.7952
MvSl-1064-A2-R4_MC02g04121	1707	1429	37.5448	41.6641
MvSl-1064-A2-R4_MC02g04122	2663	2761	12.9847	11.6153
MvSl-1064-A2-R4_MC02g04123	2496	2786	47.5225	39.5131
MvSl-1064-A2-R4_MC02g04124	5508	4989	88.0856	90.2563
MvSl-1064-A2-R4_MC02g04125	1366	1237	14.182	14.5301
MvSl-1064-A2-R4_MC02g04126	647	611	13.288	13.0619
MvSl-1064-A2-R4_MC02g04127	13316	13812	75.2472	67.2853
MvSl-1064-A2-R4_MC02g04128	66	31	0.773433	1.52884
MvSl-1064-A2-R4_MC02g04129	10	14	4.45108	3.093
MvSl-1064-A2-R4_MC02g04130	62	25	0.459471	1.05759
MvSl-1064-A2-R4_MC02g04131	3471	2458	41.756	54.7228
MvSl-1064-A2-R4_MC02g04132	386.184	339.885	9.04353	9.54696
MvSl-1064-A2-R4_MC02g04133	57.1257	99.605	1.84286	0.980965
MvSl-1064-A2-R4_MC02g04134	409.69	296.785	10.947	14.0095
MvSl-1064-A2-R4_MC02g04135	4095.78	3965.96	346.502	333.457
MvSl-1064-A2-R4_MC02g04136	382	387	11.4948	10.5349
MvSl-1064-A2-R4_MC02g04137	120	106	11.8495	12.4197
MvSl-1064-A2-R4_MC02g04138	343.151	390.773	4.91806	4.00711
MvSl-1064-A2-R4_MC02g04139	14.3927	25.3879	10.9169	6.08526
MvSl-1064-A2-R4_MC02g04140	113.906	164.023	10.2586	6.61762
MvSl-1064-A2-R4_MC02g04141	0	0	0	0
MvSl-1064-A2-R4_MC02g04142	2910	2272	34.757	41.3109
MvSl-1064-A2-R4_MC02g04143	929	752	11.831	13.5633
MvSl-1064-A2-R4_MC02g04144	1266	1251	20.8676	19.5983
MvSl-1064-A2-R4_MC02g04145	3800	3274	30.797	33.1601
MvSl-1064-A2-R4_MC02g04146	3474.82	3397.27	19.9476	18.9241
MvSl-1064-A2-R4_MC02g04147	3258	2766	123.108	134.713
MvSl-1064-A2-R4_MC02g04148	1669	1962	6.81073	5.37302
MvSl-1064-A2-R4_MC02g04149	15.9157	7.50034	3.18577	6.68986
MvSl-1064-A2-R4_MC02g04150	238.138	279.318	2.82071	2.23104
MvSl-1064-A2-R4_MC02g04151	26.6114	29.7579	11.9636	10.5284
MvSl-1064-A2-R4_MC02g04152	857.471	880.738	31.217	28.1791
MvSl-1064-A2-R4_MC02g04153	294	412	8.19801	5.43002
MvSl-1064-A2-R4_MC02g04154	125	136	13.2506	11.3562
MvSl-1064-A2-R4_MC02g04155	1133	915	13.4644	15.4711
MvSl-1064-A2-R4_MC02g04156	209	238	157.821	126.181
