gida1	youngold	logFC.A1.A2	abs	DE	DE2	genediff	upk5diff	upk10diff	upk15diff	upk20diff	down5kdiff	down10kdiff	down15kdiff	down20kdiff	youngold	logFC.A1.A2	ratioprot	DE	DE2	ratiocds
MvSl-1064-A1-R4_MC03g04390	Auto	0.221970367	0.221970367	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.221970367	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04393	Auto	-0.53975401	0.53975401	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.53975401	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04394	Auto	0.530822783	0.530822783	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.530822783	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04395	Auto	-0.003616629	0.003616629	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.003616629	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04396	Auto	-0.034740363	0.034740363	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.034740363	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04399	Auto	-0.066239096	0.066239096	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.066239096	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04403	Auto	0.137517705	0.137517705	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.137517705	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04404	Auto	-0.166315316	0.166315316	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.166315316	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04405	Auto	-0.899532215	0.899532215	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.899532215	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04406	Auto	0.000102087	0.000102087	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.000102087	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04407	Auto	0.03092673	0.03092673	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.03092673	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04408	Auto	-0.384241208	0.384241208	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.384241208	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04409	Auto	0.032124858	0.032124858	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.032124858	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04410	Auto	0.000476871	0.000476871	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.000476871	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04411	Auto	-0.558636293	0.558636293	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.558636293	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04412	Auto	0.075584259	0.075584259	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.075584259	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04413	Auto	-0.308602485	0.308602485	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.308602485	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04414	Auto	0.21842549	0.21842549	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.21842549	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04415	Auto	0.156046211	0.156046211	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.156046211	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04416	Auto	-0.581081065	0.581081065	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.581081065	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04418	Auto	-0.259961901	0.259961901	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.259961901	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04433	Auto	0.20653298	0.20653298	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.20653298	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04434	Auto	0.057380482	0.057380482	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.057380482	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04435	Auto	0.105303001	0.105303001	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.105303001	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04436	Auto	-0.149125106	0.149125106	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.149125106	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04437	Auto	-0.234591927	0.234591927	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.234591927	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04438	Auto	-0.587927795	0.587927795	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.587927795	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04439	Auto	-0.298348843	0.298348843	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.298348843	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04440	Auto	1.063752104	1.063752104	NON	NON	0	0	0	0	0	0	0	0	0	Auto	1.063752104	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04448	Auto	0.143066743	0.143066743	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.143066743	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04449	Auto	-0.019416823	0.019416823	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.019416823	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04450	Auto	0.257052075	0.257052075	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.257052075	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04451	Auto	-0.131656886	0.131656886	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.131656886	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04452	Auto	-0.077344818	0.077344818	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.077344818	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04456	Auto	0.112559282	0.112559282	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.112559282	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04457	Auto	0.317251446	0.317251446	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.317251446	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04458	Auto	0.023828943	0.023828943	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.023828943	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04459	Auto	0.058746471	0.058746471	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.058746471	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04460	Auto	-0.128502471	0.128502471	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.128502471	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04461	Auto	-0.234604751	0.234604751	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.234604751	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04462	Auto	-0.842839184	0.842839184	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.842839184	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04463	Auto	-0.227125822	0.227125822	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.227125822	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04465	Auto	0.080970943	0.080970943	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.080970943	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04466	Auto	-0.147615898	0.147615898	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.147615898	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04468	Auto	-0.091777592	0.091777592	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.091777592	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04469	Auto	0.096018803	0.096018803	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.096018803	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04470	Auto	-0.031181544	0.031181544	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.031181544	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04471	Auto	-0.082602901	0.082602901	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.082602901	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04473	Auto	0.326351523	0.326351523	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.326351523	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04476	Auto	0.084881692	0.084881692	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.084881692	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04478	Auto	0.093314556	0.093314556	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.093314556	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04479	Auto	-0.046343683	0.046343683	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.046343683	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04480	Auto	-0.458702199	0.458702199	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.458702199	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04481	Auto	0.027330802	0.027330802	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.027330802	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04482	Auto	-0.005227934	0.005227934	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.005227934	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04483	Auto	-0.009380132	0.009380132	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.009380132	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04484	Auto	0.121629879	0.121629879	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.121629879	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04486	Auto	0.320768994	0.320768994	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.320768994	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04487	Auto	0.04160325	0.04160325	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.04160325	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04488	Auto	0.404789956	0.404789956	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.404789956	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04490	Auto	0.02664871	0.02664871	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.02664871	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04491	Auto	0.083093032	0.083093032	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.083093032	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04492	Auto	0.075788943	0.075788943	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.075788943	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04493	Auto	-0.496855967	0.496855967	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.496855967	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04494	Auto	-0.245571456	0.245571456	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.245571456	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04495	Auto	0.088170804	0.088170804	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.088170804	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04496	Auto	-0.052941078	0.052941078	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.052941078	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04497	Auto	-0.130982689	0.130982689	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.130982689	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04498	Auto	-0.007250953	0.007250953	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.007250953	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04499	Auto	-0.000682598	0.000682598	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.000682598	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04500	Auto	-0.099657108	0.099657108	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.099657108	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04501	Auto	-0.250063214	0.250063214	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.250063214	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04503	Auto	-0.101689016	0.101689016	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.101689016	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04504	Auto	-0.154089213	0.154089213	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.154089213	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04505	Auto	-0.113168944	0.113168944	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.113168944	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04506	Auto	-0.145177066	0.145177066	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.145177066	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04507	Auto	-0.177062403	0.177062403	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.177062403	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04511	Auto	0.22392061	0.22392061	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.22392061	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04512	Auto	0.340950037	0.340950037	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.340950037	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04513	Auto	0.377590282	0.377590282	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.377590282	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04514	Auto	-0.24024207	0.24024207	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.24024207	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04515	Auto	0.022405512	0.022405512	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.022405512	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04516	Auto	-0.116030515	0.116030515	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.116030515	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04517	Auto	0.04615624	0.04615624	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.04615624	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04518	Auto	-0.361674783	0.361674783	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.361674783	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04519	Auto	-0.588971269	0.588971269	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.588971269	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04521	Auto	-0.551961214	0.551961214	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.551961214	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04522	Auto	-0.290908908	0.290908908	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.290908908	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04523	Auto	-0.385083976	0.385083976	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.385083976	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04527	Auto	0.073283912	0.073283912	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.073283912	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04537	Auto	0.186710939	0.186710939	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.186710939	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04538	Auto	-0.142197635	0.142197635	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.142197635	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04540	Auto	0.206256866	0.206256866	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.206256866	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04541	Auto	-0.045138199	0.045138199	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.045138199	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04542	Auto	-0.054885635	0.054885635	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.054885635	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04543	Auto	-0.138376475	0.138376475	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.138376475	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04544	Auto	0.111318518	0.111318518	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.111318518	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04545	Auto	-0.249649633	0.249649633	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.249649633	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04546	Auto	-0.338077219	0.338077219	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.338077219	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04552	Auto	-0.106957402	0.106957402	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.106957402	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04553	Auto	0.076426362	0.076426362	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.076426362	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04554	Auto	0.178702797	0.178702797	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.178702797	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04555	Auto	-0.126208863	0.126208863	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.126208863	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04558	Auto	0.046243547	0.046243547	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.046243547	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04559	Auto	0.080301119	0.080301119	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.080301119	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04560	Auto	0.129714811	0.129714811	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.129714811	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04570	Auto	-0.041329974	0.041329974	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.041329974	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04571	Auto	0.085030395	0.085030395	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.085030395	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04572	Auto	-0.058237557	0.058237557	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.058237557	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04573	Auto	-0.206573308	0.206573308	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.206573308	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04574	Auto	-0.070617611	0.070617611	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.070617611	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04575	Auto	-0.244575165	0.244575165	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.244575165	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04576	Auto	0.461985165	0.461985165	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.461985165	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04577	Auto	-0.113605225	0.113605225	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.113605225	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04589	Auto	-0.315867222	0.315867222	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.315867222	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04590	Auto	0.189629525	0.189629525	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.189629525	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04597	Auto	0.003272362	0.003272362	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.003272362	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04598	Auto	-0.012076991	0.012076991	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.012076991	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04599	Auto	0.162000231	0.162000231	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.162000231	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04601	Auto	-0.097281644	0.097281644	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.097281644	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04602	Auto	0.407867122	0.407867122	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.407867122	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04603	Auto	-0.191335385	0.191335385	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.191335385	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04606	Auto	0.042186219	0.042186219	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.042186219	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04607	Auto	-0.655892056	0.655892056	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.655892056	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04610	Auto	0.134022067	0.134022067	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.134022067	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04611	Auto	-0.204975368	0.204975368	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.204975368	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04613	Auto	-0.099966038	0.099966038	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.099966038	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04614	Auto	-0.122645334	0.122645334	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.122645334	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04615	Auto	0.025790566	0.025790566	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.025790566	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04619	Auto	0.012528031	0.012528031	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.012528031	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04620	Auto	-0.30196196	0.30196196	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.30196196	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04622	Auto	0.13372582	0.13372582	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.13372582	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04623	Auto	-0.507628126	0.507628126	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.507628126	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04626	Auto	0.144576445	0.144576445	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.144576445	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04630	Auto	0.165183194	0.165183194	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.165183194	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04631	Auto	0.069392469	0.069392469	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.069392469	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04632	Auto	0.073871615	0.073871615	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.073871615	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04633	Auto	-0.199029589	0.199029589	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.199029589	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04634	Auto	0.092283689	0.092283689	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.092283689	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04635	Auto	-0.002119169	0.002119169	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.002119169	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04636	Auto	-0.099907733	0.099907733	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.099907733	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04638	Auto	0.093931452	0.093931452	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.093931452	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04639	Auto	-0.096541949	0.096541949	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.096541949	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04643	Auto	-0.194958301	0.194958301	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.194958301	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04644	Auto	0.018670765	0.018670765	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.018670765	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04645	Auto	-0.008785653	0.008785653	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.008785653	1.058536585	NON	NON	0.944954128
MvSl-1064-A1-R4_MC03g04646	Auto	-0.679398139	0.679398139	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.679398139	0.957831325	NON	NON	0.95788207
MvSl-1064-A1-R4_MC03g04647	Auto	0.1851431	0.1851431	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.1851431	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04648	Auto	0.086337055	0.086337055	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.086337055	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04649	Auto	-0.003930736	0.003930736	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.003930736	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04652	Auto	0.154180157	0.154180157	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.154180157	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04653	Auto	-0.558954498	0.558954498	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.558954498	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04654	Auto	0.060527339	0.060527339	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.060527339	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04655	Auto	0.117106548	0.117106548	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.117106548	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04656	Auto	0.982859454	0.982859454	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.982859454	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04659	Auto	-0.191486536	0.191486536	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.191486536	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04660	Auto	0.112344681	0.112344681	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.112344681	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04661	Auto	-0.062224144	0.062224144	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.062224144	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04662	Auto	0.206940977	0.206940977	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.206940977	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04663	Auto	-0.176383354	0.176383354	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.176383354	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04664	Auto	0.035592765	0.035592765	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.035592765	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04667	Auto	0.292547742	0.292547742	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.292547742	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04668	Auto	0.000518309	0.000518309	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.000518309	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04669	Auto	-0.038665806	0.038665806	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.038665806	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04670	Auto	-0.076479464	0.076479464	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.076479464	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04671	Auto	0.054958243	0.054958243	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.054958243	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04672	Auto	-0.192869953	0.192869953	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.192869953	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04673	Auto	0.232445507	0.232445507	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.232445507	1	NON	NON	1
MvSl-1064-A1-R4_MC03g04675	Auto	0.317423688	0.317423688	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.317423688	1	NON	NON	1
