gida1	logFC.A1.A2	abs	youngold	GC0diff	GC3diff	DE
MvSl-1064-A1-R4_MC01-2g03149	0.251324663	0.251324663	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03150	0.363973621	0.363973621	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03151	0.064743801	0.064743801	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03152	0.121302727	0.121302727	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03154	-0.271873775	0.271873775	Auto	-0.14	-0.38	NON
MvSl-1064-A1-R4_MC01-2g03155	-0.056812392	0.056812392	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03157	0.272577416	0.272577416	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03158	-0.005718851	0.005718851	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03159	0.018990484	0.018990484	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03160	0.213584423	0.213584423	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03161	0.355845421	0.355845421	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03162	0.054575656	0.054575656	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03164	-0.20047157	0.20047157	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03165	-0.431069896	0.431069896	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03179	-0.103379475	0.103379475	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03181	-0.208436888	0.208436888	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03182	-0.107911652	0.107911652	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03183	-0.113678543	0.113678543	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03185	0.185054086	0.185054086	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03186	-0.063062421	0.063062421	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03189	-0.216159041	0.216159041	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03191	0.200756073	0.200756073	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03192	-0.426957409	0.426957409	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03193	0.427149814	0.427149814	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03194	0.134269474	0.134269474	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03195	0.435139289	0.435139289	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03199	-0.064261847	0.064261847	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03200	-0.516031647	0.516031647	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03201	-0.408198523	0.408198523	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03202	-0.038186615	0.038186615	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03203	0.161184676	0.161184676	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03206	-0.319203371	0.319203371	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03207	0.033643257	0.033643257	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03208	0.110987309	0.110987309	Auto	0.66	0.94	NON
MvSl-1064-A1-R4_MC02g03209	-0.085368067	0.085368067	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03211	0.312033532	0.312033532	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03212	0.068431246	0.068431246	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03213	-0.07248796	0.07248796	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03214	-0.11471494	0.11471494	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03217	0.016836222	0.016836222	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03218	0.036555279	0.036555279	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03219	-0.255050956	0.255050956	Auto	0.1	0.64	NON
MvSl-1064-A1-R4_MC02g03220	-0.137547584	0.137547584	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03221	-0.368930213	0.368930213	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03223	-0.311838198	0.311838198	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03225	-0.100239755	0.100239755	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03227	0.410559317	0.410559317	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03230	0.068597609	0.068597609	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03231	-0.069108646	0.069108646	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03232	0.054200266	0.054200266	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03233	-0.441476486	0.441476486	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03234	-0.106145958	0.106145958	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03235	-0.228039928	0.228039928	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03236	0.047322259	0.047322259	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03237	-0.040380763	0.040380763	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03240	-0.025799895	0.025799895	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03241	0.03087187	0.03087187	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03242	0.087663058	0.087663058	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03243	-0.089822724	0.089822724	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03244	-0.097684423	0.097684423	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03245	-0.045379668	0.045379668	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03246	-0.398821049	0.398821049	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03250	-0.054035674	0.054035674	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03251	-0.316296407	0.316296407	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03253	-0.353900515	0.353900515	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03254	-0.302751829	0.302751829	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03255	-0.21705046	0.21705046	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03256	-0.138652278	0.138652278	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03257	-0.107377111	0.107377111	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03258	0.174005169	0.174005169	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03260	-0.086783272	0.086783272	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03261	-0.162972883	0.162972883	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03263	-0.021247351	0.021247351	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03266	0.117237089	0.117237089	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03267	0.110868701	0.110868701	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03268	0.344916651	0.344916651	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03269	0.174914634	0.174914634	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03270	0.355878222	0.355878222	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03271	-0.207087044	0.207087044	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03272	-0.189519675	0.189519675	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03273	0.057422979	0.057422979	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03276	0.331045036	0.331045036	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03277	-0.372476923	0.372476923	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03278	-0.532678954	0.532678954	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03279	-0.112438953	0.112438953	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03290	0.017992213	0.017992213	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03291	-0.136045973	0.136045973	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03292	0.195441027	0.195441027	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03293	0.053411797	0.053411797	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03295	-0.031852327	0.031852327	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03296	0.023835977	0.023835977	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03300	-0.434418716	0.434418716	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03301	-0.16004869	0.16004869	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03302	0.012103153	0.012103153	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03304	0.019539802	0.019539802	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03305	-0.071929499	0.071929499	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03306	-0.015588015	0.015588015	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03307	0.13113928	0.13113928	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03308	-0.580463016	0.580463016	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03309	-0.112434963	0.112434963	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03310	-0.135911884	0.135911884	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03311	-0.049170489	0.049170489	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03312	0.255255846	0.255255846	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03313	0.107544873	0.107544873	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03314	-0.11183931	0.11183931	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03315	-0.000723241	0.000723241	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03317	0.721996936	0.721996936	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03318	0.118530044	0.118530044	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03321	0.462990103	0.462990103	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03322	-0.143519024	0.143519024	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03324	0.19046611	0.19046611	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03325	-0.025748521	0.025748521	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03326	-0.294822265	0.294822265	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03328	-0.124290955	0.124290955	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03329	-0.04366358	0.04366358	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03330	0.012031356	0.012031356	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03331	0.024813085	0.024813085	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03332	0.020311514	0.020311514	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03333	0.084491075	0.084491075	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03334	0.116980169	0.116980169	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03335	-0.108794746	0.108794746	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03336	-0.092063953	0.092063953	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03337	-0.062252617	0.062252617	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03338	0.073672015	0.073672015	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03341	0.108518467	0.108518467	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03357	-0.189641604	0.189641604	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03379	-0.059406489	0.059406489	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03380	-0.050565256	0.050565256	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03381	0.194970013	0.194970013	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03382	-0.201154314	0.201154314	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03389	-0.199108512	0.199108512	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03390	0.104122366	0.104122366	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03457	0.068317419	0.068317419	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03458	0.165647955	0.165647955	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03464	0.00377407	0.00377407	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03466	0.069177314	0.069177314	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03485	0.235290184	0.235290184	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03486	-0.134480075	0.134480075	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03487	-0.144023604	0.144023604	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03488	-0.036817737	0.036817737	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03489	-0.431760173	0.431760173	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03490	0.275078356	0.275078356	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03504	-0.10243062	0.10243062	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03505	0.120137365	0.120137365	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03506	0.890463127	0.890463127	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03507	0.123263743	0.123263743	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03524	0.082340876	0.082340876	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03525	0.063817959	0.063817959	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03527	-0.002695662	0.002695662	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03528	-0.226694825	0.226694825	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03529	-0.067780681	0.067780681	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03530	-0.107471104	0.107471104	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03531	-0.019741917	0.019741917	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03532	0.174761956	0.174761956	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03535	0.046842937	0.046842937	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03536	0.242650344	0.242650344	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03537	-0.324498908	0.324498908	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03538	-0.073404787	0.073404787	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03539	-0.107183966	0.107183966	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03541	0.023877109	0.023877109	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03543	-0.297426564	0.297426564	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03544	0.20961255	0.20961255	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03546	-0.319332228	0.319332228	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03547	0.105129159	0.105129159	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03551	0.099951793	0.099951793	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03552	0.102725689	0.102725689	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03561	0.124212527	0.124212527	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03562	0.181649091	0.181649091	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03563	0.550143474	0.550143474	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03568	-0.135913871	0.135913871	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03569	0.319584758	0.319584758	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03570	0.512094175	0.512094175	Auto	-0.01	0.03	NON
MvSl-1064-A1-R4_MC02g03572	-0.037822806	0.037822806	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03573	0.255382391	0.255382391	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03575	-0.772679794	0.772679794	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03576	-0.509337249	0.509337249	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03580	0.205785102	0.205785102	Auto	-0.35	-0.56	NON
MvSl-1064-A1-R4_MC02g03581	-0.492802593	0.492802593	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03582	-0.111207979	0.111207979	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03583	0.040436164	0.040436164	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03585	0.31521017	0.31521017	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03586	-0.268410573	0.268410573	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03587	-0.187740587	0.187740587	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03588	-0.342150333	0.342150333	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03589	0.074844717	0.074844717	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03590	0.018712171	0.018712171	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03591	0.063223552	0.063223552	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03592	-0.135701206	0.135701206	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03593	-0.119096298	0.119096298	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03596	-0.176083976	0.176083976	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03597	0.013907417	0.013907417	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03598	0.109855659	0.109855659	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03599	-0.345576987	0.345576987	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03600	-0.078685829	0.078685829	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03601	0.159760223	0.159760223	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03602	0.027668323	0.027668323	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03603	-0.401441831	0.401441831	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03608	-0.114289263	0.114289263	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03610	0.367735605	0.367735605	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03613	-0.565015558	0.565015558	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03614	0.028598238	0.028598238	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03615	-0.084893534	0.084893534	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03616	0.075986438	0.075986438	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03618	-0.259749367	0.259749367	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03619	0.144034533	0.144034533	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03620	0.154077946	0.154077946	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03621	0.050503881	0.050503881	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03622	-0.081207848	0.081207848	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03623	-0.041898306	0.041898306	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03625	0.037190046	0.037190046	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03626	-0.293875372	0.293875372	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03627	0.143412228	0.143412228	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03628	-0.225902428	0.225902428	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03629	0.107539997	0.107539997	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03631	-0.119651655	0.119651655	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03632	2.57E-05	0.0000257	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03633	-0.172335161	0.172335161	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03634	-0.048981278	0.048981278	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03635	-0.07085507	0.07085507	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03636	-0.00859362	0.00859362	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03637	0.09416773	0.09416773	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03639	0.088239821	0.088239821	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03641	0.016275981	0.016275981	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03645	0.087758156	0.087758156	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03649	0.232041478	0.232041478	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03650	0.595326032	0.595326032	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03655	0.209360669	0.209360669	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03656	-0.010199161	0.010199161	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03657	-0.107812616	0.107812616	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03659	-0.331361998	0.331361998	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03666	0.04968029	0.04968029	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03669	0.221493891	0.221493891	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03670	-0.190892448	0.190892448	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03671	0.369732202	0.369732202	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03672	0.241704508	0.241704508	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03673	0.103929246	0.103929246	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03679	0.096434067	0.096434067	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03680	0.015819503	0.015819503	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03681	0.262897252	0.262897252	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03682	-0.072441624	0.072441624	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03683	0.077838031	0.077838031	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03685	-0.162983853	0.162983853	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03686	-0.197730106	0.197730106	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03687	-0.103834376	0.103834376	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03688	0.128763057	0.128763057	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03689	0.077191341	0.077191341	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03690	-0.166892256	0.166892256	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03691	-0.146903396	0.146903396	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03692	0.261584407	0.261584407	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03693	-0.012844466	0.012844466	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03694	0.24455185	0.24455185	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03695	0.020688508	0.020688508	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03696	-0.147281249	0.147281249	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03697	-0.086926338	0.086926338	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03698	-0.382575557	0.382575557	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03700	-0.390153212	0.390153212	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03702	-0.024451961	0.024451961	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03703	0.352020779	0.352020779	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03704	0.09265368	0.09265368	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03706	0.063760712	0.063760712	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03707	-0.021530476	0.021530476	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03708	0.472274867	0.472274867	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03709	0.127075264	0.127075264	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03710	0.527512741	0.527512741	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03711	0.027854785	0.027854785	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03713	0.594203239	0.594203239	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03715	0.013961022	0.013961022	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03718	0.380488911	0.380488911	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03720	-0.022422532	0.022422532	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03721	-0.017453032	0.017453032	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03722	-0.296270538	0.296270538	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03723	0.061161752	0.061161752	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03724	-0.147812127	0.147812127	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03725	0.120367065	0.120367065	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03726	0.105284269	0.105284269	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03727	0.069668475	0.069668475	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03728	0.064309217	0.064309217	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03730	0.189044384	0.189044384	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03731	0.06922601	0.06922601	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03733	-0.033031847	0.033031847	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03734	0.169737394	0.169737394	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03735	-0.050208762	0.050208762	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03736	-0.048823615	0.048823615	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03738	0.00937006	0.00937006	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03739	-0.144283397	0.144283397	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03741	-0.047880911	0.047880911	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03742	-0.158213271	0.158213271	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03744	-0.095167633	0.095167633	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03745	0.078385172	0.078385172	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03746	-0.078086781	0.078086781	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03747	-0.108749718	0.108749718	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03748	-0.149149459	0.149149459	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03749	-0.198521409	0.198521409	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03750	-0.196428983	0.196428983	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03751	0.465277092	0.465277092	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03752	0.177325715	0.177325715	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03753	0.285796764	0.285796764	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03754	0.4403619	0.4403619	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03757	-0.034494014	0.034494014	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03758	0.084753435	0.084753435	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03759	0.015847224	0.015847224	Auto	-0.17	1.06	NON
MvSl-1064-A1-R4_MC02g03760	-0.06103463	0.06103463	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03761	-0.171175187	0.171175187	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03762	0.100554868	0.100554868	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03763	0.005850464	0.005850464	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03764	-0.169088927	0.169088927	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03769	0.064594402	0.064594402	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03770	-0.093340402	0.093340402	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03775	0.036472818	0.036472818	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03776	0.20476203	0.20476203	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03777	0.054527377	0.054527377	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03778	-0.063794327	0.063794327	Auto	0	0	NON
