gene	chr	start	end	geneID	intronnr	intronmean	introntotal
MvSl-1064-A1-R4_A1	Black	1018305	1020228	MvSl-1064-A1-R4_A1g00454	2	143	286
MvSl-1064-A1-R4_A1	Black	1020575	1020775	MvSl-1064-A1-R4_A1g00455	1	0	0
MvSl-1064-A1-R4_A1	Black	1021004	1021336	MvSl-1064-A1-R4_A1g00456	1	0	0
MvSl-1064-A1-R4_A1	Black	1021451	1021666	MvSl-1064-A1-R4_A1g00457	1	0	0
MvSl-1064-A1-R4_A1	Black	1021727	1024178	MvSl-1064-A1-R4_A1g00458	2	167	334
MvSl-1064-A1-R4_A1	Black	1024475	1028301	MvSl-1064-A1-R4_A1g00459	7	82.5714	578
MvSl-1064-A1-R4_A1	Black	1028374	1029100	MvSl-1064-A1-R4_A1g00460	1	181	181
MvSl-1064-A1-R4_A1	Black	1029411	1029674	MvSl-1064-A1-R4_A1g00461	1	81	81
MvSl-1064-A1-R4_A1	Black	1029731	1030180	MvSl-1064-A1-R4_A1g00462	2	58.5	117
MvSl-1064-A1-R4_A1	Black	1033154	1035497	MvSl-1064-A1-R4_A1g00464	2	51.5	103
MvSl-1064-A1-R4_A1	Black	1035989	1037101	MvSl-1064-A1-R4_A1g00465	1	0	0
MvSl-1064-A1-R4_A1	Black	1037421	1038783	MvSl-1064-A1-R4_A1g00466	2	68	136
MvSl-1064-A1-R4_A1	Black	1038856	1039964	MvSl-1064-A1-R4_A1g00467	3	63.6667	191
MvSl-1064-A1-R4_A1	Black	1040284	1041396	MvSl-1064-A1-R4_A1g00468	1	0	0
MvSl-1064-A1-R4_A1	Black	1041888	1044231	MvSl-1064-A1-R4_A1g00469	2	51.5	103
MvSl-1064-A1-R4_A1	Black	1047206	1047650	MvSl-1064-A1-R4_A1g00471	1	145	145
MvSl-1064-A1-R4_A1	Black	1047860	1048111	MvSl-1064-A1-R4_A1g00472	1	0	0
MvSl-1064-A1-R4_A1	Black	1049682	1049876	MvSl-1064-A1-R4_A1g00473	1	0	0
MvSl-1064-A1-R4_A1	Black	1049922	1050360	MvSl-1064-A1-R4_A1g00474	1	148	148
MvSl-1064-A1-R4_A1	Black	1051993	1052269	MvSl-1064-A1-R4_A1g00476	1	82	82
MvSl-1064-A1-R4_A1	Black	1054632	1054787	MvSl-1064-A1-R4_A1g00477	1	0	0
MvSl-1064-A1-R4_A1	Black	1058952	1059372	MvSl-1064-A1-R4_A1g00479	1	82	82
MvSl-1064-A1-R4_A1	Black	1059890	1060588	MvSl-1064-A1-R4_A1g00480	2	130.5	261
MvSl-1064-A1-R4_A1	Black	1061762	1065847	MvSl-1064-A1-R4_A1g00482	2	69	138
MvSl-1064-A1-R4_A1	Black	1066016	1067596	MvSl-1064-A1-R4_A1g00483	5	126.6	633
MvSl-1064-A1-R4_A1	Black	1067717	1069413	MvSl-1064-A1-R4_A1g00484	4	89.75	359
MvSl-1064-A1-R4_A1	Black	1069705	1070074	MvSl-1064-A1-R4_A1g00485	1	172	172
MvSl-1064-A1-R4_A1	Black	1070238	1070447	MvSl-1064-A1-R4_A1g00486	1	0	0
MvSl-1064-A1-R4_A1	Black	1070925	1072452	MvSl-1064-A1-R4_A1g00487	2	132.5	265
MvSl-1064-A1-R4_A1	Black	1072863	1073165	MvSl-1064-A1-R4_A1g00488	1	0	0
MvSl-1064-A1-R4_A1	Black	1073222	1075732	MvSl-1064-A1-R4_A1g00489	5	93	465
MvSl-1064-A1-R4_A1	Black	1075835	1082138	MvSl-1064-A1-R4_A1g00490	7	50.7143	355
MvSl-1064-A1-R4_A1	Black	1082791	1090818	MvSl-1064-A1-R4_A1g00491	13	82.8462	1077
MvSl-1064-A1-R4_A1	Black	1096297	1096862	MvSl-1064-A1-R4_A1g00493	3	67.6667	203
MvSl-1064-A1-R4_A1	Black	1096994	1097182	MvSl-1064-A1-R4_A1g00494	1	0	0
MvSl-1064-A1-R4_A1	Black	1100432	1102223	MvSl-1064-A1-R4_A1g00496	1	76	76
MvSl-1064-A1-R4_A1	Black	1102329	1102641	MvSl-1064-A1-R4_A1g00497	1	64	64
MvSl-1064-A1-R4_A1	Black	1103113	1103677	MvSl-1064-A1-R4_A1g00498	1	97	97
MvSl-1064-A1-R4_A1	Black	1103738	1104479	MvSl-1064-A1-R4_A1g00499	2	132.5	265
MvSl-1064-A1-R4_A1	Black	1104861	1106534	MvSl-1064-A1-R4_A1g00500	2	136.5	273
MvSl-1064-A1-R4_A1	Black	1106962	1107159	MvSl-1064-A1-R4_A1g00502	1	0	0
MvSl-1064-A1-R4_A1	Black	1128949	1131200	MvSl-1064-A1-R4_A1g00509	10	99.5	995
MvSl-1064-A1-R4_A1	Black	1167990	1170000	MvSl-1064-A1-R4_A1g00526	8	84.875	679
MvSl-1064-A1-R4_A1	Black	1181903	1183139	MvSl-1064-A1-R4_A1g00531	3	77.3333	232
MvSl-1064-A1-R4_A1	Black	1189285	1190865	MvSl-1064-A1-R4_A1g00535	3	171	513
MvSl-1064-A1-R4_A1	Black	1190911	1191630	MvSl-1064-A1-R4_A1g00536	2	115.5	231
MvSl-1064-A1-R4_A1	Black	1191878	1192535	MvSl-1064-A1-R4_A1g00537	1	43	43
MvSl-1064-A1-R4_A1	Black	1192710	1193887	MvSl-1064-A1-R4_A1g00538	2	89.5	179
MvSl-1064-A1-R4_A1	Black	1193951	1194157	MvSl-1064-A1-R4_A1g00539	1	45	45
MvSl-1064-A1-R4_A1	Black	1195620	1199683	MvSl-1064-A1-R4_A1g00540	12	67.1667	806
MvSl-1064-A1-R4_A1	Black	1215794	1216564	MvSl-1064-A1-R4_A1g00545	3	111	333
MvSl-1064-A1-R4_A1	Black	1218391	1218724	MvSl-1064-A1-R4_A1g00547	1	79	79
MvSl-1064-A1-R4_A1	Black	1218916	1220550	MvSl-1064-A1-R4_A1g00548	8	89.625	717
MvSl-1064-A1-R4_A1	Black	1222223	1223941	MvSl-1064-A1-R4_A1g00549	1	75	75
MvSl-1064-A1-R4_A1	Black	1224001	1224328	MvSl-1064-A1-R4_A1g00550	1	58	58
MvSl-1064-A1-R4_A1	Black	1224433	1225980	MvSl-1064-A1-R4_A1g00551	3	155	465
MvSl-1064-A1-R4_A1	Black	1227568	1228563	MvSl-1064-A1-R4_A1g00552	5	73.2	366
MvSl-1064-A1-R4_A1	Black	1228633	1229758	MvSl-1064-A1-R4_A1g00553	5	86	430
MvSl-1064-A1-R4_A1	Black	1229847	1233793	MvSl-1064-A1-R4_A1g00554	3	147.667	443
MvSl-1064-A1-R4_A1	Black	1233985	1234510	MvSl-1064-A1-R4_A1g00555	1	76	76
MvSl-1064-A1-R4_A1	Black	1234663	1235175	MvSl-1064-A1-R4_A1g00556	1	0	0
MvSl-1064-A1-R4_A1	Black	1236663	1237721	MvSl-1064-A1-R4_A1g00557	1	327	327
MvSl-1064-A1-R4_A1	Black	1237766	1241716	MvSl-1064-A1-R4_A1g00558	1	0	0
MvSl-1064-A1-R4_A1	Black	1242270	1244280	MvSl-1064-A1-R4_A1g00559	4	71.5	286
MvSl-1064-A1-R4_A1	Black	1244603	1245911	MvSl-1064-A1-R4_A1g00560	3	72.3333	217
MvSl-1064-A1-R4_A1	Black	1246293	1246514	MvSl-1064-A1-R4_A1g00561	1	0	0
MvSl-1064-A1-R4_A1	Black	1246759	1248562	MvSl-1064-A1-R4_A1g00562	7	106	742
MvSl-1064-A1-R4_A1	Black	1248701	1252598	MvSl-1064-A1-R4_A1g00563	1	121	121
MvSl-1064-A1-R4_A1	Black	1252641	1252985	MvSl-1064-A1-R4_A1g00564	1	0	0
MvSl-1064-A1-R4_A1	Black	1253191	1254392	MvSl-1064-A1-R4_A1g00565	4	51.5	206
MvSl-1064-A1-R4_A1	Black	1254640	1254878	MvSl-1064-A1-R4_A1g00566	1	74	74
MvSl-1064-A1-R4_A1	Black	1255487	1256568	MvSl-1064-A1-R4_A1g00567	2	85	170
MvSl-1064-A1-R4_A1	Black	1257805	1258807	MvSl-1064-A1-R4_A1g00569	2	71	142
MvSl-1064-A1-R4_A1	Black	1259119	1262894	MvSl-1064-A1-R4_A1g00570	3	65.6667	197
MvSl-1064-A1-R4_A1	Black	1263224	1263523	MvSl-1064-A1-R4_A1g00571	1	0	0
MvSl-1064-A1-R4_A1	Black	1263671	1269920	MvSl-1064-A1-R4_A1g00572	6	111.167	667
MvSl-1064-A1-R4_A1	Black	1270179	1273681	MvSl-1064-A1-R4_A1g00573	4	117.5	470
MvSl-1064-A1-R4_A1	Black	1273863	1274099	MvSl-1064-A1-R4_A1g00574	1	0	0
MvSl-1064-A1-R4_A1	Black	1279830	1280188	MvSl-1064-A1-R4_A1g00577	1	41	41
MvSl-1064-A1-R4_A1	Black	1280349	1280637	MvSl-1064-A1-R4_A1g00578	1	70	70
MvSl-1064-A1-R4_A1	Black	1280712	1281171	MvSl-1064-A1-R4_A1g00579	1	55	55
MvSl-1064-A1-R4_A1	Black	1282503	1283947	MvSl-1064-A1-R4_A1g00580	6	104.333	626
MvSl-1064-A1-R4_A1	Black	1284820	1285167	MvSl-1064-A1-R4_A1g00581	1	57	57
MvSl-1064-A1-R4_A1	Black	1285336	1286410	MvSl-1064-A1-R4_A1g00582	4	161.5	646
MvSl-1064-A1-R4_A1	Black	1286475	1288021	MvSl-1064-A1-R4_A1g00583	2	166	332
MvSl-1064-A1-R4_A1	Black	1288064	1290766	MvSl-1064-A1-R4_A1g00584	1	51	51
MvSl-1064-A1-R4_A1	Black	1290966	1291154	MvSl-1064-A1-R4_A1g00585	1	0	0
MvSl-1064-A1-R4_A1	Black	1291502	1291702	MvSl-1064-A1-R4_A1g00586	1	0	0
MvSl-1064-A1-R4_A1	Black	1291930	1292139	MvSl-1064-A1-R4_A1g00587	1	0	0
MvSl-1064-A1-R4_A1	Black	1292274	1292945	MvSl-1064-A1-R4_A1g00588	1	0	0
MvSl-1064-A1-R4_A1	Black	1295616	1296572	MvSl-1064-A1-R4_A1g00590	1	0	0
MvSl-1064-A1-R4_A1	Black	1306760	1308614	MvSl-1064-A1-R4_A1g00595	6	90.1667	541
MvSl-1064-A1-R4_A1	Black	1308902	1309126	MvSl-1064-A1-R4_A1g00596	1	90	90
MvSl-1064-A1-R4_A1	Black	1309376	1309597	MvSl-1064-A1-R4_A1g00597	1	0	0
MvSl-1064-A1-R4_A1	Black	1309800	1313234	MvSl-1064-A1-R4_A1g00598	1	0	0
MvSl-1064-A1-R4_A1	Black	1313288	1315071	MvSl-1064-A1-R4_A1g00599	5	90.4	452
MvSl-1064-A1-R4_A1	Black	1315222	1315416	MvSl-1064-A1-R4_A1g00600	1	0	0
MvSl-1064-A1-R4_A1	Black	1315464	1315679	MvSl-1064-A1-R4_A1g00601	1	0	0
MvSl-1064-A1-R4_A1	Black	1316498	1316708	MvSl-1064-A1-R4_A1g00602	1	49	49
MvSl-1064-A1-R4_A1	Black	1317107	1319430	MvSl-1064-A1-R4_A1g00603	4	136.25	545
MvSl-1064-A1-R4_A1	Black	1319976	1320403	MvSl-1064-A1-R4_A1g00604	1	44	44
MvSl-1064-A1-R4_A1	Black	1322144	1326771	MvSl-1064-A1-R4_A1g00605	4	89	356
MvSl-1064-A1-R4_A1	Black	1326930	1328131	MvSl-1064-A1-R4_A1g00606	4	93.5	374
MvSl-1064-A1-R4_A1	Black	1329634	1330574	MvSl-1064-A1-R4_A1g00607	3	182.667	548
MvSl-1064-A1-R4_A1	Black	1333052	1333578	MvSl-1064-A1-R4_A1g00609	1	47	47
MvSl-1064-A1-R4_A1	Black	1333666	1334437	MvSl-1064-A1-R4_A1g00610	1	109	109
MvSl-1064-A1-R4_A1	Black	1334536	1335939	MvSl-1064-A1-R4_A1g00611	2	90	180
MvSl-1064-A1-R4_A1	Black	1338048	1338317	MvSl-1064-A1-R4_A1g00612	1	0	0
MvSl-1064-A1-R4_A1	Black	1338688	1341441	MvSl-1064-A1-R4_A1g00613	6	80.5	483
MvSl-1064-A1-R4_A1	Black	1341612	1344009	MvSl-1064-A1-R4_A1g00614	2	74	148
MvSl-1064-A1-R4_A1	Black	1344258	1345488	MvSl-1064-A1-R4_A1g00615	3	69.3333	208
MvSl-1064-A1-R4_A1	Black	1345622	1350127	MvSl-1064-A1-R4_A1g00616	1	144	144
MvSl-1064-A1-R4_A1	Black	1350312	1350852	MvSl-1064-A1-R4_A1g00617	1	70	70
MvSl-1064-A1-R4_A1	Black	1350982	1351415	MvSl-1064-A1-R4_A1g00618	1	47	47
MvSl-1064-A1-R4_A1	Black	1351565	1352868	MvSl-1064-A1-R4_A1g00619	3	100.667	302
MvSl-1064-A1-R4_A1	Black	1353495	1354271	MvSl-1064-A1-R4_A1g00620	3	144	432
MvSl-1064-A1-R4_A1	Black	1354338	1354822	MvSl-1064-A1-R4_A1g00621	1	101	101
MvSl-1064-A1-R4_A1	Black	1355213	1356312	MvSl-1064-A1-R4_A1g00622	3	89.6667	269
MvSl-1064-A1-R4_A1	Black	1356413	1356598	MvSl-1064-A1-R4_A1g00623	1	0	0
MvSl-1064-A1-R4_A1	Black	1358598	1358903	MvSl-1064-A1-R4_A1g00625	1	0	0
MvSl-1064-A1-R4_A1	Black	1360313	1362886	MvSl-1064-A1-R4_A1g00626	8	66.375	531
MvSl-1064-A1-R4_A1	Black	1363534	1369176	MvSl-1064-A1-R4_A1g00627	6	149.5	897
MvSl-1064-A1-R4_A1	Black	1369568	1370214	MvSl-1064-A1-R4_A1g00628	2	58	116
MvSl-1064-A1-R4_A1	Black	1370267	1370662	MvSl-1064-A1-R4_A1g00629	1	0	0
MvSl-1064-A1-R4_A1	Black	1370783	1372841	MvSl-1064-A1-R4_A1g00630	4	82	328
MvSl-1064-A1-R4_A1	Black	1373003	1373898	MvSl-1064-A1-R4_A1g00631	1	98	98
MvSl-1064-A1-R4_A1	Black	1374331	1374784	MvSl-1064-A1-R4_A1g00632	1	142	142
MvSl-1064-A1-R4_A1	Black	1374868	1376500	MvSl-1064-A1-R4_A1g00633	3	70.3333	211
MvSl-1064-A1-R4_A1	Black	1378027	1378182	MvSl-1064-A1-R4_A1g00634	1	0	0
MvSl-1064-A1-R4_A1	Black	1381215	1381929	MvSl-1064-A1-R4_A1g00636	4	85.75	343
MvSl-1064-A1-R4_A1	Black	1382038	1383413	MvSl-1064-A1-R4_A1g00637	5	158.2	791
MvSl-1064-A1-R4_A1	Black	1383670	1384158	MvSl-1064-A1-R4_A1g00638	1	63	63
MvSl-1064-A1-R4_A1	Black	1384621	1385073	MvSl-1064-A1-R4_A1g00639	1	0	0
MvSl-1064-A1-R4_A1	Black	1385517	1385865	MvSl-1064-A1-R4_A1g00640	1	46	46
MvSl-1064-A1-R4_A1	Black	1388056	1388241	MvSl-1064-A1-R4_A1g00643	1	0	0
MvSl-1064-A1-R4_A1	Black	1402956	1405142	MvSl-1064-A1-R4_A1g00649	7	108.857	762
MvSl-1064-A1-R4_A1	Black	1405337	1405911	MvSl-1064-A1-R4_A1g00650	3	69.6667	209
MvSl-1064-A1-R4_A1	Black	1410449	1410963	MvSl-1064-A1-R4_A1g00654	1	77	77
MvSl-1064-A1-R4_A1	Black	1411041	1411256	MvSl-1064-A1-R4_A1g00655	1	0	0
MvSl-1064-A1-R4_A1	Black	1411669	1416083	MvSl-1064-A1-R4_A1g00656	7	118.571	830
MvSl-1064-A1-R4_A1	Black	1417571	1418152	MvSl-1064-A1-R4_A1g00657	1	111	111
MvSl-1064-A1-R4_A1	Black	1418198	1418380	MvSl-1064-A1-R4_A1g00658	1	0	0
MvSl-1064-A1-R4_A1	Black	1419367	1421348	MvSl-1064-A1-R4_A1g00659	4	67.25	269
MvSl-1064-A1-R4_A1	Black	1423018	1424956	MvSl-1064-A1-R4_A1g00660	5	77	385
MvSl-1064-A1-R4_A1	Black	1425900	1427729	MvSl-1064-A1-R4_A1g00661	1	0	0
MvSl-1064-A1-R4_A1	Black	1427898	1429273	MvSl-1064-A1-R4_A1g00662	2	64	128
MvSl-1064-A1-R4_A1	Black	1429339	1431109	MvSl-1064-A1-R4_A1g00663	2	68	136
MvSl-1064-A1-R4_A1	Black	1432159	1432326	MvSl-1064-A1-R4_A1g00664	1	0	0
MvSl-1064-A1-R4_A1	Black	1432577	1432777	MvSl-1064-A1-R4_A1g00665	1	0	0
MvSl-1064-A1-R4_A1	Black	1433123	1434110	MvSl-1064-A1-R4_A1g00666	1	49	49
MvSl-1064-A1-R4_A1	Black	1434163	1437251	MvSl-1064-A1-R4_A1g00667	5	97.6	488
MvSl-1064-A1-R4_A1	Black	1445434	1447667	MvSl-1064-A1-R4_A1g00670	7	72.2857	506
MvSl-1064-A1-R4_A1	Black	1448156	1449954	MvSl-1064-A1-R4_A1g00671	2	59.5	119
MvSl-1064-A1-R4_A1	Black	1450048	1452440	MvSl-1064-A1-R4_A1g00672	3	143.667	431
MvSl-1064-A1-R4_A1	Black	1453621	1453990	MvSl-1064-A1-R4_A1g00673	1	88	88
MvSl-1064-A1-R4_A1	Black	1454051	1455196	MvSl-1064-A1-R4_A1g00674	4	97.5	390
MvSl-1064-A1-R4_A1	Black	1455898	1456136	MvSl-1064-A1-R4_A1g00675	1	74	74
MvSl-1064-A1-R4_A1	Black	1456305	1457669	MvSl-1064-A1-R4_A1g00676	5	189	945
MvSl-1064-A1-R4_A1	Black	1457784	1459910	MvSl-1064-A1-R4_A1g00677	4	111	444
MvSl-1064-A1-R4_A1	Black	1459961	1463304	MvSl-1064-A1-R4_A1g00678	3	81.6667	245
MvSl-1064-A1-R4_A1	Black	1463595	1465211	MvSl-1064-A1-R4_A1g00679	4	181.5	726
MvSl-1064-A1-R4_A1	Black	1465312	1465503	MvSl-1064-A1-R4_A1g00680	1	0	0
MvSl-1064-A1-R4_A1	Black	1465592	1465990	MvSl-1064-A1-R4_A1g00681	1	144	144
MvSl-1064-A1-R4_A1	Black	1466230	1468009	MvSl-1064-A1-R4_A1g00682	6	112.167	673
MvSl-1064-A1-R4_A1	Black	1468062	1468319	MvSl-1064-A1-R4_A1g00683	1	0	0
MvSl-1064-A1-R4_A1	Black	1468623	1469592	MvSl-1064-A1-R4_A1g00684	4	84.25	337
MvSl-1064-A1-R4_A1	Black	1469635	1470091	MvSl-1064-A1-R4_A1g00685	2	104	208
MvSl-1064-A1-R4_A1	Black	1472457	1472968	MvSl-1064-A1-R4_A1g00686	1	209	209
MvSl-1064-A1-R4_A1	Black	1475482	1475739	MvSl-1064-A1-R4_A1g00687	1	72	72
MvSl-1064-A1-R4_A1	Black	1475930	1476249	MvSl-1064-A1-R4_A1g00688	1	68	68
MvSl-1064-A1-R4_A1	Black	1478443	1478850	MvSl-1064-A1-R4_A1g00689	1	0	0
MvSl-1064-A1-R4_A1	Black	1478950	1479853	MvSl-1064-A1-R4_A1g00690	2	99.5	199
MvSl-1064-A1-R4_A1	Black	1479917	1482617	MvSl-1064-A1-R4_A1g00691	8	74.375	595
MvSl-1064-A1-R4_A1	Black	1482774	1485101	MvSl-1064-A1-R4_A1g00692	2	81	162
MvSl-1064-A1-R4_A1	Black	1491761	1492374	MvSl-1064-A1-R4_A1g00695	1	80	80
MvSl-1064-A1-R4_A1	Black	1492967	1494429	MvSl-1064-A1-R4_A1g00696	4	80.75	323
MvSl-1064-A1-R4_A1	Black	1494572	1495446	MvSl-1064-A1-R4_A1g00697	4	110.75	443
MvSl-1064-A1-R4_A1	Black	1495555	1496468	MvSl-1064-A1-R4_A1g00698	3	85.6667	257
MvSl-1064-A1-R4_A1	Black	1496518	1497491	MvSl-1064-A1-R4_A1g00699	1	92	92
MvSl-1064-A1-R4_A1	Black	1497552	1500923	MvSl-1064-A1-R4_A1g00700	1	72	72
MvSl-1064-A1-R4_A1	Black	1502152	1502317	MvSl-1064-A1-R4_A1g00701	1	61	61
MvSl-1064-A1-R4_A1	Black	1502359	1503183	MvSl-1064-A1-R4_A1g00702	2	85.5	171
MvSl-1064-A1-R4_A1	Black	1503953	1504232	MvSl-1064-A1-R4_A1g00703	1	127	127
MvSl-1064-A1-R4_A1	Black	1504551	1504790	MvSl-1064-A1-R4_A1g00704	1	0	0
MvSl-1064-A1-R4_A1	Black	1506010	1507991	MvSl-1064-A1-R4_A1g00705	5	108.4	542
MvSl-1064-A1-R4_A1	Black	1508492	1509244	MvSl-1064-A1-R4_A1g00706	3	69	207
MvSl-1064-A1-R4_A1	Black	1509442	1510748	MvSl-1064-A1-R4_A1g00707	5	65.8	329
MvSl-1064-A1-R4_A1	Black	1511792	1511983	MvSl-1064-A1-R4_A1g00708	1	0	0
MvSl-1064-A1-R4_A1	Black	1512051	1512349	MvSl-1064-A1-R4_A1g00709	1	131	131
MvSl-1064-A1-R4_A1	Black	1512410	1513514	MvSl-1064-A1-R4_A1g00710	5	77	385
MvSl-1064-A1-R4_A1	Black	1513744	1518006	MvSl-1064-A1-R4_A1g00711	11	90	990
MvSl-1064-A1-R4_A1	Black	1519914	1520384	MvSl-1064-A1-R4_A1g00712	1	0	0
MvSl-1064-A1-R4_A1	Black	1520722	1521246	MvSl-1064-A1-R4_A1g00713	1	96	96
MvSl-1064-A1-R4_A1	Black	1521307	1522050	MvSl-1064-A1-R4_A1g00714	2	87	174
MvSl-1064-A1-R4_A1	Black	1522357	1523663	MvSl-1064-A1-R4_A1g00715	4	134	536
MvSl-1064-A1-R4_A1	Black	1524220	1524556	MvSl-1064-A1-R4_A1g00716	2	86	172
MvSl-1064-A1-R4_A1	Black	1524811	1525014	MvSl-1064-A1-R4_A1g00717	1	0	0
MvSl-1064-A1-R4_A1	Black	1528038	1532765	MvSl-1064-A1-R4_A1g00719	13	84.4615	1098
MvSl-1064-A1-R4_A1	Black	1532912	1533593	MvSl-1064-A1-R4_A1g00720	3	77.3333	232
MvSl-1064-A1-R4_A1	Black	1534823	1535347	MvSl-1064-A1-R4_A1g00721	1	96	96
MvSl-1064-A1-R4_A1	Black	1535408	1536151	MvSl-1064-A1-R4_A1g00722	2	87	174
MvSl-1064-A1-R4_A1	Black	1536458	1537216	MvSl-1064-A1-R4_A1g00723	3	56	168
MvSl-1064-A1-R4_A1	Black	1537571	1538928	MvSl-1064-A1-R4_A1g00724	4	68.75	275
MvSl-1064-A1-R4_A1	Black	1538995	1539330	MvSl-1064-A1-R4_A1g00725	1	0	0
MvSl-1064-A1-R4_A1	Black	1541637	1543416	MvSl-1064-A1-R4_A1g00727	5	136.4	682
MvSl-1064-A1-R4_A1	Black	1543504	1543803	MvSl-1064-A1-R4_A1g00728	1	0	0
MvSl-1064-A1-R4_A1	Black	1544002	1546230	MvSl-1064-A1-R4_A1g00729	10	104.4	1044
MvSl-1064-A1-R4_A1	Black	1546423	1546587	MvSl-1064-A1-R4_A1g00730	1	0	0
MvSl-1064-A1-R4_A1	Black	1546685	1549632	MvSl-1064-A1-R4_A1g00731	8	92.875	743
MvSl-1064-A1-R4_A1	Black	1552758	1553579	MvSl-1064-A1-R4_A1g00733	1	0	0
MvSl-1064-A1-R4_A1	Black	1553969	1554367	MvSl-1064-A1-R4_A1g00734	1	0	0
MvSl-1064-A1-R4_A1	Black	1555480	1555779	MvSl-1064-A1-R4_A1g00735	1	0	0
MvSl-1064-A1-R4_A1	Black	1555868	1557343	MvSl-1064-A1-R4_A1g00736	4	70.5	282
MvSl-1064-A1-R4_A1	Black	1557634	1559094	MvSl-1064-A1-R4_A1g00737	4	142.5	570
MvSl-1064-A1-R4_A1	Black	1559195	1559386	MvSl-1064-A1-R4_A1g00738	1	0	0
MvSl-1064-A1-R4_A1	Black	1559475	1559873	MvSl-1064-A1-R4_A1g00739	1	144	144
MvSl-1064-A1-R4_A1	Black	1560113	1561892	MvSl-1064-A1-R4_A1g00740	6	112.167	673
MvSl-1064-A1-R4_A1	Black	1561945	1562202	MvSl-1064-A1-R4_A1g00741	1	0	0
MvSl-1064-A1-R4_A1	Black	1562506	1563610	MvSl-1064-A1-R4_A1g00742	5	77	385
MvSl-1064-A1-R4_A1	Black	1563671	1563969	MvSl-1064-A1-R4_A1g00743	1	131	131
MvSl-1064-A1-R4_A1	Black	1564245	1567395	MvSl-1064-A1-R4_A1g00744	4	103.75	415
MvSl-1064-A1-R4_A1	Black	1570975	1576517	MvSl-1064-A1-R4_A1g00746	2	50.5	101
MvSl-1064-A1-R4_A1	Black	1576656	1577372	MvSl-1064-A1-R4_A1g00747	1	0	0
MvSl-1064-A1-R4_A1	Black	1577528	1577867	MvSl-1064-A1-R4_A1g00748	1	67	67
MvSl-1064-A1-R4_A1	Black	1595101	1603467	MvSl-1064-A1-R4_A1g00753	9	128	1152
MvSl-1064-A1-R4_A1	Black	1603528	1605548	MvSl-1064-A1-R4_A1g00754	7	104.429	731
MvSl-1064-A1-R4_A1	Black	1606147	1607253	MvSl-1064-A1-R4_A1g00755	3	77	231
MvSl-1064-A1-R4_A1	Black	1609522	1610175	MvSl-1064-A1-R4_A1g00758	2	136.5	273
MvSl-1064-A1-R4_A1	Black	1610298	1611449	MvSl-1064-A1-R4_A1g00759	6	67	402
MvSl-1064-A1-R4_A1	Black	1612135	1612362	MvSl-1064-A1-R4_A1g00760	1	0	0
MvSl-1064-A1-R4_A1	Black	1612647	1613030	MvSl-1064-A1-R4_A1g00761	1	0	0
MvSl-1064-A1-R4_A1	Black	1613927	1614079	MvSl-1064-A1-R4_A1g00762	1	0	0
MvSl-1064-A1-R4_A1	Black	1618535	1619661	MvSl-1064-A1-R4_A1g00764	1	62	62
MvSl-1064-A1-R4_A1	Black	1619782	1620310	MvSl-1064-A1-R4_A1g00765	2	68	136
MvSl-1064-A1-R4_A1	Black	1620431	1622693	MvSl-1064-A1-R4_A1g00766	1	136	136
MvSl-1064-A1-R4_A1	Black	1622920	1627028	MvSl-1064-A1-R4_A1g00767	4	96.5	386
MvSl-1064-A1-R4_A1	Black	1628427	1634449	MvSl-1064-A1-R4_A1g00768	1	41	41
MvSl-1064-A1-R4_A1	Black	1634670	1635220	MvSl-1064-A1-R4_A1g00769	2	49	98
MvSl-1064-A1-R4_A1	Black	1635321	1635701	MvSl-1064-A1-R4_A1g00770	1	0	0
MvSl-1064-A1-R4_A1	Black	1635769	1636619	MvSl-1064-A1-R4_A1g00771	3	49.6667	149
MvSl-1064-A1-R4_A1	Black	1640303	1640470	MvSl-1064-A1-R4_A1g00773	1	0	0
MvSl-1064-A1-R4_A1	Black	1640894	1641286	MvSl-1064-A1-R4_A1g00774	1	0	0
MvSl-1064-A1-R4_A1	Black	1641489	1642504	MvSl-1064-A1-R4_A1g00775	4	79.25	317
MvSl-1064-A1-R4_A1	Black	1644054	1644584	MvSl-1064-A1-R4_A1g00776	2	108	216
MvSl-1064-A1-R4_A1	Black	1644660	1645217	MvSl-1064-A1-R4_A1g00777	2	93	186
MvSl-1064-A1-R4_A1	Black	1654625	1656017	MvSl-1064-A1-R4_A1g00780	5	59	295
MvSl-1064-A1-R4_A1	Black	1656140	1656382	MvSl-1064-A1-R4_A1g00781	1	0	0
MvSl-1064-A1-R4_A1	Black	1657145	1659498	MvSl-1064-A1-R4_A1g00782	8	128.875	1031
MvSl-1064-A1-R4_A1	Black	1659971	1662611	MvSl-1064-A1-R4_A1g00783	4	80.5	322
MvSl-1064-A1-R4_A1	Black	1662910	1667750	MvSl-1064-A1-R4_A1g00784	4	69.5	278
MvSl-1064-A1-R4_A1	Black	1668108	1669511	MvSl-1064-A1-R4_A1g00785	1	78	78
MvSl-1064-A1-R4_A1	Black	1671739	1675375	MvSl-1064-A1-R4_A1g00786	1	94	94
MvSl-1064-A1-R4_A1	Black	1675443	1676404	MvSl-1064-A1-R4_A1g00787	3	90.6667	272
MvSl-1064-A1-R4_A1	Black	1676827	1677124	MvSl-1064-A1-R4_A1g00788	1	52	52
MvSl-1064-A1-R4_A1	Black	1677891	1682887	MvSl-1064-A1-R4_A1g00789	5	73	365
