gid	dn	ds	dnds	part8	youngold	logCPM	logFC.A1.A2	abs	DE	DE2
MvSl-1064-A1-R4_MC02g04124	0	0	0	Auto	Auto	6.900130205	-0.094232596	0.094232596	NON	NON
MvSl-1064-A1-R4_MC02g04125	0	0	0	Auto	Auto	3.539311258	0.033054202	0.033054202	NON	NON
MvSl-1064-A1-R4_MC02g04126	0	0	0	Auto	Auto	6.914222665	-0.037037521	0.037037521	NON	NON
MvSl-1064-A1-R4_MC02g04127	0	0	0	Auto	Auto	5.428930221	-0.180472013	0.180472013	NON	NON
MvSl-1064-A1-R4_MC02g04128	0	0	0	Auto	Auto	3.074380371	-0.345816765	0.345816765	NON	NON
MvSl-1064-A1-R4_MC02g04129	0	0	0	Auto	Auto	7.947727803	0.005443513	0.005443513	NON	NON
MvSl-1064-A1-R4_MC02g04130	0	0	0	Auto	Auto	7.336528253	-0.136963333	0.136963333	NON	NON
MvSl-1064-A1-R4_MC02g04131	0	0	0	Auto	Auto	3.984300594	0.856822787	0.856822787	NON	NON
MvSl-1064-A1-R4_MC02g04132	0	0	0	Auto	Auto	8.39485241	0.371416337	0.371416337	NON	NON
MvSl-1064-A1-R4_MC02g04138	0	0	0	Auto	Auto	6.787291138	-0.044564831	0.044564831	NON	NON
MvSl-1064-A1-R4_MC02g04139	0	0	0	Auto	Auto	6.978392085	-0.205427673	0.205427673	NON	NON
MvSl-1064-A1-R4_MC02g04140	0	0	0	Auto	Auto	7.200377647	-0.204341584	0.204341584	NON	NON
MvSl-1064-A1-R4_MC02g04141	0	0	0	Auto	Auto	6.962034105	-0.469565556	0.469565556	NON	NON
MvSl-1064-A1-R4_MC02g04144	0	0	0	Auto	Auto	7.664747368	-0.018788845	0.018788845	NON	NON
MvSl-1064-A1-R4_MC02g04145	0	0	0	Auto	Auto	6.290681622	-0.093951727	0.093951727	NON	NON
MvSl-1064-A1-R4_MC02g04146	0	0	0	Auto	Auto	6.635961394	-0.417926421	0.417926421	NON	NON
MvSl-1064-A1-R4_MC02g04147	0	0	0	Auto	Auto	4.244948907	-0.070338027	0.070338027	NON	NON
MvSl-1064-A1-R4_MC02g04148	0	0	0	Auto	Auto	5.831464348	0.054747541	0.054747541	NON	NON
MvSl-1064-A1-R4_MC02g04149	0	0	0	Auto	Auto	6.543039564	0.070267204	0.070267204	NON	NON
MvSl-1064-A1-R4_MC02g04150	0	0	0	Auto	Auto	7.242243749	-0.128006603	0.128006603	NON	NON
MvSl-1064-A1-R4_MC02g04151	0	0	0	Auto	Auto	6.133868169	-0.556998429	0.556998429	NON	NON
MvSl-1064-A1-R4_MC02g04152	0	0	0	Auto	Auto	9.949874304	0.2139277	0.2139277	NON	NON
MvSl-1064-A1-R4_MC02g04153	0	0	0	Auto	Auto	6.83299625	0.0298105	0.0298105	NON	NON
MvSl-1064-A1-R4_MC02g04154	0	0	0	Auto	Auto	7.965203179	0.012728385	0.012728385	NON	NON
MvSl-1064-A1-R4_MC02g04155	0	0	0	Auto	Auto	5.149873263	0.017924709	0.017924709	NON	NON
MvSl-1064-A1-R4_MC02g04156	0	0	0	Auto	Auto	6.251232843	0.059084978	0.059084978	NON	NON
MvSl-1064-A1-R4_MC02g04157	0	0	0	Auto	Auto	6.175542018	-0.088004049	0.088004049	NON	NON
MvSl-1064-A1-R4_MC02g04158	0	0	0	Auto	Auto	5.105913815	-0.121974176	0.121974176	NON	NON
MvSl-1064-A1-R4_MC02g04159	0	0	0	Auto	Auto	4.188532945	0.187358993	0.187358993	NON	NON
MvSl-1064-A1-R4_MC02g04160	0	0	0	Auto	Auto	4.920933242	0.535358661	0.535358661	NON	NON
MvSl-1064-A1-R4_MC02g04161	0	0	0	Auto	Auto	4.757187697	-0.055582055	0.055582055	NON	NON
MvSl-1064-A1-R4_MC02g04162	0	0	0	Auto	Auto	3.720758622	0.14933706	0.14933706	NON	NON
MvSl-1064-A1-R4_MC02g04163	0	0	0	Auto	Auto	6.097657645	-0.050036851	0.050036851	NON	NON
MvSl-1064-A1-R4_MC02g04164	0	0	0	Auto	Auto	5.710160222	0.084281391	0.084281391	NON	NON
MvSl-1064-A1-R4_MC02g04165	0	0	0	Auto	Auto	11.88470835	0.200890687	0.200890687	NON	NON
MvSl-1064-A1-R4_MC02g04166	0	0	0	Auto	Auto	6.697066828	-0.085276919	0.085276919	NON	NON
MvSl-1064-A1-R4_MC02g04167	0	0	0	Auto	Auto	6.791639337	0.089638674	0.089638674	NON	NON
MvSl-1064-A1-R4_MC02g04169	0	0	0	Auto	Auto	6.95683545	0.275058171	0.275058171	NON	NON
MvSl-1064-A1-R4_MC02g04172	0	0	0	Auto	Auto	5.625692896	-0.306253591	0.306253591	NON	NON
MvSl-1064-A1-R4_MC02g04176	0	0	0	Auto	Auto	4.902143679	-0.133471848	0.133471848	NON	NON
MvSl-1064-A1-R4_MC02g04177	0	0	0	Auto	Auto	7.166836135	0.141413787	0.141413787	NON	NON
MvSl-1064-A1-R4_MC02g04178	0	0	0	Auto	Auto	4.823904338	-0.459197273	0.459197273	NON	NON
MvSl-1064-A1-R4_MC02g04179	0	0	0	Auto	Auto	6.698763381	-0.134441466	0.134441466	NON	NON
MvSl-1064-A1-R4_MC02g04186	0	0	0	Auto	Auto	6.242112268	-0.160338075	0.160338075	NON	NON
MvSl-1064-A1-R4_MC02g04188	0	0	0	Auto	Auto	8.061526112	0.733469462	0.733469462	NON	NON
MvSl-1064-A1-R4_MC02g04189	0	0	0	Auto	Auto	6.893937227	0.080111671	0.080111671	NON	NON
MvSl-1064-A1-R4_MC02g04190	0	0	0	Auto	Auto	5.025851298	0.119156407	0.119156407	NON	NON
MvSl-1064-A1-R4_MC02g04191	0	0	0	Auto	Auto	6.450969676	0.444517738	0.444517738	NON	NON
MvSl-1064-A1-R4_MC02g04203	0	0	0	Auto	Auto	5.142449967	0.078436755	0.078436755	NON	NON
MvSl-1064-A1-R4_MC02g04204	0	0	0	Auto	Auto	6.16236492	0.030211343	0.030211343	NON	NON
MvSl-1064-A1-R4_MC02g04209	0	0	0	Auto	Auto	6.544418711	0.168752079	0.168752079	NON	NON
MvSl-1064-A1-R4_MC02g04210	0	0	0	Auto	Auto	3.164975021	-0.099402006	0.099402006	NON	NON
MvSl-1064-A1-R4_MC02g04211	0	0	0	Auto	Auto	5.479249171	-0.307965732	0.307965732	NON	NON
MvSl-1064-A1-R4_MC02g04212	0	0	0	Auto	Auto	6.500501737	0.363997409	0.363997409	NON	NON
MvSl-1064-A1-R4_MC02g04222	0	0	0	Auto	Auto	5.866117175	-0.520896063	0.520896063	NON	NON
MvSl-1064-A1-R4_MC02g04223	0	0	0	Auto	Auto	2.637982906	0.254676965	0.254676965	NON	NON
MvSl-1064-A1-R4_MC02g04229	0	0	0	Auto	Auto	5.821863713	0.318877162	0.318877162	NON	NON
MvSl-1064-A1-R4_MC02g04230	0	0	0	Auto	Auto	5.970535524	-0.119233145	0.119233145	NON	NON
MvSl-1064-A1-R4_MC02g04231	0	0	0	Auto	Auto	5.721604537	0.161733283	0.161733283	NON	NON
MvSl-1064-A1-R4_MC02g04232	0	0	0	Auto	Auto	7.686967497	-0.087657284	0.087657284	NON	NON
MvSl-1064-A1-R4_MC03g04284	0	0	0	Auto	Auto	8.307576982	-0.103945414	0.103945414	NON	NON
MvSl-1064-A1-R4_MC03g04285	0	0	0	Auto	Auto	5.518297762	-0.10472477	0.10472477	NON	NON
MvSl-1064-A1-R4_MC03g04286	0	0	0	Auto	Auto	5.20166981	-0.365819796	0.365819796	NON	NON
MvSl-1064-A1-R4_MC03g04287	0	0	0	Auto	Auto	5.340772058	-0.079917771	0.079917771	NON	NON
MvSl-1064-A1-R4_MC03g04288	0	0	0	Auto	Auto	1.901817069	0.581629241	0.581629241	NON	NON
MvSl-1064-A1-R4_MC03g04289	0	0	0	Auto	Auto	6.118348434	0.018389179	0.018389179	NON	NON
MvSl-1064-A1-R4_MC03g04290	0	0	0	Auto	Auto	7.069977225	0.055005607	0.055005607	NON	NON
MvSl-1064-A1-R4_MC03g04291	0	0	0	Auto	Auto	3.991273407	0.3767414	0.3767414	NON	NON
MvSl-1064-A1-R4_MC03g04292	0	0	0	Auto	Auto	4.965184639	-0.082168953	0.082168953	NON	NON
MvSl-1064-A1-R4_MC03g04293	0	0	0	Auto	Auto	6.340244892	0.0361533	0.0361533	NON	NON
MvSl-1064-A1-R4_MC03g04294	0	0	0	Auto	Auto	6.40177414	-0.295854653	0.295854653	NON	NON
MvSl-1064-A1-R4_MC03g04295	0	0	0	Auto	Auto	9.182431548	-0.044192345	0.044192345	NON	NON
MvSl-1064-A1-R4_MC03g04296	0	0	0	Auto	Auto	4.994873476	-0.058052132	0.058052132	NON	NON
MvSl-1064-A1-R4_MC03g04297	0	0	0	Auto	Auto	4.338870966	-0.018069623	0.018069623	NON	NON
MvSl-1064-A1-R4_MC03g04298	0	0	0	Auto	Auto	6.314566816	0.020574074	0.020574074	NON	NON
MvSl-1064-A1-R4_MC03g04299	0	0	0	Auto	Auto	5.095216047	0.186428417	0.186428417	NON	NON
MvSl-1064-A1-R4_MC03g04301	0	0	0	Auto	Auto	5.94612296	0.11537474	0.11537474	NON	NON
MvSl-1064-A1-R4_MC03g04302	0	0	0	Auto	Auto	5.853040111	-0.275668156	0.275668156	NON	NON
MvSl-1064-A1-R4_MC03g04305	0	0	0	Auto	Auto	5.144156373	-0.12913642	0.12913642	NON	NON
MvSl-1064-A1-R4_MC03g04306	0	0	0	Auto	Auto	9.01274496	-0.264707765	0.264707765	NON	NON
MvSl-1064-A1-R4_MC03g04308	0	0	0	Auto	Auto	5.843982119	-0.419599793	0.419599793	NON	NON
MvSl-1064-A1-R4_MC03g04309	0	0	0	Auto	Auto	4.145162257	0.196086297	0.196086297	NON	NON
MvSl-1064-A1-R4_MC03g04310	0	0	0	Auto	Auto	5.726692522	-0.265557366	0.265557366	NON	NON
MvSl-1064-A1-R4_MC03g04311	0	0	0	Auto	Auto	6.765901935	-0.068585627	0.068585627	NON	NON
MvSl-1064-A1-R4_MC03g04312	0	0	0	Auto	Auto	7.266770423	-0.002344597	0.002344597	NON	NON
MvSl-1064-A1-R4_MC03g04313	0	0	0	Auto	Auto	5.04127374	0.36395332	0.36395332	NON	NON
MvSl-1064-A1-R4_MC03g04314	0	0	0	Auto	Auto	6.491898091	-0.141253759	0.141253759	NON	NON
MvSl-1064-A1-R4_MC03g04315	0	0	0	Auto	Auto	5.874328032	-0.222736183	0.222736183	NON	NON
MvSl-1064-A1-R4_MC03g04316	0	0	0	Auto	Auto	8.606536692	-0.069634627	0.069634627	NON	NON
MvSl-1064-A1-R4_MC03g04317	0	0	0	Auto	Auto	5.468687332	-0.471817887	0.471817887	NON	NON
MvSl-1064-A1-R4_MC03g04318	0	0	0	Auto	Auto	6.279353542	-0.209302645	0.209302645	NON	NON
MvSl-1064-A1-R4_MC03g04319	0	0	0	Auto	Auto	4.675954912	-0.280225385	0.280225385	NON	NON
MvSl-1064-A1-R4_MC03g04320	0	0	0	Auto	Auto	4.789767491	-0.447385624	0.447385624	NON	NON
MvSl-1064-A1-R4_MC03g04328	0	0	0	Auto	Auto	5.578504846	-0.040258478	0.040258478	NON	NON
MvSl-1064-A1-R4_MC03g04329	0	0	0	Auto	Auto	5.2237059	0.057717869	0.057717869	NON	NON
MvSl-1064-A1-R4_MC03g04330	0	0	0	Auto	Auto	5.233513326	0.039463939	0.039463939	NON	NON
MvSl-1064-A1-R4_MC03g04336	0	0	0	Auto	Auto	7.384588587	0.03302777	0.03302777	NON	NON
MvSl-1064-A1-R4_MC03g04337	0	0	0	Auto	Auto	6.293121472	0.036394229	0.036394229	NON	NON
MvSl-1064-A1-R4_MC03g04353	0	0	0	Auto	Auto	6.783275716	-0.665244456	0.665244456	NON	NON
MvSl-1064-A1-R4_MC03g04354	0	0	0	Auto	Auto	6.93195647	-0.115526054	0.115526054	NON	NON
MvSl-1064-A1-R4_MC03g04355	0	0	0	Auto	Auto	6.288761381	-0.117470692	0.117470692	NON	NON
MvSl-1064-A1-R4_MC03g04356	0	0	0	Auto	Auto	7.865707871	0.449155925	0.449155925	NON	NON
MvSl-1064-A1-R4_MC03g04357	0	0	0	Auto	Auto	5.779770619	-0.441161267	0.441161267	NON	NON
MvSl-1064-A1-R4_MC03g04358	0	0	0	Auto	Auto	6.784295269	-0.081123054	0.081123054	NON	NON
MvSl-1064-A1-R4_MC03g04359	0	0	0	Auto	Auto	6.537050682	-0.081187568	0.081187568	NON	NON
MvSl-1064-A1-R4_MC03g04360	0	0	0	Auto	Auto	8.52191414	-0.121344817	0.121344817	NON	NON
MvSl-1064-A1-R4_MC03g04361	0	0	0	Auto	Auto	3.345156328	-0.030176548	0.030176548	NON	NON
MvSl-1064-A1-R4_MC03g04363	0	0	0	Auto	Auto	5.765846622	-0.17346927	0.17346927	NON	NON
MvSl-1064-A1-R4_MC03g04364	0	0	0	Auto	Auto	5.808977082	0.195819496	0.195819496	NON	NON
MvSl-1064-A1-R4_MC03g04365	0	0	0	Auto	Auto	7.318599019	-0.298835074	0.298835074	NON	NON
MvSl-1064-A1-R4_MC03g04366	0	0	0	Auto	Auto	6.383858353	-0.198344009	0.198344009	NON	NON
MvSl-1064-A1-R4_MC03g04367	0	0	0	Auto	Auto	2.612379162	0.058822136	0.058822136	NON	NON
MvSl-1064-A1-R4_MC03g04368	0	0	0	Auto	Auto	4.593026528	-0.232960041	0.232960041	NON	NON
MvSl-1064-A1-R4_MC03g04369	0	0	0	Auto	Auto	3.547021466	0.165577876	0.165577876	NON	NON
MvSl-1064-A1-R4_MC03g04370	0	0	0	Auto	Auto	6.149901119	-0.045447135	0.045447135	NON	NON
MvSl-1064-A1-R4_MC03g04371	0	0	0	Auto	Auto	4.046069471	0.567962221	0.567962221	NON	NON
MvSl-1064-A1-R4_MC03g04372	0	0	0	Auto	Auto	2.689762224	0.326820365	0.326820365	NON	NON
MvSl-1064-A1-R4_MC03g04377	0	0	0	Auto	Auto	1.893123829	1.004956066	1.004956066	NON	NON
MvSl-1064-A1-R4_MC03g04379	0	0	0	Auto	Auto	9.62498419	-0.028749039	0.028749039	NON	NON
MvSl-1064-A1-R4_MC03g04380	0	0	0	Auto	Auto	5.876224617	-0.143620778	0.143620778	NON	NON
MvSl-1064-A1-R4_MC03g04381	0	0	0	Auto	Auto	3.294181131	0.117805498	0.117805498	NON	NON
MvSl-1064-A1-R4_MC03g04382	0	0	0	Auto	Auto	6.566366107	-0.010444556	0.010444556	NON	NON
MvSl-1064-A1-R4_MC03g04383	0	0	0	Auto	Auto	5.938353038	-0.491394283	0.491394283	NON	NON
MvSl-1064-A1-R4_MC03g04384	0	0	0	Auto	Auto	7.679772202	-0.468226437	0.468226437	NON	NON
MvSl-1064-A1-R4_MC03g04386	0	0	0	Auto	Auto	6.144523367	0.26485597	0.26485597	NON	NON
MvSl-1064-A1-R4_MC03g04387	0	0	0	Auto	Auto	6.272123038	-0.464544492	0.464544492	NON	NON
MvSl-1064-A1-R4_MC03g04388	0	0	0	Auto	Auto	9.007451679	-0.023791242	0.023791242	NON	NON
MvSl-1064-A1-R4_MC03g04389	0	0	0	Auto	Auto	5.110099685	-0.054210831	0.054210831	NON	NON
MvSl-1064-A1-R4_MC03g04390	0	0	0	Auto	Auto	4.6889037	0.221970367	0.221970367	NON	NON
MvSl-1064-A1-R4_MC03g04393	0	0	0	Auto	Auto	1.24834957	-0.53975401	0.53975401	NON	NON
MvSl-1064-A1-R4_MC03g04394	0	0	0	Auto	Auto	0.946817968	0.530822783	0.530822783	NON	NON
MvSl-1064-A1-R4_MC03g04395	0	0	0	Auto	Auto	4.023140761	-0.003616629	0.003616629	NON	NON
MvSl-1064-A1-R4_MC03g04396	0	0	0	Auto	Auto	3.397247312	-0.034740363	0.034740363	NON	NON
MvSl-1064-A1-R4_MC03g04399	0	0	0	Auto	Auto	7.344119603	-0.066239096	0.066239096	NON	NON
MvSl-1064-A1-R4_MC03g04403	0	0	0	Auto	Auto	5.22437176	0.137517705	0.137517705	NON	NON
MvSl-1064-A1-R4_MC03g04404	0	0	0	Auto	Auto	6.029862849	-0.166315316	0.166315316	NON	NON
MvSl-1064-A1-R4_MC03g04405	0	0	0	Auto	Auto	4.300961586	-0.899532215	0.899532215	NON	NON
MvSl-1064-A1-R4_MC03g04406	0	0	0	Auto	Auto	5.720019359	0.000102087	0.000102087	NON	NON
MvSl-1064-A1-R4_MC03g04407	0	0	0	Auto	Auto	4.453352827	0.03092673	0.03092673	NON	NON
MvSl-1064-A1-R4_MC03g04408	0	0	0	Auto	Auto	2.965669275	-0.384241208	0.384241208	NON	NON
MvSl-1064-A1-R4_MC03g04409	0	0	0	Auto	Auto	5.80550127	0.032124858	0.032124858	NON	NON
MvSl-1064-A1-R4_MC03g04410	0	0	0	Auto	Auto	1.074120484	0.000476871	0.000476871	NON	NON
MvSl-1064-A1-R4_MC03g04411	0	0	0	Auto	Auto	6.24924182	-0.558636293	0.558636293	NON	NON
MvSl-1064-A1-R4_MC03g04412	0	0	0	Auto	Auto	4.857054988	0.075584259	0.075584259	NON	NON
MvSl-1064-A1-R4_MC03g04413	0	0	0	Auto	Auto	5.804278477	-0.308602485	0.308602485	NON	NON
MvSl-1064-A1-R4_MC03g04414	0	0	0	Auto	Auto	2.718004092	0.21842549	0.21842549	NON	NON
MvSl-1064-A1-R4_MC03g04415	0	0	0	Auto	Auto	2.939844694	0.156046211	0.156046211	NON	NON
MvSl-1064-A1-R4_MC03g04416	0	0	0	Auto	Auto	5.107792956	-0.581081065	0.581081065	NON	NON
MvSl-1064-A1-R4_MC03g04418	0	0	0	Auto	Auto	4.827920835	-0.259961901	0.259961901	NON	NON
MvSl-1064-A1-R4_MC03g04433	0	0	0	Auto	Auto	7.320324921	0.20653298	0.20653298	NON	NON
MvSl-1064-A1-R4_MC03g04434	0	0	0	Auto	Auto	4.460172235	0.057380482	0.057380482	NON	NON
MvSl-1064-A1-R4_MC03g04435	0	0	0	Auto	Auto	4.521046398	0.105303001	0.105303001	NON	NON
MvSl-1064-A1-R4_MC03g04436	0	0	0	Auto	Auto	4.215706191	-0.149125106	0.149125106	NON	NON
MvSl-1064-A1-R4_MC03g04437	0	0	0	Auto	Auto	5.212130592	-0.234591927	0.234591927	NON	NON
MvSl-1064-A1-R4_MC03g04438	0	0	0	Auto	Auto	0.172415293	-0.587927795	0.587927795	NON	NON
MvSl-1064-A1-R4_MC03g04439	0	0	0	Auto	Auto	1.591394295	-0.298348843	0.298348843	NON	NON
MvSl-1064-A1-R4_MC03g04440	0	0	0	Auto	Auto	8.096667749	1.063752104	1.063752104	NON	NON
MvSl-1064-A1-R4_MC03g04448	0	0	0	Auto	Auto	7.507534763	0.143066743	0.143066743	NON	NON
MvSl-1064-A1-R4_MC03g04449	0	0	0	Auto	Auto	4.035718599	-0.019416823	0.019416823	NON	NON
MvSl-1064-A1-R4_MC03g04450	0	0	0	Auto	Auto	4.655537547	0.257052075	0.257052075	NON	NON
MvSl-1064-A1-R4_MC03g04451	0	0	0	Auto	Auto	6.145226982	-0.131656886	0.131656886	NON	NON
MvSl-1064-A1-R4_MC03g04452	0	0	0	Auto	Auto	6.233190001	-0.077344818	0.077344818	NON	NON
MvSl-1064-A1-R4_MC03g04456	0	0	0	Auto	Auto	3.376806523	0.112559282	0.112559282	NON	NON
MvSl-1064-A1-R4_MC03g04457	0	0	0	Auto	Auto	4.564003672	0.317251446	0.317251446	NON	NON
MvSl-1064-A1-R4_MC03g04458	0	0	0	Auto	Auto	7.138244328	0.023828943	0.023828943	NON	NON
MvSl-1064-A1-R4_MC03g04459	0	0	0	Auto	Auto	6.284453124	0.058746471	0.058746471	NON	NON
MvSl-1064-A1-R4_MC03g04460	0	0	0	Auto	Auto	6.620069904	-0.128502471	0.128502471	NON	NON
MvSl-1064-A1-R4_MC03g04461	0	0	0	Auto	Auto	3.631346327	-0.234604751	0.234604751	NON	NON
MvSl-1064-A1-R4_MC03g04462	0	0	0	Auto	Auto	3.014907159	-0.842839184	0.842839184	NON	NON
MvSl-1064-A1-R4_MC03g04463	0	0	0	Auto	Auto	2.302718022	-0.227125822	0.227125822	NON	NON
MvSl-1064-A1-R4_MC03g04465	0	0	0	Auto	Auto	6.392425588	0.080970943	0.080970943	NON	NON
MvSl-1064-A1-R4_MC03g04466	0	0	0	Auto	Auto	6.250441442	-0.147615898	0.147615898	NON	NON
MvSl-1064-A1-R4_MC03g04468	0	0	0	Auto	Auto	6.121476061	-0.091777592	0.091777592	NON	NON
MvSl-1064-A1-R4_MC03g04469	0	0	0	Auto	Auto	8.786689231	0.096018803	0.096018803	NON	NON
MvSl-1064-A1-R4_MC03g04470	0	0	0	Auto	Auto	7.843900687	-0.031181544	0.031181544	NON	NON
MvSl-1064-A1-R4_MC03g04471	0	0	0	Auto	Auto	7.930353214	-0.082602901	0.082602901	NON	NON
MvSl-1064-A1-R4_MC03g04473	0	0	0	Auto	Auto	0.762363893	0.326351523	0.326351523	NON	NON
MvSl-1064-A1-R4_MC03g04476	0	0	0	Auto	Auto	4.877728114	0.084881692	0.084881692	NON	NON
MvSl-1064-A1-R4_MC03g04478	0	0	0	Auto	Auto	7.840609659	0.093314556	0.093314556	NON	NON
MvSl-1064-A1-R4_MC03g04479	0	0	0	Auto	Auto	6.482423612	-0.046343683	0.046343683	NON	NON
MvSl-1064-A1-R4_MC03g04480	0	0	0	Auto	Auto	7.143301784	-0.458702199	0.458702199	NON	NON
MvSl-1064-A1-R4_MC03g04481	0	0	0	Auto	Auto	7.583236817	0.027330802	0.027330802	NON	NON
MvSl-1064-A1-R4_MC03g04482	0	0	0	Auto	Auto	5.238636603	-0.005227934	0.005227934	NON	NON
MvSl-1064-A1-R4_MC03g04483	0	0	0	Auto	Auto	5.068325913	-0.009380132	0.009380132	NON	NON
MvSl-1064-A1-R4_MC03g04484	0	0	0	Auto	Auto	7.958006423	0.121629879	0.121629879	NON	NON
MvSl-1064-A1-R4_MC03g04486	0	0	0	Auto	Auto	6.188988691	0.320768994	0.320768994	NON	NON
MvSl-1064-A1-R4_MC03g04487	0	0	0	Auto	Auto	7.553492582	0.04160325	0.04160325	NON	NON
MvSl-1064-A1-R4_MC03g04488	0	0	0	Auto	Auto	5.336972882	0.404789956	0.404789956	NON	NON
MvSl-1064-A1-R4_MC03g04490	0	0	0	Auto	Auto	6.664012012	0.02664871	0.02664871	NON	NON
MvSl-1064-A1-R4_MC03g04491	0	0	0	Auto	Auto	5.51907684	0.083093032	0.083093032	NON	NON
MvSl-1064-A1-R4_MC03g04492	0	0	0	Auto	Auto	5.85248499	0.075788943	0.075788943	NON	NON
MvSl-1064-A1-R4_MC03g04493	0	0	0	Auto	Auto	7.53614406	-0.496855967	0.496855967	NON	NON
MvSl-1064-A1-R4_MC03g04494	0	0	0	Auto	Auto	6.835407138	-0.245571456	0.245571456	NON	NON
MvSl-1064-A1-R4_MC03g04495	0	0	0	Auto	Auto	5.684616295	0.088170804	0.088170804	NON	NON
MvSl-1064-A1-R4_MC03g04496	0	0	0	Auto	Auto	9.744531961	-0.052941078	0.052941078	NON	NON
MvSl-1064-A1-R4_MC03g04497	0	0	0	Auto	Auto	7.062184858	-0.130982689	0.130982689	NON	NON
MvSl-1064-A1-R4_MC03g04498	0	0	0	Auto	Auto	6.03344831	-0.007250953	0.007250953	NON	NON
MvSl-1064-A1-R4_MC03g04499	0	0	0	Auto	Auto	8.676862563	-0.000682598	0.000682598	NON	NON
MvSl-1064-A1-R4_MC03g04500	0	0	0	Auto	Auto	6.226382789	-0.099657108	0.099657108	NON	NON
MvSl-1064-A1-R4_MC03g04501	0	0	0	Auto	Auto	5.884585542	-0.250063214	0.250063214	NON	NON
MvSl-1064-A1-R4_MC03g04503	0	0	0	Auto	Auto	6.437722322	-0.101689016	0.101689016	NON	NON
MvSl-1064-A1-R4_MC03g04504	0	0	0	Auto	Auto	6.683135745	-0.154089213	0.154089213	NON	NON
MvSl-1064-A1-R4_MC03g04505	0	0	0	Auto	Auto	5.850011716	-0.113168944	0.113168944	NON	NON
MvSl-1064-A1-R4_MC03g04506	0	0	0	Auto	Auto	5.045964496	-0.145177066	0.145177066	NON	NON
MvSl-1064-A1-R4_MC03g04507	0	0	0	Auto	Auto	7.205516653	-0.177062403	0.177062403	NON	NON
MvSl-1064-A1-R4_MC03g04511	0	0	0	Auto	Auto	4.797806836	0.22392061	0.22392061	NON	NON
MvSl-1064-A1-R4_MC03g04512	0	0	0	Auto	Auto	7.217943664	0.340950037	0.340950037	NON	NON
MvSl-1064-A1-R4_MC03g04513	0	0	0	Auto	Auto	5.266182009	0.377590282	0.377590282	NON	NON
MvSl-1064-A1-R4_MC03g04514	0	0	0	Auto	Auto	2.438943326	-0.24024207	0.24024207	NON	NON
MvSl-1064-A1-R4_MC03g04515	0	0	0	Auto	Auto	6.910249947	0.022405512	0.022405512	NON	NON
MvSl-1064-A1-R4_MC03g04516	0	0	0	Auto	Auto	7.510738851	-0.116030515	0.116030515	NON	NON
MvSl-1064-A1-R4_MC03g04517	0	0	0	Auto	Auto	6.380435022	0.04615624	0.04615624	NON	NON
MvSl-1064-A1-R4_MC03g04518	0	0	0	Auto	Auto	10.10392715	-0.361674783	0.361674783	NON	NON
MvSl-1064-A1-R4_MC03g04519	0	0	0	Auto	Auto	5.922867659	-0.588971269	0.588971269	NON	NON
MvSl-1064-A1-R4_MC03g04521	0	0	0	Auto	Auto	3.0562466	-0.551961214	0.551961214	NON	NON
MvSl-1064-A1-R4_MC03g04522	0	0	0	Auto	Auto	5.009834948	-0.290908908	0.290908908	NON	NON
MvSl-1064-A1-R4_MC03g04523	0	0	0	Auto	Auto	8.571119995	-0.385083976	0.385083976	NON	NON
MvSl-1064-A1-R4_MC03g04527	0	0	0	Auto	Auto	6.801656692	0.073283912	0.073283912	NON	NON
MvSl-1064-A1-R4_MC03g04537	0	0	0	Auto	Auto	5.087083693	0.186710939	0.186710939	NON	NON
MvSl-1064-A1-R4_MC03g04538	0	0	0	Auto	Auto	6.772369022	-0.142197635	0.142197635	NON	NON
MvSl-1064-A1-R4_MC03g04540	0	0	0	Auto	Auto	12.00240757	0.206256866	0.206256866	NON	NON
MvSl-1064-A1-R4_MC03g04541	0	0	0	Auto	Auto	5.407779721	-0.045138199	0.045138199	NON	NON
MvSl-1064-A1-R4_MC03g04542	0	0	0	Auto	Auto	5.895446142	-0.054885635	0.054885635	NON	NON
MvSl-1064-A1-R4_MC03g04543	0	0	0	Auto	Auto	7.383304236	-0.138376475	0.138376475	NON	NON
MvSl-1064-A1-R4_MC03g04544	0	0	0	Auto	Auto	5.625826361	0.111318518	0.111318518	NON	NON
MvSl-1064-A1-R4_MC03g04545	0	0	0	Auto	Auto	5.433360949	-0.249649633	0.249649633	NON	NON
MvSl-1064-A1-R4_MC03g04546	0	0	0	Auto	Auto	5.369779427	-0.338077219	0.338077219	NON	NON
MvSl-1064-A1-R4_MC03g04552	0	0	0	Auto	Auto	7.543368266	-0.106957402	0.106957402	NON	NON
MvSl-1064-A1-R4_MC03g04553	0	0	0	Auto	Auto	6.758714124	0.076426362	0.076426362	NON	NON
MvSl-1064-A1-R4_MC03g04554	0	0	0	Auto	Auto	4.151424957	0.178702797	0.178702797	NON	NON
MvSl-1064-A1-R4_MC03g04555	0	0	0	Auto	Auto	4.499522533	-0.126208863	0.126208863	NON	NON
MvSl-1064-A1-R4_MC03g04558	0	0	0	Auto	Auto	7.32349713	0.046243547	0.046243547	NON	NON
MvSl-1064-A1-R4_MC03g04559	0	0	0	Auto	Auto	7.952789548	0.080301119	0.080301119	NON	NON
MvSl-1064-A1-R4_MC03g04560	0	0	0	Auto	Auto	6.016459772	0.129714811	0.129714811	NON	NON
