gid	gname	chr	start	end	logCPM	logFC.XY23.XX23	PV.XY23.XX23	FDR.XY23.XX23	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC03g04654	MvSl-1064-A1-R4_MC03	Auto	978415	979393	5.14470777916237	-0.0866817767230926	0.739414911762424	0.905488460018563	5.3169406048883	5.04646303520299	5.11757883914929	5.08395905121784
MvSl-1064-A1-R4_MC03g04655	MvSl-1064-A1-R4_MC03	Auto	979842	981516	7.2474146938724	0.279766592325123	0.173516313878823	0.457427928895384	7.03681368150033	7.16179500356537	7.4006906530331	7.35986303364967
MvSl-1064-A1-R4_MC03g04656	MvSl-1064-A1-R4_MC03	Auto	982153	985820	0.281576822842987	0.0157099402402365	0.975099999102732	0.991234640979961	0.0609494121467985	0.441746743096203	0.355600905367624	0.213892726397171
MvSl-1064-A1-R4_MC03g04658	MvSl-1064-A1-R4_MC03	Auto	987286	987932	0.153780096685687	0.792434150640991	0.14590022278045	0.416822182245563	0.126225036842753	-0.761689541291321	0.134084145976887	0.73542537132246
MvSl-1064-A1-R4_MC03g04659	MvSl-1064-A1-R4_MC03	Auto	988228	991509	6.35342457685598	-0.580614783997747	0.0063477352072393	0.050511765266117	6.5342261097076	6.69076584767426	6.02286450823487	6.04653495149684
MvSl-1064-A1-R4_MC03g04660	MvSl-1064-A1-R4_MC03	Auto	991736	992766	7.26602523394072	0.140573565828758	0.524366240121436	0.784179137260882	7.38360676946372	6.97635376280909	7.27908774479495	7.38779119497477
MvSl-1064-A1-R4_MC03g04661	MvSl-1064-A1-R4_MC03	Auto	993050	998492	7.19337655841327	0.279803967015899	0.176250286448621	0.460945050741792	7.03096657349582	7.06220977298654	7.41245991226739	7.23482603135643
MvSl-1064-A1-R4_MC03g04662	MvSl-1064-A1-R4_MC03	Auto	999318	1001744	5.7671562355206	-0.0454581955578484	0.840553980180348	0.947838443083111	5.74346302471922	5.83420661848167	5.78150781811812	5.7062114770857
MvSl-1064-A1-R4_MC03g04663	MvSl-1064-A1-R4_MC03	Auto	1002989	1004558	4.37076835189835	0.224494782247042	0.473222290556203	0.752988927740373	4.41424595008436	4.07668481913109	4.7507330789709	4.14134288233707
MvSl-1064-A1-R4_MC03g04664	MvSl-1064-A1-R4_MC03	Auto	1005725	1006480	5.34316372546319	0.299566532987824	0.230938432060293	0.530166104238763	5.27976961652804	5.08585676624941	5.48564541376858	5.48351138540341
MvSl-1064-A1-R4_MC03g04665	MvSl-1064-A1-R4_MC03	Auto	1006611	1008073	4.84002419830809	-0.489336934070578	0.0823167097532137	0.296904766702026	4.99090252083692	5.13325683704733	4.74486549899528	4.38500369362405
MvSl-1064-A1-R4_MC03g04667	MvSl-1064-A1-R4_MC03	Auto	1008854	1009327	6.38423993086165	-0.014606785739231	0.946161229497269	0.984263985504355	6.41357927760265	6.36923606995123	6.50595081919318	6.23522282540894
MvSl-1064-A1-R4_MC03g04668	MvSl-1064-A1-R4_MC03	Auto	1009453	1011303	5.97082282531562	0.167236754727309	0.439910302660194	0.7275500824401	5.78574356572208	5.97682249259394	6.06271767907125	6.04101236049828
MvSl-1064-A1-R4_MC03g04669	MvSl-1064-A1-R4_MC03	Auto	1011608	1012524	7.16921354937426	-0.192416940807429	0.366100381408565	0.671795983483637	7.08839785999719	7.41693537949237	7.01795540822511	7.1201591297202
MvSl-1064-A1-R4_MC03g04670	MvSl-1064-A1-R4_MC03	Auto	1013485	1013769	7.41013130224859	-0.159213208131555	0.450079701861922	0.736427870332298	7.55192698941656	7.42032950880368	7.3603252221086	7.29572043205534
MvSl-1064-A1-R4_MC03g04671	MvSl-1064-A1-R4_MC03	Auto	1015889	1016056	5.5572125370831	-0.345385106037852	0.150243887845223	0.422451193902572	5.67558122674535	5.76210989319137	5.51006636838032	5.2256209710263
MvSl-1064-A1-R4_MC03g04672	MvSl-1064-A1-R4_MC03	Auto	1016506	1021012	6.44917194906689	-0.226041638796376	0.297481644942156	0.604520933095305	6.40374047625158	6.69637624269637	6.29728576200924	6.3659176319528
MvSl-1064-A1-R4_MC03g04673	MvSl-1064-A1-R4_MC03	Auto	1022916	1026474	7.46519252833278	0.12753005356318	0.571923797291051	0.813709643449821	7.49475841603749	7.29885878403851	7.33808796464447	7.69484038766389
MvSl-1064-A1-R4_MC03g04675	MvSl-1064-A1-R4_MC03	Auto	1030507	1034435	4.17583532815272	0.893680817951475	0.00443766851760023	0.0380226875420499	3.39981704050347	3.87916784301901	4.42103901171786	4.67104199354067
MvSl-1064-A1-R4_MC03g04676	MvSl-1064-A1-R4_MC03	Auto	1034647	1035601	7.86582656799441	-0.106195900859448	0.624967641479242	0.848346481301	7.96486520343429	7.869544684412	7.74587060468938	7.87480227416042
MvSl-1064-A1-R4_MC03g04677	MvSl-1064-A1-R4_MC03	Auto	1035981	1039869	5.76771950101993	-0.389695565216515	0.124063502512726	0.383193626073416	5.64945234007432	6.19644391240173	5.47150271006632	5.6440803272643
MvSl-1064-A1-R4_MC03g04678	MvSl-1064-A1-R4_MC03	Auto	1040226	1041755	7.65685114692876	0.28044529775114	0.192003360154976	0.482645500892199	7.55006981111348	7.46851859456347	7.68588636551492	7.88738659893783
MvSl-1064-A1-R4_MC03g04679	MvSl-1064-A1-R4_MC03	Auto	1042152	1043382	3.97779040720631	1.25594187115562	0.000185514580930537	0.00325009455226982	2.89071682342077	3.48091644246488	4.25482800767088	4.65460432321298
MvSl-1064-A1-R4_MC03g04680	MvSl-1064-A1-R4_MC03	Auto	1043649	1045520	5.54906810177759	0.0233225567534453	0.92849740919971	0.980232537301903	5.34805652942707	5.70354520540912	5.76324108407098	5.32505013696676
MvSl-1064-A1-R4_MC03g04681	MvSl-1064-A1-R4_MC03	Auto	1045842	1046461	0.969761104794682	-1.05372813218084	0.023644304790154	0.131728179925456	1.42478411764803	1.37983886641864	0.583100580670929	0.168303957849387
MvSl-1064-A1-R4_MC03g04682	MvSl-1064-A1-R4_MC03	Auto	1047143	1050630	1.3075866475842	-0.147415473785679	0.74935781132029	0.909806054054641	1.70669779681237	0.985733889809943	1.28989477138147	1.18789027543498
MvSl-1064-A1-R4_MC03g04684	MvSl-1064-A1-R4_MC03	Auto	1053522	1055658	1.32454786816148	-0.626504686434381	0.166386048586367	0.447686202671231	1.80963622164455	1.37983886641864	0.809856303929208	1.16486137281459
MvSl-1064-A1-R4_MC03g04685	MvSl-1064-A1-R4_MC03	Auto	1056026	1056679	6.7776039561373	-0.358215626556808	0.0835979318779342	0.300003925746345	6.9705986299295	6.92035904897092	6.54248930050544	6.63145847979792
MvSl-1064-A1-R4_MC03g04686	MvSl-1064-A1-R4_MC03	Auto	1056917	1058466	4.96729947579165	-0.199524889324782	0.464151643465774	0.745311263224302	4.93507280755512	5.18060533825645	4.88127680472089	4.84772758391741
MvSl-1064-A1-R4_MC03g04687	MvSl-1064-A1-R4_MC03	Auto	1058849	1063090	4.44028517837621	0.0716126514197572	0.795406065223933	0.931749303767511	4.37450026037557	4.43255216606441	4.48579548576829	4.464952054476
MvSl-1064-A1-R4_MC03g04688	MvSl-1064-A1-R4_MC03	Auto	1063805	1064500	4.37803249452877	1.66996868347161	2.70805963342951e-05	0.000675209535268425	3.60837351774887	2.95641660870122	4.27939078116032	5.4481825947676
MvSl-1064-A1-R4_MC03g04689	MvSl-1064-A1-R4_MC03	Auto	1065439	1067300	7.09787600411198	0.00183229670328501	0.992816580877533	0.998262978028037	7.17674546295927	7.01278406515761	7.18254871280647	7.00979057518949
MvSl-1064-A1-R4_MC03g04690	MvSl-1064-A1-R4_MC03	Auto	1067770	1073931	5.53071671849893	0.901891904073547	0.00469373064923974	0.0396226408682632	5.07802961012944	4.94042226108561	5.29000289066403	6.34365974206425
MvSl-1064-A1-R4_MC03g04691	MvSl-1064-A1-R4_MC03	Auto	1075227	1078903	6.17996126093993	0.147405003480722	0.486501965646319	0.762691800344384	6.12209305233405	6.08654195449696	6.22043829937021	6.28212400850642
MvSl-1064-A1-R4_MC03g04692	MvSl-1064-A1-R4_MC03	Auto	1079363	1079821	7.23537319706198	-0.261423195282959	0.200651927670692	0.49279406073258	7.36175119068325	7.35862232082548	7.09377683665804	7.10398123565889
MvSl-1064-A1-R4_MC03g04693	MvSl-1064-A1-R4_MC03	Auto	1080228	1081140	5.79377629006971	-0.194437306209521	0.405266169106524	0.705259879962435	5.68779481667796	6.0622564633822	5.72102610556042	5.66577309188612
MvSl-1064-A1-R4_MC03g04694	MvSl-1064-A1-R4_MC03	Auto	1081682	1085033	5.54804803432876	0.810361663888454	0.000712150069934176	0.00924781919411102	5.13266027593135	5.04005900334432	5.78341724641669	6.0001252801928
MvSl-1064-A1-R4_MC03g04695	MvSl-1064-A1-R4_MC03	Auto	1086042	1088418	1.22664456279755	0.723586405569089	0.170510365522068	0.453254068053408	0.898361322393865	0.754956224122227	0.684674104115754	2.05456576109357
MvSl-1064-A1-R4_MC03g04698	MvSl-1064-A1-R4_MC03	Auto	1091991	1093746	2.8663720587547	-0.00892937626990193	0.980888848472027	0.993560211201756	2.75284259710693	2.97667778648873	2.62302415928242	3.06611824833071
MvSl-1064-A1-R4_MC03g04699	MvSl-1064-A1-R4_MC03	Auto	1094008	1094436	6.31657921995664	0.139143658704121	0.511203025485484	0.774866682859231	6.30500409264835	6.18342779790329	6.35299195574633	6.41492928210146
MvSl-1064-A1-R4_MC03g04701	MvSl-1064-A1-R4_MC03	Auto	1096779	1098591	1.53027886953549	0.532936521369798	0.262265786139032	0.565841558155995	1.23067557677858	1.25268087107147	1.20126011165099	2.16313699485405
MvSl-1064-A1-R4_MC03g04702	MvSl-1064-A1-R4_MC03	Auto	1099083	1101202	4.17577584584883	-0.534147543654264	0.115854828611853	0.368233898867786	4.60664379823215	4.20531025144249	4.21293723244281	3.46530193840341
MvSl-1064-A1-R4_MC03g04703	MvSl-1064-A1-R4_MC03	Auto	1101371	1102954	2.41567202043822	0.329316811558222	0.410957734571612	0.709055744647542	2.51765747234678	1.91584715864311	2.44145975735139	2.68415058179833
MvSl-1064-A1-R4_MC03g04704	MvSl-1064-A1-R4_MC03	Auto	1105025	1105414	6.47305972415914	0.160715020739319	0.45004196426959	0.736427870332298	6.4410969321631	6.33825246304889	6.49725157176979	6.60282788883111
MvSl-1064-A1-R4_MC03g04705	MvSl-1064-A1-R4_MC03	Auto	1106501	1107599	6.1094660216518	-0.277847998907318	0.206853778572984	0.500303995051513	6.17124913509729	6.30858828305774	6.07602079114902	5.84306699366571
MvSl-1064-A1-R4_MC03g04708	MvSl-1064-A1-R4_MC03	Auto	1115282	1116407	6.22247630023139	0.107320360201182	0.616565184497669	0.842625309316709	6.14294296729418	6.19211824251124	6.37341868079182	6.1694946419687
MvSl-1064-A1-R4_MC03g04709	MvSl-1064-A1-R4_MC03	Auto	1116699	1118959	5.93685165457666	0.204821541236537	0.3431664447798	0.649376025676743	5.72250858195322	5.93083270895892	6.00905970312951	6.06141914316304
MvSl-1064-A1-R4_MC03g04710	MvSl-1064-A1-R4_MC03	Auto	1119195	1122450	6.98519578498983	-0.576082963964825	0.0118101085038216	0.0799925616928138	6.96670562250903	7.47713683783382	6.61879578474461	6.71755734597928
MvSl-1064-A1-R4_MC03g04711	MvSl-1064-A1-R4_MC03	Auto	1123145	1123826	6.03636023378915	1.45833925587869	6.22859453341009e-08	3.57189134509291e-06	4.94867029647711	5.29124646956661	6.20698569426526	6.88807852337908
MvSl-1064-A1-R4_MC03g04712	MvSl-1064-A1-R4_MC03	Auto	1123882	1124905	5.06796970756841	-1.40414416135766	2.1541067253941e-06	7.75298161164854e-05	5.78574356572208	5.40276521609268	4.43568261690305	3.93223440650663
MvSl-1064-A1-R4_MC03g04713	MvSl-1064-A1-R4_MC03	Auto	1125210	1131412	5.71157178993948	-1.28399528164279	8.64447375990745e-07	3.64508643542764e-05	5.91719610503943	6.46138252073649	4.87949267742921	4.9855353232876
MvSl-1064-A1-R4_MC03g04714	MvSl-1064-A1-R4_MC03	Auto	1132905	1136472	6.11996195472836	0.0669411212370721	0.761742011235886	0.915461073080317	5.96926804701257	6.1935615740398	6.06977578076281	6.23176419911638
MvSl-1064-A1-R4_MC03g04715	MvSl-1064-A1-R4_MC03	Auto	1137269	1137592	5.46736437892659	-0.34363494703516	0.156560195034326	0.432615097232662	5.73302384713616	5.51784707096287	5.32056881946772	5.25044455199285
MvSl-1064-A1-R4_MC03g04716	MvSl-1064-A1-R4_MC03	Auto	1137669	1137974	4.36096914939466	-0.141549359738633	0.614356251652741	0.841943213851134	4.38453980753738	4.47352563521423	4.36603711098601	4.20763255515633
MvSl-1064-A1-R4_MC03g04717	MvSl-1064-A1-R4_MC03	Auto	1138361	1141189	3.78392747610568	-0.132649076924647	0.666816384835157	0.870762062992765	3.80557657027648	3.88989110843525	3.77613249770555	3.65491111198273
MvSl-1064-A1-R4_MC03g04718	MvSl-1064-A1-R4_MC03	Auto	1141725	1143109	1.05834741664045	0.0117765040175089	0.979182905360564	0.99280190380853	1.04059509891629	1.06357055487545	1.24625801393986	0.855348222106627
MvSl-1064-A1-R4_MC03g04719	MvSl-1064-A1-R4_MC03	Auto	1143537	1150735	5.68911294810256	0.155707938372401	0.515093813381418	0.778356975446491	5.52941214291563	5.68416780878795	5.89800410586175	5.61782297523719
MvSl-1064-A1-R4_MC03g04720	MvSl-1064-A1-R4_MC03	Auto	1151193	1152134	7.30256261145351	-0.792569396588263	0.000436516925926796	0.00637507401837403	7.40390280291845	7.85137195863923	6.78954470720283	6.91377435503659
MvSl-1064-A1-R4_MC03g04721	MvSl-1064-A1-R4_MC03	Auto	1152762	1155280	5.53145082149066	-0.613893993526214	0.0116156460744417	0.0789863933062033	5.63690836370598	5.95656336128921	5.24359804473587	5.14112390675605
MvSl-1064-A1-R4_MC03g04722	MvSl-1064-A1-R4_MC03	Auto	1155556	1158521	3.62605515135423	0.279732493868553	0.377268316103282	0.682064324321235	3.58534566752612	3.3678479433416	3.73725689508521	3.77763344354776
MvSl-1064-A1-R4_MC03g04723	MvSl-1064-A1-R4_MC03	Auto	1159033	1159860	5.46297815996177	-0.375088472029084	0.131793821022964	0.396256710394806	5.45196295859705	5.80239737154465	5.2352517319728	5.29221986121395
MvSl-1064-A1-R4_MC03g04724	MvSl-1064-A1-R4_MC03	Auto	1160044	1160361	4.99835613752013	0.379777417559369	0.167535505993211	0.449653797988642	4.92822570021514	4.65210651050414	5.28865913361827	5.05136836237126
MvSl-1064-A1-R4_MC03g04725	MvSl-1064-A1-R4_MC03	Auto	1160420	1161085	4.11176717681755	0.297898134385093	0.323390714078871	0.62900686513483	4.11790279146011	3.77504235906682	4.19869890723217	4.3030028157194
MvSl-1064-A1-R4_MC03g04726	MvSl-1064-A1-R4_MC03	Auto	1161684	1163373	6.08286749406371	0.0111948899679691	0.958247081468676	0.987746760769	6.00224272222176	6.14813287227077	6.10226457160119	6.07460764991481
MvSl-1064-A1-R4_MC03g04727	MvSl-1064-A1-R4_MC03	Auto	1165943	1166569	6.95142819104463	-0.352651117481578	0.088967980584585	0.312870704469284	7.01812638929255	7.20930147895084	6.69988703118945	6.82658528543828
MvSl-1064-A1-R4_MC03g04728	MvSl-1064-A1-R4_MC03	Auto	1166847	1167953	1.24932654065467	0.139350895149772	0.766102768553433	0.916823042341446	1.42478411764803	0.903457065399213	1.58085440690298	0.992463379633826
MvSl-1064-A1-R4_MC03g04729	MvSl-1064-A1-R4_MC03	Auto	1168357	1171046	1.33037971268626	-0.257774245792424	0.568676091733386	0.810832378765222	1.72788145947163	1.13742185777457	1.17822366702623	1.23287378842287
MvSl-1064-A1-R4_MC03g04730	MvSl-1064-A1-R4_MC03	Auto	1171287	1173946	4.24773146245118	-0.0599715726309783	0.839248758635249	0.94727959871151	4.42401360818737	4.11679498536469	4.30354234952559	4.12651998859786
MvSl-1064-A1-R4_MC03g04731	MvSl-1064-A1-R4_MC03	Auto	1174621	1175763	6.54004236517967	0.567956844087951	0.00786678105549677	0.0594640163790713	6.2103436474868	6.24597442627527	6.68821397113671	6.89596655625813
MvSl-1064-A1-R4_MC03g04734	MvSl-1064-A1-R4_MC03	Auto	1183265	1186174	6.1837655788439	0.0878562775642646	0.677472940761812	0.874894731257055	6.17414590977866	6.10353213091363	6.24073238091398	6.21294297464233
MvSl-1064-A1-R4_MC03g04735	MvSl-1064-A1-R4_MC03	Auto	1186439	1188783	5.74365677107321	-0.529800570105041	0.0340158678889155	0.16855097671685	5.71722206831496	6.20863000987345	5.40484684103139	5.50430071555759
MvSl-1064-A1-R4_MC03g04736	MvSl-1064-A1-R4_MC03	Auto	1188843	1189994	8.97589869283051	0.239556730433823	0.339058280920497	0.644690391794456	8.92878604468969	8.76916599698406	9.01344935302555	9.16396686010858
MvSl-1064-A1-R4_MC03g04737	MvSl-1064-A1-R4_MC03	Auto	1190549	1191676	3.97164313881216	0.209272190265929	0.527843383671595	0.786714883864767	4.14571614592204	3.51825557264283	4.23821737378174	3.88369491410213
MvSl-1064-A1-R4_MC03g04738	MvSl-1064-A1-R4_MC03	Auto	1192076	1192791	7.27980258723792	0.046183753465359	0.833835724539307	0.94406595681282	7.42756339814594	7.06299961607362	7.19658832703568	7.4014011932172
MvSl-1064-A1-R4_MC03g04739	MvSl-1064-A1-R4_MC03	Auto	1193373	1195413	4.4606005190895	0.457414493321569	0.134861750410016	0.401273184720497	4.43048883310079	3.96280188125349	4.44053097382345	4.86747489095204
MvSl-1064-A1-R4_MC03g04740	MvSl-1064-A1-R4_MC03	Auto	1195737	1198036	7.37809671903886	0.0686097772039289	0.740221790377227	0.905616248161699	7.34984420883167	7.33690833094742	7.43753425787954	7.38592529835709
MvSl-1064-A1-R4_MC03g04741	MvSl-1064-A1-R4_MC03	Auto	1199466	1199651	3.98023525651175	-0.00856779045747694	0.976988959894337	0.991746404650825	4.00963073518869	3.95941223363928	3.94600296071897	4.00535705233892
MvSl-1064-A1-R4_MC03g04742	MvSl-1064-A1-R4_MC03	Auto	1200185	1201116	7.28449629879207	0.190736444852462	0.349652136440845	0.654879087973606	7.15589343951098	7.21535333246125	7.36128432738245	7.39182571121052
MvSl-1064-A1-R4_MC03g04743	MvSl-1064-A1-R4_MC03	Auto	1201369	1202234	6.21904430011976	-0.354273231068529	0.118744699027884	0.374017539742898	6.17124913509729	6.57094338077133	6.09843500463448	5.96139063927641
MvSl-1064-A1-R4_MC03g04744	MvSl-1064-A1-R4_MC03	Auto	1204671	1206184	6.96343368295957	0.0353602339497089	0.861832939174577	0.955217789119918	6.91107085049166	6.97928554455828	7.00041422165514	6.96132862622608
MvSl-1064-A1-R4_MC03g04745	MvSl-1064-A1-R4_MC03	Auto	1206461	1206894	5.46414870828107	0.389255287949538	0.105438922852341	0.348171061180743	5.23608163680266	5.27633991744626	5.71903223175876	5.56712681303382
MvSl-1064-A1-R4_MC03g04746	MvSl-1064-A1-R4_MC03	Auto	1207405	1210732	7.57328000883155	-0.207154329312009	0.388594945223964	0.688728074234573	7.37565941145718	7.91924325005139	7.50128063414818	7.43005395830955
MvSl-1064-A1-R4_MC03g04747	MvSl-1064-A1-R4_MC03	Auto	1211914	1213905	6.57706604483038	-0.340265907959676	0.134738580699691	0.401045422553199	6.90817399409942	6.54404043250885	6.24558847776465	6.53428879689993
MvSl-1064-A1-R4_MC03g04748	MvSl-1064-A1-R4_MC03	Auto	1214408	1216212	6.32587094973137	-0.267735145776139	0.246152622892396	0.548997080606926	6.37968263210224	6.5235287927215	6.39418513703884	5.94289589596052
MvSl-1064-A1-R4_MC03g04749	MvSl-1064-A1-R4_MC03	Auto	1216822	1218472	6.76876734484252	0.316810344222711	0.153356380596597	0.427885691174806	6.70485194760777	6.49103060392677	7.07674970690006	6.74012944605185
MvSl-1064-A1-R4_MC03g04750	MvSl-1064-A1-R4_MC03	Auto	1218516	1220123	8.47155793210724	-0.32962158002329	0.165161390199761	0.445645633155065	8.53181609080596	8.71617467916099	8.39474984232932	8.19308258591726
MvSl-1064-A1-R4_MC03g04751	MvSl-1064-A1-R4_MC03	Auto	1220248	1222863	7.70179262444031	0.145812666695955	0.496045651396604	0.768301693563723	7.58168489779083	7.67092522785627	7.82354931347621	7.72023819981956
MvSl-1064-A1-R4_MC03g04752	MvSl-1064-A1-R4_MC03	Auto	1223026	1223880	6.3925892392594	-0.564247987861388	0.00747953031226144	0.0572920033357729	6.69950021577093	6.59353228096685	6.11823866135948	6.04810895949693
MvSl-1064-A1-R4_MC03g04753	MvSl-1064-A1-R4_MC03	Auto	1224147	1225483	5.12988806809639	0.0781253775729607	0.764327966454227	0.915993045994868	4.97105180408349	5.19940541728367	5.12211263538638	5.21304714958677
MvSl-1064-A1-R4_MC03g04754	MvSl-1064-A1-R4_MC03	Auto	1226668	1226841	9.37476659969414	0.289766802063423	0.299483158269862	0.6064392955361	9.04516888525214	9.38054076729857	9.67927527146531	9.32357026536679
MvSl-1064-A1-R4_MC03g04755	MvSl-1064-A1-R4_MC03	Auto	1227050	1227784	7.12253646133637	-0.624140068095462	0.0174989953474507	0.106944930248971	6.9521532051002	7.74243522396967	6.61021508189908	6.92709435094222
MvSl-1064-A1-R4_MC03g04756	MvSl-1064-A1-R4_MC03	Auto	1229231	1231148	8.41358831433194	-0.2816066511781	0.259956565354165	0.563420609804509	8.27679962573795	8.77520333743617	8.25999365152946	8.27198200831858
MvSl-1064-A1-R4_MC03g04757	MvSl-1064-A1-R4_MC03	Auto	1231362	1233299	7.55140306510211	0.0465921653542552	0.833290577912607	0.943774266123008	7.5670663404286	7.48776421663608	7.71718946222361	7.41610348160928
MvSl-1064-A1-R4_MC03g04760	MvSl-1064-A1-R4_MC03	Auto	1241565	1243427	3.67307928793839	0.148525604903593	0.643315694469776	0.857953737027753	3.70233744500844	3.48563702633147	3.86897147137386	3.6087272882939
MvSl-1064-A1-R4_MC03g04761	MvSl-1064-A1-R4_MC03	Auto	1245819	1249778	7.83795762420101	0.365323642729049	0.200603118292585	0.49279406073258	7.10417849850959	8.03507074224315	7.96906270380248	8.04782469663924
MvSl-1064-A1-R4_MC03g04762	MvSl-1064-A1-R4_MC03	Auto	1250299	1251640	5.79333553178346	0.115641712129369	0.620340031265433	0.845667979230627	5.83904023800986	5.62228140781308	5.99429742443024	5.68916346189673
MvSl-1064-A1-R4_MC03g04763	MvSl-1064-A1-R4_MC03	Auto	1251827	1252261	8.85389110108208	0.156106091127048	0.521087365182444	0.781994681664233	8.82969548698535	8.71554690829654	8.94771026621692	8.91167433992396
MvSl-1064-A1-R4_MC03g04764	MvSl-1064-A1-R4_MC03	Auto	1252897	1257095	7.03139999125758	0.756210462041633	0.000447482636939267	0.00644764764313496	6.43627885776254	6.75424907300733	7.44840632737912	7.26627083812608
MvSl-1064-A1-R4_MC03g04765	MvSl-1064-A1-R4_MC03	Auto	1258655	1259053	8.833373606856	-0.330896969118018	0.175346326241553	0.459744696757368	8.92190896355119	9.05375565211591	8.71529930648077	8.59941740452455
MvSl-1064-A1-R4_MC03g04766	MvSl-1064-A1-R4_MC03	Auto	1262262	1264028	6.87335223850156	-0.124262534948484	0.553696933325588	0.80180789413005	6.83684499125408	7.02499616059506	6.83259766999877	6.78707155019256
MvSl-1064-A1-R4_MC03g04767	MvSl-1064-A1-R4_MC03	Auto	1264442	1266803	6.51970705629028	-0.0863387896201352	0.681967452923515	0.87694839596016	6.61532624808957	6.50737120327809	6.52319351239214	6.42707760528687
MvSl-1064-A1-R4_MC03g04768	MvSl-1064-A1-R4_MC03	Auto	1267194	1273551	6.81987658688561	0.180175772575103	0.382455254600448	0.684693939955461	6.72934869751922	6.72460481129189	6.91154314126343	6.9025071310063
MvSl-1064-A1-R4_MC03g04769	MvSl-1064-A1-R4_MC03	Auto	1273852	1275863	5.21681545529295	-0.27597633655372	0.296704423816183	0.604245245800722	5.15433740724625	5.51784707096287	5.02054153500464	5.12331535103703
MvSl-1064-A1-R4_MC03g04770	MvSl-1064-A1-R4_MC03	Auto	1276162	1276902	0.33813582557085	1.08013515393176	0.0398775082914152	0.18752919656497	-0.234425136945689	-0.305146115392767	0.355600905367624	1.043857386643
MvSl-1064-A1-R4_MC03g04772	MvSl-1064-A1-R4_MC03	Auto	1280296	1280529	6.06961293141015	-0.320548228743525	0.177625880655317	0.46239056055578	5.93779648704681	6.45658177050979	5.84687841069687	5.95301331807579
MvSl-1064-A1-R4_MC03g04773	MvSl-1064-A1-R4_MC03	Auto	1280825	1286330	5.10737593810622	-0.252129482881795	0.416023296581312	0.712340783863874	5.59140291830097	4.74559403567687	4.95428497298195	4.99861887977604
MvSl-1064-A1-R4_MC03g04774	MvSl-1064-A1-R4_MC03	Auto	1286552	1288074	6.55026852341545	-0.0438303090265694	0.853976339224151	0.95186671302958	6.26389902578186	6.8248685013151	6.4879141905582	6.56759414576443
MvSl-1064-A1-R4_MC03g04775	MvSl-1064-A1-R4_MC03	Auto	1288359	1290856	5.80215471758149	0.345611318982394	0.184666395703446	0.471925233464362	5.919499616415	5.24187740649508	5.95417651437602	5.97386611240593
MvSl-1064-A1-R4_MC03g04776	MvSl-1064-A1-R4_MC03	Auto	1291511	1292509	5.15647930869427	1.11634023039605	4.26054514556301e-05	0.000977312249123546	4.52730729478077	4.45919691369881	5.38737647618779	5.79794020118079
MvSl-1064-A1-R4_MC03g04777	MvSl-1064-A1-R4_MC03	Auto	1292770	1295747	4.80226923278058	0.313331115293577	0.247630079564668	0.549990690528085	4.64334082439245	4.63095591097637	4.88839133176616	5.0083542651674
MvSl-1064-A1-R4_MC03g04778	MvSl-1064-A1-R4_MC03	Auto	1296141	1300417	7.32964245806569	0.171562622679688	0.415098348927336	0.712064109618829	7.36005619810174	7.11228926398193	7.37749231215484	7.44715534981804
MvSl-1064-A1-R4_MC03g04779	MvSl-1064-A1-R4_MC03	Auto	1300713	1304388	5.91685837298772	-0.130304508617419	0.54113097187338	0.796319286797901	5.89512733279516	6.06067552995227	5.86412240280534	5.83670608834376
MvSl-1064-A1-R4_MC03g04780	MvSl-1064-A1-R4_MC03	Auto	1305527	1308404	3.74779082681882	0.068514905141418	0.829997886236727	0.943108523407682	3.52611471769499	3.87557563579689	3.87256359120796	3.68354925324483
MvSl-1064-A1-R4_MC03g04781	MvSl-1064-A1-R4_MC03	Auto	1309316	1310027	7.66166778715443	-0.760619859475149	0.00351314763430288	0.0318273457977943	8.29687267720985	7.60683160711497	7.36256214337504	7.08876740029917
MvSl-1064-A1-R4_MC03g04782	MvSl-1064-A1-R4_MC03	Auto	1311097	1315164	4.04194295991001	-0.168270946937777	0.572509320468524	0.81400416110252	4.064782231578	4.17932119302711	3.96967485435763	3.94242660866747
MvSl-1064-A1-R4_MC03g04784	MvSl-1064-A1-R4_MC03	Auto	1315940	1316326	7.61168017916943	-0.109791636142502	0.655280350390036	0.864130242841497	7.38277226411617	7.9014688678799	7.36861636121344	7.72147176843649
MvSl-1064-A1-R4_MC03g04785	MvSl-1064-A1-R4_MC03	Auto	1317984	1320620	7.39422544868071	-0.0430469095860217	0.874246318343861	0.958613558354525	7.7209193522902	7.02863972215335	7.60560121419526	7.09449140614991
MvSl-1064-A1-R4_MC03g04786	MvSl-1064-A1-R4_MC03	Auto	1320916	1322133	7.79300042034127	-0.0812975575518003	0.70686106945657	0.889179462991881	7.82994123655624	7.83620519263319	7.66325187250657	7.83523786685053
MvSl-1064-A1-R4_MC03g04787	MvSl-1064-A1-R4_MC03	Auto	1322245	1324366	10.6839476130118	-0.177444854902276	0.593301447681144	0.826469714361133	10.484524684144	11.0080810365574	10.5315635485792	10.6509720201002
MvSl-1064-A1-R4_MC03g04788	MvSl-1064-A1-R4_MC03	Auto	1325269	1325502	5.64337711848682	0.308181150794255	0.183164595911951	0.471307763695664	5.5548253785075	5.40401255521897	5.7661407259612	5.8109782464941
