gid	ratioprot	intronnrdiff	intronmeandiff	introntotaldiff	diffGC3	totalTE	dn	ds	Part8	youngold	logFC.A1.A2	abs	DE	DE2
MvSl-1064-A1-R4_MC01-1g01995	1	0	0	0	0	3	0	0	Auto	Auto	-0.24655439	0.24655439	NON	NON
MvSl-1064-A1-R4_MC01-1g01997	1	0	0	0	0	4	NA	NA	Auto	Auto	-0.179554805	0.179554805	NON	NON
MvSl-1064-A1-R4_MC01-1g01998	1	0	0	0	0	5	0	0	Auto	Auto	-0.328477067	0.328477067	NON	NON
MvSl-1064-A1-R4_MC01-1g01999	1	0	0	0	0	5	0	0	Auto	Auto	-0.107119368	0.107119368	NON	NON
MvSl-1064-A1-R4_MC01-1g02000	1	0	0	0	0	5	0	0	Auto	Auto	-0.279247776	0.279247776	NON	NON
MvSl-1064-A1-R4_MC01-1g02001	1	0	0	0	0	5	0	0	Auto	Auto	0.058037345	0.058037345	NON	NON
MvSl-1064-A1-R4_MC01-1g02002	1	0	0	0	0	5	0	0	Auto	Auto	0.418163895	0.418163895	NON	NON
MvSl-1064-A1-R4_MC01-1g02003	1	0	0	0	0	5	0	0	Auto	Auto	0.009701989	0.009701989	NON	NON
MvSl-1064-A1-R4_MC01-1g02004	1	0	0	0	0	2	NA	NA	Auto	Auto	4.168341743	4.168341743	Up	DE
MvSl-1064-A1-R4_MC01-1g02005	1	0	0	0	0	2	NA	NA	Auto	Auto	-1.562530536	1.562530536	Down	DE
MvSl-1064-A1-R4_MC01-1g02007	1	0	0	0	0	2	NA	NA	Auto	Auto	0.729014747	0.729014747	Up	DE
MvSl-1064-A1-R4_MC01-1g02008	1	0	0	0	0	2	NA	NA	Auto	Auto	-1.070633349	1.070633349	Down	DE
MvSl-1064-A1-R4_MC01-1g02009	1	0	0	0	0	2	NA	NA	Auto	Auto	-0.88374669	0.88374669	Down	DE
MvSl-1064-A1-R4_MC01-1g02010	1	0	0	0	0	2	NA	NA	Auto	Auto	-0.752079339	0.752079339	NON	NON
MvSl-1064-A1-R4_MC01-1g02011	1	0	0	0	0	2	0	0	Auto	Auto	0.274870613	0.274870613	NON	NON
MvSl-1064-A1-R4_MC01-1g02012	1	0	0	0	0	2	NA	NA	Auto	Auto	0.960347855	0.960347855	NON	NON
MvSl-1064-A1-R4_MC01-1g02013	1	0	0	0	0	2	0	0	Auto	Auto	-0.068070451	0.068070451	NON	NON
MvSl-1064-A1-R4_MC01-1g02014	1	0	0	0	0	2	NA	NA	Auto	Auto	0.443539912	0.443539912	NON	NON
MvSl-1064-A1-R4_MC01-1g02015	1	0	0	0	0	2	0	0	Auto	Auto	0.139818072	0.139818072	NON	NON
MvSl-1064-A1-R4_MC01-1g02016	1	0	0	0	0	0	0	0	Auto	Auto	0.178449132	0.178449132	NON	NON
MvSl-1064-A1-R4_MC01-1g02017	1	0	0	0	0	0	0	0	Auto	Auto	0.090123369	0.090123369	NON	NON
MvSl-1064-A1-R4_MC01-1g02018	1	0	0	0	0	2	0	0	Auto	Auto	-0.288983171	0.288983171	NON	NON
MvSl-1064-A1-R4_MC01-1g02019	1	0	0	0	0	3	NA	NA	Auto	Auto	-0.115711188	0.115711188	NON	NON
MvSl-1064-A1-R4_MC01-1g02020	1	0	0	0	0	3	0	0	Auto	Auto	0.420077837	0.420077837	NON	NON
MvSl-1064-A1-R4_MC01-1g02021	1	0	0.333	1	0	3	0	0	Auto	Auto	0.033850323	0.033850323	NON	NON
MvSl-1064-A1-R4_MC01-1g02022	1	0	0	0	0	3	NA	NA	Auto	Auto	1.684384058	1.684384058	Up	DE
MvSl-1064-A1-R4_MC01-1g02023	1	0	0	0	0	3	NA	NA	Auto	Auto	1.239161381	1.239161381	NON	NON
MvSl-1064-A1-R4_MC01-1g02025	1	0	0	0	0	3	NA	NA	Auto	Auto	0.151509258	0.151509258	NON	NON
MvSl-1064-A1-R4_MC01-1g02026	1	0	0	0	0	3	NA	NA	Auto	Auto	0.008661672	0.008661672	NON	NON
MvSl-1064-A1-R4_MC01-1g02027	1	0	0	0	0	3	NA	NA	Auto	Auto	0.468526678	0.468526678	NON	NON
MvSl-1064-A1-R4_MC01-1g02029	1	0	0	0	0	3	0	0	Auto	Auto	0.033837707	0.033837707	NON	NON
MvSl-1064-A1-R4_MC01-1g02030	1	0	0	0	0	3	0	0	Auto	Auto	0.052641347	0.052641347	NON	NON
MvSl-1064-A1-R4_MC01-1g02031	1	0	0	0	0	3	0	0	Auto	Auto	0.219901644	0.219901644	NON	NON
MvSl-1064-A1-R4_MC01-1g02032	1	0	0	0	0	3	0	0	Auto	Auto	-0.029032975	0.029032975	NON	NON
MvSl-1064-A1-R4_MC01-1g02033	1	0	0	0	0	3	0	0	Auto	Auto	-0.117435063	0.117435063	NON	NON
MvSl-1064-A1-R4_MC01-1g02034	1	0	0	0	0	3	0	0	Auto	Auto	-0.543728434	0.543728434	NON	NON
MvSl-1064-A1-R4_MC01-1g02035	1	0	0	0	0	3	0	0	Auto	Auto	-0.236348415	0.236348415	NON	NON
MvSl-1064-A1-R4_MC01-1g02036	1	0	0	0	0	3	0	0	Auto	Auto	-0.137391308	0.137391308	NON	NON
MvSl-1064-A1-R4_MC01-1g02037	1	0	0	0	0	3	0	0	Auto	Auto	0.030379846	0.030379846	NON	NON
MvSl-1064-A1-R4_MC01-1g02038	1	0	0	0	0	1	NA	NA	Auto	Auto	0.041216745	0.041216745	NON	NON
MvSl-1064-A1-R4_MC01-1g02039	1	0	0	0	0	0	0	0	Auto	Auto	-0.018435582	0.018435582	NON	NON
MvSl-1064-A1-R4_MC01-1g02043	1	0	0	0	0	0	0	0	Auto	Auto	0.05146981	0.05146981	NON	NON
MvSl-1064-A1-R4_MC01-1g02044	1	0	0	0	0	0	0	0	Auto	Auto	0.192511659	0.192511659	NON	NON
MvSl-1064-A1-R4_MC01-1g02045	1	0	0	0	0	0	0	0	Auto	Auto	0.026201133	0.026201133	NON	NON
MvSl-1064-A1-R4_MC01-1g02046	1	0	0	0	0	0	NA	NA	Auto	Auto	1.06833939	1.06833939	Up	DE
MvSl-1064-A1-R4_MC01-1g02048	1	0	0	0	0	0	NA	NA	Auto	Auto	0.264342838	0.264342838	NON	NON
MvSl-1064-A1-R4_MC01-1g02049	1	0	0	0	0	0	0	0	Auto	Auto	-0.083354203	0.083354203	NON	NON
MvSl-1064-A1-R4_MC01-1g02050	1	0	0	0	0	0	0	0	Auto	Auto	-0.118535972	0.118535972	NON	NON
MvSl-1064-A1-R4_MC01-1g02051	1	0	0	0	0	1	0	0	Auto	Auto	0.044887788	0.044887788	NON	NON
MvSl-1064-A1-R4_MC01-1g02052	1	0	0	0	0	1	0	0	Auto	Auto	-0.203442973	0.203442973	NON	NON
MvSl-1064-A1-R4_MC01-1g02053	1	0	0	0	0	1	0	0	Auto	Auto	-0.169891133	0.169891133	NON	NON
MvSl-1064-A1-R4_MC01-1g02054	1	0	0	0	0	1	0	0	Auto	Auto	0.050411353	0.050411353	NON	NON
MvSl-1064-A1-R4_MC01-1g02055	1	0	0	0	0	2	NA	NA	Auto	Auto	0.206889077	0.206889077	NON	NON
MvSl-1064-A1-R4_MC01-1g02056	1	0	0	0	0	3	NA	NA	Auto	Auto	-0.05625397	0.05625397	NON	NON
MvSl-1064-A1-R4_MC01-1g02057	1	0	0	0	0	3	0	0	Auto	Auto	-0.037268256	0.037268256	NON	NON
MvSl-1064-A1-R4_MC01-1g02058	1	0	0	0	0	5	0	0	Auto	Auto	0.033589345	0.033589345	NON	NON
MvSl-1064-A1-R4_MC01-1g02060	1	0	0	0	0	5	0	0	Auto	Auto	0.112496277	0.112496277	NON	NON
MvSl-1064-A1-R4_MC01-1g02061	1	0	0	0	0	5	NA	NA	Auto	Auto	0.329422793	0.329422793	NON	NON
MvSl-1064-A1-R4_MC01-1g02062	1	0	0	0	0	5	0	0	Auto	Auto	0.182090756	0.182090756	NON	NON
MvSl-1064-A1-R4_MC01-1g02063	1	0	0	0	0	5	NA	NA	Auto	Auto	0.441054599	0.441054599	NON	NON
MvSl-1064-A1-R4_MC01-1g02064	1	0	0.2	1	0	5	NA	NA	Auto	Auto	0.190553992	0.190553992	NON	NON
MvSl-1064-A1-R4_MC01-1g02067	1	0	0	0	0	5	0	0	Auto	Auto	-0.03371055	0.03371055	NON	NON
MvSl-1064-A1-R4_MC01-1g02068	1	0	0	0	0	5	0	0	Auto	Auto	-0.167469789	0.167469789	NON	NON
MvSl-1064-A1-R4_MC01-1g02070	1	0	0	0	0	4	NA	NA	Auto	Auto	0.829165497	0.829165497	NON	NON
MvSl-1064-A1-R4_MC01-1g02071	1	0	0	0	0	4	0	0	Auto	Auto	-0.139856329	0.139856329	NON	NON
MvSl-1064-A1-R4_MC01-1g02072	1	0	0	0	0	4	0	0	Auto	Auto	-0.429972363	0.429972363	NON	NON
MvSl-1064-A1-R4_MC01-1g02073	1	0	0	0	0	3	0	0	Auto	Auto	-0.255830961	0.255830961	NON	NON
MvSl-1064-A1-R4_MC01-1g02074	1	0	0	0	0	2	0	0	Auto	Auto	-0.385445842	0.385445842	NON	NON
MvSl-1064-A1-R4_MC01-1g02075	1	0	0	0	0	0	0	0	Auto	Auto	-0.252630023	0.252630023	NON	NON
MvSl-1064-A1-R4_MC01-1g02076	1	0	0	0	0	0	0	0	Auto	Auto	-0.124889678	0.124889678	NON	NON
MvSl-1064-A1-R4_MC01-1g02077	1	0	0	0	0	0	0	0	Auto	Auto	-0.129931074	0.129931074	NON	NON
MvSl-1064-A1-R4_MC01-1g02078	1	0	0	0	0	0	0	0	Auto	Auto	0.235296041	0.235296041	NON	NON
MvSl-1064-A1-R4_MC01-1g02079	1	0	0	0	0	0	0	0	Auto	Auto	0.215289395	0.215289395	NON	NON
MvSl-1064-A1-R4_MC01-1g02080	1	0	0	0	0	0	0	0	Auto	Auto	-0.027841016	0.027841016	NON	NON
MvSl-1064-A1-R4_MC01-1g02081	1	0	0.125	1	0	0	0	0	Auto	Auto	0.258471122	0.258471122	NON	NON
MvSl-1064-A1-R4_MC01-1g02082	1	0	0	0	0	0	NA	NA	Auto	Auto	-1.782062892	1.782062892	Down	DE
MvSl-1064-A1-R4_MC01-1g02083	1	0	0	0	0	0	NA	NA	Auto	Auto	0.962480631	0.962480631	NON	NON
MvSl-1064-A1-R4_MC01-1g02084	1	0	0	0	0	0	0	0	Auto	Auto	-0.288745327	0.288745327	NON	NON
MvSl-1064-A1-R4_MC01-1g02085	1	0	0	0	0	0	0	0	Auto	Auto	-0.088543182	0.088543182	NON	NON
MvSl-1064-A1-R4_MC01-1g02086	1	0	0	0	0	0	0	0	Auto	Auto	-0.090759591	0.090759591	NON	NON
MvSl-1064-A1-R4_MC01-1g02087	1	0	0	0	0	2	0	0	Auto	Auto	-0.003079632	0.003079632	NON	NON
MvSl-1064-A1-R4_MC01-1g02088	1	0	0	0	0	2	0	0	Auto	Auto	-0.004762563	0.004762563	NON	NON
MvSl-1064-A1-R4_MC01-1g02089	1	0	0	0	0	2	0	0	Auto	Auto	0.091429224	0.091429224	NON	NON
MvSl-1064-A1-R4_MC01-1g02090	1	0	0	0	0	2	0	0	Auto	Auto	0.332708327	0.332708327	NON	NON
MvSl-1064-A1-R4_MC01-1g02091	1	0	0	0	0	2	0	0	Auto	Auto	-0.384475552	0.384475552	NON	NON
MvSl-1064-A1-R4_MC01-1g02092	1	0	0	0	0	2	0	0	Auto	Auto	-0.080767757	0.080767757	NON	NON
MvSl-1064-A1-R4_MC01-1g02093	1	0	0	0	0	2	0	0	Auto	Auto	-0.185627585	0.185627585	NON	NON
MvSl-1064-A1-R4_MC01-1g02094	1	0	0	0	0	2	0	0	Auto	Auto	-0.027612975	0.027612975	NON	NON
MvSl-1064-A1-R4_MC01-1g02095	1	0	0	0	0	2	NA	NA	Auto	Auto	-0.257368076	0.257368076	NON	NON
MvSl-1064-A1-R4_MC01-1g02097	1	0	0.0526	1	0	2	NA	NA	Auto	Auto	0.482537907	0.482537907	NON	NON
MvSl-1064-A1-R4_MC01-1g02098	1	0	0	0	0	2	NA	NA	Auto	Auto	1.242356442	1.242356442	NON	NON
MvSl-1064-A1-R4_MC01-1g02099	1	0	0	0	0	2	NA	NA	Auto	Auto	0.16486348	0.16486348	NON	NON
MvSl-1064-A1-R4_MC01-1g02100	1	0	0	0	0	2	0	0	Auto	Auto	0.188903439	0.188903439	NON	NON
MvSl-1064-A1-R4_MC01-1g02101	1	0	0	0	0	2	NA	NA	Auto	Auto	-0.219811877	0.219811877	NON	NON
MvSl-1064-A1-R4_MC01-1g02102	1	0	0	0	0	2	0	0	Auto	Auto	-0.210429356	0.210429356	NON	NON
MvSl-1064-A1-R4_MC01-1g02103	1	0	0	0	0	2	0	0	Auto	Auto	-0.236323463	0.236323463	NON	NON
MvSl-1064-A1-R4_MC01-1g02104	1	0	0	0	0	2	0	0	Auto	Auto	-0.122596151	0.122596151	NON	NON
MvSl-1064-A1-R4_MC01-1g02105	1	0	0	0	0	2	0	0	Auto	Auto	-0.095442439	0.095442439	NON	NON
MvSl-1064-A1-R4_MC01-1g02106	1	0	0.5	1	0	2	0	0	Auto	Auto	-0.347898629	0.347898629	NON	NON
MvSl-1064-A1-R4_MC01-1g02107	1	0	0	0	0	2	0	0	Auto	Auto	-0.307677147	0.307677147	NON	NON
MvSl-1064-A1-R4_MC01-1g02108	1.002898551	0	0	0	0.08	0	0.0068	0	Auto	Auto	-0.131409701	0.131409701	NON	NON
MvSl-1064-A1-R4_MC01-1g02109	1	0	0	0	0	0	0	0	Auto	Auto	-0.217228665	0.217228665	NON	NON
MvSl-1064-A1-R4_MC01-1g02110	1	0	0	0	0	0	0	0	Auto	Auto	-0.024327805	0.024327805	NON	NON
MvSl-1064-A1-R4_MC01-1g02111	1	0	0	0	0	0	0	0	Auto	Auto	0.539967288	0.539967288	NON	NON
MvSl-1064-A1-R4_MC01-1g02112	1	0	0	0	0	0	0	0	Auto	Auto	0.039559795	0.039559795	NON	NON
MvSl-1064-A1-R4_MC01-1g02113	1	0	0	0	0	0	0	0	Auto	Auto	-0.011848438	0.011848438	NON	NON
MvSl-1064-A1-R4_MC01-1g02114	1	0	0	0	0	0	0	0	Auto	Auto	-0.162617614	0.162617614	NON	NON
MvSl-1064-A1-R4_MC01-1g02115	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.149220283	0.149220283	NON	NON
MvSl-1064-A1-R4_MC01-1g02116	1	0	0	0	0	0	0	0	Auto	Auto	-0.184068446	0.184068446	NON	NON
MvSl-1064-A1-R4_MC01-1g02117	1	0	0	0	0	0	NA	NA	Auto	Auto	0.519549067	0.519549067	NON	NON
MvSl-1064-A1-R4_MC01-1g02118	1	0	0	0	0	0	0	0	Auto	Auto	0.052019958	0.052019958	NON	NON
MvSl-1064-A1-R4_MC01-1g02119	1	0	0	0	0	0	NA	NA	Auto	Auto	0.203532838	0.203532838	NON	NON
MvSl-1064-A1-R4_MC01-1g02120	1	0	0	0	0	0	0	0	Auto	Auto	-0.119727373	0.119727373	NON	NON
MvSl-1064-A1-R4_MC01-1g02121	1	0	0	0	0	0	NA	NA	Auto	Auto	0.039485648	0.039485648	NON	NON
MvSl-1064-A1-R4_MC01-1g02122	1	0	0	0	0	0	0	0	Auto	Auto	0.001803278	0.001803278	NON	NON
MvSl-1064-A1-R4_MC01-1g02123	1	0	0	0	0	0	0	0	Auto	Auto	-0.130922243	0.130922243	NON	NON
MvSl-1064-A1-R4_MC01-1g02124	1	0	0	0	0	0	NA	NA	Auto	Auto	0.522047774	0.522047774	NON	NON
MvSl-1064-A1-R4_MC01-1g02125	1	0	0	0	0	0	0	0	Auto	Auto	-0.247665779	0.247665779	NON	NON
MvSl-1064-A1-R4_MC01-1g02126	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.055559459	0.055559459	NON	NON
MvSl-1064-A1-R4_MC01-1g02127	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.058126915	0.058126915	NON	NON
MvSl-1064-A1-R4_MC01-1g02128	1	0	0	0	0	0	0	0	Auto	Auto	0.002274471	0.002274471	NON	NON
MvSl-1064-A1-R4_MC01-1g02129	1	0	0	0	0	0	0	0	Auto	Auto	-0.392102225	0.392102225	NON	NON
MvSl-1064-A1-R4_MC01-1g02130	1	0	0	0	0	0	0	0	Auto	Auto	-0.1688273	0.1688273	NON	NON
MvSl-1064-A1-R4_MC01-1g02131	1	0	0	0	0	0	0	0	Auto	Auto	-0.156226481	0.156226481	NON	NON
MvSl-1064-A1-R4_MC01-1g02132	1	0	0	0	0	0	0	0	Auto	Auto	-0.122405647	0.122405647	NON	NON
MvSl-1064-A1-R4_MC01-1g02133	1	0	0	0	0	0	0	0	Auto	Auto	-0.088669562	0.088669562	NON	NON
MvSl-1064-A1-R4_MC01-1g02134	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.569687542	0.569687542	NON	NON
MvSl-1064-A1-R4_MC01-1g02135	1	0	0	0	0	0	NA	NA	Auto	Auto	0.323947795	0.323947795	NON	NON
MvSl-1064-A1-R4_MC01-1g02137	1	0	0	0	0	0	0	0	Auto	Auto	-0.40225518	0.40225518	NON	NON
MvSl-1064-A1-R4_MC01-1g02138	1	0	0	0	0	0	0	0	Auto	Auto	-0.039992194	0.039992194	NON	NON
MvSl-1064-A1-R4_MC01-1g02139	1	0	0	0	0	0	0	0	Auto	Auto	-0.255045001	0.255045001	NON	NON
MvSl-1064-A1-R4_MC01-1g02140	1	0	0	0	0	0	0	0	Auto	Auto	-0.315527397	0.315527397	NON	NON
MvSl-1064-A1-R4_MC01-1g02141	1	0	0	0	0	0	0	0	Auto	Auto	-0.449405124	0.449405124	NON	NON
MvSl-1064-A1-R4_MC01-1g02142	1	0	0	0	0	0	0	0	Auto	Auto	0.006900269	0.006900269	NON	NON
MvSl-1064-A1-R4_MC01-1g02143	1	0	0	0	0	0	0	0	Auto	Auto	-0.050943018	0.050943018	NON	NON
MvSl-1064-A1-R4_MC01-1g02144	1	0	0	0	0	0	0	0	Auto	Auto	-0.216514119	0.216514119	NON	NON
MvSl-1064-A1-R4_MC01-1g02145	1	0	0	0	0	0	0	0	Auto	Auto	-0.473910031	0.473910031	NON	NON
MvSl-1064-A1-R4_MC01-1g02146	1	0	0	0	0	0	0	0	Auto	Auto	0.266494222	0.266494222	NON	NON
MvSl-1064-A1-R4_MC01-1g02147	1	0	0	0	0	0	0	0	Auto	Auto	0.251014149	0.251014149	NON	NON
MvSl-1064-A1-R4_MC01-1g02148	1	0	0	0	0	0	0	0	Auto	Auto	-0.307771752	0.307771752	NON	NON
MvSl-1064-A1-R4_MC01-1g02149	1	0	0	0	0	0	0	0	Auto	Auto	0.153703933	0.153703933	NON	NON
MvSl-1064-A1-R4_MC01-1g02150	1	0	0	0	0	0	0	0	Auto	Auto	-0.173895655	0.173895655	NON	NON
MvSl-1064-A1-R4_MC01-1g02151	1	0	0	0	0	0	0	0	Auto	Auto	-0.251992619	0.251992619	NON	NON
MvSl-1064-A1-R4_MC01-1g02152	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.344123817	0.344123817	NON	NON
MvSl-1064-A1-R4_MC01-1g02154	1	0	0	0	0	0	NA	NA	Auto	Auto	0.026575954	0.026575954	NON	NON
MvSl-1064-A1-R4_MC01-1g02155	1	0	0	0	0	0	0	0	Auto	Auto	0.233685449	0.233685449	NON	NON
MvSl-1064-A1-R4_MC01-1g02156	1	0	0	0	0	0	0	0	Auto	Auto	0.160184967	0.160184967	NON	NON
MvSl-1064-A1-R4_MC01-1g02157	1	0	0	0	0	0	0	0	Auto	Auto	-0.21365519	0.21365519	NON	NON
MvSl-1064-A1-R4_MC01-1g02158	1	0	0	0	0	0	0	0	Auto	Auto	-0.165910207	0.165910207	NON	NON
MvSl-1064-A1-R4_MC01-1g02159	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.07357388	0.07357388	NON	NON
MvSl-1064-A1-R4_MC01-1g02161	1	0	0	0	0	2	0	0	Auto	Auto	-1.612389211	1.612389211	Down	DE
MvSl-1064-A1-R4_MC01-1g02162	1	0	0	0	0	2	0	0	Auto	Auto	-0.267599834	0.267599834	NON	NON
MvSl-1064-A1-R4_MC01-1g02163	1	0	0	0	0	5	0	0	Auto	Auto	-0.080765975	0.080765975	NON	NON
MvSl-1064-A1-R4_MC01-1g02164	1	0	0	0	0	5	0	0	Auto	Auto	-0.013138579	0.013138579	NON	NON
MvSl-1064-A1-R4_MC01-1g02165	0.9671875	1	3.2	60	0.52	5	0	0.0007	Auto	Auto	-0.041967475	0.041967475	NON	NON
MvSl-1064-A1-R4_MC01-1g02166	1	0	0	0	0	5	0	0	Auto	Auto	0.122125477	0.122125477	NON	NON
MvSl-1064-A1-R4_MC01-1g02167	1	0	1	4	0	5	0	0	Auto	Auto	-0.132865245	0.132865245	NON	NON
MvSl-1064-A1-R4_MC01-1g02168	1	0	0	0	0	5	0	0	Auto	Auto	-0.015972788	0.015972788	NON	NON
MvSl-1064-A1-R4_MC01-1g02169	1	0	0	0	0	5	NA	NA	Auto	Auto	0.061120975	0.061120975	NON	NON
MvSl-1064-A1-R4_MC01-1g02171	1.344569288	2	21.6	102	1.58	5	NA	NA	Auto	Auto	0.256309123	0.256309123	NON	NON
MvSl-1064-A1-R4_MC01-1g02174	1	0	0	0	0	5	NA	NA	Auto	Auto	-0.527419611	0.527419611	NON	NON
MvSl-1064-A1-R4_MC01-1g02175	1	0	0	0	0	5	NA	NA	Auto	Auto	0.007322057	0.007322057	NON	NON
MvSl-1064-A1-R4_MC01-1g02176	1	0	0	0	0	5	NA	NA	Auto	Auto	0.150816861	0.150816861	NON	NON
MvSl-1064-A1-R4_MC01-1g02177	1	0	0	0	0	5	NA	NA	Auto	Auto	0.245001737	0.245001737	NON	NON
MvSl-1064-A1-R4_MC01-1g02179	1	0	0	0	0	6	NA	NA	Auto	Auto	-0.519014196	0.519014196	NON	NON
MvSl-1064-A1-R4_MC01-1g02180	1.038690476	1	15.7381	38	0.22	6	NA	NA	Auto	Auto	-1.019676864	1.019676864	Down	DE
MvSl-1064-A1-R4_MC01-1g02181	1	0	0	0	0	6	0	0	Auto	Auto	-0.129073629	0.129073629	NON	NON
MvSl-1064-A1-R4_MC01-1g02182	1	0	0	0	0	6	0	0	Auto	Auto	-0.114866747	0.114866747	NON	NON
MvSl-1064-A1-R4_MC01-1g02183	1	0	0	0	0	4	0	0	Auto	Auto	-0.197664238	0.197664238	NON	NON
MvSl-1064-A1-R4_MC01-1g02184	1	0	0	0	0	1	0	0	Auto	Auto	0.16135876	0.16135876	NON	NON
MvSl-1064-A1-R4_MC01-1g02186	1	0	0	0	0	1	NA	NA	Auto	Auto	0.865460841	0.865460841	Up	DE
MvSl-1064-A1-R4_MC01-1g02189	1	0	0	0	0	1	0	0	Auto	Auto	0.38246202	0.38246202	NON	NON
MvSl-1064-A1-R4_MC01-1g02190	1	0	0	0	0	1	0	0	Auto	Auto	-0.030051821	0.030051821	NON	NON
MvSl-1064-A1-R4_MC01-1g02191	1	0	0	0	0	1	0	0	Auto	Auto	-0.270464518	0.270464518	NON	NON
MvSl-1064-A1-R4_MC01-1g02192	1	0	0	0	0	1	0	0	Auto	Auto	0.056179992	0.056179992	NON	NON
MvSl-1064-A1-R4_MC01-1g02193	1	0	0	0	0	1	0	0	Auto	Auto	0.006547595	0.006547595	NON	NON
MvSl-1064-A1-R4_MC01-1g02194	1	0	0	0	0	1	0	0	Auto	Auto	-0.021865163	0.021865163	NON	NON
MvSl-1064-A1-R4_MC01-1g02195	1	0	0	0	0	1	0	0	Auto	Auto	0.122597684	0.122597684	NON	NON
MvSl-1064-A1-R4_MC01-1g02196	0.999682035	0	0	0	0.01	0	0	0	Auto	Auto	0.077736071	0.077736071	NON	NON
MvSl-1064-A1-R4_MC01-1g02197	1	0	0	0	0	0	0	0	Auto	Auto	0.163977616	0.163977616	NON	NON
MvSl-1064-A1-R4_MC01-1g02198	1	0	0	0	0	0	0	0	Auto	Auto	-0.142096867	0.142096867	NON	NON
MvSl-1064-A1-R4_MC01-1g02199	1	0	0	0	0	0	0	0	Auto	Auto	-0.006856645	0.006856645	NON	NON
MvSl-1064-A1-R4_MC01-1g02200	1	0	0	0	0	0	0	0	Auto	Auto	-0.150059078	0.150059078	NON	NON
MvSl-1064-A1-R4_MC01-1g02201	1	0	0	0	0	0	0	0	Auto	Auto	-0.02823761	0.02823761	NON	NON
MvSl-1064-A1-R4_MC01-1g02202	1	0	0	0	0	0	0	0	Auto	Auto	-0.149578216	0.149578216	NON	NON
MvSl-1064-A1-R4_MC01-1g02203	1	0	0	0	0	0	0	0	Auto	Auto	-0.000259519	0.000259519	NON	NON
MvSl-1064-A1-R4_MC01-1g02204	1	0	0	0	0	0	0	0	Auto	Auto	-0.313081692	0.313081692	NON	NON
MvSl-1064-A1-R4_MC01-1g02205	1	0	0	0	0	0	0	0	Auto	Auto	0.223978527	0.223978527	NON	NON
MvSl-1064-A1-R4_MC01-1g02206	1	0	0	0	0	0	NA	NA	Auto	Auto	0.13490241	0.13490241	NON	NON
MvSl-1064-A1-R4_MC01-1g02207	1	0	0	0	0	0	NA	NA	Auto	Auto	8.932894877	8.932894877	Up	DE
MvSl-1064-A1-R4_MC01-1g02208	1	0	0	0	0	0	NA	NA	Auto	Auto	0.404586387	0.404586387	NON	NON
MvSl-1064-A1-R4_MC01-1g02209	1	0	0	0	0	1	0	0	Auto	Auto	0.075484057	0.075484057	NON	NON
MvSl-1064-A1-R4_MC01-1g02210	1	0	0	0	0	1	0	0	Auto	Auto	-0.011692224	0.011692224	NON	NON
MvSl-1064-A1-R4_MC01-1g02211	1	0	0	0	0	1	0	0	Auto	Auto	-0.189929175	0.189929175	NON	NON
MvSl-1064-A1-R4_MC01-1g02212	1	0	0	0	0	1	0	0	Auto	Auto	0.467733535	0.467733535	NON	NON
MvSl-1064-A1-R4_MC01-1g02216	1	0	0	0	0	1	0	0	Auto	Auto	-0.46585615	0.46585615	NON	NON
MvSl-1064-A1-R4_MC01-1g02217	1	0	0	0	0	1	0	0	Auto	Auto	0.012621392	0.012621392	NON	NON
MvSl-1064-A1-R4_MC01-1g02218	1	0	0.3333	1	0	1	0	0	Auto	Auto	-0.002273395	0.002273395	NON	NON
MvSl-1064-A1-R4_MC01-1g02219	1	0	0	0	0	1	0	0	Auto	Auto	-0.00423589	0.00423589	NON	NON
MvSl-1064-A1-R4_MC01-1g02220	1	0	0	0	0	1	0	0	Auto	Auto	0.220620098	0.220620098	NON	NON
MvSl-1064-A1-R4_MC01-1g02221	1	0	0	0	0	1	NA	NA	Auto	Auto	0.025141575	0.025141575	NON	NON
MvSl-1064-A1-R4_MC01-1g02222	1	0	0	0	0	1	NA	NA	Auto	Auto	-0.235120725	0.235120725	NON	NON
MvSl-1064-A1-R4_MC01-1g02223	1	0	0	0	0	1	0	0	Auto	Auto	0.127291604	0.127291604	NON	NON
MvSl-1064-A1-R4_MC01-1g02224	1	0	0	0	0	0	0	0	Auto	Auto	-0.135914887	0.135914887	NON	NON
MvSl-1064-A1-R4_MC01-1g02225	1	0	0.3334	1	0	0	0	0	Auto	Auto	-0.081988199	0.081988199	NON	NON
MvSl-1064-A1-R4_MC01-1g02227	1	0	0	0	0	0	0	0	Auto	Auto	-0.010549782	0.010549782	NON	NON
MvSl-1064-A1-R4_MC01-1g02228	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.433820664	0.433820664	NON	NON
MvSl-1064-A1-R4_MC01-1g02229	1	0	0	0	0	0	NA	NA	Auto	Auto	0.047592989	0.047592989	NON	NON
MvSl-1064-A1-R4_MC01-1g02230	1	0	0	0	0	0	0	0	Auto	Auto	0.01624292	0.01624292	NON	NON
