gida1	youngold	logFC.A1.A2	abs	DE	DE2	genediff	upk5diff	upk10diff	upk15diff	upk20diff	down5kdiff	down10kdiff	down15kdiff	down20kdiff	ratioprot	ratiocds	intron_nr_diff	intron_mean_diff	intron_total_diff	GC0diff	GC3diff	dn	ds	dnds
MvSl-1064-A1-R4_MC05-1g06240	Auto	-0.081692962	0.081692962	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06241	Auto	-0.335849098	0.335849098	NON	NON	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06242	Auto	0.121866964	0.121866964	NON	NON	0	0	0	0	0	0	0	1	3	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06243	Auto	-0.063759806	0.063759806	NON	NON	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06246	Auto	0.172050013	0.172050013	NON	NON	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06247	Auto	0.12302029	0.12302029	NON	NON	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06248	Auto	0.024752501	0.024752501	NON	NON	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06253	Auto	0.033959503	0.033959503	NON	NON	0	2	1	0	0	0	0	0	-2	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06255	Auto	0.046659064	0.046659064	NON	NON	0	0	1	2	0	0	0	-2	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06319	Auto	-0.10778263	0.10778263	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06320	Auto	0.298462565	0.298462565	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06321	Auto	0.093858794	0.093858794	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06322	Auto	0.209957068	0.209957068	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06323	Auto	-0.098788233	0.098788233	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06324	Auto	0.077586769	0.077586769	NON	NON	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06325	Auto	0.320738867	0.320738867	NON	NON	0	0	0	0	0	0	0	0	8	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06339	Auto	-0.28960448	0.28960448	NON	NON	8	0	0	0	0	0	-1	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06340	Auto	0.014505254	0.014505254	NON	NON	8	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06341	Auto	-0.230845475	0.230845475	NON	NON	8	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06354	Auto	0.42439954	0.42439954	NON	NON	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06355	Auto	-0.098359005	0.098359005	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06356	Auto	-0.249515469	0.249515469	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	-1.5	-6	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06357	Auto	-0.11498758	0.11498758	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06358	Auto	0.241054059	0.241054059	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06360	Auto	-0.35561513	0.35561513	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06361	Auto	-0.173180589	0.173180589	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	-1	-2	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06362	Auto	0.020536646	0.020536646	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06363	Auto	0.150864424	0.150864424	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06364	Auto	-0.250380117	0.250380117	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06376	Auto	-0.408074407	0.408074407	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06377	Auto	-0.068604623	0.068604623	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06378	Auto	0.329161946	0.329161946	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06379	Auto	-0.05991935	0.05991935	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06381	Auto	-0.038749882	0.038749882	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06384	Auto	-0.087001998	0.087001998	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06385	Auto	-0.306569841	0.306569841	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06387	Auto	-0.293073324	0.293073324	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06392	Auto	-0.14963075	0.14963075	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06399	Auto	-0.319821551	0.319821551	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06400	Auto	-0.175127406	0.175127406	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06401	Auto	0.191704521	0.191704521	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06403	Auto	-0.128066169	0.128066169	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06406	Auto	-0.089400313	0.089400313	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06408	Auto	0.347963914	0.347963914	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06409	Auto	0.234598705	0.234598705	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06415	Auto	-0.036658036	0.036658036	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06416	Auto	-0.119017747	0.119017747	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06417	Auto	0.086092049	0.086092049	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06425	Auto	-0.546973892	0.546973892	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0.5	1	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06426	Auto	0.093907877	0.093907877	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06427	Auto	-0.146778557	0.146778557	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06434	Auto	-0.087271289	0.087271289	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06435	Auto	-0.057481614	0.057481614	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06436	Auto	-0.139978606	0.139978606	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06443	Auto	0.332070948	0.332070948	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06445	Auto	-0.36824178	0.36824178	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06446	Auto	0.143942721	0.143942721	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06448	Auto	-0.160506314	0.160506314	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06453	Auto	0.101991742	0.101991742	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06454	Auto	0.550124514	0.550124514	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06458	Auto	0.020759466	0.020759466	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06459	Auto	0.339570565	0.339570565	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06463	Auto	-0.145258411	0.145258411	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06464	Auto	0.320408848	0.320408848	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06465	Auto	-0.489917043	0.489917043	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06466	Auto	-0.403992112	0.403992112	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06467	Auto	0.233224544	0.233224544	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06468	Auto	-0.266783733	0.266783733	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06472	Auto	0.032415274	0.032415274	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06473	Auto	-0.25919697	0.25919697	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06474	Auto	0.166429089	0.166429089	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06475	Auto	-0.004365277	0.004365277	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06476	Auto	-0.058906816	0.058906816	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06478	Auto	0.130225861	0.130225861	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06479	Auto	-0.221796475	0.221796475	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06480	Auto	-0.133763668	0.133763668	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06484	Auto	0.581627993	0.581627993	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06505	Auto	-0.100144814	0.100144814	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06506	Auto	0.17667764	0.17667764	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06507	Auto	0.160843101	0.160843101	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06508	Auto	0.198792717	0.198792717	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06509	Auto	-0.077403378	0.077403378	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06510	Auto	-0.003191673	0.003191673	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06512	Auto	-1.141358919	1.141358919	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06525	Auto	0.292363032	0.292363032	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06526	Auto	-0.144694275	0.144694275	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06527	Auto	0.005895899	0.005895899	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06528	Auto	-0.031960931	0.031960931	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	-0.083	-1	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06529	Auto	0.057675553	0.057675553	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06530	Auto	-0.046991909	0.046991909	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06531	Auto	-0.212311039	0.212311039	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06535	Auto	0.153980117	0.153980117	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06536	Auto	1.045585357	1.045585357	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06539	Auto	-0.023701905	0.023701905	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06540	Auto	0.049147199	0.049147199	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06541	Auto	0.170546923	0.170546923	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06542	Auto	0.0122741	0.0122741	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06543	Auto	0.117924196	0.117924196	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06544	Auto	0.255998023	0.255998023	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06545	Auto	-0.03675265	0.03675265	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06546	Auto	-0.370570537	0.370570537	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06547	Auto	-0.262685348	0.262685348	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06548	Auto	-0.026455968	0.026455968	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06549	Auto	-0.508555933	0.508555933	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06550	Auto	0.039868148	0.039868148	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06551	Auto	0.242399876	0.242399876	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06552	Auto	-0.040753608	0.040753608	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06553	Auto	0.189979678	0.189979678	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06554	Auto	-0.209159089	0.209159089	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06556	Auto	-0.067486245	0.067486245	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06557	Auto	0.595017673	0.595017673	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06560	Auto	-0.161846298	0.161846298	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06561	Auto	-0.36784962	0.36784962	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06562	Auto	0.321204784	0.321204784	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06568	Auto	-0.097811701	0.097811701	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06569	Auto	0.015754716	0.015754716	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06570	Auto	-0.095014839	0.095014839	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06571	Auto	-0.11279512	0.11279512	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06572	Auto	0.039253256	0.039253256	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06573	Auto	0.125336003	0.125336003	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06574	Auto	-0.067971233	0.067971233	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06576	Auto	0.107091555	0.107091555	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06578	Auto	-0.368971554	0.368971554	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06579	Auto	0.320589656	0.320589656	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06580	Auto	-0.203032398	0.203032398	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06581	Auto	-0.107075474	0.107075474	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06582	Auto	0.207429089	0.207429089	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06583	Auto	0.009781339	0.009781339	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06584	Auto	0.142460298	0.142460298	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06586	Auto	-0.146456056	0.146456056	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06588	Auto	-0.031983294	0.031983294	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06592	Auto	0.163329382	0.163329382	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06594	Auto	-0.334212879	0.334212879	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06601	Auto	0.150232065	0.150232065	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06602	Auto	0.298434291	0.298434291	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06603	Auto	-0.084554276	0.084554276	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06607	Auto	0.143125952	0.143125952	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06609	Auto	-0.074199866	0.074199866	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06610	Auto	0.250921839	0.250921839	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06611	Auto	-0.033079322	0.033079322	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06612	Auto	-0.239026556	0.239026556	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06613	Auto	0.209347689	0.209347689	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06614	Auto	0.069020111	0.069020111	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06615	Auto	0.12521914	0.12521914	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06616	Auto	0.052288308	0.052288308	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06618	Auto	0.379163721	0.379163721	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06619	Auto	0.041860368	0.041860368	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06620	Auto	-0.150957654	0.150957654	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06622	Auto	-0.366766846	0.366766846	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06623	Auto	-0.415276636	0.415276636	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06624	Auto	-0.003847062	0.003847062	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06625	Auto	-0.114090511	0.114090511	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06626	Auto	-0.096966501	0.096966501	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06627	Auto	0.063903361	0.063903361	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06628	Auto	-0.075028483	0.075028483	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06630	Auto	-0.160525974	0.160525974	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06631	Auto	0.161350599	0.161350599	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06632	Auto	0.472610782	0.472610782	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06633	Auto	0.14898647	0.14898647	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06634	Auto	0.309071513	0.309071513	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06635	Auto	-0.144048398	0.144048398	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06637	Auto	-0.088996354	0.088996354	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06638	Auto	-0.036787695	0.036787695	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06639	Auto	-0.255050294	0.255050294	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06641	Auto	-0.207250432	0.207250432	NON	NON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
