gida1	youngold	logFC.A1.A2	abs	DE	DE2	genediff	upk5diff	upk10diff	upk15diff	upk20diff	down5kdiff	down10kdiff	down15kdiff	down20kdiff	ratioprot	ratiocds	intron_nr_diff	intron_mean_diff	intron_total_diff	GC0diff	GC3diff	dn	ds	dnds
MvSl-1064-A1-R4_MC01-1g02848	Auto	-0.704662556	0.704662556	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-1g02849	Auto	-0.916923323	0.916923323	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-1g02852	Auto	-1.693855885	1.693855885	Down	DE	0	0	0	0	0	0	0	0	-1	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-1g02853	Auto	0.836664946	0.836664946	Up	DE	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-1g02857	Auto	-5.478516142	5.478516142	Down	DE	0	0	0	0	0	0	-1	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-1g02861	Auto	-1.842429842	1.842429842	Down	DE	0	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-1g02870	Auto	2.909305747	2.909305747	Up	DE	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-1g02871	Auto	2.407514665	2.407514665	Up	DE	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-1g02873	Auto	0.998863033	0.998863033	Up	DE	0	0	0	0	1	0	0	0	-1	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-1g02885	Auto	4.060510593	4.060510593	Up	DE	0	0	0	0	0	0	-1	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-1g02899	Auto	-1.512868526	1.512868526	Down	DE	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-2g02957	Auto	2.559863191	2.559863191	Up	DE	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-2g02960	Auto	2.87796983	2.87796983	Up	DE	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-2g02966	Auto	2.759774207	2.759774207	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-2g02969	Auto	3.836313458	3.836313458	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-2g02970	Auto	1.648002224	1.648002224	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-2g02971	Auto	-1.624207692	1.624207692	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-2g02987	Auto	1.270185749	1.270185749	Up	DE	0	1	0	0	0	0	0	0	0	0.983322643	0.983333333	0	19.5	78	0.01	0.59	NA	NA	NA
MvSl-1064-A1-R4_MC01-2g03005	Auto	1.229831096	1.229831096	Up	DE	0	0	0	1	0	0	0	0	0	0.994417863	0.994422311	0	3.5	21	0	0.03	0	0	0
MvSl-1064-A1-R4_MC01-2g03006	Auto	7.968465271	7.968465271	Up	DE	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-2g03070	Auto	1.345462198	1.345462198	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-2g03077	Auto	0.562050944	0.562050944	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-2g03096	Auto	4.964591213	4.964591213	Up	DE	0	0	-1	-1	0	0	-6	4	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC01-2g03112	Auto	-0.753072657	0.753072657	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-2g03113	Auto	-1.190902817	1.190902817	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-2g03117	Auto	0.833389279	0.833389279	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-2g03144	Auto	0.708243776	0.708243776	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC01-2g03166	Auto	3.777867735	3.777867735	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03205	Auto	0.993299368	0.993299368	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03224	Auto	-0.827229126	0.827229126	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03229	Auto	0.806135047	0.806135047	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03274	Auto	1.646340887	1.646340887	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03288	Auto	0.990964441	0.990964441	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03297	Auto	1.458376395	1.458376395	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03352	Auto	1.094837538	1.094837538	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03359	Auto	1.252069275	1.252069275	Up	DE	0	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03360	Auto	-1.932556102	1.932556102	Down	DE	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03362	Auto	2.042368447	2.042368447	Up	DE	0	-1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03366	Auto	2.548127895	2.548127895	Up	DE	0	0	0	-1	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03373	Auto	1.105863354	1.105863354	Up	DE	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03374	Auto	0.689665321	0.689665321	Up	DE	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03384	Auto	2.468218596	2.468218596	Up	DE	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03392	Auto	-1.90387515	1.90387515	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03394	Auto	1.829171379	1.829171379	Up	DE	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03432	Auto	-3.710587015	3.710587015	Down	DE	0	0	0	-1	1	0	0	3	-3	0.932871972	0.932918396	2	-49.167	95	-0.14	-0.17	NA	NA	NA
MvSl-1064-A1-R4_MC02g03433	Auto	-6.158073001	6.158073001	Down	DE	0	0	0	0	-1	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03442	Auto	-5.153117119	5.153117119	Down	DE	0	0	0	0	0	1	2	-1	2	0.932871972	0.932918396	2	-49.167	95	-0.15	-0.17	NA	NA	NA
MvSl-1064-A1-R4_MC02g03451	Auto	-2.668968539	2.668968539	Down	DE	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03455	Auto	2.515322922	2.515322922	Up	DE	0	0	-1	-1	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03469	Auto	2.571153308	2.571153308	Up	DE	0	0	0	0	0	0	-2	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03482	Auto	1.174197786	1.174197786	Up	DE	0	0	0	-2	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03493	Auto	0.873272705	0.873272705	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03495	Auto	1.675742645	1.675742645	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03508	Auto	-2.300600211	2.300600211	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03522	Auto	-4.51041666	4.51041666	Down	DE	0	0	0	0	0	0	0	0	0	1.034965035	1.034904014	-1	-10.5	-72	-0.43	-0.21	NA	NA	NA
MvSl-1064-A1-R4_MC02g03579	Auto	5.13562295	5.13562295	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03584	Auto	1.425187622	1.425187622	Up	DE	0	0	0	0	0	0	0	0	0	0.980836237	0.980869565	-1	13.083	-74	0.03	0.43	NA	NA	NA
MvSl-1064-A1-R4_MC02g03606	Auto	1.354539397	1.354539397	Up	DE	0	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03617	Auto	0.854666215	0.854666215	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03663	Auto	3.428231195	3.428231195	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03664	Auto	-0.84941929	0.84941929	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03676	Auto	2.189753815	2.189753815	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03772	Auto	1.342986243	1.342986243	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03808	Auto	1.722787903	1.722787903	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03872	Auto	1.133635611	1.133635611	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03891	Auto	2.21026572	2.21026572	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03893	Auto	1.925451973	1.925451973	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g03915	Auto	0.900234537	0.900234537	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g03922	Auto	1.258934942	1.258934942	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04109	Auto	1.278810482	1.278810482	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g04171	Auto	-0.712761873	0.712761873	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04181	Auto	-0.798356861	0.798356861	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g04185	Auto	-2.522903041	2.522903041	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g04198	Auto	1.982177055	1.982177055	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g04206	Auto	1.296123341	1.296123341	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04208	Auto	0.905097022	0.905097022	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g04217	Auto	-2.060362229	2.060362229	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g04224	Auto	1.166539328	1.166539328	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04225	Auto	-3.336924952	3.336924952	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g04245	Auto	3.568390977	3.568390977	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC02g04246	Auto	-1.470663338	1.470663338	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04350	Auto	9.706419946	9.706419946	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04352	Auto	-0.813359118	0.813359118	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04419	Auto	2.351411102	2.351411102	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04423	Auto	0.841987833	0.841987833	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04424	Auto	3.05218518	3.05218518	Up	DE	0	0	0	0	0	0	0	0	0	1.009001637	1.008994276	0	-5.3333	-32	0.24	0.46	NA	NA	NA
MvSl-1064-A1-R4_MC03g04474	Auto	-1.570200753	1.570200753	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04565	Auto	1.623364984	1.623364984	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04585	Auto	1.842880175	1.842880175	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04642	Auto	-1.07257881	1.07257881	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04650	Auto	0.794465156	0.794465156	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04706	Auto	8.665064922	8.665064922	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04707	Auto	4.42885232	4.42885232	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04730	Auto	0.941309491	0.941309491	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04747	Auto	-0.837537799	0.837537799	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04760	Auto	4.062554469	4.062554469	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04777	Auto	0.860788238	0.860788238	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04791	Auto	0.942533901	0.942533901	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04792	Auto	1.501846069	1.501846069	Up	DE	0	0	0	0	0	0	0	0	0	0.945378151	0.945492662	0	0	0	-0.01	-0.86	NA	NA	NA
MvSl-1064-A1-R4_MC03g04807	Auto	-1.761008869	1.761008869	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04822	Auto	1.693889296	1.693889296	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04831	Auto	1.048826104	1.048826104	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04840	Auto	-1.277030027	1.277030027	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04877	Auto	5.334386647	5.334386647	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04879	Auto	-1.84868273	1.84868273	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04884	Auto	3.487763833	3.487763833	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04885	Auto	-5.478775526	5.478775526	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04895	Auto	-0.997991256	0.997991256	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04909	Auto	1.966043025	1.966043025	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04915	Auto	-1.008182435	1.008182435	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g04929	Auto	-1.536562786	1.536562786	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g04931	Auto	1.218626164	1.218626164	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05014	Auto	1.556657673	1.556657673	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05016	Auto	1.58973385	1.58973385	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05022	Auto	3.407276008	3.407276008	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05037	Auto	1.584511224	1.584511224	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05043	Auto	-0.850427141	0.850427141	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05077	Auto	0.720775829	0.720775829	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05082	Auto	-1.887609074	1.887609074	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05094	Auto	1.476143872	1.476143872	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05097	Auto	4.287244089	4.287244089	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05099	Auto	1.871965153	1.871965153	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05112	Auto	0.767192914	0.767192914	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05134	Auto	4.124870169	4.124870169	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05141	Auto	-0.964512004	0.964512004	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05149	Auto	1.65530861	1.65530861	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05154	Auto	-1.253849334	1.253849334	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05159	Auto	-1.075091541	1.075091541	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05187	Auto	1.436737543	1.436737543	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05222	Auto	1.350894625	1.350894625	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05233	Auto	1.441384271	1.441384271	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05235	Auto	-1.764312444	1.764312444	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC03g05244	Auto	0.951125142	0.951125142	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC03g05260	Auto	0.65769881	0.65769881	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05279	Auto	-1.7146887	1.7146887	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05282	Auto	5.175785008	5.175785008	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05308	Auto	0.991324397	0.991324397	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05310	Auto	-0.667337928	0.667337928	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05312	Auto	2.569657342	2.569657342	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05313	Auto	2.983108569	2.983108569	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05315	Auto	5.661959534	5.661959534	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05323	Auto	0.644965672	0.644965672	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05376	Auto	1.730684959	1.730684959	Up	DE	0	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05378	Auto	0.970073278	0.970073278	Up	DE	-1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05382	Auto	1.250773282	1.250773282	Up	DE	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05388	Auto	2.153663353	2.153663353	Up	DE	0	0	0	0	-1	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05389	Auto	3.436033959	3.436033959	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05411	Auto	1.224964151	1.224964151	Up	DE	0	0	0	0	0	0	0	2	-1	0.982000837	0.982008368	-2	-0.5	-116	0.12	0.16	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05437	Auto	3.227926308	3.227926308	Up	DE	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05441	Auto	-0.66247332	0.66247332	Down	DE	0	0	0	0	-1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05493	Auto	0.591446878	0.591446878	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05504	Auto	-1.156400131	1.156400131	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05546	Auto	1.26427804	1.26427804	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05592	Auto	1.000413436	1.000413436	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05677	Auto	0.976347781	0.976347781	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05729	Auto	-0.7976718	0.7976718	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05744	Auto	-1.064099059	1.064099059	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05801	Auto	1.30398895	1.30398895	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05803	Auto	4.496130829	4.496130829	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05832	Auto	4.670637681	4.670637681	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05833	Auto	4.106005149	4.106005149	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05863	Auto	1.886897546	1.886897546	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
